date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyOperatingExpense
1994-06-30,9342000000.0,,-115000000.0,-636000000.0,,,1746000000.0,0.33,,6204000000.0,390000000.0,3409000000.0,2438000000.0,,2905000000.0,527000000,,-183000000.0,270000000,5396000000,-6462000000.0,-79000000.0,,-54000000.0,7238000000.0,,265000000.0,,10312000000.0,13459000000.0,,680800000.0,,-467000000.0,-533000000.0,,43000000.0,6997000000.0,7524000000.0,4000000.0,971000000.0,,1013000000.0,,5126000000.0,,11292000000.0,0.33,1510000000.0,21604000000.0,-237000000.0,2608000000.0,222000000.0,222000000,,257000000.0,5024000000.0,2391000000.0,-36000000.0,21000000.0,29000000.0,-334000000.0,2438000000.0,4295000000.0,,0.0,12262000000.0,222000000.0,,0.0,3879000000.0,270000000.0,,680800000.0,25000000.0,-85000000.0,
1994-09-30,9604000000.0,,-162000000.0,-547000000.0,,,1746000000.0,0.27,,6082000000.0,246000000.0,2596000000.0,1861000000.0,,2438000000.0,487000000,,-163000000.0,226000000,5063000000,-6638000000.0,-81000000.0,,-407000000.0,6715000000.0,,234000000.0,,9927000000.0,13552000000.0,,681000000.0,,-577000000.0,-853000000.0,,49000000.0,6914000000.0,7709000000.0,8000000.0,735000000.0,,613000000.0,,4837000000.0,,11415000000.0,0.27,1585000000.0,21342000000.0,-570000000.0,2605000000.0,185000000.0,185000000,,261000000.0,5023000000.0,2355000000.0,,20000000.0,33000000.0,-89000000.0,1861000000.0,4501000000.0,,0.0,11738000000.0,185000000.0,,0.0,4426000000.0,226000000.0,,681000000.0,63000000.0,-85000000.0,
1994-12-31,9700000000.0,,29000000.0,-553000000.0,,,1746000000.0,,,3207000000.0,250000000.0,2643000000.0,2084000000.0,,1861000000.0,620000000,,-271000000.0,222000000,5120000000,-6786000000.0,-97000000.0,,593000000.0,6827000000.0,,214000000.0,,10414000000.0,13588000000.0,,,,223000000.0,35000000.0,,57000000.0,6802000000.0,7696000000.0,4000000.0,559000000.0,,3614000000.0,,4898000000.0,,11049000000.0,,1664000000.0,21463000000.0,322000000.0,2603000000.0,157000000.0,157000000,,398000000.0,4936000000.0,2282000000.0,,6000000.0,40000000.0,-273000000.0,2084000000.0,4247000000.0,,0.0,11763000000.0,157000000.0,,-8000000.0,4979000000.0,222000000.0,,,51000000.0,-85000000.0,
1995-03-31,9895000000.0,,63000000.0,-330000000.0,,,1746000000.0,0.27,,3552000000.0,121000000.0,2788000000.0,2788000000.0,,2084000000.0,491000000,,-224000000.0,226000000,5037000000,-6940000000.0,-74000000.0,,939000000.0,7469000000.0,,217000000.0,,10737000000.0,13715000000.0,,682000000.0,,704000000.0,493000000.0,,36000000.0,6775000000.0,7877000000.0,14000000.0,,,3659000000.0,,4811000000.0,,11424000000.0,0.27,1614000000.0,22161000000.0,715000000.0,2348000000.0,181000000.0,181000000,,265000000.0,4797000000.0,2319000000.0,,258000000.0,40000000.0,-161000000.0,2788000000.0,4649000000.0,,0.0,12266000000.0,181000000.0,,0.0,5309000000.0,226000000.0,,682000000.0,130000000.0,-85000000.0,
1995-06-30,9531000000.0,,551000000.0,-70000000.0,,,1746000000.0,-0.34,,3262000000.0,70000000.0,3483000000.0,3483000000.0,,2788000000.0,-13000000,,-157000000.0,-287000000,5558000000,-7069000000.0,-34000000.0,,335000000.0,7381000000.0,,-270000000.0,,11576000000.0,13740000000.0,,682800000.0,,695000000.0,292000000.0,,-39000000.0,6671000000.0,7475000000.0,38000000.0,,,3860000000.0,,5245000000.0,,10171000000.0,-0.34,1636000000.0,21747000000.0,178000000.0,2361000000.0,-231000000.0,-231000000,,274000000.0,4835000000.0,2357000000.0,,259000000.0,39000000.0,394000000.0,3483000000.0,3500000000.0,,0.0,12216000000.0,-231000000.0,,-600000000.0,5379000000.0,313000000.0,,682800000.0,117000000.0,-86000000.0,600000000.0
1995-09-30,9802000000.0,,567000000.0,-521000000.0,,,1746000000.0,0.33,,3221000000.0,78000000.0,4201000000.0,4201000000.0,,3483000000.0,493000000,,-157000000.0,223000000,4381000000,-7254000000.0,-42000000.0,,350000000.0,7148000000.0,,244000000.0,,12305000000.0,13828000000.0,,683600000.0,,718000000.0,-745000000.0,,19000000.0,6574000000.0,7700000000.0,46000000.0,,,3665000000.0,,4158000000.0,,9420000000.0,0.33,1406000000.0,21725000000.0,193000000.0,2355000000.0,225000000.0,225000000,,270000000.0,4775000000.0,2401000000.0,,262000000.0,39000000.0,410000000.0,4201000000.0,2846000000.0,,0.0,11923000000.0,225000000.0,,0.0,5900000000.0,223000000.0,,683600000.0,19000000.0,-85000000.0,0.0
1995-12-31,9898000000.0,,218000000.0,-1033000000.0,,,1746000000.0,,,3017000000.0,205000000.0,3730000000.0,3730000000.0,,4201000000.0,364000000,,-91000000.0,140000000,4539000000,-7288000000.0,-40000000.0,,-558000000.0,7415000000.0,,169000000.0,,13178000000.0,13744000000.0,,,,-471000000.0,-1000000000.0,,-49000000.0,6456000000.0,7746000000.0,48000000.0,,,4127000000.0,,4399000000.0,,8920000000.0,,1470000000.0,22098000000.0,-649000000.0,2344000000.0,218000000.0,218000000,,224000000.0,4785000000.0,2441000000.0,,271000000.0,33000000.0,127000000.0,3730000000.0,2406000000.0,,0.0,12200000000.0,218000000.0,,0.0,6933000000.0,140000000.0,,,,-86000000.0,0.0
1996-03-31,10120000000.0,,643000000.0,-290000000.0,,,1746000000.0,0.175,,3098000000.0,75000000.0,4532000000.0,4387000000.0,,3730000000.0,394000000,,-160000000.0,154000000,4293000000,-7465000000.0,-237000000.0,,411000000.0,7732000000.0,,170000000.0,,14005000000.0,13855000000.0,,689600000.0,,657000000.0,52000000.0,,51000000.0,6390000000.0,7865000000.0,103000000.0,145000000.0,,4611000000.0,,4139000000.0,,8669000000.0,0.175,1427000000.0,22674000000.0,251000000.0,2338000000.0,119000000.0,119000000,,240000000.0,4822000000.0,2484000000.0,,23000000.0,41000000.0,483000000.0,4387000000.0,2182000000.0,,0.0,12554000000.0,119000000.0,,0.0,7223000000.0,154000000.0,,689600000.0,,-86000000.0,
1996-06-30,10354000000.0,,-34000000.0,958000000.0,,,1746000000.0,0.675,,3072000000.0,143000000.0,5640000000.0,4857000000.0,,4387000000.0,740000000,,-203000000.0,484000000,6275000000,-7628000000.0,-139000000.0,,846000000.0,7451000000.0,,521000000.0,,14004000000.0,13979000000.0,,690600000.0,,470000000.0,122000000.0,,53000000.0,6351000000.0,8139000000.0,42000000.0,783000000.0,,4357000000.0,,5791000000.0,,8641000000.0,0.675,1305000000.0,22645000000.0,643000000.0,2337000000.0,468000000.0,468000000,,256000000.0,4840000000.0,2503000000.0,,22000000.0,34000000.0,-237000000.0,4857000000.0,2143000000.0,,0.0,12291000000.0,468000000.0,,0.0,6265000000.0,484000000.0,,690600000.0,,-97000000.0,
1996-09-30,9873000000.0,,326000000.0,80000000.0,,,1746000000.0,0.37,,3069000000.0,47000000.0,5555000000.0,4616000000.0,-1065000000.0,4857000000.0,538000000,,-180000000.0,294000000,5601000000,-7777000000.0,-849000000.0,,462000000.0,7268000000.0,-86000000.0,334000000.0,,13704000000.0,14071000000.0,,689200000.0,,-241000000.0,-40000000.0,,80000000.0,6294000000.0,8392000000.0,31000000.0,939000000.0,,4177000000.0,,5307000000.0,,8298000000.0,0.37,1269000000.0,22002000000.0,282000000.0,2332000000.0,254000000.0,254000000,,244000000.0,4861000000.0,2529000000.0,,22000000.0,33000000.0,146000000.0,4616000000.0,1848000000.0,,-691000000.0,12129000000.0,254000000.0,,-4000000.0,6185000000.0,294000000.0,,689200000.0,,-98000000.0,
1996-12-31,10941000000.0,,127000000.0,-498000000.0,,,1802000000.0,,,3554000000.0,150000000.0,5258000000.0,4375000000.0,-1258000000.0,4616000000.0,673000000,,-219000000.0,422000000,6512000000,-7838000000.0,-653000000.0,,504000000.0,8642000000.0,,338000000.0,,15080000000.0,14651000000.0,,,,-241000000.0,-130000000.0,,84000000.0,6813000000.0,8447000000.0,38000000.0,883000000.0,,5075000000.0,,6090000000.0,2478000000.0,12174000000.0,,1988000000.0,27254000000.0,285000000.0,3980000000.0,254000000.0,254000000,,251000000.0,7671000000.0,3691000000.0,,13000000.0,37000000.0,-92000000.0,4375000000.0,2468000000.0,,-200000000.0,16313000000.0,254000000.0,,-129000000.0,6939000000.0,422000000.0,,,,-98000000.0,
1997-03-31,11189000000.0,,33000000.0,-361000000.0,,,1804000000.0,0.55,,3827000000.0,159000000.0,5514000000.0,4542000000.0,-1256000000.0,4375000000.0,725000000,,-293000000.0,441000000,7318000000,-8018000000.0,-141000000.0,,568000000.0,9759000000.0,-32000000.0,552000000.0,,15772000000.0,14866000000.0,,694800000.0,,167000000.0,5000000.0,,175000000.0,6848000000.0,8824000000.0,,972000000.0,,4088000000.0,1526000000.0,6877000000.0,2458000000.0,12520000000.0,0.56,2219000000.0,28292000000.0,275000000.0,3652000000.0,377000000.0,377000000,,284000000.0,7344000000.0,3692000000.0,,318000000.0,61000000.0,-260000000.0,4542000000.0,2756000000.0,,0.0,17103000000.0,377000000.0,,98000000.0,7300000000.0,441000000.0,,694800000.0,,-101000000.0,
1997-06-30,11443000000.0,,51000000.0,-197000000.0,,,3609000000.0,0.48,,3997000000.0,193000000.0,6381000000.0,5413000000.0,-1258000000.0,4542000000.0,849000000,,-253000000.0,533000000,9289000000,-8031000000.0,-115000000.0,,1188000000.0,10105000000.0,18000000.0,466000000.0,,16495000000.0,14845000000.0,,694900000.0,,871000000.0,438000000.0,,132000000.0,6814000000.0,7152000000.0,,968000000.0,,4036000000.0,1756000000.0,8756000000.0,2437000000.0,12366000000.0,0.49,2056000000.0,28861000000.0,935000000.0,3619000000.0,334000000.0,334000000,,316000000.0,7313000000.0,3694000000.0,,316000000.0,58000000.0,-202000000.0,5413000000.0,2604000000.0,,0.0,17418000000.0,334000000.0,,-100000000.0,7497000000.0,533000000.0,,694900000.0,,-101000000.0,
1997-09-30,13870000000.0,,-261000000.0,-834000000.0,,,5000000000.0,-0.72,,5097000000.0,354000000.0,5550000000.0,4820000000.0,-1280000000.0,5413000000.0,-473000000,,-460000000.0,-979000000,11371000000,-10843000000.0,-396000000.0,,-570000000.0,14344000000.0,-104000000.0,-1021000000.0,,21152000000.0,19157000000.0,,969300000.0,,-1687000000.0,-725000000.0,,-325000000.0,8314000000.0,8925000000.0,,730000000.0,456000000.0,6288000000.0,2351000000.0,11337000000.0,2418000000.0,18222000000.0,-0.72,3312000000.0,39374000000.0,-1030000000.0,6353000000.0,-696000000.0,-696000000,557000000.0,506000000.0,11160000000.0,4807000000.0,,608000000.0,122000000.0,-721000000.0,4820000000.0,7338000000.0,,0.0,25504000000.0,-696000000.0,,-40000000.0,10543000000.0,34000000.0,,969300000.0,,-215000000.0,1013000000.0
1997-12-31,12953000000.0,,-682000000.0,384000000.0,,,5000000000.0,,,5609000000.0,261000000.0,5149000000.0,4420000000.0,-1275000000.0,4820000000.0,-571000000,,-385000000.0,-923000000,11727000000,-10903000000.0,-247000000.0,,914000000.0,14152000000.0,-23000000.0,-805000000.0,,19263000000.0,19294000000.0,,,,-400000000.0,-199000000.0,,-307000000.0,8391000000.0,8147000000.0,23000000.0,729000000.0,460000000.0,5658000000.0,2154000000.0,10108000000.0,2395000000.0,18761000000.0,,3121000000.0,38024000000.0,529000000.0,6123000000.0,-498000000.0,-498000000,682000000.0,352000000.0,10919000000.0,4796000000.0,,731000000.0,148000000.0,-1067000000.0,4420000000.0,7960000000.0,,0.0,25071000000.0,-498000000.0,,-1259000000.0,8967000000.0,1619000000.0,,,,-140000000.0,2542000000.0
1998-03-31,13027000000.0,,-76000000.0,-188000000.0,,,5059000000.0,0.05,,5734000000.0,212000000.0,4546000000.0,4092000000.0,-1956000000.0,4420000000.0,509000000,,-490000000.0,101000000,12941000000,-11078000000.0,-150000000.0,,388000000.0,13982000000.0,-33000000.0,73000000.0,,19186000000.0,19606000000.0,,973600000.0,,-328000000.0,-92000000.0,,23000000.0,8528000000.0,8197000000.0,30000000.0,454000000.0,487000000.0,5278000000.0,2551000000.0,11838000000.0,2374000000.0,19048000000.0,0.05,3299000000.0,38234000000.0,-102000000.0,6430000000.0,50000000.0,50000000,515000000.0,408000000.0,11225000000.0,4795000000.0,,419000000.0,113000000.0,-566000000.0,4092000000.0,8093000000.0,,0.0,25207000000.0,50000000.0,,0.0,9155000000.0,1103000000.0,,985100000.0,,-142000000.0,1002000000.0
1998-06-30,12955000000.0,,-7000000.0,-1037000000.0,,,5059000000.0,0.26,,5644000000.0,227000000.0,3456000000.0,3154000000.0,-1703000000.0,4092000000.0,812000000,,-346000000.0,416000000,13389000000,-11337000000.0,-273000000.0,,-312000000.0,13757000000.0,-82000000.0,366000000.0,,18825000000.0,19865000000.0,,972900000.0,,-938000000.0,-1007000000.0,,108000000.0,8528000000.0,8170000000.0,-4000000.0,302000000.0,489000000.0,5316000000.0,2432000000.0,11976000000.0,2353000000.0,19117000000.0,0.26,3235000000.0,37942000000.0,-658000000.0,6438000000.0,258000000.0,258000000,508000000.0,396000000.0,11230000000.0,4792000000.0,,365000000.0,114000000.0,-353000000.0,3154000000.0,8091000000.0,,0.0,24987000000.0,258000000.0,,0.0,10192000000.0,1413000000.0,,984800000.0,,-141000000.0,997000000.0
1998-09-30,12972000000.0,,88000000.0,-339000000.0,,,5059000000.0,0.36,,5590000000.0,126000000.0,2714000000.0,2435000000.0,-1359000000.0,3154000000.0,847000000,,-377000000.0,426000000,12717000000,-11540000000.0,-525000000.0,,95000000.0,13601000000.0,-364000000.0,404000000.0,,18300000000.0,20092000000.0,,969300000.0,,-719000000.0,-716000000.0,,57000000.0,8552000000.0,8518000000.0,-11000000.0,279000000.0,455000000.0,5017000000.0,2460000000.0,11265000000.0,2333000000.0,19323000000.0,0.36,3255000000.0,37623000000.0,-282000000.0,6261000000.0,347000000.0,347000000,571000000.0,421000000.0,11050000000.0,4789000000.0,,534000000.0,114000000.0,-289000000.0,2435000000.0,8206000000.0,,0.0,24651000000.0,347000000.0,,0.0,10531000000.0,1452000000.0,,977300000.0,,-142000000.0,1026000000.0
1998-12-31,12316000000.0,,-1247000000.0,2182000000.0,,,5059000000.0,,,5263000000.0,781000000.0,2462000000.0,2183000000.0,-1275000000.0,2435000000.0,1021000000,,-371000000.0,624000000,17107000000,-11652000000.0,-830000000.0,,2196000000.0,13422000000.0,-918000000.0,554000000.0,,16375000000.0,20241000000.0,,,,-252000000.0,1287000000.0,,89000000.0,8589000000.0,8706000000.0,50000000.0,279000000.0,464000000.0,4964000000.0,2326000000.0,15467000000.0,2312000000.0,20297000000.0,,3288000000.0,36672000000.0,1825000000.0,6103000000.0,465000000.0,465000000,552000000.0,397000000.0,10934000000.0,4831000000.0,,869000000.0,112000000.0,-1618000000.0,2183000000.0,8985000000.0,,0.0,24356000000.0,465000000.0,,0.0,8349000000.0,1640000000.0,,,,-139000000.0,1016000000.0
1999-03-31,12747000000.0,,-36000000.0,-648000000.0,,2291000000.0,5059000000.0,0.5,,5588000000.0,630000000.0,2674000000.0,2398000000.0,-1353000000.0,2183000000.0,1141000000,,-320000000.0,739000000,14392000000,-11792000000.0,-210000000.0,,781000000.0,13935000000.0,-103000000.0,670000000.0,,17280000000.0,20376000000.0,,937400000.0,,215000000.0,-136000000.0,,201000000.0,8584000000.0,9175000000.0,19000000.0,276000000.0,361000000.0,4922000000.0,2604000000.0,12763000000.0,,20416000000.0,0.5,3491000000.0,37696000000.0,461000000.0,6162000000.0,469000000.0,469000000,537000000.0,402000000.0,11014000000.0,4852000000.0,,821000000.0,109000000.0,-356000000.0,2398000000.0,9136000000.0,,0.0,24949000000.0,469000000.0,,8000000.0,8997000000.0,1629000000.0,,945200000.0,,-137000000.0,890000000.0
1999-06-30,12676000000.0,,13000000.0,366000000.0,,2270000000.0,5059000000.0,0.75,,5419000000.0,609000000.0,3002000000.0,2777000000.0,-1703000000.0,2398000000.0,1193000000,,-354000000.0,793000000,15132000000,-11879000000.0,-763000000.0,,1483000000.0,14415000000.0,-573000000.0,1018000000.0,,17443000000.0,20480000000.0,,931300000.0,,379000000.0,332000000.0,,317000000.0,8601000000.0,9605000000.0,22000000.0,225000000.0,350000000.0,5708000000.0,2478000000.0,13418000000.0,,20618000000.0,0.75,3698000000.0,38061000000.0,1129000000.0,6097000000.0,701000000.0,701000000,575000000.0,400000000.0,10970000000.0,4873000000.0,,810000000.0,110000000.0,-341000000.0,2777000000.0,9350000000.0,,0.0,25385000000.0,701000000.0,,4000000.0,8631000000.0,1714000000.0,,940500000.0,,-136000000.0,921000000.0
1999-09-30,12220000000.0,,54000000.0,-104000000.0,,2250000000.0,5059000000.0,0.52,,5465000000.0,595000000.0,2773000000.0,2673000000.0,-1686000000.0,2777000000.0,1069000000,,-368000000.0,668000000,13279000000,-11929000000.0,-1376000000.0,,1262000000.0,14171000000.0,-1005000000.0,683000000.0,,16720000000.0,20364000000.0,,914500000.0,,-104000000.0,399000000.0,,206000000.0,8435000000.0,10083000000.0,17000000.0,100000000.0,315000000.0,5354000000.0,2608000000.0,11802000000.0,,20474000000.0,0.52,3200000000.0,37194000000.0,894000000.0,5909000000.0,477000000.0,477000000,548000000.0,401000000.0,10803000000.0,4894000000.0,,744000000.0,111000000.0,10000000.0,2673000000.0,9374000000.0,,0.0,24974000000.0,477000000.0,,54000000.0,8729000000.0,1477000000.0,,924300000.0,,-134000000.0,809000000.0
1999-12-31,11462000000.0,,-587000000.0,2416000000.0,,2233000000.0,5059000000.0,,,4909000000.0,799000000.0,3454000000.0,3354000000.0,-1607000000.0,2673000000.0,1412000000,,-194000000.0,970000000,15200000000,-11874000000.0,-1271000000.0,,2698000000.0,13656000000.0,-1256000000.0,953000000.0,,15712000000.0,20119000000.0,,,,681000000.0,1481000000.0,,291000000.0,8245000000.0,10487000000.0,35000000.0,100000000.0,315000000.0,5574000000.0,2421000000.0,13340000000.0,,20435000000.0,,3453000000.0,36147000000.0,2504000000.0,5980000000.0,662000000.0,662000000,593000000.0,442000000.0,11029000000.0,4877000000.0,,752000000.0,101000000.0,-746000000.0,3354000000.0,9957000000.0,,0.0,24685000000.0,662000000.0,,18000000.0,6539000000.0,1860000000.0,,,172000000.0,-130000000.0,890000000.0
2000-03-31,11855000000.0,,614000000.0,-1435000000.0,,2212000000.0,5059000000.0,0.48,,4689000000.0,351000000.0,2727000000.0,2628000000.0,-1490000000.0,3354000000.0,908000000,,-205000000.0,556000000,9910000000,-12019000000.0,-191000000.0,,-961000000.0,13878000000.0,-104000000.0,602000000.0,,16182000000.0,20161000000.0,,870833333.0,,-726000000.0,-1792000000.0,,184000000.0,8142000000.0,10905000000.0,19000000.0,99000000.0,288000000.0,5744000000.0,2401000000.0,8547000000.0,,20378000000.0,0.48,3422000000.0,36560000000.0,-1166000000.0,5709000000.0,418000000.0,418000000,550000000.0,352000000.0,10827000000.0,4922000000.0,,1044000000.0,103000000.0,426000000.0,2628000000.0,10024000000.0,,0.0,24705000000.0,418000000.0,,31000000.0,7974000000.0,1363000000.0,,870833333.0,196000000.0,-127000000.0,807000000.0
2000-06-30,12049000000.0,,-243000000.0,1785000000.0,,2191000000.0,5059000000.0,0.71,,5042000000.0,319000000.0,4872000000.0,4772000000.0,-1628000000.0,2628000000.0,1271000000,,-247000000.0,925000000,14841000000,-12019000000.0,-524000000.0,,3100000000.0,14662000000.0,-244000000.0,891000000.0,,16842000000.0,20089000000.0,,873239437.0,,2144000000.0,2072000000.0,,271000000.0,8070000000.0,11272000000.0,10000000.0,100000000.0,375000000.0,6128000000.0,2559000000.0,12944000000.0,,20635000000.0,0.71,3552000000.0,37477000000.0,2853000000.0,5657000000.0,620000000.0,620000000,609000000.0,346000000.0,10766000000.0,4968000000.0,,933000000.0,107000000.0,-432000000.0,4772000000.0,10374000000.0,,0.0,25428000000.0,620000000.0,,12000000.0,6193000000.0,1897000000.0,,873239437.0,141000000.0,-127000000.0,972000000.0
2000-09-30,12153000000.0,,-466000000.0,127000000.0,,2434000000.0,5059000000.0,0.7,,5155000000.0,314000000.0,6262000000.0,6162000000.0,-2443000000.0,4772000000.0,1226000000,,-165000000.0,865000000,11877000000,-12019000000.0,587000000.0,,1705000000.0,15018000000.0,-546000000.0,876000000.0,,18097000000.0,19949000000.0,,857746479.0,,1390000000.0,676000000.0,,267000000.0,7930000000.0,11882000000.0,75000000.0,100000000.0,361000000.0,6503000000.0,2668000000.0,9993000000.0,,21350000000.0,0.71,3693000000.0,39447000000.0,1540000000.0,7081000000.0,609000000.0,609000000,673000000.0,361000000.0,12276000000.0,5017000000.0,,692000000.0,110000000.0,-902000000.0,6162000000.0,10986000000.0,,0.0,27294000000.0,609000000.0,,15000000.0,6071000000.0,1884000000.0,,870000000.0,178000000.0,-125000000.0,1019000000.0
2000-12-31,11020000000.0,,-1043000000.0,620000000.0,,5214000000.0,5059000000.0,,,5040000000.0,995000000.0,1010000000.0,1010000000.0,-2601000000.0,6162000000.0,1689000000,,-315000000.0,1269000000,14693000000,-12156000000.0,-530000000.0,,2098000000.0,18289000000.0,-1463000000.0,630000000.0,,15864000000.0,20970000000.0,,,,-5152000000.0,527000000.0,,149000000.0,8814000000.0,12090000000.0,32000000.0,,417000000.0,9079000000.0,2938000000.0,12228000000.0,,26164000000.0,,4928000000.0,42028000000.0,1783000000.0,7567000000.0,481000000.0,481000000,819000000.0,420000000.0,12719000000.0,5152000000.0,,1232000000.0,125000000.0,-6720000000.0,1010000000.0,12076000000.0,,0.0,31008000000.0,481000000.0,,-517000000.0,6794000000.0,2465000000.0,,,,-125000000.0,1196000000.0
2001-03-31,12218000000.0,,-206000000.0,-1227000000.0,,5247000000.0,5059000000.0,1.45,,5421000000.0,926000000.0,1552000000.0,1552000000.0,-2242000000.0,1010000000.0,1602000000,,-240000000.0,1218000000,13293000000,-12156000000.0,-170000000.0,,1090000000.0,18106000000.0,-131000000.0,1305000000.0,,17171000000.0,20868000000.0,,835810811.0,,542000000.0,-617000000.0,,69000000.0,8712000000.0,13327000000.0,29000000.0,,422000000.0,9197000000.0,2830000000.0,11070000000.0,,26627000000.0,1.48,4524000000.0,43798000000.0,850000000.0,8238000000.0,1237000000.0,1236000000,605000000.0,384000000.0,13458000000.0,5182000000.0,,658000000.0,148000000.0,-378000000.0,1552000000.0,12668000000.0,,0.0,31564000000.0,1237000000.0,,22000000.0,8016000000.0,2223000000.0,,853103448.0,38000000.0,-148000000.0,1005000000.0
2001-06-30,11495000000.0,,-1139000000.0,609000000.0,,5223000000.0,5059000000.0,0.99,,5216000000.0,1409000000.0,1502000000.0,1502000000.0,-2247000000.0,1552000000.0,1724000000,,-230000000.0,1367000000,15516000000,-12156000000.0,183000000.0,,1136000000.0,17773000000.0,-1409000000.0,1212000000.0,,17189000000.0,20857000000.0,,823529412.0,,-50000000.0,-157000000.0,,372000000.0,8701000000.0,13873000000.0,38000000.0,,461000000.0,8620000000.0,3157000000.0,12967000000.0,,27508000000.0,1.02,4710000000.0,44697000000.0,906000000.0,9810000000.0,840000000.0,840000000,743000000.0,357000000.0,15415000000.0,5521000000.0,,780000000.0,172000000.0,-1369000000.0,1502000000.0,13584000000.0,,0.0,33188000000.0,840000000.0,,22000000.0,7407000000.0,2549000000.0,,848484848.0,84000000.0,-149000000.0,1182000000.0
2001-09-30,11304000000.0,,-1144000000.0,-343000000.0,,6536000000.0,5059000000.0,0.8,,5285000000.0,1605000000.0,1572000000.0,1572000000.0,-1422000000.0,1502000000.0,1417000000,,-242000000.0,1066000000,13687000000,-12156000000.0,-31000000.0,,1442000000.0,21340000000.0,-877000000.0,937000000.0,,17933000000.0,20851000000.0,,802469136.0,,70000000.0,309000000.0,,287000000.0,8695000000.0,14526000000.0,9000000.0,,515000000.0,10665000000.0,3043000000.0,11410000000.0,,29972000000.0,0.81,4804000000.0,47905000000.0,1200000000.0,9306000000.0,650000000.0,650000000,644000000.0,351000000.0,15245000000.0,5887000000.0,,2347000000.0,157000000.0,-1341000000.0,1572000000.0,14741000000.0,,0.0,36585000000.0,650000000.0,,-52000000.0,7776000000.0,2277000000.0,,812500000.0,52000000.0,-142000000.0,1211000000.0
2001-12-31,10825000000.0,,-1135000000.0,942000000.0,,6443000000.0,5059000000.0,,,13872000000.0,1053000000.0,633000000.0,633000000.0,-485000000.0,1572000000.0,1221000000,,-356000000.0,1201000000,15702000000,-12369000000.0,541000000.0,909000000.0,146000000.0,20486000000.0,0.0,110000000.0,,16206000000.0,20828000000.0,622000000.0,,,-939000000.0,-696000000.0,,10000000.0,8459000000.0,14340000000.0,,,538000000.0,0.0,,13331000000.0,,32137000000.0,,5156000000.0,48343000000.0,-210000000.0,10866000000.0,100000000.0,100000000,775000000.0,658000000.0,17032000000.0,0.0,,1399000000.0,173000000.0,-1626000000.0,633000000.0,2052000000.0,,79000000.0,37518000000.0,100000000.0,,-630000000.0,6920000000.0,2371000000.0,,,177000000.0,-143000000.0,1170000000.0
