date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2009-10-31,,,35986000.0,-509000.0,173848000.0,1090433000.0,1576381000.0,32418000.0,5359000.0,2214730000.0,1240000.0,0.0,234188000.0,306416000.0,,239869000.0,-60623000.0,0.0,-47842000.0,-1816524000.0,,0.0,9574243000.0,0.0,-199326000.0,-1680000.0,196339000.0,638349000.0,20911000.0,13409000.0,1555470000.0,477148000.0,155399000.0,137862000.0,-171116000.0,1576381000.0,250801000,-79751000.0,10934004000.0,71594000.0,-306832000.0,-16165000.0,31046000.0,179246000.0,169249000,,-77254000.0,70256000.0,3885296000.0,2906957000.0,5688947000.0,1939457000.0,12435000.0,1526394000,2479635000.0,200654000.0,121050000.0,264169000.0,967558000.0,321021000.0,1041495000.0,339524000.0,7094608000.0,1052165000.0,558836000.0,540178000.0,,1627457000.0,137862000.0,389587000.0,137862000,1170932000.0,0.0,237561000.0,,864280000.0,
2010-01-31,,1349567000.0,35983000.0,,118734000.0,1128669000.0,1399054000.0,19855000.0,5060000.0,2154176000.0,2400000.0,0.0,269003000.0,374000000.0,-322599000.0,366897000.0,-53167000.0,0.0,-59632000.0,-1835359000.0,0.06,0.0,10003838000.0,0.0,-193953000.0,-511000.0,189225000.0,755122000.0,-177327000.0,13433000.0,1576381000.0,1252031000.0,221994000.0,82751000.0,-484592000.0,1399054000.0,200206000,-80464000.0,10936149000.0,76412000.0,-298051000.0,9435000.0,33689000.0,313730000.0,220187000,1341941000.0,-43636000.0,103003000.0,4154575000.0,2964028000.0,5849263000.0,2277948000.0,30160000.0,1848902000,2855695000.0,210547000.0,25026000.0,242712000.0,1137718000.0,496612000.0,1267409000.0,367200000.0,7148143000.0,1046116000.0,711184000.0,577747000.0,42290000.0,1664269000.0,82751000.0,490997000.0,82751000,1336426000.0,0.0,-103844000.0,0.06,993357000.0,
2010-04-30,,1352436000.0,123048000.0,,387052000.0,1083525000.0,1596429000.0,77286000.0,5206000.0,2334862000.0,1803000.0,0.0,305928000.0,346228000.0,0.0,531939000.0,-44707000.0,0.0,-109616000.0,-1853746000.0,0.2,0.0,10449749000.0,-100000000.0,-170337000.0,-703000.0,350290000.0,738433000.0,197375000.0,13430000.0,1399054000.0,1440225000.0,226199000.0,264004000.0,-224948000.0,1596429000.0,479024000,-80605000.0,11106136000.0,86766000.0,-530531000.0,-3435000.0,28641000.0,487232000.0,394765000,1344617000.0,-30910000.0,153538000.0,4276455000.0,2937271000.0,6173294000.0,2575820000.0,153134000.0,2295540000,3128668000.0,204847000.0,-26176000.0,277506000.0,1368648000.0,609202000.0,1437746000.0,0.0,7321081000.0,1230214000.0,926892000.0,552848000.0,,1690445000.0,264004000.0,532127000.0,264004000,1336426000.0,0.0,-5297000.0,0.2,980658000.0,
2010-07-31,,1348808000.0,54735000.0,-364000.0,177831000.0,983790000.0,1564337000.0,1779000.0,5496000.0,2348136000.0,1848000.0,0.0,290398000.0,300401000.0,0.0,298898000.0,-36170000.0,0.0,-192548000.0,-1881749000.0,0.09,207080000.0,10726148000.0,-100000000.0,-284187000.0,6570000.0,427552000.0,783799000.0,-32092000.0,13361000.0,1596429000.0,1643606000.0,251748000.0,123096000.0,-137297000.0,1564337000.0,255891000,-93963000.0,11135753000.0,72564000.0,-528679000.0,718000.0,32442000.0,262728000.0,317982000,1339660000.0,-140438000.0,58249000.0,4174400000.0,2865539000.0,6551748000.0,2889472000.0,207080000.0,2517790000,3448009000.0,204438000.0,101455000.0,314622000.0,1657662000.0,921755000.0,1721496000.0,0.0,7278139000.0,1279515000.0,860128000.0,558537000.0,,1590052000.0,123096000.0,542146000.0,123096000,1336426000.0,0.0,-143135000.0,0.09,1036938000.0,
2010-10-31,,,235334000.0,,703349000.0,963004000.0,1857664000.0,29912000.0,5745000.0,2584582000.0,1258000.0,0.0,278192000.0,286821000.0,0.0,525119000.0,-35037000.0,0.0,-214335000.0,-1905784000.0,,273421000.0,10943345000.0,-150000000.0,-118460000.0,1666000.0,440737000.0,726918000.0,293327000.0,13280000.0,1564337000.0,657971000.0,241907000.0,468015000.0,-14775000.0,1857664000.0,777867000,-93490000.0,11510843000.0,68773000.0,-420475000.0,10282000.0,31298000.0,490082000.0,696699000,,28927000.0,-90428000.0,4178030000.0,2868788000.0,6765315000.0,2887876000.0,273421000.0,2886435000,3407232000.0,204271000.0,44321000.0,288548000.0,1669637000.0,916401000.0,1831006000.0,0.0,7536113000.0,1307283000.0,1216798000.0,519356000.0,,1547378000.0,468015000.0,520099000.0,468015000,1336426000.0,0.0,2218000.0,,847231000.0,
2011-01-31,,1335000000.0,174000000.0,,680000000.0,893000000.0,1974000000.0,13000000.0,5000000.0,2746000000.0,1000000.0,0.0,270000000.0,273000000.0,0.0,425000000.0,-24000000.0,0.0,-230000000.0,-1915000000.0,0.38,417000000.0,11274000000.0,-150000000.0,-115000000.0,0.0,443000000.0,772000000.0,116000000.0,13000000.0,1858000000.0,1582000000.0,221000000.0,506000000.0,-79000000.0,1974000000.0,748000000,-93000000.0,11925000000.0,63000000.0,-537000000.0,1000000.0,33000000.0,401000000.0,645000000,1324000000.0,10000000.0,-163000000.0,4132000000.0,2808000000.0,7142000000.0,2914000000.0,276000000.0,2686000000,3435000000.0,204000000.0,-100000000.0,291000000.0,1550000000.0,804000000.0,1946000000.0,0.0,7839000000.0,1351000000.0,1136000000.0,521000000.0,,1647000000.0,506000000.0,491000000.0,506000000,1336000000.0,0.0,29000000.0,0.379026,1055000000.0,
2011-04-30,,1333000000.0,197000000.0,,686000000.0,898000000.0,2558000000.0,46000000.0,5000000.0,3308000000.0,1000000.0,0.0,297000000.0,236000000.0,0.0,704000000.0,-57000000.0,0.0,-166000000.0,-1896000000.0,0.37,211000000.0,11957000000.0,-118000000.0,30000000.0,1000000.0,461000000.0,750000000.0,584000000.0,13000000.0,1974000000.0,1760000000.0,219000000.0,489000000.0,45000000.0,2558000000.0,756000000,-93000000.0,12308000000.0,65000000.0,-359000000.0,35000000.0,39000000.0,647000000.0,673000000,1320000000.0,-27000000.0,141000000.0,4013000000.0,2794000000.0,7944000000.0,3251000000.0,211000000.0,2862000000,3775000000.0,204000000.0,-146000000.0,271000000.0,1673000000.0,464000000.0,1916000000.0,0.0,8182000000.0,1269000000.0,1189000000.0,524000000.0,,1794000000.0,489000000.0,516000000.0,489000000,1336000000.0,0.0,4000000.0,0.37,1279000000.0,
2011-07-31,,1330000000.0,193000000.0,,669000000.0,854000000.0,5018000000.0,5000000.0,25000000.0,5757000000.0,0.0,-14000000.0,282000000.0,223000000.0,0.0,599000000.0,-55000000.0,0.0,1606000000.0,-1903000000.0,0.36,0.0,14103000000.0,-25000000.0,102000000.0,-4000000.0,269000000.0,739000000.0,2460000000.0,13000000.0,2558000000.0,1653000000.0,240000000.0,476000000.0,252000000.0,5018000000.0,753000000,-105000000.0,12678000000.0,59000000.0,-49000000.0,41000000.0,38000000.0,544000000.0,690000000,1318000000.0,-83000000.0,123000000.0,3830000000.0,2757000000.0,10273000000.0,3278000000.0,278000000.0,2787000000,5552000000.0,1947000000.0,-64000000.0,314000000.0,1603000000.0,,1812000000.0,0.0,8551000000.0,1052000000.0,1184000000.0,2274000000.0,,1849000000.0,476000000.0,494000000.0,476000000,1335000000.0,0.0,-3000000.0,0.36,1347000000.0,
2011-10-31,,,-112000000.0,,343000000.0,866000000.0,5960000000.0,31000000.0,24000000.0,6243000000.0,0.0,0.0,268000000.0,211000000.0,0.0,698000000.0,-73000000.0,0.0,-250000000.0,-1872000000.0,,158000000.0,13861000000.0,-175000000.0,275000000.0,6000000.0,753000000.0,283000000.0,942000000.0,13000000.0,5018000000.0,484000000.0,222000000.0,455000000.0,492000000.0,5960000000.0,426000000,-106000000.0,13029000000.0,59000000.0,-192000000.0,36000000.0,36000000.0,625000000.0,361000000,,222000000.0,-96000000.0,3506000000.0,2738000000.0,10355000000.0,2794000000.0,158000000.0,2181000000,5061000000.0,1947000000.0,147000000.0,299000000.0,1330000000.0,477000000.0,1532000000.0,0.0,8800000000.0,931000000.0,851000000.0,2267000000.0,,1701000000.0,455000000.0,490000000.0,455000000,1335000000.0,4000000.0,3000000.0,,1116000000.0,
2012-01-31,,1310000000.0,42000000.0,,159000000.0,956000000.0,1681000000.0,2000000.0,24000000.0,1997000000.0,2000000.0,0.0,304000000.0,1519000000.0,-4179000000.0,181000000.0,-37000000.0,0.0,-302000000.0,-1893000000.0,0.09,0.0,13597000000.0,-200000000.0,147000000.0,7000000.0,313000000.0,316000000.0,-4279000000.0,13000000.0,5960000000.0,1327000000.0,303000000.0,117000000.0,-4157000000.0,1681000000.0,295000000,-104000000.0,13043000000.0,112000000.0,-254000000.0,117000000.0,53000000.0,144000000.0,179000000,1299000000.0,28000000.0,-140000000.0,7440000000.0,2849000000.0,6157000000.0,2494000000.0,151000000.0,2189000000,4947000000.0,1947000000.0,179000000.0,240000000.0,1403000000.0,472000000.0,1576000000.0,0.0,8650000000.0,955000000.0,786000000.0,2453000000.0,,1772000000.0,117000000.0,607000000.0,117000000,3875000000.0,0.0,0.0,0.09,1014000000.0,
2012-04-30,,1301000000.0,98000000.0,,387000000.0,939000000.0,1761000000.0,43000000.0,23000000.0,2170000000.0,1000000.0,0.0,321000000.0,1464000000.0,-7000000.0,603000000.0,-39000000.0,0.0,-261000000.0,-1939000000.0,0.22,0.0,13877000000.0,-200000000.0,-214000000.0,7000000.0,247000000.0,409000000.0,80000000.0,13000000.0,1681000000.0,1466000000.0,281000000.0,289000000.0,-259000000.0,1761000000.0,518000000,-104000000.0,13217000000.0,108000000.0,-460000000.0,289000000.0,43000000.0,564000000.0,409000000,1289000000.0,0.0,149000000.0,7547000000.0,2878000000.0,6330000000.0,2666000000.0,86000000.0,2541000000,5174000000.0,1946000000.0,178000000.0,209000000.0,1530000000.0,489000000.0,1785000000.0,0.0,8703000000.0,1071000000.0,1011000000.0,2508000000.0,,1594000000.0,289000000.0,602000000.0,289000000,3939000000.0,0.0,-3000000.0,0.22,1113000000.0,
2012-07-31,386000000.0,1268000000.0,84000000.0,-1000000.0,302000000.0,917000000.0,1529000000.0,7000000.0,24000000.0,2164000000.0,0.0,0.0,309000000.0,1410000000.0,-3000000.0,656000000.0,-45000000.0,0.0,-609000000.0,-1975000000.0,0.17,0.0,13320000000.0,-500000000.0,250000000.0,-5000000.0,205000000.0,635000000.0,-232000000.0,12000000.0,1761000000.0,1410000000.0,255000000.0,218000000.0,-281000000.0,1529000000.0,431000000,-115000000.0,13323000000.0,105000000.0,-438000000.0,44000000.0,42000000.0,611000000.0,366000000,1257000000.0,77000000.0,156000000.0,7455000000.0,2892000000.0,5865000000.0,2408000000.0,61000000.0,2343000000,4981000000.0,1946000000.0,214000000.0,288000000.0,1413000000.0,460000000.0,1535000000.0,0.0,8339000000.0,1058000000.0,930000000.0,2573000000.0,,1380000000.0,218000000.0,564000000.0,218000000,3939000000.0,0.0,-44000000.0,0.17,937000000.0,
2012-10-31,341000000.0,1220000000.0,-17000000.0,0.0,-532000000.0,910000000.0,1392000000.0,45000000.0,24000000.0,1937000000.0,,0.0,303000000.0,1355000000.0,-1000000.0,411000000.0,-41000000.0,0.0,-582000000.0,-2007000000.0,-0.42,74000000.0,12102000000.0,-516000000.0,310000000.0,-61000000.0,254000000.0,545000000.0,-137000000.0,12000000.0,1529000000.0,1436000000.0,237000000.0,-515000000.0,37000000.0,1392000000.0,-411000000,-111000000.0,12700000000.0,97000000.0,-175000000.0,124000000.0,44000000.0,370000000.0,46000000,1220000000.0,56000000.0,162000000.0,7000000000.0,2917000000.0,5102000000.0,2265000000.0,74000000.0,1646000000,4867000000.0,1946000000.0,108000000.0,304000000.0,1060000000.0,355000000.0,1220000000.0,0.0,7235000000.0,1055000000.0,586000000.0,2602000000.0,,1272000000.0,-515000000.0,540000000.0,-515000000,3518000000.0,0.0,-559000000.0,-0.42,755000000.0,
2013-01-31,165000000.0,1212000000.0,-16000000.0,,18000000.0,900000000.0,1523000000.0,18000000.0,24000000.0,1753000000.0,,0.0,304000000.0,1302000000.0,0.0,16000000.0,-49000000.0,0.0,-138000000.0,-2037000000.0,0.03,0.0,11714000000.0,-48000000.0,112000000.0,-62000000.0,445000000.0,230000000.0,131000000.0,12000000.0,1392000000.0,1287000000.0,230000000.0,34000000.0,253000000.0,1523000000.0,148000000,-108000000.0,12626000000.0,106000000.0,-143000000.0,9000000.0,42000000.0,-33000000.0,48000000,1198000000.0,-78000000.0,-97000000.0,6949000000.0,2937000000.0,4765000000.0,1965000000.0,44000000.0,1573000000,4573000000.0,1946000000.0,-6000000.0,625000000.0,991000000.0,337000000.0,1109000000.0,662000000.0,7141000000.0,1062000000.0,582000000.0,2608000000.0,-248000000.0,1278000000.0,34000000.0,534000000.0,34000000,3518000000.0,0.0,-9000000.0,0.03,678000000.0,
2013-04-30,152000000.0,1203000000.0,39000000.0,,-90000000.0,886000000.0,1545000000.0,67000000.0,24000000.0,1770000000.0,,0.0,344000000.0,1194000000.0,-1000000.0,224000000.0,-51000000.0,0.0,-141000000.0,-1936000000.0,-0.11,0.0,11695000000.0,-100000000.0,-166000000.0,-54000000.0,158000000.0,225000000.0,22000000.0,12000000.0,1523000000.0,1462000000.0,244000000.0,-129000000.0,-61000000.0,1545000000.0,40000000,-108000000.0,12378000000.0,106000000.0,-167000000.0,10000000.0,39000000.0,173000000.0,220000000,1203000000.0,32000000.0,-112000000.0,6582000000.0,2822000000.0,5113000000.0,2201000000.0,60000000.0,1973000000,4797000000.0,1946000000.0,-40000000.0,750000000.0,1165000000.0,344000000.0,1275000000.0,650000000.0,6898000000.0,1080000000.0,808000000.0,2596000000.0,152000000.0,1318000000.0,-129000000.0,588000000.0,-129000000,3294000000.0,0.0,-290000000.0,-0.11,739000000.0,
2013-07-31,146000000.0,1220000000.0,60000000.0,,228000000.0,872000000.0,1745000000.0,40000000.0,23000000.0,1975000000.0,,0.0,334000000.0,1148000000.0,0.0,364000000.0,-40000000.0,0.0,-130000000.0,-1954000000.0,0.14,0.0,11751000000.0,-50000000.0,105000000.0,-61000000.0,134000000.0,230000000.0,200000000.0,12000000.0,1545000000.0,1446000000.0,208000000.0,168000000.0,-34000000.0,1745000000.0,351000000,-120000000.0,12425000000.0,100000000.0,-128000000.0,14000000.0,40000000.0,324000000.0,264000000,1203000000.0,-56000000.0,98000000.0,6514000000.0,2826000000.0,5237000000.0,2202000000.0,44000000.0,1975000000,4797000000.0,1946000000.0,-39000000.0,734000000.0,1169000000.0,328000000.0,1170000000.0,649000000.0,6954000000.0,1055000000.0,806000000.0,2595000000.0,-36000000.0,1358000000.0,168000000.0,542000000.0,168000000,3294000000.0,0.0,-17000000.0,0.14,756000000.0,
2013-10-31,71000000.0,1222000000.0,11000000.0,,194000000.0,850000000.0,1711000000.0,57000000.0,24000000.0,1891000000.0,,0.0,338000000.0,1103000000.0,0.0,19000000.0,-50000000.0,0.0,-110000000.0,-1967000000.0,0.15,0.0,12043000000.0,-47000000.0,-455000000.0,-38000000.0,276000000.0,180000000.0,-34000000.0,12000000.0,1745000000.0,1649000000.0,216000000.0,183000000.0,57000000.0,1711000000.0,316000000,-120000000.0,12487000000.0,98000000.0,-169000000.0,30000000.0,41000000.0,-31000000.0,241000000,1204000000.0,11000000.0,-344000000.0,6401000000.0,2817000000.0,5642000000.0,2443000000.0,73000000.0,1988000000,4955000000.0,1946000000.0,-56000000.0,705000000.0,1193000000.0,376000000.0,1633000000.0,566000000.0,7088000000.0,1005000000.0,795000000.0,2512000000.0,210000000.0,1413000000.0,183000000.0,554000000.0,183000000,3294000000.0,0.0,-31000000.0,0.15,794000000.0,
2014-01-31,65000000.0,1225000000.0,62000000.0,,315000000.0,846000000.0,2144000000.0,28000000.0,25000000.0,2289000000.0,,0.0,356000000.0,1057000000.0,,372000000.0,-48000000.0,0.0,-92000000.0,-2001000000.0,0.21,0.0,12199000000.0,0.0,123000000.0,-44000000.0,364000000.0,145000000.0,433000000.0,12000000.0,1711000000.0,1576000000.0,198000000.0,253000000.0,153000000.0,2144000000.0,434000000,-120000000.0,12619000000.0,94000000.0,-163000000.0,-9000000.0,46000000.0,324000000.0,337000000,1206000000.0,,12000000.0,6185000000.0,2847000000.0,6014000000.0,2477000000.0,49000000.0,2190000000,4958000000.0,1946000000.0,-119000000.0,682000000.0,1299000000.0,376000000.0,1510000000.0,535000000.0,7241000000.0,833000000.0,891000000.0,2481000000.0,-86000000.0,1533000000.0,253000000.0,554000000.0,253000000,3294000000.0,0.0,-10000000.0,0.21,901000000.0,
2014-04-30,65000000.0,1229000000.0,103000000.0,,365000000.0,855000000.0,2453000000.0,63000000.0,23000000.0,2599000000.0,,0.0,355000000.0,1018000000.0,,437000000.0,-65000000.0,0.0,-59000000.0,-1958000000.0,0.22,0.0,12555000000.0,0.0,-105000000.0,-41000000.0,157000000.0,146000000.0,309000000.0,12000000.0,2144000000.0,1663000000.0,259000000.0,262000000.0,-69000000.0,2453000000.0,482000000,-122000000.0,12759000000.0,94000000.0,-161000000.0,5000000.0,42000000.0,372000000.0,387000000,1216000000.0,,11000000.0,6154000000.0,2813000000.0,6401000000.0,2662000000.0,94000000.0,2353000000,5080000000.0,1947000000.0,-32000000.0,623000000.0,1352000000.0,372000000.0,1615000000.0,471000000.0,7475000000.0,836000000.0,1001000000.0,2418000000.0,15000000.0,1564000000.0,262000000.0,614000000.0,262000000,3294000000.0,0.0,0.0,0.21,999000000.0,
2014-07-31,64000000.0,1233000000.0,69000000.0,,370000000.0,849000000.0,2726000000.0,2000000.0,24000000.0,2871000000.0,,0.0,357000000.0,979000000.0,,584000000.0,-65000000.0,0.0,-119000000.0,-1980000000.0,0.25,0.0,12851000000.0,0.0,-7000000.0,-42000000.0,181000000.0,145000000.0,273000000.0,12000000.0,2453000000.0,1689000000.0,244000000.0,301000000.0,-192000000.0,2726000000.0,487000000,-121000000.0,12938000000.0,93000000.0,-308000000.0,48000000.0,44000000.0,519000000.0,391000000,1218000000.0,,88000000.0,6211000000.0,2829000000.0,6640000000.0,2755000000.0,107000000.0,2265000000,5167000000.0,1947000000.0,18000000.0,600000000.0,1273000000.0,338000000.0,1622000000.0,465000000.0,7684000000.0,957000000.0,992000000.0,2412000000.0,9000000.0,1547000000.0,301000000.0,601000000.0,301000000,3294000000.0,0.0,0.0,0.24,1066000000.0,
2014-10-31,32000000.0,1236000000.0,108000000.0,,398000000.0,861000000.0,3002000000.0,44000000.0,23000000.0,3162000000.0,,0.0,360000000.0,951000000.0,-12000000.0,407000000.0,-63000000.0,0.0,-78000000.0,-1987000000.0,0.24,0.0,13174000000.0,0.0,-32000000.0,-76000000.0,176000000.0,160000000.0,276000000.0,12000000.0,2726000000.0,1883000000.0,189000000.0,290000000.0,-53000000.0,3002000000.0,515000000,-122000000.0,13072000000.0,94000000.0,-179000000.0,-3000000.0,45000000.0,344000000.0,410000000,1220000000.0,,-31000000.0,6207000000.0,2848000000.0,6967000000.0,2823000000.0,142000000.0,2264000000,5272000000.0,1947000000.0,-21000000.0,568000000.0,1305000000.0,422000000.0,1670000000.0,502000000.0,7902000000.0,935000000.0,959000000.0,2449000000.0,141000000.0,1567000000.0,290000000.0,549000000.0,290000000,3304000000.0,25000000.0,2000000.0,0.23,940000000.0,
2015-01-31,23000000.0,1240000000.0,89000000.0,,437000000.0,864000000.0,2929000000.0,0.0,23000000.0,3087000000.0,,39000000.0,351000000.0,905000000.0,0.0,60000000.0,-49000000.0,0.0,-83000000.0,-2063000000.0,0.28,0.0,13073000000.0,,90000000.0,-77000000.0,140000000.0,158000000.0,-73000000.0,12000000.0,3002000000.0,1737000000.0,150000000.0,348000000.0,-50000000.0,2929000000.0,552000000,-122000000.0,13297000000.0,92000000.0,-141000000.0,36000000.0,48000000.0,11000000.0,458000000,1224000000.0,36000000.0,-347000000.0,6140000000.0,2927000000.0,6933000000.0,2521000000.0,44000000.0,2359000000,5001000000.0,1947000000.0,-74000000.0,625000000.0,1400000000.0,517000000.0,1580000000.0,533000000.0,8072000000.0,930000000.0,959000000.0,2480000000.0,-156000000.0,1641000000.0,348000000.0,501000000.0,348000000,3304000000.0,0.0,78000000.0,0.28,784000000.0,
2015-04-30,16000000.0,1241000000.0,25000000.0,,389000000.0,887000000.0,3067000000.0,42000000.0,24000000.0,3230000000.0,,12000000.0,365000000.0,860000000.0,,298000000.0,-64000000.0,0.0,-69000000.0,-2102000000.0,0.3,0.0,13587000000.0,,-218000000.0,-125000000.0,177000000.0,163000000.0,138000000.0,12000000.0,2929000000.0,1822000000.0,249000000.0,364000000.0,-90000000.0,3067000000.0,503000000,-123000000.0,13538000000.0,90000000.0,-203000000.0,-8000000.0,47000000.0,234000000.0,402000000,1230000000.0,-8000000.0,-183000000.0,6140000000.0,2989000000.0,7447000000.0,2696000000.0,48000000.0,2442000000,5236000000.0,1947000000.0,-72000000.0,706000000.0,1426000000.0,550000000.0,1798000000.0,593000000.0,8351000000.0,936000000.0,1016000000.0,2540000000.0,61000000.0,1713000000.0,364000000.0,614000000.0,364000000,3304000000.0,0.0,14000000.0,0.29,874000000.0,
2015-07-31,50000000.0,1231000000.0,46000000.0,,375000000.0,882000000.0,2574000000.0,1000000.0,24000000.0,2743000000.0,400000000.0,3000000.0,372000000.0,811000000.0,,334000000.0,-51000000.0,0.0,-744000000.0,-2095000000.0,0.27,0.0,13153000000.0,-625000000.0,-194000000.0,-118000000.0,583000000.0,169000000.0,-493000000.0,12000000.0,3067000000.0,2162000000.0,247000000.0,329000000.0,-84000000.0,2574000000.0,492000000,-123000000.0,13747000000.0,93000000.0,-616000000.0,61000000.0,46000000.0,283000000.0,399000000,1221000000.0,61000000.0,-192000000.0,6110000000.0,2977000000.0,7043000000.0,3020000000.0,40000000.0,2490000000,5176000000.0,1547000000.0,-26000000.0,570000000.0,1472000000.0,396000000.0,1991000000.0,609000000.0,7977000000.0,958000000.0,1018000000.0,2156000000.0,-79000000.0,1739000000.0,329000000.0,619000000.0,329000000,3304000000.0,0.0,-3000000.0,0.27,858000000.0,
2015-10-31,56000000.0,1190000000.0,61000000.0,,397000000.0,892000000.0,4797000000.0,45000000.0,32000000.0,4965000000.0,1200000000.0,2000000.0,363000000.0,762000000.0,-2000000.0,471000000.0,-53000000.0,0.0,1809000000.0,-2054000000.0,0.28,0.0,15308000000.0,-700000000.0,261000000.0,-92000000.0,200000000.0,168000000.0,2223000000.0,11000000.0,2574000000.0,1833000000.0,173000000.0,336000000.0,-57000000.0,4797000000.0,525000000,-119000000.0,13967000000.0,96000000.0,-202000000.0,-11000000.0,46000000.0,418000000.0,423000000,1182000000.0,-159000000.0,165000000.0,6047000000.0,2946000000.0,9261000000.0,3798000000.0,60000000.0,2368000000,7695000000.0,3342000000.0,-94000000.0,724000000.0,1409000000.0,432000000.0,1739000000.0,555000000.0,7613000000.0,946000000.0,959000000.0,3897000000.0,41000000.0,1833000000.0,336000000.0,536000000.0,336000000,3302000000.0,0.0,-14000000.0,0.28,765000000.0,
2016-01-31,14000000.0,1154000000.0,28000000.0,-1205000000.0,314000000.0,908000000.0,2962000000.0,2000000.0,42000000.0,3116000000.0,,10000000.0,374000000.0,714000000.0,,207000000.0,-68000000.0,0.0,-1933000000.0,-2070000000.0,0.25,0.0,13326000000.0,-625000000.0,113000000.0,-94000000.0,241000000.0,154000000.0,-1835000000.0,11000000.0,4797000000.0,1457000000.0,188000000.0,286000000.0,-109000000.0,2962000000.0,452000000,-115000000.0,14142000000.0,96000000.0,-282000000.0,10000000.0,54000000.0,139000000.0,354000000,1146000000.0,15000000.0,-244000000.0,6416000000.0,2978000000.0,6910000000.0,2307000000.0,49000000.0,2257000000,6158000000.0,3343000000.0,-2000000.0,334000000.0,1341000000.0,405000000.0,1625000000.0,508000000.0,7168000000.0,996000000.0,916000000.0,3851000000.0,-423000000.0,1835000000.0,286000000.0,562000000.0,286000000,3302000000.0,0.0,0.0,0.25,850000000.0,
2016-04-30,14000000.0,1119000000.0,75000000.0,0.0,395000000.0,904000000.0,2470000000.0,42000000.0,37000000.0,2640000000.0,0.0,3000000.0,386000000.0,668000000.0,-8000000.0,481000000.0,-47000000.0,0.0,-968000000.0,-2108000000.0,0.29,0.0,13075000000.0,-900000000.0,-288000000.0,-95000000.0,232000000.0,170000000.0,-492000000.0,11000000.0,2962000000.0,1630000000.0,193000000.0,320000000.0,-5000000.0,2470000000.0,528000000,-113000000.0,14353000000.0,96000000.0,-182000000.0,5000000.0,48000000.0,434000000.0,425000000,1113000000.0,-22000000.0,37000000.0,6347000000.0,3012000000.0,6728000000.0,2611000000.0,46000000.0,2450000000,6510000000.0,3343000000.0,-90000000.0,251000000.0,1446000000.0,427000000.0,1913000000.0,556000000.0,6565000000.0,934000000.0,1004000000.0,3899000000.0,168000000.0,1924000000.0,320000000.0,579000000.0,320000000,3304000000.0,0.0,0.0,0.29,981000000.0,
