date,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
1998-06-30,3433500000.0,86300000.0,,,76200000.0,-60400000.0,121189000.0,,,,,30000000.0,,57200000,,2200000.0,57200000,,57200000,,,,,,900000.0,-76400000.0,208300000.0,,-120100000.0,-45400000.0,-12400000.0,0.32,,148500000.0,,,,,,,,,121189000.0,3130900000.0,-104900000.0,-7200000.0,2461200000.0,247500000.0,,,4200000.0,0.33,11800000.0,,,-31900000.0,46100000.0,,-15200000.0,141100000.0,91400000.0,,,,217500000.0,,,,,,,,,,,,
1998-09-30,3411800000.0,85600000.0,,,57300000.0,-127800000.0,122714000.0,,,,,29400000.0,,62300000,,2700000.0,62300000,,62300000,,,,,,800000.0,-78600000.0,206000000.0,,-115000000.0,-44500000.0,-6500000.0,0.37,,163000000.0,,,,,,,,,122714000.0,3098300000.0,-75000000.0,-600000.0,2624300000.0,258000000.0,,,5700000.0,0.37,11800000.0,-58400000.0,,-110000000.0,0.0,,-40000000.0,150000000.0,97300000.0,,,,228600000.0,,,,,,,,,,,,
1998-12-31,3403904000.0,81426000.0,,,70265000.0,-3730000.0,,,,63813000.0,,31866000.0,,59219000,450513000.0,1772000.0,-19156000,,-19156000,,51225000.0,51225000.0,,,1607000.0,355854000.0,203635000.0,,-44874000.0,-44501000.0,-11903000.0,,,145239000.0,,,,,,,,881198000.0,,3119340000.0,-19964000.0,2769000.0,2634253000.0,-389318000.0,-411176000.0,,4109000.0,,59677000.0,-856000.0,,-54031000.0,460000.0,,-24910000.0,148551000.0,95175000.0,,3045429000.0,,-421184000.0,,,,,,,,,,,,
1999-03-31,4110500000.0,180800000.0,,,-13500000.0,51400000.0,128780769.0,,,,,33100000.0,,61800000,,2000000.0,61800000,,61800000,,,,,,1200000.0,-79900000.0,201300000.0,,-196400000.0,-49300000.0,-228600000.0,0.34,,269800000.0,,,,,,,51200000.0,,128780769.0,3683800000.0,-84600000.0,-600000.0,3243800000.0,261300000.0,,,3400000.0,0.34,-792300000.0,-17600000.0,,149400000.0,222600000.0,,-111800000.0,148300000.0,98300000.0,,,,228200000.0,,,,,,,,,,,,
1999-06-30,4147900000.0,172600000.0,,,-3800000.0,-34700000.0,188974359.0,,,,,39000000.0,,73700000,,2600000.0,73700000,,73700000,,,,,,2500000.0,-89300000.0,199000000.0,,-95500000.0,-52800000.0,219900000.0,0.39,,267800000.0,,,,,,,,,188974359.0,3728900000.0,25200000.0,-8300000.0,3352000000.0,300600000.0,,,4200000.0,0.39,-844500000.0,0.0,,-56000000.0,-214500000.0,,-120700000.0,172300000.0,116900000.0,,,,261600000.0,,,,,,,,,,,,
1999-09-30,4206100000.0,172000000.0,,,20800000.0,17800000.0,185616438.0,,,,,43900000.0,,76800000,,4000000.0,76800000,,76800000,,,,,,2100000.0,-91600000.0,196700000.0,85800000.0,-66100000.0,-52800000.0,-13400000.0,0.4,,271600000.0,,,,,,,67900000.0,,185616438.0,3798100000.0,38300000.0,-600000.0,3384500000.0,314500000.0,,,4600000.0,0.41,,-28900000.0,,-41300000.0,100000.0,,-104400000.0,179000000.0,125200000.0,,,,270600000.0,,,,,,,,,,,,
1999-12-31,4214385000.0,167338000.0,,,290967000.0,-30600000.0,,,,89261000.0,,41440000.0,,75685000,457529000.0,3091000.0,-19108000,,-19108000,,55125000.0,55125000.0,,,2071000.0,412010000.0,194326000.0,55125000.0,-90529000.0,-53190000.0,59163000.0,,,338685000.0,,,,,,,85800000.0,1168521000.0,,3689100000.0,-154469000.0,-4588000.0,3429785000.0,-409852000.0,-533412000.0,,1637000.0,,57386000.0,-62065000.0,,-58848000.0,1800000.0,,172190000.0,177534000.0,118777000.0,,3963197000.0,,-451292000.0,,,,,,,,,,,,
2000-03-31,4492348000.0,166741000.0,,,113890000.0,219556000.0,132781000.0,,,84135000.0,59160000.0,36034000.0,,72561000,475642000.0,3045000.0,47523000,,45265000,,274681000.0,274681000.0,,,1406000.0,39079000.0,191998000.0,274681000.0,-115004000.0,-38076000.0,283975000.0,0.34,,250876000.0,,,,,117435000.0,,55125000.0,1168393000.0,132902000.0,3757133000.0,-99478000.0,-597000.0,3441342000.0,114390000.0,-565714000.0,,9421000.0,0.34,1162534000.0,-30737000.0,,216544000.0,1979000.0,,-4126000.0,176595000.0,118016000.0,,4007056000.0,,78356000.0,,,,,,,,,,,,
2000-06-30,4476232000.0,161386000.0,,,105706000.0,-34730000.0,131588000.0,,,87112000.0,102121000.0,35744000.0,,74303000,459006000.0,5576000.0,49258000,,46592000,,239951000.0,239951000.0,161386000.0,,1261000.0,0.0,189670000.0,239951000.0,-60123000.0,0.0,-57798000.0,0.35,,248498000.0,,,,,86029000.0,,274681000.0,1168265000.0,131734000.0,3747475000.0,-40219000.0,-5355000.0,3483184000.0,121773000.0,-597875000.0,,15563000.0,0.35,1236837000.0,-32850000.0,,-100217000.0,1738000.0,,-19904000.0,188150000.0,125610000.0,,4081059000.0,,86029000.0,,,,,,,,,,,,
2000-09-30,4486678000.0,160723000.0,,,100155000.0,-135352000.0,131084000.0,,,106374000.0,107977000.0,37731000.0,,75652000,465921000.0,5436000.0,50625000,,47959000,,104599000.0,104599000.0,,,626000.0,0.0,187342000.0,104599000.0,-176739000.0,-247755000.0,154097000.0,0.37,,267097000.0,,,,,87989000.0,,239951000.0,1168279000.0,131261000.0,3691175000.0,-146408000.0,-663000.0,3629302000.0,125720000.0,-632074000.0,,17103000.0,0.37,1312489000.0,-1417000.0,,-89099000.0,687000.0,,-30331000.0,195966000.0,130486000.0,,4261376000.0,,87989000.0,,,,,,,,,,,,
2000-12-31,4513941000.0,156003000.0,,,86738000.0,-15132000.0,,,,100903000.0,-56251000.0,39458000.0,,74572000,448928000.0,7249000.0,49544000,,46092000,,89467000.0,89467000.0,,,0.0,174059000.0,185017000.0,89467000.0,-95637000.0,-57557000.0,27035000.0,,,256906000.0,,,,,252850000.0,,104599000.0,1168220000.0,,3724117000.0,21109000.0,-4720000.0,3704986000.0,118249000.0,-668018000.0,,14308000.0,,1387061000.0,-12795000.0,,-47833000.0,204000.0,,-41600000.0,196599000.0,128338000.0,,4373004000.0,,78791000.0,,,,,,,,,,,,
2001-03-31,4488092000.0,155263000.0,,,124848000.0,-48990000.0,128114000.0,,,77785000.0,66897000.0,39622000.0,,74635000,455147000.0,5584000.0,46599000,,43147000,1568000.0,40477000.0,40477000.0,,-11494000.0,971000.0,45206000.0,182689000.0,40477000.0,-69149000.0,-59445000.0,-36227000.0,0.34,,258048000.0,,,,,130942000.0,,89467000.0,1339927000.0,128699000.0,3701216000.0,-52841000.0,-740000.0,188720000.0,125358000.0,-703973000.0,,15405000.0,0.34,1461696000.0,-205057000.0,,-109503000.0,0.0,,-4814000.0,197839000.0,129662000.0,,892693000.0,,85736000.0,,,,,,,,,,,,
2001-06-30,4513562000.0,149796000.0,,,133389000.0,10284000.0,120734000.0,,,108752000.0,112859000.0,41323000.0,,81773000,459623000.0,5000000.0,53037000,,47723000,,50761000.0,50761000.0,,,1124000.0,0.0,180361000.0,50761000.0,-57564000.0,-60504000.0,86285000.0,0.39,,258548000.0,,,,,94569000.0,,40477000.0,1339676000.0,121639000.0,3727352000.0,-61740000.0,-5467000.0,3731685000.0,135892000.0,-741418000.0,,17611000.0,0.4,1543469000.0,-70426000.0,,-72859000.0,2253000.0,,-7318000.0,207428000.0,140707000.0,,4473103000.0,,94569000.0,,,,,,,,,,,,
2001-09-30,4773646000.0,149058000.0,,,128963000.0,237632000.0,120092000.0,,,116999000.0,119187000.0,42701000.0,,83604000,464442000.0,5965000.0,54868000,,49554000,,288393000.0,288393000.0,,,928000.0,0.0,178033000.0,288393000.0,-65433000.0,-130057000.0,-34546000.0,0.41,,266057000.0,,,,,96532000.0,,50761000.0,1677192000.0,121754000.0,4004487000.0,-49578000.0,-738000.0,3746859000.0,139233000.0,-780089000.0,,18513000.0,0.41,1627073000.0,-173312000.0,,158247000.0,3815000.0,,-15855000.0,215719000.0,144818000.0,,4526948000.0,,96532000.0,,,,,,,,,,,,
2001-12-31,4625879000.0,168552000.0,,,-71937000.0,-239046000.0,,,,93143000.0,-67962000.0,69511000.0,,84196000,479300000.0,4489000.0,51725000,,46350000,2523000.0,49347000.0,49347000.0,,,204000.0,189099000.0,202701000.0,49347000.0,-113912000.0,-92024000.0,-55371000.0,,,261695000.0,,,,,281621000.0,,288393000.0,1552346000.0,,3909583000.0,187005000.0,-30506000.0,3762304000.0,162033000.0,-819932000.0,,-30360000.0,,31339000.0,-269391000.0,,-248481000.0,9789000.0,,-195284000.0,213659000.0,123347000.0,,4582236000.0,,92522000.0,,,,,,,,,,,,
2002-03-31,4893247000.0,128076000.0,,,143129000.0,142934000.0,121946000.0,,,99453000.0,71320000.0,43997000.0,,87455000,321795000.0,4000000.0,51615000,78204000.0,46240000,2241000.0,192281000.0,192281000.0,,-7258000.0,1102000.0,47997000.0,122846000.0,192281000.0,-156817000.0,-96260000.0,-37525000.0,0.37,,227529000.0,,35021000.0,,,145655000.0,,49347000.0,1852375000.0,124065000.0,4197641000.0,-23233000.0,-15476000.0,4084103000.0,141655000.0,-860665000.0,,20697000.0,0.38,1798724000.0,-381000.0,,147602000.0,7094000.0,,-9020000.0,216975000.0,152149000.0,,4944768000.0,,97658000.0,,-152327000.0,,,,,,,,,,
2002-06-30,4885778000.0,122399000.0,,,131776000.0,-20117000.0,122821000.0,,,99375000.0,125158000.0,46052000.0,,80718000,323323000.0,4305000.0,82557000,78204000.0,37406000,-1839000.0,172164000.0,172164000.0,,6204000.0,1213000.0,0.0,121195000.0,172164000.0,-53592000.0,-98390000.0,-14000000.0,0.3,,221774000.0,,,,,87383000.0,,192281000.0,1852461000.0,124824000.0,4208347000.0,-13333000.0,-5677000.0,4093892000.0,133435000.0,-903452000.0,,16448000.0,0.3,1879442000.0,0.0,,-109743000.0,8324000.0,,-11442000.0,212541000.0,143218000.0,,4997344000.0,,87383000.0,,0.0,,,,,,,,,,
2002-09-30,5037965000.0,121582000.0,,,139260000.0,104091000.0,123341000.0,,,136546000.0,77100000.0,45008000.0,,83351000,327621000.0,3968000.0,88653000,78204000.0,40048000,7483000.0,276255000.0,276255000.0,,-35948000.0,969000.0,49335000.0,119544000.0,276255000.0,-75608000.0,-98867000.0,12331000.0,0.32,,408128000.0,,,,,142982000.0,,172164000.0,1829417000.0,124784000.0,4187977000.0,-26829000.0,-817000.0,4124493000.0,139014000.0,-945303000.0,,36379000.0,0.32,1962793000.0,-45643000.0,,14961000.0,6091000.0,,-25478000.0,220082000.0,164738000.0,,5069796000.0,,93647000.0,,12647000.0,,,,,,,,,,
2002-12-31,4843662000.0,115867000.0,,,16576000.0,-173131000.0,,,,129327000.0,76647000.0,71655000.0,,67214000,329679000.0,3346000.0,86559000,78204000.0,24617000,,103124000.0,103124000.0,,3046000.0,525000.0,47923000.0,117893000.0,103124000.0,-37447000.0,-98209000.0,-12422000.0,,,245194000.0,,,,,125283000.0,,276255000.0,1829424000.0,,4158969000.0,56578000.0,-5715000.0,4106303000.0,149015000.0,-987546000.0,,-20661000.0,,-41649000.0,-150018000.0,,-264540000.0,1824000.0,,-112280000.0,201930000.0,128856000.0,,5093849000.0,,77360000.0,,0.0,,,,,,,,,,
2003-03-31,4765194000.0,114111000.0,,,144582000.0,-48107000.0,124078000.0,,,129511000.0,75584000.0,45920000.0,,76639000,331557000.0,4250000.0,76624000,78204000.0,34242000,4687000.0,55017000.0,55017000.0,,-10302000.0,453000.0,50170000.0,116242000.0,55017000.0,-29063000.0,-98392000.0,13234000.0,0.27,,243622000.0,,,,,133228000.0,,103124000.0,1771938000.0,125232000.0,4083171000.0,-16428000.0,-51756000.0,4082938000.0,128978000.0,-1024002000.0,,24356000.0,0.28,2106646000.0,-57517000.0,,-165959000.0,3472000.0,,-2333000.0,208812000.0,146915000.0,,5106940000.0,,83058000.0,,0.0,,,,,,,,,,
2003-06-30,4740085000.0,106940000.0,,,139483000.0,-13654000.0,124599000.0,,,137386000.0,81358000.0,46274000.0,,84297000,334323000.0,4429000.0,84636000,78204000.0,43222000,8999000.0,41363000.0,41363000.0,,-13348000.0,372000.0,50743000.0,114591000.0,41363000.0,-25747000.0,-97217000.0,-13227000.0,0.34,,244326000.0,,,,,137522000.0,,55017000.0,1742036000.0,125854000.0,4065505000.0,-4918000.0,-5171000.0,4083658000.0,133093000.0,-1066390000.0,,16393000.0,0.35,2190943000.0,-36019000.0,,-134871000.0,17763000.0,,-7481000.0,218880000.0,146964000.0,,5150048000.0,,86779000.0,,0.0,,,,,,,,,,
2003-09-30,4742245000.0,82302000.0,,,150651000.0,3940000.0,125528000.0,,,151992000.0,81348000.0,45463000.0,,89747000,335972000.0,4642000.0,90924000,78204000.0,49179000,,45303000.0,45303000.0,,-24405000.0,296000.0,50683000.0,112940000.0,45303000.0,-43736000.0,-117391000.0,-16957000.0,0.39,,234024000.0,,,,,147277000.0,,41363000.0,1742122000.0,126802000.0,4079959000.0,-22181000.0,23092000.0,4074017000.0,142635000.0,-1107744000.0,,26097000.0,0.39,2280690000.0,0.0,,-113631000.0,21625000.0,,-10656000.0,228625000.0,161307000.0,,5181761000.0,,96594000.0,,0.0,,,,,,,,,,
2003-12-31,4968069000.0,76030000.0,,,27111000.0,159530000.0,,,,131103000.0,82520000.0,75871000.0,,85970000,336696000.0,3806000.0,100118000,78204000.0,38590000,,204833000.0,204833000.0,,12937000.0,0.0,51924000.0,111289000.0,204833000.0,-129630000.0,-80561000.0,-33425000.0,,,322133000.0,,21377000.0,,,138916000.0,,45303000.0,1879724000.0,,4219799000.0,-51811000.0,-6002000.0,4054295000.0,162863000.0,-1153059000.0,,-22933000.0,,-98557000.0,0.0,,149916000.0,25758000.0,,-112133000.0,221436000.0,139244000.0,,5207354000.0,,86992000.0,,0.0,,,,,,,,,,
2004-03-31,4960380000.0,49313000.0,,,144222000.0,114802000.0,127182000.0,,,134500000.0,83852000.0,46770000.0,,69067000,335739000.0,5884000.0,69497000,78204000.0,21927000,4057000.0,319635000.0,319635000.0,,-8962000.0,100000.0,52654000.0,109638000.0,319635000.0,69236000.0,-107319000.0,-13612000.0,0.17,,183813000.0,,,,,138814000.0,,204833000.0,2032296000.0,128387000.0,4352039000.0,80903000.0,-26717000.0,4033036000.0,132930000.0,-1196142000.0,,31090000.0,0.17,2435727000.0,-233988000.0,,-101361000.0,20342000.0,,-2705000.0,222666000.0,146927000.0,,5229178000.0,,86160000.0,,,,,,,,,,,,
2004-06-30,5041872000.0,35297000.0,,,172367000.0,101813000.0,127632000.0,,,156882000.0,83468000.0,45045000.0,,92360000,335279000.0,4572000.0,93188000,78204000.0,48204000,4405000.0,421448000.0,421448000.0,,-8438000.0,0.0,49617000.0,107987000.0,421448000.0,-52029000.0,-106740000.0,-4401000.0,0.37,,192179000.0,,,,,148157000.0,,319635000.0,2141048000.0,128548000.0,4443298000.0,-12652000.0,-14016000.0,4016973000.0,143585000.0,-1237485000.0,,41901000.0,0.38,2528087000.0,-14267000.0,,-25464000.0,8836000.0,,-6939000.0,231625000.0,179306000.0,,5254458000.0,,98540000.0,,,,,,,,,,,,
2004-09-30,5077913000.0,35260000.0,,,153677000.0,53832000.0,128085000.0,,,161559000.0,82383000.0,43700000.0,,97515000,335478000.0,5527000.0,98587000,78204000.0,48597000,1286000.0,475280000.0,475280000.0,,15348000.0,0.0,49902000.0,106336000.0,475280000.0,-42530000.0,-108741000.0,-6973000.0,0.38,,196819000.0,,,,,154790000.0,,421448000.0,2169857000.0,128826000.0,4477327000.0,-62932000.0,-37000.0,4009477000.0,149263000.0,-1276379000.0,,264456000.0,0.38,2625602000.0,-86290000.0,,-76261000.0,14603000.0,,-18946000.0,237173000.0,172623000.0,,5285856000.0,,104888000.0,,,,,,,,,,,,
2004-12-31,5204790000.0,16095000.0,,,1515000.0,-109025000.0,,,,145431000.0,83382000.0,47633000.0,,107271000,341304000.0,2830000.0,106711000,78204000.0,59335000,-11282000.0,366255000.0,366255000.0,129519000.0,-31732000.0,660000.0,40400000.0,26481000.0,366255000.0,-163094000.0,-109883000.0,11732000.0,,,345920000.0,,,,,156900000.0,,475280000.0,2115003000.0,,4429967000.0,15710000.0,-434000.0,4246710000.0,164133000.0,-1320200000.0,,-241166000.0,,-142604000.0,-2081000.0,,-94518000.0,6148000.0,,-147072000.0,240282000.0,148587000.0,,5566910000.0,,116500000.0,,,,,,,,,,,,
2005-03-31,5178365000.0,152735000.0,,,127263000.0,-11822000.0,128586000.0,,,139449000.0,88608000.0,47976000.0,,96411000,331256000.0,5141000.0,95396000,78204000.0,48719000,5678000.0,354433000.0,354433000.0,,-8749000.0,1663000.0,53117000.0,103034000.0,354433000.0,-55090000.0,-109235000.0,-69819000.0,0.377155,,349684000.0,,,,,155142000.0,,366255000.0,2192447000.0,129175000.0,4487227000.0,20894000.0,-12076000.0,4243666000.0,150001000.0,-1364593000.0,,13433000.0,0.38,-150053000.0,-57863000.0,,-114552000.0,3894000.0,,-30557000.0,243750000.0,157820000.0,,5608259000.0,,102025000.0,,-36678000.0,,,,,,,,,,
2005-06-30,5256643000.0,151757000.0,,,106113000.0,35998000.0,127986000.0,,,152163000.0,86321000.0,65686000.0,,108266000,329148000.0,6128000.0,108175000,78204000.0,60763000,4851000.0,390431000.0,390431000.0,,-14782000.0,1794000.0,54389000.0,101383000.0,390431000.0,-121071000.0,-108686000.0,-5182000.0,0.47,,303920000.0,,,,,167975000.0,,354433000.0,2333698000.0,128618000.0,4626967000.0,-49732000.0,-20493000.0,4290568000.0,179272000.0,-1406564000.0,,19650000.0,0.47,-146883000.0,-59519000.0,,-36533000.0,1549000.0,,-87489000.0,254296000.0,193602000.0,,5697132000.0,,113586000.0,,28718000.0,,,,,,,,,,
2005-09-30,5471628000.0,150714000.0,,,98208000.0,141343000.0,128006000.0,,,162401000.0,88123000.0,30474000.0,,128344000,333482000.0,5621000.0,123068000,78204000.0,79262000,-142000.0,531774000.0,531774000.0,,15571000.0,2471000.0,53538000.0,99732000.0,531774000.0,-97828000.0,-116830000.0,-2607000.0,0.62,,377628000.0,,,,,176805000.0,,390431000.0,2533703000.0,128742000.0,4836993000.0,-63977000.0,18884000.0,4357284000.0,171184000.0,-1449887000.0,,5422000.0,0.62,-131778000.0,0.0,,74931000.0,1181000.0,,-66032000.0,264928000.0,164240000.0,,5807171000.0,,123267000.0,,,,,,,,,,,,
2005-12-31,5552486000.0,35697000.0,,,-6223000.0,-38273000.0,,,,159360000.0,115658000.0,52261000.0,,123372000,328555000.0,4225000.0,123372000,78204000.0,65651000,3188000.0,493501000.0,493501000.0,113950000.0,1599000.0,2288000.0,56486000.0,19877000.0,493501000.0,-169667000.0,-120056000.0,8171000.0,,,481507000.0,,,,,182474000.0,,531774000.0,2511209000.0,,4817009000.0,254549000.0,-79914000.0,4484828000.0,178249000.0,-1500128000.0,,753000.0,,-124871000.0,-17000.0,,-44992000.0,887000.0,,-182609000.0,298132000.0,176386000.0,,5984956000.0,,125988000.0,,,,,,,,,,,,
2006-03-31,5470604000.0,141940000.0,,,86777000.0,-111172000.0,128122000.0,,,153159000.0,103009000.0,50049000.0,,114216000,305558000.0,6779000.0,113596000,78204000.0,62245000,3466000.0,382329000.0,382329000.0,,,1557000.0,56828000.0,96430000.0,382329000.0,-68862000.0,-119860000.0,-3712000.0,0.48,,295099000.0,,2359000.0,,,175674000.0,,493501000.0,2616216000.0,129009000.0,4917716000.0,49354000.0,-12104000.0,4538383000.0,168895000.0,-1547708000.0,,-1432000.0,0.49,-126924000.0,-172500000.0,,-205143000.0,1541000.0,,-76056000.0,278683000.0,162833000.0,,6086091000.0,,118846000.0,,-46489000.0,,,,,,,,,,
2006-06-30,6100136000.0,140837000.0,,,120284000.0,601301000.0,128180000.0,,,171773000.0,106575000.0,48626000.0,,128862000,303884000.0,6975000.0,128375000,174634000.0,71130000,3590000.0,983630000.0,983630000.0,,,1872000.0,55601000.0,,983630000.0,-75433000.0,-126687000.0,96364000.0,0.55,,312610000.0,,5384000.0,,,191452000.0,,382329000.0,3133721000.0,129062000.0,5429303000.0,52465000.0,-909000.0,4572461000.0,184477000.0,-1594913000.0,,27079000.0,0.55,-120091000.0,0.0,,472167000.0,1798000.0,,-84283000.0,298027000.0,204567000.0,,6167374000.0,,135851000.0,,-52465000.0,,,,,,,,,,
2006-09-30,10854856000.0,1463747000.0,,,160868000.0,-859511000.0,145387000.0,,,344168000.0,128067000.0,113581000.0,,81181000,301868000.0,36242000.0,78840000,174634000.0,-6083000,756000.0,124119000.0,124119000.0,,0.0,9323000.0,149773000.0,257847000.0,124119000.0,-269627000.0,-155710000.0,14157000.0,-0.04,,1951665000.0,,336000.0,,,243292000.0,-11269000.0,983630000.0,2944049000.0,145387000.0,8403487000.0,-309597000.0,-683039000.0,9651017000.0,207100000.0,-1655737000.0,,19990000.0,-0.04,-189217000.0,-510000000.0,,-804636000.0,75560000.0,,-53884000.0,371359000.0,214752000.0,,11306754000.0,,93519000.0,,,,,,,,,,,,
2006-12-31,11198473000.0,1503542000.0,,,224797000.0,429191000.0,,,,333706000.0,162909000.0,225728000.0,,-10233000,301905000.0,34665000.0,-9438000,174634000.0,-80401000,955000.0,555584000.0,555584000.0,,0.0,20310000.0,260443000.0,414602000.0,555584000.0,-73574000.0,-150659000.0,-7309000.0,,,2484398000.0,,4995000.0,,,270677000.0,19329000.0,124119000.0,2871915000.0,,8208045000.0,40419000.0,-15505000.0,9597541000.0,236012000.0,-1754362000.0,,-5947000.0,,-344706000.0,-143750000.0,,293217000.0,6470000.0,,15249000.0,433586000.0,209548000.0,,11351903000.0,,10234000.0,,,,,,,,,,,,
2007-03-31,10619147000.0,1069360000.0,,,150964000.0,-465448000.0,169229000.0,,,296383000.0,169921000.0,176481000.0,,59778000,301711000.0,16516000.0,59778000,174634000.0,-4354000,6642000.0,90700000.0,90700000.0,132000000.0,,16808000.0,195662000.0,329372000.0,90700000.0,-44881000.0,-154528000.0,-5501000.0,-0.03,,1497743000.0,,4777000.0,,,264446000.0,29740000.0,555584000.0,3371931000.0,169229000.0,8619295000.0,0.0,-662604000.0,9571257000.0,245265000.0,-1844609000.0,,-35315000.0,-0.03,-434053000.0,-604300000.0,,-621511000.0,307503000.0,,-49980000.0,434367000.0,200944000.0,,11415866000.0,,68784000.0,,-22593000.0,,,,,,,,,,
2007-06-30,10477108000.0,1018368000.0,,,223178000.0,-21201000.0,169346000.0,,,326985000.0,171109000.0,167601000.0,,77104000,321208000.0,21465000.0,77086000,174634000.0,14433000,2238000.0,367951000.0,46743000.0,70000000.0,,16707000.0,189066000.0,260015000.0,46743000.0,-47553000.0,-153099000.0,-307006000.0,0.08,,1415353000.0,,989000.0,,,278039000.0,35673000.0,90700000.0,3371937000.0,170213000.0,8558631000.0,4603000.0,-114530000.0,9498034000.0,256574000.0,-1940189000.0,,33473000.0,0.09,-504645000.0,302150000.0,,-251826000.0,1772000.0,321208000.0,-55000000.0,449148000.0,278178000.0,,11438223000.0,,88973000.0,,22528000.0,,,,,,,,,,
2007-09-30,10629623000.0,1041902000.0,,,174075000.0,114980000.0,169374000.0,,,323091000.0,166058000.0,147643000.0,,152766000,317982000.0,11416000.0,154175000,174634000.0,87077000,,486568000.0,168586000.0,0.0,,15257000.0,174440000.0,222168000.0,168586000.0,-99013000.0,-156096000.0,-5471000.0,0.51,,1364993000.0,,253000.0,,,302902000.0,63685000.0,46743000.0,3544441000.0,170085000.0,8757858000.0,-638000.0,-72524000.0,9576995000.0,276229000.0,-2034014000.0,,-27940000.0,0.51,-502572000.0,0.0,,-58476000.0,927000.0,317982000.0,-98394000.0,468960000.0,272469000.0,,11611009000.0,,128462000.0,,0.0,,,,,,,,,,
2007-12-31,10643102000.0,1069928000.0,,,198564000.0,75941000.0,,,,303357000.0,154789000.0,130685000.0,,167887000,306743000.0,10352000.0,164641000,174634000.0,102198000,-2448000.0,552187000.0,245444000.0,0.0,,14899000.0,89600000.0,173745000.0,245444000.0,-56028000.0,-134460000.0,-296703000.0,,,1373285000.0,,47000.0,,,309396000.0,50065000.0,168586000.0,3544443000.0,,8763129000.0,1872000.0,286635000.0,9590906000.0,350481000.0,-2128225000.0,,-36959000.0,,-485354000.0,302150000.0,,-129644000.0,-301745000.0,306743000.0,-63049000.0,464185000.0,261613000.0,,11719131000.0,,219796000.0,,-1598000.0,,,,,,,,,,
2008-03-31,10247765000.0,682916000.0,,,199093000.0,478944000.0,168586000.0,,,206607000.0,174383000.0,122486000.0,,512342000,625172000.0,14916000.0,512458000,174634000.0,446653000,,1352104000.0,726932000.0,,-32911000.0,16487000.0,137402000.0,71728000.0,726932000.0,511855000.0,-163875000.0,10286000.0,2.64,,889523000.0,,601543000.0,,,288381000.0,37462000.0,245444000.0,3544300000.0,169230000.0,8995531000.0,8796000.0,-4368000.0,7921511000.0,273465000.0,-2152723000.0,,-403535000.0,2.65,-131484000.0,-111903000.0,,-262989000.0,2503000.0,625172000.0,-30985000.0,462764000.0,230078000.0,,10074234000.0,,150979000.0,,-34588000.0,,,,,,,,,,
