date,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlySellingGeneralAndAdministration,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments
2014-12-31,90100000,0,,,-938600000.0,165300000.0,511200000.0,486400000,-382400000,857500000.0,97100000,-382400000,-31200000,338800000.0,404700000,319000000,480800000.0,0,68500000.0,0,373500000,5672200000.0,6500000,7355600000.0,,623400000.0,0,42200000,,,99500000.0,361200000,389300000,7900000,7900000.0,,-22300000,0,228900000,2123100000.0,,1687400000,319000000,1419400000.0,1285000000.0,1683400000.0,98800000.0,125700000,0.0,28400000,29100000.0,,882000000,136100000.0,956300000.0,35000000,805400000,5229300000.0,228900000,228900000,3995100000.0,8900000.0,838100000.0,,,,,,,,,,,,,,
2015-03-31,90400000,0,,,,,,436600000,-73100000,,95100000,-73100000,-24100000,,94600000,294100000,,0,,0,70500000,,5100000,,,,0,43700000,,,,337800000,341500000,8900000,8900000.0,,-21500000,0,203700000,,,1513500000,294100000,,,,,-161700000,,-42700000,,,782800000,,,-14100000,730700000,,203700000,203700000,,2600000.0,,,,,,,,,,,,,,,
2015-06-30,108300000,0,,,,,,429100000,-262000000,,95900000,-262000000,-28300000,,290200000,335700000,,0,,0,261900000,,-18300000,,,,0,44900000,0.0,,,380600000,333200000,6900000,6900000.0,,-28200000,0,227400000,,,1564900000,335700000,,,,,11000000,,800000,,,800100000,,,27500000,764800000,,227400000,227400000,,100000.0,,,,,,,,,,,,,,,
2015-09-30,105200000,0,,,-971200000.0,,551900000.0,445400000,-202100000,770600000.0,95700000,-202100000,-34600000,367400000.0,236300000,301800000,503400000.0,0,0.0,0,201700000,5584400000.0,-23000000,7337200000.0,,609700000.0,0,43600000,,,7400000.0,345400000,349700000,8500000,8500000.0,,-34200000,0,196600000,2081900000.0,,1524600000,301800000,1474600000.0,1278700000.0,1752800000.0,,-24400000,0.0,-10900000,803200000.0,,777400000,669000000.0,970400000.0,-12900000,747200000,5252000000.0,196600000,196600000,3943000000.0,400000.0,803200000.0,,,,,,,,,,,,,,
2015-12-31,102000000,0,,,-976800000.0,177300000.0,522900000.0,400100000,-297700000,759000000.0,91000000,-297700000,-33100000,393700000.0,387900000,338100000,514800000.0,-37100000,80800000.0,0,354800000,5616500000.0,-15600000,7210600000.0,,657100000.0,0,44700000,,,-14400000.0,382800000,309100000,10900000,10900000.0,,-90200000,0,178000000,2028100000.0,,1561400000,338100000,1491600000.0,1323500000.0,1594100000.0,83900000.0,96200000,0.0,25100000,24500000.0,,823200000,109500000.0,979300000.0,53100000,738200000,5179500000.0,236100000,236100000,3949000000.0,-20000000.0,704600000.0,,,,,,,,,,,,,,
2016-03-31,81000000,0,,,-996100000.0,,553600000.0,432200000,-138000000,750000000.0,93700000,-138000000,-28400000,398600000.0,177200000,263000000,519100000.0,-12800000,0.0,0,148800000,5641000000.0,61000000,7212600000.0,,625600000.0,0,43900000,,,8700000.0,306900000,338500000,11500000,11500000.0,,-39200000,0,167700000,1951300000.0,,1474700000,263000000,1515200000.0,1244400000.0,1571600000.0,,-60200000,0.0,-24600000,706900000.0,,779500000,618800000.0,929600000.0,-39000000,695200000,5258100000.0,182000000,182000000,3973300000.0,2000000.0,706900000.0,,,,,,,,,,,,,,
2016-06-30,80500000,0,487200000.0,487200000.0,-1005200000.0,,557500000.0,446000000,-162900000,726600000.0,96700000,207200000,-33000000,402100000.0,310600000,319400000,534000000.0,0,0.0,487200000,277600000,5625100000.0,-31100000,7787100000.0,3500000.0,644200000.0,0,44900000,2700000.0,,-800000.0,367000000,349300000,10900000,10900000.0,,-30600000,487200000,238900000,5414700000.0,,1555100000,322100000,1539200000.0,1350200000.0,2162000000.0,,15900000,0.0,-11700000,689700000.0,3374800000.0,787000000,706000000.0,948200000.0,27000000,768100000,2369300000.0,238900000,238900000,3962400000.0,2400000.0,4064500000.0,,,,,,,,,,,,,,
2016-09-30,72900000,0,724800000.0,724800000.0,-1006300000.0,,558100000.0,449700000,-2700000,775800000.0,95200000,111600000,-28600000,412000000.0,331600000,299800000,538300000.0,-177800000,0.0,237600000,303000000,5774100000.0,-20000000,8133300000.0,3500000.0,619400000.0,487200000,45100000,23400000.0,,-25500000.0,368300000,354500000,12000000,12000000.0,-24200000.0,-206500000,724800000,226900000,5573700000.0,202700000.0,1567400000,323200000,1544600000.0,1369000000.0,2359200000.0,,44100000,0.0,1400000,695600000.0,3509100000.0,794500000,749600000.0,972000000.0,-25400000,772900000,2556000000.0,226900000,226900000,4048000000.0,-100000.0,4204700000.0,,,,,,,,,,,,,,
2016-12-31,90300000,0,803200000.0,803200000.0,-1004200000.0,204600000.0,544600000.0,458900000,2500000,747300000.0,99200000,-177000000,-39600000,427200000.0,317500000,314800000,547600000.0,500000,180900000.0,78400000,277900000,5701100000.0,14900000,8189800000.0,3500000.0,666200000.0,724800000,42500000,22900000.0,,-145800000.0,380200000,359700000,10900000,12200000.0,-24200000.0,-34500000,803200000,224500000,5498800000.0,403000000.0,1627100000,337700000,1551800000.0,1466500000.0,2488700000.0,80100000.0,38300000,0.0,6200000,18500000.0,3358000000.0,830500000,93300000.0,945400000.0,54600000,796600000,2687900000.0,224500000,224500000,3979000000.0,4600000.0,4032300000.0,,,,,,,,,,,,,,
2017-03-31,72600000,0,817600000.0,817600000.0,-1027600000.0,,571600000.0,449100000,300000,736200000.0,96200000,-119400000,-26800000,428600000.0,148300000,272300000,552900000.0,0,0.0,14400000,121500000,5716900000.0,10000000,8234300000.0,3500000.0,623300000.0,803200000,36700000,22600000.0,,-101400000.0,331600000,352900000,12000000,12000000.0,-24200000.0,-27400000,817600000,199700000,5342400000.0,578500000.0,1535200000,294900000,1580500000.0,1401000000.0,2517400000.0,,-100100000,0.0,-24200000,678700000.0,3262700000.0,791200000,777700000.0,944100000.0,-47500000,744000000,2888400000.0,199700000,199700000,3999200000.0,-600000.0,3941400000.0,-95500000.0,,,,,,,,,,,,,
2017-06-30,85500000,0,968400000.0,968400000.0,-1053100000.0,,560600000.0,456800000,7000000,729800000.0,99100000,-80700000,-28800000,440700000.0,245700000,325600000,562800000.0,0,0.0,150800000,216900000,5765400000.0,-30700000,8467100000.0,3500000.0,648600000.0,817600000,37100000,22700000.0,,-55300000.0,385400000,357700000,13300000,13300000.0,-24400000.0,-31200000,968400000,240100000,5294100000.0,794200000.0,1628800000,348300000,1615900000.0,1370800000.0,2701700000.0,,-44800000,0.0,16300000,715200000.0,3208100000.0,823700000,722200000.0,985000000.0,18700000,805100000,3169500000.0,240100000,240100000,4032100000.0,-2400000.0,3923300000.0,,,,,,,,,,,,,,
2017-09-30,80500000,15300000,910900000.0,910900000.0,-1072600000.0,,576200000.0,483500000,3600000,886100000.0,102000000,440900000,-32100000,440100000.0,319000000,348300000,673200000.0,-802100000,0.0,-57500000,286900000,6631700000.0,-10100000,9327000000.0,3500000.0,646100000.0,968400000,39900000,22900000.0,,-16300000.0,411100000,381500000,11900000,11900000.0,-24200000.0,-829700000,910900000,267800000,5848700000.0,1037800000.0,1685300000,355900000,1745800000.0,1379300000.0,2695300000.0,,14700000,0.0,16100000,797500000.0,3671900000.0,845900000,733200000.0,1075100000.0,-22400000,839400000,3474200000.0,267800000,267800000,4632300000.0,4500000.0,4469400000.0,,,,,,,,,,,,,,
2017-12-31,1100000,0,962100000.0,962100000.0,-1086800000.0,213400000.0,580600000.0,554200000,2500000,1276000000.0,108700000,358900000,-48400000,476800000.0,463400000,338000000,712500000.0,-754500000,164900000.0,51200000,415000000,7563800000.0,-34600000,10500600000.0,3500000.0,727500000.0,910900000,60400000,17800000.0,3950000.0,-7600000.0,416200000,445500000,11400000,0.0,-24400000.0,-781400000,962100000,336900000,6692400000.0,1350300000.0,1806700000,355800000,1799300000.0,1602300000.0,2936800000.0,86900000.0,60400000,0.0,6100000,55900000.0,4056200000.0,896700000,88600000.0,1143600000.0,76100000,910000000,3790300000.0,336900000,336900000,5098500000.0,0.0,5090100000.0,,,,,,,,,,,,,,
2018-03-31,51700000,-700000,1015700000.0,1015700000.0,-1117300000.0,,615900000.0,532600000,4400000,1259200000.0,108900000,-94200000,-31400000,480500000.0,171000000,312900000,709800000.0,-7700000,,53600000,139600000,7575700000.0,-20100000,10655400000.0,3500000.0,711700000.0,962100000,60000000,24600000.0,,29500000.0,397500000,423700000,11900000,,-24300000.0,-39000000,1015700000,261200000,6545700000.0,1583300000.0,1740700000,338200000,1827100000.0,1461400000.0,3079700000.0,,-162100000,,-31900000,1087400000.0,3996900000.0,869900000,749700000.0,1172100000.0,-22200000,870800000,4092400000.0,261200000,261200000,5126200000.0,100000.0,5084300000.0,,,,,,,,,,,,,,
2018-06-30,61000000,-1100000,2368200000.0,2368200000.0,-1114900000.0,,642300000.0,556500000,10900000,1230900000.0,111000000,1073000000,-27300000,479500000.0,341800000,356000000,690400000.0,-1600000,,1352500000,314500000,7482700000.0,-33900000,11986100000.0,3500000.0,763500000.0,1015700000,58200000,25300000.0,799300000.0,-69600000.0,439500000,445500000,14600000,,-24400000.0,-25100000,2368200000,294800000,6344200000.0,1853900000.0,1856000000,382400000,1805300000.0,2298700000.0,4503400000.0,,-26000000,,-36500000,1118100000.0,2927400000.0,917100000,735900000.0,1187800000.0,63200000,938900000,5624600000.0,295000000,295000000,5081900000.0,3800000.0,4045500000.0,,,,,,,,,,,,,,
2018-09-30,50900000,-800000,1145100000.0,1145100000.0,-1135400000.0,,649200000.0,602900000,11900000,2499900000.0,112500000,1255700000,-35000000,523000000.0,386800000,296200000,682300000.0,-2815900000,,-1223100000,351800000,10448500000.0,-31100000,13862800000.0,3500000.0,758700000.0,2368200000,66600000,24400000.0,1824500000.0,-92800000.0,387200000,490400000,14000000,,-42100000.0,-2850700000,1145100000,227900000,8013700000.0,2057100000.0,1840100000,321400000,1817700000.0,3479500000.0,3414300000.0,,60900000,,-10500000,1356200000.0,3178000000.0,915800000,896300000.0,1295600000.0,-10800000,924300000,5830300000.0,245300000,245300000,6743300000.0,200000.0,4534200000.0,,,,,,,,,,,,,,
2018-12-31,-3600000,-400000,1178400000.0,1178400000.0,-889800000.0,288100000.0,574500000.0,451000000,12100000,2476300000.0,81900000,-1355400000,-18600000,548900000.0,444800000,113200000,576100000.0,10100000,183200000.0,33300000,426200000,9734400000.0,-20800000,12905600000.0,3400000.0,706500000.0,1145100000,76000000,26700000.0,455600000.0,-86600000.0,214900000,369100000,10300000,,-40700000.0,948200000,1178400000,2095000000,6292700000.0,3552700000.0,1015900000,136300000,1465900000.0,2192100000.0,3171200000.0,92600000.0,97500000,,5500000,51700000.0,2974700000.0,428600000,81900000.0,1195100000.0,46000000,587300000,6595500000.0,2112300000,116800000,6133100000.0,-46200000.0,4100600000.0,-1125000000.0,,,,,,,,,,,,,
2019-03-31,28400000,400000,3728900000.0,3728900000.0,-797700000.0,,608300000.0,595400000,-6800000,2435500000.0,109000000,2411200000,-24000000,620700000.0,156200000,192400000,634700000.0,0,22700000.0,2550500000,132200000,9859900000.0,49900000,15656200000.0,3400000.0,667800000.0,1178400000,81900000,,1055400000.0,-69400000.0,299200000,486400000,12900000,,-40700000.0,-24000000,3728900000,147100000,8793500000.0,3676400000.0,1592900000,217300000,1432400000.0,2639600000.0,5796300000.0,,-97600000,,-33300000,1313100000.0,4728300000.0,780200000,837800000.0,1146600000.0,-40600000,812700000,6850700000.0,164400000,164000000,6169000000.0,,6153900000.0,-402900000.0,,,,,,,,,,,,,
2019-06-30,29000000,-800000,1092100000.0,1092100000.0,-821400000.0,,693700000.0,654500000,14300000,3813200000.0,117400000,365200000,-24500000,755400000.0,258800000,204300000,712300000.0,-3237100000,17100000.0,-2636800000,234300000,13031800000.0,-152200000,16468100000.0,3400000.0,697900000.0,3728900000,110400000,,1000000000.0,-67600000.0,359900000,537100000,15900000,,-40600000.0,-3261600000,1092100000,157400000,9445200000.0,3810400000.0,1864700000,249500000,1533700000.0,2791200000.0,3436300000.0,,-41400000,,79100000,1306500000.0,5196500000.0,960700000,1024900000.0,1315200000.0,28900000,904000000,7011600000.0,174600000,175300000,7750900000.0,,6654000000.0,-52400000.0,,,,,,,,,,,,,
