date,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyChangeInInventory,quarterlyNetOtherInvestingChanges,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyBeginningCashPosition
1994-03-31,,,332256850.0,332256850.0,,,,,,,,,,,,,,332256850.0,,,,,580625000.0,,0.57224,,,,,,,,2018934250.0,2018934250.0,,2018934250.0,,,0.536475,,,,,,,,619333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,318666150.0,,504286500.0,504286500.0,,9991310400.0,1123021000.0,1291831800.0,1659138350.0,,,2305054250.0,,,,,,504286500.0,14661146450.0,1336895700.0,1336895700.0,526460800.0,,,,10309976550.0,,1706705800.0,,,,7447345950.0,3580791800.0,-3500678200.0,15850690350.0,-3500678200.0,5850438700.0,4091158350.0,,,7213800500.0,,4351169900.0,,,3356187600.0,,0.0,-5859379950.0,126965750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,457076700.0,457076700.0,,,,,,,,,,,,,,457076700.0,,,,,580909091.0,,0.78683,,,,,,,,2939525350.0,2939525350.0,,2939525350.0,,,0.78683,,,,,,,,580909091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,457076700.0,457076700.0,,,,,,,,,,,,,,457076700.0,,,,,580909091.0,,0.78683,,,,,,,,2939525350.0,2939525350.0,,2939525350.0,,,0.751065,,,,,,,,608571429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,457076700.0,457076700.0,,,,,,,,,,,,,,457076700.0,,,,,580909091.0,,0.78683,,,,,,,,2939525350.0,2939525350.0,,2939525350.0,,,0.751065,,,,,,,,608571429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,250904700.0,,488016070.0,488016070.0,,10891445760.0,1007618730.0,1608335490.0,1646153010.0,,,1150525320.0,,,,,,488016070.0,17019702150.0,2137053510.0,2137053510.0,784713540.0,,,,11142350460.0,,2248687920.0,,,,6838062150.0,3136123830.0,-5988807390.0,17867323680.0,-5988807390.0,6836607630.0,2797041960.0,,,10046006010.0,,5877351690.0,,,4041020190.0,,0.0,-6975877920.0,363630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,528343110.0,528343110.0,,,,,,,,,,,,,,528343110.0,,,,,629130435.0,,0.839799,,,,,,,,2835234450.0,2835234450.0,,2835234450.0,,,0.839799,,,,,,,,629130435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,,527503850.0,527503850.0,,,,,,,,,,,,,,527503850.0,,,,,629130435.0,,0.838465,,,,,,,,2830730750.0,2830730750.0,,2830730750.0,,,0.838465,,,,,,,,629130435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,575616600.0,575616600.0,,,,,,,,,,,,,,575616600.0,,,,,629130435.0,,0.91494,,,,,,,,3088917000.0,3088917000.0,,3088917000.0,,,0.91494,,,,,,,,629130435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,443010150.0,,746731800.0,746731800.0,,11465864850.0,999912450.0,1368438000.0,1627401900.0,,,2034468900.0,,,,,,746731800.0,18012714750.0,2442835050.0,2442835050.0,294040950.0,,,,11908875000.0,,2280008250.0,,,,7335000900.0,4183348950.0,-6028836150.0,18890507100.0,-6028836150.0,6764241000.0,3761039250.0,,,10549531050.0,,6103839750.0,,,3573961650.0,,-433050.0,-7424642250.0,99168450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,637364200.0,637364200.0,,,,,,,,,,,,,,637364200.0,,,,,610869565.0,,1.043372,,,,,,,,3955287160.0,3955287160.0,,3955287160.0,,,1.043372,,,,,,,,610869565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,,657118500.0,657118500.0,,,,,,,,,,,,,,657118500.0,,,,,610869565.0,,1.07571,,,,,,,,4077876300.0,4077876300.0,,4077876300.0,,,1.07571,,,,,,,,610869565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,621501750.0,621501750.0,,,,,,,,,,,,,,621501750.0,,,,,610869565.0,,1.017405,,,,,,,,3856849650.0,3856849650.0,,3856849650.0,,,1.017405,,,,,,,,610869565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,597713000.0,,684175900.0,684175900.0,,13168733000.0,1190437500.0,2359107000.0,3166337000.0,,,1028538000.0,,,,,,684175900.0,21000678000.0,2438923000.0,2438923000.0,297042500.0,,,,13766446000.0,,2504227000.0,,,,9135757500.0,4245728200.0,-7338022300.0,21568460000.0,-7338022300.0,10264519000.0,5144050500.0,,,11782837000.0,,7234232000.0,,,3991707000.0,,0.0,-8399727000.0,949175500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,571156250.0,571156250.0,,,,,,,,,,,,,,571156250.0,,,,,612500000.0,,0.9325,,,,,,,,3964523750.0,3964523750.0,,3964523750.0,,,0.9325,,,,,,,,612500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,,570353800.0,570353800.0,,,,,,,,,,,,,,570353800.0,,,,,616842105.0,,0.924635,,,,,,,,3958897750.0,3958897750.0,,3958897750.0,,,0.924635,,,,,,,,616842105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,467619200.0,467619200.0,,,,,,,,,,,,,,467619200.0,,,,,618666667.0,,0.75585,,,,,,,,4379898800.0,4379898800.0,,4379898800.0,,,0.65507,,,,,,,,713846154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,471829050.0,,358529150.0,358529150.0,,14871745350.0,794039400.0,2499339150.0,3450654900.0,,,1009631700.0,,,,,0.0,358529150.0,23094294300.0,2298473100.0,2298473100.0,1525050450.0,,,,15343574400.0,,2854536300.0,,,,10214716050.0,3787139200.0,-9549541850.0,24433204950.0,-9549541850.0,11284430850.0,5041089900.0,,,12790042650.0,,7750719900.0,,,5173626150.0,,0.0,-9561459600.0,580803300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,615333600.0,615333600.0,,,,,,,,,,,,,,615333600.0,,,,,614117647.0,,1.00198,,,,,,,,4762352000.0,4762352000.0,,4762352000.0,,,0.94304,,,,,,,,652500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,,619321950.0,619321950.0,,,,,,,,,,,,,,619321950.0,,,,,619411765.0,,0.999855,,,,,,,,4791658050.0,4791658050.0,,4791658050.0,,,0.94104,,,,,,,,658125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,622758003.0,622758003.0,,,,,,,,,,,,,,622758003.0,,,,,592352941.0,,1.051329,,,,,,,,4818798768.0,4818798768.0,,4818798768.0,,,0.989486,,,,,,,,629375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,751734228.0,,610156335.0,610156335.0,,16043432256.0,812066028.0,2841024462.0,3143890098.0,,,1027450554.0,,,,,0.0,610156335.0,24248557056.0,807842802.0,807842802.0,491704170.0,,,,16950822528.0,155656044.0,2877223542.0,,,,9020207418.0,4717653054.0,-10836488304.0,27134830368.0,-10836488304.0,13583704770.0,4839213678.0,,,15126388896.0,,7297734528.0,,,4180993740.0,,0.0,-11091398112.0,667873026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,756302400.0,756302400.0,,,,,,,,,,,,,,756302400.0,,,,,630000000.0,,1.20048,,,,,,,,5990395200.0,5990395200.0,,5990395200.0,,,1.140456,,,,,,,,663157895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,799507800.0,,756457380.0,756457380.0,412054020.0,16894214820.0,4151290500.0,,3241081620.0,6150060.0,,1027060020.0,,4741696260.0,,,,756457380.0,27699870240.0,793357740.0,793357740.0,2404673460.0,606400000.0,67650660.0,1.230012,19341938700.0,1648216080.0,,1236162060.0,,,11469861900.0,5977858320.0,1236162060.0,28198025100.0,1236162060.0,15362849880.0,4913897940.0,1.168511,,16125457320.0,1168511400.0,8357931540.0,,,6555963960.0,606400000.0,7564573800.0,-11303810280.0,645756300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,1277431350.0,1277431350.0,,,,,,,,,,,,,,1277431350.0,,,,,573529412.0,,2.227316,,,,,,,,6917782080.0,6917782080.0,,6917782080.0,,,1.965279,,,,,,,,650000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,765841680.0,,1143795500.0,1143795500.0,,16943400000.0,2080649520.0,3659774400.0,3273464880.0,,,1023381360.0,,,,,0.0,1143795500.0,28383583680.0,501524640.0,501524640.0,1050490800.0,,,,19451023200.0,1741781520.0,3680106480.0,,,914943600.0,11738387520.0,5938747790.0,-12997196050.0,30457455840.0,-12997196050.0,15350720400.0,4927140720.0,,,16529981040.0,,8932560480.0,,,6811246800.0,,0.0,-13514055840.0,630294480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,1563485000.0,1563485000.0,,,,,,,,,,,,,,1563485000.0,,,,,620000000.0,,2.52175,,,,,,,,8473080000.0,8473080000.0,,8473080000.0,,,2.52175,,,,,,,,620000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,1800470000.0,,1565955000.0,1565955000.0,786760000.0,19631175000.0,4682735000.0,,3313470000.0,0.0,,1528130000.0,514420000.0,5567840000.0,,,0.0,1565955000.0,32559760000.0,1127185000.0,1127185000.0,907800000.0,626900000.0,83215000.0,2.49645,21537555000.0,105910000.0,,2904960000.0,,1165010000.0,12852935000.0,8472800000.0,2390540000.0,34715785000.0,2904960000.0,17876095000.0,7262400000.0,2.49645,,19608480000.0,2352715000.0,11022205000.0,,,5590535000.0,626900000.0,9895020000.0,-15084610000.0,2420800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,2018696400.0,2018696400.0,,,,,,,,,,,,,,2018696400.0,,,,,630000000.0,,3.20428,,,,,,,,12656906000.0,12656906000.0,,12656906000.0,,,3.20428,,,,,,,,630000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,1771550000.0,,2049016300.0,2049016300.0,,28046857500.0,2802270000.0,7239197500.0,4702660000.0,,,4992550000.0,,,7899502500.0,,0.0,2049016300.0,50142917500.0,2383540000.0,2383540000.0,3494785000.0,,,,30374030000.0,555622500.0,7448562500.0,,,-19438735000.0,27716705000.0,12882584200.0,-19246890800.0,52252672500.0,-19246890800.0,30341820000.0,13971087500.0,,,22321530000.0,,19768887500.0,,,13745617500.0,,0.0,-24205815000.0,4275877500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,2182114000.0,2182114000.0,,,,,,,,,,,,,,2182114000.0,,,,,612658228.0,,3.561715,,,,,,,,13516483000.0,13516483000.0,,13516483000.0,,,3.561715,,,,,,,,612658228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,1892215900.0,,2898204100.0,2898204100.0,1389221800.0,34071862250.0,3401198200.0,8910181200.0,5077845200.0,35928150.0,,6634731700.0,2455090250.0,10958085750.0,9281438750.0,,0.0,2898204100.0,61556897000.0,3329341900.0,3329341900.0,5161677550.0,614200000.0,275449150.0,4.73054,36610784850.0,646706700.0,7005989250.0,6994013200.0,,-37473060450.0,32946113550.0,17952098950.0,4538922950.0,65089831750.0,4538922950.0,49628751200.0,17377248550.0,4.73054,,28455094800.0,4359282200.0,24946112150.0,2467066300.0,,15568865000.0,614200000.0,0.0,-31017969500.0,5664671650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,2548125000.0,2548125000.0,,,,,,,,,,,,,,2548125000.0,,,,,608108108.0,,4.19025,,,,,,,,17451825000.0,17451825000.0,,17451825000.0,,,4.19025,,,,,,,,608108108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,2339100000.0,,4515000000.0,4515000000.0,,36949500000.0,4978350000.0,9087300000.0,5495850000.0,,,5475150000.0,,,10598400000.0,,0.0,4515000000.0,64345950000.0,4036500000.0,3798450000.0,5288850000.0,,,,40623750000.0,1335150000.0,6768900000.0,,,-7855650000.0,33782400000.0,28014975000.0,-19677825000.0,68682600000.0,-19677825000.0,38895300000.0,16746300000.0,,238050000.0,30304800000.0,,23722200000.0,,,17036100000.0,,0.0,-31733100000.0,5775300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,2401264080.0,2401264080.0,,,,,,,,,,,,,,2401264080.0,,,,,608000000.0,,3.949448,,,,,,,,17862034560.0,17862034560.0,,17862034560.0,,,3.896788,,,,,,,,616216216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
