date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue
2018-03-31,,,,,,,978000000,-40500000,,,,-41200000,496500000.0,-41200000,,-4400000,-0.210473,-11800000,148000000,-104500000,,,,128300000,,,-5000000.0,101800000,496500000.0,,33900000,,13700000,,-0.210473,-1100000,,,188500000,,,440300000,-26900000,352700000,500000,,,,352700000,-3900000,,-72800000,4500000,185000000,16300000,,87600000,,,-45100000,-21400000,-13800000,,,1418300000,46200000,-77800000,-12300000,,,,,,,,,
2018-06-30,,,,,,,1009900000,-9900000,,,,-26900000,496500000.0,-26900000,,12300000,-0.187513,-7200000,138100000,-93100000,,,,130200000,,,-15500000.0,100400000,496500000.0,,-34600000,,-23500000,,-0.187513,-32800000,,,148000000,,,468000000,44900000,373600000,3600000,,,,373600000,3400000,,43600000,4200000,207100000,5500000,,94400000,,,-23500000,-53500000,-53500000,,,1477900000,-23800000,28100000,-10800000,,,,,,,,,
2018-09-30,,,,,,,1015500000,36600000,,,,34500000,496500000.0,34500000,,-900000,-0.069285,-4200000,174700000,-34400000,,,,130200000,,,0.0,101300000,496500000.0,,99000000,,-10000000,,-0.069285,-52800000,0.0,,138100000,,,478700000,-46100000,346500000,5000000,,,,346500000,-33400000,,-66200000,5800000,232600000,26800000,0.0,132200000,,,1100000,-60800000,-18900000,,,1494200000,108200000,-66200000,-9200000,,,,,,,,,
2018-12-31,6782300000.0,174900000.0,9911600000.0,8012000000.0,931200000.0,76600000.0,1041100000,13000000,318000000.0,11867100000.0,2784700000.0,-53300000,,-53300000,671100000.0,-10500000,,0,187700000,145100000,0.0,142400000.0,184700000.0,135100000,184700000.0,12963300000.0,0.0,101100000,,4565700000.0,64500000,63000000.0,-21300000,112600000.0,,3300000,,-66500000.0,174700000,-2746800000.0,557400000.0,432800000,57500000,333500000,5400000,-3051700000.0,907500000.0,-225800000.0,333500000,7000000,598600000.0,-90100000,3900000,189900000,23600000,,99300000,-238400000.0,1899600000.0,-46300000,-4000000,-7600000,824400000.0,1096200000.0,1473900000,69900000,-54400000,-5400000,,,,,,,,,
2019-03-31,6748500000.0,240200000.0,10013900000.0,8074200000.0,980700000.0,136300000.0,1004900000,-40800000,436500000.0,12044900000.0,2766100000.0,-6200000,496500000.0,-6200000,702700000.0,-5100000,-0.01,-7900000,146900000,-6200000,,44400000.0,143900000.0,128600000,143900000.0,13152300000.0,,98300000,496500000.0,4458700000.0,62600000,263800000.0,-41200000,112400000.0,-0.01,-54200000,,-76100000.0,187700000,-2814600000.0,564800000.0,475200000,10200000,337600000,4500000,-3138400000.0,928800000.0,-244600000.0,337600000,10100000,585600000.0,-109700000,4800000,230800000,19600000,,137600000,-247700000.0,1939700000.0,3900000,-21500000,-20000000,830200000.0,1107400000.0,1480100000,75000000,-106100000,-12400000,,,,,,,,,
2019-06-30,5126700000.0,225400000.0,10017700000.0,7988500000.0,1001900000.0,74800000.0,1041300000,20700000,423300000.0,6420900000.0,2779800000.0,-48700000,323400000.0,-48700000,727700000.0,-54600000,-0.98,-12400000,167600000,-317300000,,195700000.0,164600000.0,115100000,164600000.0,7606800000.0,,103000000,323400000.0,4403900000.0,-19900000,228300000.0,-30000000,135000000.0,-0.98,-18900000,,-64700000.0,146900000,2772000000.0,578400000.0,491100000,11500000,372000000,1600000,2410900000.0,870900000.0,-270900000.0,372000000,-1900000,576500000.0,-1712300000,50900000,64500000,9100000,,119100000,-296400000.0,2029200000.0,-50600000,-38800000,-151600000,847400000.0,1185900000.0,1532400000,-5900000,38300000,-14000000,,,,,,,,,
2019-09-30,5088700000.0,227000000.0,9763100000.0,7744400000.0,983300000.0,135100000.0,1029800000,9300000,407300000.0,6328800000.0,2736000000.0,22100000,570000000.0,22100000,714500000.0,-7600000,0.01,-10400000,176900000,5700000,,41400000.0,173900000.0,98300000,173900000.0,7407500000.0,0.0,100300000,580700000.0,4248200000.0,184800000,200800000.0,-2900000,147000000.0,0.01,-3800000,0.0,-127500000.0,167600000,2757400000.0,556300000.0,474000000,-13800000,330800000,2700000,2355600000.0,832800000.0,-290400000.0,330800000,15200000,559400000.0,-3400000,1700000,235900000,7400000,-100000.0,143200000,-274300000.0,2018700000.0,37300000,-7200000,50700000,849800000.0,1078700000.0,1503800000,197900000,-172600000,-13100000,,,,,,,,,
