date,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlySellingGeneralAndAdministration,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance
2017-06-30,440000000000.0,-1919000000000.0,339000000000.0,42194000000000.0,1305000000000,1483000000000,1495000000000.0,2055834734.0,634.778651,1941000000000.0,706000000000.0,,458000000000.0,4269000000000.0,4638000000000.0,9226000000000.0,-1023000000000.0,3656000000000.0,8187000000000.0,6246000000000.0,8165000000000.0,-237000000000.0,,1701000000000.0,3920000000000.0,,,96685000000000.0,253000000000.0,,,68716000000000.0,1305000000000,115694000000000.0,-718000000000.0,,5836000000000.0,,163000000000.0,82836000000000.0,-727000000000.0,,1672000000000.0,1043000000000.0,6184000000000.0,45133000000000.0,5404000000000,6246000000000.0,4602000000000.0,2055834734.0,,3925000000000.0,,657000000000.0,2616000000000.0,,867000000000.0,634.778651,,580000000000.0,82836000000000.0,,14513000000000.0,19009000000000.0,54203000000000.0,-6492000000000.0,1672000000000.0,,3155000000000.0,-8233000000000.0,3268000000000,-1732000000000.0,13151000000000,,,,
2017-09-30,643000000000.0,1606000000000.0,331000000000.0,39495000000000.0,1003000000000,1224000000000,4668000000000.0,2055834734.0,487.879684,2750000000000.0,722000000000.0,,-132000000000.0,4725000000000.0,5234000000000.0,8777000000000.0,-168000000000.0,3536000000000.0,10602000000000.0,7852000000000.0,6246000000000.0,3297000000000.0,,1602000000000.0,5115000000000.0,,-760000000000.0,94193000000000.0,346000000000.0,,,68366000000000.0,1003000000000,116268000000000.0,-624000000000.0,,26000000000.0,,59000000000.0,80568000000000.0,-1004000000000.0,,1296000000000.0,931000000000.0,6069000000000.0,46155000000000.0,5553000000000,7852000000000.0,-1947000000000.0,2055834734.0,,4548000000000.0,,1225000000000.0,2947000000000.0,,1275000000000.0,487.879684,,900000000000.0,80568000000000.0,,16152000000000.0,22075000000000.0,52214000000000.0,-77000000000.0,1296000000000.0,,2520000000000.0,-869000000000.0,3323000000000,-1371000000000.0,13325000000000,,,,
2017-12-31,537926000000.0,93418000000.0,339565000000.0,38403331000000.0,3984539000000,4190394000000,6353626000000.0,,,2967878000000.0,558828000000.0,1159922000000.0,1938948000000.0,4601396000000.0,3585887000000.0,9760325000000.0,-199647000000.0,4929055000000.0,10913763000000.0,7945885000000.0,7852000000000.0,4174070000000.0,25040067000000.0,5155000000.0,5144504000000.0,,-1569000000000.0,94623396000000.0,380226000000.0,,,69631713000000.0,3984539000000,117847412000000.0,-642000000000.0,,-1569246000000.0,2177869000000.0,-90959000000.0,149600827000000.0,-115201000000.0,,1594268000000.0,660797000000.0,6968207000000.0,46434953000000.0,8119003000000,7945885000000.0,-3547759000000.0,,,6346903000000.0,,1797708000000.0,1333280000000.0,,431210000000.0,,-66888188000000.0,-722288000000.0,82712639000000.0,,16846611000000.0,23224016000000.0,52785102000000.0,-2346340000000.0,1594268000000.0,5210302000000.0,5784662000000.0,-2743139000000.0,4549195000000,-2179556000000.0,16107228000000,,,,
2018-03-31,518000000000.0,-80000000000.0,384000000000.0,36026000000000.0,2615000000000,2817000000000,4673000000000.0,2055834734.0,1271.989405,4417000000000.0,562000000000.0,,107000000000.0,4929000000000.0,6596000000000.0,8846000000000.0,-245000000000.0,5684000000000.0,12283000000000.0,7866000000000.0,7946000000000.0,3478000000000.0,,1602000000000.0,4933000000000.0,,-2548000000000.0,93356000000000.0,361000000000.0,,,70739000000000.0,2615000000000,118570000000000.0,,,,,42000000000.0,80137000000000.0,-1411000000000.0,,1880000000000.0,750000000000.0,9954000000000.0,46193000000000.0,6971000000000,7866000000000.0,-3598000000000.0,2055834734.0,,5796000000000.0,,616000000000.0,826000000000.0,,967000000000.0,1271.989405,,545000000000.0,80137000000000.0,,20525000000000.0,25214000000000.0,50214000000000.0,-75000000000.0,1880000000000.0,,4697000000000.0,-913000000000.0,5180000000000,-1195000000000.0,14642000000000,,,,
2018-06-30,534000000000.0,-1529000000000.0,380000000000.0,35652000000000.0,3519000000000,3766000000000,4641000000000.0,,1711.713467,6263000000000.0,538000000000.0,,145000000000.0,5472000000000.0,7886000000000.0,9757000000000.0,-2210000000000.0,4638000000000.0,12600000000000.0,6337000000000.0,7866000000000.0,2884000000000.0,,1721000000000.0,5677000000000.0,,-343000000000.0,94334000000000.0,359000000000.0,,,69345000000000.0,3519000000000,121583000000000.0,,,,,52000000000.0,82119000000000.0,-1060000000000.0,,2094000000000.0,768000000000.0,8579000000000.0,50330000000000.0,8301000000000,6337000000000.0,-1940000000000.0,,,7230000000000.0,,846000000000.0,761000000000.0,,1117000000000.0,1711.713467,,729000000000.0,82119000000000.0,,18857000000000.0,27249000000000.0,50488000000000.0,-1478000000000.0,2094000000000.0,,5860000000000.0,-4271000000000.0,6384000000000,-1757000000000.0,16987000000000,,,,
2018-09-30,341000000000.0,784000000000.0,445000000000.0,31856000000000.0,2775000000000,3007000000000,8554000000000.0,2055834734.0,1349.816673,7563000000000.0,384000000000.0,,118000000000.0,5413000000000.0,7939000000000.0,10623000000000.0,-1832000000000.0,4911000000000.0,14684000000000.0,7121000000000.0,6337000000000.0,6393000000000.0,,1754000000000.0,8034000000000.0,,-1485000000000.0,94594000000000.0,393000000000.0,,,68712000000000.0,2775000000000,123882000000000.0,,,,,-48000000000.0,81922000000000.0,316000000000.0,,2182000000000.0,832000000000.0,8225000000000.0,53367000000000.0,7723000000000,7121000000000.0,-3604000000000.0,2055834734.0,,7253000000000.0,,1600000000000.0,874000000000.0,,1803000000000.0,1349.816673,,594000000000.0,81922000000000.0,,21943000000000.0,29288000000000.0,46769000000000.0,-1934000000000.0,2182000000000.0,,5189000000000.0,-4358000000000.0,5653000000000,-2161000000000.0,17876000000000,,,,
2018-12-31,570641000000.0,-809141000000.0,476314000000.0,34042718000000.0,2472386000000,2764390000000,4601194000000.0,,,5321098000000.0,814409000000.0,1159922000000.0,-412933000000.0,5100407000000.0,3917352000000.0,11957379000000.0,-140701000000.0,4818524000000.0,11632842000000.0,6311744000000.0,7121000000000.0,1253768000000.0,25040067000000.0,2837000000.0,4019927000000.0,,3532388000000.0,97612886000000.0,410747000000.0,,,67535718000000.0,2472386000000,124643498000000.0,,,3532000000000.0,13519656000000.0,126000000000.0,161792198000000.0,-880983000000.0,,2103485000000.0,607493000000.0,8945790000000.0,55137914000000.0,7723139000000,6311744000000.0,423197000000.0,,,7140493000000.0,,1319087000000.0,1337943000000.0,,91185000000.0,,-75916765000000.0,22289000000.0,85875433000000.0,,17824622000000.0,27030612000000.0,49711096000000.0,-5783262000000.0,2103485000000.0,9970492000000.0,4867875000000.0,-6248778000000.0,5821406000000,-3347426000000.0,19097872000000,,,,
2019-03-31,567000000000.0,2626000000000.0,355000000000.0,33685000000000.0,2745000000000,3058000000000,4834000000000.0,2055834734.0,1335.22406,4997000000000.0,784000000000.0,,205000000000.0,5478000000000.0,8628000000000.0,10235000000000.0,-333000000000.0,4202000000000.0,13935000000000.0,8938000000000.0,6312000000000.0,2896000000000.0,,1804000000000.0,4043000000000.0,,,98123000000000.0,420000000000.0,,,75507000000000.0,2745000000000,128174000000000.0,,,698000000000.0,,24000000000.0,85501000000000.0,-1775000000000.0,,1674000000000.0,1310000000000.0,17936000000000.0,50681000000000.0,6947000000000,8938000000000.0,-1087000000000.0,2055834734.0,,5708000000000.0,,752000000000.0,790000000000.0,,999000000000.0,1335.22406,,691000000000.0,85501000000000.0,,26784000000000.0,30051000000000.0,48723000000000.0,-202000000000.0,1674000000000.0,,4732000000000.0,-1016000000000.0,4956000000000,-1938000000000.0,15943000000000,,,,
2019-06-30,566000000000.0,-3414000000000.0,463000000000.0,33379000000000.0,3487000000000,3767000000000,6003000000000.0,,1696.148013,3358000000000.0,673000000000.0,,116000000000.0,5854000000000.0,8221000000000.0,11214000000000.0,-6643000000000.0,5679000000000.0,8882000000000.0,5524000000000.0,8938000000000.0,3800000000000.0,,1893000000000.0,4088000000000.0,,,100088000000000.0,395000000000.0,,,68184000000000.0,3487000000000,125118000000000.0,,,286000000000.0,,2000000000.0,85971000000000.0,117000000000.0,,1872000000000.0,1256000000000.0,11825000000000.0,54739000000000.0,8051000000000,5524000000000.0,-1760000000000.0,,,7095000000000.0,,1138000000000.0,783000000000.0,,1060000000000.0,1696.148013,,890000000000.0,85971000000000.0,,19893000000000.0,25030000000000.0,48291000000000.0,-604000000000.0,1872000000000.0,,5639000000000.0,-7770000000000.0,5957000000000,-2203000000000.0,18309000000000,,,,
2019-09-30,609000000000.0,3537000000000.0,382000000000.0,35882000000000.0,3011000000000,3350000000000,9309000000000.0,,1464.611892,2452000000000.0,520000000000.0,,-132000000000.0,5907000000000.0,6216000000000.0,11240000000000.0,-3082000000000.0,6501000000000.0,11513000000000.0,9061000000000.0,5524000000000.0,6096000000000.0,,1992000000000.0,4525000000000.0,,,105257000000000.0,397000000000.0,,,69632000000000.0,3011000000000,130996000000000.0,,,459000000000.0,,-4000000000.0,89730000000000.0,1503000000000.0,,1770000000000.0,1293000000000.0,9863000000000.0,59211000000000.0,7916000000000,9061000000000.0,-2639000000000.0,,,6774000000000.0,,1064000000000.0,764000000000.0,,1006000000000.0,1464.611892,,1006000000000.0,89730000000000.0,,18863000000000.0,25739000000000.0,50769000000000.0,-187000000000.0,1770000000000.0,,5120000000000.0,-3534000000000.0,5710000000000,-3213000000000.0,18014000000000,,,,
