date,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable
2014-09-30,-11932486000,0.22,,30111754000,1407909000.0,2682640000.0,2959763000.0,,,23018492000.0,24064000.0,3153136000,1102185000.0,46344571000,1094874000,10588476000,10612540000,12193818182.0,-1589043000.0,13084751000,9062204000.0,21600118000,3394399000.0,0,,825330000.0,2682640000.0,3245262000,,207714699000,147254402000,-1157474000.0,186495768000,161755523000,167500000.0,9225000.0,4158681000.0,,,2292316000,12998594000,0.22,56519763000,4588722000.0,6775705000.0,-2581591000.0,10470113000.0,2756484000.0,,,2252409000.0,2699548000.0,803629000.0,23560484000,21218931000,60984263000,86270139000,-6968231000.0,3763392000.0,161755523000,-3381962000.0,4019221000.0,29794197000.0,,,,,,,,,,,,,,
2014-12-31,-12684075000,,,31600779000,-810126000.0,625367000.0,868625000.0,,,22523537000.0,12534000.0,2984209000,1102185000.0,49023196000,1100179000,9734557000,9747091000,,-1200097000.0,13084751000,10470113000.0,21311494000,-775123000.0,0,,-80514000.0,625367000.0,3619450000,,209642869000,150171245000,-1029173000.0,189152810000,166056469000,87841000.0,1099521000.0,3336106000.0,,,2510998000,11907797000,,54340012000,662376000.0,3390648000.0,-2788124000.0,9659987000.0,2906048000.0,,,2336862000.0,2859375000.0,-125735000.0,23900173000,20490059000,60472271000,89698974000,-8337705000.0,742890000.0,166056469000,-3568194000.0,484600000.0,25914185000.0,,,,,,,,,,,,,,
2015-03-31,-15976488000,0.14,,33871553000,-876557000.0,1675244000.0,1895100000.0,,,19549141000.0,14154000.0,3409601000,1102185000.0,48742993000,1116787000,9037969000,9052123000,11966028571.0,-691413000.0,13084751000,9659987000.0,18994781000,2494442000.0,0,,1137672000.0,1675244000.0,3992840000,,210693979000,149269651000,-1532612000.0,191178094000,167490714000,1118000.0,-143300000.0,3516793000.0,,,1930894000,12246220000,0.14,56070490000,3543578000.0,5712372000.0,-3546923000.0,8783430000.0,2483491000.0,,,2443827000.0,2437402000.0,510806000.0,25575417000,19515885000,57207235000,92062416000,-6598736000.0,2405906000.0,167490714000,-3408309000.0,3228881000.0,25261513000.0,,,,,,,,,,,,,,
2015-06-30,-13512838000,,,34946772000,417816000.0,2262370000.0,2391363000.0,,,20561558000.0,13825000.0,3845646000,1102185000.0,47713582000,1661165000,9296318000,9310143000,,-727818000.0,13084751000,8783430000.0,16397750000,6409478000.0,0,,336775000.0,2262370000.0,4134968000,,216661036000,152425920000,-929718000.0,195689575000,171950987000,381350000.0,-378885000.0,3743285000.0,,,1824329000,12325071000,,58309484000,3415985000.0,5292071000.0,-1283281000.0,9201246000.0,2649106000.0,,,2637416000.0,2583948000.0,687847000.0,26869039000,20971461000,59784135000,92641785000,-9731980000.0,3079210000.0,171950987000,-1422555000.0,2642965000.0,25853629000.0,,,,,,,,,,,,,,
2015-09-30,-19576120000,0.19,,38432735000,1173997000.0,2331227000.0,2361389000.0,,,21839446000.0,24136000.0,3285792000,1102185000.0,48718542000,1816696000,10260916000,10285052000,12269615789.0,-1404402000.0,13084751000,9201246000.0,9027050000,11648322000.0,0,0.0,4123704000.0,2331227000.0,4109304000,,220456991000,152274919000,-1636693000.0,199430505000,174142836000,60628000.0,601984000.0,3904099000.0,,,1911736000,13133429000,0.19,61454636000,7154166000.0,9390305000.0,-1818231000.0,9985235000.0,2787101000.0,,,2782800000.0,2710096000.0,669073000.0,29314117000,21026486000,54685317000,97589602000,-10338730000.0,3030462000.0,174142836000,-2482000000.0,6603204000.0,31229751000.0,,,,,,,,,,,,,,
2015-12-31,-19644426000,,,38150744000,-2216845000.0,493510000.0,539837000.0,,,21724202000.0,995000.0,3661354000,1102185000.0,48987522000,1730742000,7793044000,7794039000,,-1040961000.0,13084751000,9985235000.0,5654484000,3575387000.0,0,-363567000.0,-2849434000.0,493510000.0,4169341000,,213703535000,147108397000,-1698119000.0,194175921000,170015213000,337986000.0,-107511000.0,3489698000.0,,,2806973000,11759111000,,59820396000,-2369344000.0,4823885000.0,-139650000.0,7138098000.0,2495636000.0,,,2867738000.0,2415614000.0,-59747000.0,29245119000,19527614000,50213346000,96895051000,-9456339000.0,480090000.0,170015213000,-312214000.0,2328249000.0,26548087000.0,,,,,,,,,,,,,,
2016-03-31,-21165013000,0.2,,37497708000,1280363000.0,2435293000.0,2882345000.0,,,20031270000.0,913000.0,3424541000,1102185000.0,46256238000,1887489000,8816113000,8817026000,12176465000.0,-710529000.0,13084751000,7138098000.0,13538906000,-176132000.0,0,-81296000.0,616743000.0,2435293000.0,4243249000,,219221265000,149849760000,-1554426000.0,198121724000,173718113000,15990000.0,283264000.0,3729760000.0,,,3371614000,13117954000,0.2,62140930000,4294518000.0,6357541000.0,-6651275000.0,8418461000.0,2494424000.0,,,2986300000.0,2416922000.0,795430000.0,31680412000,21099541000,55867574000,93982186000,-8928734000.0,3677775000.0,173718113000,-6995326000.0,3863117000.0,26388811000.0,,,,,,,,,,,,,,
2016-06-30,-17965590000,,,36977702000,-554654000.0,1022328000.0,901356000.0,,,21129142000.0,598000.0,3769135000,1102185000.0,41114609000,1995273000,8397932000,8398530000,,-2136025000.0,13084751000,8418461000.0,23714166000,-2544508000.0,0,-15046000.0,967534000.0,1022328000.0,4245362000,,225448355000,155258157000,-1500518000.0,205193243000,179650848000,424105000.0,-38892000.0,3945688000.0,,,2486101000,12186362000,,63185878000,2314685000.0,6006505000.0,-8017876000.0,7863807000.0,2390286000.0,,,3086895000.0,2330362000.0,445795000.0,30758591000,20255112000,66429639000,88828518000,-5312773000.0,1347151000.0,179650848000,-8456557000.0,3616219000.0,27135647000.0,,,,,,,,,,,,,,
2016-09-30,-18849826000,0.31,,36833898000,1039525000.0,3769087000.0,4304374000.0,,,23109253000.0,551000.0,3680150000,1102185000.0,39547056000,1912602000,9419791000,9420342000,12158345161.0,-808476000.0,13084751000,7863807000.0,23569372000,5520128000.0,0,0.0,1346147000.0,3769087000.0,4232213000,,229162286000,154507394000,-1523558000.0,208408437000,182527884000,54308000.0,41708000.0,4189779000.0,,,2670106000,12193570000,0.31,67103960000,6800299000.0,8813939000.0,-5324680000.0,8903332000.0,2546136000.0,,,3264512000.0,2474592000.0,1149778000.0,34527678000,20753849000,66832769000,87674625000,-8697604000.0,5454152000.0,182527884000,-5756867000.0,6267803000.0,31923192000.0,,,,,,,,,,,,,,
2016-12-31,-16837375000,,,36637390000,-2055314000.0,-412693000.0,-324538000.0,,,22933043000.0,222000.0,3286091000,1102185000.0,37833246000,1680633000,7322356000,7322578000,,-1103165000.0,13084751000,8903332000.0,19636031000,7289419000.0,0,93797000.0,-1401645000.0,-412693000.0,4252314000,,224128192000,147654552000,-1890347000.0,204805811000,178230971000,133132000.0,31079000.0,3092841000.0,,,3053370000,11775901000,,68876496000,-1661347000.0,5583297000.0,980794000.0,6848018000.0,2489627000.0,,,2428313000.0,2404625000.0,64836000.0,33448460000,19322381000,63846434000,83808118000,-15704112000.0,-259702000.0,178230971000,573297000.0,3093670000.0,28516340000.0,,,,,,,,,,,,,,
2017-03-31,-16662658000,0.11,,34843946000,8296442000.0,1466400000.0,1808990000.0,,11201374000.0,23435307000.0,10229000.0,3443407000,1102185000.0,35357546000,1976963000,15680112000,15690341000,13330909091.0,-851181000.0,14524815000,6848018000.0,22078904000,-860255000.0,0,-85551000.0,496915000.0,1466400000.0,4221131000,,233352304000,144026207000,9941600000.0,204806148000,178490927000,13031000.0,33276000.0,3272472000.0,,,2102876000,12711929000,0.11,81388740000,2916737000.0,5533675000.0,-2999087000.0,15144460000.0,2516898000.0,,,2374211000.0,2454080000.0,610832000.0,34914860000,28546156000,64203268000,79822939000,-9813146000.0,2419822000.0,178490927000,-3332804000.0,3016777000.0,28968982000.0,,,,,,,,,,,,,,
2017-06-30,-16317435000,,,34270808000,-4009190000.0,1860020000.0,2097483000.0,,,24228656000.0,20173000.0,3736826000,1102185000.0,33767257000,2065946000,11661198000,11681371000,,-669720000.0,14524815000,15144460000.0,17598297000,3670894000.0,0,24111000.0,1095495000.0,1860020000.0,4425929000,,229113746000,139980074000,-1773320000.0,204281444000,179348349000,153962000.0,43803000.0,3307775000.0,,,2372968000,13761923000,,81115863000,3830430000.0,4957351000.0,-2185514000.0,11135270000.0,2249739000.0,,,998954000.0,2573264000.0,637452000.0,34557955000,24832302000,63678243000,76301831000,-14638065000.0,2734935000.0,179348349000,-4464259000.0,2707612000.0,29186007000.0,,,,,,,,,,,,,,
2017-09-30,-16889859000,0.37,,38623974000,636960000.0,4952088000.0,5685180000.0,,,25225103000.0,40351000.0,4105726000,1102185000.0,30254374000,2137871000,12520406000,12560757000,13384021622.0,-2487193000.0,14524815000,11135270000.0,16123526000,5906282000.0,0,-56692000.0,247213000.0,4952088000.0,4429450000,,239073681000,144727721000,-1408634000.0,210077938000,184973070000,51776000.0,76664000.0,3563064000.0,,,5196800000,14854289000,0.37,85618153000,7611710000.0,9615695000.0,-2167756000.0,11772230000.0,2692903000.0,,,940644000.0,2631495000.0,1679317000.0,39510043000,28995743000,67280960000,77446761000,-6690571000.0,7364497000.0,184973070000,-2346670000.0,6922792000.0,34840798000.0,,,,,,,,,,,,,,
2017-12-31,-15393175000,,,38291451000,-6209323000.0,-1038196000.0,-954213000.0,,0.0,27409215000.0,19938000.0,3490427000,1102185000.0,22108289000,1535769000,6260074000,6280012000,,-1108732000.0,14524815000,11772230000.0,20683075000,29076000.0,0,36758000.0,2988726000.0,-1038196000.0,4400762000,,235717816000,140785986000,-1736299000.0,214958483000,188615166000,3789000.0,107268000.0,3568127000.0,,,4046700000,14672242000,,86120794000,1950359000.0,957897000.0,-7300400000.0,5562907000.0,848279000.0,,,1130054000.0,2827694000.0,-84154000.0,37771234000,20759333000,71755085000,69030901000,-10281544000.0,-1038367000.0,188615166000,-7499571000.0,109618000.0,28367112000.0,,,,,,,,,,,,,,
2018-03-31,-15005133000,0.19,,37124992000,214174000.0,2628202000.0,3177720000.0,,,26602726000.0,402302000.0,3544918000,1102185000.0,21118745000,1669004000,6264280000,6666582000,13832642105.0,-852645000.0,14524815000,5562907000.0,20049222000,2971221000.0,898606000,,997160000.0,2628202000.0,4351190000,,234620919000,137028016000,-1452860000.0,216342730000,190955599000,52545000.0,40521000.0,3785082000.0,,,3542291000,15767931000,0.19,88253607000,5021447000.0,5004028000.0,-3982359000.0,5777081000.0,2121903000.0,,,1085417000.0,2590272000.0,846567000.0,40772865000,18278189000,69849882000,67178134000,-10156697000.0,4024287000.0,190955599000,-4266407000.0,2882125000.0,31606754000.0,,,,,,,,,,,,,,
2018-06-30,-14884651000,,,41768396000,3183423000.0,840317000.0,719140000.0,,,27649370000.0,83632000.0,4606184000,1102185000.0,22345904000,1848745000,9871800000,9955432000,,-630275000.0,14524815000,5777081000.0,24037886000,1085687000.0,898151000,,372985000.0,840317000.0,4452612000,,245502634000,146874186000,-1613627000.0,221135766000,193689638000,411549000.0,-122198000.0,741152000.0,,,4610669000,16292510000,,89517378000,1344565000.0,4986198000.0,-4468240000.0,8960504000.0,1622024000.0,,,954850000.0,2683032000.0,252440000.0,39576251000,24366868000,76719597000,70154589000,-6278349000.0,971580000.0,193689638000,-4871607000.0,3364174000.0,32635568000.0,,,,,,,,,,,,,,
2018-09-30,-20644880000,0.26,,48327497000,-387343000.0,3468889000.0,3728793000.0,20743000.0,,29817131000.0,124363000.0,5247499000,1102185000.0,17192769000,2523405000,9645275000,9769638000,13341880769.0,-2735962000.0,14524815000,8960504000.0,23925242000,10537765000.0,856377000,,2622059000.0,3468889000.0,4022614000,,252579331000,149290745000,-2725445000.0,226652047000,198353916000,61884000.0,61976000.0,706633000.0,,,5173830000,15994716000,0.26,93932818000,7199157000.0,8820642000.0,-874928000.0,8573161000.0,2295042000.0,,,813135000.0,2829009000.0,848305000.0,43042636000,25927284000,77731810000,71558935000,-19561740000.0,4577098000.0,198353916000,-882126000.0,6525600000.0,38637773000.0,,,,,,,,,,,,,,
2018-12-31,-22218814000,,,49342539000,-1809978000.0,398919000.0,574884000.0,45814000.0,,31062588000.0,,5374375000,1102185000.0,15585481000,1877494000,7807572000,7807572000,,-186757000.0,14524815000,8573161000.0,21029028000,4516538000.0,1040419000,,-1608180000.0,398919000.0,3759144000,,243716006000,143159074000,-2703058000.0,219989899000,192582400000,98086000.0,64120000.0,647973000.0,,,4446630000,16174121000,,93216239000,-1223240000.0,2831720000.0,375831000.0,6763183000.0,2221089000.0,,,879372000.0,2921445000.0,-189944000.0,42880893000,23726107000,72231076000,70927998000,-14775182000.0,384940000.0,192582400000,-2287539000.0,610631000.0,33894308000.0,,,,,,,,,,,,,,
2019-03-31,26545585000,0.2,,6039243000,-777571000.0,2722816000.0,3237185000.0,22086000.0,,26936042000.0,,6388352000,1102185000.0,15471342000,2103356000,6727921000,6727921000,13614080000.0,-1303106000.0,14524815000,6763183000.0,21111219000,4376330000.0,1164656000,-119476000.0,112936000.0,2722816000.0,3722359000,,281178118000,183984194000,-3519190000.0,258219066000,230459510000,559000.0,39833000.0,492197000.0,,,4524181000,17700209000,0.2,89876726000,4198174000.0,5617977000.0,-1601404000.0,5985612000.0,2073558000.0,,,901317000.0,2708429000.0,848053000.0,40462507000,22959052000,75335070000,108649124000,-6711612000.0,4085238000.0,230459510000,-1559059000.0,3544419000.0,32554019000.0,,,,,,,,,,,,,,
2019-06-30,29275599000,,,5684478000,1638889000.0,416641000.0,258407000.0,65194000.0,,27840758000.0,,7386958000,1102185000.0,16902072000,2286569000,8374494000,8374494000,,-1467565000.0,14524815000,5985612000.0,17971628000,6840717000.0,1207308000,-30918000.0,2326646000.0,416641000.0,3784794000,,285508568000,188486559000,-3140291000.0,259921236000,231973134000,370836000.0,261146000.0,487092000.0,,,3973750000,18043333000,,89663356000,2740208000.0,4918310000.0,-1854208000.0,7624501000.0,1795149000.0,,,693432000.0,2689250000.0,155155000.0,38873859000,25587332000,77447795000,111038764000,-7411996000.0,413562000.0,231973134000,-3027375000.0,3123161000.0,32759068000.0,,,,,,,,,,,,,,
2019-09-30,24319194000,0.26,,5934165000,-24634000.0,3622633000.0,4107211000.0,48676000.0,,28451454000.0,,7210743000,1102185000.0,16866235000,2510288000,8253213000,8253213000,13933203846.0,-2344195000.0,14524815000,7624501000.0,21122958000,8190143000.0,1255492000,-53931000.0,3241252000.0,3622633000.0,3744113000,,289007619000,187298073000,-3895062000.0,264378374000,235256194000,17482000.0,49045000.0,480940000.0,,,3000032000,17228493000,0.26,93849422000,8079513000.0,9312631000.0,-6097270000.0,7599867000.0,1940883000.0,,,661123000.0,2692885000.0,731050000.0,42496491000,24629245000,75380585000,111917488000,-15718909000.0,4838261000.0,235256194000,-6109866000.0,7371748000.0,37764085000.0,,,,,,,,,,,,,,
