date,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2015-06-30,28800000,247400000.0,-28600000,1190500000.0,0.0,1066400000.0,1989600000.0,274700000.0,183400000.0,297700000,61800000.0,11300000,1437900000.0,205900000.0,-900000,-12000000.0,527500000.0,63900000,65000000,201000000.0,201000000.0,126100000,,126100000,-52100000,201000000,63900000,122500000.0,-9600000.0,95800000.0,12700000,19600000,3500000,1916900000.0,208600000.0,-173100000.0,221800000,0.67,0.0,,47300000.0,229600000,96700000.0,1000000.0,233800000.0,55200000.0,100000,,,108000000,-5900000,-9200000,207100000.0,19000000,207800000.0,84000000,0.66,-43000000.0,,-48900000,,479000000.0,923200000.0,95700000,519500000,,,,,,,,,,,,
2015-09-30,92300000,287900000.0,-25800000,1575900000.0,81700000.0,1533300000.0,2409000000.0,273100000.0,196300000.0,304500000,59000000.0,13700000,1863800000.0,216300000.0,-103800000,-320000000.0,823400000.0,-27300000,-26200000,175200000.0,175200000.0,129600000,,129600000,-467900000,175200000,-27300000,260300000.0,-9600000.0,95900000.0,12700000,83600000,-16500000,2381000000.0,221700000.0,-174600000.0,240000000,-0.28,0.0,,14500000.0,201000000,95900000.0,1000000.0,180200000.0,56800000.0,200000,,,19600000,353500000,-8700000,170200000.0,19400000,227900000.0,-6800000,-0.28,-459400000.0,,1600000,,517200000.0,875700000.0,110400000,544500000,,,,,,,,,,,,
2015-12-31,131500000,328700000.0,24500000,1479800000.0,0.0,1550200000.0,2285300000.0,303400000.0,206400000.0,325200000,65600000.0,16300000,1808500000.0,204100000.0,10600000,-96100000.0,714100000.0,71900000,72000000,199700000.0,199700000.0,138700000,120000000.0,138700000,600000,199700000,71900000,372400000.0,-9600000.0,96000000.0,15700000,123600000,-18200000,2255600000.0,238900000.0,-232200000.0,220200000,0.75,0.0,,29700000.0,175200000,97000000.0,1000000.0,175100000.0,27900000.0,8300000,,-391700000.0,92100000,-105900000,-7900000,232400000.0,3800000,224800000.0,75800000,0.74,100000.0,,57200000,616500000.0,447100000.0,735100000.0,81500000,545400000,,,,,,,,,,,,
2016-03-31,-800000,339300000.0,-74200000,1446900000.0,0.0,1559600000.0,2270000000.0,325800000.0,194700000.0,286000000,49100000.0,16300000,1786200000.0,216500000.0,8300000,-11700000.0,727200000.0,57700000,58800000,125500000.0,125500000.0,133800000,,133800000,-2800000,125500000,57700000,384500000.0,-11400000.0,95900000.0,16400000,-8200000,-5100000,2192300000.0,221800000.0,-205700000.0,216300000,0.6,-30000000.0,6600000.0,73700000.0,199700000,96900000.0,1000000.0,162300000.0,42600000.0,-2000000,,,107700000,-74800000,-7400000,277300000.0,16200000,226100000.0,75000000,0.6,,,-76000000,,406100000.0,710400000.0,82500000,502300000,,,,,,,,,,,,
2016-06-30,102000000,295900000.0,43600000,1437100000.0,0.0,1517600000.0,2345500000.0,348300000.0,245400000.0,317500000,48600000.0,16500000,1733000000.0,225300000.0,7700000,-28800000.0,728800000.0,95000000,95400000,169100000.0,169100000.0,143100000,,143100000,-35700000,169100000,95000000,389900000.0,-11500000.0,95800000.0,17100000,92900000,3500000,2202700000.0,171800000.0,-231200000.0,267400000,0.99,0.0,7500000.0,139200000.0,125500000,96800000.0,1000000.0,175700000.0,85200000.0,-2700000,,,150000000,-20200000,-9100000,360600000.0,21000000,227100000.0,116400000,0.98,,,-10500000,,469700000.0,827900000.0,124300000,584900000,,,,,,,,,,,,
2016-09-30,77200000,292400000.0,45400000,1426400000.0,0.0,1504300000.0,2306600000.0,277100000.0,220000000.0,317600000,47200000.0,15600000,1718800000.0,228300000.0,-85300000,-13100000.0,736100000.0,1600000,2000000,214500000.0,214500000.0,142000000,,142000000,-10800000,214500000,1600000,390000000.0,-11600000.0,96000000.0,17200000,67300000,3700000,2151100000.0,151800000.0,-216800000.0,263500000,0.02,0.0,0.0,151800000.0,169100000,96900000.0,1000000.0,165100000.0,82400000.0,-900000,,,53900000,-21000000,-9900000,350700000.0,19100000,226400000.0,21100000,0.02,0.0,,-26400000,,432300000.0,802300000.0,121500000,581100000,,,,,,,,,,,,
2016-12-31,199100000,285800000.0,97900000,1415600000.0,0.0,1418100000.0,2247400000.0,260000000.0,201500000.0,331600000,48200000.0,15900000,1701400000.0,220600000.0,1200000,6600000.0,716800000.0,74800000,75000000,312400000.0,312400000.0,140900000,118700000.0,140900000,-14700000,312400000,74800000,357400000.0,-11500000.0,95600000.0,16200000,183000000,-8400000,2131000000.0,117300000.0,-264300000.0,238100000,0.78,-55100000.0,0.0,116400000.0,214500000,96600000.0,1000000.0,179900000.0,36300000.0,5700000,,-413800000.0,98400000,-80000000,-16100000,376600000.0,7500000,226600000.0,82500000,0.77,-4300000.0,,107000000,640400000.0,429600000.0,829300000.0,97200000,569700000,,,,,,,,,,,,
2017-03-31,-40900000,227100000.0,-122800000,1404800000.0,0.0,1443200000.0,2185400000.0,268900000.0,178300000.0,308000000,47100000.0,15900000,1631900000.0,238000000.0,-700000,-11800000.0,724600000.0,68400000,68700000,189600000.0,189600000.0,142000000,,142000000,-27800000,189600000,68400000,368200000.0,-15200000.0,95300000.0,16500000,-48700000,2100000,2030400000.0,118300000.0,-251400000.0,240800000,0.72,-30000000.0,0.0,151400000.0,312400000,96100000.0,1000000.0,173100000.0,45700000.0,800000,,,114700000,-56000000,-7800000,401800000.0,13600000,232100000.0,82300000,0.71,-20800000.0,,-76100000,,398500000.0,742200000.0,98800000,548800000,,,,,,,,,,,,
2017-06-30,104900000,234300000.0,55900000,1394100000.0,0.0,1495400000.0,2334600000.0,310900000.0,195300000.0,346000000,46900000.0,16100000,1628400000.0,247800000.0,5000000,-11700000.0,745700000.0,105500000,105800000,245500000.0,245500000.0,146900000,,146900000,1900000,245500000,105500000,386800000.0,-15200000.0,95200000.0,16200000,91300000,2600000,2065200000.0,121600000.0,-204500000.0,281000000,1.11,-30000000.0,0.0,265300000.0,189600000,95900000.0,900000.0,194600000.0,35000000.0,300000,,,155500000,-54500000,-13600000,468900000.0,17400000,241300000.0,123200000,1.1,0.0,,-17100000,,436800000.0,839200000.0,134100000,627000000,,,,,,,,,,,,
2017-09-30,106000000,231000000.0,89400000,1412000000.0,0.0,1522700000.0,2447300000.0,302800000.0,219500000.0,335500000,35000000.0,17800000,1643000000.0,257100000.0,3400000,-856300000.0,755900000.0,89800000,90100000,334900000.0,334900000.0,147800000,,147800000,-10200000,334900000,89800000,393200000.0,-15200000.0,95000000.0,17200000,93700000,-1700000,2075200000.0,127500000.0,-182500000.0,273900000,0.95,0.0,0.0,367200000.0,245500000,95800000.0,1000000.0,177700000.0,29800000.0,1800000,,,147000000,-8200000,-12300000,543500000.0,21900000,246100000.0,112000000,0.94,0.0,,-1300000,,432200000.0,924600000.0,126100000,609400000,,,,,,,,,,,,
2017-12-31,177200000,233400000.0,131300000,1442300000.0,0.0,1509300000.0,2542000000.0,296600000.0,237500000.0,348000000,35000000.0,56000000,1675700000.0,239800000.0,5000000,-773800000.0,761200000.0,9600000,12100000,466200000.0,466200000.0,145800000,123600000.0,145800000,-14100000,466200000,9600000,394300000.0,-15300000.0,95100000.0,17000000,161600000,-50300000,2136500000.0,101600000.0,-152900000.0,275000000,0.1,0.0,0.0,405500000.0,334900000,95900000.0,1000000.0,188300000.0,30100000.0,200000,,-455700000.0,134200000,-32200000,-15600000,544400000.0,66100000,252200000.0,78200000,0.1,0.0,,66300000,707900000.0,460800000.0,1032700000.0,129200000,623000000,,,,,,,,,,,,
2018-03-31,-10100000,240800000.0,-314400000,1474100000.0,,1825500000.0,2628100000.0,336400000.0,219300000.0,355300000,35300000.0,12900000,1714900000.0,271500000.0,400000,-8800000.0,878000000.0,72200000,72400000,151800000.0,151800000.0,159100000,,159100000,-284900000,151800000,72200000,545800000.0,-19700000.0,95100000.0,22500000,-18800000,-2400000,2167000000.0,124300000.0,-126800000.0,257800000,0.76,-30000000.0,,461100000.0,466200000,95800000.0,900000.0,197500000.0,42900000.0,100000,,,121600000,-20900000,-8700000,581900000.0,13800000,277400000.0,86200000,0.75,-276300000.0,,-105000000,,452100000.0,802600000.0,98700000,613100000,,,,,,,,,,,,
2018-06-30,128800000,224000000.0,37800000,1425900000.0,,1779200000.0,2631700000.0,366000000.0,227700000.0,399100000,35200000.0,13400000,1649900000.0,265400000.0,1500000,-49100000.0,857000000.0,113900000,114000000,189600000.0,189600000.0,162200000,,162200000,-16400000,189600000,113900000,516400000.0,-20000000.0,95000000.0,23000000,116600000,100000,2123000000.0,133300000.0,-175900000.0,305600000,1.2,0.0,,506000000.0,151800000,95600000.0,900000.0,210200000.0,31500000.0,0,,,168000000,-69500000,-12200000,675800000.0,17600000,272500000.0,131600000,1.19,-4200000.0,,-8200000,,473100000.0,852500000.0,143400000,704700000,,,,,,,,,,,,
2018-09-30,141700000,226500000.0,6900000,1417700000.0,,1856800000.0,2730100000.0,361400000.0,243900000.0,402100000,35000000.0,14000000,1644200000.0,278300000.0,1500000,-83800000.0,878000000.0,116000000,116100000,189700000.0,189700000.0,167100000,,167100000,-107400000,196500000,116000000,558400000.0,-19900000.0,95100000.0,20300000,130800000,2400000,2131100000.0,147100000.0,-188200000.0,309400000,1.22,0.0,,596900000.0,189600000,95800000.0,1000000.0,208000000.0,37100000.0,-1200000,,,164500000,-26500000,-10900000,771900000.0,14100000,273300000.0,130200000,1.21,-95300000.0,,5300000,,486900000.0,873300000.0,142300000,711500000,,,,,,,,,,,,
2018-12-31,197400000,225900000.0,94100000,1409500000.0,,1878600000.0,2810200000.0,324900000.0,250500000.0,401900000,35300000.0,13700000,1635400000.0,280300000.0,-500000,-8800000.0,883000000.0,132800000,132900000,283800000.0,283800000.0,159100000,115900000.0,159100000,-35100000,290600000,132800000,547100000.0,-19800000.0,94900000.0,20400000,180100000,-3900000,2156200000.0,171800000.0,-223500000.0,300500000,1.4,-37300000.0,,654000000.0,196500000,95600000.0,900000.0,235000000.0,35800000.0,-3400000,,-472100000.0,140900000,-66500000,-17300000,873600000.0,-5700000,276700000.0,127200000,1.39,-300000.0,,96900000,748800000.0,520800000.0,931600000.0,141400000,702400000,,,,,,,,,,,,
2019-03-31,-12600000,276700000.0,-130000000,1401300000.0,,1950600000.0,2800800000.0,359600000.0,252000000.0,378100000,35100000.0,13700000,1678000000.0,296800000.0,800000,-9000000.0,878700000.0,80200000,80300000,153800000.0,153800000.0,168900000,,168900000,-17700000,160600000,80200000,536300000.0,-25200000.0,94500000.0,20700000,-24900000,-1200000,2163400000.0,260500000.0,-238800000.0,276900000,0.85,-63800000.0,,633700000.0,290600000,95100000.0,900000.0,198300000.0,33200000.0,-800000,,,129800000,-99200000,-12300000,871600000.0,15100000,275100000.0,95400000,0.84,-4600000.0,,-113600000,,485400000.0,850200000.0,108000000,655000000,,,,,,,,,,,,
2019-06-30,119600000,275500000.0,600000,1393100000.0,,1966100000.0,2849300000.0,380000000.0,275500000.0,410500000,35100000.0,13400000,1668600000.0,304700000.0,-1100000,-8900000.0,878100000.0,109300000,109400000,157800000.0,157800000.0,175000000,,175000000,-18500000,161200000,109300000,533600000.0,-25300000.0,93800000.0,20700000,102600000,2600000,2185700000.0,272700000.0,-233100000.0,320700000,1.17,-69800000.0,,660500000.0,160600000,94500000.0,900000.0,206500000.0,37300000.0,-1500000,,,165700000,-101400000,-17000000,892700000.0,22200000,281700000.0,131600000,1.16,0.0,,-10500000,,517100000.0,883200000.0,145700000,731200000,,,,,,,,,,,,
2019-09-30,172400000,260000000.0,75100000,1427000000.0,,1932300000.0,2865400000.0,367500000.0,282300000.0,412800000,100000.0,15600000,1687000000.0,293900000.0,-2400000,-400100000.0,860400000.0,131600000,131700000,232900000.0,232900000.0,167400000,,167400000,-19800000,236300000,131600000,511700000.0,-25000000.0,93300000.0,21200000,152300000,-2600000,2178200000.0,278300000.0,-273000000.0,335500000,1.41,-46100000.0,,685000000.0,161200000,94000000.0,900000.0,208800000.0,32500000.0,300000,,,187300000,-73800000,-20100000,957100000.0,18800000,281900000.0,150500000,1.4,0.0,,19500000,,491200000.0,933100000.0,168100000,748300000,,,,,,,,,,,,
