date,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2013-06-30,128000000,,,-5000000.0,-13000000.0,277000000.0,2189000000.0,47000000.0,775000000,112000000,3784000000.0,-160000000,9000000,143000000,77300000.0,-7000000.0,2000000.0,-69000000.0,,-66000000.0,106000000.0,16000000,16000000,0.0,1779000000.0,154000000.0,-270000000.0,-486000000.0,410000000.0,420000000.0,2000000.0,-1105000000.0,36000000.0,1.11,102000000,384000000.0,23000000.0,77300000.0,-94000000.0,9000000.0,123000000,106000000,0.0,8000000.0,36000000.0,2679000000.0,,90000000.0,69000000.0,1740000000.0,0.0,-28000000.0,647000000,19000000.0,109000000.0,1.11,23000000.0,133000000.0,37000000,,3939000000.0,86000000,3519000000.0,29000000,9000000.0,9000000.0,,9000000.0,14000000.0,-61000000.0,0.0,53000000.0,,,,,
2013-09-30,24000000,,,-73000000.0,-12000000.0,197000000.0,2198000000.0,-87000000.0,672000000,10000000,4088000000.0,-441000000,1000000,42000000,83000000.0,-17000000.0,2000000.0,-72000000.0,,-359000000.0,3000000.0,14000000,15000000,0.0,1840000000.0,154000000.0,-686000000.0,486000000.0,358000000.0,420000000.0,3000000.0,-1128000000.0,36000000.0,-0.24,-1000000,532000000.0,22000000.0,83000000.0,-82000000.0,439000000.0,-6000000,2000000,1000000.0,7000000.0,54000000.0,2960000000.0,,59000000.0,432000000.0,1801000000.0,0.0,-8000000.0,648000000,51000000.0,93000000.0,-0.24,25000000.0,131000000.0,9000000,,4331000000.0,-20000000,3911000000.0,-88000000,1000000.0,1000000.0,,18000000.0,14000000.0,-63000000.0,0.0,1000000.0,,,,,
2013-12-31,63000000,,,52000000.0,-11000000.0,232000000.0,2353000000.0,-43000000.0,802000000,43000000,4156000000.0,-178000000,12000000,78000000,87800000.0,-13000000.0,6000000.0,-82000000.0,,-92000000.0,41000000.0,20000000,15000000,0.0,1631000000.0,154000000.0,-7000000.0,0.0,722000000.0,503000000.0,3000000.0,-1151000000.0,40000000.0,0.09,28000000,627000000.0,21000000.0,87800000.0,-86000000.0,129000000.0,60000000,35000000,6000000.0,10000000.0,67000000.0,3005000000.0,,88000000.0,88000000.0,1590000000.0,0.0,11000000.0,739000000,24000000.0,130000000.0,0.09,25000000.0,129000000.0,1000000,,4526000000.0,8000000,4023000000.0,-26000000,12000000.0,12000000.0,335000000.0,-1000000.0,12000000.0,-92000000.0,0.0,-64000000.0,,,,,
2014-03-31,125000000,2000000.0,,-16000000.0,-9000000.0,228000000.0,2726000000.0,3000000.0,1081000000,108000000,4333000000.0,-896000000,27000000,137000000,93400000.0,34000000.0,2000000.0,-86000000.0,,-834000000.0,92000000.0,17000000,16000000,0.0,2352000000.0,154000000.0,-314000000.0,1000000.0,374000000.0,504000000.0,2000000.0,-1187000000.0,41000000.0,0.5,79000000,1410000000.0,27000000.0,93400000.0,-63000000.0,765000000.0,146000000,89000000,3000000.0,3000000.0,33000000.0,3146000000.0,,78000000.0,677000000.0,2310000000.0,0.0,15000000.0,956000000,19000000.0,130000000.0,0.5,26000000.0,127000000.0,12000000,,5437000000.0,47000000,4933000000.0,83000000,27000000.0,27000000.0,21000000.0,-231000000.0,19000000.0,-65000000.0,,-14000000.0,,,,,
2014-06-30,52000000,0.0,,-3000000.0,-9000000.0,226000000.0,2737000000.0,54000000.0,812000000,37000000,4420000000.0,-102000000,57000000,81000000,108400000.0,1000000.0,3000000.0,-106000000.0,,-30000000.0,30000000.0,15000000,15000000,0.0,2358000000.0,154000000.0,-21000000.0,16000000.0,379000000.0,486000000.0,2000000.0,-1213000000.0,42000000.0,0.02,29000000,1426000000.0,29000000.0,108400000.0,-88000000.0,-22000000.0,154000000,29000000,1000000.0,16000000.0,32000000.0,3207000000.0,,71000000.0,110000000.0,2310000000.0,0.0,30000000.0,760000000,52000000.0,94000000.0,0.02,28000000.0,124000000.0,27000000,,5468000000.0,2000000,4982000000.0,66000000,57000000.0,57000000.0,0.0,-5000000.0,23000000.0,-28000000.0,,40000000.0,,,,,
2014-09-30,128000000,0.0,,-3000000.0,-9000000.0,226000000.0,2752000000.0,-10000000.0,868000000,111000000,4512000000.0,-118000000,97000000,167000000,111000000.0,-32000000.0,2000000.0,-111000000.0,,-28000000.0,118000000.0,17000000,17000000,0.0,2359000000.0,154000000.0,0.0,5000000.0,393000000.0,573000000.0,4000000.0,-1238000000.0,46000000.0,0.77,116000000,1434000000.0,27000000.0,111000000.0,-95000000.0,23000000.0,135000000,116000000,2000000.0,29000000.0,64000000.0,3274000000.0,,43000000.0,137000000.0,2311000000.0,0.0,40000000.0,740000000,59000000.0,92000000.0,0.77,27000000.0,122000000.0,57000000,,5617000000.0,86000000,5044000000.0,40000000,97000000.0,97000000.0,0.0,-3000000.0,22000000.0,-23000000.0,,4000000.0,,,,,
2014-12-31,216000000,,,-45000000.0,-9000000.0,196000000.0,2713000000.0,-43000000.0,881000000,198000000,4611000000.0,-120000000,25000000,254000000,113300000.0,1000000.0,7000000.0,-117000000.0,,-34000000.0,203000000.0,18000000,16000000,0.0,2112000000.0,154000000.0,0.0,6000000.0,601000000.0,590000000.0,2000000.0,-1264000000.0,51000000.0,1.48,199000000,1459000000.0,30000000.0,113300000.0,-92000000.0,-41000000.0,89000000,203000000,0.0,27000000.0,63000000.0,3347000000.0,,128000000.0,77000000.0,2061000000.0,0.0,-72000000.0,665000000,85000000.0,106000000.0,1.48,29000000.0,120000000.0,97000000,,5739000000.0,168000000,5149000000.0,-3000000,25000000.0,25000000.0,250000000.0,-1000000.0,22000000.0,-35000000.0,,38000000.0,,,,,
2015-03-31,90000000,,,-59000000.0,-8000000.0,136000000.0,2638000000.0,42000000.0,568000000,69000000,4664000000.0,-90000000,33000000,121000000,114200000.0,27000000.0,2000000.0,-120000000.0,,-25000000.0,70000000.0,21000000,21000000,0.0,2113000000.0,154000000.0,-162000000.0,0.0,525000000.0,470000000.0,2000000.0,-1290000000.0,51000000.0,0.33,69000000,1481000000.0,28000000.0,114200000.0,-65000000.0,-90000000.0,188000000,69000000,1000000.0,23000000.0,36000000.0,3374000000.0,,80000000.0,31000000.0,2062000000.0,0.0,8000000.0,478000000,33000000.0,73000000.0,0.33,29000000.0,117000000.0,25000000,,5644000000.0,38000000,5174000000.0,123000000,33000000.0,33000000.0,250000000.0,-1000000.0,22000000.0,-25000000.0,,61000000.0,,,,,
2015-06-30,44000000,,,-27000000.0,-8000000.0,109000000.0,2700000000.0,14000000.0,430000000,21000000,4791000000.0,-150000000,24000000,45000000,114700000.0,-3000000.0,0.0,-121000000.0,,-21000000.0,-6000000.0,23000000,22000000,0.0,2210000000.0,105000000.0,-188000000.0,25000000.0,490000000.0,361000000.0,2000000.0,-1317000000.0,48000000.0,-0.29,-2000000,1485000000.0,28000000.0,114700000.0,-129000000.0,-21000000.0,162000000,-2000000,-4000000.0,-5000000.0,39000000.0,3474000000.0,,112000000.0,0.0,2162000000.0,0.0,-9000000.0,386000000,94000000.0,74000000.0,-0.29,29000000.0,115000000.0,33000000,,5583000000.0,-33000000,5222000000.0,33000000,24000000.0,24000000.0,250000000.0,0.0,22000000.0,-21000000.0,,41000000.0,,,,,
2015-09-30,96000000,,,6000000.0,-8000000.0,105000000.0,2737000000.0,-5000000.0,465000000,76000000,4828000000.0,-59000000,1000000,127000000,114700000.0,-1000000.0,2000000.0,-121000000.0,,-8000000.0,72000000.0,20000000,21000000,0.0,2227000000.0,72000000.0,-356000000.0,-54000000.0,510000000.0,368000000.0,3000000.0,-1345000000.0,48000000.0,0.35,71000000,1490000000.0,26000000.0,114700000.0,-51000000.0,-107000000.0,143000000,72000000,0.0,21000000.0,40000000.0,3483000000.0,,73000000.0,0.0,2179000000.0,0.0,-23000000.0,369000000,33000000.0,71000000.0,0.35,30000000.0,113000000.0,24000000,,5569000000.0,40000000,5201000000.0,92000000,1000000.0,1000000.0,250000000.0,-2000000.0,25000000.0,-8000000.0,,-28000000.0,,,,,
2015-12-31,88000000,,,-10000000.0,-8000000.0,98000000.0,2672000000.0,-8000000.0,435000000,63000000,4850000000.0,-44000000,2000000,147000000,,-3000000.0,9000000.0,-120000000.0,,-8000000.0,92000000.0,25000000,21000000,0.0,2472000000.0,72000000.0,-723000000.0,0.0,200000000.0,306000000.0,2000000.0,-1374000000.0,47000000.0,,90000000,1493000000.0,9000000.0,,-36000000.0,-112000000.0,157000000,94000000,-2000000.0,52000000.0,43000000.0,3476000000.0,,52000000.0,0.0,2424000000.0,0.0,1000000.0,347000000,19000000.0,73000000.0,,32000000.0,112000000.0,1000000,,5477000000.0,59000000,5171000000.0,121000000,2000000.0,2000000.0,,-1000000.0,23000000.0,-8000000.0,,36000000.0,,,,,
2016-03-31,68000000,,,-10000000.0,-8000000.0,85000000.0,2600000000.0,23000000.0,379000000,47000000,4850000000.0,-18000000,1000000,128000000,114700000.0,6000000.0,2000000.0,-121000000.0,,-8000000.0,72000000.0,21000000,21000000,0.0,2425000000.0,72000000.0,-442000000.0,0.0,175000000.0,223000000.0,1000000.0,-1404000000.0,48000000.0,0.36,72000000,1486000000.0,10000000.0,114700000.0,-10000000.0,-171000000.0,188000000,72000000,0.0,49000000.0,37000000.0,3446000000.0,,22000000.0,0.0,2377000000.0,0.0,-1000000.0,311000000,30000000.0,64000000.0,0.36,32000000.0,110000000.0,2000000,,5354000000.0,41000000,5131000000.0,178000000,1000000.0,1000000.0,,-2000000.0,24000000.0,-8000000.0,,19000000.0,,,,,
2016-06-30,42000000,,,-2000000.0,-8000000.0,83000000.0,2624000000.0,3000000.0,348000000,18000000,4517000000.0,1000000,1000000,101000000,114700000.0,6000000.0,5000000.0,-121000000.0,,-8000000.0,47000000.0,24000000,21000000,0.0,2412000000.0,72000000.0,-669000000.0,16000000.0,212000000.0,319000000.0,3000000.0,-1215000000.0,45000000.0,0.12,45000000,1481000000.0,15000000.0,114700000.0,-7000000.0,-133000000.0,132000000,46000000,1000000.0,53000000.0,29000000.0,3302000000.0,,68000000.0,0.0,2367000000.0,0.0,0.0,306000000,19000000.0,53000000.0,0.12,30000000.0,108000000.0,1000000,,5302000000.0,14000000,4983000000.0,125000000,1000000.0,1000000.0,,-1000000.0,24000000.0,-8000000.0,,-6000000.0,,,,,
2016-09-30,65000000,,,-6000000.0,-8000000.0,76000000.0,2468000000.0,13000000.0,372000000,39000000,4526000000.0,125000000,2000000,172000000,114700000.0,-3000000.0,6000000.0,-120000000.0,,-6000000.0,120000000.0,26000000,22000000,0.0,2278000000.0,72000000.0,-554000000.0,142000000.0,190000000.0,193000000.0,2000000.0,-1242000000.0,47000000.0,0.78,120000000,1474000000.0,13000000.0,114700000.0,-11000000.0,-259000000.0,135000000,120000000,0.0,104000000.0,34000000.0,3284000000.0,,37000000.0,,2231000000.0,0.0,1000000.0,307000000,29000000.0,53000000.0,0.78,29000000.0,105000000.0,1000000,,5144000000.0,89000000,4951000000.0,124000000,2000000.0,2000000.0,,-2000000.0,23000000.0,-6000000.0,,7000000.0,,,,,
2016-12-31,71000000,,,43000000.0,-8000000.0,108000000.0,2528000000.0,-21000000.0,398000000,47000000,4540000000.0,-14000000,1000000,133000000,,-10000000.0,-1000000.0,-121000000.0,,-7000000.0,79000000.0,24000000,24000000,0.0,1794000000.0,72000000.0,-487000000.0,2000000.0,734000000.0,227000000.0,10000000.0,-1268000000.0,44000000.0,,75000000,1475000000.0,12000000.0,,-9000000.0,-107000000.0,120000000,80000000,-1000000.0,55000000.0,44000000.0,3272000000.0,,58000000.0,,1750000000.0,0.0,-1000000.0,327000000,18000000.0,62000000.0,,31000000.0,103000000.0,2000000,,5161000000.0,44000000,4934000000.0,111000000,1000000.0,1000000.0,500000000.0,-2000000.0,23000000.0,-7000000.0,2000000.0,-23000000.0,,,,,
2017-03-31,173000000,0.0,,-144000000.0,-9000000.0,546000000.0,6329000000.0,-30000000.0,2121000000,101000000,14434000000.0,-68000000,176000000,195000000,143300000.0,8000000.0,13000000.0,-121000000.0,,-20000000.0,102000000.0,72000000,62000000,0.0,4939000000.0,236000000.0,-195000000.0,0.0,1390000000.0,980000000.0,58000000.0,-5387000000.0,195000000.0,0.41,101000000,2988000000.0,189000000.0,143300000.0,-48000000.0,99000000.0,144000000,101000000,1000000.0,74000000.0,64000000.0,9047000000.0,28000000.0,109000000.0,,4709000000.0,0.0,175000000.0,1948000000,102000000.0,541000000.0,0.41,94000000.0,135000000.0,1000000,,13579000000.0,59000000,12599000000.0,96000000,176000000.0,176000000.0,500000000.0,415000000.0,,,,138000000.0,,,,,
2017-06-30,120000000,0.0,,7000000.0,-9000000.0,541000000.0,6371000000.0,68000000.0,1949000000,44000000,14380000000.0,-3000000,251000000,138000000,143300000.0,13000000.0,8000000.0,-135000000.0,,-21000000.0,91000000.0,76000000,71000000,0.0,4936000000.0,231000000.0,0.0,129000000.0,1435000000.0,1065000000.0,18000000.0,-5430000000.0,190000000.0,0.33,88000000,2994000000.0,193000000.0,143300000.0,-111000000.0,-138000000.0,216000000,89000000,2000000.0,120000000.0,51000000.0,8950000000.0,29000000.0,135000000.0,,4710000000.0,0.0,75000000.0,1829000000,128000000.0,559000000.0,0.33,94000000.0,132000000.0,176000000,,13570000000.0,47000000,12505000000.0,105000000,251000000.0,251000000.0,500000000.0,-3000000.0,,,,-40000000.0,,,,,
2017-09-30,98000000,0.0,,316000000.0,-9000000.0,845000000.0,6728000000.0,116000000.0,2055000000,29000000,14381000000.0,-127000000,312000000,123000000,143300000.0,-11000000.0,8000000.0,-134000000.0,,-29000000.0,-18000000.0,69000000,69000000,0.0,4944000000.0,231000000.0,0.0,1000000.0,1784000000.0,1311000000.0,17000000.0,-5455000000.0,193000000.0,-0.41,-20000000,3002000000.0,188000000.0,143300000.0,-99000000.0,-136000000.0,324000000,-20000000,2000000.0,26000000.0,62000000.0,8926000000.0,30000000.0,148000000.0,,4711000000.0,0.0,61000000.0,1957000000,129000000.0,690000000.0,-0.41,94000000.0,109000000.0,251000000,,13771000000.0,-59000000,12460000000.0,225000000,312000000.0,312000000.0,500000000.0,-2000000.0,,,1000000.0,-157000000.0,,,,,
2017-12-31,146000000,,,149000000.0,-9000000.0,989000000.0,6440000000.0,-9000000.0,2337000000,62000000,14532000000.0,-193000000,156000000,159000000,143300000.0,-6000000.0,3000000.0,-155000000.0,,-78000000.0,61000000.0,84000000,88000000,0.0,4952000000.0,231000000.0,-616000000.0,2000000.0,1488000000.0,1322000000.0,12000000.0,-5549000000.0,201000000.0,0.1,60000000,3050000000.0,183000000.0,143300000.0,-117000000.0,-175000000.0,212000000,64000000,-3000000.0,69000000.0,68000000.0,8983000000.0,29000000.0,179000000.0,,4707000000.0,0.0,-156000000.0,2191000000,175000000.0,773000000.0,0.1,97000000.0,106000000.0,312000000,,13878000000.0,14000000,12556000000.0,95000000,156000000.0,156000000.0,,-7000000.0,,-78000000.0,,-135000000.0,,,,,
2018-03-31,114000000,,,-151000000.0,-9000000.0,824000000.0,6366000000.0,-83000000.0,2139000000,53000000,14689000000.0,-181000000,2000000,147000000,143300000.0,17000000.0,6000000.0,-194000000.0,,-60000000.0,64000000.0,61000000,59000000,0.0,4643000000.0,231000000.0,-535000000.0,3000000.0,1723000000.0,1020000000.0,10000000.0,-5649000000.0,232000000.0,0.08,62000000,3105000000.0,177000000.0,143300000.0,-124000000.0,-95000000.0,122000000,63000000,1000000.0,78000000.0,51000000.0,9040000000.0,29000000.0,169000000.0,,4358000000.0,,-154000000.0,2025000000,109000000.0,666000000.0,0.08,94000000.0,104000000.0,156000000,,13678000000.0,12000000,12658000000.0,-2000000,2000000.0,2000000.0,450000000.0,-1000000.0,67000000.0,-60000000.0,,161000000.0,,,,,
2018-06-30,107000000,,,193000000.0,-8000000.0,968000000.0,6688000000.0,4000000.0,2317000000,34000000,14823000000.0,-210000000,4000000,131000000,143300000.0,4000000.0,3000000.0,-176000000.0,,-66000000.0,63000000.0,73000000,70000000,0.0,4801000000.0,231000000.0,-1143000000.0,0.0,1887000000.0,1282000000.0,19000000.0,-5743000000.0,233000000.0,0.07,61000000,3165000000.0,174000000.0,143300000.0,-144000000.0,3000000.0,209000000,62000000,1000000.0,96000000.0,47000000.0,9080000000.0,29000000.0,249000000.0,,4510000000.0,,2000000.0,2210000000,146000000.0,824000000.0,0.07,97000000.0,101000000.0,2000000,,14041000000.0,10000000,12759000000.0,65000000,4000000.0,4000000.0,325000000.0,-1000000.0,67000000.0,,,-211000000.0,,,,,
2018-09-30,138000000,,,213000000.0,-8000000.0,1176000000.0,7209000000.0,-34000000.0,2759000000,66000000,15000000000.0,-299000000,1000000,164000000,143300000.0,-30000000.0,4000000.0,-158000000.0,,-139000000.0,82000000.0,72000000,70000000,0.0,4876000000.0,231000000.0,-1547000000.0,0.0,2333000000.0,1526000000.0,17000000.0,-5837000000.0,235000000.0,0.18,81000000,3277000000.0,170000000.0,143300000.0,-160000000.0,86000000.0,210000000,82000000,0.0,85000000.0,77000000.0,9163000000.0,29000000.0,236000000.0,0.0,4575000000.0,,-3000000.0,2621000000,169000000.0,989000000.0,0.18,98000000.0,99000000.0,4000000,,14485000000.0,26000000,12959000000.0,50000000,1000000.0,1000000.0,525000000.0,-26000000.0,69000000.0,,,-206000000.0,,,,,
2018-12-31,296000000,,,-423000000.0,-8000000.0,807000000.0,6969000000.0,-57000000.0,2607000000,215000000,14724000000.0,-255000000,1000000,314000000,143300000.0,-2000000.0,2000000.0,-176000000.0,,-89000000.0,96000000.0,81000000,77000000,0.0,5065000000.0,231000000.0,-1335000000.0,1000000.0,1904000000.0,1271000000.0,16000000.0,-5589000000.0,243000000.0,0.28,94000000,3340000000.0,184000000.0,143300000.0,-167000000.0,134000000.0,121000000,95000000,1000000.0,-53000000.0,79000000.0,9135000000.0,32000000.0,191000000.0,,4782000000.0,,0.0,2311000000,198000000.0,860000000.0,0.28,99000000.0,97000000.0,1000000,,14266000000.0,39000000,12995000000.0,-46000000,1000000.0,1000000.0,525000000.0,-2000000.0,,,,201000000.0,,,,,
2019-03-31,114000000,,,29000000.0,-8000000.0,786000000.0,6974000000.0,58000000.0,2199000000,42000000,9110000000.0,-210000000,1000000,42000000,143300000.0,14000000.0,6000000.0,-159000000.0,,-131000000.0,77000000.0,72000000,67000000,0.0,4570000000.0,194000000.0,-1348000000.0,103000000.0,2404000000.0,1082000000.0,1081000000.0,-5676000000.0,334000000.0,0.14,75000000,3460000000.0,3995000000.0,143300000.0,-182000000.0,-107000000.0,317000000,76000000,1000000.0,104000000.0,52000000.0,9110000000.0,32000000.0,1279000000.0,,4236000000.0,,0.0,2085000000,125000000.0,732000000.0,0.14,103000000.0,77000000.0,1000000,,14187000000.0,20000000,13105000000.0,135000000,1000000.0,1000000.0,1125000000.0,-2000000.0,,,,118000000.0,,,,,
2019-06-30,159000000,,,-277000000.0,-8000000.0,531000000.0,6880000000.0,24000000.0,1798000000,90000000,14948000000.0,-236000000,1000000,90000000,143300000.0,5000000.0,0.0,-178000000.0,,-139000000.0,120000000.0,69000000,68000000,0.0,5077000000.0,194000000.0,-1860000000.0,29000000.0,1803000000.0,823000000.0,822000000.0,-5771000000.0,327000000.0,0.43,119000000,3581000000.0,4102000000.0,143300000.0,-126000000.0,7000000.0,229000000,120000000,0.0,103000000.0,46000000.0,9108000000.0,32000000.0,1003000000.0,,4750000000.0,,0.0,1639000000,136000000.0,511000000.0,0.43,101000000.0,65000000.0,1000000,,14033000000.0,62000000,13210000000.0,103000000,1000000.0,1000000.0,800000000.0,-10000000.0,,,,255000000.0,,,,,
2019-09-30,104000000,,,67000000.0,-8000000.0,578000000.0,7219000000.0,-133000000.0,1699000000,38000000,14675000000.0,-139000000,2000000,38000000,143300000.0,-9000000.0,3000000.0,-160000000.0,,-56000000.0,-176000000.0,66000000,66000000,0.0,5527000000.0,159000000.0,-1038000000.0,23000000.0,1692000000.0,1059000000.0,1057000000.0,-5713000000.0,362000000.0,-1.59,-178000000,3611000000.0,4104000000.0,143300000.0,-106000000.0,49000000.0,91000000,-177000000,1000000.0,-135000000.0,55000000.0,8871000000.0,32000000.0,1091000000.0,,5165000000.0,,1000000.0,1595000000,128000000.0,686000000.0,-1.59,100000000.0,63000000.0,1000000,,14034000000.0,-228000000,12975000000.0,-15000000,2000000.0,2000000.0,601000000.0,-1000000.0,,,,-172000000.0,,,,,
