date,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue
2017-03-31,120086000.0,79468000.0,5658008000.0,23634000.0,5935346000.0,2450295000.0,10202000.0,35989000,34861000,0.39,19031000.0,63734000.0,2573949000.0,123654000.0,,,22956000.0,253704000.0,34775000.0,2788043000.0,30062000.0,493000.0,147922000.0,34861000,-7786000.0,1494000.0,140053000.0,-69161000.0,82765000.0,90949000.0,0.39,3067025000.0,-2442000.0,100000000.0,-31214000.0,978000.0,120086000.0,245529000.0,245529000.0,-1829000.0,245826000.0,123150000.0,89925000.0,-62783000.0,4449000.0,219521000.0,57288000.0,-99882000.0,-1952809000.0,24682000.0,72985000.0,,36460000.0,,277338000.0,214094000.0,7432833000.0,-31413000.0,7878000.0,5480024000.0,4449000.0,,0.0,-317642000.0,471000.0,,,,,,,,,,,,
2017-06-30,116754000.0,80353000.0,5750378000.0,23592000.0,5798600000.0,2303900000.0,45217000.0,40314000,39188000,0.43,18024000.0,65033000.0,2438751000.0,134851000.0,,,21966000.0,24630000.0,-143823000.0,2673411000.0,29665000.0,704000.0,155784000.0,39188000,-7667000.0,1785000.0,143017000.0,-69326000.0,83057000.0,91041000.0,0.43,3045198000.0,-311000.0,0.0,-334091000.0,978000.0,116754000.0,16318000.0,16318000.0,-1795000.0,253704000.0,127338000.0,90105000.0,-85245000.0,4446000.0,223370000.0,59960000.0,-215713000.0,-2016259000.0,48559000.0,130462000.0,,40339000.0,,48222000.0,234660000.0,7581188000.0,20616000.0,-229074000.0,5564929000.0,4446000.0,,0.0,-351910000.0,25000.0,,,,,,,,,,,,
2017-09-30,127557000.0,88283000.0,5785823000.0,23620000.0,6168895000.0,2204251000.0,58635000.0,35475000,34384000,0.38,17324000.0,67014000.0,2358757000.0,154506000.0,,,21210000.0,359452000.0,-70982000.0,2629303000.0,28420000.0,30000.0,189253000.0,34384000,14097000.0,1255000.0,139895000.0,-69344000.0,84338000.0,92033000.0,0.38,3459922000.0,807000.0,0.0,-378344000.0,1028000.0,127557000.0,350274000.0,350274000.0,-7000.0,24630000.0,124211000.0,91011000.0,-71789000.0,4353000.0,228178000.0,55557000.0,275380000.0,-2080989000.0,70027000.0,130424000.0,,35987000.0,0.0,383072000.0,270546000.0,7649139000.0,23604000.0,334822000.0,5568150000.0,4353000.0,,0.0,-383584000.0,512000.0,,,,,,,,,,,,
2017-12-31,128313000.0,80638000.0,5771905000.0,24038000.0,6173748000.0,2204598000.0,21516000.0,89082000,87989000,0.92,17708000.0,68193000.0,2359165000.0,154567000.0,0.0,,20618000.0,377805000.0,-9724000.0,2611804000.0,27237000.0,572000.0,195764000.0,87329000,-944000.0,45196000.0,149189000.0,-72930000.0,85901000.0,97068000.0,0.91,3482593000.0,-7357000.0,0.0,-350000.0,1028000.0,128313000.0,368492000.0,368492000.0,-57000.0,359452000.0,178109000.0,94905000.0,-79269000.0,4299000.0,229827000.0,63288000.0,-72708000.0,-2118839000.0,51383000.0,100785000.0,,89298000.0,,401843000.0,252639000.0,7667743000.0,-17653000.0,18353000.0,5548904000.0,4299000.0,0.0,0.0,-368703000.0,216000.0,,,,,,,,,,,,
2018-03-31,,83965000.0,5988541000.0,23397000.0,6128375000.0,2204940000.0,15326000.0,40525000,39395000,0.41,17829000.0,70224000.0,2361942000.0,157002000.0,,,20374000.0,116437000.0,-275557000.0,2589792000.0,26863000.0,336000.0,199420000.0,39395000,-9836000.0,1829000.0,146718000.0,-72943000.0,88053000.0,96046000.0,0.41,3459552000.0,-1830000.0,0.0,-358000.0,1026000.0,123706000.0,101401000.0,101401000.0,3579000.0,377805000.0,131511000.0,95067000.0,-71828000.0,4183000.0,230683000.0,58665000.0,-72965000.0,-2185452000.0,29061000.0,87154000.0,,40913000.0,,139834000.0,227850000.0,7947710000.0,-27764000.0,-261368000.0,5762258000.0,,,,-396596000.0,388000.0,,,,,,,,,,,,
2018-06-30,,85061000.0,6034781000.0,23473000.0,6131906000.0,2205288000.0,38411000.0,39872000,38671000,0.4,18007000.0,75569000.0,2362055000.0,156767000.0,,,20607000.0,73652000.0,-111681000.0,2617364000.0,26205000.0,138000.0,204717000.0,38671000,-573000.0,1872000.0,152072000.0,-75016000.0,93576000.0,95337000.0,0.4,3435836000.0,-5963000.0,,-355000.0,1027000.0,127777000.0,64071000.0,64071000.0,8794000.0,116437000.0,136428000.0,95243000.0,-105718000.0,4023000.0,237133000.0,58496000.0,-75233000.0,,,144129000.0,,40252000.0,,97125000.0,255309000.0,,24693000.0,-42785000.0,,,,,-436575000.0,380000.0,,,,,,,,,,,,
2018-09-30,,87833000.0,6157305000.0,22605000.0,6198500000.0,2259609000.0,49873000.0,39990000,38866000,0.41,18234000.0,76476000.0,2438507000.0,178898000.0,,,21235000.0,18590000.0,-164553000.0,2723703000.0,24664000.0,921000.0,228468000.0,38866000,9298000.0,1943000.0,153937000.0,-75070000.0,94710000.0,95417000.0,0.4,3400876000.0,7051000.0,,-8359000.0,1030000.0,140046000.0,8529000.0,8529000.0,14031000.0,73652000.0,138031000.0,95257000.0,-94794000.0,4131000.0,241770000.0,59227000.0,-35176000.0,,,144667000.0,,40320000.0,,41195000.0,285196000.0,,24099000.0,-55062000.0,,,,,-466512000.0,330000.0,,,,,,,,,,,,
2018-12-31,,86720000.0,6153063000.0,22920000.0,6219586000.0,2321576000.0,40907000.0,40307000,39196000,0.41,19466000.0,78677000.0,2505602000.0,184026000.0,,,22047000.0,43603000.0,-89130000.0,2781808000.0,22283000.0,143000.0,205454000.0,38089000,-3022000.0,2192000.0,158199000.0,-74976000.0,98143000.0,95465000.0,0.41,3364097000.0,-2240000.0,0.0,-714366000.0,1031000.0,146866000.0,34378000.0,34378000.0,6929000.0,18590000.0,141357000.0,95262000.0,-86890000.0,4412000.0,244919000.0,60056000.0,-13654000.0,,,127797000.0,0.0,40633000.0,,66523000.0,276206000.0,,-11475000.0,25013000.0,,,0.0,,-495496000.0,326000.0,,,,,,,,,,,,
2019-03-31,,90838000.0,6252310000.0,21337000.0,6285394000.0,2124819000.0,13153000.0,39721000,38613000,0.4,19306000.0,80274000.0,2320448000.0,195629000.0,,,20470000.0,11747000.0,-176757000.0,2559074000.0,21955000.0,-3539000.0,217663000.0,38613000,-6730000.0,1912000.0,157729000.0,-74982000.0,99580000.0,97041000.0,0.4,3652828000.0,-2374000.0,,-835603000.0,1064000.0,126964000.0,6092000.0,6092000.0,616000.0,43603000.0,140633000.0,96892000.0,-79498000.0,4030000.0,248567000.0,58149000.0,52250000.0,,,92651000.0,,39889000.0,,33084000.0,238626000.0,,-31376000.0,-31856000.0,,,328374000.0,,-526856000.0,168000.0,,,,,,,,,,,,
2019-06-30,,91227000.0,6444362000.0,22297000.0,6621602000.0,2476803000.0,-1206000.0,43542000,42399000,0.43,19009000.0,84646000.0,2664171000.0,187368000.0,,,19349000.0,154943000.0,-253350000.0,2932834000.0,21313000.0,107000.0,233335000.0,42399000,-10504000.0,1909000.0,164534000.0,-80741000.0,103655000.0,98997000.0,0.43,3615623000.0,-6776000.0,,-771249000.0,1065000.0,128371000.0,149551000.0,149551000.0,-6795000.0,11747000.0,147765000.0,98903000.0,-127226000.0,4505000.0,255761000.0,60879000.0,270526000.0,,,126020000.0,,43770000.0,,177240000.0,268663000.0,,13778000.0,143196000.0,,,0.0,,-563834000.0,228000.0,,,,,,,,,,,,
2019-09-30,,93873000.0,6462551000.0,23170000.0,6648646000.0,2477387000.0,95827000.0,44782000,43597000,0.44,18789000.0,85814000.0,2664754000.0,187367000.0,,,20719000.0,162925000.0,-99377000.0,2990865000.0,21715000.0,-1388000.0,238014000.0,43597000,43925000.0,2133000.0,166799000.0,-80766000.0,104603000.0,99066000.0,0.44,3584878000.0,-5440000.0,,-251000.0,1065000.0,170689000.0,157239000.0,157239000.0,-6438000.0,154943000.0,151628000.0,98959000.0,-93937000.0,3648000.0,260672000.0,62196000.0,-82405000.0,,,189764000.0,,45095000.0,,186095000.0,326111000.0,,55501000.0,7982000.0,,,0.0,,-599615000.0,313000.0,,,,,,,,,,,,
2019-12-31,,90409000.0,6699172000.0,21833000.0,6748504000.0,2524099000.0,,96225000,95014000,0.96,18450000.0,,2739680000.0,215581000.0,,,20168000.0,,,3046780000.0,20688000.0,,248716000.0,95014000,,46735000.0,173052000.0,,103990000.0,100932000.0,0.95,3628685000.0,,,,1069000.0,171719000.0,23184000.0,23184000.0,-6529000.0,,202313000.0,99055000.0,,,263461000.0,69062000.0,,,,,,96605000.0,,49332000.0,307100000.0,,,,,,,,-584167000.0,380000.0,,,,,,,,,,,,
