date,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2009-03-31,,,1714256278.450438,5562514714.231154,9755564407.663168,135800137.284654,0.0,397700402.047915,0.0,1260119455.712796,5872033208.951372,1117264765.841927,3883531198.711795,201054748.70715,,57318239.763003,1357119553.773264,1357119553.773264,0.0,3990231306.578309,21163657.758647,-926791846.0141,8041308129.212729,5474332806.903457,2190438578.020004,177245633.728672,1872101892.567017,1263646732.005904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,1744266006.038554,7274822564.578979,14844760842.300844,0.0,,288068173.724549,0.0,3516722169.750458,10340502211.555832,2411139423.498748,4433783236.561637,208783355.268251,,84570473.020051,3409247193.62081,3409247193.62081,880942.427292,6129597409.09912,163855291.476349,,13100494836.26229,10052434037.831282,,177950370.313024,2362687589.997677,1301151965.110578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,1840109690.414678,8123776130.840303,16923726540.263607,0.0,0.0,443739370.320095,0.0,5917405372.859833,11769658536.585365,2903675482.76919,5082752747.733941,222750120.418619,,86282655.340018,1929033651.530411,1929033651.530411,2122729408.416167,5097720147.129658,9684787.844288,-1029228817.270219,15083616849.848928,11325919166.26527,2260957744.01191,189293580.592897,2583197048.649122,1231728926.741691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,11190204.292067,,1937626912.418638,10164148636.978798,17141671405.555199,0.0,500976838.306374,1012283095.95927,0.0,2232876148.740092,11716143893.793903,2498858696.913063,5311043114.003996,221221731.004705,,92964774.118709,2524682245.279371,2535872449.571438,0.0,8182621692.337436,0.0,,15204044493.13656,10703860797.834633,,237576644.970033,2655521557.001998,1272240149.513437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,11812278.022332,,2220708268.198476,8637306436.758282,15756735147.64686,0.0,656425164.383896,1177009131.51097,0.0,3018037034.705907,9640506334.512075,2241801621.809784,5968575337.85563,218527143.413148,,107154236.345443,2600388633.202015,2612200911.224347,38811770.644806,5133278534.847845,0.0,-1089260780.48793,13536026879.448383,8463497203.001106,2531202433.356925,221902079.990957,3178346522.151846,1441941652.868995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,7400331.861388,,2513646055.584858,3624518093.888797,18015696787.001713,155406969.089152,640539835.557934,1198031502.449178,0.0,3102383568.113074,11690879822.801931,3733878553.6182,6173521290.589176,214609623.980258,,124161123.45218,1935597911.300868,1942998243.162257,13156145.531357,6166943217.823497,118405309.782211,,15502050731.416853,10492848320.352755,,235166101.373003,3283280569.16923,1633006564.079662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,2437214.416396,,2667937381.147652,10280170408.35639,18054884396.658165,164105770.703966,580869435.907604,1165800895.842534,-11373667.276513,2898660345.899763,11012959542.885983,2559887542.020783,6880256297.484611,218536892.670133,,139733626.540011,2269859026.469713,2272296240.886109,255095108.916067,6541483493.605631,129984768.874429,-1150365204.538695,15386947015.510513,9847158647.04345,3041643591.661635,255095108.916067,3700503888.893896,1891278387.12294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,1620950.33233,,2899069669.372248,4862850996.990073,21672916418.41859,164526458.731497,530861233.838083,1258667933.054264,36471382.477426,2617834786.712989,14361619944.444016,3902437925.084533,7125697660.922786,219638770.030718,,140212203.746547,2722386083.148276,2724007033.480606,164526458.731497,8676136653.796455,142643629.245042,,18773846749.04634,13102952011.389751,,392269980.423866,3954308335.719094,2077247850.880926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,20021459.752659,,3547802668.171168,3077698793.178736,23275347391.661095,0.0,180193137.773931,920186290.232206,124000000.0,4469590675.183587,15077760910.532412,4091585515.053385,7983757290.970287,224240349.22978,,142552793.438932,1842775155.634731,1862796615.38739,431662672.267327,5967996723.072583,410000000.0,-1198885009.989219,19727544723.48993,14157574620.300205,4012300534.432856,565406023.415089,4365479084.46976,2813415524.443637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,19770670.360082,,4007119468.581465,4013446083.096692,24220652844.72953,0.0,271253597.340328,892843473.461313,141000000.0,3081852095.729617,15597477260.476068,3956506552.459655,8345595372.397909,221431508.032921,,137603865.706172,2557533917.780237,2577304588.140319,434954747.921809,7203641452.399559,457000000.0,,20213533376.148067,14704633787.014755,3352314866.255542,438908881.993825,4635826786.03208,3352314866.255542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,487056355.891243,,4769793278.383203,3574945666.393849,25707618232.78834,0.0,437470979.757816,1035694549.883677,147000000.0,4123583860.386284,16631894872.108835,3349412181.399875,8655047427.676563,226333249.125159,,115166034.89054,2417686968.570158,2904743324.461401,524645270.056905,7130696993.639275,485000000.0,-1318811052.322921,20937824954.40514,15596200322.225159,5232056946.207732,443069328.676106,4755397524.021886,3913245893.884811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,835486525.914872,300933535.400617,6280007725.597092,4765044953.961879,27377032417.892998,0.0,1129292688.108632,1721656594.634058,186000000.0,1735911341.047771,17021751078.686495,4198814749.194928,9301222034.948027,224116290.837828,,115621832.022342,2377374929.664876,3212861455.579748,624833051.13444,7656382684.876757,1133000000.0,,21097024692.295906,15300094484.052437,4460943697.135992,428434322.767721,5367703955.119431,4460943697.135992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,1179967832.068648,329014097.001502,6613103297.638465,4239558777.907434,26674958005.557312,0.0,1050283443.469515,1641067880.421118,56000000.0,1019863648.612929,14504638500.170845,3475861822.823655,10998356882.490604,228148461.424399,,120878658.509068,2655327882.613096,3835295714.681744,664432361.341233,7153454916.801516,0.0,-1522590784.663886,20061854707.918846,12863570619.749727,6143998040.113209,417871918.819426,6740386123.485762,4621407255.449323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,1887014514.743108,415504501.505663,8485817230.354779,5261140990.408658,30340861316.467846,0.0,2027432043.908066,2702421570.069439,88000000.0,3183618482.880344,17657299003.708035,3796200218.301736,11458398841.91703,234850370.416244,89505910.403394,120709805.773384,3418468853.296588,5305483368.039697,611760580.280076,11116798303.129766,0.0,,21855044086.113068,14954877433.638596,5105942668.700021,412219880.940401,7373152013.872224,5105942668.700021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,3269613463.160257,421939406.365491,8408768722.904368,4411184702.91195,35072670813.70068,626000000.0,2630867247.199849,3384687846.714481,213000000.0,4127668105.749367,21147002658.950294,4581294661.2095,12584801424.640293,245992341.65577,94227574.939329,111738894.175841,4188540786.904863,7458154250.06512,636244598.92662,13049268320.580172,0.0,-1967938733.246163,26663902090.796318,17762314812.235813,7418128377.52452,522004087.716991,8311205658.586656,5450189644.278357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
