date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1991-09-30,804184157.313301,,-2.33765,52998956.252762,7099124.171067,80398416.2616,,72498571.807335,,,259794882.015024,9699809.986743,15913106.0,128997459.125055,0.0,72498571.807335,-21583119.407622,-29199424.657534,102457926.838441,401192096.332302,-5685597.007527,-1199276373.840035,69091493.59877,-799248.77667,0.0,-18982476.548889,,3009240717.631463,605388074.237738,265094777.728679,216495734.865223,,,-15290062.494617,8569085.828529,-13299738.400354,-47799058.771542,1809964343.791427,,,-40565595.956511,1414172140.521432,,,,349993104.728237,2483451076.447194,15913106.0,1878063002.209456,1041079490.941228,168896672.558551,43299147.149801,-34499320.371189,-37199267.344233,37768510.486063,-2.33765,,18599633.230225,5299895.713654,-1700700.847723,,-14483995.236555,0.0,-0.883783,274894584.180292,51198991.604065,-34499320.371189,15099702.165267,,1679266918.25011,204195977.021653,-2697783.115959,,,,,
1991-12-31,747399246.539792,,,48480491.349481,-3701915.822766,65183492.949617,,92562752.595156,,,227508450.692042,4298270.761246,,126249197.231834,0.0,92562752.595156,-18568839.862188,-39357832.34736,-8573318.504236,347995913.711168,64089785.779434,-1208513693.771626,19758907.257491,3399626.922571,17293040.657439,45405073.142183,,2971504266.435986,539782791.522491,259495578.719723,153938055.363322,,,-18177798.246425,-6214452.082317,-17379459.41519,-53529742.585324,1762990572.66436,,-932765.752889,26836233.279995,1358153479.238754,,,,322170253.108912,2365048304.49827,,1825265512.975779,1021588912.629758,155737331.314879,32040111.819522,-36150283.170134,-38546257.976214,33143380.265043,,,17870498.398335,14694087.370242,-99998.232435,,-17072846.515404,0.0,3698589.044154,259495578.719723,25825660.602257,-36150283.170134,13794448.961938,,1617649057.958478,180827235.294118,-2395973.922297,,,,,
1992-03-31,935036708.392842,,-2.340277,65539489.204402,899169.957154,74731003.10846,,49554247.668655,,,230986736.95707,8392252.373351,17588518.0,248670409.980677,89916982.273376,49554247.668655,-13487547.677056,-39463564.647568,36166608.418046,378050956.901621,-41961258.506259,-1208084611.442493,-40362734.604721,-0.840124,99907.586323,-63841057.716542,,2901820835.923717,525914439.217004,241976589.93531,105902223.809124,,,-20181366.882299,-2497693.858691,-20181366.882299,-58845669.159036,1693736224.481223,,122686726.875578,-77328605.393598,1122363755.355793,,,,342783518.440729,2299377054.52407,17588518.0,1773462615.307065,814947582.962278,153658132.403596,37765132.319583,-38664302.276737,-41161996.135428,36965870.788877,-2.340277,,18482935.394438,10889945.391918,0.0,,-12588377.719903,0.0,-799262.370831,256263399.983198,35267438.460892,-38664302.276737,14186901.62144,,1364340345.291103,153758039.989919,-2497693.858691,,,,,
1992-06-30,839178218.972002,,-1.61958,62732931.048893,-97470.834713,71952467.195988,,-4208918.512328,,,223974602.59089,10822932.720435,20604544.0,188900279.983285,0.0,-4208918.512328,-14070848.478397,-27658608.441287,-49494850.791636,404557256.999582,20215178.272243,-1238624645.215211,-53235600.539449,4108707.066618,16735462.599248,10327662.814745,,2899343709.151692,465486365.231926,251532998.746344,72754166.318429,,,-17398264.542691,8317625.574593,-17537160.885917,-50106174.676139,1660719063.936481,,173614.11899,-3743185.663652,1112357084.830756,,,,360263398.244881,2203068301.713331,20604544.0,1737581936.481404,824046153.781864,153725745.089845,35976234.01588,-32569013.790221,-33370712.912662,35788295.529552,-1.61958,,22547778.520685,10822933.556206,100212.285834,,-14168319.31311,0.0,100212.285834,242413674.885081,44293858.754701,-32569013.790221,14129941.49603,,1363890082.741329,134585185.959047,-1711224.653637,,,,,
1992-09-30,776889368.842611,,-1.259308,72914533.440128,-2635.446029,68120152.98358,,-14383140.568682,,,208255892.671205,11186886.663997,21018663.0,180188791.34962,0.0,-14383140.568682,-14092782.859364,-19277404.084902,31706699.722408,386047494.593512,-29493858.892936,-1218272002.402883,-6484352.88146,-113389.446358,17579394.473368,-35382405.658876,,2789730017.621145,462158281.137365,341200062.47497,43249305.56668,,2489692.953065,-12861244.025551,13584077.693232,-14383140.568682,-40053051.661994,1571458015.218262,,-5098375.435897,-49475188.51824,1002025476.171406,,,,337204745.694834,2120114907.488987,21018663.0,1657956626.351622,740931517.020425,146528247.496996,35258671.205447,-25669911.093312,-26468974.769724,29725711.935476,-1.259308,,20775647.577093,115364775.330396,-200095.345505,,-2908530.840435,0.0,0.0,234724867.440929,48842748.898678,-25669911.093312,13584077.693232,,1343225537.845414,114565711.653985,-585461.94422,,,,,
1992-12-31,730962049.56727,,,27509862.313139,-2299601.835342,64741976.722972,,16505917.387884,,,216377571.203777,9403371.361133,,177063477.576711,0.0,16505917.387884,-18170267.090611,-7930350.88936,31139294.814832,348160833.12217,40235994.201697,-1214035231.313926,32458444.909974,6118.310344,16505917.387884,21271557.445016,,2752186658.536585,454763032.258065,349325232.88749,9403371.361133,,214307.781769,-18783942.016021,23337719.715901,-17183367.665116,-48638051.321381,1538151427.222659,,-1320220.476058,3101290.354405,1003859883.556255,,,,291349207.288557,2084147166.797797,,1629384134.539732,767875283.241542,143151319.433517,33473906.904493,-31454683.656265,-31460801.179826,31268070.605261,,,24200560.331879,116441744.29583,-153.132303,,-19852524.290203,0.0,-16507140.886924,234484062.155783,56811625.833612,-31454683.656265,63722845.003934,,1353185117.230527,92833280.881196,-707592.00608,,,,,
1993-03-31,829451378.131213,,-1.319194,,700465.208748,68445499.005964,,77151286.67992,,,216343814.71173,16711108.548708,21694323.0,178118403.976143,16711108.548708,77151286.67992,-7905254.870775,-16711108.548708,106570842.942346,365843194.4334,-31821153.081511,-1256435215.109344,60440177.335984,2401596.023857,17411574.552684,-38925875.944334,,2787252826.242545,550265789.264414,340326232.206759,-18312173.359841,,,-13508979.72167,15110044.532803,-12708447.713718,-40526939.960239,1530817611.133201,,,-46831130.815109,993260269.582505,,,,314108803.976143,2163037879.125249,21694323.0,1612772089.860835,769811732.007952,143895654.870775,36624345.924453,-27818492.246521,-28619024.254473,31821153.081511,-1.319194,,23815831.411531,106570842.942346,0.0,,-7204789.662028,0.0,0.0,252868093.836978,51734390.457256,-27818492.246521,81954478.727634,,1333586501.789264,79552882.703777,-800532.007952,,,,,
1993-06-30,791230213.728549,,-1.1408,,15598097.193749,63794373.634945,,100391145.865835,,,213981127.145086,20198218.408736,19808909.0,173484698.907956,0.0,100391145.865835,-16192619.544201,-6999382.99532,7719076.71444,378166645.865835,17022458.073711,-1247189997.659906,23552414.707698,-1601667.006696,20998147.425897,12428212.917813,,2722359887.675507,543052102.964119,241178727.769111,-41196366.614665,,,-12188753.507659,24097874.414977,-10899039.00156,-32697116.224649,1475169890.015601,,,-3764406.626388,1083104470.358814,,,,321371655.226209,2115513411.856474,19808909.0,1572461308.892356,877622593.603744,139387705.928237,32697116.224649,-21798077.223089,-22598007.020281,30373361.739082,-1.1408,,25697733.229329,6199453.198128,3099726.209048,,3305133.655788,0.0,0.0,213981127.145086,56794990.639626,-21798077.223089,97291418.876755,,1324283198.127925,66094170.826833,-799326.8064,,,,,
1993-09-30,745125035.982009,,-0.780993,,-1298058.65437,63702140.17991,,72002419.04048,,,208407002.248876,27800934.032984,22023995.0,166405591.454273,0.0,72002419.04048,-18603560.367632,2300077.961019,-6286290.721254,379312745.127436,-10702161.813789,-1233841457.271364,-27790703.737835,2200171.432614,36001209.895052,-2703318.232849,,2655089211.394303,525517657.421289,253408514.242879,-56201888.305847,,99905.809186,-7303375.466323,32301086.206897,-8200275.862069,-24700830.584708,1421247754.122939,,-199532.34849,-21306878.600481,1056235489.505247,,,,313310526.986507,2054769040.47976,22023995.0,1529251383.058471,868029165.667166,132704458.770615,33701132.683658,-16500554.722639,-17200577.961019,27808509.167413,-0.780993,,27000907.046477,9000302.098951,1.529656,,-18601100.365574,0.0,-0.749625,216607278.110945,66002218.14093,-16500554.722639,108003628.935532,,1309644003.748126,55501865.067466,-600215.398541,,,,,
1993-12-31,728684598.749152,,,14364213.699043,-1434301.502628,67253451.873283,,79900939.64283,,,220051776.053048,10573657.599277,,167283240.901213,0.0,79900939.64283,-37897764.976264,-2342904.609221,-1070036.892732,394469007.114294,27695389.260742,-1248589339.160576,7838565.31483,9069828.719089,13466450.154472,43565194.958413,,2678726381.583905,492872088.011454,242595611.483686,-76908394.996609,,-796248.335105,,28253617.028574,-10695834.614755,-30585438.839939,1430137042.423329,,90432.415508,5667429.982149,1049684878.306081,,,,329558459.850231,2020965088.538919,,1528093000.527466,865044879.059604,134864007.987341,36656930.235489,-19889604.225184,-19983814.542469,30596521.637795,,,28242281.820095,9077385.276166,-0.749625,,-34756595.749352,0.0,-252.410623,213966935.423103,64910547.264063,-19889604.225184,83591744.405094,,1292280489.789767,49775991.259136,-94210.317285,,,,,
1994-03-31,,,-0.539634,,,,,,,,,,20022017.0,,,,,384561996.385978,,384561996.385978,,,,,,,,,,,,,,,384561996.385978,,,,,,,,,,,,,20022017.0,,,,,-10804551.499819,-10804551.499819,,-0.539634,,,,,,,,,,,-10804551.499819,,,,,,,,,,
1994-06-30,,,0.840047,,,,,,,,,,21609000.0,,,,,369736783.93051,,369736783.93051,,,,,,,,,,,,,,,369736783.93051,,,,,,,,,,,,,21609000.0,,,,,24635766.196164,24635766.196164,,1.14007,,,,,,,,,,,24635766.196164,,,,,,,,,,
1994-09-30,749825653.275695,,0.599824,,,64836805.545204,,46226241.335619,,,200513825.74346,181903261.533875,21823818.0,163993093.836178,,46226241.335619,,47727093.985243,,427042419.318775,,-1139646943.429977,,,14108008.496683,,,2447689479.764478,627656301.70679,221325639.859879,-14208065.141239,,,,75342770.365954,6703805.619736,23113120.667809,1308042536.334501,,,,1053998323.02303,,,,314478519.788328,2025149616.903928,26189233.0,1397493315.197138,856386144.443616,137978326.004323,37221129.164493,16409315.048073,15708917.790862,,0.719806,,,6703805.619736,,,,,-24613972.57211,181903260.788552,112563899.530446,16409315.048073,89450778.862637,,1275323962.88291,59633852.575091,,,,,,
1994-12-31,738142842.382785,,,9995163.887701,157183227.677119,34794306.952815,,50575528.715975,,,221592780.39048,167418992.446915,,156024506.19923,0.0,50575528.715975,-59851939.495655,50196592.282582,-16681723.007177,374808593.837192,50832639.632066,-1117259402.878723,7830720.733171,,12094147.783953,87315456.181816,,2406235718.96822,621299377.93929,240083832.834545,-21389650.135385,,-698925.815327,14498456.066868,72302041.849271,15795513.128823,39984545.130227,1288976316.089497,,598132.704507,27463516.686161,1034699350.149637,,,,289817694.601795,2012926025.366966,,1391626647.427676,832297284.452045,130436886.846231,12688858.13145,24189032.001404,22759106.965644,22105449.566688,,,,6396904.660111,-1998927.964252,,-62803012.441468,0.0,87640712.246929,184510722.530996,84990899.235397,22756793.213861,92655167.450477,,1274783183.696736,71965178.851361,,,,,,
1995-03-31,791955835.471913,,1.919939,,-698197.889934,55556599.657827,,81290176.789279,,,228809406.187625,170360273.025378,21449288.0,155398890.789849,50569471.770744,81290176.789279,-39198821.642429,101338429.569433,9974255.061306,484050588.109495,-44185948.816652,-1143448576.418591,30620962.360992,-0.71286,14961382.948389,59147331.052181,,2443692438.69404,704282135.015683,249456114.200171,31319160.250927,,-698197.889934,24237439.4069,126972264.756202,24935637.296835,78397643.284859,1300243862.275449,,1396395.779869,19948509.409752,1062258141.573995,,,,327155558.882236,2103670091.246079,27482020.0,1399387955.517536,841128911.462789,126274066.153407,29922764.471058,53462005.988024,52763808.09809,25633835.186769,2.459933,,,5685325.064157,0.0,,-38500623.752495,0.0,-22841043.627032,213848023.952096,156895029.22726,53462005.988024,99144093.242087,,1311714255.774166,94855163.957799,-698197.889934,,,,,
1995-06-30,872686871.679162,,2.399966,,-1499251.706106,50940861.052478,,209656603.100662,,,243117757.47871,8789796.200597,21413239.0,157916670.063323,0.0,209656603.100662,-72171885.104787,126652965.281316,-87084735.445613,521894117.475799,-9651549.545674,-1187121834.922483,127295707.702331,-99883.558193,15282257.806245,118446495.281613,,2556232393.187277,698788755.367931,264193289.904651,97486824.368586,,-990.551728,32496696.265274,153458252.301403,34160342.091855,100383461.678434,1369110558.264794,,101864.646654,46274610.176826,1016819543.634908,,,,344300291.142005,2153699705.21872,27302026.0,1454910950.578645,759917788.776476,128051341.436786,24771242.448504,66223119.586578,65523931.144916,26805287.020087,3.059973,,,5793274.619696,0.0,,96033831.40953,0.0,-26169618.603974,218346515.030206,177593826.333794,66223119.586578,85800392.313851,,1281012833.539559,128850413.421646,-800062.536589,,,,,
1995-09-30,956024467.706013,,2.459921,,134361681.964266,56471077.208612,,175189815.887157,,,236043128.433556,13345898.292502,21352201.0,160349973.273942,0.0,175189815.887157,-73479945.814031,124594917.594655,-11231399.348432,556643478.841871,50152436.743915,-1233499639.198218,-35413274.369188,-101687489.893757,18524904.231626,79165323.629086,,2699357345.211581,722172457.312546,260543807.720861,165528978.470676,,2014.722286,34595631.9596,153027955.744146,35655459.539718,102484547.884187,1465857706.013363,,692856.871176,5685377.815055,1053031221.974759,,,,375577484.038604,2269599497.401633,26559857.0,1547427040.089087,760019034.892353,128279978.470676,28982510.764662,66829088.344469,65335144.023756,28433038.149491,3.059879,,,5975775.055679,0.74239,,-103546678.33261,0.0,-22309561.247216,254568031.922791,181065994.803267,66829088.344469,81569334.075724,,1313575029.69562,164732208.61173,-1489627.472512,,,,,
1995-12-31,975822612.36161,,,22693549.380453,-25794469.189107,60309453.0596,,186247057.702178,,,255127477.820955,10297072.366009,,158354985.702764,0.0,186247057.702178,-93070345.312497,69034559.35654,-332913.87383,456574123.912262,-72693227.112434,-1229550488.305594,11658467.345677,117282969.14978,13996020.969279,128931213.700145,,2751617825.353765,706799084.976904,275721623.286165,195744357.357578,,-802400.296314,13540422.264846,95231963.484392,13459967.548353,44167563.254702,1522067337.048171,,708058.594962,35860868.387647,1064597377.373708,,,,327230111.496123,2316141613.754674,,1609342528.044578,758884279.63927,128263539.848963,34112048.931747,30707595.70635,29996535.002114,26197404.127852,,,,6598124.495931,99970.663138,,-116740264.93554,0.0,68306517.352228,257326852.408534,129344012.41614,30707595.70635,64581641.615954,,1340319000.659872,177449557.885475,-711060.704235,,,,,
1996-03-31,942000925.165077,,0.839651,,-1495872.340426,48466276.595745,,68211796.771827,,,248015699.926632,11767531.914894,16294703.0,113686327.953045,186385743.2135,68211796.771827,-60134084.372707,42482785.766691,-68211796.771827,366089921.496698,1495873.074101,-1261918241.37931,-118074221.570066,-46172606.016141,15357626.559061,11767531.914894,,2812938820.24945,625075354.365371,271451039.618489,205433189.288335,,-44776457.079971,5085966.984593,68909870.873074,6581840.058694,14659553.191489,1551020578.870139,,,-48366552.457814,1045515318.41526,,,,275140859.134263,2258967283.198826,17459099.0,1633891928.833456,737365534.849596,125453859.867938,22039191.489362,8077713.132795,14659553.191489,26427085.106383,0.899651,,,8077713.132795,0.0,,-61629956.713133,0.0,-27823232.575202,295684177.549523,90949062.362436,14659553.191489,82871349.963316,,1316966358.033749,182695923.697726,-698074.101247,,,,,
1996-06-30,969409483.048986,,1.979872,,-9589370.392239,52729803.763638,,379994136.340338,,,325866193.893242,7290294.354543,21680577.0,112749902.614044,0.0,379994136.340338,-59207043.986376,16877532.400967,-110450361.095933,361019396.646408,,-1041213894.706012,312115905.688101,-98035418.440182,11684445.339386,49051503.01225,,2410491058.065461,829595608.845281,353629234.824632,251864707.47602,,135884.479839,-35845019.485142,43242434.648898,-35852272.094896,-111251897.195577,1369277163.359449,,,-10155540.974126,950534610.090064,,,,291412060.481804,2280863623.05045,26279851.0,1451268014.20517,667810983.378487,125333151.497401,26364902.247931,-75399625.100681,52030734.421908,26302718.657255,2.399878,,13881520.099583,16078595.592004,0.0,,373514763.039559,0.0,-114247908.764736,233589037.123819,69607336.164604,52729803.763638,81990850.84572,,1304163844.914696,157390475.214176,-4395145.4931,,,,,
1996-09-30,1009459030.979298,,0.24001,,-708437.343683,53571291.293496,,104244135.222434,,,256162722.067244,8095661.43004,21654180.0,112339797.386581,0.0,104244135.222434,-55365246.622564,20588965.643811,-244910849.032842,374399359.124945,,-1069626786.815446,-276297603.219488,-9909384.147406,14692127.440904,22836133.917373,,2469576553.369549,571893522.24343,279650135.80972,255463097.195713,,-835057.263324,3573620.845873,47116687.940958,5097268.38937,10994108.06049,1399949766.554104,,108642335.004182,-32529112.705191,735605788.43048,,,,300239102.187638,2032011045.367787,21654180.0,1460117523.124358,457354903.832036,118236636.323594,27185431.654676,5896839.67112,5197214.799589,26527722.297146,0.24001,,9494911.907209,8795286.301571,0.0,,-54222887.371794,0.0,-99946.410219,236373327.705183,74160256.937307,5896839.67112,60167756.570254,,1015255924.2402,160014248.27485,-3702066.707224,,,,,
1996-12-31,957418305.604203,,,21900418.855809,438601840.467474,47286831.08983,,17500334.938704,,,251704812.463514,6600125.5108,,75201437.536486,0.0,17500334.938704,-84298576.857232,-555577.348372,-40535867.15077,340018471.456367,,-1064620355.370695,-85547289.450794,-52286538.419038,21200405.720957,41847230.454958,,2510948009.340339,450208607.705779,283105413.018097,245904701.546994,,-34825905.454699,-4915182.034757,24488890.899075,-2813478.027864,-5347364.419876,1446327653.969644,,-5039410.03768,-42451346.402273,715913687.974314,,,,293287217.714909,1962237518.242849,,1512028909.807356,454608692.352598,108102066.549912,22242362.842383,-2533886.392012,-3260178.206304,25044468.247447,,,6225802.941192,10200194.833625,100001.459428,,-86958654.944124,0.0,734002.005122,246604715.411559,46731253.741458,-3258957.641814,43800836.981903,,999019100.992411,153202929.071804,-3604950.855463,,,,,
1997-03-31,937822564.6786,,-0.360419,,-3612413.218349,49971713.892311,,-15252410.319588,,,217447196.173636,7927239.655047,26170694.0,73954122.762519,17359651.424016,-15252410.319588,-20269650.699326,-4314826.436698,53584127.11066,323913036.451917,,-1082720465.975795,-32612062.468295,-70241364.591637,23079305.746793,-62314124.93659,,2513236032.321183,454361285.600406,252166499.746358,231194435.103993,,-702413.943039,-4314826.436698,21774823.537938,-3612413.218349,-12342411.768969,1430515566.345387,,702413.943039,-82583775.635916,758707084.571346,,,,278256148.996304,1953010975.433002,26170694.0,1498649689.832597,510955756.214218,100645841.727661,23882063.917675,-8729998.55062,-9432411.768969,26089649.974636,-0.360419,,7927239.655047,11639997.825929,-100344.952533,,-23882063.917675,0.0,-100345.677223,280463735.053265,45656887.455613,-8729998.55062,68134123.487209,,1010873584.317704,147105486.629466,-4314826.436698,,,,,
1997-06-30,924973659.278575,,-0.299784,,3612413.218349,49287939.301753,,14496452.991453,,,191953029.117775,8597895.842387,24011424.0,73182092.568449,0.0,14496452.991453,-21720074.058026,0.0,9400460.74969,349114571.92525,,-1097331482.688686,29712771.580275,25252372.848917,15996085.759815,38419971.669894,,2511885341.156019,441791893.37969,220945934.376358,219446301.607997,,-697244.176619,-2883412.010354,25393786.035057,-1399657.395335,-8597895.842387,1414553858.467333,,-2584.88321,16699897.611868,769911602.201941,,,,299826632.623497,1920130144.140229,24011424.0,1478338250.760539,522972028.828046,98475902.506157,23894153.266696,-7198238.447052,-7198238.447052,25297775.782281,-0.299784,,9397700.275243,12996819.498769,370.303829,,-18107660.839677,0.0,99975.373026,241240968.419528,49287939.301753,-7198238.447052,63784392.293206,,990857536.578299,148463670.867739,-4383045.503038,,,,,
1997-09-30,923649007.528594,,0.120139,,0.0,49286607.065296,,11596848.848994,,,195446889.387578,23093724.482409,24132056.0,72380331.547705,0.0,11596848.848994,-18793757.94136,15195870.13175,-7199747.119074,356903015.057188,,-1122095081.801071,-2899133.174526,-9296257.28001,13096441.291443,22494533.315921,,2528612874.619951,459675087.592298,236735669.61054,218640586.361662,,38.168884,2099623.997942,41288779.499059,2899212.393224,6498234.399884,1406517792.818879,,-18.72249,3700775.374561,766691659.186333,,,,292420537.860142,1930675358.332127,24132056.0,1471000270.739829,519058951.064138,97073620.964239,23193697.697988,3599022.00666,2899212.393224,26091520.239898,0.120139,,8697636.45577,28192338.931519,99973.9248,,-18093948.327924,0.0,0.0,236035859.273201,64482477.197046,3599022.00666,64482477.92095,,1003427328.796873,150559087.157956,-4298596.136129,,,,,
1997-12-31,909204887.491265,,,57343545.073375,199803293.501048,38056716.969497,,173329357.092942,,,232670935.709294,9091050.314465,,69931153.039832,0.0,173329357.092942,-31425737.427075,28364379.822089,-83757301.95721,324846458.995558,,-776335697.414396,162344304.56569,31907280.469271,12587607.267645,76825363.486763,,2141791406.009783,569539288.609364,260643396.925227,232670935.709294,,-7691429.664879,6497237.789431,51486391.896553,7793894.019547,37573340.741935,1365455708.595388,,,45399626.059689,872041475.192173,,,,258425362.203972,2045386317.260657,,1475847028.651293,595413814.814815,128473517.819706,14934704.895033,29779446.722387,29780443.332841,23122012.074464,,,8872667.152608,15384853.948288,0.025091,,169076369.800859,0.0,17382814.345568,217985393.431167,66421096.791586,29779446.722387,53047774.98253,,1132684871.418588,148154142.557652,-3087696.843772,,,,,
1998-03-31,918613336.386051,,0.420784,,-4196862.979923,50762055.653399,,151486763.649172,,,233225663.966185,9193127.861923,23480567.0,69747863.332159,174669434.307855,151486763.649172,-14089468.122578,30976843.959141,699477.280733,347340362.803804,,-801700728.425502,-23282595.984502,-49962652.342374,15488421.97957,-5595816.836914,,2162783319.47869,603049220.852413,281089885.170835,240220435.364565,,-4896340.260655,5595816.836914,58456302.923565,7094696.724199,19085733.709052,1361082591.053188,,,-19685284.959493,875045903.487143,,,,265601463.191265,2078246510.743219,26834597.0,1475197289.890807,590358706.586826,130402524.832688,23282595.984502,11991036.984854,11291559.704121,27479458.964424,0.48089,,11991036.984854,32375799.225079,0.704473,,-18286331.102501,0.0,99926.030292,243717821.063755,81738899.61254,11991036.984854,114114698.837619,,1156135788.657978,154284672.067629,-4196862.979923,,,,,
1998-06-30,887006720.441086,,0.360345,,-505823.698997,52429951.671091,,181103459.260772,,,217824436.729971,10806173.167245,24435034.0,59934238.649513,0.0,181103459.260772,-18629222.912749,28616347.423593,-10204907.135746,346497943.638963,,-802558477.299027,35489569.641843,26649333.984196,17610059.900619,64729598.063516,,2111506239.874753,584734041.249745,268153187.665918,237535696.685045,,-5309489.839406,1908470.141508,55131494.79273,6803886.733374,16309316.588387,1308947762.575727,,,46100375.150766,856989572.527398,,,,265451644.544279,2014851023.756041,24435034.0,1430116983.186985,583333240.759649,122570020.420666,25914804.301954,9505429.855013,8805030.290654,25650892.951715,0.360345,,12907373.902389,32718691.035328,-0.704473,,-19135046.611746,0.0,-100057.177864,209019406.439317,81046299.094684,9505429.855013,121169220.611259,,1125142760.193316,151086311.347083,-4007824.243548,,,,,
1998-09-30,1096667369.145103,,0.419943,,1996103.645837,55735563.052735,,-7217555.191615,,,360276281.690141,39295576.809695,27362581.0,57038732.394366,0.0,-7217555.191615,-572553482.56441,39195332.459876,357351478.331921,427740371.43793,,-803153470.029479,-181919757.804082,-17285427.793148,20349495.57812,29281266.267667,,2731142822.142155,562067087.454962,440872311.824435,234570533.901081,,2386812.084994,3622776.89318,70671891.254504,9122187.356698,22254127.743203,1927989352.112676,,,-543272216.296744,1090051277.432034,,,,332809475.925319,2630899004.258107,31270789.0,2068831916.148051,751427660.006551,158485476.580413,24259004.258107,13131940.386505,13131940.386505,30673479.72487,0.479923,,17041449.066492,60246534.556174,0.0,,-568552502.40367,0.0,701706.518179,298726577.792335,94930895.512611,13131940.386505,140842564.035375,,1530923589.256469,180138140.84507,-3624083.16631,,,,,
1998-12-31,1096981670.891012,,,53219305.257685,795114.260742,61922983.167354,,-14285711.314746,,,365291676.740105,8450702.541106,,56539224.020277,0.0,-14285711.314746,-68067730.86507,35549816.022097,-14445713.128887,441818535.071623,,-2070522722.428024,-5739896.68773,7500160.982028,33702207.057906,73456147.020582,,4020220519.269513,497786619.87392,430885225.190096,242454679.274712,,-28062.637432,-10523441.982994,71363666.840307,5009448.002556,19716777.866922,1949697796.84149,,-3096038.561527,5388416.155512,1069114473.256645,,,,344345735.882173,2598892837.460194,,2101106216.936375,745472687.333463,148792726.327419,26109132.349144,14707329.864366,14199275.433376,35813850.81821,,,18556171.636416,31891341.392084,100603.106518,,-64750331.229324,0.0,1214438.491271,294366137.648664,97472799.18945,14707329.864366,98189114.8372,,1499999698.446741,174849059.595763,-4469012.803824,,,,,
1999-03-31,1122637633.368235,,0.240601,,-700210.73838,60318140.730825,,3300992.723562,,,331999848.904558,23106949.064931,30598309.0,57017148.007263,6001805.192912,3300992.723562,-27208183.011041,37111161.181725,64319344.192766,463239319.275272,,-876763686.728784,-2700812.46935,-84725480.788347,43112966.374637,-39111762.912696,,2852257816.538324,580474577.529192,424127556.362576,251875751.832364,,-700210.73838,-700210.73838,74222322.363451,8002406.923882,17905385.094567,1975494129.80954,,700210.73838,-66319945.923737,1155047380.34964,,,,365810017.362722,2703813171.811422,38249150.0,2123338594.28223,827048734.907023,150345215.973704,23206979.549099,9902978.170685,9202767.432305,37111161.181725,0.300761,,19205776.087158,49014741.083381,0.0,,-27908393.74942,0.0,0.0,323397261.726464,97429301.91255,9902978.170685,147844464.47269,,1579174936.712216,177653429.468913,-4601383.716153,,,,,
