date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInventory,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
1994-12-31,-123000000,-123000000,1056000000.0,-63000000.0,-369000000.0,111000000.0,1473000000.0,13898000000.0,-280000000.0,,678000000.0,-93000000.0,,5603000000.0,754000000.0,279000000.0,-8000000.0,2094000000.0,1803000000.0,,1414000000.0,315000000.0,154000000.0,31000000.0,777000000.0,,23000000.0,16368000000.0,264000000.0,191000000.0,-432000000.0,590000000.0,427000000.0,,19486000000.0,,42000000,,,1901000000.0,16106000000.0,,-5052000000,,-740000000.0,3995000000,920000000.0,,733000000.0,20261000000.0,23000000.0,49000000.0,-4737000000,,,-17000000.0,-56000000.0,,3118000000.0,-216000000.0,6953000000.0,1213000000.0,-1839000000.0,,3380000000.0,2135000000.0,-499000000.0,11192000000.0,4914000000.0,33000000.0,-6363000000.0,,-206000000.0,,,,
1995-03-31,38000000,38000000,2478000000.0,253000000.0,-458000000.0,-87000000.0,3407000000.0,14058000000.0,-15000000.0,,610000000.0,35000000.0,,7667000000.0,484000000.0,311000000.0,38000000.0,2062000000.0,,,,315000000.0,76000000.0,23000000.0,545000000.0,57519000.0,61000000.0,16536000000.0,,177000000.0,-205000000.0,886000000.0,-86000000.0,270000000.0,19669000000.0,,37000000,,,1908000000.0,16248000000.0,57519000.0,-1280000000,0.64257,-100000000.0,3970000000,900000000.0,,,20575000000.0,61000000.0,60000000.0,-965000000,,,-1000000.0,-128000000.0,,3133000000.0,73000000.0,3188000000.0,1249000000.0,630000000.0,,3421000000.0,2109000000.0,-86000000.0,11055000000.0,5193000000.0,495000000.0,-6517000000.0,0.64257,3077000000.0,,,,
1995-06-30,179000000,192000000,2448000000.0,854000000.0,-225000000.0,-280000000.0,3726000000.0,14013000000.0,-2000000.0,,615000000.0,129000000.0,,7391000000.0,810000000.0,326000000.0,28000000.0,2107000000.0,,,,318000000.0,76000000.0,61000000.0,899000000.0,67977000.0,89000000.0,16461000000.0,,173000000.0,629000000.0,910000000.0,-279000000.0,,19953000000.0,,178000000,,,2200000000.0,16352000000.0,57519000.0,-1070000000,3.078983,344000000.0,4307000000,914000000.0,,,20651000000.0,89000000.0,5000000.0,-752000000,,,-1000000.0,-546000000.0,,3492000000.0,321000000.0,3270000000.0,1220000000.0,636000000.0,,3601000000.0,2170000000.0,-279000000.0,10802000000.0,5550000000.0,520000000.0,-6638000000.0,2.784471,3085000000.0,,,,
1995-09-30,231000000,235000000,2348000000.0,811000000.0,-130000000.0,-392000000.0,3849000000.0,13857000000.0,12000000.0,,614000000.0,150000000.0,,7158000000.0,1082000000.0,447000000.0,19000000.0,2201000000.0,,,,314000000.0,76000000.0,89000000.0,1190000000.0,67977000.0,108000000.0,16205000000.0,-272000000.0,163000000.0,681000000.0,705000000.0,-390000000.0,,20068000000.0,,229000000,,,2244000000.0,16270000000.0,57519000.0,-1094000000,3.962517,262000000.0,4445000000,929000000.0,,,20638000000.0,108000000.0,2000000.0,-780000000,,,-2000000.0,-400000000.0,,3863000000.0,385000000.0,3338000000.0,1409000000.0,628000000.0,,3798000000.0,2201000000.0,-390000000.0,10787000000.0,5483000000.0,499000000.0,-6781000000.0,3.534137,3182000000.0,,,,
1995-12-31,-281000000,-269000000,1487000000.0,267000000.0,-115000000.0,-442000000.0,1466000000.0,13565000000.0,-564000000.0,,589000000.0,-152000000.0,,4983000000.0,819000000.0,446000000.0,-26000000.0,2210000000.0,2060000000.0,,1367000000.0,312000000.0,154000000.0,108000000.0,901000000.0,,82000000.0,16419000000.0,263000000.0,171000000.0,152000000.0,228000000.0,-441000000.0,,19556000000.0,,-282000000,,,1978000000.0,15836000000.0,,-5137000000,,-192000000.0,4188000000,817000000.0,,696000000.0,20224000000.0,82000000.0,1000000.0,-4825000000,,,-1000000.0,149000000.0,,3137000000.0,-421000000.0,7115000000.0,1418000000.0,-2073000000.0,,3720000000.0,2141000000.0,-830000000.0,11143000000.0,4693000000.0,-131000000.0,-6659000000.0,,71000000.0,,,,
1996-03-31,157000000,157000000,2812000000.0,325000000.0,-107000000.0,-358000000.0,3482000000.0,13327000000.0,-6000000.0,,606000000.0,108000000.0,,6720000000.0,796000000.0,443000000.0,-44000000.0,2185000000.0,,,,300000000.0,77000000.0,82000000.0,834000000.0,68724000.0,38000000.0,16139000000.0,,146000000.0,218000000.0,294000000.0,21000000.0,23000000.0,19481000000.0,,157000000,,,2123000000.0,15585000000.0,58266000.0,-1175000000,2.70415,-132000000.0,4308000000,880000000.0,,,20207000000.0,38000000.0,,-875000000,,,,-11000000.0,,3342000000.0,265000000.0,3298000000.0,1478000000.0,600000000.0,,3896000000.0,2182000000.0,-379000000.0,10929000000.0,4656000000.0,166000000.0,-6880000000.0,2.463186,3766000000.0,,,,
1996-06-30,293000000,293000000,2747000000.0,803000000.0,-126000000.0,-706000000.0,3662000000.0,13379000000.0,1000000.0,,605000000.0,187000000.0,,5469000000.0,808000000.0,542000000.0,42000000.0,2234000000.0,,,,297000000.0,91000000.0,38000000.0,888000000.0,68724000.0,80000000.0,16126000000.0,,123000000.0,677000000.0,273000000.0,-3000000.0,-12000000.0,19662000000.0,,293000000,,,2316000000.0,14640000000.0,64989000.0,-1008000000,4.497992,213000000.0,4550000000,856000000.0,,,20471000000.0,80000000.0,,-711000000,,,,-55000000.0,,3536000000.0,480000000.0,3324000000.0,1772000000.0,594000000.0,,5022000000.0,2203000000.0,-703000000.0,9849000000.0,4791000000.0,189000000.0,-7092000000.0,4.283802,3838000000.0,,,,
1996-09-30,282000000,282000000,2737000000.0,860000000.0,-156000000.0,-320000000.0,3822000000.0,13467000000.0,-23000000.0,,623000000.0,182000000.0,,5432000000.0,1309000000.0,575000000.0,-41000000.0,2260000000.0,,,,302000000.0,91000000.0,80000000.0,1348000000.0,68724000.0,39000000.0,16204000000.0,,117000000.0,704000000.0,264000000.0,2000000.0,,20149000000.0,,282000000,,,2302000000.0,14856000000.0,68724000.0,-1000000000,4.096386,276000000.0,4562000000,912000000.0,,,20622000000.0,39000000.0,,-698000000,,,,-581000000.0,,3945000000.0,464000000.0,3302000000.0,2042000000.0,604000000.0,,5293000000.0,2162000000.0,-322000000.0,9858000000.0,4998000000.0,177000000.0,-7155000000.0,4.096386,3851000000.0,,,,
1996-12-31,284000000,373000000,1403000000.0,728000000.0,-158000000.0,-132000000.0,1889000000.0,13305000000.0,738000000.0,,633000000.0,51000000.0,,2752000000.0,1743000000.0,743000000.0,29000000.0,2329000000.0,2055000000.0,,1319000000.0,305000000.0,91000000.0,39000000.0,1811000000.0,,68000000.0,16027000000.0,-434000000.0,113000000.0,570000000.0,424000000.0,5000000.0,,20497000000.0,,284000000,,,2004000000.0,14829000000.0,,-5994000000,,36000000.0,4333000000,1068000000.0,,647000000.0,20348000000.0,68000000.0,,-5689000000,,,,-567000000.0,,4470000000.0,424000000.0,7998000000.0,2434000000.0,-1939000000.0,,5668000000.0,2177000000.0,-726000000.0,9263000000.0,5566000000.0,-206000000.0,-7043000000.0,,271000000.0,,,,
1997-03-31,152000000,152000000,2758000000.0,232000000.0,-145000000.0,-237000000.0,3879000000.0,13054000000.0,-4000000.0,,611000000.0,105000000.0,,4411000000.0,1657000000.0,744000000.0,21000000.0,2273000000.0,,,,312000000.0,91000000.0,68000000.0,1746000000.0,68724000.0,89000000.0,15812000000.0,,103000000.0,87000000.0,430000000.0,3000000.0,86000000.0,20323000000.0,,152000000,,,2153000000.0,14499000000.0,68724000.0,-1209000000,2.222222,-232000000.0,4426000000,990000000.0,,,20301000000.0,89000000.0,,-897000000,,,,26000000.0,,4511000000.0,257000000.0,3362000000.0,2563000000.0,624000000.0,,5824000000.0,2216000000.0,-240000000.0,9200000000.0,5299000000.0,257000000.0,-7247000000.0,2.222222,4045000000.0,,,,
1997-06-30,302000000,302000000,2710000000.0,827000000.0,-316000000.0,-150000000.0,4051000000.0,13018000000.0,-6000000.0,,613000000.0,202000000.0,,4406000000.0,2177000000.0,802000000.0,-67000000.0,2297000000.0,,,,310000000.0,91000000.0,89000000.0,2199000000.0,69097500.0,22000000.0,15728000000.0,,99000000.0,511000000.0,432000000.0,29000000.0,,20703000000.0,,302000000,,,2413000000.0,14697000000.0,67977000.0,-1019000000,4.444444,215000000.0,4710000000,959000000.0,,,20471000000.0,22000000.0,,-709000000,,,,-744000000.0,,4975000000.0,504000000.0,3432000000.0,2866000000.0,620000000.0,,6006000000.0,2255000000.0,-21000000.0,9255000000.0,5442000000.0,235000000.0,-7453000000.0,4.364123,4047000000.0,,,,
1997-09-30,323000000,323000000,2719000000.0,1320000000.0,-209000000.0,-397000000.0,4458000000.0,12914000000.0,,,629000000.0,219000000.0,,4169000000.0,2891000000.0,829000000.0,5000000.0,2325000000.0,,,,311000000.0,91000000.0,22000000.0,2918000000.0,67603500.0,27000000.0,15633000000.0,-714000000.0,98000000.0,1111000000.0,601000000.0,94000000.0,,21339000000.0,,323000000,-434000000.0,,2473000000.0,15349000000.0,65736000.0,-1022000000,4.899598,686000000.0,4798000000,1178000000.0,,,20611000000.0,27000000.0,,-711000000,,,,-918000000.0,,5706000000.0,542000000.0,3495000000.0,3189000000.0,622000000.0,,5990000000.0,2294000000.0,-57000000.0,9112000000.0,6237000000.0,210000000.0,-7697000000.0,4.76573,4114000000.0,,,,
1997-12-31,208000000,208000000,1317000000.0,541000000.0,-720000000.0,-404000000.0,2044000000.0,13257000000.0,-9000000.0,,636000000.0,135000000.0,,2260000000.0,2370000000.0,1105000000.0,37000000.0,2369000000.0,2020000000.0,,1270000000.0,311000000.0,91000000.0,27000000.0,2434000000.0,,64000000.0,15844000000.0,521000000.0,99000000.0,-179000000.0,397000000.0,,,20915000000.0,,208000000,-148000000.0,,2267000000.0,14699000000.0,,-5558000000,,-426000000.0,4636000000,1021000000.0,,610000000.0,21168000000.0,64000000.0,,-5247000000,,,,-100000000.0,,5071000000.0,343000000.0,7825000000.0,3419000000.0,-1780000000.0,,6216000000.0,2311000000.0,-330000000.0,9082000000.0,5617000000.0,-157000000.0,-7911000000.0,,320000000.0,,,,
1998-03-31,290000000,290000000,2867000000.0,512000000.0,-505000000.0,-199000000.0,4056000000.0,13382000000.0,-15000000.0,,636000000.0,195000000.0,58000000.0,3819000000.0,2057000000.0,1116000000.0,60000000.0,2292000000.0,,,,323000000.0,91000000.0,64000000.0,2181000000.0,66483000.0,124000000.0,16249000000.0,,78000000.0,7000000.0,504000000.0,,313000000.0,21294000000.0,,290000000,-164000000.0,,2445000000.0,14894000000.0,64242000.0,-1088000000,4.497992,-101000000.0,4737000000,1130000000.0,,,21466000000.0,124000000.0,-139000000.0,-765000000,,,,-253000000.0,,5045000000.0,485000000.0,3533000000.0,3690000000.0,646000000.0,,6400000000.0,2285000000.0,-93000000.0,9204000000.0,5690000000.0,226000000.0,-8084000000.0,4.337349,4269000000.0,,,,
1998-06-30,409000000,409000000,2967000000.0,806000000.0,-719000000.0,-136000000.0,4257000000.0,13717000000.0,-4000000.0,,651000000.0,267000000.0,17000000.0,3845000000.0,2124000000.0,1264000000.0,-16000000.0,2317000000.0,,,,324000000.0,182000000.0,124000000.0,2232000000.0,66483000.0,108000000.0,16684000000.0,,67000000.0,87000000.0,514000000.0,,-67000000.0,21945000000.0,,409000000,-202000000.0,,2695000000.0,15304000000.0,64242000.0,-960000000,6.372155,73000000.0,5012000000,1104000000.0,,,22009000000.0,108000000.0,-1000000.0,-636000000,,,,-686000000.0,,5261000000.0,676000000.0,3655000000.0,4085000000.0,648000000.0,,6641000000.0,2386000000.0,-45000000.0,9429000000.0,5875000000.0,219000000.0,-8292000000.0,6.157965,4320000000.0,,,,
1998-09-30,433000000,431000000,2970000000.0,1271000000.0,-726000000.0,-550000000.0,4319000000.0,14035000000.0,16000000.0,,609000000.0,277000000.0,5000000.0,3972000000.0,2180000000.0,1387000000.0,-34000000.0,2416000000.0,,,,319000000.0,182000000.0,108000000.0,2252000000.0,64989000.0,72000000.0,17005000000.0,,65000000.0,545000000.0,343000000.0,,-56000000.0,22194000000.0,,433000000,-523000000.0,,2630000000.0,15634000000.0,63121500.0,-1033000000,6.880857,519000000.0,5046000000,1287000000.0,,,22454000000.0,72000000.0,0.0,-705000000,,,,-755000000.0,,5189000000.0,708000000.0,3663000000.0,4511000000.0,638000000.0,,6560000000.0,2316000000.0,-211000000.0,9685000000.0,5949000000.0,192000000.0,-8419000000.0,6.666667,4326000000.0,,,,
1998-12-31,182000000,182000000,1814000000.0,606000000.0,-711000000.0,-29000000.0,2163000000.0,14386000000.0,61000000.0,,596000000.0,124000000.0,31000000.0,2436000000.0,1978000000.0,1491000000.0,23000000.0,2314000000.0,2122000000.0,,1228000000.0,321000000.0,182000000.0,72000000.0,2073000000.0,,95000000.0,17428000000.0,,163000000.0,-105000000.0,48000000.0,162000000.0,202000000.0,22303000000.0,,182000000,-105000000.0,-4000000.0,2287000000.0,15605000000.0,,-5347000000,,-381000000.0,4601000000,1152000000.0,,573000000.0,22981000000.0,95000000.0,-2521000000.0,-5026000000,,,,-554000000.0,,4875000000.0,306000000.0,7634000000.0,4733000000.0,-1741000000.0,,6698000000.0,2332000000.0,-198000000.0,9966000000.0,5639000000.0,-117000000.0,-8595000000.0,,404000000.0,,,,
1999-03-31,158000000,94000000,2895000000.0,178000000.0,-1008000000.0,-94000000.0,4328000000.0,15089000000.0,65000000.0,,639000000.0,79000000.0,6000000.0,4023000000.0,1121000000.0,1531000000.0,-33000000.0,2456000000.0,,,,316000000.0,182000000.0,95000000.0,1183000000.0,61254000.0,62000000.0,17984000000.0,,59000000.0,-830000000.0,412000000.0,313000000.0,861000000.0,22224000000.0,,158000000,-407000000.0,,2027000000.0,15766000000.0,59386500.0,-1692000000,2.650602,-296000000.0,4483000000,1233000000.0,,,23930000000.0,62000000.0,66000000.0,-1376000000,,,,-117000000.0,-55000000.0,4240000000.0,173000000.0,3719000000.0,4891000000.0,632000000.0,,6458000000.0,2353000000.0,-89000000.0,9793000000.0,5973000000.0,238000000.0,-8841000000.0,2.570281,4239000000.0,,,,
1999-06-30,268000000,268000000,3064000000.0,1075000000.0,-1053000000.0,118000000.0,4611000000.0,15834000000.0,-6000000.0,,657000000.0,180000000.0,18000000.0,4643000000.0,1486000000.0,1663000000.0,17000000.0,2502000000.0,,,,351000000.0,182000000.0,62000000.0,1565000000.0,59013000.0,79000000.0,18898000000.0,,66000000.0,22000000.0,448000000.0,-259000000.0,-365000000.0,23511000000.0,,268000000,-289000000.0,,2509000000.0,17073000000.0,57145500.0,-1355000000,4.712182,456000000.0,5011000000,1245000000.0,,,24891000000.0,79000000.0,0.0,-1004000000,,,,-1176000000.0,-44000000.0,4613000000.0,448000000.0,3864000000.0,5112000000.0,702000000.0,,6438000000.0,2478000000.0,-39000000.0,10769000000.0,6304000000.0,225000000.0,-9057000000.0,4.551539,4463000000.0,,,,
1999-09-30,279000000,279000000,2888000000.0,910000000.0,-815000000.0,284000000.0,4785000000.0,16364000000.0,-9000000.0,,703000000.0,192000000.0,6000000.0,5217000000.0,1869000000.0,1752000000.0,17000000.0,2660000000.0,,,,317000000.0,182000000.0,79000000.0,1965000000.0,57892500.0,96000000.0,19252000000.0,,80000000.0,95000000.0,475000000.0,0.0,-383000000.0,24364000000.0,,279000000,-234000000.0,,2490000000.0,17866000000.0,56025000.0,-1394000000,4.97992,314000000.0,5150000000,1249000000.0,,,25672000000.0,96000000.0,0.0,-1077000000,,,,-1177000000.0,0.0,5112000000.0,471000000.0,3884000000.0,5370000000.0,634000000.0,,6498000000.0,2470000000.0,-85000000.0,11357000000.0,6509000000.0,226000000.0,-9308000000.0,4.712182,4388000000.0,,,,
1999-12-31,280000000,15000000,2472000000.0,101000000.0,-663000000.0,876000000.0,2255000000.0,16287000000.0,104000000.0,,708000000.0,-101000000.0,-5000000.0,4078000000.0,1706000000.0,1846000000.0,-3000000.0,2154000000.0,1956000000.0,,1191000000.0,108000000.0,182000000.0,96000000.0,1791000000.0,,85000000.0,19950000000.0,,188000000.0,-562000000.0,302000000.0,300000000.0,-28000000.0,24374000000.0,,280000000,59000000.0,-2000000.0,932000000.0,17516000000.0,,-5747000000,,-222000000.0,3086000000,1115000000.0,,613000000.0,25037000000.0,85000000.0,-3587000000.0,-5639000000,,,,-980000000.0,0.0,4424000000.0,-86000000.0,6679000000.0,5718000000.0,-1448000000.0,,6858000000.0,1553000000.0,-67000000.0,11652000000.0,5864000000.0,-78000000.0,-8750000000.0,,166000000.0,,,,
2000-03-31,132000000,89000000,4505000000.0,521000000.0,-781000000.0,-201000000.0,2758000000.0,14810000000.0,32000000.0,,717000000.0,68000000.0,8000000.0,4018000000.0,1893000000.0,1886000000.0,-9000000.0,2593000000.0,1818000000.0,,,288000000.0,182000000.0,85000000.0,1969000000.0,57519000.0,76000000.0,19315000000.0,-187000000.0,119000000.0,-260000000.0,241000000.0,-209000000.0,0.0,24314000000.0,,132000000,0.0,-2000000.0,1984000000.0,17892000000.0,55651500.0,-2771000000,2.382865,101000000.0,4577000000,1231000000.0,,,23690000000.0,76000000.0,559000000.0,-2483000000,,,,-329000000.0,0.0,4999000000.0,157000000.0,4755000000.0,5270000000.0,576000000.0,,6422000000.0,2264000000.0,-306000000.0,11613000000.0,6279000000.0,208000000.0,-8880000000.0,2.302544,5709000000.0,,,,
2000-06-30,321000000,321000000,4457000000.0,1288000000.0,-1136000000.0,144000000.0,2977000000.0,15639000000.0,86000000.0,,713000000.0,201000000.0,13000000.0,3930000000.0,2269000000.0,2012000000.0,52000000.0,2660000000.0,2114000000.0,,,294000000.0,182000000.0,76000000.0,2397000000.0,61254000.0,128000000.0,20096000000.0,-376000000.0,115000000.0,152000000.0,496000000.0,131000000.0,94000000.0,25473000000.0,,321000000,0.0,-2000000.0,2351000000.0,18699000000.0,56025000.0,-2550000000,5.756359,673000000.0,5011000000,1273000000.0,,,24736000000.0,128000000.0,-1917000000.0,-2256000000,,,,-1380000000.0,-41000000.0,5377000000.0,679000000.0,4901000000.0,5597000000.0,588000000.0,,6774000000.0,2354000000.0,-58000000.0,11593000000.0,7106000000.0,208000000.0,-9097000000.0,5.247657,4186000000.0,,,,
2000-09-30,313000000,322000000,4277000000.0,923000000.0,-875000000.0,-191000000.0,2929000000.0,16270000000.0,30000000.0,,730000000.0,203000000.0,8000000.0,2392000000.0,2163000000.0,2164000000.0,43000000.0,2791000000.0,2284000000.0,,,307000000.0,182000000.0,128000000.0,2334000000.0,61254000.0,171000000.0,20547000000.0,106000000.0,119000000.0,48000000.0,495000000.0,-199000000.0,0.0,25899000000.0,,313000000,0.0,-2000000.0,2465000000.0,18806000000.0,56025000.0,-2620000000,5.568942,294000000.0,5256000000,1299000000.0,,,25577000000.0,171000000.0,-875000000.0,-2313000000,,,,-689000000.0,0.0,5352000000.0,525000000.0,5085000000.0,5907000000.0,614000000.0,,7093000000.0,2388000000.0,-264000000.0,11526000000.0,7280000000.0,180000000.0,-9307000000.0,5.113788,5567000000.0,,,,
2000-12-31,47000000,47000000,1255000000.0,410000000.0,-886000000.0,385000000.0,2696000000.0,18636000000.0,71000000.0,,757000000.0,36000000.0,38000000.0,4151000000.0,2144000000.0,2385000000.0,-82000000.0,2862000000.0,2231000000.0,,1143000000.0,313000000.0,182000000.0,171000000.0,2233000000.0,,89000000.0,21034000000.0,19000000.0,114000000.0,-476000000.0,569000000.0,347000000.0,0.0,26213000000.0,,47000000,0.0,-2000000.0,1997000000.0,19037000000.0,,-3190000000,,-331000000.0,4859000000,1267000000.0,,508000000.0,28157000000.0,89000000.0,-886000000.0,-2877000000,,,,-877000000.0,-9000000.0,5179000000.0,83000000.0,5187000000.0,5950000000.0,-1777000000.0,,7176000000.0,2420000000.0,-138000000.0,12047000000.0,6990000000.0,191000000.0,-9521000000.0,,268000000.0,,,,
2001-03-31,-43000000,-43000000,3257000000.0,19000000.0,-847000000.0,338000000.0,2960000000.0,17573000000.0,-16000000.0,,727000000.0,-14000000.0,25000000.0,4669000000.0,1386000000.0,2461000000.0,83000000.0,2865000000.0,1827000000.0,,1131000000.0,313000000.0,182000000.0,89000000.0,1558000000.0,57519000.0,172000000.0,21961000000.0,,119000000.0,-828000000.0,451000000.0,313000000.0,758000000.0,26534000000.0,,-43000000,,72000000.0,1895000000.0,19301000000.0,57519000.0,-3232000000,-0.749665,-251000000.0,4760000000,1261000000.0,,,27373000000.0,172000000.0,-312000000.0,-2919000000,,,,-274000000.0,,4573000000.0,-57000000.0,5127000000.0,5907000000.0,626000000.0,,7233000000.0,2375000000.0,-291000000.0,12557000000.0,6744000000.0,211000000.0,-9800000000.0,-0.749665,4219000000.0,,,,
2001-06-30,-507000000,-507000000,4261000000.0,866000000.0,-1277000000.0,697000000.0,3429000000.0,18156000000.0,-610000000.0,,883000000.0,-286000000.0,9000000.0,5554000000.0,1222000000.0,2341000000.0,93000000.0,3466000000.0,2357000000.0,,1411000000.0,352000000.0,182000000.0,172000000.0,1487000000.0,57519000.0,265000000.0,23828000000.0,,132000000.0,-411000000.0,301000000.0,688000000.0,164000000.0,29002000000.0,,-507000000,,68000000.0,2117000000.0,22262000000.0,57519000.0,-4087000000,-8.808568,1021000000.0,5583000000,1495000000.0,,,28156000000.0,265000000.0,-1818000000.0,-3735000000,,,,-1470000000.0,,5174000000.0,-793000000.0,6204000000.0,5402000000.0,704000000.0,,6740000000.0,2932000000.0,-295000000.0,14368000000.0,7894000000.0,439000000.0,-10000000000.0,-8.808568,2461000000.0,,,,
2001-09-30,-414000000,-414000000,6304000000.0,421000000.0,-935000000.0,1197000000.0,3095000000.0,18105000000.0,205000000.0,,871000000.0,-222000000.0,3000000.0,6491000000.0,2271000000.0,2168000000.0,-196000000.0,3396000000.0,2619000000.0,,1350000000.0,,182000000.0,265000000.0,2340000000.0,57519000.0,69000000.0,25759000000.0,,122000000.0,-514000000.0,509000000.0,1194000000.0,-896000000.0,31840000000.0,,-414000000,,-28000000.0,1420000000.0,25609000000.0,57519000.0,-4684000000,-7.175368,1500000000.0,4816000000,1613000000.0,,,27626000000.0,69000000.0,-911000000.0,-4316000000,,,,-1814000000.0,0.0,6081000000.0,-636000000.0,6104000000.0,4986000000.0,-297000000.0,,6231000000.0,2893000000.0,-130000000.0,17506000000.0,8103000000.0,348000000.0,-9521000000.0,-7.175368,4823000000.0,,,,
2001-12-31,-798000000,-798000000,3929000000.0,-795000000.0,-581000000.0,1979000000.0,2763000000.0,19655000000.0,-89000000.0,1392000000.0,822000000.0,-472000000.0,0.0,8310000000.0,2872000000.0,1627000000.0,51000000.0,2830000000.0,2192000000.0,,1325000000.0,,182000000.0,69000000.0,2992000000.0,,120000000.0,26301000000.0,-601000000.0,165000000.0,-1376000000.0,556000000.0,211000000.0,,32841000000.0,,-798000000,,-146000000.0,974000000.0,27468000000.0,,-4398000000,,-2086000000.0,3804000000,1785000000.0,,520000000.0,29659000000.0,120000000.0,-581000000.0,-4027000000,,,,-1133000000.0,0.0,6540000000.0,-1270000000.0,5372000000.0,4188000000.0,-807000000.0,,5373000000.0,2693000000.0,-206000000.0,19956000000.0,7512000000.0,522000000.0,-10004000000.0,,5437000000.0,,,,
2002-03-31,-575000000,-575000000,7877000000.0,-406000000.0,-619000000.0,335000000.0,2930000000.0,18347000000.0,14000000.0,,758000000.0,-288000000.0,2000000.0,8784000000.0,2181000000.0,1965000000.0,14000000.0,2798000000.0,2284000000.0,,487000000.0,341000000.0,182000000.0,120000000.0,2315000000.0,57887466.0,134000000.0,26711000000.0,,166000000.0,-1025000000.0,520000000.0,333000000.0,691000000.0,32963000000.0,,-575000000,,-71000000.0,1338000000.0,28085000000.0,57887466.0,-4042000000,-9.933066,-172000000.0,4136000000,1462000000.0,,,28447000000.0,134000000.0,-619000000.0,-3701000000,,,,85000000.0,,6252000000.0,-863000000.0,5380000000.0,3613000000.0,682000000.0,,4878000000.0,2756000000.0,-259000000.0,20698000000.0,7387000000.0,547000000.0,-10100000000.0,-9.933066,5922000000.0,,,,
2002-06-30,-495000000,-495000000,7131000000.0,492000000.0,-494000000.0,66000000.0,3059000000.0,18559000000.0,27000000.0,1351000000.0,743000000.0,-225000000.0,1000000.0,9172000000.0,2368000000.0,1940000000.0,61000000.0,2981000000.0,2344000000.0,,,,182000000.0,134000000.0,2563000000.0,57956897.0,195000000.0,27041000000.0,,164000000.0,-2000000.0,350000000.0,65000000.0,-187000000.0,32889000000.0,,-495000000,,-72000000.0,1498000000.0,28494000000.0,57956897.0,-4102000000,-8.54083,,4479000000,1559000000.0,,,28563000000.0,195000000.0,-459000000.0,-3764000000,,,,-497000000.0,,5848000000.0,-720000000.0,5600000000.0,3118000000.0,1153000000.0,,4395000000.0,2801000000.0,-209000000.0,21035000000.0,7459000000.0,194000000.0,-10004000000.0,-8.54083,5868000000.0,,,,
