date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1994-04-30,,71200000.0,,37600000.0,0.0,140700000.0,0.0,593700000,0.0375,35300000.0,-353400000.0,,,173400000.0,173400000.0,600000.0,,2900000.0,85400000.0,-700000.0,-6400000.0,,613333333.0,24700000.0,767000000,,-16900000.0,-10000000.0,612100000.0,37300000,258700000.0,125200000.0,14600000.0,,,100000.0,,46000000,600000.0,299800000.0,574900000.0,7800000.0,620000000,132000000.0,210600000,,0.0375,1104100000,23000000,484100000.0,294100000.0,,8700000.0,,510400000.0,154200000.0,,-500000.0,178000000,23000000,23000000,613333333.0,-13900000.0,0.0,223800000.0,,5700000.0,-2200000.0,1000000.0,,589000000.0,-9500000.0,,,,,
1994-07-31,,70500000.0,,33100000.0,0.0,137400000.0,100000.0,604100000,0.0325,32900000.0,-329500000.0,,,182500000.0,182500000.0,500000.0,,-1300000.0,87200000.0,2900000.0,-12200000.0,,621538462.0,37300000.0,741100000,,-17900000.0,-9800000.0,597700000.0,31700000,268200000.0,133400000.0,12900000.0,,,,,39700000,9100000.0,284500000.0,584500000.0,19400000.0,617700000,129400000.0,220600000,,0.0325,1109200000,20200000,491500000.0,278800000.0,,6700000.0,,505100000.0,152800000.0,,-200000.0,169100000,20200000,20200000,621538462.0,-18500000.0,0.0,211500000.0,,5700000.0,14400000.0,1800000.0,,572000000.0,-9600000.0,,,,,
1994-10-31,,79300000.0,,87100000.0,0.0,156600000.0,-13800000.0,661100000,,20700000.0,-366300000.0,,400000.0,248600000.0,248600000.0,800000.0,,300000.0,112900000.0,-6700000.0,51800000.0,,,101000000.0,840500000,,-17500000.0,-4100000.0,637200000.0,86100000,270900000.0,151600000.0,32800000.0,,,,,98700000,66100000.0,270700000.0,640000000.0,83500000.0,708200000,144000000.0,264900000,,,1196700000,54300000,488500000.0,260400000.0,,12600000.0,,535600000.0,138300000.0,,500000.0,242700000,54300000,54300000,,-30800000.0,0.0,199200000.0,,10300000.0,12000000.0,1800000.0,,597800000.0,-9600000.0,,,,,
1995-01-31,,79600000.0,,57700000.0,248600000.0,156600000.0,-11900000.0,684600000,0.0575,29500000.0,-371100000.0,,1600000.0,248500000.0,248500000.0,300000.0,,1800000.0,95800000.0,2000000.0,-20100000.0,,617391304.0,26300000.0,730700000,,-17300000.0,-400000.0,649900000.0,54500000,278800000.0,146100000.0,22200000.0,,,,,63500000,-100000.0,266200000.0,664100000.0,9000000.0,689700000,147600000.0,243500000,,0.0575,1194300000,35500000,504600000.0,247100000.0,,9000000.0,,509700000.0,146200000.0,,-800000.0,211100000,35500000,35500000,617391304.0,-26100000.0,0.0,220400000.0,,19100000.0,-19700000.0,3500000.0,,519600000.0,-9600000.0,,,,,
1995-04-30,,80200000.0,,41100000.0,0.0,152800000.0,9100000.0,698700000,0.0425,32300000.0,-378100000.0,,1300000.0,216300000.0,216300000.0,400000.0,,300000.0,91700000.0,-700000.0,-31100000.0,,597647059.0,2800000.0,748000000,,-24700000.0,-12900000.0,673100000.0,38400000,295000000.0,114700000.0,15700000.0,,,,,47800000,-32200000.0,265300000.0,677400000.0,-21900000.0,654000000,143600000.0,207700000,,0.0425,1171700000,25400000,517700000.0,247500000.0,,9400000.0,,473000000.0,142500000.0,,-200000.0,191200000,25400000,25400000,597647059.0,-22000000.0,0.0,216800000.0,,17800000.0,1300000.0,3100000.0,,556800000.0,-11100000.0,,,,,
1995-07-31,,80900000.0,,33700000.0,0.0,147000000.0,-7000000.0,708300000,0.035,30200000.0,-382300000.0,,2100000.0,199700000.0,199700000.0,500000.0,,600000.0,100900000.0,-800000.0,-1300000.0,,600000000.0,28200000.0,732400000,,-34000000.0,-11500000.0,698400000.0,31600000,316100000.0,116400000.0,12700000.0,,,,,41100000,-16600000.0,264900000.0,687300000.0,-5800000.0,649900000,137500000.0,219400000,,0.035,1192600000,21000000,542700000.0,247900000.0,,9300000.0,,484300000.0,145700000.0,,-400000.0,178600000,21000000,21000000,600000000.0,-33300000.0,0.0,231000000.0,,17000000.0,-12300000.0,2700000.0,,553800000.0,-11100000.0,,,,,
1995-10-31,,81700000.0,,62100000.0,0.0,149300000.0,-6400000.0,732000000,,27500000.0,-388800000.0,,2100000.0,189500000.0,189500000.0,200000.0,,200000.0,97500000.0,4700000.0,-18700000.0,,,34100000.0,835100000,,-27400000.0,-10800000.0,721900000.0,58900000,333100000.0,118200000.0,23600000.0,,,,,68400000,-10200000.0,274100000.0,710300000.0,6700000.0,659300000,139800000.0,217800000,,,1223900000,38500000,564600000.0,257100000.0,,9500000.0,,491900000.0,149800000.0,,300000.0,208200000,38500000,38500000,,-33400000.0,0.0,210900000.0,,17000000.0,19800000.0,3600000.0,,626900000.0,-11100000.0,,,,,
1996-01-31,,80600000.0,,33100000.0,189500000.0,160200000.0,-3200000.0,741300000,0.035,27700000.0,-386400000.0,,2100000.0,213400000.0,213400000.0,400000.0,,500000.0,95400000.0,-100000.0,26400000.0,,591428571.0,53300000.0,724400000,,-20400000.0,-11000000.0,729900000.0,27200000,343500000.0,119500000.0,12400000.0,,,,,37100000,23900000.0,275900000.0,718800000.0,32900000.0,657400000,150300000.0,217000000,,0.035,1234200000,20700000,576800000.0,258900000.0,,9900000.0,,492900000.0,152700000.0,,100000.0,187400000,20700000,20700000,591428571.0,-18400000.0,0.0,226600000.0,,17000000.0,-16000000.0,6300000.0,,537000000.0,,,,,,
1996-04-30,,79600000.0,,37900000.0,0.0,153100000.0,-4900000.0,748700000,0.04,28500000.0,-389500000.0,,2200000.0,153400000.0,153400000.0,400000.0,,500000.0,99500000.0,-600000.0,-35500000.0,,612500000.0,-1300000.0,746700000,,-36000000.0,-18500000.0,759700000.0,35700000,370200000.0,103000000.0,13400000.0,,,,,46000000,-60100000.0,268200000.0,731600000.0,-37300000.0,614700000,142800000.0,204700000,,0.04,1221600000,24500000,606900000.0,252600000.0,,10300000.0,,472900000.0,157100000.0,,-5700000.0,188800000,24500000,24500000,612500000.0,-40300000.0,0.0,242700000.0,,15600000.0,-16400000.0,2700000.0,,557900000.0,,,,,,
1996-07-31,,78300000.0,,6700000.0,0.0,151500000.0,3200000.0,734500000,0.0075,31200000.0,-396700000.0,,2300000.0,110100000.0,110100000.0,400000.0,,500000.0,108100000.0,-100000.0,-16300000.0,,533333333.0,-1500000.0,749900000,,-27400000.0,-18400000.0,784000000.0,5300000,387300000.0,115500000.0,2700000.0,,,,,16100000,-43200000.0,269700000.0,723900000.0,-28900000.0,610800000,140700000.0,225900000,,0.0075,1230100000,4000000,619300000.0,254500000.0,,10800000.0,,495600000.0,153700000.0,,7400000.0,156800000,4000000,4000000,533333333.0,-23200000.0,0.0,288200000.0,,15200000.0,-48100000.0,1900000.0,,593100000.0,-11500000.0,,,,,
1996-10-31,,124200000.0,,47900000.0,0.0,156700000.0,-26400000.0,785600000,,32800000.0,-407100000.0,,2500000.0,188500000.0,188500000.0,400000.0,,11600000.0,121000000.0,-1500000.0,23400000.0,,,58900000.0,877800000,,-39100000.0,87700000.0,828600000.0,53500000,421500000.0,142900000.0,17700000.0,,,,-9900000.0,65200000,78300000.0,384100000.0,744800000.0,19800000.0,723300000,145000000.0,266400000,,,1436100000,30200000,712800000.0,257100000.0,,11700000.0,,650500000.0,167100000.0,,400000.0,210200000,30200000,30200000,,-68400000.0,0.0,271100000.0,,127000000.0,23700000.0,-5500000.0,,667600000.0,-11500000.0,,,,,
1997-01-31,,122500000.0,,33100000.0,188500000.0,162800000.0,-73400000.0,781400000,0.035,51800000.0,-405800000.0,,2600000.0,149600000.0,149600000.0,3100000.0,,,102200000.0,500000.0,-5400000.0,,600000000.0,28400000.0,810300000,,-17100000.0,39700000.0,830800000.0,33100000,425000000.0,128100000.0,12100000.0,,,-100000.0,-13000000.0,45500000,-38800000.0,451400000.0,753500000.0,11300000.0,678300000,150400000.0,232900000,,0.035,1465700000,21000000,787400000.0,260100000.0,-19400000.0,12400000.0,,684300000.0,239900000.0,,100000.0,195900000,21000000,21000000,600000000.0,-106900000.0,0.0,266500000.0,,191300000.0,5200000.0,3000000.0,,614400000.0,-11700000.0,,,,,
1997-04-30,,136300000.0,,40900000.0,0.0,161200000.0,1900000.0,781500000,0.0425,51700000.0,-413300000.0,,2600000.0,105500000.0,105500000.0,3300000.0,,,92900000.0,500000.0,-53900000.0,,604705882.0,14700000.0,798500000,,-34900000.0,-27200000.0,862200000.0,41400000,448900000.0,105600000.0,15200000.0,,,29900000.0,-13800000.0,54300000,-44100000.0,454500000.0,767400000.0,-20200000.0,630600000,148300000.0,201100000,,0.0425,1437100000,25700000,806500000.0,264900000.0,-25700000.0,12900000.0,,655600000.0,221300000.0,,200000.0,202600000,25700000,25700000,604705882.0,-31600000.0,0.0,275300000.0,,189600000.0,-9100000.0,2900000.0,,595900000.0,-11900000.0,,,,,
1997-07-31,,134200000.0,,28200000.0,0.0,154900000.0,-2500000.0,774300000,0.03,44300000.0,-421600000.0,,4300000.0,107600000.0,107600000.0,3400000.0,,14900000.0,96400000.0,500000.0,52200000.0,,606666667.0,54500000.0,779700000,,-35200000.0,-21400000.0,894200000.0,28200000,472600000.0,127200000.0,10000000.0,,,-29700000.0,-13600000.0,41100000,2000000.0,456900000.0,765400000.0,19300000.0,628800000,142000000.0,227900000,,0.03,1459100000,18200000,830300000.0,264800000.0,-8000000.0,12900000.0,,684800000.0,223500000.0,,-100000.0,183100000,18200000,18200000,606666667.0,-31100000.0,0.0,269300000.0,,192100000.0,6600000.0,3500000.0,,596600000.0,-11900000.0,,,,,
1997-10-31,,131700000.0,,68800000.0,0.0,164700000.0,-8000000.0,802200000,,25200000.0,-431200000.0,,4600000.0,146900000.0,146900000.0,5200000.0,,21200000.0,120400000.0,-1900000.0,11000000.0,,,64900000.0,868200000,,-29200000.0,-10200000.0,919900000.0,65700000,488700000.0,135600000.0,24100000.0,,,,-5100000.0,80400000,39300000.0,465700000.0,793300000.0,35700000.0,671400000,150000000.0,260600000,,,1528500000,44700000,857100000.0,267500000.0,-200000.0,14700000.0,,726300000.0,236700000.0,,100000.0,230400000,44700000,44700000,,-15500000.0,0.0,265300000.0,,198200000.0,2200000.0,8500000.0,,637800000.0,-11700000.0,,,,,
1998-01-31,,129800000.0,,75300000.0,146900000.0,177700000.0,-6300000.0,831800000,0.0775,39300000.0,-421800000.0,,7600000.0,164700000.0,164700000.0,3200000.0,,5700000.0,105800000.0,,-24100000.0,,603870968.0,18100000.0,814900000,,-12400000.0,-5300000.0,889200000.0,46100000,467400000.0,154100000.0,28500000.0,,,,-5200000.0,60200000,17800000.0,473800000.0,822900000.0,5700000.0,731600000,163600000.0,267500000,,0.0775,1573100000,46800000,841500000.0,267200000.0,-20800000.0,14100000.0,,741300000.0,244300000.0,,400000.0,223800000,46800000,46800000,603870968.0,5000000.0,0.0,256200000.0,,206600000.0,10300000.0,32400000.0,,591100000.0,-11800000.0,,,,,
1998-04-30,,127800000.0,,40400000.0,0.0,176800000.0,6300000.0,815700000,0.045,81300000.0,-431400000.0,,5700000.0,170000000.0,170000000.0,3400000.0,,2000000.0,111300000.0,,64100000.0,,618823529.0,103400000.0,778300000,,-17400000.0,-43500000.0,903500000.0,37900000,472100000.0,122400000.0,14100000.0,,,,-31500000.0,52100000,5300000.0,476200000.0,807000000.0,86000000.0,684200000,162600000.0,239400000,,0.0425,1531300000,26300000,847100000.0,268700000.0,-45700000.0,14200000.0,,715600000.0,247200000.0,,1100000.0,214700000,26300000,26300000,584444444.0,-54500000.0,0.0,242300000.0,,207500000.0,8000000.0,5900000.0,,563600000.0,-12100000.0,,,,,
1998-07-31,,125900000.0,,33900000.0,0.0,175900000.0,1700000.0,785400000,0.035,53400000.0,-440500000.0,,2800000.0,141700000.0,141700000.0,3900000.0,,46400000.0,106600000.0,0.0,-20500000.0,,600000000.0,16500000.0,755800000,,-14000000.0,-52000000.0,911300000.0,33700000,470800000.0,133300000.0,12900000.0,,,0.0,-39800000.0,48600000,-28200000.0,480200000.0,776800000.0,2500000.0,662500000,161000000.0,242700000,,0.035,1508300000,21000000,845800000.0,270100000.0,-27300000.0,14900000.0,,722900000.0,249100000.0,,0.0,209600000,21000000,21000000,600000000.0,7200000.0,0.0,258700000.0,,210100000.0,,4100000.0,,546200000.0,-12000000.0,,,,,
1998-10-31,,105200000.0,,67700000.0,0.0,207200000.0,4100000.0,813300000,,51100000.0,-451700000.0,,6100000.0,203900000.0,203900000.0,3200000.0,,32200000.0,119800000.0,4600000.0,25100000.0,,,91000000.0,912000000,,-32000000.0,-12300000.0,938600000.0,65600000,486900000.0,141800000.0,22500000.0,,,,-3600000.0,82700000,62200000.0,474900000.0,810300000.0,59000000.0,717400000,190100000.0,267700000,,,1555900000,45200000,838500000.0,270000000.0,-21100000.0,17100000.0,,742600000.0,246400000.0,,-100000.0,272800000,45200000,45200000,,-16500000.0,0.0,239500000.0,,204900000.0,,5100000.0,,639200000.0,-11800000.0,,,,,
1999-01-31,,103500000.0,,65700000.0,203900000.0,200000000.0,-27900000.0,841700000,0.0725,77300000.0,-464500000.0,,12400000.0,213000000.0,213000000.0,2900000.0,,11700000.0,107400000.0,-400000.0,-4700000.0,,584827586.0,49500000.0,799000000,,-12100000.0,9000000.0,947900000.0,58500000,483400000.0,158500000.0,23300000.0,,,,-2000000.0,75200000,9100000.0,491200000.0,837000000.0,37400000.0,745000000,183300000.0,278300000,,0.0725,1611200000,42400000,866200000.0,270000000.0,-21400000.0,16700000.0,,769500000.0,279300000.0,,200000.0,258500000,42400000,42400000,584827586.0,-49400000.0,0.0,245600000.0,,221200000.0,-22500000.0,10300000.0,,540500000.0,-11800000.0,,,,,
1999-04-30,,101800000.0,,48400000.0,0.0,193000000.0,-2100000.0,841400000,0.055,73400000.0,-475100000.0,,13700000.0,193300000.0,193300000.0,3700000.0,,22700000.0,102900000.0,2400000.0,-15000000.0,,578181818.0,36900000.0,791100000,,-16800000.0,-32800000.0,961000000.0,49600000,485900000.0,141300000.0,16600000.0,,,,-20600000.0,65200000,-19800000.0,488900000.0,836900000.0,20100000.0,723800000,177400000.0,257900000,,0.055,1588200000,31800000,864400000.0,270100000.0,-27900000.0,15600000.0,,746800000.0,276700000.0,,700000.0,242600000,31800000,31800000,578181818.0,-23900000.0,0.0,257600000.0,,218800000.0,-2900000.0,2500000.0,,548500000.0,-12100000.0,,,,,
1999-07-31,8500000.0,100100000.0,,45400000.0,0.0,193400000.0,30000000.0,839100000,0.0525,14400000.0,-486000000.0,,18000000.0,236000000.0,189600000.0,3600000.0,,25800000.0,118000000.0,300000.0,12000000.0,-6300000.0,592000000.0,57100000.0,816800000,,-24700000.0,-30100000.0,981900000.0,43400000,495900000.0,158100000.0,15800000.0,,46400000.0,,-19000000.0,59200000,-3600000.0,477900000.0,837000000.0,32400000.0,734300000,177600000.0,294100000,,0.05,1611100000,29600000,876800000.0,268700000.0,-62000000.0,15800000.0,,772000000.0,280800000.0,,1400000.0,236800000,29600000,29600000,563809524.0,-30600000.0,189600000.0,262200000.0,,209200000.0,3600000.0,5600000.0,,580000000.0,-12000000.0,,,,,
1999-10-31,8400000.0,98500000.0,,91800000.0,189600000.0,215500000.0,-40000000.0,841100000,,15200000.0,-496600000.0,,41200000.0,248600000.0,188300000.0,3500000.0,,22300000.0,162600000.0,-300000.0,22900000.0,-6300000.0,,96000000.0,950900000,,-25500000.0,-57100000.0,1002200000.0,89400000,505600000.0,181600000.0,32200000.0,,60300000.0,,-46000000.0,106000000,-1300000.0,459100000.0,839100000.0,70500000.0,800100000,198900000.0,385400000,,,1685600000,59600000,885500000.0,274400000.0,2600000.0,16600000.0,,844500000.0,281400000.0,,900000.0,304900000,59600000,59600000,,-40200000.0,188300000.0,270200000.0,,184700000.0,-6700000.0,-11300000.0,,646000000.0,-12000000.0,,,,,
2000-01-31,8300000.0,97000000.0,,68500000.0,188300000.0,212500000.0,-8300000.0,846800000,0.0775,47000000.0,-507500000.0,,39300000.0,218000000.0,150400000.0,3600000.0,,14600000.0,164700000.0,-1600000.0,-13500000.0,-7200000.0,584000000.0,45700000.0,903900000,,-22300000.0,-46200000.0,1020200000.0,66700000,512700000.0,158300000.0,24700000.0,,67600000.0,,-25000000.0,82800000,-38000000.0,454600000.0,845700000.0,23400000.0,764800000,196400000.0,362300000,,0.075,1663700000,43800000,898900000.0,277500000.0,-21900000.0,16100000.0,,816900000.0,289200000.0,,-1600000.0,279200000,43800000,43800000,565161290.0,-37500000.0,150400000.0,267200000.0,,177100000.0,-28300000.0,5400000.0,,624700000.0,-11800000.0,,,,,
2000-04-30,8146000.0,95559000.0,,56644000.0,150400000.0,200200000.0,-2309000.0,848541000,0.065,32004000.0,-519126000.0,,38781000.0,148877000.0,125987000.0,4338000.0,,53297000.0,131140000.0,-27000.0,-59086000.0,-8839000.0,557753846.0,-6694000.0,879023000,,-25767000.0,-35419000.0,1041077000.0,56014000,521951000.0,161033000.0,20390000.0,,22890000.0,,-20793000.0,72570000,-24323000.0,452385000.0,849234000.0,-32461000.0,724269000,184100000.0,330954000,,0.065,1631880000,36254000,907611000.0,277152000.0,-8635000.0,16556000.0,,783339000.0,290101000.0,,-1176000.0,256214000,36254000,36254000,557753846.0,17790000.0,125987000.0,291995000.0,,175233000.0,-9224000.0,4968000.0,,622809000.0,-12444000.0,,,,,
2000-07-31,8053000.0,94096000.0,,45503000.0,125987000.0,189764000.0,-12901000.0,849744000,0.0525,18192000.0,-527019000.0,,37743000.0,115559000.0,109690000.0,3384000.0,,-64201000.0,136297000.0,20000.0,-9901000.0,-10573000.0,554971429.0,36137000.0,886015000,,-24243000.0,-34403000.0,1056406000.0,46272000,529387000.0,141909000.0,16367000.0,,5869000.0,,-15138000.0,62922000,-16297000.0,443177000.0,852264000.0,11894000.0,686576000,173114000.0,315949000,,0.0525,1608870000,29136000,922294000.0,276898000.0,,16650000.0,,759126000.0,298811000.0,,1072000.0,236036000,29136000,29136000,554971429.0,-18031000.0,109690000.0,300179000.0,,166279000.0,5424000.0,2615000.0,,649979000.0,-12281000.0,,,,,
2000-10-31,8120000.0,92632000.0,,93688000.0,109690000.0,200657000.0,-8975000.0,873877000,,15363000.0,-540063000.0,,38439000.0,106610000.0,100646000.0,3623000.0,,80922000.0,154893000.0,8767000.0,-9356000.0,-20917000.0,,76161000.0,1006181000,,-27815000.0,-48490000.0,1081612000.0,93600000,541549000.0,149293000.0,32709000.0,,5964000.0,,-14399000.0,110180000,-9044000.0,425438000.0,886674000.0,48346000.0,711109000,184077000.0,342625000,,,1641940000,60979000,930831000.0,279510000.0,,16580000.0,,768063000.0,296650000.0,,1000.0,294257000,60979000,60979000,,-36715000.0,100646000.0,281404000.0,,145928000.0,20350000.0,-12493000.0,,711924000.0,-12210000.0,,,,,
2001-01-31,8120000.0,93819000.0,,65147000.0,100646000.0,201420000.0,-21151000.0,896245000,0.075,0.0,-552570000.0,,39608000.0,138585000.0,138585000.0,3171000.0,,6239000.0,140012000.0,1947000.0,22366000.0,-26250000.0,558336572.0,83610000.0,947493000,,-25258000.0,-3853000.0,1102658000.0,65595000,550088000.0,65144000.0,23615000.0,,,,-2007000.0,82486000,37939000.0,427449000.0,914675000.0,58352000.0,718940000,201420000.0,336429000,,0.075,1660123000,41532000,941183000.0,280175000.0,-275000.0,16891000.0,,763878000.0,237510000.0,,995000.0,267015000,41532000,41532000,554258404.0,-41818000.0,138585000.0,277120000.0,,147274000.0,-29331000.0,-860000.0,74448000.0,680478000.0,-12142000.0,256791000.0,,,,
2001-04-30,8128000.0,384720000.0,,61026000.0,138585000.0,201139000.0,2113000.0,925001000,0.07,0.0,-567883000.0,,35683000.0,69378000.0,69378000.0,7164000.0,,0.0,151839000.0,3827000.0,24103000.0,-24843000.0,555628571.0,87411000.0,1018406000,,-14788000.0,286503000.0,1263795000.0,64848000,695912000.0,79882000.0,22132000.0,,,,-489000.0,86528000,-69207000.0,747820000.0,939000000.0,72623000.0,726553000,201139000.0,378669000,,0.07,2051490000,38894000,1324937000.0,281930000.0,0.0,21680000.0,,1126489000.0,244305000.0,,1762000.0,265987000,38894000,38894000,555628571.0,-443121000.0,69378000.0,321989000.0,7962000.0,457928000.0,13745000.0,1245000.0,78874000.0,752419000.0,-12807000.0,298353000.0,,,,
2001-07-31,8139000.0,385473000.0,,50914000.0,69378000.0,216477000.0,-6912000.0,948009000,0.06,0.0,-578751000.0,,38600000.0,149751000.0,149751000.0,8947000.0,,0.0,149150000.0,1946000.0,16536000.0,-24176000.0,553533333.0,75589000.0,1039491000,,-16159000.0,31817000.0,1258658000.0,56483000,679907000.0,90110000.0,17702000.0,,,,-31000.0,81354000,80373000.0,773661000.0,960682000.0,59430000.0,809570000,216477000.0,399927000,,0.06,2121597000,33212000,1312027000.0,281997000.0,0.0,24871000.0,,1173588000.0,246647000.0,,2000000.0,272960000,33212000,33212000,553533333.0,-27033000.0,149751000.0,330731000.0,3765000.0,487899000.0,5345000.0,1028000.0,97673000.0,766531000.0,-12829000.0,305559000.0,,,,
2001-10-31,8126000.0,378678000.0,,107927000.0,149751000.0,215433000.0,24197000.0,995881000,,0.0,-594166000.0,,39034000.0,186276000.0,186276000.0,8671000.0,,0.0,171177000.0,-9483000.0,-9669000.0,-25861000.0,,73830000.0,1118722000,,-20924000.0,-42330000.0,1274096000.0,113380000,679930000.0,105823000.0,39124000.0,,,,-6686000.0,140131000,36525000.0,746614000.0,1010473000.0,52906000.0,883281000,215433000.0,420203000,,,2162698000,68803000,1279417000.0,283747000.0,0.0,26751000.0,,1166817000.0,220809000.0,,301000.0,328813000,68803000,68803000,,5025000.0,186276000.0,355114000.0,460000.0,462407000.0,-11753000.0,1453000.0,83617000.0,789909000.0,-12845000.0,308115000.0,,,,
2002-01-31,8133000.0,367399000.0,,79286000.0,186276000.0,161688000.0,-182000.0,1036328000,0.09,0.0,-611910000.0,,41463000.0,226235000.0,216235000.0,8291000.0,,,161750000.0,-753000.0,-2321000.0,-23349000.0,554932000.0,66836000.0,983014000,,-11121000.0,-16613000.0,1281450000.0,84564000,669540000.0,87201000.0,28935000.0,,10000000.0,,,105224000,29959000.0,742496000.0,1047336000.0,55715000.0,899110000,161688000.0,395471000,,0.09,2174295000,50351000,1275185000.0,283461000.0,-10000000.0,20660000.0,,1137967000.0,227377000.0,,1083000.0,246252000,50351000,50351000,554932000.0,-20264000.0,216235000.0,360144000.0,,459035000.0,-21944000.0,1274000.0,87054000.0,736762000.0,-12827000.0,260373000.0,,,,
2002-04-30,8136000.0,367750000.0,,51562000.0,216235000.0,168554000.0,2500000.0,1054693000,0.06,0.0,-629826000.0,,77941000.0,298961000.0,293961000.0,8123000.0,,,147554000.0,-5078000.0,52068000.0,-24290000.0,562412000.0,98056000.0,954627000,,-13670000.0,-13979000.0,1291814000.0,55503000,661988000.0,96355000.0,18822000.0,,5000000.0,,,76151000,77726000.0,704313000.0,1066532000.0,84386000.0,932864000,168554000.0,444914000,,0.0575,2203920000,32740000,1271056000.0,283814000.0,0.0,20648000.0,,1149227000.0,225714000.0,,156000.0,224057000,32740000,32740000,555276000.0,-6351000.0,293961000.0,346365000.0,,420499000.0,21287000.0,2725000.0,94470000.0,730570000.0,-13523000.0,242890000.0,,,,
2002-07-31,8136000.0,56498000.0,,58754000.0,293961000.0,164329000.0,-214000.0,1076559000,0.07,0.0,-645110000.0,,25485000.0,277468000.0,267468000.0,7704000.0,,0.0,149273000.0,-515000.0,6610000.0,-23280000.0,561036000.0,63806000.0,933778000,,-13250000.0,-69862000.0,1298906000.0,62481000,653796000.0,121542000.0,20493000.0,,10000000.0,,-4069000.0,83453000,-26493000.0,705801000.0,1091251000.0,50556000.0,910921000,164329000.0,397292000,310978000.0,0.0675,2179652000,38261000,1268731000.0,284959000.0,-7464000.0,20972000.0,,1103093000.0,231683000.0,,686000.0,226810000,38261000,38261000,555216000.0,-20437000.0,267468000.0,351663000.0,,420842000.0,9495000.0,1775000.0,100992000.0,706968000.0,-13533000.0,251019000.0,,,,
2002-10-31,8111000.0,366296000.0,,104368000.0,267468000.0,150032000.0,0.0,1115255000,,0.0,-650473000.0,,13820000.0,309563000.0,309563000.0,7307000.0,,15000000.0,174070000.0,,1072000.0,-32959000.0,,98163000.0,1038895000,,-26424000.0,-42508000.0,1303151000.0,115702000,652678000.0,135986000.0,36398000.0,,,,-6648000.0,136660000,42095000.0,694830000.0,1140103000.0,71739000.0,962170000,157773000.0,410111000,,,2220196000,67970000,1258026000.0,285182000.0,-10111000.0,20958000.0,,1104941000.0,232469000.0,,553000.0,265734000,67970000,67970000,,-13560000.0,309563000.0,355638000.0,,409648000.0,412000.0,1967000.0,86235000.0,773161000.0,-13554000.0,275460000.0,,,,
