date,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,quarterlyInventory,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyResearchAndDevelopment,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyEbitda,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyCapitalExpenditure
2013-12-31,,595000,471909000,-33434000,,3980000,,,0.0,2947000.0,16736000,,251885000,844386000,13883000,42000,,68895000.0,,171896000,,,,,-294006000,928045000,300013000,,,50170000,299719000,592501000,21873000.0,79260000.0,1884000,548471000,,,,20804000,,,,-88556000,628326000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,9869000.0,482000,448078000,-34779000,,47102000,104398000.0,18849000.0,0.0,79923000.0,122920000,-191736000.0,311364000,921798000,28480000,46000,1033000.0,92292000.0,1217067000.0,65553000,-202014000.0,-0.316,-190703000.0,89998000.0,-468359000,1172292000,382525000,172612000.0,41503000.0,157699000,278067000,610434000,100000000.0,79986000.0,1901000,0,1217067000.0,-0.316,26711000.0,21117000,145901000.0,-202014000.0,-201605000.0,-255568000,894225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,13018000.0,5404000,1205036000,-47896000,10121000.0,81239000,88037000.0,19518000.0,422226000.0,68965000.0,184495000,71373000.0,892657000,2352634000,21352000,794000,100000.0,,1320180000.0,189172000,56982000.0,0.043,71473000.0,72289000.0,-306162000,162559000,1015864000,186294000.0,59928000.0,232391000,155787000,1459977000,482471000.0,,44726000,1368000,1239253000.0,0.046,38329000.0,22090000,147965000.0,56982000.0,58355000.0,2164958000,6772000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,10453000.0,9703000,1416204000,-62009000,3365000.0,92984000,89691000.0,22965000.0,9697000.0,184122000.0,188423000,58255000.0,1026906000,2729815000,39056000,801000,,,1332419000.0,99892000,49049000.0,0.037,52844000.0,72662000.0,-216220000,344342000,1316312000,198131000.0,52844000.0,250432000,333314000,1702909000,2614000.0,,75255000,1325000,1275990000.0,0.038,55596000.0,35356000,142535000.0,49049000.0,47802000.0,2360621000,11028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,21320000.0,13778000,1550525000,-71293000,1557000.0,108646000,164087000.0,32095000.0,9314000.0,63566000.0,198240000,71465000.0,1341480000,3051365000,22858000,809000,,,1341706000.0,179225000,48735000.0,0.036,56241000.0,137704000.0,57549000,305244000,1371300000,254767000.0,56241000.0,269533000,290183000,1709885000,568061000.0,,129411000,1283000,1298465000.0,0.038,34439000.0,20109000,220328000.0,48735000.0,50145000.0,2709814000,15061000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,77622000.0,111907000,1398069000,-80484000,,68837000,125629000.0,28937000.0,8522000.0,,196669000,250902000.0,1823740000,3418656000,7233000,798000,,,1314973000.0,244812000,175546000.0,0.133,53586000.0,97558000.0,593727000,421503000,1153257000,196476000.0,53586000.0,277153000,308356000,1594916000,,,233536000,1240000,1281710000.0,0.137,17261000.0,34856000,179215000.0,175546000.0,173280000.0,2981593000,113147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,127146000.0,186805000,1557200000,-87500000,,57363000,77811000.0,18986000.0,,,243113000,95677000.0,1607975000,3302771000,3173000,777000,61000.0,,1257026000.0,549432000,-32075000.0,-0.026,95738000.0,53049000.0,562443000,438597000,1007768000,143364000.0,52114000.0,330613000,246492000,1694796000,,,233615000,4244000,1257026000.0,-0.026,13439000.0,34902000,129925000.0,-32075000.0,-31469000.0,2849555000,192105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
