date,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyBasicAverageShares,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyAccountsPayable,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
2006-06-30,0.6,,,,,,,,384000000,298000000,,,,,845000000,,,305000000,,298000000,,,0,,497000000.0,,,2361000000,,,,,,408000000,386000000,,,,,,,,,,,,,0.6,60000000,,,,497000000.0,,,,,,,,459000000,3206000000,,,102000000,,,,,459000000,,,,,,,
2006-09-30,,,174000000.0,6040000000.0,3139000000.0,4760000000.0,434000000.0,7135000000.0,497000000,369000000,13051000000.0,19091000000.0,1009000000.0,7899000000.0,933000000,-324000000.0,,299000000,3371000000.0,369000000,254000000.0,-49000000.0,0,470000000.0,,1966000000.0,-151000000.0,2827000000,,1331000000.0,2544000000.0,,353000000.0,73000000,814000000,1028000000.0,0.0,,11160000000.0,380000000.0,,242000000.0,9000000.0,-1000000.0,470000000.0,,,,60000000,470000000.0,291000000.0,1300000000.0,,,670000000.0,-145000000.0,-74000000.0,595000000.0,,3133000000.0,119000000,3760000000,-326000000.0,-161000000.0,-229000000,3133000000.0,,217000000.0,,293000000,341000000.0,116000000.0,,,,,
2006-12-31,0.57,,128000000.0,,,,-233000000.0,,411000000,281000000,,,,,815000000,,,240000000,,281000000,,-217000000.0,0,470000000.0,497000000.0,,-219000000.0,2279000000,0.0,,,,469000000.0,349000000,421000000,,,,,,,,226000000.0,0.0,,,,0.57,60000000,,,,497000000.0,,,-208000000.0,21000000.0,219000000.0,,,394000000,3094000000,0.0,-452000000.0,108000000,,0.0,,0.0,522000000,38000000.0,7000000.0,,,,,
2007-03-31,0.56,,123000000.0,,,,215000000.0,,405000000,277000000,,,,,832000000,,,281000000,,277000000,,1000000.0,0,507000000.0,497000000.0,,-133000000.0,2372000000,0.0,,,,470000000.0,375000000,413000000,,,,,,,,-12000000.0,-7000000.0,,,,0.56,58000000,,,,497000000.0,,,-87000000.0,36000000.0,360000000.0,,,419000000,3204000000,-199000000.0,-145000000.0,93000000,,0.0,,0.0,542000000,12000000.0,33000000.0,,,,,
2007-06-30,-2.75,883000000.0,146000000.0,9504000000.0,8694000000.0,3424000000.0,147000000.0,7161000000.0,426000000,-1368000000,13561000000.0,23065000000.0,2208000000.0,12118000000.0,862000000,1336000000.0,,-933000000,825000000.0,-1368000000,948000000.0,-7000000.0,-1176000000,750000000.0,497000000.0,2070000000.0,-1045000000.0,2550000000,,1144000000.0,2565000000.0,99000000.0,507000000.0,-786000000,1342000000,558000000.0,,217000000.0,10931000000.0,391000000.0,,3199000000.0,-1124000000.0,,750000000.0,,,-2.75,57000000,750000000.0,2886000000.0,1310000000.0,497000000.0,,,-140000000.0,64000000.0,297000000.0,,3429000000.0,-480000000,3412000000,1149000000.0,-150000000.0,146000000,3429000000.0,,3137000000.0,,-334000000,1141000000.0,241000000.0,,,,,
2007-09-30,,186000000.0,138000000.0,9873000000.0,6185000000.0,6111000000.0,497000000.0,7177000000.0,401000000,256000000,13815000000.0,23688000000.0,2467000000.0,12296000000.0,911000000,-3948000000.0,,264000000,3373000000.0,256000000,1182000000.0,99000000.0,-54000000,936000000.0,,2047000000.0,-131000000.0,2708000000,,1450000000.0,2686000000.0,99000000.0,750000000.0,413000000,417000000,554000000.0,,191000000.0,11377000000.0,271000000.0,-5024000000.0,3207000000.0,-21000000.0,,936000000.0,,,,56000000,936000000.0,5000000.0,1382000000.0,,,1052000000.0,222000000.0,41000000.0,642000000.0,,8529000000.0,494000000,3619000000,-543000000.0,-145000000.0,146000000,3505000000.0,,3157000000.0,,632000000,38000000.0,186000000.0,,,,,
2007-12-31,1.91,432000000.0,140000000.0,9779000000.0,6169000000.0,7358000000.0,267000000.0,7181000000.0,418000000,949000000,15189000000.0,24968000000.0,3827000000.0,13527000000.0,917000000,-8000000.0,,872000000,3260000000.0,949000000,1779000000.0,-130000000.0,571000000,916000000.0,496000000.0,2343000000.0,-32000000.0,2758000000,-70000000.0,1379000000.0,2732000000.0,100000000.0,936000000.0,1030000000,418000000,547000000.0,,296000000.0,11429000000.0,271000000.0,-5024000000.0,3011000000.0,-9000000.0,,916000000.0,,,1.9,50000000,916000000.0,24000000.0,1459000000.0,499000000.0,,1078000000.0,-137000000.0,42000000.0,396000000.0,,8570000000.0,499000000,3675000000,-386000000.0,-129000000.0,157000000,3546000000.0,19000000.0,3011000000.0,-232000000.0,639000000,-582000000.0,-20000000.0,,,,,
2008-03-31,0.62,665000000.0,131000000.0,7288000000.0,3648000000.0,7246000000.0,-603000000.0,7209000000.0,421000000,301000000,15187000000.0,22475000000.0,3802000000.0,10894000000.0,970000000,1000000.0,,302000000,3173000000.0,301000000,1753000000.0,-157000000.0,-35000000,748000000.0,486000000.0,2427000000.0,797000000.0,2692000000,-66000000.0,1672000000.0,2806000000.0,100000000.0,916000000.0,474000000,444000000,522000000.0,,325000000.0,11570000000.0,271000000.0,-5024000000.0,290000000.0,928000000.0,,748000000.0,,,0.62,49000000,748000000.0,22000000.0,1527000000.0,489000000.0,,1291000000.0,0.0,85000000.0,-449000000.0,,8642000000.0,526000000,3662000000,-524000000.0,-154000000.0,171000000,3618000000.0,9000000.0,102000000.0,-360000000.0,657000000,-919000000.0,-174000000.0,,,,,
2008-06-30,0.69,928000000.0,143000000.0,7137000000.0,3419000000.0,7094000000.0,253000000.0,7206000000.0,437000000,330000000,14977000000.0,22114000000.0,3652000000.0,10513000000.0,997000000,-13000000.0,,317000000,3171000000.0,330000000,1631000000.0,-20000000.0,-22000000,730000000.0,478000000.0,2427000000.0,-166000000.0,2911000000,-69000000.0,1445000000.0,2872000000.0,100000000.0,748000000.0,501000000,444000000,513000000.0,,294000000.0,11591000000.0,271000000.0,-5024000000.0,307000000.0,-4000000.0,,730000000.0,,,0.68,43000000,730000000.0,21000000.0,1573000000.0,482000000.0,,1295000000.0,-118000000.0,76000000.0,420000000.0,,8666000000.0,553000000,3908000000,-299000000.0,-167000000.0,182000000,3642000000.0,23000000.0,86000000.0,-240000000.0,696000000,14000000.0,-18000000.0,,,,,
2008-09-30,,1141000000.0,145000000.0,7095000000.0,3332000000.0,7185000000.0,453000000.0,7068000000.0,423000000,202000000,14505000000.0,21600000000.0,3735000000.0,10517000000.0,911000000,8000000.0,,107000000,3161000000.0,202000000,1519000000.0,27000000.0,-291000000,1086000000.0,,2312000000.0,296000000.0,2795000000,-66000000.0,1596000000.0,2726000000.0,100000000.0,730000000.0,158000000,552000000,486000000.0,,247000000.0,11073000000.0,289000000.0,-5293000000.0,0.0,-5000000.0,,1086000000.0,,,,46000000,1086000000.0,20000000.0,1469000000.0,,,929000000.0,177000000.0,-29000000.0,622000000.0,,8810000000.0,359000000,3706000000,-483000000.0,-169000000.0,50000000,3517000000.0,3000000.0,0.0,-410000000.0,504000000,209000000.0,356000000.0,,,,,
