date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInInventory,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment
2005-01-31,-12190523443.0,4309104441,6710493674,1427685438.0,4827586207.0,407452245101,,978665344,-339866038,,,-1317290995.0,,,-8590920367.0,-11163483.0,12628380055,,,,18953113371,-4893326718.0,,8190275366,978665344,978665344,1731580253.0,,1277362000.0,0.76022,,-133961796.0,2113619449.0,,0.0,173667824361,,2790870752,,1420243116.0,,591664599,-8908459439,441577772.0,,1783676507,,0.75022,1298236000.0,428229967750,-9042421235,4951624907.0,105432895,23928305631.0,3711237906,7852890102,11122550236,-1426445051.0,,,,,,,,,,,,,,,,,,,
2005-04-30,-15446756154.0,4136020151,-6585808535,1270780856.0,4734256927.0,413261964735,,894206549,-362904743,,,2318550440.0,,,-2143336560.0,-122337776.0,13172544081,,,,20105793451,-3502139276.0,,8100755668,906801008,906801008,1732997481.0,,1281684000.0,0.6975,,-93997902.0,2299748111.0,,-3778337.0,138910579345,,5333814387,,1254408061.0,,-188641929,1060852386,347607053.0,,1772040302,,0.68255,1303600000.0,435442065491,966854484,5016372796.0,137640153,12457084797.0,4309104441,8222921914,11178841310,-1304785894.0,,,,,,,,,,,,,,,,,,,
2005-07-31,-4199380132.0,5287131138,-11388307032,1386065875.0,4938165789.0,444947961308,,968531897,-369838500,,,-26963056923.0,,,11086895595.0,-61184672.0,13748010285,,,,20241214644,-5752936112.0,,10231419126,1001591772,979551855,2404799804.0,-15216827.0,1286204000.0,0.74091,,-67130298.0,2579894698.0,,3204464023.0,155681400759,,27475902592,,1393412514.0,,1197320173,-14889015942,391820742.0,,1721562385,,0.72589,1306046000.0,466304640627,-14956146240,4753275377.0,119361138,-1368860490.0,4136020151,7957634382,11763193339,-1503612097.0,,,,,,,,,,,,,,,,,,,
2005-10-31,-4535993477.0,5000590388,3538979078,603610084.0,4816551835.0,447429448578,,510562923,-409265793,,,-8326784409.0,,,720687581.0,,13704097296,,,1715668910.0,19847679773,-4856202924.0,,9566654859,542665973,522459897,2386879667.0,-701911102.0,,,,-87481736.0,3048034953.0,,-3204228016.0,160494745543,,3065134314,,632560010.0,,-188133609,-6792247001,89894037.0,,1708584248,,,,469520604558,-6879728737,4612114772.0,101611156,13018657215.0,5287131138,7869878380,10237336167,-1773526981.0,,,,,,,,,,,,,,,,,,,
2006-01-31,-13006372326.0,4682521620,-12204142012,1510013656.0,4977241694.0,465474510696,,1160673646,-490441511,,,-5986572599.0,,,671370050.0,20482476.0,14284251252,,,,20534820209,-9558488849.0,,9515248066,1172052799,1170914884,2463586709.0,,1284334000.0,0.90928,,-118343195.0,3296540737.0,,0.0,165657715066,,15992262176,,1504324078.0,,-260582613,-4048702777,332271279.0,,1736458807,,0.89421,1304378000.0,487874374147,-4167045972,4861174329.0,111515703,10721438325.0,5001137915,8189576695,15595129722,-2034592626.0,,,,,,,,,,,,,,,,,,,
2006-04-30,-21092098144.0,5221614380,-13994361951,1451378810.0,5122250753.0,479895054147,,1106397231,-373687103,,,9445319947.0,,,-3225796755.0,19709553.0,14648877973,,,,21050574969,-4274267653.0,,9228536340,1127609691,1117561684,2488556436.0,,1282694000.0,0.86316,,-62520934.0,3640727923.0,,8848944959.0,163991291727,,7109222696,,1475940605.0,,576536615,7460559425,348330914.0,,1699229653,,0.85313,1301645000.0,502892709613,7398038491,4790666518.0,119588461,11434417430.0,4682521620,8490566038,14099586915,-2183766886.0,,,,,,,,,,,,,,,,,,,
2006-07-31,-14693248050.0,3813779839,-15886573534,1618961421.0,5206471321.0,500622242335,,1164158841,-457287836,,,-1199441997.0,,,-10926736322.0,153268770.0,15120488743,,,,21546555040,-10843111808.0,,7822151827,1193573934,1176603688,2474261794.0,-22511927.0,1279300000.0,0.90912,,-121206241.0,4083041068.0,,-8576904933.0,172802353207,,25120033399,,1574838783.0,,-1429202107,-10661545527,381264849.0,,1717388845,,0.89912,1297340000.0,523968774748,-10782751768,4781083833.0,121876942,9770832784.0,5221614380,8476071954,15243805860,-2112229890.0,,,,,,,,,,,,,,,,,,,
2006-10-31,-6087671136.0,4401436105,-1149523647,1624716923.0,5349342903.0,512584988220,,1237078156,-486055782,,,-1663546348.0,,,-7372646016.0,-49850342.0,15771345226,,2555817345.0,2229327948.0,22420060586,-5824524374.0,,8486480422,1263488502,1262601370,2439326660.0,-684411353.0,,,3929092337.0,-208419925.0,4388485178.0,,-24448222.0,186482665769,,9489690076,,1604728349.0,,592660200,-7746384273,341239847.0,,1817569842,,,,536779984293,-7954804198,4945585100.0,128338315,10984789078.0,3813779839,1347469988,14902950746,-2003814653.0,2555817345.0,,,,,,,,,,,,,,,,,,
2007-01-31,-13961199294.0,3877718989,-15105232216,1952968843.0,5697824810.0,546358612581,,1477954145,-530276308,,,-1695473251.0,,,-13231040564.0,-161081717.0,16264550265,,,,23457965902,-6518518519.0,,8191651969,1494415050,1494415050,2549088771.0,-489124045.0,1274354000.0,1.16456,,-195179306.0,4577307466.0,,57613169.0,196851263962,,28001175779,,1929453263.0,,-625514403,-13521457966,435038213.0,,1916519694,,1.14448,1293085000.0,571615520282,-13716637272,5630805409.0,123456790,6142269253.0,4400940623,1596707819,11514403292,-1760141093.0,,,,,,,,,,,,,,,,,,,
2007-04-30,-10512455726.0,4269550749,-10016232010,1657237937.0,5669439823.0,563487520798,,1256794232,-526850703,,,2598412797.0,,,131761585.0,56811057.0,16786466999,,,,24080976151,-6124853638.0,,8187465336,1278979479,1278979479,2725457571.0,-60647.0,1272212000.0,0.98633,,-147582757.0,4846367166.0,,-114185548.0,198509151414,,6321619562,,1631724903.0,,494621447,4188124633,352745424.0,,1993344426,,0.97637,1288415000.0,589075984470,4040541876,5824736550.0,131673548,6478917658.0,3877718989,2028840821,12782029950,-2126455907.0,,,,,,,,,,,,,,,,,,,
2007-07-31,-10074316442.0,5091044617,-12140808162,1795335960.0,5480779470.0,578475135769,,1369396230,-608297331,,,1012724388.0,,,6881623777.0,-101245259.0,17516771377,,,,24546906613,-16087327449.0,,6203812161,1394952614,1394952614,2335214567.0,-500060330.0,1272913000.0,1.07291,,-169430462.0,4919603876.0,,-27550719.0,190219358961,,3787097109,,1744223192.0,,884806277,9239626593,349270578.0,,2055159195,,1.06289,1288227000.0,604582046640,9070196131,5756575445.0,133539665,14280101557.0,4269550749,2047705250,15249707166,-2419337664.0,,,,,,,,,,,,,,,,,,,
2007-10-31,5515713398.0,4225711853,572271442,1622779901.0,5615415971.0,574424368556,,1300478993,-612505844,,1078422098.0,139013959.0,,,17880695596.0,58888353.0,18166682433,,2907955728.0,2608078706.0,24438558320,-4198067777.0,,6234982499,1324564573,1324564573,2476938648.0,691432.0,,,3783937187.0,-193511760.0,4501432782.0,,876478.0,179675527386,,-20735944858,,1578848395.0,,-596879928,19566793487,254283822.0,,2131302620,,,,600346230253,19373281727,5379812695.0,141081203,-551841869.0,5091044617,2049947971,16106328635,-3206886766.0,2907955728.0,,,,,,,,,,,,,,,,,,
2008-01-31,-19240963856.0,4186746988,-25085341365,1617469879.0,5646586345.0,606212851406,,1220883534,-660642570,,,1369477912.0,,,-8887550201.0,-182730924.0,18697791165,,,,25025100402,-10956827308.0,,7265060241,1244979920,1244979920,2152610442.0,-500000000.0,1284307670.0,0.964,44312248996.0,-267068273.0,4650602410.0,,-30120481.0,184348393574,,31252008032,,1588353414.0,,-152610442,-6319277108,343373494.0,,2277108434,,0.95396,1297145080.0,632761044177,-6586345381,5522088353.0,142570281,5388554217.0,4225903614,2044176707,17850401606,-3192771084.0,,,,,,,,,,,,,,,,,,,
2008-04-30,629350434.0,5958408680,-3889944952,1088004822.0,4954792043.0,599458509142,,905163753,-662443627,,,-5660215305.0,,,10406537543.0,-277385612.0,18951175407,,,,25988547318,-18328886978.0,,8349407273,928270042,928270042,2347799879.0,-301387.0,1287245000.0,0.7,71551135222.0,-676271088.0,4166164356.0,,-60295432.0,175352622061,,206702034,,1083986337.0,,1756990591,5439228886,155716295.0,,2643158529,,0.7,1298069000.0,627471368294,4762957798,6836447659.0,162834581,12917654343.0,4186746988,2263411694,18307213181,-3549326904.0,,,,,,,,,,,,,,,,,,,
2008-07-31,-509164470.0,7571136131,5286442919,1753326510.0,5911975435.0,605707267145,,1235414534,-668725471,,,4616223576.0,,,2088996281.0,-8665450.0,19516888434,,,,28729785056,-238338938.0,,7925281474,1262026612,1262026612,2585465711.0,-210384.0,1323293000.0,0.93,,136788696.0,3609007165.0,,51521338.0,176377686796,,-11915209554,,1704196520.0,,1561433566,8191204824,442169908.0,,2951893552,,0.92,1340239000.0,636792221085,8327993520,10075742068.0,173612538,8410270458.0,5958408680,2263050154,20897645855,-3501535312.0,,,,,,,,,,,,,,,,,,,
2008-10-31,-5743339472.0,11085858586,-20963633754,1548970477.0,5069697314.0,690728715729,,1092754321,-695778520,,2467532468.0,-3016683873.0,,,5960318445.0,14236531.0,19936267436,,2924482924.0,2461519962.0,30758778259,-31364595164.0,,8131313131,1120069437,1120069437,1867094940.0,271271.0,,,5401635402.0,-458480600.0,3558876280.0,,495845033.0,171133958634,,19654431186,,1547881209.0,,2811819763,4121022330,427811772.0,,3259980760,,,,723858826359,3662541730,11230158730.0,194383273,16622866821.0,7571136131,2663540164,31126743627,-2356902357.0,2924482924.0,,,,,,,,,,,,,,,,,,
2009-01-31,-10709193707.0,10199115044,8793018682,1495821042.0,6940757129.0,676696165191,,1012782694,-695673550,,,5814896756.0,,,-6031219272.0,-276548673.0,20060226155,,,,34171583088,7704031465.0,,7783923304,1053343166,1053343166,3536135693.0,-500245821.0,1366868000.0,0.74,,-156096362.0,2997787611.0,,4450589971.0,172182890855,,-10168387414,,1490904621.0,,-990658800,384709931,437561455.0,,2463126844,,0.73,1379191000.0,713176007866,228613569,12143559489.0,205260570,11954277286.0,11086529007,3812684366,25561701082,-2546705998.0,,,,,,,,,,,,,,,,,,,
2009-04-30,-7286806293.0,9342000000,7918981318,1254000000.0,6761000000.0,643708000000,,-105000000,-729326450,,,-5410896756.0,,,5668219272.0,-227451327.0,19229000000,,,,34465000000,12695968535.0,8819000000.0,7629000000,-12000000,-50000000,3350000000.0,-1526754179.0,1405772000.0,-0.07,35540000000.0,-229903638.0,2234000000.0,,3505410029.0,176555000000,,-11222612586,,254000000.0,,-753341200,2520290069,266000000.0,,2418000000,,-0.07,1417038000.0,680323000000,2290386431,2150000000.0,1213739430,2739722714.0,10199115044,17543000000,20639000000,-2466000000.0,,,,,,,,,,,,,,,,,,,
2009-07-31,-8528000000.0,7966000000,1828000000,2045000000.0,7823000000.0,622193000000,-32000000.0,1488000000,-678000000,,,184000000.0,-36000000.0,,-3027000000.0,216000000.0,19997000000,,,,35614000000,0.0,8313000000.0,6486000000,1596000000,1561000000,3802000000.0,-1625000000.0,1408687000.0,1.06,,-46000000.0,1915000000.0,,5161000000.0,183671000000,,-2681000000,,2045000000.0,0.0,-1376000000,-210000000,449000000.0,64000000.0,2312000000,-553000000.0,1.05,1422810000.0,659942000000,-256000000,2038000000.0,214000000,8559000000.0,9342000000,17677000000,16613000000,-2200000000.0,,,,,,,,,,,,,,,,,,,
2009-10-31,-5744000000.0,8353000000,-2622000000,731000000.0,7581000000.0,616012000000,-150000000.0,1230000000,-645000000,2367000000.0,,-867000000.0,-7000000.0,,2059000000.0,191000000.0,20585000000,,,,36906000000,-3704000000.0,8368000000.0,6461000000,1316000000,1294000000,3660000000.0,26000000.0,,,41359000000.0,-268000000.0,1890000000.0,,3615000000.0,186272000000,,-1711000000,,1731000000.0,0.0,387000000,4708000000,415000000.0,74000000.0,2367000000,-714000000.0,,,654989000000,4440000000,2033000000.0,218000000,7370000000.0,7966000000,17888000000,17276000000,-1716000000.0,,,,,,,,,,,,,,,,,,,
2010-01-31,-11283000000.0,9535000000,-6352000000,2085000000.0,7334000000.0,619764000000,-363000000.0,1433000000,-610000000,,,78000000.0,-35000000.0,,-3215000000.0,129000000.0,21307000000,,,,37634000000,0.0,8279000000.0,5896000000,1520000000,1497000000,3694000000.0,-2185000000.0,1418146000.0,1.01,48833000000.0,-172000000.0,1919000000.0,,7474000000.0,189416000000,,8531000000,,2085000000.0,-2000000.0,1182000000,-976000000,565000000.0,75000000.0,2372000000,262000000.0,1.0,1432179000.0,659499000000,-1148000000,1952000000.0,219000000,15728000000.0,8353000000,18080000000,16799000000,-1901000000.0,,,,,,,,,,,,,,,,,,,
2010-04-30,-6919000000.0,8757000000,-3541000000,1795000000.0,6967000000.0,614829000000,383000000.0,1264000000,-820000000,,,66000000.0,-7000000.0,,2023000000.0,-99000000.0,21860000000,,,,38064000000,0.0,8021000000.0,5813000000,1352000000,1329000000,3508000000.0,-230000000.0,1420375000.0,0.89,46560000000.0,-181000000.0,1837000000.0,,-7474000000.0,188236000000,,-1061000000,,1795000000.0,0.0,-778000000,4001000000,443000000.0,65000000.0,2366000000,-521000000.0,0.88,1434232000.0,655136000000,3820000000,1861000000.0,219000000,13130000000.0,9535000000,18144000000,17645000000,-2083000000.0,,,,,,,,,,,,,,,,,,,
2010-07-31,-11355000000.0,9056000000,-27090000000,1559000000.0,6827000000.0,663696000000,-54000000.0,1211000000,-822000000,,,64000000.0,-2000000.0,,1501000000.0,113000000.0,22361000000,,,,38513000000,0.0,8111000000.0,6661000000,1302000000,1276000000,3645000000.0,-712000000.0,1421777000.0,0.85,46706000000.0,-301000000.0,1884000000.0,,2538000000.0,192739000000,,23805000000,,1559000000.0,-78000000.0,299000000,3537000000,257000000.0,22000000.0,2310000000,-1117000000.0,0.84,1434379000.0,704424000000,3236000000,2021000000.0,225000000,14511000000.0,8757000000,18153000000,20477000000,-2160000000.0,,,,,,,,,,,,,,,,,,,
2010-10-31,-10306000000.0,9330000000,-14591000000,1529000000.0,7202000000.0,684999000000,-10000000.0,1057000000,-775000000,6509000000.0,,59000000.0,-14000000.0,,2993000000.0,-66000000.0,22706000000,,,,38951000000,0.0,8064000000.0,6681000000,1148000000,1121000000,3898000000.0,191000000.0,,,46597000000.0,-418000000.0,2056000000.0,-4006000000.0,-9668000000.0,193331000000,,10150000000,,1529000000.0,-2000000.0,274000000,4732000000,381000000.0,35000000.0,2503000000,-1216000000.0,,,726206000000,4314000000,1930000000.0,247000000,10867000000.0,9056000000,18191000000,22582000000,-2099000000.0,,,,,,,,,,,,,,,,,,,
2011-01-31,-9972000000.0,8203000000,-11891000000,2480000000.0,7389000000.0,678795000000,-345000000.0,1774000000,-822000000,,,78000000.0,-14000000.0,,-18293000000.0,56000000.0,23767000000,,,,40065000000,0.0,9198000000.0,8041000000,1868000000,1839000000,3385000000.0,-138000000.0,1424094000.0,1.25,56440000000.0,-321000000.0,2215000000.0,,0.0,216526000000,,26671000000,,2480000000.0,-1306000000.0,-1127000000,-15860000000,612000000.0,70000000.0,2583000000,404000000.0,1.24,1435291000.0,721110000000,-16181000000,2097000000.0,231000000,11388000000.0,9330000000,18232000000,19545000000,-2094000000.0,,,,,,,,,,,,,,,,,,,
2011-04-30,-11524000000.0,8264000000,6319000000,1932000000.0,7132000000.0,686218000000,,1442000000,-746000000,,,381000000.0,-1734000000.0,,-6492000000.0,101000000.0,24457000000,,,,40435000000,0.0,8936000000.0,7603000000,1533000000,1506000000,3565000000.0,-400000000.0,1426504000.0,1.01,62042000000.0,-323000000.0,2142000000.0,,0.0,209007000000,,-1572000000,,1932000000.0,440000000.0,418000000,-4185000000,399000000.0,1877000000.0,2657000000,826000000.0,1.0,1438048000.0,728917000000,-4508000000,2059000000.0,239000000,18869000000.0,7846000000,4813000000,22172000000,-2607000000.0,,,,,,,,,,,,,,,,,,,
2011-07-31,-6402000000.0,13839000000,-5636000000,1935000000.0,6790000000.0,688439000000,-164000000.0,-156000000,-773000000,,,9000000.0,-1455000000.0,,9576000000.0,-158000000.0,23525000000,,,,40211000000,1806000000.0,7636000000.0,7617000000,1588000000,-92000000,3389000000.0,27000000.0,1435131000.0,-0.11,50566000000.0,-280000000.0,2066000000.0,,-1430000000.0,193060000000,,641000000,,1935000000.0,0.0,5041000000,10523000000,347000000.0,1411000000.0,2340000000,358000000.0,-0.11,1439146000.0,730570000000,10243000000,1963000000.0,171000000,10948000000.0,8949000000,18761000000,24058000000,-2237000000.0,,,,,,,,,,,,,,,,,,,
2011-10-31,-8130000000.0,15963000000,-17619000000,2054000000.0,6479000000.0,708054000000,,1534000000,-691000000,6301000000.0,,235000000.0,-1731000000.0,,14754000000.0,-102000000.0,24282000000,,,,41707000000,0.0,7703000000.0,7749000000,1627000000,1599000000,3183000000.0,676000000.0,,,,-415000000.0,1981000000.0,-3811000000.0,-2406000000.0,179558000000,,3206000000,,2054000000.0,-440000000.0,1916000000,15525000000,427000000.0,1813000000.0,2490000000,,,,751702000000,15110000000,2115000000.0,224000000,13510000000.0,13839000000,4813000000,25428000000,-1625000000.0,,,,,,,,,,,,,,,,,,,
2012-01-31,-15324000000.0,14960000000,-672000000,2425000000.0,7574000000.0,772286000000,,1766000000,-783000000,,,350000000.0,-1817000000.0,,-1364000000.0,178000000.0,21364000000,,,,40972000000,0.0,7608000000.0,8744000000,1876000000,1830000000,3782000000.0,0.0,1439252000.0,1.23,37358000000.0,-371000000.0,2168000000.0,,-46000000.0,165339000000,,-791000000,,2425000000.0,0.0,-184000000,1228000000,549000000.0,1868000000.0,2614000000,883000000.0,1.21,1467527000.0,815016000000,857000000,2124000000.0,252000000,13977000000.0,15144000000,18926000000,23140000000,667000000.0,,,,,,,,,,,,,,,,,,,
2012-04-30,-14926000000.0,8832000000,-1555000000,2079000000.0,6918000000.0,757161000000,,1443000000,-780000000,,1269000000.0,382000000.0,-1505000000.0,,-5103000000.0,115000000.0,21983000000,,4013000000.0,4636000000.0,41437000000,0.0,7440000000.0,7553000000,1563000000,1508000000,3208000000.0,-1000000000.0,1441761000.0,1.0,50150000000.0,-391000000.0,2069000000.0,,0.0,164604000000,249000000.0,-1802000000,1558000000.0,2079000000.0,2671000000.0,-6128000000,-2653000000,516000000.0,1499000000.0,2753000000,-1631000000.0,0.99,1467063000.0,800371000000,-3044000000,2132000000.0,395000000,17172000000.0,14960000000,4813000000,20753000000,457000000.0,4892000000.0,,,,,,,,,,,,,,,,,,
2012-07-31,-12446000000.0,10586000000,4810000000,2673000000.0,7747000000.0,779469000000,,2216000000,-821000000,,1111000000.0,324000000.0,-1161000000.0,,-5028000000.0,-5000000.0,23310000000,,4186000000.0,5072000000.0,43168000000,0.0,7466000000.0,7646000000,2240000000,2216000000,3570000000.0,-6000000.0,1443457000.0,1.49,43562000000.0,-277000000.0,2090000000.0,,-46000000.0,158553000000,,-832000000,1574000000.0,2673000000.0,-847000000.0,1754000000,-2278000000,433000000.0,1201000000.0,2672000000,-147000000.0,1.47,1469513000.0,824394000000,-2555000000,8080000000.0,105000000,13589000000.0,8832000000,4813000000,21972000000,755000000.0,1588000000.0,,,,,,,,,,,,,,,,,,
2012-10-31,-12994000000.0,12617000000,1612000000,2185000000.0,7191000000.0,779072000000,,1888000000,-888000000,6359000000.0,,362000000.0,-778000000.0,,-740000000.0,-165000000.0,24270000000,,,,44267000000,2677000000.0,7485000000.0,7615000000,1911000000,1888000000,3894000000.0,0.0,,,,-312000000.0,2027000000.0,-3668000000.0,0.0,162119000000,,-775000000,,2513000000.0,,2049000000,1199000000,602000000.0,842000000.0,2691000000,,,,825100000000,887000000,8100000000.0,-452000000,13787000000.0,10586000000,4813000000,22872000000,830000000.0,,,,,,,,,,,,,,,,,,,
2013-01-31,-12343000000.0,13741000000,3565000000,2805000000.0,7904000000.0,790509000000,,1980000000,-932000000,,,349000000.0,-735000000.0,,-6104000000.0,114000000.0,25375000000,38467000000.0,,,45312000000,0.0,7459000000.0,9441000000,2070000000,2045000000,3558000000.0,,1445489000.0,1.37,50062000000.0,-249000000.0,1992000000.0,,-47000000.0,169760000000,,960000000,,2805000000.0,,1124000000,-3397000000,735000000.0,725000000.0,2678000000,84000000.0,1.36,1469330000.0,837585000000,-3646000000,2698000000.0,247000000,14401000000.0,12617000000,4813000000,22240000000,780000000.0,,,,,,,,,,,,,,,,,,,
2013-04-30,-8417000000.0,14503000000,889000000,2532000000.0,7767000000.0,819507000000,,1848000000,-933000000,,,288000000.0,-1346000000.0,,-460000000.0,-128000000.0,26191000000,36543000000.0,,,46251000000,0.0,8106000000.0,8503000000,1936000000,1912000000,3737000000.0,-1000000000.0,1445238000.0,1.28,49628000000.0,-152000000.0,1910000000.0,,0.0,176899000000,,-1989000000,,2532000000.0,-2537000000.0,762000000,1842000000,596000000.0,1289000000.0,2677000000,-294000000.0,1.27,1468008000.0,867530000000,1690000000,2725000000.0,114000000,10477000000.0,13741000000,4813000000,21484000000,853000000.0,,,,,,,,,,,,,,,,,,,
2013-07-31,-9771000000.0,14083000000,-650000000,2687000000.0,7219000000.0,802334000000,,2216000000,-974000000,,,267000000.0,-2046000000.0,,-11000000.0,-33000000.0,27251000000,36818000000.0,,,47213000000,0.0,8234000000.0,7392000000,2304000000,2279000000,2999000000.0,-1000000000.0,1443350000.0,1.54,46473000000.0,-257000000.0,1957000000.0,,-47000000.0,174900000000,,-2548000000,,2687000000.0,0.0,-420000000,2735000000,383000000.0,1518000000.0,2679000000,-260000000.0,1.52,1465991000.0,851304000000,2478000000,2742000000.0,114000000,9773000000.0,14503000000,4600000000,21459000000,1040000000.0,,,,,,,,,,,,,,,,,,,
2013-10-31,-10810000000.0,15550000000,-3440000000,2556000000.0,7887000000.0,810484000000,,2016000000,-971000000,6693000000.0,1482000000.0,339000000.0,-1072000000.0,1783000000.0,3428000000.0,-142000000.0,28314000000,38695000000.0,5911000000.0,5651000000.0,48540000000,17000000.0,8361000000.0,7443000000,2101000000,2077000000,3678000000.0,0.0,1440911000.0,1.4,47128000000.0,-281000000.0,2040000000.0,-4034000000.0,0.0,183516000000,195000000.0,-872000000,,2556000000.0,,1622000000,5897000000,455000000.0,1169000000.0,2659000000,-52000000.0,1.39,1462728000.0,860819000000,5616000000,2796000000.0,276000000,9325000000.0,13928000000,4600000000,24931000000,1207000000.0,10612000000.0,,,,,,,,,,,,,,,,,,
2014-01-31,-11661000000.0,13786000000,-74000000,2799000000.0,8416000000.0,853199000000,,2005000000,-1026000000,,,302000000.0,-1090000000.0,10503000000.0,-2270000000.0,248000000.0,28551000000,40720000000.0,,,49743000000,0.0,8616000000.0,6521000000,2092000000,2067000000,4048000000.0,-1000000000.0,1442434000.0,1.39,48818000000.0,-311000000.0,1990000000.0,,-947000000.0,190326000000,,-2422000000,,2799000000.0,,-1764000000,568000000,707000000.0,1146000000.0,2650000000,-49000000.0,1.38,1458742000.0,904714000000,257000000,2815000000.0,275000000,11104000000.0,15550000000,4600000000,22031000000,2117000000.0,,,,,,,,,,,,,,,,,,,
2014-04-30,-12316000000.0,15879000000,227000000,2870000000.0,8236000000.0,844410000000,,2123000000,-1028000000,,,249000000.0,-1964000000.0,,1281000000.0,-95000000.0,29496000000,43083000000.0,,,49690000000,0.0,8566000000.0,6486000000,2201000000,2175000000,3823000000.0,0.0,1443115000.0,1.47,,-231000000.0,1971000000.0,,0.0,192347000000,,-1911000000,,2870000000.0,0.0,2093000000,3817000000,669000000.0,1084000000.0,2603000000,,1.47,1450271000.0,895893000000,3586000000,2802000000.0,286000000,9739000000.0,13786000000,3750000000,21089000000,1913000000.0,,,,,,,,,,,,,,,,,,,
2014-07-31,-14748000000.0,16297000000,-3961000000,3096000000.0,8938000000.0,860373000000,,2297000000,-1077000000,,,285000000.0,-1872000000.0,,1942000000.0,-177000000.0,30526000000,46358000000.0,,,51714000000,91000000.0,8568000000.0,6810000000,2378000000,2352000000,4117000000.0,-600000000.0,1442312000.0,1.59,,-290000000.0,2026000000.0,,-54000000.0,200065000000,,-309000000,,3096000000.0,0.0,418000000,4696000000,718000000.0,1814000000.0,2603000000,,1.59,1449455000.0,913870000000,4406000000,2782000000.0,298000000,11159000000.0,15879000000,4750000000,21680000000,1954000000.0,,,,,,,,,,,,,,,,,,,
2014-10-31,-17108000000.0,17421000000,-4409000000,2945000000.0,8348000000.0,886047000000,,2272000000,-1080000000,6410000000.0,1691000000.0,336000000.0,-2122000000.0,1937000000.0,3468000000.0,-183000000.0,31615000000,47768000000.0,6582000000.0,5327000000.0,52690000000,82000000.0,8647000000.0,7859000000,2333000000,2316000000,3592000000.0,0.0,1442368000.0,1.57,,-395000000.0,1916000000.0,-3726000000.0,0.0,200341000000,204000000.0,-645000000,,2945000000.0,,1124000000,6096000000,612000000.0,1545000000.0,2684000000,110000000.0,1.57,1449342000.0,940550000000,5701000000,2775000000.0,314000000,16028000000.0,16297000000,4075000000,25820000000,2418000000.0,6197000000.0,,,,,,,,,,,,,,,,,,
2015-01-31,-9788000000.0,20027000000,5236000000,3232000000.0,9602000000.0,1029274000000,,2394000000,-1125000000,,,290000000.0,-2248000000.0,,-4724000000.0,5000000.0,32505000000,49598000000.0,,,55665000000,0.0,9153000000.0,7889000000,2456000000,2434000000,4735000000.0,-200000000.0,1442591000.0,1.66,,-281000000.0,2071000000.0,,-53000000.0,231787000000,,-1186000000,,3232000000.0,,2606000000,-1792000000,776000000.0,1816000000.0,2669000000,-318000000.0,1.65,1449419000.0,1086695000000,-2073000000,2833000000.0,302000000,10533000000.0,17421000000,4350000000,23893000000,,,,,,,,,,,,,,,,,,,,
