date,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-12-31,42711000.0,-3354000.0,731992000.0,661247000.0,-813158000.0,402824000.0,,402824000.0,144135000.0,1483000.0,317821000.0,167706000.0,104449000.0,0.0,,71271000.0,-35949000.0,,1251000.0,-28489000.0,161011000.0,,2624678000.0,43690000.0,132522000.0,109186000.0,0.0,,991265000.0,18598000.0,257806000.0,-8877000.0,293638000.0,54689000.0,,61738000.0,126787000,,,,,402824000.0,-15768000.0,-16900000.0,6589000.0,2242762000.0,-19902000.0,779543000.0,,1154415000,706640000.0,1545150000.0,108189000,65732000.0,,1633413000.0,0.0,50708000.0,4895000.0,68008000.0,431896000.0,261009000.0,728405000.0,,72903000.0,426010000.0,61738000.0,,1845135000.0,317821000.0,61738000,,581000.0,,,,
2004-03-31,38554000.0,546000.0,718900000.0,654107000.0,-831652000.0,434732000.0,,434732000.0,142562000.0,1413000.0,346717000.0,155045000.0,101113000.0,0.0,0.69,80053000.0,-50110000.0,90219290.0,3391000.0,-9792000.0,92767000.0,,2685578000.0,72982000.0,82975000.0,31908000.0,,,969883000.0,26353000.0,312321000.0,-9664000.0,402824000.0,54741000.0,91273433.0,62559000.0,127101000,,0.69,1828000.0,,434732000.0,-10250000.0,-16864000.0,1863000.0,2288457000.0,-36633000.0,827464000.0,,1227799000,751013000.0,1550552000.0,100748000,-4221000.0,,1715695000.0,0.0,6010000.0,4895000.0,71556000.0,472971000.0,223148000.0,780334000.0,,76451000.0,447465000.0,62559000.0,,1858114000.0,346717000.0,62559000,,-458000.0,,,,
2004-06-30,40744000.0,420000.0,717158000.0,654696000.0,-849538000.0,486131000.0,,486131000.0,140190000.0,1240000.0,352936000.0,153214000.0,107363000.0,0.0,0.74,83975000.0,9494000.0,90236332.0,40003000.0,-19861000.0,67330000.0,,2753017000.0,29587000.0,47469000.0,51399000.0,,,972672000.0,24343000.0,314783000.0,-20729000.0,434732000.0,54944000.0,91723607.0,66619000.0,131234000,,0.72,1726000.0,,486131000.0,-24677000.0,-18174000.0,-6766000.0,2336902000.0,-12315000.0,816453000.0,,1255974000,736888000.0,1566696000.0,106891000,-22787000.0,,1780345000.0,0.0,-2567000.0,4895000.0,74670000.0,484547000.0,252328000.0,796147000.0,,79565000.0,459827000.0,66619000.0,,1936564000.0,352936000.0,66619000,,-4816000.0,,,,
2004-09-30,41177000.0,870000.0,726474000.0,655294000.0,-870815000.0,393663000.0,,393663000.0,4590000.0,1214000.0,371839000.0,159266000.0,108866000.0,0.0,0.75,94567000.0,-199412000.0,90295071.0,7426000.0,-30058000.0,145221000.0,,2689496000.0,35102000.0,115163000.0,-92468000.0,,,988685000.0,25643000.0,313147000.0,-11963000.0,486131000.0,54837000.0,91691179.0,67689000.0,133087000,,0.74,-2021000.0,,393663000.0,-39311000.0,-18203000.0,12420000.0,2386388000.0,-47859000.0,731632000.0,,1301057000,651272000.0,1597289000.0,107444000,35839000.0,,1700811000.0,0.0,4933000.0,4895000.0,75465000.0,501858000.0,298433000.0,821774000.0,,80360000.0,479283000.0,67689000.0,,1957864000.0,371839000.0,67689000,,-9303000.0,,,,
2004-12-31,37741000.0,2011000.0,761573000.0,700559000.0,-876558000.0,429246000.0,4482000.0,429246000.0,9485000.0,521000.0,395856000.0,174578000.0,127797000.0,0.0,,99838000.0,-612000.0,,21455000.0,-68565000.0,101169000.0,,2809573000.0,35253000.0,32604000.0,35583000.0,0.0,,1054860000.0,21917000.0,289388000.0,3589000.0,393663000.0,54836000.0,,90056000.0,146138000,,,1501000.0,,429246000.0,-68154000.0,-18002000.0,-11967000.0,2458442000.0,-4065000.0,741603000.0,,1264955000,662434000.0,1638131000.0,124221000,-563000.0,,1754713000.0,0.0,-39104000.0,,74687000.0,480893000.0,328308000.0,744878000.0,,79169000.0,520077000.0,90056000.0,,2067970000.0,395856000.0,90056000,,-17205000.0,,,,
2005-03-31,42504000.0,4663000.0,759395000.0,741754000.0,-895487000.0,369496000.0,4877000.0,369496000.0,9485000.0,490000.0,390200000.0,178401000.0,115296000.0,0.0,0.81,125254000.0,-19855000.0,90395437.0,13612000.0,-16931000.0,12688000.0,,2853065000.0,57665000.0,-4243000.0,-59750000.0,,,1068585000.0,26434000.0,334956000.0,412000.0,429246000.0,54836000.0,92460093.0,72792000.0,135110000,,0.79,1305000.0,,369496000.0,-52419000.0,-18235000.0,13145000.0,2512999000.0,-15232000.0,731348000.0,,1334880000,647921000.0,1654882000.0,108676000,-100157000.0,,1784480000.0,0.0,-39655000.0,,78550000.0,520228000.0,245815000.0,836004000.0,,83427000.0,498876000.0,72792000.0,,2121717000.0,390200000.0,72792000,,-10650000.0,,,,
2005-06-30,47394000.0,53000.0,763737000.0,728468000.0,-908566000.0,326033000.0,5265000.0,326033000.0,9485000.0,438000.0,400163000.0,177208000.0,128983000.0,0.0,0.91,131277000.0,-107997000.0,89489470.0,1015000.0,-28700000.0,101886000.0,,2813959000.0,35285000.0,73186000.0,-43463000.0,,,1082291000.0,26362000.0,304925000.0,-8153000.0,369496000.0,54834000.0,91080031.0,81589000.0,153328000,,0.89,4472000.0,,326033000.0,-37425000.0,-21488000.0,4159000.0,2573100000.0,-87524000.0,716295000.0,,1372808000,629492000.0,1672303000.0,126966000,-15466000.0,,1731668000.0,0.0,12285000.0,,81538000.0,531710000.0,279797000.0,845679000.0,,86803000.0,527129000.0,81589000.0,,2097664000.0,400163000.0,81589000,,-8725000.0,,,,
2005-09-30,51271000.0,975000.0,768176000.0,751127000.0,-922902000.0,446420000.0,5902000.0,446420000.0,9485000.0,453000.0,412567000.0,182882000.0,139380000.0,0.0,0.98,143758000.0,-11952000.0,89064690.0,24931000.0,-26374000.0,169002000.0,,2986075000.0,35633000.0,142628000.0,120387000.0,,,1105031000.0,26553000.0,336062000.0,7922000.0,326033000.0,54834000.0,91130323.0,88109000.0,162148000,,0.97,437000.0,,446420000.0,-37729000.0,-21441000.0,1122000.0,2639768000.0,-15442000.0,792044000.0,,1428342000,701010000.0,1691078000.0,135595000,48356000.0,,1881044000.0,0.0,-16708000.0,,85132000.0,547622000.0,319830000.0,880180000.0,,91034000.0,548162000.0,88109000.0,,2194031000.0,412567000.0,88109000,,-11470000.0,,,,
2005-12-31,45181000.0,-3025000.0,770625000.0,791212000.0,-949026000.0,544894000.0,7019000.0,544894000.0,4590000.0,482000.0,439622000.0,182726000.0,149015000.0,0.0,,152329000.0,-14335000.0,,26439000.0,-40292000.0,148967000.0,,3107921000.0,24554000.0,108675000.0,98474000.0,,,1110053000.0,29433000.0,319254000.0,9802000.0,446420000.0,54834000.0,,103834000.0,177185000,,,1519000.0,,544894000.0,-35412000.0,-21499000.0,5237000.0,2722103000.0,-19275000.0,818945000.0,,1390606000,726964000.0,1719651000.0,147752000,10166000.0,,1997868000.0,0.0,-39953000.0,4895000.0,80067000.0,518625000.0,378566000.0,803232000.0,,91981000.0,587374000.0,103834000.0,,2288976000.0,439622000.0,103834000,,-10063000.0,,,,
2006-03-31,54134000.0,1084000.0,775820000.0,805591000.0,-970261000.0,493883000.0,7437000.0,493883000.0,4590000.0,493000.0,435910000.0,,140367000.0,2774000.0,0.96,158949000.0,-29375000.0,89637735.0,25293000.0,-30168000.0,26876000.0,,3149332000.0,70191000.0,-3292000.0,-51011000.0,,,1131210000.0,27117000.0,357875000.0,5764000.0,544894000.0,54834000.0,92484701.0,86233000.0,161534000,,0.93,1080000.0,,493883000.0,-48553000.0,-21591000.0,-956000.0,2786745000.0,-35851000.0,796309000.0,,1419117000,698970000.0,1746081000.0,134417000,-96453000.0,,2018122000.0,0.0,-14256000.0,4895000.0,85007000.0,569600000.0,266314000.0,848790000.0,,97339000.0,570327000.0,86233000.0,,2353023000.0,435910000.0,86233000,191804000.0,-4058000.0,,,,
2006-06-30,59130000.0,3446000.0,784589000.0,781991000.0,-991472000.0,453541000.0,6378000.0,453541000.0,4590000.0,502000.0,438761000.0,,152869000.0,2759000.0,1.05,134505000.0,-119261000.0,89342642.0,18369000.0,-25694000.0,73647000.0,,3122827000.0,41728000.0,47953000.0,-40342000.0,,,1128971000.0,27707000.0,319445000.0,-299000.0,493883000.0,54829000.0,92104424.0,93739000.0,172251000,,1.02,23418000.0,,453541000.0,4527000.0,-26124000.0,-13902000.0,2854360000.0,-114265000.0,766961000.0,,1482880000,666650000.0,1776061000.0,144544000,-36832000.0,,1993856000.0,0.0,28542000.0,4895000.0,89038000.0,608353000.0,300887000.0,899575000.0,,100311000.0,583305000.0,93739000.0,,2355866000.0,438761000.0,93739000,196893000.0,2340000.0,,,,
2006-09-30,52310000.0,405000.0,794455000.0,772121000.0,-1013941000.0,440588000.0,6826000.0,427354000.0,4590000.0,485000.0,447774000.0,,156804000.0,421000.0,1.2,131137000.0,-190458000.0,87258559.0,3589000.0,-34866000.0,212459000.0,,3082920000.0,17256000.0,177593000.0,-26187000.0,,,1139768000.0,29548000.0,344976000.0,2614000.0,453541000.0,54829000.0,89682032.0,104494000.0,180861000,,1.16,8351000.0,,427354000.0,-47924000.0,-25421000.0,16268000.0,2933433000.0,-169047000.0,806373000.0,13234000.0,1519499000,702270000.0,1808396000.0,151313000,55683000.0,,1943152000.0,0.0,10071000.0,4895000.0,92382000.0,610762000.0,335448000.0,920412000.0,,104103000.0,599087000.0,104494000.0,,2276547000.0,447774000.0,104494000,197486000.0,4000.0,,,,
2006-12-31,54050000.0,447000.0,792935000.0,827254000.0,-1034169000.0,361298000.0,6235000.0,348471000.0,4590000.0,446000.0,453634000.0,,152983000.0,7419000.0,,131603000.0,-153779000.0,,17186000.0,-46036000.0,123771000.0,,3046088000.0,7077000.0,77735000.0,-78883000.0,,,1184002000.0,34196000.0,334820000.0,-31782000.0,427354000.0,54829000.0,,98933000.0,181993000,,,8525000.0,-125000.0,348471000.0,-47796000.0,-24760000.0,8448000.0,3007606000.0,-153624000.0,868473000.0,12827000.0,1462158000,706323000.0,1827104000.0,147797000,-22558000.0,,1862086000.0,0.0,-58196000.0,4895000.0,151020000.0,566607000.0,359836000.0,860727000.0,,162150000.0,601431000.0,98933000.0,,2177615000.0,453634000.0,98933000,210671000.0,1152000.0,,,,
2007-03-31,63934000.0,-309000.0,802373000.0,815891000.0,-1051666000.0,325472000.0,22893000.0,325472000.0,4590000.0,577000.0,469503000.0,,165721000.0,6784000.0,1.21,129661000.0,-85156000.0,83979114.0,31277000.0,-32973000.0,82413000.0,,3073056000.0,50394000.0,49440000.0,-22999000.0,,,1203825000.0,29923000.0,378432000.0,-33394000.0,348471000.0,54829000.0,86758949.0,101787000.0,192508000,,1.17,10076000.0,,325472000.0,-20584000.0,-24519000.0,3294000.0,3085744000.0,-98698000.0,859601000.0,,1546658000,674538000.0,1854039000.0,162585000,-61709000.0,,1869231000.0,0.0,12342000.0,4895000.0,157275000.0,611126000.0,241122000.0,914570000.0,,185063000.0,632088000.0,101787000.0,,2213455000.0,469503000.0,101787000,212237000.0,12389000.0,,,,
2007-06-30,65461000.0,180000.0,825305000.0,845227000.0,-1074664000.0,389390000.0,24412000.0,389390000.0,10812000.0,519000.0,473890000.0,120004000.0,170252000.0,17419000.0,1.25,8097000.0,9542000.0,84130074.0,64043000.0,-42735000.0,97921000.0,,3239011000.0,3985000.0,55186000.0,63918000.0,,,1237340000.0,30804000.0,386897000.0,-29303000.0,325472000.0,54829000.0,86775154.0,104791000.0,197379000,,1.21,17097000.0,,389390000.0,-47522000.0,-29546000.0,-6639000.0,3160989000.0,-48596000.0,876388000.0,,1601011000,684196000.0,1899969000.0,166575000,-40947000.0,,2001671000.0,0.0,-17385000.0,4895000.0,162885000.0,637813000.0,282502000.0,960546000.0,,192192000.0,640465000.0,104791000.0,,2362623000.0,473890000.0,104791000,223712000.0,-25000.0,,,,
2007-09-30,68034000.0,429000.0,860635000.0,889166000.0,-1101285000.0,109199000.0,24590000.0,89366000.0,148804000.0,721000.0,485257000.0,,177184000.0,2847000.0,1.33,127450000.0,-381502000.0,82233231.0,8145000.0,-58762000.0,157418000.0,,3059945000.0,11493000.0,98656000.0,-300024000.0,,,1281227000.0,32872000.0,377315000.0,-2776000.0,389390000.0,54829000.0,84864258.0,109150000.0,207204000,,1.29,12459000.0,,89366000.0,-75767000.0,-30701000.0,-4092000.0,3239438000.0,-499999000.0,1075709000.0,19833000.0,1658592000,877507000.0,1961920000.0,174332000,9548000.0,,1778718000.0,0.0,-34489000.0,4895000.0,168717000.0,674787000.0,339895000.0,999003000.0,,198202000.0,659589000.0,109150000.0,,1984236000.0,485257000.0,109150000,232498000.0,-12769000.0,,,,
2007-12-31,64312000.0,1757000.0,878345000.0,946327000.0,-1125931000.0,133511000.0,20727000.0,113437000.0,106650000.0,1157000.0,504320000.0,,168704000.0,117146000.0,,127180000.0,-56771000.0,,,-62953000.0,131123000.0,,3094028000.0,10459000.0,68170000.0,24071000.0,0.0,,1293211000.0,38400000.0,297929000.0,72171000.0,89366000.0,54830000.0,,104392000.0,205561000,,,14548000.0,0.0,113437000.0,-53084000.0,-28327000.0,-11195000.0,3316875000.0,0.0,995920000.0,20074000.0,1611753000,826403000.0,2004276000.0,167161000,-13252000.0,,1800817000.0,0.0,-57702000.0,4895000.0,143895000.0,602650000.0,411365000.0,940272000.0,,169517000.0,671481000.0,104392000.0,,2098108000.0,504320000.0,104392000,233028000.0,-2201000.0,,,,
2008-03-31,72262000.0,1306000.0,885563000.0,966326000.0,-1146667000.0,117429000.0,21440000.0,117429000.0,334107000.0,1433000.0,494111000.0,,186500000.0,907000.0,1.47,125672000.0,7745000.0,77933996.0,3559000.0,-33375000.0,13308000.0,,3155833000.0,71253000.0,-20067000.0,3992000.0,,,1301312000.0,31556000.0,339544000.0,62273000.0,113437000.0,54830000.0,80131555.0,114238000.0,217379000,,1.43,12844000.0,,117429000.0,-13504000.0,-28064000.0,-6370000.0,3403049000.0,-196437000.0,1165606000.0,,1661046000,993509000.0,2032230000.0,185823000,-136907000.0,,1854521000.0,0.0,-23619000.0,4895000.0,145762000.0,644933000.0,248605000.0,981112000.0,,172097000.0,679934000.0,114238000.0,,1990227000.0,494111000.0,114238000,228485000.0,19871000.0,,,,
2008-06-30,71201000.0,2074000.0,929514000.0,968293000.0,-1168861000.0,258234000.0,22438000.0,258234000.0,17448000.0,3765000.0,521042000.0,,184380000.0,8462000.0,1.48,127509000.0,114598000.0,76542071.0,28332000.0,-68404000.0,105414000.0,,3390591000.0,1447000.0,37010000.0,140805000.0,,,1352644000.0,33339000.0,326581000.0,64732000.0,117429000.0,54830000.0,79012567.0,113179000.0,218174000,,1.43,24784000.0,,258234000.0,-75714000.0,-31287000.0,-4323000.0,3484941000.0,-74513000.0,1344379000.0,,1756856000,666370000.0,2098375000.0,184835000,-58172000.0,,2037947000.0,0.0,1512000.0,504895000.0,150676000.0,677695000.0,320894000.0,1050979000.0,,678009000.0,705877000.0,113179000.0,,2046212000.0,521042000.0,113179000,229558000.0,-442000.0,,,,
2008-09-30,88667000.0,24000.0,928496000.0,961094000.0,-1188300000.0,364417000.0,23531000.0,364417000.0,29354000.0,4393000.0,510891000.0,,228690000.0,2364000.0,1.84,131919000.0,-52462000.0,75967774.0,9212000.0,-29812000.0,216595000.0,,3536441000.0,16589000.0,186783000.0,106183000.0,,,1365120000.0,35870000.0,314445000.0,46096000.0,258234000.0,54830000.0,78279422.0,140023000.0,267327000,,1.79,9671000.0,,364417000.0,-63642000.0,-31033000.0,-7739000.0,3593931000.0,-36602000.0,1408350000.0,,1839475000,734864000.0,2116796000.0,231457000,39270000.0,,2171321000.0,0.0,4747000.0,496562000.0,153393000.0,721387000.0,374476000.0,1097127000.0,,673486000.0,742348000.0,140023000.0,,2128091000.0,510891000.0,140023000,231945000.0,-26330000.0,,,,
2008-12-31,65733000.0,-3442000.0,930311000.0,1009932000.0,-1201552000.0,396290000.0,33219000.0,396290000.0,41217000.0,4894000.0,499506000.0,109566000.0,173648000.0,1800000.0,,0.0,-106691000.0,,,-63384000.0,194749000.0,,3515417000.0,0.0,131365000.0,31873000.0,221000.0,,1371308000.0,38805000.0,290802000.0,-38525000.0,364417000.0,54830000.0,,107915000.0,224393000,,,-27343000.0,,396290000.0,-49775000.0,-31120000.0,23614000.0,3670726000.0,-86695000.0,1481612000.0,0.0,1592655000,761734000.0,2131863000.0,180557000,12741000.0,1780000.0,2144109000.0,0.0,-75158000.0,488228000.0,0.0,589416000.0,427935000.0,912592000.0,,719878000.0,680063000.0,107915000.0,20830000.0,2033805000.0,499506000.0,107915000,213159000.0,6550000.0,,,,
2009-03-31,62090000.0,1071000.0,927674000.0,956565000.0,-1222787000.0,257570000.0,33971000.0,257570000.0,50417000.0,2218000.0,470201000.0,104497000.0,158468000.0,797000.0,1.27,0.0,-150987000.0,74260401.0,,-28407000.0,42516000.0,,3270505000.0,0.0,14109000.0,-138720000.0,0.0,23310000.0,1366214000.0,33633000.0,254337000.0,-54590000.0,396290000.0,54830000.0,75142460.0,96378000.0,194319000,9207000.0,1.25,2099000.0,,257570000.0,-28383000.0,-30615000.0,-7739000.0,3736490000.0,-127696000.0,1283624000.0,,1465248000,570783000.0,2150461000.0,159214000,-91112000.0,36823000.0,1904291000.0,0.0,47243000.0,479895000.0,0.0,559315000.0,229206000.0,835833000.0,-34990000.0,712841000.0,629415000.0,96378000.0,19181000.0,1986881000.0,470201000.0,96378000,209188000.0,24000.0,-869000.0,,,
2009-06-30,59160000.0,-258000.0,928796000.0,899843000.0,-1252634000.0,416291000.0,35872000.0,416291000.0,67589000.0,2318000.0,471039000.0,102735000.0,151626000.0,4615000.0,1.23,102735000.0,-12815000.0,73443000.0,,-23497000.0,190094000.0,,3405765000.0,55421000.0,166597000.0,158721000.0,,-16692000.0,1380740000.0,34872000.0,255373000.0,-20568000.0,257570000.0,54830000.0,74559000.0,92466000.0,153944000,15634000.0,1.21,3878000.0,,416291000.0,-21228000.0,-34559000.0,-6665000.0,3794397000.0,0.0,1295088000.0,,1533263000,581612000.0,2181430000.0,153929000,49906000.0,2564000.0,2025025000.0,0.0,73285000.0,467395000.0,0.0,582431000.0,200665000.0,908295000.0,-6786000.0,713476000.0,624968000.0,92466000.0,19645000.0,2110677000.0,471039000.0,92466000,218841000.0,924000.0,53000.0,,,
2009-09-30,88856000.0,48524000.0,938285000.0,851478000.0,-1278383000.0,672035000.0,34211000.0,672035000.0,79907000.0,2198000.0,473225000.0,103286000.0,233420000.0,7176000.0,1.91,0.0,1874000.0,74048000.0,,-36248000.0,275258000.0,,3741108000.0,0.0,239010000.0,255744000.0,,-35875000.0,1470426000.0,35588000.0,279660000.0,6582000.0,416291000.0,54830000.0,75203000.0,144564000.0,271206000,8329000.0,1.88,2447000.0,,672035000.0,-25416000.0,-34875000.0,23535000.0,3904086000.0,0.0,1377883000.0,,1589665000,669902000.0,2216668000.0,186720000,108796000.0,-1151000.0,2270682000.0,0.0,73868000.0,454895000.0,0.0,638531000.0,311486000.0,929720000.0,8712000.0,707981000.0,659945000.0,144564000.0,3341000.0,2363225000.0,473225000.0,144564000,328131000.0,1749000.0,-44884000.0,,,
2009-12-31,66459000.0,184000.0,953271000.0,889679000.0,-1313222000.0,459871000.0,62215000.0,459871000.0,87908000.0,2032000.0,518837000.0,207384000.0,163823000.0,6442000.0,,0.0,-251584000.0,,,-54262000.0,222657000.0,-121833000.0,3726332000.0,0.0,168395000.0,-212164000.0,,26184000.0,1594817000.0,43438000.0,300791000.0,12374000.0,672035000.0,54830000.0,,97058000.0,209293000,7237000.0,,4377000.0,0.0,459871000.0,-185665000.0,-34635000.0,12552000.0,3966508000.0,-245031000.0,1499133000.0,0.0,1633815000,776799000.0,2266493000.0,165361000,49097000.0,6732000.0,2131515000.0,0.0,-19110000.0,437500000.0,0.0,624910000.0,381368000.0,949617000.0,16328000.0,722334000.0,684198000.0,97058000.0,3508000.0,2163720000.0,518837000.0,97364000,351182000.0,-826000.0,-16739000.0,,,
2010-03-31,81573000.0,-106000.0,939438000.0,852521000.0,-1336743000.0,548469000.0,62560000.0,548469000.0,92542000.0,2030000.0,522857000.0,212168000.0,180990000.0,9194000.0,1.34,0.0,-7217000.0,72577000.0,,-13819000.0,113192000.0,-8330000.0,3810775000.0,0.0,99373000.0,88598000.0,,-62976000.0,1582952000.0,35924000.0,314039000.0,31526000.0,459871000.0,54830000.0,73855000.0,99173000.0,218944000,9167000.0,1.31,2256000.0,,548469000.0,-22149000.0,-34076000.0,2995000.0,4031606000.0,-6364000.0,1452071000.0,,1672354000,733908000.0,2276181000.0,182885000,-36681000.0,42873000.0,2227823000.0,0.0,44520000.0,425000000.0,0.0,688628000.0,284454000.0,966612000.0,11737000.0,718163000.0,705742000.0,99173000.0,3533000.0,2358704000.0,522857000.0,99417000,356159000.0,0.0,-8333000.0,,,
2010-06-30,83129000.0,-179000.0,934655000.0,867303000.0,-1358066000.0,388057000.0,64263000.0,388057000.0,95640000.0,2220000.0,532171000.0,208226000.0,212796000.0,5123000.0,1.76,0.0,-279859000.0,71692000.0,,-13123000.0,173092000.0,-32716000.0,3731928000.0,0.0,159969000.0,-160412000.0,,-36794000.0,1609480000.0,35977000.0,347505000.0,10983000.0,548469000.0,54830000.0,72931000.0,129077000.0,250993000,16797000.0,1.73,1290000.0,,388057000.0,-45839000.0,-40552000.0,-8708000.0,4121239000.0,-250139000.0,1511712000.0,,1783696000,798510000.0,2292721000.0,214915000,-1817000.0,1766000.0,2122448000.0,0.0,-16124000.0,412711000.0,0.0,725196000.0,353599000.0,1036610000.0,35595000.0,713202000.0,747086000.0,129077000.0,3110000.0,2220216000.0,532171000.0,129667000,379146000.0,0.0,-12273000.0,,,
2010-09-30,98547000.0,201000.0,942354000.0,935219000.0,-1385054000.0,286508000.0,71324000.0,286508000.0,77652000.0,1954000.0,538451000.0,231577000.0,249844000.0,4932000.0,2.1,0.0,-262376000.0,69924000.0,,-39668000.0,216296000.0,-26546000.0,3789237000.0,0.0,176628000.0,-101549000.0,,-53174000.0,1641680000.0,37322000.0,402568000.0,32538000.0,388057000.0,54830000.0,71168000.0,150405000.0,289120000,11033000.0,2.06,-305000.0,,286508000.0,-66214000.0,-39500000.0,-14862000.0,4232761000.0,-247872000.0,1640708000.0,,1899412000,895260000.0,2327408000.0,251273000,31811000.0,16112000.0,2147557000.0,0.0,-57823000.0,427495000.0,0.0,784922000.0,398928000.0,1109688000.0,50751000.0,745448000.0,789724000.0,150405000.0,3332000.0,2148529000.0,538451000.0,151297000,374785000.0,0.0,-6753000.0,,,
2010-12-31,76947000.0,359000.0,963672000.0,991577000.0,-1414088000.0,313454000.0,82502000.0,313454000.0,73828000.0,1983000.0,551730000.0,224697000.0,210148000.0,6401000.0,,0.0,-28971000.0,,,-55749000.0,104474000.0,,3904377000.0,0.0,48725000.0,26946000.0,,26017000.0,1666306000.0,40455000.0,344295000.0,42951000.0,286508000.0,54830000.0,,132210000.0,252586000,11629000.0,,9158000.0,,313454000.0,-52648000.0,-38210000.0,20626000.0,4326761000.0,-428000.0,1616707000.0,,1826696000,869303000.0,2377760000.0,211402000,-104683000.0,5882000.0,2238071000.0,0.0,-50085000.0,420446000.0,0.0,762895000.0,445298000.0,1063564000.0,-61254000.0,747404000.0,763132000.0,132210000.0,3461000.0,2205216000.0,551730000.0,133201000,387232000.0,13529000.0,-25849000.0,,,
2011-03-31,102076000.0,-52000.0,965130000.0,981367000.0,-1438147000.0,334696000.0,87137000.0,334696000.0,76561000.0,1878000.0,567000000.0,228948000.0,261164000.0,6095000.0,2.23,0.0,-73430000.0,69403000.0,,-28393000.0,118391000.0,,3933424000.0,0.0,89998000.0,21242000.0,,-45631000.0,1671722000.0,32571000.0,361997000.0,57142000.0,313454000.0,54830000.0,70907000.0,157933000.0,295613000,10885000.0,2.18,159882000.0,,334696000.0,-27951000.0,-38334000.0,-1675000.0,4446360000.0,-50671000.0,1534190000.0,,1883612000,781967000.0,2403277000.0,262614000,-83272000.0,54143000.0,2261702000.0,0.0,11977000.0,413339000.0,0.0,809850000.0,289266000.0,1053998000.0,14257000.0,752223000.0,829614000.0,157933000.0,,2399234000.0,567000000.0,159088000,390358000.0,442000.0,-7373000.0,,,
2011-06-30,92257000.0,-3000.0,981342000.0,996600000.0,-1464179000.0,465705000.0,83607000.0,465705000.0,285758000.0,1980000.0,597112000.0,229084000.0,263826000.0,15859000.0,2.39,229084000.0,-12022000.0,69609000.0,,-51407000.0,191078000.0,,4200435000.0,0.0,139671000.0,131009000.0,,-61650000.0,1694177000.0,33473000.0,394086000.0,65814000.0,334696000.0,54830000.0,71123000.0,169885000.0,299279000,18528000.0,2.34,-158210000.0,,465705000.0,-51861000.0,-47449000.0,-8304000.0,4569434000.0,-98000.0,1625634000.0,,2003022000,1078773000.0,2445521000.0,265282000,-25066000.0,13020000.0,2506258000.0,0.0,-9484000.0,200469000.0,0.0,870436000.0,303600000.0,1140628000.0,35219000.0,546861000.0,862394000.0,169885000.0,,2574801000.0,597112000.0,171569000,394291000.0,-454000.0,-7126000.0,,,
