date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyTotalRevenue,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment
1985-06-30,,,,,,,,,,,,,0.00875,,,,,1100000,1100000,,,,,,,,16852000.0,,,,,1100000,,,,,,,,,,,,,,0.00875,,,,,700000,700000,,,,,16852000.0,,,,,,,,,700000,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,0.02875,,,,,5500000,5500000,,,,,,,,19400000.0,,,,,5500000,,,,,,,,,,,,,,0.02875,,,,,2100000,2100000,,,,,19400000.0,,,,,,,,,2100000,,,,,,,,,,,
1985-12-31,,,89200000.0,,,,,,,,,,,,,,,6200000,3400000,,,,,,,,,,,,,6200000,,-1200000.0,,,,,,,,,,,,,49900000.0,,163600000.0,,2200000,2200000,,,,,,,,,,,,74400000.0,,2200000,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,0.02625,,,,,5500000,5500000,,,,,,,,19400000.0,,,,,5500000,,,,,,,,,,,,,,0.02625,,,,,2000000,2000000,,,,,19400000.0,,,,,,,,,2000000,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,0.0275,,,,,6400000,6400000,,,,,,,,31400000.0,,,,,6400000,,,,,,,,,,,,,,0.0275,,,,,3400000,3400000,,,,,31400000.0,,,,,,,,,3400000,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,0.02875,,,,,7500000,7500000,,,,,,,,32544000.0,,,,,7500000,,,,,,,,,,,,,,0.02875,,,,,3800000,3800000,,,,,32544000.0,,,,,,,,,3800000,,,,,,,,,,,
1986-12-31,,,167000000.0,,,,,,,,,,,,,,,18100000,9400000,,,,,,,,,,,,,18100000,,-600000.0,,,,,,,,,,,,,116000000.0,,306500000.0,,3700000,3700000,,,,,,,,,,,,139500000.0,,3700000,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,0.02625,,,,,9500000,9500000,,,,,,,,32580000.0,,,,,9500000,,,,,,,,,,,,,,0.02625,,,,,3400000,3400000,,,,,32580000.0,,,,,,,,,3400000,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,0.02625,,,,,9600000,9600000,,,,,,,,32580000.0,,,,,9600000,,,,,,,,,,,,,,0.02625,,,,,3400000,3400000,,,,,32580000.0,,,,,,,,,3400000,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,0.0275,,,,,10100000,10100000,,,,,,,,32628000.0,,,,,10100000,,,,,,,,,,,,,,0.0275,,,,,3600000,3600000,,,,,32628000.0,,,,,,,,,3600000,,,,,,,,,,,
1987-12-31,,,161500000.0,,,,,,,,,,,,,,,22600000,10500000,,,,,,,,,,,,,22600000,,-6400000.0,,,,,,,,,,,,,79300000.0,,324300000.0,,3800000,3800000,,,,,,,,,,,,162800000.0,,3800000,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,0.02625,,,,,10600000,10600000,,,,,,,,32628000.0,,,,,10600000,,,,,,,,,,,,,,0.02625,,,,,3400000,3400000,,,,,32628000.0,,,,,,,,,3400000,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,0.03125,,,,,14900000,14900000,,,,,,,,32628000.0,,,,,14900000,,,,,,,,,,,,,,0.03125,,,,,4100000,4100000,,,,,32628000.0,,,,,,,,,4100000,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,0.02125,,,,,13000000,13000000,,,,,,,,32660000.0,,,,,13000000,,,,,,,,,,,,,,0.02125,,,,,2800000,2800000,,,,,32660000.0,,,,,,,,,2800000,,,,,,,,,,,
1988-12-31,,,153900000.0,,,,,,,,,,,,,,,36500000,14700000,,,,,,,,,,,,,36500000,,-14300000.0,,,,,,,,,,,,,159000000.0,,400300000.0,,3400000,3400000,,,,,,,,,,,,246400000.0,,3400000,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,0.02625,,,,,11200000,11200000,,,,,,,,32668000.0,,,,,11200000,,,,,,,,,,,,,,0.02625,,,,,3400000,3400000,,,,,32668000.0,,,,,,,,,3400000,,,,,,,,,,,
1989-06-30,,,173600000.0,,-3900000.0,,,,,,,,0.025,,,,,18800000,14900000,,,,,,,,36800000.0,,,,,18800000,,-18900000.0,,,,374200000.0,,,,,,,,0.025,167800000.0,,413500000.0,,3600000,3600000,,2000000.0,,,36800000.0,,,4700000.0,,,,217600000.0,,3600000,,,,,,,,,,,
1989-09-30,-6500000.0,,169900000.0,,-5900000.0,,,,,,7000000.0,,0.0175,,,,,26800000,15800000,0.0,,-300000.0,,,,,36800000.0,0.0,7600000.0,,,21700000,,-22900000.0,,,,372500000.0,,,,,,,,0.0175,167500000.0,7600000.0,415200000.0,,2500000,2500000,5100000.0,1600000.0,,,36800000.0,,,4900000.0,-700000.0,,,223100000.0,,2500000,,,-7200000.0,,,-6600000.0,,,,,
1989-12-31,-19400000.0,,167500000.0,,-4700000.0,,,,,,,,,,,,,25100000,16800000,-100000.0,,11700000.0,,,,,,100000.0,8000000.0,,,21500000,,-25300000.0,,,,386400000.0,,,,,,,,,167200000.0,8000000.0,431400000.0,,4300000,4300000,3600000.0,1600000.0,,,,,,5200000.0,1100000.0,,,241900000.0,,4300000,,,-19400000.0,,,-6600000.0,,,,,
1990-03-31,-7200000.0,,228300000.0,,-4700000.0,,,,,800000.0,-51500000.0,,0.03125,,,,,25700000,17300000,61500000.0,,3500000.0,,,,,45920000.0,200000.0,9100000.0,,5400000.0,22000000,,-26900000.0,,,,389300000.0,,,,,,,,0.03125,166900000.0,9100000.0,440700000.0,,5200000,5200000,3700000.0,1900000.0,,,45920000.0,,,4600000.0,300000.0,,,190200000.0,,5200000,,,-7200000.0,,,-6800000.0,,,,,
1990-06-30,-10900000.0,,225700000.0,,-4500000.0,,,,,,-5000000.0,,0.03375,,,,,25600000,17600000,0.0,,-1700000.0,,,,,45928000.0,300000.0,9900000.0,,-2600000.0,22100000,,-29500000.0,,,,389500000.0,,,,,,,,0.03375,181800000.0,9900000.0,448200000.0,,6100000,6100000,3500000.0,2000000.0,,,45928000.0,,,4100000.0,-500000.0,,,200500000.0,,6100000,,,-10900000.0,,,-8700000.0,,,,,
1990-09-30,-14300000.0,,223300000.0,,-4900000.0,,,,,,15500000.0,,0.035,,,,,27100000,18300000,0.0,,1600000.0,,,,,45928000.0,-200000.0,10000000.0,,,23200000,,-31900000.0,,,,399200000.0,,,,,,,,0.035,176400000.0,10000000.0,455200000.0,,6300000,6300000,3900000.0,1800000.0,,,45928000.0,,,4200000.0,-5100000.0,,,210000000.0,,6300000,,,-14300000.0,,,-8800000.0,,,,,
1990-12-31,-22400000.0,,219900000.0,,-5400000.0,,,,,,22900000.0,,,,,,,28700000,18900000,0.0,,15100000.0,,,,,,100000.0,10100000.0,,,24300000,,-35300000.0,,,,398300000.0,,,,,,,,,174900000.0,10100000.0,476500000.0,,5600000,5600000,4400000.0,2300000.0,,,,,,4600000.0,1100000.0,,,234600000.0,,5600000,,,-22400000.0,,,-8900000.0,,,,,
1991-03-31,-21300000.0,,218100000.0,,-5600000.0,,,,,3700000.0,,,0.035,,,,,30400000,20300000,,,8200000.0,,,,,46030000.0,,10900000.0,,-2200000.0,25900000,,-38000000.0,,,,408800000.0,,,,,,,,0.035,184600000.0,10900000.0,491500000.0,,6400000,6400000,4500000.0,2000000.0,,,46030000.0,,,5300000.0,17300000.0,,,250700000.0,,6400000,,,-21300000.0,,,-9100000.0,,,,,
1991-06-30,19500000.0,,215800000.0,,-6100000.0,,,,,,,,0.0375,,,,,32000000,21000000,,,-30900000.0,,,,,46210000.0,,11700000.0,,300000.0,27100000,,-40400000.0,,,,404900000.0,,,,,,,,0.0375,191700000.0,11700000.0,468300000.0,,6800000,6800000,4900000.0,1900000.0,,,46210000.0,,,5300000.0,-21700000.0,,,229700000.0,,6800000,,,19500000.0,,,-9200000.0,,,,,
1991-09-30,4700000.0,,213900000.0,,-5600000.0,,,,,,-12800000.0,,0.035,,,,,29600000,19400000,,,-12800000.0,,,,,46226000.0,,10900000.0,,2800000.0,25000000,,-43300000.0,,,,401200000.0,,,,,,,,0.035,196500000.0,10900000.0,461600000.0,,6500000,6500000,4600000.0,1300000.0,,,46226000.0,,,5200000.0,2400000.0,,,225100000.0,,6500000,,,4700000.0,,,-9400000.0,,,,,
1991-12-31,-4400000.0,,211300000.0,,-11200000.0,,,,,,-300000.0,,,,,,,34300000,18600000,200000.0,,-8500000.0,,,,,,100000.0,11400000.0,,-1500000.0,29800000,,245900000.0,,,,400700000.0,,,,,,,,,212400000.0,11400000.0,458600000.0,,6800000,6800000,4500000.0,,,,,,,5000000.0,1200000.0,,,225000000.0,,6800000,,,-4400000.0,,,-9600000.0,,,,,
1992-03-31,-31500000.0,,277100000.0,,-6100000.0,,,,,3100000.0,-16600000.0,,0.0425,,,,,30900000,20300000,66900000.0,-1100000.0,41600000.0,,,,,52722000.0,-500000.0,12200000.0,,21200000.0,26400000,,117500000.0,,,,,,,,,,,,0.0425,195900000.0,11100000.0,509100000.0,,8200000,8200000,4500000.0,,,,52722000.0,,,5200000.0,1000000.0,,,210000000.0,,8200000,,,-32600000.0,,,-9700000.0,,,,,
1992-06-30,400000.0,,274900000.0,,-6200000.0,,,,,,-300000.0,,0.085,,,,,31700000,21000000,0.0,-2300000.0,-13400000.0,,,,,52766000.0,0.0,13600000.0,,-1700000.0,27200000,,126600000.0,,,,,,,,,,,,0.085,195600000.0,11300000.0,504500000.0,,9000000,9000000,4500000.0,,,,52766000.0,,,4900000.0,-1800000.0,,,207900000.0,,9000000,,,-1900000.0,,,-11300000.0,,,,,
1992-09-30,-4600000.0,,273000000.0,,-5900000.0,,,,,,600000.0,,0.0875,,,,,31000000,20800000,0.0,,-10300000.0,,,,,52766000.0,-100000.0,13400000.0,,2000000.0,26700000,,126600000.0,,,,,,,,,,,,0.0875,195300000.0,16800000.0,503500000.0,,9200000,9200000,4300000.0,,,,52766000.0,,,4800000.0,600000.0,,,209100000.0,,9200000,,,-1200000.0,,,-11500000.0,,,,,
1992-12-31,-33400000.0,,271400000.0,,-6700000.0,,,,,,15000000.0,,,,,,,33100000,21600000,0.0,,-2300000.0,,,,,,-200000.0,13800000.0,,-21900000.0,28300000,,299500000.0,,,,415100000.0,,,,,,,,,179600000.0,13800000.0,509200000.0,,9200000,9200000,4800000.0,,,,,,26100000.0,4900000.0,-3800000.0,,,216600000.0,,9200000,,,-33400000.0,,,-11600000.0,,,,,
1993-03-31,200000.0,,272700000.0,,-6400000.0,,,,,2700000.0,-13000000.0,,0.1,,,,,33600000,22700000,1900000.0,,-9900000.0,,,,,53190000.0,100000.0,15200000.0,,5500000.0,29100000,,302000000.0,,,,417100000.0,,,,,,,,0.1,202800000.0,15200000.0,509900000.0,,10600000,10600000,4500000.0,,,,53190000.0,,,4800000.0,3100000.0,,,216200000.0,,10600000,,,200000.0,,,-11900000.0,,,,,
1993-06-30,6700000.0,,271200000.0,,-6500000.0,,,,,,2900000.0,,0.1,,,,,33600000,22600000,0.0,,-11800000.0,,,,,53214000.0,-200000.0,14900000.0,,-5300000.0,29100000,,302000000.0,,,,422900000.0,,,,,,,,0.1,202500000.0,-200000.0,509800000.0,,10700000,10700000,4500000.0,,,,53214000.0,,2600000.0,4700000.0,-1900000.0,,,217800000.0,,10700000,,,-8400000.0,,,-12200000.0,,,,,
1993-09-30,200000.0,,270100000.0,,-5300000.0,,,,,,2300000.0,,0.1025,,,,,31800000,22400000,300000.0,-7500000.0,-7700000.0,,,,,53226000.0,-200000.0,14900000.0,,0.0,27700000,,-236000000.0,,,,426800000.0,,,,,,,,0.1025,203200000.0,7400000.0,512700000.0,,11000000,11000000,4100000.0,500000.0,,,53226000.0,,,4700000.0,500000.0,,,222100000.0,,11000000,,,-7300000.0,,,-12400000.0,,,,,
1993-12-31,-36400000.0,,269900000.0,,-8300000.0,,,,,,-69100000.0,,,,,,,37900000,24800000,500000.0,,20600000.0,,,,,,1000000.0,17700000.0,,24400000.0,33100000,,279700000.0,,,,434800000.0,,,,,,,,,235800000.0,40300000.0,549600000.0,,11900000,11900000,4800000.0,,,,,,14200000.0,5400000.0,-700000.0,,,259500000.0,,11900000,,,-13800000.0,,,-12500000.0,,,,,
1994-03-31,-12600000.0,,269400000.0,,-6400000.0,,,,,27200000.0,-1700000.0,,0.105,,,,,34500000,23600000,400000.0,,-14400000.0,,,,,53340000.0,-100000.0,15700000.0,,-11200000.0,30000000,,-261400000.0,,,,444300000.0,,,,,,,,0.105,135900000.0,15700000.0,547300000.0,,11300000,11300000,4500000.0,,,,53340000.0,,100000000.0,5000000.0,-300000.0,,,257800000.0,,11300000,,,-12600000.0,,,-12800000.0,,,,,
1994-06-30,-8800000.0,,269400000.0,,5600000.0,,9600000.0,,9600000.0,,-300000.0,,0.125,,0.0,13000000.0,,23600000,25400000,0.0,,-13500000.0,-103900000.0,20500000.0,85100000.0,547500000.0,53340000.0,17900000.0,15900000.0,,-6400000.0,19200000,,-274500000.0,,,,443600000.0,,,,600000.0,,,,0.125,235900000.0,15900000.0,545700000.0,460600000.0,13200000,13200000,4400000.0,1200000.0,0.0,235900000.0,53340000.0,,7500000.0,5000000.0,-100000.0,,17000000.0,256400000.0,24800000.0,13200000,,,-8800000.0,,,-13100000.0,,,,,
1994-09-30,13200000.0,,268600000.0,,-6200000.0,,,,,,-600000.0,,0.115,,,,,35100000,24500000,-300000.0,,-11600000.0,,,,,53468000.0,-19100000.0,17300000.0,,-7000000.0,30700000,,-287800000.0,,,,452400000.0,,,,,,,,0.115,135900000.0,17300000.0,550300000.0,,12400000,12400000,4400000.0,,,,53468000.0,,100000000.0,5000000.0,600000.0,,,262000000.0,,12400000,,,-12600000.0,,,-13300000.0,,,,,
1994-12-31,-770000.0,,269403000.0,,64334000.0,,,,2928000.0,,-23500000.0,26733000.0,,,,,,-34517000,25596000,1609000.0,,11082000.0,-111540000.0,,,587335000.0,,-702000.0,16619000.0,,318000.0,-38738000,,-62379000.0,,,,475795000.0,,,,,,,,,20581000.0,-35794000.0,573826000.0,,13077000,13077000,4221000.0,,,,,,,5033000.0,22504000.0,9642000.0,,284946000.0,,13077000,,,-27383000.0,,,-13631000.0,,,,,
1995-03-31,-4400000.0,-1200000.0,317700000.0,,-6600000.0,,,,,2800000.0,-75000000.0,,0.125,,,,,37400000,26800000,47100000.0,,-13400000.0,,,,,57082000.0,1600000.0,17000000.0,,-700000.0,33400000,,,,,-2400000.0,475900000.0,,,,,,,,0.125,224800000.0,17000000.0,575000000.0,,13800000,13800000,4000000.0,,,,57082000.0,,,5300000.0,-200000.0,,,237800000.0,,13800000,,,-4400000.0,,,-13900000.0,,,,,
1995-06-30,-5100000.0,,341500000.0,,-6500000.0,,,,,,-1100000.0,,0.3325,,,,,32300000,25800000,0.0,,-9500000.0,,,,,57088000.0,2200000.0,14900000.0,,300000.0,32300000,,290700000.0,,,,470100000.0,,,,,,,,0.3325,223100000.0,14900000.0,607200000.0,,14300000,37800000,,,,,57088000.0,,,4100000.0,-1300000.0,,,246500000.0,,37800000,,,-5100000.0,,,-15200000.0,,,,,
1995-09-30,300000.0,,340800000.0,,-6100000.0,,,,,,-300000.0,,0.1275,,,,,32300000,26200000,0.0,,12900000.0,,,,,57092000.0,9900000.0,24500000.0,,-500000.0,32300000,,302300000.0,,,,485900000.0,,,,,,,,0.1275,265200000.0,-13600000.0,639000000.0,,14600000,14600000,,,,,57092000.0,,,4600000.0,1400000.0,,,279300000.0,,14600000,,,-37800000.0,,,-15400000.0,,,,,
1995-12-31,3531000.0,,339460000.0,,64501000.0,,2000000.0,,2000000.0,,-96700000.0,28574000.0,,,,,,-37705000,26796000,9000.0,-45245000.0,18535000.0,-121983000.0,,,649977000.0,,-15927000.0,14764000.0,,-28000.0,-37705000,,-42280000.0,,,,527994000.0,,,,,,,,,145090000.0,-30481000.0,667831000.0,,37566000,14066000,,,,,,,,5239000.0,76193000.0,9248000.0,,309652000.0,,14066000,,,-33327000.0,,,-15667000.0,,,,,
1996-03-31,4900000.0,,340200000.0,,-7100000.0,,,,,2000000.0,-32000000.0,,0.1275,,,,,40800000,29000000,900000.0,-75300000.0,66100000.0,,,,,57330000.0,7100000.0,26400000.0,,22100000.0,36100000,,399800000.0,,,,596800000.0,,,,,,,,0.1275,380300000.0,-48900000.0,755800000.0,,14600000,14600000,4700000.0,,,,57330000.0,,,6300000.0,-100000.0,,,396900000.0,,14600000,,,-70400000.0,,,-16000000.0,,,,,
1996-06-30,1800000.0,,339700000.0,,-7500000.0,,,,,,300000.0,,0.135,,,,,43200000,30600000,300000.0,-13000000.0,-17100000.0,,,,,57338000.0,-1600000.0,19100000.0,,-9100000.0,38100000,,430000000.0,,,,603400000.0,,,,,,,,0.135,380100000.0,6100000.0,752100000.0,,15600000,15600000,5100000.0,,,,57338000.0,,,6600000.0,-600000.0,,,394000000.0,,15600000,,,-11200000.0,,,-17100000.0,,,,,
1996-09-30,5800000.0,,338100000.0,,-7500000.0,,,,,,-1100000.0,,0.13,,,,,42500000,29800000,100000.0,-15500000.0,-16800000.0,,,,,57356000.0,-17400000.0,28800000.0,,2200000.0,37300000,,-46000000.0,,,,611600000.0,,,,,,,,0.13,379800000.0,13300000.0,758800000.0,,15000000,15000000,5200000.0,,,,57356000.0,,,6700000.0,100000.0,,,402800000.0,,15000000,,,-9700000.0,,,-15900000.0,,,,,
1996-12-31,-1989000.0,-2000000.0,336806000.0,,78376000.0,,2811000.0,,2811000.0,,-80500000.0,28678000.0,,,,,,-41683000,30993000,236000.0,-11508000.0,-17177000.0,-147860000.0,,,771594000.0,,5985000.0,16285000.0,,-14389000.0,-47383000,,-47544000.0,,,-10800000.0,623734000.0,,,,,,,,,112034000.0,4777000.0,753653000.0,,15441000,15441000,5700000.0,,,,,,,6801000.0,111692000.0,6531000.0,,399243000.0,,15441000,,,-13497000.0,,-3400000.0,-16905000.0,,,,,
1997-03-31,9500000.0,-400000.0,337800000.0,,-8000000.0,,,,,2800000.0,-200000.0,,0.1475,,,,,46500000,33000000,200000.0,-18100000.0,-7400000.0,,,,,57424000.0,-4300000.0,24100000.0,,8100000.0,41000000,,-65700000.0,,,5800000.0,629700000.0,,,,,,,,0.15,389100000.0,6000000.0,767600000.0,,17100000,17100000,5500000.0,,,,57424000.0,,,6800000.0,-100000.0,,,412200000.0,,17100000,,,-8600000.0,,3300000.0,-17200000.0,,,,,
1997-06-30,-200000.0,-500000.0,335800000.0,,-8200000.0,,,,,,-12800000.0,,0.1325,,,,,45500000,31800000,0.0,-61600000.0,36500000.0,,,,,57444000.0,,17800000.0,,-7600000.0,40000000,,-49800000.0,,,-7400000.0,685800000.0,,,,,,,,0.135,443300000.0,-43800000.0,816600000.0,,15400000,15400000,5500000.0,,,,57444000.0,,,7200000.0,-200000.0,,,463400000.0,,15400000,,,-61800000.0,,-3200000.0,-17500000.0,,,,,
1997-09-30,500000.0,-700000.0,391700000.0,,-8400000.0,,,,,,-200000.0,,0.135,,,,,46400000,32300000,200000.0,-16800000.0,-9600000.0,,,,,57558000.0,,25500000.0,,-300000.0,40700000,,-52000000.0,,,7200000.0,696800000.0,,,,,,,,0.135,393600000.0,8700000.0,827100000.0,,15600000,15600000,5700000.0,,,,57558000.0,,,7400000.0,0.0,,,418400000.0,,15500000,,,-16300000.0,,4300000.0,-17800000.0,,,,,
1997-12-31,-23630000.0,-900000.0,442269000.0,,86657000.0,,4084000.0,,4084000.0,,700000.0,88026000.0,,,,,,-49187000,31503000,53267000.0,-103532000.0,99467000.0,-170502000.0,,,957004000.0,,3877000.0,20144000.0,,1073000.0,-55154000,,-54681000.0,,,-6400000.0,786502000.0,,,,,,,,,452858000.0,-83388000.0,940964000.0,,15442000,16689000,5967000.0,,,,,,,7192000.0,5440000.0,14241000.0,,476350000.0,,15542000,,,-118538000.0,,-2300000.0,-19426000.0,,,,,
1998-03-31,-19800000.0,-600000.0,440400000.0,,-10100000.0,,,,,4100000.0,-10200000.0,,0.135,,,,,53000000,36300000,,-11400000.0,3000000.0,,,,,61918000.0,-2000000.0,27300000.0,,-900000.0,46400000,,-57700000.0,,,5200000.0,791300000.0,,,,,,,,0.135,477600000.0,15900000.0,966200000.0,,17500000,17500000,6600000.0,,,,61918000.0,,,7600000.0,-1300000.0,,,504300000.0,,16300000,,,-31200000.0,,3200000.0,-20500000.0,,,,,
1998-06-30,-34300000.0,-1900000.0,460200000.0,,-10800000.0,,,,,,-65700000.0,,0.1325,,,,,56600000,38500000,,-114300000.0,123400000.0,,,,,61926000.0,1700000.0,24100000.0,,-1100000.0,49300000,,-61300000.0,,,-2600000.0,896900000.0,,,,,,,,0.135,600200000.0,-90200000.0,1109100000.0,,17700000,17700000,7300000.0,,,,61926000.0,,,8800000.0,-1400000.0,,,627700000.0,,16500000,500000.0,,-148600000.0,,600000.0,-21300000.0,,,,,
1998-09-30,13000000.0,500000.0,592800000.0,,-12300000.0,,,,,,-14300000.0,,0.18,,,,,68200000,48400000,200000.0,-59900000.0,88900000.0,,,,,61974000.0,-16900000.0,38900000.0,,80900000.0,60700000,,-58900000.0,,,23400000.0,945100000.0,,,,,,,,0.185,585900000.0,-21000000.0,1239300000.0,,24900000,24900000,7500000.0,,,,61974000.0,,,10300000.0,700000.0,,,625700000.0,,22800000,6200000.0,,-46900000.0,,11200000.0,-22500000.0,,,,,
1998-12-31,-7740000.0,1200000.0,595419000.0,,74389000.0,,4504000.0,,4504000.0,,62700000.0,218834000.0,,,,,,-32916000,38349000,271000.0,-226122000.0,90333000.0,-190941000.0,,,1322060000.0,,8156000.0,22011000.0,,-78480000.0,-41093000,,-56724000.0,,,-21422000.0,1131119000.0,,,,,,,,,709045000.0,-204111000.0,1356612000.0,,18535000,27067000,8177000.0,,,,,,88000000.0,10053000.0,-2134000.0,54478000.0,,737803000.0,,22935000,,,-190824000.0,,-9600000.0,-24910000.0,,,,,
1999-03-31,-8500000.0,-500000.0,591000000.0,,-16400000.0,,,,,4500000.0,-500000.0,,0.1225,,,,,75400000,49600000,,-57800000.0,29600000.0,,,,,62080000.0,-5600000.0,36400000.0,,-300000.0,66000000,,-62600000.0,,,13200000.0,1213400000.0,,,,,,,,0.1225,679400000.0,-21400000.0,1448300000.0,,19400000,19400000,9400000.0,,,,62080000.0,,100500000.0,12400000.0,17900000.0,,,814400000.0,,15300000,,,-66300000.0,,7100000.0,-25200000.0,,,,,
1999-06-30,-11300000.0,100000.0,614200000.0,,-17400000.0,,,,,,-1200000.0,,0.1225,,,,,79500000,52000000,,-55300000.0,41800000.0,,,,,64088000.0,5800000.0,26000000.0,,1200000.0,69400000,,-69100000.0,,,-9600000.0,1262500000.0,,,,,,,,0.1225,712300000.0,-29300000.0,1513000000.0,,19700000,19700000,10100000.0,,,,64088000.0,,117700000.0,13400000.0,-4600000.0,,,858300000.0,,15600000,200000.0,,-66600000.0,,-4900000.0,-26200000.0,,,,,
1999-09-30,66100000.0,-2400000.0,617900000.0,,-17600000.0,,,,,,-8300000.0,32000000.0,0.2,,,,,90200000,62400000,0.0,-53700000.0,-44400000.0,,,,,64090000.0,-12100000.0,34800000.0,,2800000.0,80000000,,-55700000.0,,,6600000.0,1238800000.0,,,,,,,,0.2025,711700000.0,-18900000.0,1504600000.0,,30200000,30200000,10200000.0,,,,64090000.0,,100500000.0,13800000.0,-2400000.0,,,847300000.0,,26100000,10200000.0,,12400000.0,,5700000.0,-26600000.0,,,,,
1999-12-31,170705000.0,-3100000.0,1200257000.0,,109144000.0,,7696000.0,,7696000.0,8200000.0,-5000000.0,326462000.0,,,,,,-51112000,60893000,4669000.0,-73952000.0,82535000.0,-230509000.0,,,2423497000.0,,6277000.0,26917000.0,,-508000.0,-66201000,,-66676000.0,,,-21449000.0,2192988000.0,,,,,,,,,1179507000.0,-47035000.0,2469390000.0,,9250000,27025000,15089000.0,,,,,,215500000.0,18201000.0,-1657000.0,47642000.0,,1228729000.0,,21550000,0.0,7696000.0,-109960000.0,,-13300000.0,-28177000.0,,,,,
2000-03-31,2456000.0,3452000.0,1185920000.0,,49262000.0,,4957000.0,,4957000.0,7696000.0,-10000000.0,325778000.0,0.26,,,,,50136000,82252000,,-6471000.0,-55729000.0,-247250000.0,,,2163585000.0,102570000.0,-5436000.0,57005000.0,-6269000.0,-2739000.0,32990000,,-76685000.0,,,12350000.0,1916335000.0,,,,,,,,0.265,1090899000.0,50534000.0,2454177000.0,,32945000,33154000,17146000.0,3519000.0,,,102600000.0,,213200000.0,21214000.0,-18862000.0,42902000.0,,1227765000.0,,26929000,684000.0,4957000.0,-4015000.0,,2723000.0,-43163000.0,,,,,
2000-06-30,-3343000.0,4666000.0,1169345000.0,,20667000.0,,7177000.0,,7177000.0,4957000.0,0.0,325488000.0,0.275,,,,,72123000,82096000,,-6147000.0,-42111000.0,-261737000.0,,,2432719000.0,102138000.0,4881000.0,44379000.0,-22694000.0,2220000.0,54676000,,-85712000.0,,,-12455000.0,2170982000.0,,,,6753000.0,,,,0.275,1094579000.0,38232000.0,2433607000.0,,34506000,34506000,17447000.0,3220000.0,,,102186000.0,,220800000.0,21535000.0,-13861000.0,42168000.0,,1224245000.0,75343000.0,28281000,3029000.0,7177000.0,-48000.0,,-10946000.0,-43533000.0,,,,,
