date,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyNetPPE,quarterlyTaxProvision,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyBeginningCashPosition,quarterlyGoodwill,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2012-09-30,,,10172000.0,-0.007922,,823000.0,531050000.0,5565000.0,7705000.0,823000.0,,,,,-4246000.0,,,,,,1302000.0,,31000.0,-4207000.0,-4277000.0,,,531050000.0,,6882000.0,2467000.0,,-0.007922,,,,,-4207000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,1841000.0,77367000.0,12609000.0,,5210000.0,886000.0,,6790000.0,9408000.0,886000.0,-55841000.0,250000.0,-60213000.0,0.0,-4236000.0,77117000.0,19340000.0,0.0,-3693000.0,152000.0,2069000.0,1517000.0,21000.0,-4645000.0,-4257000.0,250000.0,66596000.0,,,8522000.0,3201000.0,496000.0,,0.0,15135000.0,15135000.0,152000.0,-4645000.0,21526000.0,2186000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,14421000.0,-0.007235,,4717000.0,538520000.0,4430000.0,11080000.0,4717000.0,,,,,-3653000.0,,,,,,1794000.0,,243000.0,-3896000.0,-3896000.0,,,538520000.0,,6363000.0,3341000.0,,-0.007235,,,,,-3896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,14339000.0,-0.003128,,2655000.0,1041266973.0,6178000.0,10861000.0,2655000.0,,,,,-3056000.0,,,,,,2051000.0,,201000.0,-3257000.0,-3257000.0,,,1114419561.0,,8206000.0,3478000.0,,-0.003128,,,,,-3257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,22534000.0,0.004325,,4960000.0,1041266973.0,9096000.0,16742000.0,4960000.0,,,,,4979000.0,,,,,,2593000.0,,476000.0,4503000.0,4503000.0,,,1114419561.0,,11782000.0,5792000.0,,0.004041,,,,,4503000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,3228000.0,15673000.0,36692000.0,,5909000.0,9869000.0,,14397000.0,27039000.0,9869000.0,135773000.0,317000.0,-53265000.0,0.0,9991000.0,15356000.0,149083000.0,0.0,-4235000.0,157000.0,2895000.0,1674000.0,393000.0,9598000.0,9598000.0,317000.0,0.0,,,17170000.0,9653000.0,314000.0,,0.0,135488000.0,135488000.0,97000.0,9598000.0,151446000.0,2363000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,44055000.0,0.01,,14560000.0,1359049560.0,14049000.0,32179000.0,14560000.0,,,,,14682000.0,,,,,,3261000.0,,1035000.0,13647000.0,13647000.0,,,1359049560.0,,17619000.0,11876000.0,,0.0095,,,,,13647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,3720000.0,22621000.0,47843000.0,0.0142,,19473000.0,1358096447.0,11447000.0,34412000.0,19473000.0,166139000.0,298000.0,-30161000.0,54000000.0,20698000.0,22323000.0,175101000.0,0.0,,895000.0,3631000.0,2491000.0,1406000.0,19292000.0,19292000.0,298000.0,0.0,1436888142.0,,14939000.0,13431000.0,2581000.0,0.0134,0.0,103541000.0,103541000.0,332000.0,19292000.0,189240000.0,14139000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,52178000.0,0.0133,,16790000.0,1361026495.0,15073000.0,36943000.0,16790000.0,,,,,19176000.0,,,,,,4751000.0,,837000.0,18133000.0,18339000.0,,,1433103966.0,,20153000.0,15235000.0,,0.0127,,,,,18133000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,7572000.0,30295000.0,60536000.0,,8171000.0,17002000.0,,19167000.0,42251000.0,17002000.0,186780000.0,457000.0,3223000.0,54000000.0,17059000.0,29838000.0,203834000.0,0.0,-5275000.0,2004000.0,5559000.0,2896000.0,1945000.0,15301000.0,15114000.0,457000.0,0.0,,,25249000.0,18285000.0,2375000.0,,0.0,127088000.0,127088000.0,905000.0,15301000.0,217574000.0,13740000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,53585000.0,0.0102,,14365000.0,1368965288.0,16339000.0,36922000.0,14365000.0,,,,,14994000.0,,,,,,5607000.0,,1004000.0,13949000.0,13990000.0,,,1429726054.0,,22557000.0,16663000.0,,0.0098,,,,,13949000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,7973000.0,34065000.0,50209000.0,,,11271000.0,,16514000.0,35078000.0,11271000.0,182191000.0,407000.0,-9783000.0,12261000.0,11722000.0,33658000.0,192829000.0,0.0,,2569000.0,7264000.0,2985000.0,879000.0,10855000.0,10843000.0,407000.0,5432000.0,,,23807000.0,15131000.0,942000.0,,0.0,161096000.0,161096000.0,716000.0,10855000.0,217024000.0,24195000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
