date,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2016-09-30,-806000000.0,75000000,3682000000.0,709000000.0,-11829000000.0,-207000000,5524000000.0,-172000000.0,2904000000,,-729000000.0,-716000000.0,849000000.0,405000000.0,190000000.0,326000000.0,294000000,25697000000.0,,176000000.0,10538000000.0,45000000.0,3648000000.0,1000000000.0,13072000000,439000000.0,3136000000.0,-315000000.0,3546000000,3554000000.0,145000000,219000000,13395000000.0,0.27,16996000000.0,145000000,530000000.0,420000000,1149000000,-69000000.0,-190000000.0,709000000.0,-721000000.0,160000000.0,-643000000.0,23336000000.0,-51000000.0,-23000000.0,,6340000000.0,16618000000,,642000000,37526000000.0,9545000000.0,10169000000.0,0.28,-1045000000.0,527000000.0,19000000.0,67000000.0,-311000000.0,33748000000.0,43293000000.0,5055000000.0,7000000.0,507000000.0,1754000000.0,138000000.0,28000000.0,709000000.0,-327000000.0,,,,,
2016-12-31,-357000000.0,128000000,3861000000.0,887000000.0,-12241000000.0,57000000,5656000000.0,-152000000.0,2814000000,725000000.0,-89000000.0,-745000000.0,833000000.0,991000000.0,280000000.0,378000000.0,417000000,25765000000.0,,241000000.0,10544000000.0,63000000.0,3587000000.0,1000000000.0,13845000000,530000000.0,3617000000.0,-141000000.0,3310000000,3827000000.0,227000000,289000000,13557000000.0,0.43,17064000000.0,227000000,529000000.0,406000000,1000000000,-48000000.0,-190000000.0,887000000.0,-724000000.0,59000000.0,142000000.0,24210000000.0,-20000000.0,-21000000.0,,7146000000.0,17155000000,,496000000,38006000000.0,10401000000.0,10206000000.0,0.43,178000000.0,526000000.0,6000000.0,-465000000.0,246000000.0,34012000000.0,44413000000.0,5593000000.0,7000000.0,504000000.0,709000000.0,130000000.0,28000000.0,887000000.0,-234000000.0,,,,,
2017-03-31,-507000000.0,41000000,3888000000.0,2167000000.0,-12737000000.0,62000000,5392000000.0,-59000000.0,2803000000,,1523000000.0,-610000000.0,820000000.0,1113000000.0,158000000.0,350000000.0,142000000,25669000000.0,-220000000.0,199000000.0,12570000000.0,25000000.0,3586000000.0,1000000000.0,13255000000,528000000.0,3284000000.0,264000000.0,3033000000,4704000000.0,30000000,101000000,13070000000.0,0.06,19158000000.0,30000000,530000000.0,389000000,766000000,-566000000.0,-190000000.0,2167000000.0,-1356000000.0,-5000000.0,382000000.0,26024000000.0,-420000000.0,45000000.0,,6866000000.0,16288000000,,230000000,38406000000.0,11042000000.0,10046000000.0,0.06,1280000000.0,525000000.0,15000000.0,333000000.0,503000000.0,34779000000.0,45821000000.0,5343000000.0,7000000.0,536000000.0,887000000.0,148000000.0,28000000.0,2167000000.0,-237000000.0,,,,,
2017-06-30,-6000000.0,264000000,3923000000.0,1450000000.0,-13216000000.0,90000000,5548000000.0,-264000000.0,2917000000,,-910000000.0,-655000000.0,809000000.0,849000000.0,296000000.0,376000000.0,870000000,25786000000.0,0.0,186000000.0,12577000000.0,102000000.0,3586000000.0,1000000000.0,14325000000,395000000.0,3259000000.0,-157000000.0,3855000000,4823000000.0,515000000,606000000,12636000000.0,1.0,19125000000.0,515000000,517000000.0,439000000,1459000000,-111000000.0,-186000000.0,1450000000.0,-656000000.0,28000000.0,-139000000.0,25883000000.0,-750000000.0,-66000000.0,,6758000000.0,18180000000,,938000000,39002000000.0,10443000000.0,10344000000.0,1.0,-717000000.0,513000000.0,8000000.0,11000000.0,194000000.0,35004000000.0,45447000000.0,5307000000.0,7000000.0,521000000.0,2167000000.0,155000000.0,29000000.0,1450000000.0,-236000000.0,,,,,
2017-09-30,-257000000.0,415000000,3935000000.0,2088000000.0,-13682000000.0,84000000,5493000000.0,-215000000.0,2965000000,,-660000000.0,-663000000.0,784000000.0,1901000000.0,46000000.0,268000000.0,1419000000,26036000000.0,-29000000.0,150000000.0,12753000000.0,101000000.0,3586000000.0,1000000000.0,14753000000,459000000.0,3900000000.0,56000000.0,4457000000,4769000000.0,903000000,1004000000,12930000000.0,1.77,19357000000.0,903000000,508000000.0,412000000,2009000000,-53000000.0,-202000000.0,2088000000.0,-603000000.0,34000000.0,278000000.0,27004000000.0,-452000000.0,-32000000.0,,7647000000.0,19210000000,,1492000000,39718000000.0,11631000000.0,11044000000.0,1.79,638000000.0,504000000.0,41000000.0,-640000000.0,1238000000.0,35175000000.0,46806000000.0,6159000000.0,7000000.0,517000000.0,1450000000.0,158000000.0,29000000.0,2088000000.0,-239000000.0,,,,,
2017-12-31,-172000000.0,-1166000000,2654000000.0,3011000000.0,-14095000000.0,80000000,5550000000.0,-196000000.0,3019000000,726000000.0,-1044000000.0,-804000000.0,830000000.0,2746000000.0,19000000.0,296000000.0,959000000,26443000000.0,0.0,145000000.0,12322000000.0,99000000.0,3586000000.0,1000000000.0,16997000000,591000000.0,4695000000.0,-57000000.0,4058000000,4787000000.0,2016000000,2125000000,14033000000.0,4.09,17741000000.0,2016000000,493000000.0,457000000,1579000000,-75000000.0,-195000000.0,3011000000.0,-779000000.0,-1290000000.0,1306000000.0,28219000000.0,-750000000.0,-85000000.0,,10478000000.0,21055000000,,1039000000,40538000000.0,13401000000.0,12864000000.0,4.13,923000000.0,488000000.0,1000000.0,-797000000.0,1942000000.0,35646000000.0,49047000000.0,8297000000.0,7000000.0,540000000.0,2088000000.0,164000000.0,624000000.0,3011000000.0,-231000000.0,,,,,
2018-03-31,-5264000000.0,22000000,3120000000.0,4653000000.0,-14558000000.0,88000000,5111000000.0,-255000000.0,1003000000,,2557000000.0,-755000000.0,818000000.0,-137000000.0,12000000.0,304000000.0,257000000,26618000000.0,,148000000.0,17232000000.0,18000000.0,3586000000.0,1000000000.0,17511000000,337000000.0,4613000000.0,440000000.0,1355000000,4817000000.0,37000000,235000000,14988000000.0,0.08,23129000000.0,37000000,480000000.0,402000000,880000000,-41000000.0,-219000000.0,4657000000.0,-778000000.0,-19000000.0,-919000000.0,31501000000.0,-1327000000.0,19000000.0,,8372000000.0,18866000000,,352000000,41176000000.0,14525000000.0,12745000000.0,0.08,1642000000.0,476000000.0,,96000000.0,-892000000.0,35839000000.0,50364000000.0,7066000000.0,7000000.0,528000000.0,3015000000.0,195000000.0,26000000.0,4653000000.0,-233000000.0,,,,,
2018-06-30,-6000000.0,281000000,3144000000.0,4999000000.0,-15054000000.0,83000000,5485000000.0,-206000000.0,1034000000,,-1299000000.0,-711000000.0,833000000.0,2386000000.0,9000000.0,431000000.0,1516000000,26931000000.0,,145000000.0,17241000000.0,33000000.0,3586000000.0,1003000000.0,19655000000,,4919000000.0,-374000000.0,2662000000,4838000000.0,1055000000,1235000000,14958000000.0,2.27,23203000000.0,1055000000,464000000.0,424000000,2161000000,-77000000.0,-211000000.0,5004000000.0,-740000000.0,21000000.0,529000000.0,32918000000.0,-885000000.0,-25000000.0,,9715000000.0,22317000000,,1628000000,41985000000.0,15548000000.0,13589000000.0,2.3,347000000.0,459000000.0,,-321000000.0,1675000000.0,36188000000.0,51736000000.0,8113000000.0,7000000.0,533000000.0,4657000000.0,213000000.0,26000000.0,4999000000.0,-233000000.0,,,,,
2018-09-30,-131000000.0,222000000,3206000000.0,4992000000.0,-15559000000.0,97000000,5339000000.0,-204000000.0,1076000000,,186000000.0,-849000000.0,818000000.0,1182000000.0,3000000.0,442000000.0,1163000000,27717000000.0,,134000000.0,18423000000.0,28000000.0,3713000000.0,,20606000000,,5408000000.0,149000000.0,2382000000,4910000000.0,737000000,941000000,15166000000.0,1.62,24366000000.0,737000000,456000000.0,445000000,1861000000,-104000000.0,-207000000.0,4995000000.0,-1377000000.0,40000000.0,-420000000.0,34000000000.0,-400000000.0,50000000.0,,9634000000.0,22988000000,,1306000000,43276000000.0,15873000000.0,14119000000.0,1.63,-9000000.0,451000000.0,1000000.0,-484000000.0,333000000.0,37158000000.0,53031000000.0,8016000000.0,7000000.0,555000000.0,5004000000.0,212000000.0,26000000.0,4992000000.0,-168000000.0,,,,,
2018-12-31,-2631000000.0,437000000,4864000000.0,1687000000.0,-16155000000.0,128000000,9837000000.0,-340000000.0,2150000000,3314000000.0,-1222000000.0,-1263000000.0,463000000.0,2727000000.0,0.0,708000000.0,1632000000,45058000000.0,-3369000000.0,646000000.0,26980000000.0,44000000.0,20184000000.0,17362000000.0,28294000000,,5853000000.0,716000000.0,4039000000,5898000000.0,951000000,1195000000,35175000000.0,1.35,35675000000.0,951000000,704000000.0,1147000000,2763000000,-187000000.0,-317000000.0,1725000000.0,-4775000000.0,5000000.0,532000000.0,27524000000.0,-675000000.0,98000000.0,,13216000000.0,32333000000,,1889000000,61213000000.0,18023000000.0,14755000000.0,1.38,-3270000000.0,687000000.0,0.0,2298000000.0,1464000000.0,74917000000.0,92940000000.0,9366000000.0,10000000.0,874000000.0,4995000000.0,326000000.0,544000000.0,1687000000.0,-144000000.0,,,,,
2019-03-31,-2031000000.0,104000000,5011000000.0,877000000.0,-16791000000.0,313000000,9833000000.0,-256000000.0,1951000000,,-920000000.0,-1241000000.0,3727000000.0,1623000000.0,2000000.0,929000000.0,363000000,47771000000.0,,548000000.0,27565000000.0,43000000.0,20229000000.0,17961000000.0,25960000000,,6893000000.0,-4000000.0,2307000000,6558000000.0,-7000000,259000000,42858000000.0,-0.01,38431000000.0,-7000000,673000000.0,881000000,1275000000,-325000000.0,-354000000.0,908000000.0,-1520000000.0,127000000.0,441000000.0,28115000000.0,-885000000.0,-39000000.0,,15147000000.0,28267000000,,356000000,64562000000.0,18151000000.0,14391000000.0,-0.01,-817000000.0,673000000.0,2000000.0,-1037000000.0,382000000.0,78285000000.0,96436000000.0,10568000000.0,10000000.0,919000000.0,1725000000.0,308000000.0,550000000.0,877000000.0,-151000000.0,,,,,
2019-06-30,-5085000000.0,353000000,5235000000.0,1247000000.0,-17567000000.0,111000000,9088000000.0,-345000000.0,1934000000,,-921000000.0,-1178000000.0,3571000000.0,2622000000.0,1000000.0,815000000.0,1720000000,47923000000.0,,458000000.0,27853000000.0,27000000.0,20277000000.0,,29682000000,,7603000000.0,744000000.0,3865000000,6729000000.0,1106000000,1367000000,34207000000.0,1.66,38945000000.0,1106000000,666000000.0,904000000,2817000000,-270000000.0,-352000000.0,1249000000.0,-1360000000.0,233000000.0,-145000000.0,53835000000.0,-500000000.0,252000000.0,,14890000000.0,33547000000,,1931000000,65490000000.0,18396000000.0,15146000000.0,1.67,341000000.0,662000000.0,56000000.0,-713000000.0,1444000000.0,78500000000.0,96896000000.0,10905000000.0,10000000.0,886000000.0,908000000.0,315000000.0,554000000.0,1247000000.0,-161000000.0,,,,,
2019-09-30,-5438000000.0,340000000,6180000000.0,1525000000.0,-18256000000.0,128000000,9696000000.0,-340000000.0,1847000000,,-813000000.0,-1404000000.0,3442000000.0,2787000000.0,3000000.0,862000000.0,1707000000,47556000000.0,,457000000.0,28282000000.0,24000000.0,21277000000.0,27871000000.0,27300000000,,7461000000.0,-558000000.0,3743000000,6725000000.0,1095000000,1367000000,42656000000.0,1.66,40144000000.0,1095000000,660000000.0,833000000,2751000000,-197000000.0,-348000000.0,1528000000.0,-1695000000.0,412000000.0,233000000.0,28839000000.0,-500000000.0,88000000.0,,15339000000.0,31043000000,,1896000000,65812000000.0,19139000000.0,15891000000.0,1.67,279000000.0,656000000.0,17000000.0,,1383000000.0,79000000000.0,98139000000.0,11380000000.0,10000000.0,855000000.0,1249000000.0,307000000.0,557000000.0,1525000000.0,-212000000.0,,,,,
2019-12-31,,277000000,,,,-1048000000,,,1969000000,,,,,,,,539000000,,,,,,,,27301000000,,,,3858000000,,443000000,262000000,,0.68,,443000000,653000000.0,857000000,2867000000,,,,,,,,,,,,31159000000,,1889000000,,,,0.68,,648000000.0,,,,,,,,,,,,,,,,,,
