date,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyEbitda,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation
2001-12-31,,161566266,,,1108002645,,1145934721,1929780832,,4922086461,,,819713556.0,,6068021182,,,,,,3037783477,1098012417,0,0,,62151017,,211499460,,,,,,,646185490,,660576531,983480000,,,2210524149,,,,1027420000,,,,483962223,4383054128,,,291325589,,,,208157637,,,4383054128,,,14391041.0,,,,,,,,,,,,,,
2002-03-31,,211749232,,0.014134,983056597,77249989.0,1668752539,2020615062,560987290.0,5240216874,,,837100235.0,50182966.0,6908969413,,,68569645.0,50182966.0,202894576.0,3003671659,972358937,-1,970002,,48975729,,258880266,,,,358092714.0,96984832.0,80921998.0,1025829677,,1039663405,1183480000,,,3067197520,,,0.014134,1302640000,,,26870466.0,483642388,4699432911,,,89939999,,,,162167540,121972578.0,123855298.0,4699432911,28415187.0,,13833728.0,,,,,,,,,,,,,,
2002-06-30,,263126956,,,1080218525,89301626.0,1727152157,2349215128,685683126.0,5655071360,,,834214620.0,51377724.0,7382223517,,,74035070.0,51377724.0,236141926.0,3429433653,1070228297,0,0,,69833427,,303458736,,,,449541200.0,120742334.0,99637343.0,1046070746,,1053073732,1183480000,,,3118575244,,,,1437910000,,,29746615.0,478072991,5123385750,,,167747634,,,,194165035,136504583.0,150488949.0,5123385750,46707264.0,,7002986.0,,,,,,,,,,,,,,
2002-09-30,,329059698,,,994367418,91720408.0,1361886634,2664398952,745217501.0,6320454632,,,832761902.0,72237750.0,7682341266,,,98463301.0,72237750.0,240480630.0,3658766370,982088074,0,0,,35165791,,329696340,,,,504736871.0,130219815.0,95164942.0,779435033,,782209233,1183480000,,,3190812994,,,,1641750934,,,16509560.0,475128375,5692411861,,,241968900,,,,211741382,145315688.0,146729375.0,5692411861,31756514.0,,2774200.0,,,,,,,,,,,,,,
2002-12-31,,244920743,,,1323978845,149620500.0,1423250053,3548875924,1006272004.0,7476373877,,,806103160.0,89959986.0,8899623930,,,130319359.0,89959986.0,357472275.0,4872854769,1239571600,22000000,0,,65815076,,304061873,,,,648799729.0,195782291.0,151512988.0,809735627,,811309827,1183480000,,,3220666001,,,,1850453434,,,37689396.0,466738324,6939549849,,,521363942,,,,631603126,205959287.0,233471687.0,6939549849,65462932.0,,1574200.0,,,,,,,,,,,,,,
2003-03-31,-82137815.0,326546569,24317124.0,0.02299,1535895185,111688747.0,1538417734,3969641640,881120536.0,8113225651,,-503484313.0,843814733.0,81625826.0,9651643385,102643087.0,,119337399.0,81625826.0,318595895.0,5505536825,1453231599,22000000,-1,1269138.0,40975985,,394120083,-90058210.0,-696979445.0,763916263.0,562524641.0,181442981.0,117143824.0,771722236,,773446436,1183480000,799446778.0,-895286199.0,3302291827,,,0.02299,1926533434,-698948583.0,94328674.0,36847916.0,463043422,7580597116,,195464270.0,663528472,,-52875835.0,,753218254,201452071.0,320933984.0,7580597116,62105582.0,,1724200.0,-35530515.0,,,,,,,,,,,,,
2003-06-30,-126165907.0,517434110,44898387.0,,2017823215,129812044.0,1594487776,4058312983,1249595195.0,8825499073,,-11357662.0,899065867.0,140182207.0,10419986849,97176827.0,,194663093.0,140182207.0,468564457.0,6076136198,1936571600,22000000,0,2300117.0,47761603,,485339686,-91219604.0,-710250665.0,703287107.0,781030738.0,292211721.0,138651227.0,753611181,,755185381,1183480000,763916263.0,704279400.0,3444784784,,,,1762732834,-713193354.0,-91247676.0,49666114.0,465471009,8290639542,,701835692.0,530536627,,357331239.0,,1042332257,329913230.0,439054662.0,8290639542,97548628.0,,1574200.0,-60629156.0,,,,,,,,,,,,,
2003-09-30,-103323391.0,694610328,40101255.0,0.054125,2266094686,125752378.0,1648606028,4439092213,1424626499.0,9618155385,,-102901744.0,924620702.0,192169028.0,11266761413,102457729.0,,267573863.0,192169028.0,541053704.0,6705186899,2186231600,29000000,0,1620039.0,40434834,,433753655,51586032.0,-774123593.0,850733564.0,883572795.0,369608581.0,135442724.0,867806665,,869380865,1183480000,703287107.0,-717411016.0,3636953812,,,0.054125,1922100922,-776001785.0,0.0,49893352.0,464837351,9075144095,,673100041.0,448217751,,260055016.0,,1198098717,405610980.0,521959662.0,9075144095,102034718.0,,1574200.0,149020657.0,,,,,,,,,,,,,
2003-12-31,30005535.0,716597940,78369853.0,,2674886794,234798229.0,3195597237,4954645819,2139999639.0,10137772963,,295027223.0,1120111895.0,325589502.0,13333370200,200061185.0,,531100149.0,325589502.0,1061423870.0,7629532613,2598461600,15000000,0,-1753028.0,41010104,,457166759,-31166605.0,-625942446.0,2248603800.0,1078575769.0,805903367.0,251860700.0,2251854557,,2253666557,1255680000,850733564.0,-846184325.0,4583725692,,,,2230610922,-624819233.0,613882160.0,61241919.0,446483702,9627089417,,919846456.0,306517466,,93679227.0,,1170379178,809563170.0,1067206471.0,9627089417,274803218.0,,1812000.0,1396296036.0,,,,,,,,,,,,,
2004-03-31,-289227637.0,1159793928,40587563.0,0.117651,2931650855,136024321.0,3234653956,4568109466,1871229596.0,10362016074,-4232000.0,-44276898.0,1069988030.0,443195988.0,13596670030,112637534.0,,622389123.0,443195988.0,986899646.0,7499760321,2864571600,29000000,0,-8645135.0,74411078,,519894641,-62727882.0,-515345255.0,2033222132.0,884329950.0,816068479.0,149932120.0,2031410132,,2033222132,1255680000,2248603800.0,-1095000000.0,5026921679,,,0.117651,2190610922,-502468120.0,1.0,54555772.0,435639150,9843600813,,458191222.0,370407467,,-313846731.0,,826215436,836967526.0,983261785.0,9843600813,193679356.0,,1812000.0,-215381668.0,,,,,,,,,,,,,
