date,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1995-02-28,5191300000.0,192700000.0,-42400000.0,1482900000.0,455700000.0,528500000.0,4080700000.0,,,,2103900000.0,631600000.0,23300000,,5400000.0,516200000.0,5400000.0,-139600000.0,428300000.0,476700000.0,25000000.0,25000000.0,,-16200000.0,564100000.0,854300000.0,25000000.0,,26200000.0,-143100000.0,-18300000.0,-74300000.0,3858200000.0,2596800000.0,-2600000.0,337200000.0,0.01,238200000.0,631600000.0,,13700000.0,0.0,,444300000.0,,,758500000.0,,41100000.0,1333100000.0,-276100000.0,,0.01,-1155200000.0,1483900000.0,5300000.0,-18200000.0,242300000,,-50000000.0,-9000000.0,-101000000.0,2542000000.0,,10000000.0,1287000000,201700000.0,135500000.0,28600000.0,,1110600000.0,1754300000.0,2639100000.0,194400000,,,
1995-05-31,3358200000.0,346800000.0,-13300000.0,1400900000.0,520300000.0,439800000.0,2461300000.0,,,,1996300000.0,,-16500000,,62000000.0,545700000.0,62000000.0,-43600000.0,248600000.0,372000000.0,13000000.0,13000000.0,,-2100000.0,595600000.0,206600000.0,0.0,,26600000.0,75600000.0,49900000.0,-73700000.0,3217200000.0,1004700000.0,343500000.0,267500000.0,,234600000.0,,,32700000.0,0.0,,494000000.0,,,638600000.0,,25000000.0,141000000.0,94000000.0,,,-1155300000.0,1456600000.0,-10700000.0,1600000.0,92900000,,234100000.0,-26200000.0,-406700000.0,1233300000.0,,6500000.0,1078400000,317700000.0,-50200000.0,-27200000.0,,896900000.0,1220900000.0,2611900000.0,43000000,,,
1995-08-31,3455000000.0,177800000.0,3700000.0,1334900000.0,543800000.0,525600000.0,2453900000.0,,,,1940700000.0,636744186.0,136900000,,136900000.0,458600000.0,136900000.0,0.0,428000000.0,434300000.0,16700000.0,16700000.0,,-1800000.0,505300000.0,270700000.0,0.0,,27000000.0,-46100000.0,46700000.0,-74400000.0,3245300000.0,1017000000.0,0.0,84100000.0,0.215,220000000.0,636744186.0,,5800000.0,,,490100000.0,,,750700000.0,,13000000.0,209700000.0,-19800000.0,,0.215,-1187300000.0,1436900000.0,81500000.0,-76900000.0,292100000,,,20000000.0,-64600000.0,1296200000.0,,10900000.0,1276300000,114400000.0,-30300000.0,218400000.0,,1001100000.0,1304600000.0,2624200000.0,245400000,,,
1995-11-30,3515600000.0,175600000.0,27300000.0,1246400000.0,468200000.0,596100000.0,2434800000.0,,,,1844800000.0,633478261.0,145700000,,145700000.0,551700000.0,145700000.0,0.0,422800000.0,445700000.0,44000000.0,44000000.0,,-22100000.0,598400000.0,364200000.0,0.0,,25800000.0,-35000000.0,46700000.0,-74700000.0,3215900000.0,1033000000.0,-6700000.0,102000000.0,0.23,209700000.0,633478261.0,,1200000.0,,,538700000.0,,,852300000.0,,0.0,299700000.0,13100000.0,,0.23,-1205700000.0,1401800000.0,82400000.0,-75800000.0,300600000,,,14900000.0,-66900000.0,1367700000.0,,11200000.0,1448400000,129200000.0,-27200000.0,228100000.0,,1080800000.0,1371100000.0,2607500000.0,253900000,,,
1996-02-29,3436200000.0,329500000.0,-8300000.0,1242700000.0,462800000.0,533100000.0,2379300000.0,,,,1833400000.0,628648649.0,116300000,,116300000.0,523100000.0,116300000.0,0.0,261200000.0,420200000.0,35700000.0,35700000.0,,4200000.0,568100000.0,282900000.0,0.0,,25100000.0,-38000000.0,45000000.0,-74700000.0,3084500000.0,1034200000.0,-3300000.0,148200000.0,0.185,225500000.0,628648649.0,,14800000.0,,,505400000.0,,,776100000.0,,0.0,351700000.0,-25100000.0,,0.185,-1176200000.0,1345100000.0,66600000.0,31400000.0,253000000,,,-8900000.0,-150400000.0,1410400000.0,,12800000.0,1309200000,180100000.0,-31900000.0,182900000.0,,1056900000.0,1251100000.0,2521300000.0,208000000,,,
1996-05-31,3294700000.0,166700000.0,-15100000.0,1220900000.0,384200000.0,586200000.0,2299600000.0,,,,1795100000.0,,77500000,,77500000.0,594900000.0,77500000.0,-2800000.0,407500000.0,395500000.0,20600000.0,20600000.0,,-1900000.0,643200000.0,217000000.0,0.0,,23500000.0,-53900000.0,48300000.0,-79800000.0,2987000000.0,987200000.0,-3200000.0,196700000.0,,241200000.0,,,700000.0,-33900000.0,,590700000.0,,,795900000.0,,0.0,307700000.0,-19500000.0,,,-1195600000.0,1312400000.0,48900000.0,95400000.0,201000000,,,16400000.0,-197300000.0,1408600000.0,,3100000.0,1382100000,236100000.0,-39400000.0,126400000.0,,995100000.0,1191900000.0,2508000000.0,152700000,,,
1996-08-31,3413400000.0,165300000.0,12500000.0,1153800000.0,417200000.0,535800000.0,2266400000.0,,,,1718700000.0,630322581.0,97700000,,97700000.0,510700000.0,97700000.0,-49200000.0,399600000.0,429600000.0,33100000.0,33100000.0,,-2000000.0,553600000.0,396800000.0,0.0,,22800000.0,-47700000.0,42900000.0,-79100000.0,3187600000.0,1013500000.0,400000.0,100700000.0,0.155,255000000.0,630322581.0,,18700000.0,-116300000.0,,654900000.0,,,779800000.0,,20600000.0,225800000.0,-29800000.0,,0.155,-1194900000.0,1252900000.0,56500000.0,-38800000.0,269100000,,,-12600000.0,-75100000.0,1427800000.0,,5700000.0,1315600000,135300000.0,-34600000.0,154200000.0,,1147000000.0,1468900000.0,2447800000.0,226200000,,,
1996-11-30,3431700000.0,168400000.0,-4800000.0,1078800000.0,374100000.0,659400000.0,2323200000.0,,,,1644800000.0,626800000.0,156700000,,156700000.0,587500000.0,156700000.0,1500000.0,397600000.0,396300000.0,28300000.0,28300000.0,,-1900000.0,630500000.0,529100000.0,0.0,,24500000.0,-77500000.0,43000000.0,-78400000.0,3191100000.0,1066800000.0,-3200000.0,128900000.0,0.245,255500000.0,639591837.0,,2600000.0,-93600000.0,,643100000.0,,,900700000.0,,0.0,240600000.0,-34400000.0,,0.25,-1218300000.0,1256400000.0,90500000.0,-28800000.0,313200000,,,8800000.0,-100000000.0,1506700000.0,,17700000.0,1560100000,172700000.0,-43800000.0,247200000.0,,1108500000.0,1546300000.0,2474700000.0,270200000,,,
1997-02-28,3987800000.0,167100000.0,2700000.0,1224700000.0,411100000.0,548300000.0,2881500000.0,,,,1778900000.0,629743590.0,122800000,,122800000.0,470000000.0,122800000.0,-5500000.0,387100000.0,413000000.0,31000000.0,31000000.0,,-2000000.0,515100000.0,600500000.0,0.0,657600000.0,25200000.0,-5300000.0,45100000.0,-78200000.0,3338800000.0,943300000.0,-5900000.0,41800000.0,0.19,248600000.0,646315789.0,,15600000.0,-9900000.0,,548300000.0,,,741300000.0,,0.0,649000000.0,16400000.0,,0.195,-1251600000.0,1280600000.0,72700000.0,-81000000.0,271300000,,,-3400000.0,-69100000.0,1552200000.0,,24000000.0,1289600000,77100000.0,-35300000.0,195500000.0,,1106300000.0,1559900000.0,2532200000.0,226200000,,,
1997-05-31,3902400000.0,169100000.0,-18200000.0,1530400000.0,349500000.0,584900000.0,2891100000.0,,,,2115300000.0,,68200000,,68200000.0,671000000.0,68200000.0,-1500000.0,415800000.0,364400000.0,12800000.0,12800000.0,,-2100000.0,722800000.0,343300000.0,0.0,,28000000.0,-55100000.0,51800000.0,-85000000.0,3407800000.0,1611700000.0,-700000.0,153400000.0,,215000000.0,,,10800000.0,-142000000.0,,599700000.0,,,859100000.0,,0.0,494600000.0,-17600000.0,,,-1292200000.0,1279400000.0,38600000.0,62200000.0,188100000,,,28100000.0,-165300000.0,1535400000.0,,13100000.0,1444000000,202200000.0,-48800000.0,106800000.0,,1011300000.0,1292500000.0,2571600000.0,136300000,,,
1997-08-31,3962500000.0,173800000.0,5400000.0,1497000000.0,401600000.0,543900000.0,2849900000.0,,,,2090700000.0,639523810.0,134300000,,134300000.0,577600000.0,134300000.0,900000.0,419900000.0,457300000.0,18200000.0,18200000.0,,-2200000.0,626500000.0,361300000.0,0.0,649200000.0,31200000.0,-20500000.0,48900000.0,-84700000.0,3516400000.0,925600000.0,3800000.0,174600000.0,0.205,217800000.0,655121951.0,,30600000.0,-119200000.0,,662800000.0,,,872600000.0,,12800000.0,446100000.0,-8800000.0,,0.21,-1330800000.0,1275100000.0,81500000.0,20400000.0,295000000,,,2900000.0,-188800000.0,1585600000.0,,18600000.0,1416500000,214700000.0,-40100000.0,215800000.0,,1112600000.0,1425700000.0,2605900000.0,246100000,,,
1997-11-30,3949100000.0,170400000.0,11700000.0,1596900000.0,601900000.0,653700000.0,2789500000.0,,,,2175000000.0,615238095.0,64600000,,64600000.0,645400000.0,64600000.0,-167200000.0,407700000.0,471600000.0,29900000.0,29900000.0,,-3300000.0,693900000.0,93800000.0,0.0,641000000.0,27300000.0,-64700000.0,48500000.0,-84100000.0,3559900000.0,975600000.0,-4500000.0,170800000.0,0.1,215300000.0,646000000.0,,600000.0,-96000000.0,,689200000.0,,,984600000.0,,0.0,389200000.0,-21600000.0,,0.105,-1243900000.0,1172900000.0,31600000.0,-39500000.0,339200000,,,-5300000.0,-134800000.0,1566600000.0,,34800000.0,1638300000,211200000.0,-40400000.0,96200000.0,,1159600000.0,1384900000.0,2416800000.0,290700000,,,
1998-02-28,3899800000.0,169800000.0,-13100000.0,1656000000.0,423500000.0,552400000.0,2799700000.0,,,,2235900000.0,624285714.0,131100000,,131100000.0,588100000.0,131100000.0,-2200000.0,410100000.0,447600000.0,16800000.0,16800000.0,,-6100000.0,634900000.0,187800000.0,0.0,635900000.0,26800000.0,-53000000.0,46800000.0,-84000000.0,3466700000.0,997500000.0,-2000000.0,119000000.0,0.205,210600000.0,639512195.0,,3500000.0,-34100000.0,,619500000.0,,,872300000.0,,0.0,433100000.0,-8200000.0,,0.21,-1270900000.0,1166300000.0,77300000.0,-3600000.0,284200000,,,-800000.0,-121300000.0,1614100000.0,,23600000.0,1424700000,161200000.0,-42200000.0,208400000.0,,1100100000.0,1230800000.0,2437200000.0,237400000,,,
1998-05-31,3861400000.0,173200000.0,-10400000.0,1640400000.0,433300000.0,639300000.0,2826100000.0,,,,2227500000.0,,91800000,,91800000.0,687500000.0,91800000.0,11600000.0,413900000.0,389700000.0,6400000.0,6400000.0,,1000000.0,738200000.0,417300000.0,0.0,,44300000.0,-65100000.0,50700000.0,-83500000.0,3671200000.0,1639800000.0,-100000.0,112000000.0,,244100000.0,,,5600000.0,-275600000.0,,593100000.0,,,914200000.0,,0.0,190200000.0,-3400000.0,,,-1302700000.0,1186300000.0,51500000.0,156100000.0,226700000,,,-26100000.0,-127700000.0,1622800000.0,,15500000.0,1553500000,182400000.0,-70400000.0,143300000.0,,1035300000.0,1443700000.0,2489000000.0,176000000,,,
1998-08-31,4024900000.0,174300000.0,23300000.0,1612200000.0,452000000.0,536600000.0,2854600000.0,,,,2198400000.0,617021277.0,145000000,,145000000.0,634100000.0,145000000.0,2600000.0,411900000.0,472800000.0,29700000.0,29700000.0,,-5300000.0,681200000.0,571000000.0,0.0,625400000.0,29800000.0,-50600000.0,47100000.0,-82000000.0,3879100000.0,1026100000.0,100000.0,75600000.0,0.23,209400000.0,630434783.0,,16800000.0,-125600000.0,,657700000.0,,,936500000.0,,6400000.0,145800000.0,900000.0,,0.235,-1336600000.0,1203100000.0,83100000.0,-48800000.0,302400000,,,-3900000.0,-64700000.0,1686200000.0,,10400000.0,1473100000,138600000.0,-63000000.0,228100000.0,,1170300000.0,1680700000.0,2539700000.0,255300000,,,
1998-11-30,4020800000.0,177500000.0,-20200000.0,1592800000.0,419500000.0,651700000.0,2907200000.0,,,,2172800000.0,611063830.0,143600000,,143600000.0,667800000.0,143600000.0,-53900000.0,402500000.0,438400000.0,9500000.0,9500000.0,,500000.0,715100000.0,592400000.0,0.0,621400000.0,29400000.0,-80700000.0,47300000.0,-81100000.0,3823500000.0,1061000000.0,-7800000.0,101100000.0,0.23,197300000.0,624347826.0,,900000.0,-44100000.0,,638800000.0,,,1025700000.0,,0.0,197300000.0,-12500000.0,,0.235,-1367200000.0,1224800000.0,83700000.0,-86500000.0,357900000,,,16000000.0,-110200000.0,1749100000.0,,21600000.0,1677400000,170700000.0,-69600000.0,227300000.0,,1113600000.0,1650700000.0,2592000000.0,310600000,,,
1999-02-28,4138500000.0,179500000.0,9400000.0,1700600000.0,556600000.0,570800000.0,3019000000.0,,,,2281200000.0,613478261.0,141100000,,141100000.0,618800000.0,141100000.0,-5500000.0,401100000.0,442300000.0,18900000.0,18900000.0,,-2500000.0,666800000.0,505600000.0,0.0,728200000.0,31400000.0,-164100000.0,48000000.0,-84400000.0,3970600000.0,1022800000.0,-4400000.0,132800000.0,0.225,188600000.0,627111111.0,,600000.0,-19500000.0,,627200000.0,,,924300000.0,,0.0,167900000.0,-88600000.0,,0.23,-1396300000.0,1268000000.0,79500000.0,96400000.0,305500000,,,20100000.0,-32900000.0,1721700000.0,,50800000.0,1495100000,206400000.0,-73600000.0,220600000.0,,1119500000.0,1689400000.0,2664300000.0,257500000,,,
1999-05-31,4140700000.0,173600000.0,-15000000.0,1702400000.0,438000000.0,640200000.0,3038200000.0,,,,2276200000.0,,104800000,,104800000.0,714200000.0,104800000.0,8500000.0,400200000.0,426700000.0,3900000.0,3900000.0,,-4200000.0,766000000.0,614900000.0,0.0,722000000.0,40300000.0,-79500000.0,51800000.0,-83900000.0,3976500000.0,1021500000.0,3800000.0,95800000.0,,181300000.0,,,900000.0,-151500000.0,,647400000.0,,,960300000.0,,0.0,164200000.0,-13300000.0,,,-1424200000.0,1294700000.0,57700000.0,0.0,246100000,,,9800000.0,-106000000.0,1827400000.0,,10000000.0,1600500000,170500000.0,-74700000.0,162500000.0,,1102500000.0,1700300000.0,2718900000.0,194300000,,,
1999-08-31,4504300000.0,177300000.0,42100000.0,1687300000.0,459500000.0,573500000.0,3250500000.0,,,,2269700000.0,609615385.0,158500000,,158500000.0,677200000.0,158500000.0,3500000.0,405100000.0,510100000.0,46000000.0,46000000.0,,-2800000.0,725100000.0,880700000.0,46000000.0,838600000.0,32700000.0,-255500000.0,47900000.0,-83700000.0,4288000000.0,1061000000.0,200000.0,-114200000.0,0.25,175700000.0,634000000.0,,400000.0,-61000000.0,,678100000.0,666200000.0,,1000100000.0,-130500000.0,3900000.0,216300000.0,8000000.0,,0.26,-1459200000.0,1350900000.0,87300000.0,-10600000.0,322900000,,-53100000.0,4900000.0,150700000.0,1902700000.0,,41000000.0,1573600000,146900000.0,-261100000.0,245800000.0,,1253800000.0,2018300000.0,2810100000.0,275000000,,,
1999-11-30,4594300000.0,184500000.0,24400000.0,1664700000.0,426900000.0,678400000.0,3288900000.0,,,,2245900000.0,607000000.0,193700000,,193700000.0,760000000.0,193700000.0,3100000.0,396700000.0,497300000.0,70400000.0,70400000.0,,-2700000.0,809800000.0,992400000.0,70400000.0,830300000.0,34100000.0,-69000000.0,49800000.0,-83500000.0,4337600000.0,1084700000.0,-7900000.0,102000000.0,0.31,175200000.0,626200000.0,,5500000.0,-101900000.0,,672400000.0,679900000.0,,1138800000.0,-129000000.0,46000000.0,256700000.0,1700000.0,,0.32,-1469500000.0,1373900000.0,104300000.0,-14200000.0,378800000,,-60300000.0,7200000.0,-82100000.0,2013100000.0,,19500000.0,1817200000,175500000.0,-73500000.0,298000000.0,,1305400000.0,2091700000.0,2843400000.0,329000000,,,
2000-02-29,4596700000.0,184100000.0,-22900000.0,1641800000.0,519000000.0,598900000.0,3358000000.0,,,,2224700000.0,599800000.0,153300000,,153300000.0,687400000.0,153300000.0,-5500000.0,398800000.0,529600000.0,47500000.0,47500000.0,,-5900000.0,739100000.0,1204300000.0,47500000.0,871500000.0,36500000.0,-145100000.0,51700000.0,-82700000.0,4562000000.0,1089100000.0,-13900000.0,52600000.0,0.25,179900000.0,612600000.0,,1100000.0,-168500000.0,,614000000.0,670200000.0,,1020700000.0,-133500000.0,70400000.0,34700000.0,-500000.0,,0.255,-1505600000.0,1397400000.0,86300000.0,-6200000.0,333300000,,-12000000.0,6200000.0,-70200000.0,2002800000.0,,3300000.0,1619600000,192400000.0,-139800000.0,239600000.0,,1238700000.0,2337300000.0,2903000000.0,281600000,,,
2000-05-31,4573700000.0,186100000.0,-21900000.0,1760300000.0,388300000.0,638000000.0,3383400000.0,,,,2333400000.0,,108900000,,108900000.0,779100000.0,108900000.0,2200000.0,387000000.0,510500000.0,25600000.0,25600000.0,,-6100000.0,838500000.0,1499300000.0,25600000.0,,48600000.0,-94100000.0,59400000.0,-79300000.0,4862500000.0,1978500000.0,2000000.0,379600000.0,,153600000.0,,,4700000.0,-488300000.0,,641500000.0,680600000.0,,1051800000.0,-148400000.0,47500000.0,-288800000.0,-304900000.0,,,-1544300000.0,1404900000.0,58000000.0,-19600000.0,272700000,,-200000.0,25200000.0,-100700000.0,2113900000.0,,46300000.0,1689800000,172900000.0,206700000.0,166900000.0,,1190300000.0,2529100000.0,2949200000.0,213300000,,,
2000-08-31,4769200000.0,180800000.0,27600000.0,1917900000.0,442600000.0,602200000.0,3458300000.0,,,,2490900000.0,567400000.0,158900000,,158900000.0,725500000.0,158900000.0,3000000.0,392200000.0,557900000.0,53200000.0,53200000.0,,-10100000.0,776600000.0,1521000000.0,53200000.0,870400000.0,54800000.0,-105900000.0,51100000.0,-78100000.0,5071200000.0,1166700000.0,8500000.0,105500000.0,0.275,144300000.0,581000000.0,,400000.0,-161800000.0,,616700000.0,696200000.0,,1072700000.0,-142000000.0,25600000.0,-302000000.0,-35900000.0,,0.28,-1571400000.0,1421200000.0,85400000.0,-20800000.0,347200000,,-30800000.0,1800000.0,-32300000.0,2194800000.0,,14900000.0,1674900000,165800000.0,-60300000.0,244300000.0,,1310900000.0,2580300000.0,2992600000.0,296100000,,,
2000-11-30,4899400000.0,193900000.0,13700000.0,2026400000.0,416800000.0,700200000.0,3531700000.0,,,,2609700000.0,565800000.0,202700000,,202700000.0,785700000.0,202700000.0,5900000.0,389400000.0,562200000.0,66900000.0,66900000.0,,-4100000.0,838600000.0,1464900000.0,94500000.0,870300000.0,52400000.0,-113700000.0,52900000.0,-77800000.0,5060300000.0,1210200000.0,-12800000.0,65100000.0,0.35,149700000.0,580400000.0,,400000.0,-11600000.0,,568900000.0,695200000.0,,1195000000.0,-150100000.0,53200000.0,-160900000.0,-32500000.0,,0.36,-1608800000.0,1451200000.0,107200000.0,-16200000.0,409300000,,-107900000.0,4600000.0,-15200000.0,2320200000.0,,26500000.0,1895200000,142600000.0,-77500000.0,309900000.0,,1367700000.0,2450600000.0,3060000000.0,356400000,,,
2001-02-28,4995500000.0,189200000.0,10400000.0,2521400000.0,443200000.0,651900000.0,3644800000.0,,,,3109900000.0,568600000.0,157500000,,157500000.0,697800000.0,157500000.0,2000000.0,399300000.0,539900000.0,77300000.0,77300000.0,,-33200000.0,753900000.0,980200000.0,77300000.0,870300000.0,55400000.0,-124300000.0,56100000.0,-78200000.0,5030100000.0,1300600000.0,1100000.0,41900000.0,0.27,159700000.0,587600000.0,,15900000.0,-30700000.0,,496800000.0,715100000.0,,1049700000.0,-134100000.0,94500000.0,-34600000.0,46200000.0,,0.275,-1647100000.0,1473900000.0,84900000.0,-41600000.0,351900000,,9100000.0,3000000.0,-60400000.0,2399700000.0,,40500000.0,1701600000,195100000.0,-153200000.0,242400000.0,,1350700000.0,1920200000.0,3121000000.0,295800000,,,
2001-05-31,5091200000.0,186000000.0,-13200000.0,2221000000.0,129600000.0,886900000.0,3683000000.0,252800000.0,664000000.0,,2830200000.0,,146000000,,146000000.0,858200000.0,146000000.0,40900000.0,423200000.0,518900000.0,64100000.0,64100000.0,,-50400000.0,698100000.0,1207300000.0,64100000.0,870000000.0,43500000.0,-116200000.0,63000000.0,-78300000.0,5039000000.0,1311800000.0,13400000.0,216900000.0,,0.0,,,53300000.0,-22100000.0,,619100000.0,744700000.0,,919100000.0,-146200000.0,77300000.0,52200000.0,-103800000.0,,,-1678100000.0,1501200000.0,72400000.0,-45300000.0,284000000,,56600000.0,39000000.0,-130400000.0,2467600000.0,,25000000.0,1806000000,233400000.0,-16500000.0,201700000.0,,1408200000.0,2208800000.0,3179300000.0,221000000,,,
2001-08-31,5158600000.0,576700000.0,-10600000.0,2213100000.0,252300000.0,720400000.0,3779200000.0,150900000.0,600100000.0,,3074500000.0,569400000.0,191100000,804000000.0,188000000.0,738900000.0,188000000.0,23500000.0,284700000.0,581700000.0,53500000.0,53500000.0,,-39500000.0,738900000.0,1229800000.0,53500000.0,73800000.0,48900000.0,-116900000.0,52600000.0,-78200000.0,5255600000.0,1389600000.0,1000000.0,151200000.0,0.32,0.0,589600000.0,,19700000.0,-60400000.0,,548100000.0,763500000.0,,1050800000.0,-384700000.0,64100000.0,-97000000.0,-5400000.0,,0.33,-1721600000.0,1511800000.0,95400000.0,-38800000.0,364500000,,-4100000.0,5700000.0,-108600000.0,2577200000.0,,27600000.0,1771200000,214900000.0,-63700000.0,286500000.0,,1379400000.0,2181100000.0,3233400000.0,311900000,,,
2001-11-30,17124300000.0,1062800000.0,800000000.0,2206400000.0,738300000.0,1039800000.0,13047500000.0,83000000.0,1218800000.0,,3762500000.0,614800000.0,130800000,8377200000.0,130800000.0,917100000.0,130800000.0,-105700000.0,493300000.0,1079300000.0,853500000.0,853500000.0,,-56600000.0,917100000.0,7804100000.0,853500000.0,83400000.0,68700000.0,-3365600000.0,61400000.0,-78400000.0,13571600000.0,1769700000.0,5800000.0,115000000.0,0.205,641000000.0,636600000.0,,26000000.0,-2348100000.0,,1183700000.0,5698100000.0,,1302800000.0,-424500000.0,53500000.0,3552700000.0,1200000.0,,0.215,-1764100000.0,2817200000.0,80500000.0,88100000.0,447100000,,-112700000.0,11100000.0,3971500000.0,2630100000.0,,48100000.0,2342600000,194100000.0,-79100000.0,211300000.0,,4076800000.0,9809100000.0,4581300000.0,385700000,,,
2002-02-28,16838200000.0,1076200000.0,469200000.0,5590700000.0,744300000.0,1498400000.0,13074500000.0,35700000.0,1140600000.0,,7049300000.0,731200000.0,82500000,,82500000.0,1307800000.0,82500000.0,-31000000.0,382400000.0,1043300000.0,1322700000.0,1322700000.0,,59500000.0,1307800000.0,4259600000.0,1322700000.0,8657400000.0,146800000.0,488600000.0,89600000.0,-100600000.0,13291100000.0,1735700000.0,20600000.0,-3597200000.0,0.11,0.0,755800000.0,,3800000.0,-16800000.0,,1202200000.0,5731200000.0,,1606100000.0,-474200000.0,853500000.0,3547100000.0,-26000000.0,,0.115,-1830100000.0,2681400000.0,38000000.0,,387900000,,19200000.0,400000.0,-214400000.0,2612000000.0,,32700000.0,3104500000,195000000.0,-3792200000.0,112700000.0,,3763700000.0,6241800000.0,4511500000.0,298300000,,,
2002-05-31,16540000000.0,1066000000.0,-347600000.0,5591000000.0,682000000.0,1508400000.0,13103000000.0,,1010000000.0,,7064000000.0,,56600000,,56700000.0,-1054800000.0,56700000.0,-43800000.0,407000000.0,1055000000.0,975000000.0,975000000.0,,-9400000.0,-1054800000.0,3848000000.0,975000000.0,8563000000.0,151600000.0,-277100000.0,92400000.0,-100800000.0,12811000000.0,1776000000.0,150600000.0,3738000000.0,,0.0,,,20500000.0,-10700000.0,,1217000000.0,5733000000.0,,-777700000.0,-433000000.0,1322700000.0,3576000000.0,-3718800000.0,,,-1854000000.0,2764000000.0,25100000.0,,369500000,,373600000.0,75800000.0,-379500000.0,2568000000.0,,30600000.0,730700000,309000000.0,3429000000.0,101500000.0,,3437000000.0,5747000000.0,4618000000.0,277100000,,,
2002-08-31,16597000000.0,1097000000.0,-230000000.0,5547000000.0,769000000.0,1386000000.0,13177000000.0,,1059000000.0,,7042000000.0,752000000.0,176000000,,176000000.0,533000000.0,176000000.0,-38000000.0,398000000.0,1259000000.0,745000000.0,745000000.0,,-4000000.0,533000000.0,3498000000.0,745000000.0,8564000000.0,142000000.0,-164000000.0,90000000.0,-101000000.0,12637000000.0,1853000000.0,159000000.0,176000000.0,0.235,0.0,752000000.0,-203000000.0,,-17000000.0,,1328000000.0,5743000000.0,,976000000.0,-452000000.0,975000000.0,3661000000.0,-66000000.0,,0.24,-1935000000.0,2760000000.0,87000000.0,,533000000,,-57000000.0,40000000.0,-336000000.0,2643000000.0,,20000000.0,2362000000,270000000.0,-94000000.0,246000000.0,,3420000000.0,5595000000.0,4695000000.0,443000000,,,
2002-11-30,19276000000.0,1128000000.0,1002000000.0,7480000000.0,848000000.0,1768000000.0,14594000000.0,,1236000000.0,,10342000000.0,736000000.0,276000000,,276000000.0,623000000.0,276000000.0,-7000000.0,1734000000.0,1280000000.0,1747000000.0,1747000000.0,,-55000000.0,623000000.0,2479000000.0,1747000000.0,9980000000.0,140000000.0,-165000000.0,90000000.0,-101000000.0,15168000000.0,1891000000.0,-89000000.0,292000000.0,0.365,0.0,754000000.0,-24000000.0,,-3000000.0,,1499000000.0,5672000000.0,,1185000000.0,-431000000.0,745000000.0,3809000000.0,22000000.0,,0.375,-1867000000.0,2723000000.0,139000000.0,,652000000,,43000000.0,15000000.0,758000000.0,2818000000.0,,33000000.0,2953000000,409000000.0,-117000000.0,415000000.0,,4682000000.0,4826000000.0,4590000000.0,562000000,,,
