date,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccountsReceivable,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2010-03-31,0.0,,,-559000.0,1158000.0,30833000.0,-50713000.0,13819000.0,358000.0,443510000.0,0.0,-60273000.0,1869124000.0,,49420000,-812614000.0,348000.0,92000.0,-523298000.0,-506000.0,-38123000.0,30106000.0,,-9772000.0,97464000,25133000.0,2681738000.0,66513000.0,,23745000,-10630000.0,-5894000.0,33173000.0,1955991000.0,1358733000.0,8842000.0,0.0,18510000.0,15361000.0,1922818000.0,65355000.0,66631000.0,25675000.0,1423071000.0,9412000,14077000.0,7088000.0,4106000.0,9849000,6196000,-320000.0,,32329000.0,32329000.0,,,13891000.0,7088000.0,32329000.0,,-22569000.0,31500000.0,-4381000.0,1489584000.0,21642000.0,,,,,,,,,,,,
2010-06-30,0.0,,,325000.0,1483000.0,31306000.0,-56836000.0,32329000.0,353000.0,475939000.0,0.0,4552000.0,1923959000.0,,49308000,-836933000.0,783000.0,421000.0,-541725000.0,-77817000.0,34255000.0,131893000.0,,-85399000.0,98901000,41783000.0,2760892000.0,69091000.0,,23717000,6542000.0,-112000.0,25975000.0,1998044000.0,1363195000.0,8092000.0,0.0,-7084000.0,-43616000.0,1972069000.0,67608000.0,67595000.0,25591000.0,1431049000.0,6660000,12385000.0,7589000.0,4106000.0,6890000,1383000,-2920000.0,,25245000.0,25245000.0,,,13993000.0,7589000.0,25245000.0,,-23023000.0,-83122000.0,-1350000.0,1500140000.0,17961000.0,,,,,,,,,,,,
2010-09-30,0.0,,,633000.0,2099000.0,29778000.0,-60975000.0,25245000.0,338000.0,465450000.0,0.0,54717000.0,2012016000.0,,49415000,-862662000.0,784000.0,188000.0,-559610000.0,-77590000.0,171736000.0,85105000.0,,-156382000.0,101384000,39752000.0,2874678000.0,82129000.0,,22274000,4500000.0,-3733000.0,102517000.0,2189851000.0,1551203000.0,7598000.0,0.0,74846000.0,-116630000.0,2087334000.0,80030000.0,71606000.0,27141000.0,1622239000.0,6749000,15571000.0,7504000.0,4106000.0,6973000,3544000,-1920000.0,,100091000.0,100091000.0,,,13598000.0,7504000.0,100091000.0,,-22486000.0,-136642000.0,-1391000.0,1704368000.0,41312000.0,,,,,,,,,,,,
2010-12-31,0.0,,,-290000.0,1815000.0,135692000.0,-48847000.0,100091000.0,348000.0,518503000.0,18265000.0,-920000.0,2068135000.0,,51705000,-889841000.0,1098000.0,-644000.0,-575021000.0,-284000.0,-15268000.0,58422000.0,,-71464000.0,104480000,27126000.0,2957976000.0,75814000.0,,23420000,-9529000.0,,47456000.0,2176048000.0,1500193000.0,10457000.0,0.0,-54149000.0,-44338000.0,2128592000.0,73999000.0,-31212000.0,28285000.0,1559606000.0,6940000,17505000.0,8208000.0,4106000.0,7165000,6940000,2634000.0,,45942000.0,45942000.0,,,14514000.0,112272000.0,45942000.0,,-16679000.0,-66007000.0,-40807000.0,1635420000.0,25133000.0,,,,,,,,,,,,
2011-03-31,0.0,362000.0,,789000.0,2615000.0,61738000.0,-41639000.0,45942000.0,365000.0,600005000.0,-3569000.0,-70671000.0,2090933000.0,,51601000,-917126000.0,844000.0,292000.0,-589191000.0,-1939000.0,17265000.0,91443000.0,,-42711000.0,107338000,31302000.0,3008059000.0,74947000.0,9155000.0,24243000,-7606000.0,,48599000.0,2201747000.0,1451782000.0,51750000.0,0.0,1280000.0,-11409000.0,2153148000.0,72332000.0,45600000.0,28456000.0,1503532000.0,8844000,18253000.0,9754000.0,4106000.0,9155000,8844000,-1333000.0,,47222000.0,47222000.0,,-1369000.0,13990000.0,37495000.0,47222000.0,,-22076000.0,-47287000.0,-1842000.0,1578479000.0,26506000.0,,,,,,,,,,,,
2011-06-30,0.0,,,223000.0,2826000.0,63076000.0,-42268000.0,47222000.0,371000.0,617640000.0,-5634000.0,-43758000.0,2235822000.0,,50680000,-937334000.0,842000.0,407000.0,-605316000.0,-321000.0,92650000.0,34294000.0,,-174976000.0,110489000,52249000.0,3173156000.0,85277000.0,7669000.0,24422000,14100000.0,,14465000.0,2313521000.0,1535934000.0,10746000.0,0.0,-34384000.0,-122727000.0,2299056000.0,82451000.0,47413000.0,28862000.0,1587944000.0,7428000,17613000.0,10633000.0,4106000.0,7669000,7428000,-2718000.0,,12838000.0,12838000.0,,,14149000.0,38654000.0,12838000.0,,-22988000.0,-179283000.0,-2577000.0,1673221000.0,27607000.0,,,,,,,,,,,,
2011-09-30,0.0,,,250000.0,3088000.0,64909000.0,-41584000.0,12838000.0,378000.0,654501000.0,-12947000.0,-82955000.0,2312591000.0,,56823000,-937989000.0,2759000.0,390000.0,-614762000.0,-211000.0,60371000.0,44778000.0,,-92282000.0,115827000,45660000.0,3250580000.0,96467000.0,,26666000,2565000.0,,37200000.0,2412027000.0,1587889000.0,10216000.0,0.0,11416000.0,-46622000.0,2374827000.0,93379000.0,50918000.0,30157000.0,1637261000.0,13791000,17190000.0,8900000.0,4106000.0,9515000,13791000,-1772000.0,,24254000.0,24254000.0,,,15487000.0,38243000.0,24254000.0,,-23267000.0,-94615000.0,-12974000.0,1733728000.0,26806000.0,,,,,,,,,,,,
2011-12-31,0.0,,,-997000.0,2091000.0,67955000.0,-35848000.0,24254000.0,389000.0,718331000.0,-16003000.0,61956000.0,2406802000.0,,59640000,-961724000.0,1074000.0,-52000.0,-621833000.0,-77000.0,110961000.0,65226000.0,,-117593000.0,115826000,43077000.0,3368526000.0,93809000.0,,27786000,-1785000.0,,58679000.0,2530468000.0,1649755000.0,6310000.0,0.0,33063000.0,-74516000.0,2471789000.0,91718000.0,47871000.0,31854000.0,1693197000.0,18758000,17006000.0,9536000.0,4106000.0,11444000,18758000,-1462000.0,,57317000.0,57317000.0,,,14997000.0,40169000.0,57317000.0,,-23697000.0,-120975000.0,7553000.0,1787006000.0,29195000.0,,,,,,,,,,,,
2012-03-31,0.0,459000.0,,1910000.0,4001000.0,69789000.0,-31800000.0,57317000.0,409000.0,834526000.0,-26745000.0,-159609000.0,2400698000.0,0.0,61522000,-980036000.0,814000.0,338000.0,-625266000.0,-1415000.0,-19289000.0,120135000.0,,-15155000.0,119631000,37840000.0,3380734000.0,83438000.0,15851000.0,30879000,-10350000.0,-21585000.0,64566000.0,2527410000.0,1540056000.0,6392000.0,0.0,-15491000.0,22685000.0,2462844000.0,79437000.0,49842000.0,31549000.0,1580254000.0,23890000,16567000.0,8901000.0,4106000.0,15851000,23890000,-786000.0,,41826000.0,41826000.0,,-51000.0,14350000.0,38910000.0,41826000.0,,-25723000.0,-34042000.0,-2677000.0,1663692000.0,26167000.0,,,,,,,,,,,,
2012-06-30,0.0,,,1588000.0,5582000.0,73014000.0,-30891000.0,41826000.0,410000.0,839387000.0,-5141000.0,-74212000.0,2513504000.0,0.0,63520000,-990936000.0,417000.0,-22448000.0,-624304000.0,-225000.0,-3312000.0,13000.0,,-117331000.0,123922000,63024000.0,3504440000.0,95523000.0,16458000.0,32433000,13074000.0,,23379000.0,2599088000.0,1589421000.0,11283000.0,0.0,-19485000.0,-54307000.0,2575709000.0,89941000.0,50908000.0,32792000.0,1637602000.0,28160000,6202000.0,9032000.0,4106000.0,16458000,28160000,-1817000.0,,22341000.0,22341000.0,,,14270000.0,40581000.0,22341000.0,,-27009000.0,-79197000.0,-1879000.0,1733125000.0,37038000.0,,,,,,,,,,,,
2012-09-30,0.0,,,74000.0,5637000.0,74278000.0,-30467000.0,22341000.0,419000.0,894175000.0,-10680000.0,-13003000.0,2692952000.0,,66657000,-995479000.0,499000.0,22519000.0,-596027000.0,-223000.0,131667000.0,53812000.0,,-233043000.0,127110000,57157000.0,3688431000.0,106712000.0,,33307000,6827000.0,,14721000.0,2775835000.0,1706258000.0,11378000.0,0.0,-8919000.0,-175886000.0,2761114000.0,101075000.0,52832000.0,33350000.0,1743751000.0,30866000,5160000.0,8987000.0,4106000.0,16338000,30866000,-2360000.0,,13422000.0,13422000.0,,,14698000.0,40971000.0,13422000.0,,-27123000.0,-197743000.0,-2796000.0,1850463000.0,43644000.0,,,,,,,,,,,,
2012-12-31,0.0,,,-1077000.0,4586000.0,114528000.0,-26054000.0,13422000.0,422000.0,914052000.0,-82283000.0,-86184000.0,2689234000.0,,66478000,-1027618000.0,503000.0,155000.0,-603315000.0,-127000.0,-39052000.0,22365000.0,,-8114000.0,132422000,52946000.0,3716852000.0,99305000.0,,37292000,-2925000.0,,9883000.0,2751068000.0,1673848000.0,6669000.0,21423000.0,-4347000.0,418475000.0,2741185000.0,94719000.0,17894000.0,34504000.0,1706653000.0,22307000,4837000.0,8926000.0,4106000.0,19964000,22282000,2133000.0,9270000.0,9075000.0,9075000.0,,,15773000.0,77236000.0,9075000.0,1600000.0,-27894000.0,-18241000.0,-1212000.0,1805958000.0,27566000.0,,,,,,,,,,,,
2013-03-31,0.0,4964000.0,,1086000.0,5672000.0,80590000.0,-21869000.0,9075000.0,426000.0,932184000.0,-21517000.0,-1370000.0,2498589000.0,,71100000,-930386000.0,630000.0,185000.0,-612128000.0,-673000.0,8273000.0,22058000.0,,-42145000.0,133367000,42117000.0,3428975000.0,92108000.0,21951000.0,38587000,-15045000.0,-16000.0,8873000.0,2775008000.0,1691253000.0,6830000.0,0.0,-851000.0,42117000.0,2766135000.0,86436000.0,52777000.0,34237000.0,1720587000.0,21180000,749000.0,8570000.0,4106000.0,22005000,21180000,-163000.0,,8224000.0,8224000.0,,-16000.0,15716000.0,42003000.0,8224000.0,,-29418000.0,-51241000.0,-1324000.0,1812695000.0,32770000.0,,,,,,,,,,,,
2013-06-30,0.0,,,4441000.0,10085000.0,80360000.0,-6336000.0,8224000.0,427000.0,980297000.0,-35832000.0,-1429000.0,2743719000.0,,64958000,-1051801000.0,541000.0,-280000.0,-582884000.0,0.0,-46709000.0,2910000.0,,-76165000.0,134112000,67265000.0,3795520000.0,106369000.0,16957000.0,38795000,15155000.0,-167000.0,27662000.0,2834217000.0,1691541000.0,6934000.0,11907000.0,568000.0,67265000.0,2806555000.0,96284000.0,53752000.0,33999000.0,1716051000.0,59089000,3178000.0,8835000.0,4106000.0,17004000,59089000,-5787000.0,,8792000.0,8792000.0,,,15271000.0,41565000.0,8792000.0,,-29697000.0,-19988000.0,-1493000.0,1822420000.0,43060000.0,,,,,,,,,,,,
2013-09-30,0.0,,,-3150000.0,6963000.0,80287000.0,-4599000.0,8792000.0,427000.0,990377000.0,-65445000.0,-5896000.0,2720571000.0,,64500000,-1068873000.0,558000.0,59000.0,-567662000.0,-9000.0,136054000.0,70000.0,,-14280000.0,136440000,59395000.0,3789444000.0,116245000.0,16559000.0,38118000,7439000.0,0.0,239684000.0,3028257000.0,1860202000.0,6892000.0,16750000.0,172313000.0,59395000.0,2788573000.0,109282000.0,56153000.0,33922000.0,1881991000.0,44284000,3237000.0,9169000.0,4106000.0,16619000,44284000,-5814000.0,,181105000.0,181105000.0,,,14941000.0,42169000.0,181105000.0,,-29699000.0,-23136000.0,-3412000.0,1998236000.0,47030000.0,,,,,,,,,,,,
2013-12-31,0.0,,,-51051000.0,15067000.0,145328000.0,108000.0,181105000.0,747000.0,2946811000.0,-12719000.0,-310408000.0,6550804000.0,224000.0,104644000,-1124207000.0,539000.0,-7244000.0,-653593000.0,-20000.0,-198164000.0,642000.0,,-69752000.0,239607000,95815000.0,7675011000.0,221257000.0,-15410000.0,42785000,11002000.0,-85000.0,172455000.0,6841925000.0,3472718000.0,9270000.0,0.0,-91772000.0,95815000.0,6669470000.0,206190000.0,94279000.0,90578000.0,3507131000.0,-9272000,5499000.0,12747000.0,4106000.0,-15457000,-9272000,-27703000.0,,89333000.0,89333000.0,,,30258000.0,102543000.0,89333000.0,50300000.0,-51883000.0,10577000.0,-7254000.0,3728388000.0,91637000.0,,,,,,,,,,,,
2014-03-31,0.0,,,106000.0,15174000.0,146124000.0,2691000.0,89333000.0,749000.0,2913407000.0,-38922000.0,-35922000.0,6511003000.0,270000.0,127681000,-1191115000.0,948000.0,-6818000.0,-694150000.0,-285000.0,-93528000.0,227000.0,,-63151000.0,243487000,113832000.0,7702118000.0,213171000.0,6992000.0,44758000,19328000.0,0.0,193912000.0,6785663000.0,3463059000.0,9522000.0,0.0,32568000.0,113832000.0,6591751000.0,197997000.0,97363000.0,91469000.0,3495346000.0,14866000,2982000.0,11353000.0,4106000.0,6698000,14866000,-5939000.0,,121901000.0,121901000.0,,,30676000.0,101366000.0,121901000.0,,-54661000.0,12264000.0,-3231000.0,3708517000.0,57356000.0,,,,,,,,,,,,
2014-06-30,0.0,,,123000.0,15297000.0,146932000.0,-1395000.0,121901000.0,751000.0,2894935000.0,-78707000.0,-376213000.0,6580533000.0,523000.0,126700000,-1258554000.0,1097000.0,-6613000.0,-717642000.0,-51000.0,-41155000.0,348000.0,,-155734000.0,244554000,110573000.0,7839087000.0,217294000.0,26906000.0,62510000,14473000.0,0.0,125136000.0,6783121000.0,3475413000.0,9808000.0,0.0,-95583000.0,110573000.0,6657985000.0,201997000.0,97622000.0,70630000.0,3508625000.0,31613000,3295000.0,14791000.0,4106000.0,29302000,31613000,-5188000.0,,26318000.0,26318000.0,,,30163000.0,84422000.0,26318000.0,,-54753000.0,-165001000.0,-6322000.0,3725919000.0,51789000.0,,,,,,,,,,,,
2014-09-30,0.0,,,-1894000.0,10089000.0,148148000.0,396000.0,26318000.0,752000.0,2912973000.0,-29206000.0,-62154000.0,6514739000.0,442000.0,166122000,-1288374000.0,1135000.0,-8112000.0,-705022000.0,-120000.0,-108567000.0,153000.0,,-48933000.0,248781000,98680000.0,7803113000.0,248938000.0,67649000.0,63986000,6898000.0,0.0,183286000.0,6783014000.0,3430014000.0,9970000.0,0.0,61448000.0,98680000.0,6599728000.0,238849000.0,100633000.0,71213000.0,3458144000.0,66976000,1802000.0,13940000.0,2321000.0,70331000,66976000,32829000.0,,87766000.0,87766000.0,,,28251000.0,84162000.0,87766000.0,,-54884000.0,71335000.0,-3830000.0,3707082000.0,62996000.0,,,,,,,,,,,,
2014-12-31,0.0,,,-1683000.0,8395000.0,155763000.0,-412000.0,87766000.0,752000.0,2890524000.0,2732000.0,56758000.0,6662029000.0,815000.0,139124000,-1358399000.0,1046000.0,-5962000.0,-729086000.0,-9000.0,-1044000.0,314000.0,,-152646000.0,252474000,61041000.0,8020428000.0,224873000.0,36805000.0,70898000,-43203000.0,0.0,90034000.0,6831028000.0,3524515000.0,10526000.0,0.0,-62365000.0,61041000.0,6740994000.0,216478000.0,96711000.0,72921000.0,3554344000.0,34525000,1791000.0,12920000.0,2321000.0,35980000,34525000,-2457000.0,,25401000.0,25401000.0,,,30374000.0,84865000.0,25401000.0,4600000.0,-54860000.0,-122362000.0,-3899000.0,3779217000.0,57041000.0,,,,,,,,,,,,
2015-03-31,0.0,,,-431000.0,7680000.0,157417000.0,-2453000.0,25401000.0,753000.0,2892214000.0,-31117000.0,-17472000.0,6510484000.0,510000.0,167778000,-1268103000.0,1289000.0,-5462000.0,-726062000.0,-937000.0,-75751000.0,8000.0,,-73487000.0,257811000,100857000.0,7778587000.0,202902000.0,64735000.0,69246000,-6194000.0,,220574000.0,6799682000.0,3479493000.0,10490000.0,0.0,-7070000.0,100857000.0,6579108000.0,195222000.0,100394000.0,74034000.0,3543383000.0,61267000,1802000.0,15059000.0,2321000.0,64244000,61267000,26494000.0,,18331000.0,18331000.0,,,29931000.0,88171000.0,18331000.0,,-57840000.0,-32176000.0,-3395000.0,3746285000.0,50863000.0,,,,,,,,,,,,
2015-06-30,0.0,,,775000.0,11884000.0,158035000.0,952000.0,18331000.0,754000.0,2976616000.0,-62220000.0,-53842000.0,6617383000.0,398000.0,248218000,-1338726000.0,1474000.0,-5828000.0,-647413000.0,-8000.0,-118251000.0,176000.0,,-153124000.0,258891000,125673000.0,7956109000.0,227018000.0,144294000.0,69996000,16725000.0,,147701000.0,6843413000.0,3442244000.0,11281000.0,0.0,10447000.0,125673000.0,6695712000.0,215134000.0,100856000.0,75553000.0,3474110000.0,136299000,1809000.0,13643000.0,1607000.0,143873000,136299000,104702000.0,,30030000.0,30030000.0,,,29528000.0,88039000.0,30030000.0,,-57886000.0,3025000.0,-3226000.0,3701128000.0,62149000.0,,,,,,,,,,,,
2015-09-30,0.0,,,-1555000.0,10509000.0,160399000.0,-6306000.0,30030000.0,754000.0,3003782000.0,-69405000.0,-20897000.0,6673768000.0,512000.0,199781000,-1410155000.0,1675000.0,-5486000.0,-614500000.0,-12000.0,-73425000.0,142000.0,,-122792000.0,261998000,135006000.0,8083923000.0,254220000.0,97341000.0,73794000,22675000.0,1000.0,134197000.0,6887341000.0,3425135000.0,11446000.0,0.0,14846000.0,135006000.0,6753144000.0,243711000.0,101599000.0,74064000.0,3461800000.0,91734000,1807000.0,13507000.0,1607000.0,96828000,91734000,53955000.0,,44876000.0,44876000.0,,,29342000.0,86605000.0,44876000.0,,-58310000.0,-46735000.0,-3233000.0,3716020000.0,64061000.0,,,,,,,,,,,,
2015-12-31,0.0,,,-1367000.0,9142000.0,172495000.0,-1589000.0,44876000.0,754000.0,2992097000.0,27686000.0,-367766000.0,6718366000.0,254000.0,150366000,-1482368000.0,1709000.0,-562000.0,-634141000.0,-1000.0,-49173000.0,296000.0,,-98233000.0,263337000,102185000.0,8198923000.0,232159000.0,45618000.0,77385000,-13676000.0,-3000.0,63641000.0,6847781000.0,3427568000.0,11623000.0,0.0,-7317000.0,102185000.0,6784140000.0,223017000.0,90842000.0,71246000.0,3457799000.0,42987000,1811000.0,14497000.0,1607000.0,45367000,42987000,-925000.0,,37559000.0,37559000.0,,,30834000.0,95110000.0,37559000.0,6100000.0,-58043000.0,-60329000.0,-10734000.0,3689958000.0,58935000.0,,,,,,,,,,,,
2016-03-31,0.0,,,2300000.0,8222000.0,175091000.0,-3976000.0,37559000.0,754000.0,2970729000.0,-30194000.0,-35494000.0,6713840000.0,288000.0,153306000,-1554195000.0,1885000.0,-2139000.0,-653756000.0,-1730000.0,-47543000.0,90000.0,,-86796000.0,269016000,104085000.0,8268035000.0,215003000.0,45968000.0,77422000,-14016000.0,,49824000.0,6827921000.0,3443963000.0,12052000.0,0.0,-9375000.0,104085000.0,6778097000.0,206781000.0,93925000.0,75148000.0,3477685000.0,43413000,526000.0,15586000.0,1607000.0,45808000,43413000,725000.0,,28184000.0,28184000.0,,,32211000.0,97669000.0,28184000.0,,-61857000.0,-65917000.0,-3552000.0,3692688000.0,57208000.0,,,,,,,,,,,,
2016-06-30,0.0,,,-758000.0,7464000.0,176052000.0,-4150000.0,28184000.0,754000.0,2955744000.0,-46667000.0,-1767000.0,6759740000.0,457000.0,155969000,-1628891000.0,2073000.0,-4783000.0,-670954000.0,-12000.0,-16570000.0,538000.0,,-109225000.0,272236000,134131000.0,8388631000.0,226122000.0,48188000.0,78215000,13774000.0,,51410000.0,6869381000.0,3489425000.0,12386000.0,0.0,-1905000.0,134131000.0,6817971000.0,218658000.0,96184000.0,75966000.0,3523940000.0,45144000,50000.0,15324000.0,1607000.0,47630000,45144000,1950000.0,,26279000.0,26279000.0,,,32039000.0,97837000.0,26279000.0,,-61917000.0,-119466000.0,-3412000.0,3750062000.0,51987000.0,,,,,,,,,,,,
2016-09-30,0.0,,,1616000.0,9080000.0,177292000.0,-2045000.0,26279000.0,754000.0,2983332000.0,-36670000.0,-77492000.0,6759801000.0,454000.0,198487000,-1680431000.0,2019000.0,-2833000.0,-647390000.0,-285000.0,-118746000.0,,,-166721000.0,276898000,151006000.0,8440232000.0,269045000.0,89360000.0,78724000,33724000.0,0.0,58854000.0,6881313000.0,3434157000.0,12221000.0,0.0,1538000.0,151006000.0,6822459000.0,259965000.0,99606000.0,76959000.0,3464686000.0,84279000,20000.0,14569000.0,1607000.0,88906000,84279000,42740000.0,,27817000.0,27817000.0,,,32168000.0,98568000.0,27817000.0,,-61930000.0,-30722000.0,-3411000.0,3733731000.0,56771000.0,,,,,,,,,,,,
2016-12-31,0.0,,,-27390000.0,11970000.0,203271000.0,1144000.0,27817000.0,1142000.0,6403819000.0,-91389000.0,-31273000.0,11297369000.0,499000.0,171001000,-1656071000.0,5509000.0,-2762000.0,-707479000.0,8000.0,405284000.0,,,-94152000.0,307198000,94817000.0,12953440000.0,426214000.0,42343000.0,81541000,-13082000.0,-427764000.0,121800000.0,11604491000.0,4499712000.0,18829000.0,7562000.0,5719000.0,94817000.0,11482691000.0,414244000.0,103927000.0,95210000.0,4536176000.0,39386000,44493000.0,17654000.0,1239000.0,42058000,39079000,-6234000.0,,33536000.0,33536000.0,,,33529000.0,121730000.0,33536000.0,42400000.0,-62872000.0,-494382000.0,-5870000.0,4962390000.0,134525000.0,,,,,,,,,,,,
2017-03-31,0.0,,,1376000.0,13346000.0,248330000.0,4223000.0,33536000.0,1143000.0,6351062000.0,-20748000.0,-18871000.0,11326519000.0,651000.0,210291000,-1768527000.0,3018000.0,-6364000.0,-765749000.0,-4734000.0,-46918000.0,67000.0,,-89325000.0,378908000,138016000.0,13095046000.0,382131000.0,43710000.0,83817000,-31630000.0,,58499000.0,11559699000.0,4557184000.0,19419000.0,0.0,423000.0,138016000.0,11501200000.0,368785000.0,130578000.0,130082000.0,4590736000.0,41905000,44629000.0,23821000.0,1239000.0,43416000,40983000,-6202000.0,,33959000.0,33959000.0,,,36584000.0,164513000.0,33959000.0,,-99713000.0,-90675000.0,-3667000.0,4972867000.0,124134000.0,,,,,,,,,,,,
2017-06-30,0.0,,,632000.0,13932000.0,247603000.0,735000.0,33959000.0,1143000.0,6298341000.0,-87056000.0,-489293000.0,11268170000.0,618000.0,215285000,-1851913000.0,2600000.0,-3062000.0,-817616000.0,-48000.0,-79368000.0,716000.0,,-50144000.0,382791000,183772000.0,13120083000.0,395164000.0,50444000.0,90183000,13382000.0,,98884000.0,11534129000.0,4573052000.0,19637000.0,0.0,5700000.0,183772000.0,11435245000.0,381232000.0,135188000.0,126790000.0,4606723000.0,48315000,44839000.0,20279000.0,1239000.0,50155000,47393000,-1908000.0,,39659000.0,39659000.0,,,38481000.0,157420000.0,39659000.0,,-99733000.0,-98704000.0,-8922000.0,5001887000.0,116705000.0,,,,,,,,,,,,
2017-09-30,0.0,,,3297000.0,17275000.0,248666000.0,790000.0,39659000.0,1143000.0,6316927000.0,-113336000.0,-76889000.0,11228648000.0,641000.0,277132000,-1967481000.0,2813000.0,-7651000.0,-802835000.0,0.0,-180191000.0,224000.0,,-50198000.0,384550000,231320000.0,13196129000.0,456937000.0,119264000.0,98801000,59226000.0,,133419000.0,11532801000.0,4492834000.0,18998000.0,2602000.0,8192000.0,231320000.0,11399382000.0,439662000.0,135884000.0,118075000.0,4525238000.0,114709000,45096000.0,18642000.0,1239000.0,118958000,113787000,56100000.0,,47851000.0,47851000.0,,,39940000.0,149865000.0,47851000.0,,-99761000.0,-42937000.0,-3765000.0,4982175000.0,120493000.0,,,,,,,,,,,,
2017-12-31,0.0,,,,,242428000.0,2157000.0,47851000.0,1143000.0,6339912000.0,-112159000.0,11496000.0,11216968000.0,709000.0,287536000,-2075071000.0,2139000.0,7267000.0,-784500000.0,0.0,-91387000.0,550000.0,,-290288000.0,382738000,105405000.0,13292039000.0,405560000.0,128367000.0,101965000,-90894000.0,-750000.0,94188000.0,11491919000.0,4502057000.0,10408000.0,0.0,-37101000.0,105405000.0,11397731000.0,405560000.0,140310000.0,119593000.0,4512465000.0,123450000,44956000.0,21040000.0,,128007000,122528000,66148000.0,,10750000.0,10750000.0,,,39746000.0,140463000.0,10750000.0,11200000.0,-99775000.0,-51119000.0,-3658000.0,4918025000.0,124607000.0,,,,,,,,,,,,
2018-03-31,,,,,,241613000.0,3000000.0,88867000.0,1144000.0,6291242000.0,-51775000.0,-151042000.0,,640000.0,212611000,,4024000.0,-1569000.0,-840642000.0,-2912000.0,-112796000.0,199000.0,,-51775000.0,386017000,152704000.0,,390380000.0,50962000.0,97857000,-21782000.0,-750000.0,88810000.0,11417376000.0,4498851000.0,,,-6757000.0,152704000.0,11328566000.0,390380000.0,144404000.0,121361000.0,4506633000.0,49019000,45000000.0,23012000.0,,50820000,48097000,-5990000.0,,59706000.0,59706000.0,,,40905000.0,143756000.0,82110000.0,,-105798000.0,-46665000.0,-3868000.0,4897013000.0,135039000.0,,,,,,,,,,,,
2018-06-30,,,,,,241343000.0,7986000.0,82110000.0,1145000.0,6252361000.0,-74558000.0,-547580000.0,,570000.0,228705000,,2963000.0,-1400000.0,-887672000.0,0.0,-57911000.0,237000.0,,,390073000,211301000.0,,409604000.0,62195000.0,97811000,27360000.0,0.0,61553000.0,11447129000.0,4548635000.0,,,-21307000.0,211301000.0,11385576000.0,409604000.0,148730000.0,123160000.0,4558045000.0,59807000,44770000.0,20607000.0,,61981000,58885000,7969000.0,,32610000.0,32610000.0,,,43585000.0,143532000.0,60803000.0,,-105889000.0,-174697000.0,-7291000.0,4967649000.0,122563000.0,,,,,,,,,,,,
