date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment
2013-06-30,24874000.0,24874000.0,,65084000,31822000,0.0,0.0,,12107000,229815000,32294000,127000.0,-24386000,53000.0,176000.0,6000.0,488000.0,-13213000.0,30819000,13462000.0,-13853000,5417000,,0.0,,,,376766000,1.53,-883000.0,-14889000.0,-7420000,37716000,1757000.0,65084000,98032000,19715000,85584000,-24386000,6365000,12866000.0,2245000.0,38413000,,,6433000,32048000,181332000,237770000,0.0,3140000,138996000,123230000,277000,0.0,4178000.0,253536000,25198000.0,43480000.0,60263000.0,84200000,24874000,4213000.0,1.45,97132000,0,51434000,-220000,19715000,2538000.0,765000.0,19715000,20255000.0,,,,
2013-09-30,43726000.0,43726000.0,,71840000,42212000,-182000.0,-2753000.0,,16526000,248364000,24874000,127000.0,-27538000,53000.0,216000.0,,165000.0,-9025000.0,48891000,13498000.0,252000,7009000,,0.0,,,,432428000,2.0,-883000.0,0.0,18852000,40696000,1816000.0,71840000,125146000,25686000,111270000,-30291000,7022000,12737000.0,1981000.0,43539000,,,21353000,43539000,216414000,259056000,95000.0,12902000,173372000,151007000,-8079000,0.0,4400000.0,281421000,25861000.0,52574000.0,84397000.0,101035000,43726000,3487000.0,1.89,115379000,0,59513000,-1357000,25686000,3683000.0,584000.0,25686000,20877000.0,,,,
2013-12-31,49524000.0,49524000.0,8828000.0,75241000,28945000,-543000.0,0.0,,10866000,266558000,43726000,128000.0,-27554000,53000.0,209000.0,,292000.0,10512000.0,33103000,13550000.0,231000,9556000,-143131000.0,0.0,,225000.0,409689000.0,444075000,1.4,-417000.0,1000.0,5798000,34424000,1530000.0,75241000,104377000,18079000,129349000,-27536000,7418000,12743000.0,1555000.0,36805000,,,5549000,29387000,205375000,279797000,11743000.0,-5860000,164278000,141990000,3116000,353000.0,4635000.0,302085000,37613000.0,42001000.0,69900000.0,100747000,49524000,-3897000.0,1.33,104628000,0,56397000,-451000,18079000,3683000.0,584000.0,18079000,32394000.0,,,,
2014-03-31,27976000.0,27976000.0,,77128000,13251000,-53000.0,,,4936000,309082000,49524000,129000.0,-44170000,55000.0,374000.0,,8060000.0,-4141000.0,-8810000,13435000.0,31377000,10127000,,0.0,,,,479363000,0.64,-417000.0,0.0,-21548000,38905000,-6124000.0,77128000,98206000,8315000,137664000,-44115000,7195000,12977000.0,1936000.0,20586000,,,-52980000,13391000,183845000,322892000,-97000.0,-18274000,156471000,135263000,-4610000,0.0,4232000.0,344100000,37057000.0,45967000.0,59246000.0,93326000,27976000,-1011000.0,0.62,90519000,55000,61007000,-136000,8315000,3683000.0,528000.0,8315000,32297000.0,,,,
2014-06-30,31282000.0,31282000.0,,82603000,40689000,0.0,,,15261000,347624000,27976000,129000.0,-44281000,55000.0,256000.0,5000.0,71000.0,-11740000.0,47130000,13486000.0,457000,8141000,,0.0,,,,533870000,1.95,-417000.0,0.0,3306000,45098000,1930000.0,82603000,124823000,25428000,163092000,-44281000,8196000,13038000.0,2001000.0,48689000,,,2849000,40493000,231611000,359448000,-4000.0,11564000,174422000,162140000,-3325000,0.0,4496000.0,371730000,37317000.0,57762000.0,79670000.0,108515000,31282000,3735000.0,1.88,123096000,0,64332000,201000,25428000,3683000.0,528000.0,25428000,32293000.0,,,,
2014-09-30,57178000.0,57178000.0,,80772000,60307000,0.0,,,22381000,371795000,31282000,130000.0,-39841000,55000.0,251000.0,,1027000.0,8051000.0,64244000,13495000.0,1593000,9149000,,0.0,,,,572297000,2.91,-417000.0,0.0,25896000,39843000,360000.0,80772000,122390000,37926000,201018000,-39941000,9599000,13049000.0,1387000.0,71823000,,,24403000,62224000,269734000,384627000,258000.0,14464000,187670000,159913000,4722000,0.0,4627000.0,412384000,37523000.0,49671000.0,82492000.0,126738000,57178000,-695000.0,2.79,142996000,0,59610000,-1948000,37926000,3683000.0,528000.0,37926000,32368000.0,,,,
2014-12-31,76402000.0,76402000.0,6034000.0,76164000,31347000,0.0,0.0,,12273000,381569000,57178000,131000.0,-23492000,55000.0,-96000.0,,8195000.0,12987000.0,38647000,13520000.0,4071000,12447000,-172410000.0,0.0,,0.0,553979000.0,605161000,1.46,-1133000.0,-7859000.0,19224000,35576000,-6462000.0,76164000,110170000,19074000,212233000,-23494000,10148000,13027000.0,1533000.0,32236000,,,15155000,32236000,217817000,397699000,15193000.0,527000,207462000,169021000,8303000,2431000.0,7606000.0,436140000,58851000.0,36860000.0,74539000.0,109417000,76402000,-1145000.0,1.4,108400000,-2000,51307000,-888000,19074000,3683000.0,528000.0,19074000,50717000.0,,,,
2015-03-31,122156000.0,122156000.0,,77477000,21810000,-54000.0,,,8067000,391366000,76402000,133000.0,-18788000,58000.0,521000.0,3000.0,12538000.0,-7444000.0,21225000,13633000.0,43260000,10168000,,0.0,,,,655624000,1.04,-1127000.0,-9490000.0,45754000,39361000,-10917000.0,77477000,102057000,13743000,216486000,-18731000,10312000,13278000.0,1621000.0,32450000,,,2437000,22138000,199503000,405217000,-5000.0,7799000,250407000,160505000,-4489000,0.0,7265000.0,495119000,58448000.0,44346000.0,62638000.0,99888000,122156000,2138000.0,1.0,99615000,57000,55796000,-325000,13743000,3683000.0,471000.0,13743000,50712000.0,,,,
2015-06-30,146983000.0,146983000.0,,89406000,46884000,0.0,,,16952000,397853000,122156000,133000.0,-20192000,,286000.0,,309000.0,-8222000.0,57129000,13667000.0,-12110000,9719000,,0.0,,,,692513000,2.24,-1132000.0,-13292000.0,24827000,46012000,1702000.0,89406000,118368000,29932000,233127000,-20192000,10143000,13342000.0,2011000.0,56962000,,,36937000,46819000,252204000,411255000,1867000.0,13488000,281258000,177831000,-1323000,0.0,7810000.0,514682000,59463000.0,52575000.0,72356000.0,115979000,146983000,9432000.0,2.18,136225000,0,57119000,54000,29932000,3683000.0,471000.0,29932000,51182000.0,,,,
2015-09-30,134612000.0,134612000.0,,95912000,60353000,0.0,,,21729000,405415000,146983000,130000.0,-16726000,,314000.0,,266000.0,-4607000.0,64119000,13507000.0,-59764000,9550000,,0.0,,,,690917000,2.93,-1146000.0,-61012000.0,-12371000,48518000,1320000.0,95912000,132792000,38624000,210742000,-16726000,11122000,13183000.0,1586000.0,72220000,,,47393000,61098000,293094000,418648000,-2874000.0,15645000,272269000,196117000,-198000,0.0,15499000.0,494800000,63325000.0,57121000.0,84274000.0,136084000,134612000,597000.0,2.85,157010000,0,57317000,-745000,38624000,3683000.0,471000.0,38624000,47355000.0,,,,
2015-12-31,94193000.0,94193000.0,3949000.0,82389000,25964000,0.0,,,9849000,409926000,134612000,128000.0,-18481000,58000.0,287000.0,,2237000.0,17984000.0,26210000,13275000.0,-48048000,8188000,-207288000.0,0.0,,,617214000.0,645400000,1.25,-951000.0,-51911000.0,-40419000,42718000,-750000.0,82389000,111160000,16115000,171948000,-18581000,11308000,12877000.0,1447000.0,26378000,,,7729000,26378000,215133000,421797000,7998000.0,-8787000,223603000,184179000,855000,4145000.0,16547000.0,461221000,73019000.0,38984000.0,68384000.0,106366000,94193000,-6182000.0,1.21,108767000,0,56462000,-462000,16115000,3683000.0,471000.0,16115000,56001000.0,,,,
2016-03-31,51128000.0,51128000.0,,80294000,11041000,-58000.0,,,4009000,412301000,94193000,127000.0,-13011000,60000.0,270000.0,,3839000.0,-6166000.0,6267000,13088000.0,-36377000,9352000,,0.0,,,,607831000,0.55,-955000.0,-60775000.0,-43065000,45171000,-1153000.0,80294000,101521000,7032000,118208000,-12955000,12029000,12804000.0,2686000.0,23266000,,,-6744000,11237000,188827000,425336000,351000.0,-12262000,182495000,172484000,-5275000,0.0,14264000.0,435347000,70963000.0,45183000.0,56290000.0,97296000,51128000,825000.0,0.53,91531000,56000,61737000,-219000,7032000,3683000.0,411000.0,7032000,56288000.0,,,,
2016-06-30,27580000.0,27580000.0,,85088000,41602000,0.0,,,14981000,411866000,51128000,124000.0,-12943000,60000.0,68000.0,,2001000.0,-11489000.0,42052000,12830000.0,-52657000,6704000,,0.0,,,,590573000,2.11,-1043000.0,-63900000.0,-23548000,41593000,1054000.0,85088000,111138000,26621000,80933000,-12943000,12444000,12614000.0,3055000.0,54232000,,,29109000,41788000,244816000,422253000,1024000.0,686000,168320000,178341000,492000,0.0,9476000.0,412232000,67203000.0,56694000.0,69485000.0,117940000,27580000,-2820000.0,2.06,126876000,0,61245000,-206000,26621000,3683000.0,411000.0,26621000,57316000.0,,,,
2016-09-30,77266000.0,77266000.0,,83298000,50162000,0.0,,,18632000,410569000,27580000,125000.0,-11154000,60000.0,199000.0,,6547000.0,10618000.0,60043000,12641000.0,787000,8692000,,0.0,,,,627495000,2.53,-1041000.0,-13380000.0,49686000,36382000,-4166000.0,83298000,106289000,31530000,102084000,-11144000,12832000,12448000.0,2381000.0,63141000,,,48889000,50309000,253433000,422944000,4089000.0,15921000,204551000,177252000,1886000,0.0,9751000.0,450243000,70963000.0,46191000.0,69847000.0,119826000,77266000,-2576000.0,2.48,133607000,6000,57232000,-169000,31530000,3683000.0,411000.0,31530000,60801000.0,,,,
2016-12-31,91035000.0,91035000.0,5381000.0,73603000,34316000,0.0,,,12150000,408411000,77266000,124000.0,-12805000,60000.0,199000.0,,137000.0,9571000.0,45827000,12638000.0,-23082000,9965000,-253461000.0,0.0,,,661872000.0,623297000,1.77,-1103000.0,-26603000.0,13769000,40585000,-1432000.0,73603000,101519000,22166000,97648000,-8976000,12252000,12464000.0,-1974000.0,34053000,,,33022000,34053000,219370000,422059000,2779000.0,10934000,201238000,176715000,3342000,4193000.0,10173000.0,446582000,75196000.0,36694000.0,60874000.0,111714000,91035000,2760000.0,1.75,107656000,-22000,52499000,160000,22166000,3683000.0,411000.0,22166000,64612000.0,,,,
2017-03-31,59893000.0,59893000.0,,72316000,4040000,-60000.0,,,-1671000,404426000,91035000,123000.0,-6981000,,315000.0,,315000.0,1376000.0,-5040000,12516000.0,-19144000,12773000,,0.0,,,,586955000,0.46,-1102000.0,-33268000.0,-31142000,36072000,1581000.0,72316000,84478000,5711000,70093000,-6958000,12724000,12471000.0,1581000.0,16752000,,,-12021000,4028000,161695000,420882000,117000.0,-25204000,166073000,151544000,-4799000,0.0,9688000.0,435411000,67066000.0,35314000.0,48406000.0,85351000,59893000,-6254000.0,0.45,76344000,16000,54444000,-72000,5711000,3683000.0,,5711000,57378000.0,,,,
2017-06-30,71651000.0,71651000.0,,87226000,45503000,0.0,,,16378000,394525000,59893000,120000.0,-9740000,,147000.0,,147000.0,-16377000.0,66082000,12344000.0,-44572000,12585000,,0.0,,,,601507000,2.38,-1093000.0,-44912000.0,11758000,45615000,1832000.0,87226000,112805000,29125000,54309000,-9752000,12892000,12257000.0,1832000.0,59685000,,,56342000,46793000,247930000,410793000,-92000.0,20812000,190714000,179843000,-1750000,0.0,9752000.0,421664000,67038000.0,51678000.0,67190000.0,113911000,71651000,14834000.0,2.35,134019000,-21000,56331000,-1376000,29125000,3683000.0,,29125000,57286000.0,,,,
2017-09-30,70045000.0,70045000.0,,80005000,51903000,0.0,,,18220000,387637000,71651000,118000.0,-6694000,,149000.0,,149000.0,8343000.0,47196000,12037000.0,-42109000,16651000,,0.0,,,,587114000,2.82,-1080000.0,-43355000.0,-1606000,42193000,1180000.0,80005000,109394000,33683000,44640000,-6693000,12756000,11951000.0,1180000.0,64252000,,,40502000,51496000,247047000,407971000,-3606000.0,2481000,179143000,172825000,-2781000,0.0,9751000.0,414289000,63431000.0,43182000.0,67201000.0,115546000,70045000,-3209000.0,2.78,131501000,1000,54943000,196000,33683000,3683000.0,,33683000,53680000.0,,,,
2017-12-31,65637000.0,65637000.0,5472000.0,92228000,14696000,0.0,,,-15834000,384280000,70045000,116000.0,-9572000,,185000.0,,185000.0,9603000.0,27744000,11823000.0,-22626000,13313000,-299868000.0,0.0,,,684148000.0,569624000,2.6,-1288000.0,-23067000.0,-4408000,38141000,2669000.0,92228000,101758000,30530000,52105000,-9526000,12884000,11667000.0,1723000.0,15809000,,,18172000,15809000,206320000,401276000,-18861000.0,499000,168348000,146101000,7589000,2842000.0,9524000.0,423523000,44343000.0,33749000.0,63617000.0,98283000,65637000,-5126000.0,2.57,108037000,37000,50651000,-1281000,30530000,3683000.0,,30530000,34819000.0,,,,
2018-03-31,46645000.0,46645000.0,,86859000,9158000,-63000.0,,,-152000,385569000,65637000,117000.0,-11477000,,186000.0,,186000.0,-16615000.0,-10415000,11831000.0,2787000,15732000,,,,,,579887000,0.79,-1509000.0,-16640000.0,-18992000,43181000,,86859000,99923000,9310000,44005000,-11364000,12820000,11732000.0,1491000.0,22058000,,,-21892000,9238000,190457000,404984000,178000.0,-34404000,174903000,142961000,-8166000,,8041000.0,436926000,43038000.0,49007000.0,56742000.0,94360000,46645000,2299000.0,0.78,96097000,111000,56225000,-285000,9310000,3683000.0,,9310000,34997000.0,,,,
2018-06-30,76179000.0,76179000.0,,110389000,31134000,-15000.0,,,7599000,384048000,46645000,116000.0,-13993000,,259000.0,,259000.0,-5036000.0,64156000,11797000.0,-20616000,18746000,,,,,,618497000,1.99,-1516000.0,-23085000.0,29534000,59478000,,110389000,131510000,23535000,44456000,-14006000,13191000,11797000.0,3079000.0,44772000,,,50163000,31581000,273100000,406477000,597000.0,23374000,212020000,175825000,-10470000,,8721000.0,442672000,44315000.0,54063000.0,72032000.0,131130000,76179000,18264000.0,1.98,141970000,-13000,63646000,-720000,23535000,3683000.0,,23535000,35594000.0,,,,
2018-09-30,68887000.0,68887000.0,,110499000,47020000,0.0,,,9013000,387069000,76179000,115000.0,-13282000,,225000.0,,225000.0,1239000.0,54314000,11702000.0,-48362000,12308000,,,,,,623704000,3.25,-1503000.0,-48586000.0,-7292000,62047000,,110499000,131646000,38007000,33878000,-13244000,12849000,11575000.0,2425000.0,59577000,,,41032000,46728000,306870000,403060000,12043000.0,-11041000,220644000,189158000,-2200000,,9875000.0,434546000,57512000.0,52812000.0,69599000.0,149643000,68887000,-3000.0,3.21,157227000,33000,72254000,-51000,38007000,3683000.0,,38007000,47637000.0,,,,
2018-12-31,108399000.0,108399000.0,4587000.0,87963000,28974000,0.0,,,7163000,389789000,68887000,115000.0,-16758000,,236000.0,,236000.0,18776000.0,55392000,11618000.0,850000,14808000,-344264000.0,,,,734053000.0,639851000,1.88,-1197000.0,-1000.0,39512000,47102000,,87963000,120514000,21811000,55688000,-16730000,13108000,11496000.0,3040000.0,28986000,,,38634000,28986000,225222000,408280000,1532000.0,15784000,231571000,179534000,-476000,,9851000.0,460317000,59020000.0,34073000.0,73412000.0,108273000,108399000,-14208000.0,1.86,116949000,8000,70249000,-483000,21811000,3683000.0,,21811000,49169000.0,,,,
2019-03-31,102887000.0,102887000.0,,95097000,29828000,-72000.0,,,6134000,425059000,108399000,115000.0,-22080000,,200000.0,,200000.0,-20452000.0,13643000,11636000.0,2896000,14418000,,3727000.0,,,425059000.0,704020000,2.04,-1160000.0,0.0,-5512000,61620000,,95097000,132002000,23694000,79382000,-22051000,12863000,11524000.0,2066000.0,42306000,,,-8437000,29443000,251651000,443160000,1029000.0,-27139000,260860000,214202000,-15353000,,4841000.0,489818000,82200000.0,54525000.0,66655000.0,127111000,102887000,14400000.0,2.02,124540000,28000,85861000,-252000,23694000,3683000.0,,23694000,50198000.0,,,,
2019-06-30,3017000.0,3017000.0,,120827000,38102000,-48543000.0,,,10246000,448843000,102887000,116000.0,-22498000,37500000.0,346000.0,,346000.0,-14894000.0,41887000,11684000.0,39181000,182048000,,,,,448843000.0,813330000,2.39,-1155000.0,0.0,-99870000,74906000,,120827000,188266000,27856000,107238000,-180938000,13226000,11566000.0,3744000.0,51401000,,,19389000,38175000,318407000,634574000,5254000.0,-9198000,178756000,290529000,411000,,7572000.0,522801000,102263000.0,69420000.0,73545000.0,159405000,3017000,11920000.0,2.36,159002000,-216000,80361000,-46000,27856000,3683000.0,,27856000,55452000.0,,,,
2019-09-30,27128000.0,27128000.0,,127999000,58934000,-48631000.0,-7115000.0,104335000.0,14205000,560259000,3017000,120000.0,-22182000,,272000.0,,,8814000.0,87151000,12150000.0,-33886000,29661000,,,,,560259000.0,1016176000,3.7,-1154000.0,0.0,24111000,71035000,,127999000,166484000,44729000,151967000,-29154000,15752000,12099000.0,3233000.0,75588000,,,64969000,59836000,378466000,806784000,7764000.0,17063000,209392000,297196000,-1905000,,7844000.0,718980000,130712000.0,68687000.0,92850000.0,190631000,27128000,-3932000.0,3.65,187835000,178000,92632000,-764000,44729000,112529000.0,,44729000,81653000.0,,,,
