date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyOperatingExpense,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyIncomeTaxPayable
1999-06-30,807408000.0,,6455300000,,,,,10416148000,,,-265084000,1394983000.0,1997841000.0,1394983000.0,,,,,1131178000.0,,,,,,10941396000,,,,10941396000,,,55195000,,,,,126772000.0,5861001000,4509396000,,1544155000,,,17843330000,,11982329000,141345000.0,,,6053551000,,1402810000.0,,88009000,,,,2348960000.0,,,,,1184075000.0,,,,,,,,,,,,,,
1999-12-31,798323030.0,,6455300000,,,,,11861932230,,,-335789689,1355858167.0,1758924395.0,1355858167.0,,,,,806598658.0,,,,,,11088509217,,,,11088509217,,,380630829,0.0,,,,196591475.0,5212484272,4051581308,,1386112999,,,17299626537,,12087142265,125969158.0,,,5437694307,,1260143841.0,,31206870,,,,2097566499.0,,,,,888766651.0,,,,,,,,,,,,,,
2000-06-30,789238096.0,,6455300000,,,,,11925405799,,,-360481689,1354095713.0,1706461700.0,1354095713.0,,,,,620514147.0,,,,,,10959884974,,,,10959884974,,,428173669,,,,,260065044.0,5385237373,4100583368,,1303126864,,,17329116031,,11943878658,131334695.0,,,5403710232,,1171792169.0,,31206870,,,,2120124638.0,,,,,953739676.0,,,,,,,,,,,,,,
2000-12-31,780409605.0,,6455300000,,,,,11887984856,,,-359258958,1619002577.0,1398110315.0,1619002577.0,,,,,698846377.0,,,,,,10868685874,,,,10868685874,,,653320416,0.0,,,,187891056.0,5066965272,3826231765,,1143052917,,,16857269538,,11790304266,267890050.0,,,4969284682,,875162867.0,,24218870,,,,2019327342.0,,,,,792766746.0,,,,,,,,,,,,,,
2001-06-30,886915986.0,,6455300000,,,,,10521459347,,,4308000,1702423715.0,1148773550.0,1802423715.0,,,,,837764812.0,,,,,,10526929814,,,,10526929814,,,660056985,100000000.0,,,,194996460.0,5746273066,4042884003,,1258753101,,,17196727364,,11450454298,215706888.0,,,5301637104,,780126213.0,,24218870,,,,2149179143.0,,,,,383864042.0,,,,,,,,,,,,,,
2001-12-31,880394034.0,,6455300000,,,,,10403476199,,,1600000,1322172382.0,985930885.0,1433969185.0,,,,,806247188.0,,,,,,10363000682,,,,10363000682,,,246733508,111796803.0,,,,36121774.0,5451642253,3440664615,,1505241147,,,16723012874,,11271370621,182067859.0,,,4945905762,,837333288.0,,21558870,,,,1775084709.0,,,,,319069657.0,,,,,,,,,,,,,,
2002-03-31,875252774.0,,6455300000,154804785.0,,78363481.0,,10470071926,,,0,1857902907.0,947546010.0,1969699711.0,,24238372.0,,,979928314.0,,,,2470170457.0,110578320.0,10278791656,0.008262,,11767754.0,10278791656,,,160000000,111796804.0,102601853.0,,,102717501.0,6212423685,3811883644,,1738857537,,130959504.0,17394444020,66595727.0,11182020335,205210488.0,,265383105.0,5550741181,,1007807049.0,66595727.0,21558870,66595727.0,,,1768104321.0,,0.008262,2204787352.0,,285846440.0,,,,,,,,,,,,,,
2002-06-30,870111515.0,,6455300000,135427231.0,,115349023.0,,11915456842,,,0,1648696972.0,947448120.0,1761581565.0,,25434777.0,,,985217143.0,,,,2690951335.0,318578165.0,10318103023,,,17531965.0,10318103023,,,172904655,112884593.0,140783800.0,,,174471504.0,6041314646,3785330670,,1556717577,,114365671.0,17257505089,97817058.0,11216190443,169181751.0,,454005396.0,5342048247,,861695826.0,97817058.0,21558870,97817058.0,,,1830316468.0,,,2236945939.0,,211867397.0,,,,,,,,,,,,,,
2002-09-30,864970255.0,,6455300000,226017339.0,,103564428.0,,12003684483,,,0,1795474674.0,947680865.0,1808359267.0,,16302367.0,,,998670928.0,,,,2900279717.0,142438037.0,10453706234,,,15336786.0,10453706234,,,157904655,12884593.0,119866795.0,,,262699146.0,6017138360,3819102039,,1541004232,,203377791.0,17363790754,88227642.0,11346652394,171809251.0,,368455376.0,5360106271,,843354981.0,88227642.0,21558870,88227642.0,,,1737597452.0,,,2531824341.0,,276190277.0,,,,,,,,,,,,,,
2002-12-31,859828996.0,,6455300000,204302929.0,,182425532.0,,11862832769,,,0,1074104316.0,918977295.0,1085409178.0,,35926689.0,,,1051715048.0,,,,2925948994.0,470842738.0,12008876975,,,50625058.0,12008876975,,,215544450,11304862.0,218352221.0,,,39803181.0,4241728722,3822660295,,1453017534,,185652917.0,17138510598,131800474.0,12896781876,158047270.0,,675145667.0,5275677829,,769130264.0,131800474.0,21558870,131800474.0,,,1641088387.0,,,2250803327.0,,176866554.0,,,,,,,,,,,,,,
2003-03-31,854687736.0,,6455300000,148397734.0,1074104316.0,579516090.0,,12355319769,38763606.0,-954964166.0,0,1686795234.0,838839565.0,1698100096.0,2660000.0,22467646.0,,-415382804.0,1258780471.0,,-1079578780.0,,3382494245.0,613146695.0,12578527431,0.061099,546847944.0,87002097.0,12578527431,,-15372462.0,214472075,11304862.0,848797208.0,612690918.0,246813472.0,532317174.0,6185290479,4576828301,,2701121368,-532730836.0,116207831.0,19643921551,492513993.0,13458631072,158047270.0,-29754930.0,761544429.0,7277949669,36102530.0,1981054098.0,492513993.0,18898870,492513993.0,-1066083528.0,1686795234.0,1854746860.0,-213658473.0,0.061099,2620949816.0,-23519545.0,285341191.0,,,,,,,,,,,,,,
2003-06-30,853609197.0,,6455300000,187496459.0,1686795234.0,554062920.0,,12815993056,-47531044.0,113753964.0,0,1694987345.0,1479400750.0,1707691938.0,5379046.0,20034476.0,,199347802.0,1529386382.0,,-1806167011.0,,3706352827.0,573870406.0,14552758582,,776140651.0,92725313.0,14552758582,,56204393.0,162146005,12704593.0,839030381.0,-578012.0,264932985.0,993654781.0,6454559374,5826432050,,3357041839,-1030026360.0,158709635.0,22010119058,461337607.0,15555559684,148047887.0,-94021070.0,761366865.0,9183473889,146289232.0,2646973952.0,461337607.0,18898870,461337607.0,-1936355562.0,1612639319.0,2142382582.0,-326613829.0,,2944985962.0,-12411988.0,196081600.0,,,,,,,,,,,,,,
2003-09-30,868915944.0,,6455300000,424738882.0,1612639319.0,869455959.0,,13554726429,309553043.0,-894412649.0,0,1838106355.0,1292649550.0,1850810948.0,-5379046.0,15992369.0,,149453316.0,1259945121.0,,-601214558.0,,4120479904.0,861680932.0,15065547306,0.091644,586907965.0,130281386.0,15065547306,-5932113.0,18986809.0,214472075,12704593.0,1139105267.0,151889133.0,253656939.0,1732388154.0,6815888100,5724111461,,3609127052,-14306593.0,390624512.0,22909643255,738733373.0,16093755155,148047887.0,-119754930.0,1286419814.0,9333238513,-138141922.0,2899059165.0,738733373.0,18898870,739174573.0,-230125520.0,1838106355.0,2166790161.0,14570528.0,0.091644,2834060090.0,-307384180.0,251470770.0,,,,,,,,,,,,,,
2003-12-31,863809293.0,,6455300000,193050674.0,1838106355.0,984878615.0,,14960344619,-274997615.0,199291260.0,0,2418293897.0,1919932705.0,2431862490.0,18288014.0,45208564.0,,-376618141.0,2319681215.0,,-2137014852.0,,4594071146.0,1106849787.0,16977750192,,1658790811.0,-116239631.0,16977750192,28035594.0,82472865.0,85278689,13568593.0,1331890787.0,607100517.0,301803608.0,2268184065.0,8334037923,6986606191,,4372858783,-478224041.0,158063589.0,26355229313,1100386101.0,18021191390,126702670.0,86554930.0,1299900461.0,11359464974,-28065716.0,3969176113.0,1100386101.0,16238870,1101118246.0,-2486089592.0,2371628969.0,2377500358.0,-217467721.0,,3294170685.0,28120449.0,211692345.0,,,,,,,,,,,,,,
2004-03-31,858545311.0,,6455300000,216887450.0,2418293897.0,1780590073.0,,16643376040,0.0,-347105382.0,0,2644080461.0,1888985865.0,2657649054.0,,27796913.0,,-1124815835.0,2136377780.0,,-1352404178.0,,6475601035.0,1807235552.0,16858339082,0.187675,1614632118.0,267132796.0,16858339082,,27796913.0,85278689,13568593.0,2216936216.0,225786564.0,408549230.0,3778215486.0,10927095316,7977114345,,4163537749,262227940.0,152984546.0,28823611614,1512831421.0,17896516298,126702670.0,,2024123002.0,12140652094,0.0,3932855079.0,1512831421.0,16238870,1513457277.0,-1349336844.0,2644080461.0,3015573357.0,-638072999.0,0.187675,4451478033.0,-45320116.0,306406077.0,,,,,,,,,,,,,,
2004-06-30,853280688.0,,6455300000,303486742.0,2644080461.0,925310360.0,,16113938348,54351024.0,-867169193.0,0,2556312555.0,2139293271.0,2569881148.0,,81556372.0,,568590896.0,3220183972.0,,-650880868.0,,6346313650.0,962542927.0,18579116053,,1042165026.0,136795370.0,18579116053,,38555403.0,85248297,13568593.0,1450549316.0,-50906834.0,443682584.0,3212597794.0,10116206459,9520380794,,4055738570,391284158.0,276812712.0,29732235105,787195308.0,19616028646,118127585.0,,1266029669.0,13576119364,354448935.0,3869810985.0,787195308.0,16238870,788514990.0,-589897946.0,2546508699.0,3971037036.0,-955463679.0,,5080283981.0,-657772968.0,216523846.0,,,,,,,,,,,,,,
2004-09-30,845513451.0,,6455300000,407195222.0,2546508699.0,684536368.0,,16688174262,-300.0,-385798772.0,0,2661018414.0,1695077490.0,2674587007.0,-14716024.0,86569787.0,,1266097077.0,3437741887.0,,-396541754.0,,6478393806.0,760544451.0,18894805120,0.071237,1483679370.0,107397021.0,18894805120,5476560.0,90912370.0,85248297,13568593.0,1240451855.0,67844787.0,469345700.0,3786833708.0,10737987187,9778493235,,4144712780,1087137616.0,351630798.0,30661937663,574235914.0,19923950476,118127585.0,0.0,1167739673.0,13923206015,-343265308.0,3958785195.0,574235914.0,16238870,577139347.0,-405373520.0,2661018414.0,4081893441.0,-110856405.0,0.071237,5310654133.0,-652373591.0,198978218.0,,,,,,,,,,,,,,
2004-12-31,859020589.0,,6455300000,653841309.0,2661018414.0,639200514.0,,17435577710,-9547712.0,-565806837.0,0,2181496179.0,1580921650.0,2195064772.0,26895561.0,68019542.0,,-392422984.0,3272160560.0,,-1980639297.0,,7508740193.0,898169091.0,20181433775,,1961800200.0,-70066430.0,20181433775,9261535.0,240967463.0,80841669,13568593.0,1196132536.0,-441477745.0,488912480.0,3758605642.0,10240326073,9680601191,,4268701101,-18839097.0,597998178.0,31461194530,701544170.0,21220868457,114757600.0,-400000.0,1552010400.0,13949302292,-26096068.0,4134143501.0,701544170.0,13578870,709266944.0,-1946753957.0,2172875741.0,4754183701.0,-680397845.0,,5956729793.0,-260132597.0,276552306.0,,,,,,,,,,,,,,
2005-03-31,838526737.0,,6455300000,259660742.0,2181496179.0,1258883072.0,,18485333821,0.0,-2272444300.0,0,2431298161.0,3890805975.0,2444866754.0,,17975016.0,,-1044004641.0,4179095936.0,,-1556242706.0,,8491996857.0,1242667416.0,21101809668,0.130228,491359608.0,200289391.0,21101809668,,-17975016.0,80841669,13568593.0,1772785648.0,249801982.0,495927560.0,4808361753.0,12332308079,13084200155,,2876135142,-1064883098.0,192719738.0,34534958577,1049756111.0,22202650498,114757600.0,-82470852.0,1502328158.0,15960335297,0.0,2741577542.0,1049756111.0,13578870,1058593681.0,-1636522609.0,2431298161.0,5755341371.0,-1001157670.0,0.130228,6989668699.0,-66137527.0,257135882.0,,,,,,,,,,,,,,
2005-06-30,848482848.0,,6455300000,311608685.0,2431298161.0,1272049340.0,,18118721261,-238128220.0,-1196293166.0,0,3656582901.0,5423654450.0,3670151494.0,,165941953.0,,1605225199.0,4467355588.0,,-2226902470.0,,8215797907.0,1349406866.0,22887874336,,3254230243.0,209978807.0,22887874336,,79471896.0,260680331,13568593.0,1952182023.0,1122060316.0,514190730.0,4441749193.0,13042337601,16756293528,,2194362846,1027327773.0,262096125.0,37167577770,1053553440.0,24125240169,114757600.0,-126052440.0,1661015551.0,18950656374,24637904.0,2059805246.0,1053553440.0,13578870,1062070533.0,-2587181238.0,3544738039.0,6236803635.0,-329221754.0,,6554782356.0,-120044358.0,231517253.0,,,,,,,,,,,,,,
2005-09-30,859733977.0,,6455300000,286848049.0,3544738039.0,698150572.0,,18715490207,103214700.0,-5052538215.0,0,3007377613.0,1011121654.0,3020946206.0,38233.0,56891103.0,,-289885540.0,4571337752.0,,-2375889319.0,,8149880425.0,739478184.0,24155301236,0.071576,877311452.0,108852345.0,24155301236,129318.0,61721212.0,347220331,13568593.0,1286200095.0,-545980864.0,531158420.0,5018718139.0,11945175210,11193439532,,7514697632,-1498577867.0,229463209.0,37534156787,576968946.0,25588981577,114757600.0,-330526297.0,1026326233.0,18708137164,420659314.0,7399940032.0,576968946.0,13578870,589298227.0,-2598194294.0,3007377613.0,5908604596.0,175958529.0,0.071576,7123554192.0,-665861597.0,248495911.0,,,,,,,,,,,,,,
2005-12-31,970146049.0,,6455300000,499624990.0,3007377613.0,93183873.0,,18881715908,-126219264.0,-3396055937.0,0,3255015677.0,2112372660.0,3268584270.0,16157973.0,239251953.0,,662358628.0,3863128493.0,,-2215157631.0,,7341635617.0,215509237.0,26138111456,,1548040213.0,-85345513.0,26138111456,16341943.0,62405184.0,78988309,13568593.0,877905072.0,110512077.0,545469246.0,4595922817.0,11240323771,10780472513,,9077999842,-667117418.0,454356379.0,38878376862,167341463.0,27638053091,503984331.0,200217789.0,715134227.0,19858472355,-422030097.0,8570815511.0,167341463.0,10918870,178529386.0,-2110886374.0,3109269252.0,5199473669.0,785907271.0,,6626501390.0,-596367101.0,283482921.0,,,,,,,,,,,,,,
2006-03-31,930526220.0,,6455300000,225702097.0,3255015677.0,365851793.0,,19181885839,0.0,-1492887000.0,0,2858408108.0,2050000000.0,2871976701.0,,69012729.0,,-620156130.0,5248290374.0,,-2320004871.0,,7424606848.0,432490724.0,28109494731,0.0465,435340850.0,59151146.0,28109494731,,69012729.0,108187373,13568593.0,986369592.0,-396607569.0,551505070.0,4896092748.0,12534501610,12097314964,,10689507168,-1884664021.0,176683223.0,42105815256,300169931.0,29571313646,503984331.0,-27000000.0,658192821.0,22786822132,0.0,10182322837.0,300169931.0,10918870,306700647.0,-2345488926.0,2858408108.0,6435562794.0,-1236089124.0,0.0465,6766414027.0,-106304073.0,534457420.0,,,,,,,,,,,,,,
2006-06-30,1078830192.0,,6455300000,346028030.0,2858408108.0,947877149.0,,18920639909,-399944390.0,-765832196.0,0,3832235732.0,2508620150.0,3845804325.0,,78013604.0,,556881812.0,6375063289.0,,-3533539221.0,,8745782666.0,984798227.0,32107288138,,1788893562.0,165755464.0,32107288138,,51483167.0,157638529,13568593.0,1624538413.0,555353647.0,598647660.0,4634846818.0,14026840492,15366798246,,13235292214,-1744645659.0,279144833.0,47760248170,771602070.0,33733407678,503984331.0,19331800.0,1330826257.0,28602090460,310182835.0,12728107883.0,771602070.0,10918870,782121685.0,-3911872663.0,3268015330.0,6696984089.0,-108897452.0,,7414956409.0,-188331249.0,616096142.0,,,,,,,,,,,,,,
2006-09-30,1390423520.0,,6455300000,341566042.0,3268015330.0,737101321.0,,19527996996,37000000.0,-1116386200.0,0,2954959851.0,2100000000.0,2968528444.0,-13373203.0,72980917.0,,-1014180609.0,7021131529.0,,-2874600474.0,,9343284774.0,780327087.0,36427538580,0.094087,185139531.0,112795845.0,36427538580,0.0,89767115.0,327187373,13568593.0,1323517431.0,-458801904.0,513435193.0,5242203905.0,13073959030,15819082931,,15854095126,-2689460943.0,286176138.0,51454788911,607357087.0,38380829881,503984331.0,-20000.0,1121893129.0,31673178057,0.0,15346910795.0,607357087.0,10918870,624305476.0,-2839897211.0,2954959851.0,6540410262.0,41231192.0,0.094087,8221391645.0,-623266690.0,581652229.0,,,,,,,,,,,,,,
2006-12-31,1516702696.0,,6455300000,520389247.0,2954959851.0,705895709.0,,20122106930,108740500.0,-5163420735.0,0,4160704714.0,399018506.0,4160704714.0,68241023.0,85962727.0,,1471242992.0,5997722343.0,,-5502234450.0,,8857636758.0,809738454.0,40003824917,,2873429930.0,84536982.0,40003824917,7799995.0,107576153.0,409752537,0.0,1486036413.0,820354628.0,694177977.0,5576101635.0,12733748748,12570961146,,21839301426,-2628804520.0,451288180.0,54842866671,597456815.0,42109117923,496543959.0,-50728994.0,1330127701.0,34410262572,7799995.0,21226190944.0,597456815.0,8258870,621358727.0,-5328873299.0,3629568054.0,6540131949.0,104983883.0,,7527509057.0,-514393792.0,582420964.0,,,,,,,,,,,,,,
2007-03-31,1564635130.0,,6455300000,334320850.0,,669246611.0,124144000.0,21382990902,0.0,-1492000000.0,0,3150425297.0,420000000.0,3150425297.0,,102044633.0,,,6853057229.0,,-3424931326.0,6702619662.0,9943275661.0,749903213.0,41988046844,0.08,,117627502.0,41988046844,,,800000000,,771291244.0,-1010279417.0,,6251522208.0,14256277058,13642145729,6702619662.0,23191603357,-3133681904.0,273106612.0,58548046693,536209573.0,44291769635,496543959.0,,1084224063.0,36833749086,-64350000.0,22454348875.0,536209573.0,0,551619109.0,-3422708438.0,-1010279417.0,7591430025.0,,0.08,8859051598.0,-229275299.0,888331119.0,,,,,,,,,,,,,,
2007-06-30,1577651200.0,,6455300000,400471084.0,,666769268.0,113987000.0,21093675176,33861848.0,-5312344125.0,0,3698277732.0,970756986.0,3698277732.0,,203843169.0,,,9020665640.0,,-348448588.0,,11083436293.0,948368330.0,43726821870,,,98275027.0,43726821870,,,1351655442,,870612437.0,220508283.0,,5962206482.0,19283645663,19766924458,,24121487888,-1969258392.0,293582997.0,65329179881,549873274.0,46045534218,96543959.0,,1348839414.0,43888412346,92168021.0,23794690406.0,549873274.0,0,568494241.0,-295881469.0,,8711069644.0,,,9734596879.0,-355978290.0,833252784.0,,,,,,,,,,,,,,
2007-09-30,1598478912.0,,6455300000,525664220.0,,611366674.0,113987000.0,21583934736,48064624.0,-2599655875.0,0,5286326157.0,2132669714.0,5286326157.0,53431659.0,358441538.0,,768216946.0,11065970770.0,,-112366787.0,6128244500.0,13734172820.0,866655504.0,46813203284,0.08,2434104600.0,98722420.0,46813203284,,370626363.0,2474980556,,1842044117.0,1915392577.0,872235905.0,6452466042.0,22420398838,25603808786,7003708000.0,24067095123,2321737813.0,309173426.0,71624315697,490259560.0,49203916859,51799343.0,-55311290.0,1392319724.0,49670903909,-27818021.0,23785042257.0,490259560.0,0,512644254.0,-111721059.0,,9832442595.0,-1116532951.0,0.07,12341853096.0,-661802462.0,793975673.0,,,,,,,,,,,,,,
2007-12-31,1636977393.0,,6758551716,692716719.0,5286326157.0,849322166.0,168275911.0,23008970484,-166195489.0,-954331162.0,0,6291957508.0,3264495217.0,6293420278.0,20844972.0,490056829.0,,311564787.0,9472551064.0,590425767.0,-3175780337.0,,15884509827.0,1220274512.0,45336855553,,2520406834.0,-94033520.0,45336855553,,378801642.0,2226920566,1462770.0,2423014838.0,768686786.0,1083635843.0,7282533393.0,23057758137,25449756140,,22177899903,-655373503.0,449063619.0,71083141216,899039822.0,48025383079,12485032.0,-39091230.0,1912991231.0,47627656043,1065332199.0,21406713193.0,899039822.0,0,943355686.0,-3325889810.0,5523876283.0,9626168900.0,183538088.0,,13971518596.0,-517472996.0,1015376154.0,,,,,,,,,,,,,,
2008-03-31,1666433757.0,,6758551716,535705504.0,6291957508.0,1078031820.0,168275911.0,23764073134,0.0,-2685778131.0,0,8099811705.0,2707976402.0,8101043525.0,,375209452.0,,,10904394983.0,,-742467107.0,6756931366.0,17618219420.0,1356186206.0,44895744980,0.1135,,289831370.0,44895744980,,,2124980556,1231820.0,1453241272.0,1807854197.0,,8034742367.0,26236104372,25199513546,7296971551.0,24405541069,1300707064.0,352485717.0,73916024078,766911710.0,47679919706,12485032.0,,1891891710.0,49605054615,0.0,23648225802.0,766911710.0,0,788200450.0,-737957442.0,8099811705.0,11651988168.0,,0.1051,15726327710.0,-736774726.0,820268638.0,,,,,,,,,,,,,,
