date,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
1991-11-30,,2286500000.0,,,,2650300000.0,,921700000.0,,38700000,-112000000,,,927900000.0,6200000.0,178100000.0,,,,,1479200000.0,,,-112000000,112300000.0,,,34100000.0,,,,,,,1171100000.0,,,,,254100000.0,76900000.0,,,95500000.0,,221700000.0,221700000.0,,,305600000,,-783200000,,-783200000,-289100000.0,,,,,,363800000.0,2209200000.0,551300000.0,,,,,296300000.0,1920100000.0,,652500000.0,,,,,,
1992-02-29,,,,,,,562332000.0,,,46800000,46800000,,,,,,,,,,,,,46800000,,,,,,,,,0.0225,,,,,,,,,,562332000.0,,,,,,,328800000,,328800000,,328800000,,,0.0225,,,,,,,,,,,,,,,,,,,,
1992-05-31,,,,,,,562416000.0,,,57100000,57100000,,,,,,,,,,,,,57100000,,,,,,,,,0.0275,,,,,,,,,,562416000.0,,,,,,,346000000,,346000000,,346000000,,,0.0275,,,,,,,,,,,,,,,,,,,,
1992-08-31,,,,,,,562480000.0,,,134800000,134800000,,,,,,,,,,,,,134800000,,,,,,,,,0.0575,,,,,,,,,,562480000.0,,,,,,,487800000,,487800000,,487800000,,,0.0575,,,,,,,,,,,,,,,,,,,,
1992-11-30,,2334200000.0,,,,2645600000.0,,776600000.0,,43200000,38000000,,,786000000.0,9400000.0,97900000.0,,,,,1260800000.0,,,38000000,128000000.0,,,31600000.0,,,,,,,1384800000.0,,,,,244800000.0,71500000.0,,,143200000.0,,115000000.0,115000000.0,,,310900000,,-837800000,,-837800000,-357400000.0,,,,,,311400000.0,2318800000.0,474800000.0,,,,,305400000.0,1961400000.0,,850200000.0,,,,,,
1993-02-28,,2512000000.0,,199200000.0,,2803100000.0,564364000.0,829900000.0,-92500000.0,50700000,50700000,50400000.0,22300000.0,838500000.0,8600000.0,122400000.0,-16300000.0,8600000.0,,-217800000.0,1386200000.0,7200000.0,,50700000,126900000.0,124400000.0,78500000.0,33700000.0,2800000.0,,,72700000.0,0.0225,-19800000.0,1416900000.0,-300000.0,500000.0,-2100000.0,,243000000.0,78700000.0,-53400000.0,564364000.0,172200000.0,,64600000.0,64600000.0,115000000.0,,323600000,,74000000,-201200000.0,51700000,-378000000.0,58700000.0,0.0225,108700000.0,,46000000.0,291100000.0,2520100000.0,547700000.0,34800000.0,-4700000.0,,-50400000.0,346600000.0,2142100000.0,,881100000.0,44500000.0,700000.0,,,,
1993-05-31,,2506300000.0,,232500000.0,,2881700000.0,564576000.0,783000000.0,133800000.0,65100000,65100000,52200000.0,23300000.0,791900000.0,8900000.0,118100000.0,-101000000.0,10500000.0,,-119000000.0,1418900000.0,8500000.0,,65100000,127100000.0,145700000.0,-51300000.0,34300000.0,2700000.0,,,75500000.0,0.03,-19700000.0,1462800000.0,-600000.0,-7500000.0,-500000.0,,241300000.0,87200000.0,-251400000.0,564576000.0,288900000.0,,25800000.0,25800000.0,,,378200000,,93500000,-17400000.0,70200000,-400300000.0,-71000000.0,0.03,151200000.0,,62400000.0,375400000.0,2538200000.0,627000000.0,60500000.0,-2700000.0,,-38800000.0,421700000.0,2137900000.0,,926500000.0,46600000.0,0.0,,,,
1993-08-31,,2514200000.0,,281100000.0,,2802200000.0,454736000.0,660500000.0,99000000.0,152200000,152200000,52700000.0,23600000.0,670600000.0,10100000.0,91500000.0,90800000.0,8400000.0,,58700000.0,1205800000.0,-1800000.0,,152200000,126000000.0,248200000.0,-148400000.0,34300000.0,3100000.0,,,76300000.0,0.0675,-19800000.0,1596400000.0,300000.0,-300000.0,-100000.0,,239600000.0,85400000.0,-149300000.0,454736000.0,180800000.0,,47800000.0,47800000.0,,,529300000,,195500000,-32400000.0,171900000,-400300000.0,-168200000.0,0.0675,131400000.0,,166700000.0,288000000.0,2548900000.0,535200000.0,-46500000.0,14500000.0,,21900000.0,358300000.0,2148600000.0,,1058900000.0,47300000.0,500000.0,,,,
1993-11-30,,2965100000.0,,195100000.0,,3218900000.0,,1031200000.0,-373300000.0,50200000,50200000,52700000.0,24100000.0,1041700000.0,10500000.0,91600000.0,,6800000.0,,-427100000.0,1591700000.0,-4000000.0,,50200000,139800000.0,130600000.0,-200000.0,37200000.0,1700000.0,,,76800000.0,,-19700000.0,1627200000.0,-14200000.0,5800000.0,-2900000.0,,237300000.0,81400000.0,-29100000.0,,137100000.0,,60200000.0,60200000.0,,,325700000,,77900000,-461800000.0,53800000,-435400000.0,351100000.0,,88500000.0,,48600000.0,253800000.0,3023400000.0,550000000.0,11900000.0,-1600000.0,,12500000.0,377000000.0,2588000000.0,,1089300000.0,48200000.0,200000.0,,,,
1994-02-28,,3019400000.0,,230300000.0,,3262100000.0,564772000.0,991400000.0,34400000.0,65100000,65100000,56500000.0,26500000.0,1012400000.0,21000000.0,91500000.0,,13200000.0,,-76300000.0,1588300000.0,7900000.0,,65100000,135200000.0,155000000.0,100000.0,38700000.0,2000000.0,,,83000000.0,0.03,-19800000.0,1673800000.0,1600000.0,-5300000.0,-1400000.0,2800000.0,235600000.0,89300000.0,-49900000.0,564772000.0,139200000.0,,40400000.0,40400000.0,60200000.0,,385300000,,98500000,-80700000.0,72000000,-435400000.0,-58700000.0,0.03,115100000.0,,60800000.0,242700000.0,3084000000.0,575900000.0,17100000.0,-4300000.0,,-19800000.0,395100000.0,2648600000.0,,1134600000.0,52800000.0,900000.0,,,,
1994-05-31,,3011300000.0,,245800000.0,,3319100000.0,564816000.0,896200000.0,160300000.0,77900000,77900000,51600000.0,26200000.0,911300000.0,15100000.0,91100000.0,,11700000.0,,-6000000.0,1586800000.0,7900000.0,,77900000,139200000.0,163600000.0,-200000.0,40500000.0,1900000.0,,,77800000.0,0.035,-19700000.0,1732300000.0,-3700000.0,-7700000.0,-1800000.0,12000000.0,233800000.0,97200000.0,-115900000.0,564816000.0,141600000.0,,93600000.0,93600000.0,,,409400000,,112000000,-14300000.0,85800000,-435400000.0,-115400000.0,0.035,174600000.0,,76000000.0,307800000.0,3073700000.0,675500000.0,76000000.0,-1900000.0,,53200000.0,487200000.0,2638300000.0,,1192700000.0,52500000.0,100000.0,,,,
1994-08-31,,3268400000.0,,314500000.0,,3553400000.0,564948000.0,1054300000.0,-133100000.0,168800000,168800000,53500000.0,27800000.0,1070600000.0,16300000.0,91000000.0,,11900000.0,,-290100000.0,1670600000.0,2800000.0,,168800000,120300000.0,286300000.0,134200000.0,42700000.0,-6800000.0,,,81300000.0,0.075,-19800000.0,1882800000.0,19000000.0,4400000.0,-2300000.0,1500000.0,232100000.0,100000000.0,-230400000.0,564948000.0,119500000.0,,95400000.0,95400000.0,,,600800000,,232800000,-310600000.0,205000000,-435400000.0,114400000.0,0.075,177500000.0,,186300000.0,285000000.0,3351400000.0,600000000.0,-21100000.0,17500000.0,,1700000.0,409000000.0,2916000000.0,,1341700000.0,55800000.0,1100000.0,,,,
1994-11-30,233553000.0,3429374000.0,20789000.0,237775000.0,114868000.0,3669823000.0,,1161904000.0,-119253000.0,70065000,70065000,61772000.0,30095000.0,1175932000.0,14028000.0,84644000.0,,14678000.0,,-192789000.0,1740889000.0,-13200000.0,,70065000,47514000.0,172741000.0,101387000.0,45122000.0,-16099000.0,,,91867000.0,,-19772000.0,1928934000.0,-22549000.0,5700000.0,-2377000.0,-1051000.0,233600000.0,86750000.0,-18181000.0,,0.0,,124220000.0,54105000.0,,2826000.0,410516000,,110969000,-189189000.0,80874000,-530700000.0,81615000.0,,69936000.0,,68918000.0,240449000.0,3602131000.0,564957000.0,-9935000.0,-1147000.0,,-41238000.0,257505000.0,3071431000.0,70115000.0,1390589000.0,-181189000.0,197000.0,,,,
1995-02-28,,3454200000.0,,247200000.0,,3704000000.0,565229398.0,1128400000.0,43300000.0,67600000,67600000,64200000.0,31500000.0,1142300000.0,13900000.0,87200000.0,,17600000.0,49700000.0,-50100000.0,1726200000.0,-1600000.0,,67600000,126700000.0,172600000.0,-30300000.0,45800000.0,1400000.0,,,342900000.0,0.06,-21200000.0,1977800000.0,-2300000.0,-7900000.0,-600000.0,6200000.0,231800000.0,85200000.0,-67000000.0,565229398.0,62000000.0,,113600000.0,49700000.0,54100000.0,2800000.0,419800000,,-138800000,-54000000.0,-170300000,-560200000.0,-51500000.0,0.06,97300000.0,,62800000.0,249800000.0,3655900000.0,583900000.0,-3800000.0,-4800000.0,,-4400000.0,411500000.0,3095700000.0,63900000.0,1436900000.0,63000000.0,700000.0,,,,
1995-05-31,,3431400000.0,,265900000.0,,3798600000.0,1122500000.0,996900000.0,192000000.0,89800000,89800000,60100000.0,30500000.0,1011500000.0,14600000.0,78600000.0,,15800000.0,141500000.0,-8000000.0,1704400000.0,2900000.0,,89800000,112300000.0,186900000.0,-93000000.0,48900000.0,3800000.0,,,356500000.0,0.08,-21200000.0,2094200000.0,14200000.0,-3300000.0,-3200000.0,-300000.0,230100000.0,88000000.0,-240300000.0,1122500000.0,80400000.0,,205800000.0,141500000.0,49700000.0,2800000.0,452800000,,-139100000,-21900000.0,-169600000,-587200000.0,-114200000.0,0.08,213900000.0,,89300000.0,367200000.0,3676200000.0,692900000.0,92300000.0,-500000.0,,91800000.0,526300000.0,3089000000.0,64300000.0,1505400000.0,61000000.0,47000000.0,,,,
1995-08-31,,3746300000.0,,352100000.0,,4034900000.0,1132432432.0,1072400000.0,-95100000.0,209500000,209500000,63600000.0,32800000.0,1087900000.0,15500000.0,72200000.0,,15300000.0,88100000.0,-313500000.0,1751000000.0,17400000.0,,209500000,123500000.0,320500000.0,70000000.0,49800000.0,13700000.0,,,448400000.0,0.185,-21300000.0,2283900000.0,-11100000.0,-800000.0,-900000.0,4100000.0,228300000.0,105500000.0,-33900000.0,1132432432.0,57900000.0,,148300000.0,88100000.0,141500000.0,2800000.0,672600000,,-95100000,-306500000.0,-127900000,-618100000.0,48700000.0,0.185,211400000.0,,226000000.0,288600000.0,4012600000.0,663100000.0,-32700000.0,16500000.0,,-53400000.0,485400000.0,3394500000.0,60200000.0,1693500000.0,65700000.0,1000000.0,,,,
1995-11-30,226571000.0,3849109000.0,33080000.0,265813000.0,113483000.0,4105487000.0,,1150031000.0,-36895000.0,84191000,84191000,60666000.0,33633000.0,1165904000.0,15873000.0,72752000.0,,14480000.0,53365000.0,-156480000.0,1760614000.0,-15200000.0,,84191000,128808000.0,187137000.0,78532000.0,48820000.0,-9170000.0,,,-771001000.0,,-21398000.0,2344873000.0,-64699000.0,-700000.0,1002000.0,9720000.0,226600000.0,90237000.0,-65400000.0,,0.0,,103760000.0,53365000.0,88100000.0,2848000.0,452950000,,991771000,-101501000.0,958138000,-649700000.0,57134000.0,,64606000.0,,82465000.0,256378000.0,4064523000.0,594710000.0,-55799000.0,-1726000.0,,-34740000.0,292606000.0,3414823000.0,50395000.0,1752140000.0,-189719000.0,332000.0,,,,
1996-02-29,,4072000000.0,,263700000.0,,4543000000.0,569710310.0,1479400000.0,-85600000.0,77100000,77100000,71300000.0,32800000.0,1496600000.0,17200000.0,72800000.0,,16000000.0,291700000.0,-234600000.0,2146700000.0,-200000.0,,77100000,210000000.0,185100000.0,330600000.0,49500000.0,800000.0,,,367800000.0,0.07,-25600000.0,2396300000.0,-2100000.0,2700000.0,-700000.0,21000000.0,224800000.0,90000000.0,-115600000.0,569710310.0,72900000.0,,318300000.0,291700000.0,53400000.0,2900000.0,448800000,,-149900000,-253500000.0,-182700000,-681700000.0,305000000.0,0.07,167900000.0,,73600000.0,471000000.0,4318900000.0,650100000.0,55200000.0,-3500000.0,,238300000.0,487300000.0,3637200000.0,26600000.0,1803600000.0,65500000.0,1300000.0,,,,
1996-05-31,,4496800000.0,,302500000.0,,4776600000.0,1118947368.0,1353800000.0,58500000.0,106300000,106300000,69000000.0,35100000.0,1370900000.0,17100000.0,72700000.0,,17200000.0,89200000.0,-312700000.0,2152300000.0,15600000.0,,106300000,467000000.0,214300000.0,-125500000.0,52100000.0,4500000.0,,,406600000.0,0.095,-25600000.0,2624300000.0,-113000000.0,-5300000.0,-2600000.0,3100000.0,223100000.0,105700000.0,-342800000.0,1118947368.0,77000000.0,,115300000.0,89200000.0,291700000.0,2900000.0,516800000,,-157200000,-202800000.0,-192300000,-713300000.0,-151100000.0,0.095,261300000.0,,104800000.0,279800000.0,4520000000.0,781400000.0,119200000.0,-1500000.0,,-202500000.0,603000000.0,3806700000.0,26100000.0,1884200000.0,70500000.0,200000.0,,,,
1996-08-31,,4439400000.0,,396200000.0,,4703100000.0,1165652174.0,1059500000.0,169100000.0,268100000,268100000,69000000.0,39700000.0,1076300000.0,16800000.0,72500000.0,,16700000.0,85800000.0,18800000.0,1765900000.0,30700000.0,,268100000,434600000.0,375800000.0,-223000000.0,51300000.0,31500000.0,,,504900000.0,0.23,-26200000.0,2937200000.0,69500000.0,-5900000.0,900000.0,7200000.0,221300000.0,136300000.0,-225600000.0,1165652174.0,66700000.0,,104700000.0,85800000.0,89200000.0,2900000.0,772000000,,-89400000,-57900000.0,-129100000,-745900000.0,-249200000.0,0.23,227000000.0,,284100000.0,263700000.0,4529400000.0,689600000.0,-87200000.0,16000000.0,,-3400000.0,480800000.0,3783500000.0,18900000.0,2125400000.0,79000000.0,1500000.0,,,,
1996-11-30,219589000.0,4810955000.0,38109000.0,278869000.0,126511000.0,5101888000.0,,1316632000.0,-302382000.0,114802000,114802000,65655000.0,37387000.0,1408262000.0,0.0,66369000.0,,14192000.0,111629000.0,-290725000.0,2071004000.0,-51600000.0,430330000.0,114802000,61998000.0,196103000.0,257743000.0,53281000.0,-13386000.0,,,-859358000.0,,-26477000.0,3030884000.0,-3721000.0,4100000.0,-2061000.0,6410000.0,219600000.0,84748000.0,-51246000.0,,0.0,,124115000.0,111629000.0,85800000.0,2947000.0,474972000,,1092848000,-387705000.0,1055461000,-708800000.0,231266000.0,,85323000.0,,112847000.0,290933000.0,4807838000.0,662742000.0,-25273000.0,-1955000.0,91630000.0,25864000.0,352698000.0,4099038000.0,12486000.0,2207781000.0,-223093000.0,728000.0,,,,
1997-02-28,,4804200000.0,,296900000.0,,5087000000.0,594072188.0,1116200000.0,132300000.0,85400000,85400000,79500000.0,40700000.0,1207500000.0,91300000.0,66400000.0,,17100000.0,88900000.0,-27000000.0,1937700000.0,25300000.0,,85400000,463900000.0,224200000.0,100000.0,53700000.0,-7400000.0,,,417100000.0,0.07,-32400000.0,3149300000.0,35300000.0,-4800000.0,-400000.0,,217800000.0,110000000.0,-182900000.0,594072188.0,84900000.0,,101300000.0,88900000.0,111600000.0,3000000.0,521100000,,-152200000,-62300000.0,-192900000,-744300000.0,-190300000.0,0.07,194600000.0,,81400000.0,282800000.0,4866800000.0,730200000.0,52500000.0,-4000000.0,,-22700000.0,553800000.0,4122500000.0,12400000.0,2260500000.0,81300000.0,3400000.0,,,,
1997-05-31,,4768300000.0,,337700000.0,,5070300000.0,1213333333.0,937100000.0,220500000.0,127400000,127400000,76700000.0,42000000.0,1026800000.0,89700000.0,62100000.0,,14400000.0,93600000.0,-22100000.0,1840000000.0,-1900000.0,,127400000,448100000.0,258900000.0,-182800000.0,54900000.0,-2200000.0,,,456400000.0,0.105,-32700000.0,3230300000.0,-400000.0,-6600000.0,-1200000.0,,216100000.0,108100000.0,-187100000.0,1213333333.0,91800000.0,,106000000.0,93600000.0,88900000.0,3000000.0,596600000,,-155500000,-21800000.0,-197500000,-774000000.0,-215500000.0,0.105,242300000.0,,125100000.0,302000000.0,4878100000.0,813200000.0,72500000.0,-2300000.0,,4700000.0,643000000.0,4104100000.0,12400000.0,2355200000.0,84000000.0,600000.0,,,,
1997-08-31,,4836800000.0,,388100000.0,,5241800000.0,1191600000.0,926500000.0,197300000.0,297900000,297900000,65500000.0,43200000.0,1002000000.0,75500000.0,62100000.0,,12000000.0,215400000.0,-109400000.0,1746600000.0,3900000.0,,297900000,490700000.0,417300000.0,-8200000.0,54400000.0,13900000.0,,,496800000.0,0.25,-32700000.0,3495200000.0,-36700000.0,-1000000.0,500000.0,2100000.0,214400000.0,112000000.0,-13500000.0,1191600000.0,75100000.0,,225700000.0,215400000.0,93600000.0,3000000.0,805400000,,-36300000,-74800000.0,-79500000,-820900000.0,-40900000.0,0.25,272100000.0,,312800000.0,405000000.0,4952600000.0,744600000.0,-58200000.0,14900000.0,,121800000.0,570500000.0,4131700000.0,10300000.0,2620400000.0,86500000.0,2400000.0,,,,
