date,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue
2000-12-31,364445777.0,377415000.0,2000.0,65722000.0,0.0,178794000.0,49021000.0,27144000.0,166871000.0,73929000.0,65724000.0,,20505000.0,20505000.0,39146000.0,,20505000.0,0.0,,0.070004,52348000.0,49772000.0,52348000.0,,,50925000.0,11390000.0,52348000.0,10892000.0,2225000.0,-19082000.0,30834000.0,,231603000.0,19328000.0,0.0,66309000.0,16309000.0,-2530000.0,,0.0,,80560000.0,0.0,,-8227000.0,85679000.0,293301334.0,25204000.0,145812000.0,-13778000.0,,-19878000.0,15053000.0,12024000.0,,65588000,,18987000.0,85000.0,-27485000.0,,11271000.0,3024000.0,11779000.0,264473000,71613000.0,-5304000.0,32529000.0,0.058336,,328394000.0,165879000.0,34931000.0,,34754000,
2001-03-31,,359957000.0,0.0,63401000.0,0.0,89366000.0,61727000.0,73202000.0,73802000.0,44039000.0,63401000.0,,875000.0,875000.0,22822000.0,,875000.0,0.0,,,125550000.0,43888000.0,125550000.0,,,35409000.0,10231000.0,125550000.0,10316000.0,2768000.0,49770000.0,7294000.0,,178651000.0,22412000.0,0.0,-1525000.0,13196000.0,4036000.0,,0.0,,60980000.0,0.0,,-11377000.0,37424000.0,,52348000.0,181306000.0,50960000.0,,-19788000.0,15240000.0,508000.0,,9309000,,-17230000.0,-1407000.0,21769000.0,,12146000.0,25113000.0,11085000.0,126790000,-580000.0,-945000.0,1383000.0,,,298230000.0,115250000.0,35028000.0,,2015000,
2001-06-30,427694614.0,376423000.0,0.0,3303000.0,0.0,74120000.0,88438000.0,-19564000.0,72066000.0,41062000.0,3303000.0,,29000.0,29000.0,28501000.0,,29000.0,0.0,,0.0,105986000.0,44198000.0,105986000.0,,,37692000.0,1715000.0,105986000.0,10283000.0,753000.0,-2421000.0,7650000.0,,88771000.0,23051000.0,0.0,-32478000.0,12877000.0,-544000.0,,,,42691000.0,0.0,,-11601000.0,36457000.0,361265936.0,125550000.0,287652000.0,0.0,,-19788000.0,16513000.0,17000.0,,6415000,,-37181000.0,-23600000.0,12888000.0,,12175000.0,21517000.0,9191000.0,110577000,-29666000.0,-2812000.0,46000.0,0.0,,287985000.0,85468000.0,36301000.0,,-1235000,
2001-09-30,457177140.0,404811000.0,0.0,3425000.0,0.0,101322000.0,96688000.0,16166000.0,86391000.0,43612000.0,3425000.0,,2215000.0,2215000.0,26118000.0,,2215000.0,0.0,,0.005834,122152000.0,33892000.0,122152000.0,,,35138000.0,2337000.0,122152000.0,10458000.0,,-1840000.0,12560000.0,,109791000.0,29324000.0,0.0,11922000.0,14758000.0,10540000.0,,,,60417000.0,0.0,,-9865000.0,38282000.0,398872055.0,105986000.0,295020000.0,0.0,,-19788000.0,17209000.0,1301000.0,,15704000,,-1915000.0,-599000.0,2896000.0,,14390000.0,2199000.0,9020000.0,139604000,13762000.0,-1840000.0,3516000.0,0.005,,308123000.0,106366000.0,36997000.0,,3144000,
2001-12-31,474320283.0,594202000.0,0.0,3209000.0,0.0,253644000.0,98993000.0,72539000.0,203379000.0,83705000.0,3209000.0,,39110000.0,39110000.0,45048000.0,,39110000.0,0.0,,0.093755,194691000.0,30630000.0,194691000.0,,,55896000.0,489000.0,194691000.0,25497000.0,,-1827000.0,36167000.0,,208593000.0,20783000.0,0.0,58396000.0,10861000.0,3262000.0,,,,121190000.0,0.0,,-10300000.0,117697000.0,418851056.0,122152000.0,385609000.0,-129000.0,,-19788000.0,17598000.0,22962000.0,,97968000,,-32587000.0,-2810000.0,14133000.0,,53500000.0,16271000.0,10848000.0,371341000,60327000.0,-1931000.0,62072000.0,0.082504,,495209000.0,205384000.0,37386000.0,,61801000,
2002-03-31,,556887000.0,0.0,3122000.0,0.0,105646000.0,100014000.0,84316000.0,76733000.0,59096000.0,3122000.0,,10884000.0,10884000.0,30502000.0,35992000.0,10884000.0,0.0,,,279007000.0,20736000.0,279007000.0,,,42403000.0,168000.0,279007000.0,10899000.0,,-2613000.0,12296000.0,,126796000.0,6496000.0,0.0,64802000.0,57789000.0,9894000.0,,0.0,,64410000.0,0.0,,-11498000.0,59265000.0,,194691000.0,430091000.0,-61000.0,,-24860000.0,17832000.0,6601000.0,,29158000,,36270000.0,3657000.0,20485000.0,,64384000.0,20893000.0,11901000.0,164911000,67369000.0,-2567000.0,17485000.0,,,456873000.0,123674000.0,42692000.0,,16862000,
2002-06-30,533973300.0,854753000.0,0.0,3344000.0,0.0,111825000.0,142373000.0,271323000.0,64799000.0,62707000.0,3344000.0,,20704000.0,20704000.0,36486000.0,,20704000.0,0.0,,0.042502,550330000.0,25439000.0,550330000.0,,,48237000.0,1130000.0,550330000.0,53910000.0,536000.0,-15043000.0,20695000.0,,113068000.0,35797000.0,0.0,16188000.0,52867000.0,-4703000.0,,,,45887000.0,0.0,,-6118000.0,79433000.0,480287984.0,279007000.0,741685000.0,-1500000.0,,-24860000.0,18642000.0,11648000.0,,51891000,,-34538000.0,-1566000.0,264345000.0,,85088000.0,263161000.0,11751000.0,191258000,18048000.0,-1860000.0,32352000.0,0.038752,,712380000.0,109724000.0,43502000.0,,31196000,
2002-09-30,579867005.0,883114000.0,0.0,3222000.0,0.0,103977000.0,152239000.0,-210959000.0,61395000.0,63080000.0,3222000.0,,9086000.0,9086000.0,40602000.0,,9086000.0,-58000.0,,0.017501,553699000.0,25118000.0,339371000.0,,,53861000.0,189000.0,339371000.0,93529000.0,136000.0,-217330000.0,18508000.0,,123771000.0,15462000.0,0.0,1117000.0,68899000.0,321000.0,,,,57280000.0,0.0,,-5448000.0,65195000.0,534221287.0,550330000.0,759343000.0,0.0,,-24860000.0,19354000.0,5113000.0,,29842000,,-33599000.0,7311000.0,1445000.0,214328000.0,94174000.0,2508000.0,13259000.0,169172000,4032000.0,-2915000.0,14199000.0,0.016251,,730875000.0,120549000.0,44214000.0,,11334000,
2002-12-31,566491674.0,971117000.0,0.0,2676000.0,0.0,253302000.0,153415000.0,19613000.0,158393000.0,93815000.0,2676000.0,,44347000.0,44347000.0,44864000.0,68100000.0,44347000.0,132000.0,,0.082504,528858000.0,37284000.0,358984000.0,,-75953000.0,58622000.0,145000.0,358984000.0,42221000.0,138000.0,33938000.0,43423000.0,,203294000.0,11547000.0,0.0,24804000.0,65822000.0,-12166000.0,121165000.0,,,106658000.0,0.0,,-2295000.0,125383000.0,534421277.0,339371000.0,767823000.0,-21199000.0,,-24860000.0,19741000.0,24947000.0,,110184000,,-76670000.0,7072000.0,-43502000.0,169874000.0,138521000.0,1265000.0,13758000.0,378685000,26970000.0,-2166000.0,69294000.0,0.078754,,817702000.0,200618000.0,44601000.0,,66761000,
2003-03-31,,704816000.0,0.0,2671000.0,0.0,96069000.0,177911000.0,-73430000.0,15822000.0,58656000.0,2671000.0,,-7957000.0,-7957000.0,25173000.0,,-7957000.0,159000.0,,,406954000.0,19577000.0,285554000.0,,-24058000.0,43376000.0,147000.0,285554000.0,104962000.0,123000.0,43334000.0,29669000.0,,107076000.0,40362000.0,0.0,36989000.0,46262000.0,17707000.0,72328000.0,-159880000.0,,45602000.0,0.0,,-3434000.0,28932000.0,,358984000.0,597740000.0,21704000.0,,-29305000.0,22265000.0,-4481000.0,,15225000,,30068000.0,-9462000.0,-158198000.0,121400000.0,130564000.0,1685000.0,18203000.0,125001000,41925000.0,-4936000.0,-12438000.0,,,526905000.0,104405000.0,51570000.0,,-14444000,
2003-06-30,500081661.0,730757000.0,,,0.0,102251000.0,181751000.0,5279000.0,33328000.0,48062000.0,,,4163000.0,4163000.0,37748000.0,,4163000.0,-4000.0,,0.009375,389775000.0,25107000.0,290833000.0,,-24500000.0,51328000.0,,290833000.0,94128000.0,195000.0,16759000.0,21296000.0,,99402000.0,47569000.0,0.0,-29369000.0,67321000.0,-5530000.0,46930000.0,-55234000.0,,51340000.0,0.0,,267000.0,56474000.0,469555188.0,285554000.0,631355000.0,0.0,,-29305000.0,26358000.0,2240000.0,,26442000,,-51110000.0,1441000.0,9274000.0,98942000.0,134727000.0,67326000.0,13580000.0,158725000,-23698000.0,-5671000.0,6403000.0,0.0075,,549006000.0,99402000.0,55663000.0,,5146000,
2003-09-30,470173823.0,763056000.0,,,0.0,91189000.0,165133000.0,22613000.0,29502000.0,49947000.0,,,-10093000.0,-10093000.0,27373000.0,,-10093000.0,20000.0,,-0.020626,411436000.0,21163000.0,313446000.0,,-52811000.0,43267000.0,,313446000.0,67726000.0,88000.0,-1594000.0,15957000.0,,98962000.0,50545000.0,120823000.0,-30935000.0,103447000.0,3944000.0,53761000.0,-6201000.0,,49015000.0,0.0,,1173000.0,26334000.0,470173823.0,290833000.0,664094000.0,0.0,,-29305000.0,26562000.0,-5436000.0,,-976000,,-29197000.0,-5504000.0,52074000.0,97990000.0,124634000.0,-62548000.0,15894000.0,117523000,-28391000.0,-2544000.0,-15529000.0,-0.020626,,597923000.0,98962000.0,55867000.0,,-16933000,
2003-12-31,519179373.0,1101291000.0,0.0,,0.0,268445000.0,151709000.0,111978000.0,241929000.0,128687000.0,5381000.0,,76981000.0,76981000.0,72751000.0,,76981000.0,1000.0,5381000.0,0.163133,551677000.0,35506000.0,425424000.0,,-53747000.0,128105000.0,,425424000.0,97096000.0,43000.0,-33022000.0,46734000.0,,305004000.0,28238000.0,-120823000.0,97183000.0,84300000.0,-14343000.0,25445000.0,-11182000.0,,170936000.0,0.0,,7455000.0,240066000.0,473378996.0,313446000.0,796287000.0,-3480000.0,,-29305000.0,26375000.0,41444000.0,,158695000,,-50590000.0,22689000.0,41127000.0,126253000.0,201615000.0,173132000.0,50354000.0,508511000,98423000.0,-1240000.0,118425000.0,0.148132,,949582000.0,299623000.0,55680000.0,,111961000,
2004-03-31,,968817000.0,,,0.0,105262000.0,156942000.0,41128000.0,62577000.0,63205000.0,,,6664000.0,6664000.0,34961000.0,,6664000.0,4000.0,,,587649000.0,26427000.0,466552000.0,,-64529000.0,52992000.0,,466552000.0,92873000.0,63000.0,2688000.0,14709000.0,,136079000.0,29466000.0,0.0,18548000.0,109095000.0,9079000.0,69738000.0,0.0,,72874000.0,0.0,,9961000.0,57635000.0,,425424000.0,832738000.0,0.0,,-32700000.0,25539000.0,29000.0,,19352000,,-5675000.0,-3479000.0,15094000.0,121097000.0,208279000.0,15094000.0,18031000.0,162897000,21069000.0,-2521000.0,6693000.0,,,811875000.0,136079000.0,58239000.0,,4643000,
2004-06-30,545419839.0,985841000.0,,,0.0,119019000.0,148476000.0,-126817000.0,123048000.0,56534000.0,,,11957000.0,11957000.0,55419000.0,,11957000.0,0.0,,0.025314,539146000.0,39635000.0,339735000.0,,-95493000.0,76524000.0,,339735000.0,94066000.0,,-81412000.0,34329000.0,,132092000.0,22903000.0,0.0,-54017000.0,112039000.0,-13208000.0,15962000.0,,,75558000.0,0.0,,7384000.0,92257000.0,489806619.0,466552000.0,853749000.0,0.0,,-32700000.0,24841000.0,5888000.0,,50062000,,-107047000.0,5028000.0,8034000.0,199411000.0,220236000.0,8034000.0,21105000.0,211276000,-52136000.0,-1881000.0,17845000.0,0.022501,,837365000.0,132092000.0,57541000.0,,15733000,
2004-09-30,542852856.0,1104169000.0,,,0.0,187091000.0,149296000.0,50056000.0,138586000.0,113341000.0,,,25543000.0,25543000.0,68996000.0,,25543000.0,471000.0,,0.050628,606087000.0,63690000.0,389791000.0,,-26142000.0,88877000.0,,389791000.0,97487000.0,58000.0,-17429000.0,36049000.0,,216342000.0,22041000.0,0.0,60284000.0,125307000.0,-24055000.0,11275000.0,,,103001000.0,0.0,,8839000.0,123535000.0,492437599.0,339735000.0,887827000.0,0.0,,-32700000.0,24712000.0,11760000.0,,70707000,,-3500000.0,3904000.0,4568000.0,216296000.0,245779000.0,4568000.0,19881000.0,310626000,62846000.0,-2562000.0,37303000.0,0.047815,,954873000.0,216342000.0,57412000.0,,34658000,
2004-12-31,553188339.0,1344629000.0,0.0,,0.0,397292000.0,132328000.0,12739000.0,344894000.0,155057000.0,12712000.0,,97262000.0,97262000.0,120655000.0,,97262000.0,0.0,12712000.0,0.196885,713180000.0,41656000.0,402530000.0,,-120404000.0,145723000.0,,402530000.0,89616000.0,61000.0,-99450000.0,63046000.0,,324145000.0,15914000.0,0.0,82081000.0,98882000.0,22034000.0,24541000.0,,,156376000.0,0.0,,17818000.0,282802000.0,497112921.0,389791000.0,1020484000.0,0.0,,-32700000.0,26798000.0,43014000.0,,200125000,,-108806000.0,25282000.0,17532000.0,310650000.0,343041000.0,17532000.0,25068000.0,680094000,85668000.0,-3587000.0,140276000.0,0.177196,,1212301000.0,311433000.0,59498000.0,,137079000,
2005-03-31,,1306963000.0,,,0.0,141544000.0,184499000.0,212510000.0,109144000.0,98067000.0,,,3573000.0,3573000.0,44727000.0,,3573000.0,0.0,,,840864000.0,48018000.0,313608000.0,,-626684000.0,65216000.0,,313608000.0,105815000.0,70000.0,54395000.0,12077000.0,,207051000.0,20153000.0,0.0,112020000.0,117678000.0,-6362000.0,709372000.0,,,108984000.0,0.0,,11618000.0,62317000.0,,402530000.0,1099912000.0,-21382000.0,,-38433000.0,30490000.0,-1334000.0,,9178000,,97082000.0,-33336000.0,42520000.0,527256000.0,346614000.0,42520000.0,20489000.0,203861000,118931000.0,-6911000.0,2239000.0,,,1122464000.0,207051000.0,68923000.0,,-2899000,
2005-06-30,538269209.0,1267447000.0,,,0.0,172270000.0,197642000.0,-71267000.0,94804000.0,88558000.0,93000.0,,-3585000.0,-3585000.0,64469000.0,,-3585000.0,1343000.0,,-0.0075,785899000.0,45136000.0,242341000.0,,-73756000.0,82271000.0,,242341000.0,119132000.0,62000.0,-26520000.0,24993000.0,,154098000.0,11063000.0,0.0,-59706000.0,135398000.0,2882000.0,66892000.0,,,65447000.0,0.0,,5760000.0,68823000.0,538269209.0,313608000.0,1113349000.0,-14425000.0,,-38433000.0,31911000.0,-2515000.0,,11545000,,-72005000.0,-9304000.0,13169000.0,543558000.0,343029000.0,13169000.0,17802000.0,241093000,-54475000.0,-5231000.0,-6100000.0,-0.0075,,1069805000.0,154005000.0,70344000.0,,-13448000,
2005-09-30,725659191.0,1297501000.0,,,0.0,141458000.0,215239000.0,-39256000.0,116879000.0,85759000.0,656000.0,,-13242000.0,-13242000.0,79557000.0,,-13242000.0,4000.0,,-0.01875,750259000.0,52035000.0,203085000.0,,-58906000.0,107629000.0,,203085000.0,117508000.0,51000.0,-12942000.0,25544000.0,,177253000.0,13882000.0,0.0,-47285000.0,151473000.0,-6899000.0,65964000.0,,,90838000.0,0.0,,3007000.0,81082000.0,725659191.0,242341000.0,1120248000.0,-12508000.0,,-38433000.0,35668000.0,-6975000.0,,-1003000,,-45097000.0,-15693000.0,14195000.0,547174000.0,329787000.0,14195000.0,28072000.0,222540000,-39793000.0,-7492000.0,-20217000.0,-0.01875,,1082262000.0,176597000.0,74101000.0,,-26547000,
2005-12-31,597504000.0,1595954000.0,,,0.0,498325000.0,269506000.0,63984000.0,414492000.0,171384000.0,1216000.0,,67945000.0,67945000.0,180711000.0,,67945000.0,2948000.0,,0.125,764606000.0,84828000.0,267069000.0,,-10500000.0,233850000.0,,267069000.0,180535000.0,85000.0,44049000.0,128334000.0,,386474000.0,13033000.0,0.0,2885000.0,53661000.0,-32793000.0,49648000.0,,,213874000.0,0.0,,-687000.0,317917000.0,549930000.0,203085000.0,1209480000.0,12352000.0,,-38433000.0,39180000.0,25284000.0,,212401000,,-208317000.0,14178000.0,10486000.0,497537000.0,397732000.0,10486000.0,53139000.0,816242000,10336000.0,-7451000.0,93229000.0,0.115,,1326448000.0,385258000.0,77613000.0,,84067000,
2006-03-31,,1419523000.0,,,0.0,128309000.0,303468000.0,87262000.0,28782000.0,103169000.0,1776000.0,,-9219000.0,-9219000.0,53162000.0,100446000.0,-9219000.0,2000.0,,,944960000.0,61483000.0,354331000.0,,-99406000.0,85931000.0,,354331000.0,102432000.0,64000.0,-90383000.0,9832000.0,,193939000.0,1409000.0,0.0,159707000.0,71166000.0,23345000.0,19064000.0,,,88994000.0,0.0,,13336000.0,59816000.0,,267069000.0,1225584000.0,7081000.0,,-47831000.0,45368000.0,-9106000.0,,-16283000,,183124000.0,-17858000.0,7238000.0,590629000.0,388513000.0,7238000.0,32769000.0,188125000,169939000.0,-10232000.0,-18325000.0,,,1116055000.0,192163000.0,93199000.0,,-26115000,
2006-06-30,556670000.0,1437402000.0,,,0.0,137789000.0,373421000.0,-109308000.0,65361000.0,88264000.0,40960000.0,,-17826000.0,-17826000.0,57644000.0,180646000.0,-17826000.0,2000.0,,-0.03,792576000.0,64095000.0,245023000.0,,-63455000.0,83066000.0,,245023000.0,86172000.0,83000.0,-15619000.0,25561000.0,,202568000.0,4113000.0,0.0,-104303000.0,129704000.0,1012000.0,80967000.0,,,73344000.0,0.0,,1469000.0,50280000.0,556670000.0,354331000.0,1234834000.0,0.0,,-47831000.0,43986000.0,-6685000.0,5203000.0,-7225000,,-107924000.0,-6684000.0,4837000.0,547553000.0,370687000.0,4837000.0,25422000.0,188069000,-101672000.0,-2631000.0,-24511000.0,-0.03,,1063981000.0,161608000.0,91817000.0,,-32786000,
2006-09-30,561254000.0,1533029000.0,,,0.0,141078000.0,453394000.0,-55302000.0,97086000.0,169195000.0,41070000.0,,-24302000.0,-24302000.0,58896000.0,188254000.0,-24302000.0,0.0,,-0.045,747395000.0,71063000.0,189721000.0,,-83823000.0,84504000.0,,189721000.0,93194000.0,,-1251000.0,9241000.0,,293683000.0,5676000.0,4405000.0,-72508000.0,157607000.0,-6968000.0,100026000.0,,,83418000.0,0.0,,12575000.0,47094000.0,561254000.0,245023000.0,1239346000.0,-12500000.0,,-47831000.0,45185000.0,-5076000.0,7020000.0,-28169000,,4390000.0,-63465000.0,11490000.0,557674000.0,299379000.0,7085000.0,25608000.0,188172000,-67599000.0,-4909000.0,-29378000.0,-0.045,,1079635000.0,252613000.0,93016000.0,,-37410000,
2006-12-31,614350000.0,1891470000.0,,,0.0,483180000.0,407092000.0,178189000.0,456589000.0,247581000.0,41128000.0,,142820000.0,142820000.0,130797000.0,188398000.0,142820000.0,1823000.0,,0.255,805200000.0,85680000.0,367910000.0,,-68443000.0,167959000.0,,367910000.0,80488000.0,16000.0,118837000.0,55859000.0,,482584000.0,5941000.0,4607000.0,38288000.0,132643000.0,-14617000.0,180346000.0,,,193875000.0,0.0,,18659000.0,341079000.0,565024000.0,189721000.0,1408886000.0,12500000.0,,-47831000.0,46713000.0,40024000.0,8575000.0,228979000,,-198474000.0,36895000.0,11641000.0,437290000.0,442199000.0,7034000.0,37162000.0,824259000,43854000.0,-5566000.0,182844000.0,0.23,,1484378000.0,441456000.0,94544000.0,,173120000,
2007-03-31,,1793947000.0,,,0.0,216007000.0,392714000.0,16499000.0,148694000.0,204652000.0,41246000.0,,-14422000.0,-14422000.0,80941000.0,195374000.0,-14422000.0,-2000.0,,,954849000.0,91231000.0,384409000.0,,-263812000.0,125619000.0,,384409000.0,95633000.0,17000.0,-137209000.0,56472000.0,,382415000.0,6376000.0,0.0,147750000.0,154895000.0,-5551000.0,131432000.0,,,136517000.0,0.0,,20202000.0,96505000.0,,367910000.0,1411532000.0,0.0,,-60064000.0,46540000.0,-4045000.0,-18472000.0,27358000,,139839000.0,-10838000.0,0.0,570440000.0,427777000.0,0.0,44678000.0,312512000,152579000.0,-4829000.0,-18467000.0,,,1401233000.0,341169000.0,106604000.0,,-29114000,
2007-06-30,623986000.0,1839066000.0,,,0.0,327960000.0,395986000.0,-40428000.0,197964000.0,249940000.0,17971000.0,,27826000.0,27826000.0,104506000.0,221049000.0,27826000.0,0.0,,0.05,963796000.0,92529000.0,343981000.0,,-187495000.0,137403000.0,,343981000.0,77825000.0,24000.0,-61051000.0,86391000.0,,377573000.0,6473000.0,370000.0,-842000.0,138594000.0,-1298000.0,145864000.0,,,109662000.0,0.0,,22517000.0,167495000.0,567126000.0,384409000.0,1461493000.0,-8413000.0,,-60064000.0,48706000.0,13828000.0,8190000.0,116483000,,-123207000.0,7306000.0,11552000.0,619815000.0,455603000.0,11182000.0,32897000.0,495455000,6506000.0,-7348000.0,41654000.0,0.045,,1443080000.0,359602000.0,108770000.0,,30092000,
2007-09-30,626526000.0,1961200000.0,,,0.0,204956000.0,494316000.0,48548000.0,109725000.0,255266000.0,18325000.0,,698000.0,698000.0,89250000.0,280248000.0,698000.0,0.0,,0.0,961760000.0,189033000.0,392529000.0,,-191232000.0,122335000.0,,392529000.0,111578000.0,37000.0,-20849000.0,29054000.0,,431650000.0,10738000.0,7771000.0,31988000.0,146334000.0,-96504000.0,268369000.0,,,158059000.0,0.0,,27358000.0,112790000.0,574630000.0,343981000.0,1529550000.0,-25000000.0,,-60064000.0,53500000.0,1889000.0,7897000.0,19509000,,9890000.0,-8633000.0,26851000.0,569231000.0,456301000.0,19080000.0,33085000.0,317746000,39893000.0,-7905000.0,2587000.0,0.0,,1466884000.0,413325000.0,113564000.0,,-9545000,
2007-12-31,632944000.0,2613114000.0,,,0.0,762290000.0,435753000.0,256130000.0,704075000.0,482367000.0,21009000.0,,272196000.0,272196000.0,191159000.0,279297000.0,272196000.0,2000.0,,0.465,1188573000.0,153423000.0,648659000.0,,-128864000.0,315660000.0,,648659000.0,92495000.0,52000.0,22350000.0,92653000.0,,746714000.0,9639000.0,42407000.0,178011000.0,110738000.0,35610000.0,129217000.0,,,243338000.0,0.0,,23940000.0,720194000.0,582352000.0,392529000.0,1866400000.0,29278000.0,,-60064000.0,54203000.0,144356000.0,20035000.0,497187000,,-277176000.0,77585000.0,51109000.0,539914000.0,728497000.0,8702000.0,124501000.0,1482484000,185508000.0,-7497000.0,416552000.0,0.43,,2177361000.0,725705000.0,114267000.0,,404534000,
2008-03-31,,2530673000.0,,,156001000.0,350229000.0,551278000.0,747591000.0,203420000.0,270174000.0,26710000.0,,44163000.0,44163000.0,118637000.0,279161000.0,44163000.0,1101000.0,,,1449212000.0,146874000.0,1396250000.0,,-49052000.0,197689000.0,,1396250000.0,78494000.0,25000.0,385841000.0,35449000.0,,582781000.0,106270000.0,6603000.0,334943000.0,138647000.0,6549000.0,441488000.0,,,129896000.0,0.0,,26352000.0,252222000.0,,648659000.0,1947892000.0,85000.0,,-78046000.0,54528000.0,25912000.0,17627000.0,89982000,,296845000.0,-51708000.0,15651000.0,52962000.0,772660000.0,9048000.0,79052000.0,602451000,341593000.0,-6650000.0,70075000.0,,,1979395000.0,556071000.0,132574000.0,,54533000,
2008-06-30,646972000.0,2748556000.0,,,0.0,380174000.0,605763000.0,-203896000.0,400989000.0,445971000.0,24014000.0,,59015000.0,59015000.0,143854000.0,320706000.0,59015000.0,0.0,,0.1,1252714000.0,229409000.0,1192354000.0,,,193894000.0,,1192354000.0,81287000.0,,-21413000.0,30188000.0,,645572000.0,111443000.0,15834000.0,-236211000.0,194143000.0,-82535000.0,33029000.0,,,175587000.0,0.0,,25327000.0,274029000.0,592646000.0,1396250000.0,2102984000.0,-40298000.0,,-78046000.0,62330000.0,32068000.0,13388000.0,110323000,,-304214000.0,-20339000.0,38997000.0,60360000.0,831675000.0,23163000.0,50040000.0,654203000,-222067000.0,-14144000.0,91083000.0,0.09,,2142793000.0,621558000.0,140376000.0,,80135000,
2008-09-30,1271000000.0,13741000000.0,169000000.0,,0.0,408000000.0,9540000000.0,,316000000.0,557000000.0,865000000.0,,-108000000.0,-108000000.0,236000000.0,7270000000.0,-108000000.0,-54000000.0,696000000.0,-0.08,2936000000.0,377000000.0,2842000000.0,206000000.0,,436000000.0,,,1915000000.0,,,,,1966000000.0,107000000.0,,,344000000.0,,,,,338000000.0,0.0,,13000000.0,303000000.0,1271000000.0,,11775000000.0,,,-78046000.0,168000000.0,-62000000.0,,-133000000,,,,,94000000.0,-403000000.0,,200000000.0,711000000,,,-170000000.0,-0.08,,4201000000.0,1101000000.0,246046000.0,,-133000000,
2008-12-31,,14701000000.0,239000000.0,,350000000.0,1233000000.0,9206000000.0,116000000.0,1210000000.0,492000000.0,854000000.0,,-71000000.0,-71000000.0,343000000.0,7227000000.0,-71000000.0,-25000000.0,615000000.0,,3002000000.0,262000000.0,2958000000.0,923000000.0,,521000000.0,,2958000000.0,1717000000.0,,23000000.0,297000000.0,,3174000000.0,113000000.0,4000000.0,232000000.0,485000000.0,115000000.0,,-126000000.0,,555000000.0,0.0,,-43000000.0,406000000.0,,2842000000.0,11527000000.0,62000000.0,,-247000000.0,149000000.0,-58000000.0,41000000.0,182000000,,303000000.0,-323000000.0,-119000000.0,44000000.0,-474000000.0,3000000.0,178000000.0,1639000000,254000000.0,-22000000.0,-129000000.0,,,5495000000.0,2320000000.0,396000000.0,,-115000000,
