date,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2000-12-31,,7700000,-102600000.0,345000000.0,700000.0,-55600000.0,67300000.0,144500000.0,7700000,4500000.0,,-18800000.0,161600000.0,807200000.0,740400000.0,-6700000.0,,,101100000.0,448500000.0,,35800000.0,28100000.0,300000.0,10100000.0,2765900000.0,,,21400000.0,54400000.0,88900000.0,14900000.0,,2355300000.0,0.0,,7700000,1203100000.0,147800000.0,,-18500000.0,408200000.0,0.0,1668500000.0,596300000,46700000,1279300000.0,,,104400000.0,,-4600000.0,12600000.0,,82500000,,-3900000.0,,21400000.0,-34400000.0,,422900000.0,11300000.0,1087100000.0,65300000.0,,529900000.0,12200000.0,1138600000.0,,410600000.0,,58700000.0,-472100000.0,398200000.0,,
2001-03-31,,21100000,5300000.0,296800000.0,2300000.0,-17200000.0,91700000.0,1900000.0,21100000,12400000.0,0.1,4500000.0,153500000.0,791600000.0,739200000.0,-5900000.0,,202800000.0,93200000.0,471100000.0,,37600000.0,21400000.0,300000.0,15500000.0,2768200000.0,,211072000.0,15500000.0,55900000.0,-15300000.0,12800000.0,,2333700000.0,0.0,,21100000,,135700000.0,,-20500000.0,368100000.0,,1663600000.0,606800000,42500000,1280400000.0,,,-52800000.0,0.1,4000000.0,6100000.0,,80100000,,-4000000.0,,15500000.0,-13200000.0,210048000.0,439000000.0,,1104600000.0,55600000.0,1191400000.0,515700000.0,33500000.0,1147900000.0,,434500000.0,,32100000.0,-488800000.0,408700000.0,,
2001-06-30,,24700000,-62700000.0,296100000.0,100000.0,-33400000.0,87200000.0,96700000.0,24700000,15100000.0,0.1175,4600000.0,143300000.0,794600000.0,707100000.0,8100000.0,,197000000.0,95300000.0,458400000.0,,36100000.0,15500000.0,300000.0,23600000.0,2720900000.0,,211656000.0,23600000.0,27000000.0,63300000.0,12400000.0,,2309100000.0,0.0,,24700000,,143600000.0,,-33500000.0,377900000.0,,1599800000.0,602000000,48300000,1302100000.0,,,42600000.0,0.11625,-4000000.0,4400000.0,,84400000,,-3900000.0,,23600000.0,-23600000.0,210472000.0,459300000.0,,1112100000.0,59300000.0,1179200000.0,492100000.0,39800000.0,1107700000.0,,411800000.0,,19500000.0,-507500000.0,400600000.0,,
2001-09-30,,18400000,-5800000.0,308500000.0,1500000.0,-42600000.0,0.0,60900000.0,18400000,10900000.0,0.0875,3900000.0,146400000.0,822200000.0,695600000.0,15000000.0,,200000000.0,91400000.0,429700000.0,,36100000.0,23600000.0,300000.0,38600000.0,2770300000.0,,211968000.0,38600000.0,40500000.0,18300000.0,12300000.0,,2334300000.0,-700000.0,,18400000,1172800000.0,130200000.0,,-24100000.0,398000000.0,,1623500000.0,559900000,38800000,1343000000.0,,,10600000.0,0.0875,13900000.0,-2500000.0,,74900000,,-3900000.0,,38600000.0,-41100000.0,210720000.0,472700000.0,,1136800000.0,55500000.0,,525400000.0,29300000.0,1098100000.0,,436000000.0,,20300000.0,-520800000.0,402500000.0,,
2001-12-31,,2200000,2700000.0,325100000.0,-1100000.0,-47700000.0,8800000.0,36300000.0,2200000,1400000.0,,-24500000.0,143800000.0,838200000.0,701400000.0,-5700000.0,,203700000.0,100300000.0,442700000.0,,-5600000.0,38600000.0,300000.0,32900000.0,2770900000.0,,,32900000.0,35600000.0,-11400000.0,10300000.0,,2329600000.0,700000.0,,2200000,1160600000.0,140100000.0,,-55100000.0,410600000.0,,1655300000.0,582800000,39800000,1347700000.0,,,17500000.0,,-17200000.0,2100000.0,,76200000,,-4000000.0,,32900000.0,-45400000.0,,470900000.0,,1104200000.0,63900000.0,,455000000.0,3600000.0,1200300000.0,,441300000.0,,0.0,-509500000.0,498900000.0,,
2002-03-31,,-237000000,-38000000.0,323000000.0,5000000.0,-26000000.0,23000000.0,25000000.0,32000000,16000000.0,-1.12125,4000000.0,144000000.0,828000000.0,643000000.0,-11000000.0,,250000000.0,98000000.0,481000000.0,,27000000.0,33000000.0,0.0,22000000.0,2505000000.0,,213576000.0,22000000.0,54000000.0,-1000000.0,9000000.0,,2029000000.0,0.0,,-237000000,814000000.0,153000000.0,,-77000000.0,425000000.0,,1645000000.0,634000000,55000000,1383000000.0,,,-36000000.0,-1.12125,20000000.0,-1000000.0,,82000000,2000000.0,-4000000.0,,22000000.0,1000000.0,211888000.0,229000000.0,,851000000.0,71000000.0,,502000000.0,49000000.0,1143000000.0,,476000000.0,,36000000.0,-555000000.0,500000000.0,,
2002-06-30,,45700000,-44800000.0,336100000.0,2600000.0,-29300000.0,27900000.0,96300000.0,45700000,23600000.0,0.215,5900000.0,156000000.0,858300000.0,651100000.0,8300000.0,,295600000.0,99900000.0,538000000.0,,40900000.0,22000000.0,300000.0,30200000.0,2615800000.0,,215344000.0,30200000.0,16500000.0,67000000.0,9500000.0,,2071700000.0,0.0,,45700000,822400000.0,174400000.0,,-39900000.0,457100000.0,,1668800000.0,712400000,74500000,1446300000.0,,,12700000.0,0.2125,-15600000.0,-7300000.0,,115400000,,-4000000.0,,30200000.0,-43100000.0,212944000.0,271100000.0,,936200000.0,72700000.0,,501500000.0,69300000.0,1167300000.0,,544100000.0,,13100000.0,-588000000.0,516200000.0,,
2002-09-30,,31900000,-6300000.0,353200000.0,2000000.0,-26100000.0,33300000.0,45800000.0,31900000,16400000.0,0.14875,4700000.0,172100000.0,856400000.0,648300000.0,16100000.0,,291600000.0,73000000.0,556100000.0,,34100000.0,30200000.0,0.0,46300000.0,2672500000.0,,215912000.0,46300000.0,12600000.0,19700000.0,9300000.0,,2085100000.0,0.0,,31900000,822900000.0,127900000.0,,-30700000.0,465300000.0,,1675100000.0,684000000,54900000,1436700000.0,,,-24200000.0,0.1475,-1200000.0,-16600000.0,,89000000,,-3900000.0,,46300000.0,-24500000.0,214048000.0,299100000.0,,984900000.0,73200000.0,,511200000.0,50100000.0,1163900000.0,,587400000.0,,13400000.0,-580300000.0,515600000.0,,
2002-12-31,,40800000,-41000000.0,343300000.0,200000.0,-84700000.0,1200000.0,94300000.0,40800000,21000000.0,,5900000.0,180300000.0,894900000.0,632300000.0,-9700000.0,,292100000.0,78900000.0,554900000.0,,35400000.0,46300000.0,300000.0,36600000.0,2682900000.0,,,36600000.0,14400000.0,9600000.0,9000000.0,,2116400000.0,0.0,,40800000,827000000.0,145900000.0,,-56500000.0,435600000.0,,1687000000.0,700800000,67000000,1467800000.0,,,-25500000.0,,17300000.0,-4400000.0,,102400000,,-4100000.0,,36600000.0,-63400000.0,,335800000.0,,981400000.0,79200000.0,,451200000.0,63600000.0,1235800000.0,,566500000.0,,14200000.0,-572900000.0,603500000.0,,
2003-03-31,,44200000,-4500000.0,346900000.0,200000.0,-25300000.0,8000000.0,29200000.0,44200000,18900000.0,0.2075,6400000.0,189200000.0,897000000.0,633600000.0,-10700000.0,,358800000.0,83600000.0,624200000.0,,37500000.0,36600000.0,300000.0,25900000.0,2748300000.0,,214376000.0,25900000.0,15200000.0,3900000.0,9000000.0,,2119600000.0,0.0,,44200000,828500000.0,151500000.0,,-58900000.0,448200000.0,-200000.0,1712700000.0,775700000,67900000,1498400000.0,,,-55100000.0,0.20625,-9400000.0,-8000000.0,,105400000,,-4800000.0,,25900000.0,-34300000.0,213176000.0,375200000.0,,1025400000.0,83600000.0,,471400000.0,65300000.0,1241300000.0,,628700000.0,,14700000.0,-601400000.0,607700000.0,,
2003-06-30,,44800000,-17100000.0,353800000.0,600000.0,-39500000.0,0.0,126100000.0,44800000,19200000.0,0.2075,5100000.0,192600000.0,919900000.0,627600000.0,47500000.0,,367000000.0,77100000.0,622800000.0,16700000.0,38400000.0,25900000.0,300000.0,73400000.0,2856300000.0,,216864000.0,73400000.0,11400000.0,86600000.0,8700000.0,,2159500000.0,-1700000.0,,44800000,842900000.0,146700000.0,,-6900000.0,452800000.0,-2300000.0,1724700000.0,769500000,69600000,1549300000.0,,,39000000.0,0.20625,-11300000.0,1100000.0,,108000000,,-4800000.0,,73400000.0,-62700000.0,214680000.0,415200000.0,,1118700000.0,77000000.0,,480900000.0,66100000.0,1243800000.0,,696800000.0,,15600000.0,-629400000.0,616200000.0,,
2003-09-30,,35900000,22700000.0,368900000.0,27300000.0,-39300000.0,25300000.0,65100000.0,35900000,14200000.0,0.165,3500000.0,198400000.0,927600000.0,635000000.0,33400000.0,,381000000.0,72800000.0,595900000.0,,40200000.0,73400000.0,300000.0,106800000.0,2939500000.0,,220256000.0,106800000.0,12800000.0,25800000.0,8100000.0,,2186300000.0,0.0,,35900000,844000000.0,129300000.0,,-7700000.0,448800000.0,0.0,1745100000.0,725200000,56500000,1578300000.0,,,-12400000.0,0.1625,-22500000.0,-5100000.0,,96700000,,-4900000.0,,106800000.0,-55900000.0,217976000.0,446200000.0,,1179400000.0,72700000.0,,486900000.0,52000000.0,1258200000.0,,753200000.0,,29700000.0,-650700000.0,623200000.0,,
2003-12-31,,50000000,-5000000.0,377000000.0,11200000.0,-67900000.0,0.0,86500000.0,50000000,20900000.0,,5100000.0,201300000.0,985300000.0,634000000.0,6300000.0,,414900000.0,83200000.0,639700000.0,,45200000.0,106800000.0,300000.0,113100000.0,3038900000.0,,,113100000.0,10000000.0,18600000.0,7500000.0,,2214300000.0,0.0,,50000000,852000000.0,159100000.0,,14000000.0,460300000.0,0.0,1761300000.0,798800000,75900000,1665700000.0,,,-50000000.0,,-5600000.0,2900000.0,,121100000,,-4900000.0,,113100000.0,-75300000.0,,491300000.0,,1260400000.0,83500000.0,,470300000.0,73200000.0,1291000000.0,,824600000.0,,62500000.0,-680400000.0,657000000.0,,
2004-03-31,,51100000,-39500000.0,396100000.0,2200000.0,-40500000.0,34700000.0,66700000.0,51100000,22900000.0,0.23,6200000.0,215700000.0,993400000.0,603100000.0,-34400000.0,,515600000.0,95000000.0,730500000.0,,43500000.0,113100000.0,300000.0,78700000.0,3169800000.0,,224176000.0,78700000.0,9100000.0,26200000.0,7500000.0,,2241200000.0,0.0,,51100000,851700000.0,172600000.0,,25300000.0,551300000.0,,1815300000.0,903100000,77600000,1700400000.0,,,-40300000.0,0.2275,-21500000.0,-14200000.0,,121100000,,-6900000.0,,78700000.0,-62000000.0,221776000.0,535500000.0,,1339400000.0,94700000.0,,595100000.0,76600000.0,1220200000.0,,928600000.0,,39800000.0,-707000000.0,617100000.0,,
2004-06-30,,54700000,-30000000.0,390400000.0,1000000.0,-43700000.0,17300000.0,154800000.0,54700000,24600000.0,0.245,7800000.0,215600000.0,990900000.0,573900000.0,65300000.0,,491200000.0,88400000.0,723400000.0,,43700000.0,78700000.0,600000.0,144000000.0,3194800000.0,,225532000.0,144000000.0,9000000.0,111100000.0,7700000.0,,2231900000.0,0.0,,54700000,850600000.0,169800000.0,,13500000.0,549500000.0,,1795800000.0,893200000,81400000,1720800000.0,,,36300000.0,0.2425,-17600000.0,-1900000.0,,125100000,,-7000000.0,,144000000.0,-58800000.0,223064000.0,582900000.0,,1381600000.0,87800000.0,,575800000.0,82100000.0,1220000000.0,,962900000.0,,39600000.0,-729900000.0,646100000.0,,
2004-09-30,,44800000,-2600000.0,408100000.0,6600000.0,-42500000.0,13200000.0,99200000.0,44800000,20100000.0,0.2,6700000.0,221400000.0,1007300000.0,583000000.0,45000000.0,,497100000.0,76900000.0,694700000.0,,43100000.0,144000000.0,600000.0,189000000.0,3286700000.0,,226600000.0,189000000.0,7300000.0,56700000.0,7500000.0,,2267300000.0,0.0,,44800000,851900000.0,145100000.0,,33100000.0,542400000.0,,1818500000.0,839800000,68200000,1766600000.0,,,12100000.0,0.1975,-10400000.0,-3900000.0,,111300000,,-7000000.0,,189000000.0,-52500000.0,224100000.0,620700000.0,,1448800000.0,77400000.0,,562900000.0,66900000.0,1255600000.0,,1019400000.0,,40300000.0,-759300000.0,672600000.0,,
2004-12-31,,67700000,2700000.0,516800000.0,4600000.0,-78200000.0,39300000.0,105900000.0,67700000,13500000.0,,5400000.0,223400000.0,1077200000.0,568000000.0,40700000.0,,499100000.0,81700000.0,725500000.0,,46700000.0,189000000.0,600000.0,229700000.0,3529100000.0,,,229700000.0,16500000.0,27700000.0,7000000.0,,2454800000.0,0.0,,67700000,860800000.0,163700000.0,,55200000.0,608000000.0,,1972700000.0,889200000,82000000,1859600000.0,,,-22200000.0,,-7000000.0,7300000.0,,128700000,,-7000000.0,,229700000.0,-83900000.0,,681400000.0,,1534200000.0,79100000.0,,663800000.0,83000000.0,1308900000.0,,1074300000.0,,44200000.0,-782400000.0,740900000.0,,
2005-03-31,,77600000,334700000.0,641900000.0,1900000.0,-49300000.0,60900000.0,42400000.0,77600000,-300000.0,0.345,8100000.0,331000000.0,1299700000.0,684700000.0,-66500000.0,,654700000.0,130100000.0,869800000.0,,63500000.0,229700000.0,600000.0,163200000.0,4206400000.0,,228612000.0,163200000.0,230700000.0,-6900000.0,9300000.0,,2978900000.0,0.0,,77600000,1037300000.0,213700000.0,-23000000.0,24000000.0,677100000.0,,2506200000.0,1083500000,83600000,2350600000.0,,,-72700000.0,0.34,-3500000.0,2400000.0,,147100000,,-7900000.0,,163200000.0,-435100000.0,225704000.0,751100000.0,,1577200000.0,134200000.0,,968700000.0,78300000.0,1537500000.0,,1227500000.0,,0.0,-1050900000.0,852800000.0,,
2005-06-30,,35900000,-90800000.0,639500000.0,1400000.0,-49900000.0,49700000.0,140700000.0,35900000,12800000.0,0.16,-35000000.0,351200000.0,1257600000.0,643600000.0,-16600000.0,,640600000.0,173900000.0,878900000.0,,67100000.0,163200000.0,600000.0,146600000.0,4136900000.0,,228668000.0,146600000.0,185400000.0,90800000.0,9800000.0,,2915100000.0,0.0,,35900000,1018000000.0,232500000.0,0.0,-18200000.0,742100000.0,,2442000000.0,1111400000,58600000,2319700000.0,,,32800000.0,0.1575,-10700000.0,-35900000.0,,125700000,,-7900000.0,,146600000.0,-57500000.0,226024000.0,779200000.0,,1564400000.0,130900000.0,,977200000.0,56800000.0,1464800000.0,,1221800000.0,,0.0,-1062100000.0,821200000.0,,
2005-09-30,,61400000,-13200000.0,647900000.0,12000000.0,-51000000.0,39000000.0,69500000.0,61400000,19600000.0,0.27,8000000.0,347800000.0,1257000000.0,626600000.0,-7100000.0,,660800000.0,117700000.0,842700000.0,,62200000.0,146600000.0,600000.0,139500000.0,4159800000.0,,229932000.0,139500000.0,174000000.0,18500000.0,9600000.0,,2921500000.0,0.0,,61400000,1016600000.0,208200000.0,-2700000.0,-32000000.0,740600000.0,,2404900000.0,1050900000,90500000,2321000000.0,,,-46100000.0,0.2675,-15300000.0,2100000.0,,152700000,,-7900000.0,,139500000.0,-64300000.0,227244000.0,832700000.0,,1625500000.0,120000000.0,,953600000.0,86600000.0,1451300000.0,,1238300000.0,,0.0,-1064000000.0,824700000.0,,
2005-12-31,,64600000,-108400000.0,596000000.0,2300000.0,-96500000.0,35800000.0,143900000.0,64600000,23100000.0,,11400000.0,332000000.0,1294900000.0,440600000.0,-49800000.0,,626100000.0,109200000.0,848500000.0,,62700000.0,139500000.0,600000.0,89700000.0,4089400000.0,,,130300000.0,299900000.0,47400000.0,8300000.0,,2920700000.0,0.0,,64600000,1029800000.0,199500000.0,-6700000.0,-74200000.0,786400000.0,,2309100000.0,1048000000,90300000,2159400000.0,,,18500000.0,,-16300000.0,1300000.0,,153000000,,-16300000.0,,89700000.0,-143200000.0,,889200000.0,40600000.0,1644200000.0,110100000.0,,1122100000.0,92500000.0,1187000000.0,,1168700000.0,,0.0,-864500000.0,746400000.0,,
2006-03-31,,61300000,18700000.0,615100000.0,2400000.0,-53100000.0,38000000.0,48100000.0,61300000,26600000.0,0.2675,10500000.0,341300000.0,1301500000.0,510900000.0,-32900000.0,,703600000.0,132100000.0,928800000.0,,61100000.0,89700000.0,600000.0,56800000.0,4206200000.0,-24100000.0,231032000.0,122600000.0,262100000.0,-5000000.0,9400000.0,,2953400000.0,0.0,,61300000,1036800000.0,226400000.0,-2600000.0,-44900000.0,777000000.0,,2339300000.0,1155200000,94300000,2202600000.0,,,-77100000.0,0.265,-17200000.0,-4300000.0,,155400000,,-18200000.0,,56800000.0,-93300000.0,228724000.0,941400000.0,65800000.0,1734000000.0,132600000.0,,1077100000.0,94900000.0,1262200000.0,,1252800000.0,,0.0,-901100000.0,751300000.0,,
2006-06-30,,70200000,-101900000.0,493800000.0,4900000.0,-92400000.0,31900000.0,185100000.0,70200000,29700000.0,0.305,9200000.0,357300000.0,1459500000.0,451500000.0,10400000.0,,716700000.0,123600000.0,937600000.0,,63000000.0,56800000.0,600000.0,67200000.0,4297300000.0,6700000.0,231992000.0,128600000.0,234300000.0,92700000.0,9900000.0,,3006200000.0,0.0,,70200000,,231100000.0,-4800000.0,-3500000.0,816400000.0,,2313600000.0,1168700000,107500000,2388000000.0,,,35800000.0,0.3025,17200000.0,-5600000.0,,170500000,,-16300000.0,,67200000.0,-67000000.0,229312000.0,1002400000.0,61400000.0,1844200000.0,124300000.0,1052900000.0,1082600000.0,106100000.0,1231000000.0,,1291100000.0,,0.0,-928500000.0,779500000.0,,
2006-09-30,,39200000,66600000.0,484000000.0,3900000.0,-46400000.0,31000000.0,37500000.0,39200000,13900000.0,0.17,1900000.0,379900000.0,1445800000.0,512500000.0,-200000.0,,695600000.0,111200000.0,876500000.0,,59600000.0,67200000.0,600000.0,67000000.0,4377100000.0,-10100000.0,231960000.0,138300000.0,250500000.0,-8900000.0,9500000.0,,3032300000.0,0.0,,39200000,,183300000.0,5800000.0,-8200000.0,794400000.0,,2355800000.0,1059800000,72100000,2394300000.0,,,-76000000.0,0.17,-64400000.0,-20800000.0,,131700000,3200000.0,-9200000.0,,67000000.0,-117700000.0,229836000.0,1032400000.0,71300000.0,1877300000.0,116800000.0,1102500000.0,1075900000.0,58900000.0,1279900000.0,,1344800000.0,,0.0,-948500000.0,767400000.0,,
2006-12-31,,40900000,-43300000.0,302000000.0,15900000.0,-76400000.0,311800000.0,171400000.0,40900000,-37800000.0,,-66100000.0,386900000.0,1460700000.0,569400000.0,56300000.0,108000000.0,744000000.0,125800000.0,989500000.0,36200000.0,72900000.0,67000000.0,600000.0,123300000.0,4584000000.0,-14000000.0,,182400000.0,151700000.0,95000000.0,11400000.0,,3146500000.0,0.0,,40900000,120400000.0,212200000.0,-44800000.0,-60300000.0,534700000.0,,2546500000.0,1201700000,86400000,2449100000.0,,,10300000.0,,0.0,-2000000.0,,159300000,83000000.0,-8100000.0,,123300000.0,-63100000.0,,1064100000.0,59100000.0,1875400000.0,127500000.0,1086500000.0,1034800000.0,10400000.0,1511700000.0,,1437500000.0,,51300000.0,-988400000.0,834300000.0,,
2007-03-31,,58400000,-34800000.0,619700000.0,13100000.0,-58300000.0,39500000.0,82600000.0,58400000,24400000.0,0.2525,9900000.0,425000000.0,1460600000.0,581600000.0,-5200000.0,,795400000.0,126000000.0,1061900000.0,,64300000.0,123300000.0,600000.0,118100000.0,4705300000.0,-12500000.0,234476000.0,176100000.0,113400000.0,24300000.0,8900000.0,14400000.0,3170800000.0,-10900000.0,,58400000,,215900000.0,-7000000.0,-40300000.0,899500000.0,,2601000000.0,1277800000,89900000,2466800000.0,,,-44100000.0,0.25,0.0,-35300000.0,,154200000,4200000.0,-9800000.0,,118100000.0,-54300000.0,231664000.0,1096100000.0,58000000.0,1951900000.0,126700000.0,1090500000.0,1052400000.0,90200000.0,1548600000.0,,1534500000.0,,0.0,-1006200000.0,967000000.0,,
2007-06-30,,75700000,-64400000.0,621400000.0,4400000.0,-64200000.0,34900000.0,140800000.0,75700000,30500000.0,0.325,10000000.0,424600000.0,1476700000.0,557600000.0,400000.0,,848300000.0,134000000.0,1116700000.0,,61800000.0,118100000.0,600000.0,118500000.0,4775600000.0,-100000.0,235632000.0,176900000.0,87800000.0,76600000.0,9300000.0,300000.0,3193500000.0,10900000.0,,75700000,,247600000.0,1100000.0,-27200000.0,925600000.0,,2589300000.0,1364300000,113600000,2486200000.0,,,-7700000.0,0.3225,0.0,4900000.0,,175400000,4900000.0,-25400000.0,,118500000.0,-63800000.0,232200000.0,1161900000.0,58400000.0,2024900000.0,135200000.0,1095400000.0,1048300000.0,106200000.0,1541000000.0,,1582100000.0,,0.0,-1009500000.0,983400000.0,,
2007-09-30,,83200000,-70500000.0,580600000.0,17000000.0,-72100000.0,33900000.0,142700000.0,83200000,10900000.0,0.3575,9900000.0,450900000.0,1524900000.0,564400000.0,18900000.0,,870100000.0,130400000.0,1084900000.0,,63800000.0,118500000.0,600000.0,137400000.0,4854200000.0,-200000.0,236108000.0,176300000.0,37100000.0,70600000.0,8400000.0,21600000.0,3218600000.0,-16000000.0,,83200000,,228700000.0,-21100000.0,69100000.0,963200000.0,-21500000.0,2490200000.0,1313600000,98300000,2580200000.0,,,16900000.0,0.3525,0.0,-13400000.0,,162100000,3600000.0,5600000.0,,137400000.0,-45800000.0,231996000.0,1235200000.0,38900000.0,2194800000.0,134100000.0,1113100000.0,1034200000.0,99800000.0,1456000000.0,,1635600000.0,,0.0,-1055300000.0,891600000.0,,
2007-12-31,,71200000,10400000.0,337100000.0,11800000.0,-99300000.0,27200000.0,237400000.0,71200000,48100000.0,,12500000.0,447600000.0,1609100000.0,572600000.0,51100000.0,102100000.0,802400000.0,134700000.0,1115200000.0,363400000.0,74700000.0,137400000.0,1200000.0,188500000.0,4958500000.0,-200000.0,,203100000.0,63700000.0,138100000.0,8100000.0,24100000.0,3378200000.0,-1500000.0,,71200000,139400000.0,257700000.0,-2900000.0,127100000.0,626300000.0,-9200000.0,2519500000.0,1372900000,123000000,2647000000.0,,,82900000.0,,-138800000.0,9100000.0,,197700000,3600000.0,-9800000.0,,188500000.0,-204100000.0,,1295900000.0,14600000.0,2321100000.0,135900000.0,1168200000.0,1083900000.0,127300000.0,1435600000.0,,1580300000.0,,80800000.0,-1037900000.0,760900000.0,,
2008-03-31,,88700000,42100000.0,648100000.0,2700000.0,-75400000.0,17900000.0,74500000.0,88700000,33600000.0,0.38,8000000.0,471800000.0,1672200000.0,446700000.0,14900000.0,,955100000.0,156800000.0,1215400000.0,,72200000.0,188500000.0,1200000.0,203400000.0,5287200000.0,,236932000.0,215200000.0,282900000.0,-900000.0,6500000.0,3700000.0,3520100000.0,0.0,,88700000,,283500000.0,4000000.0,213200000.0,1035600000.0,-13500000.0,2685800000.0,1498900000,126700000,2769100000.0,,,-100300000.0,0.375,0.0,-5300000.0,,198900000,5500000.0,-21000000.0,,203400000.0,-71400000.0,232494000.0,1369500000.0,11800000.0,2479400000.0,155700000.0,1199800000.0,1336400000.0,129300000.0,1349400000.0,,1767100000.0,,0.0,-1096900000.0,902700000.0,,
2008-06-30,,87500000,-114900000.0,656800000.0,4400000.0,-86800000.0,32400000.0,192600000.0,87500000,29800000.0,0.375,14000000.0,498300000.0,1701800000.0,431100000.0,22500000.0,,951100000.0,157800000.0,1237800000.0,,81000000.0,203400000.0,1200000.0,225900000.0,5441400000.0,,236764000.0,225900000.0,195800000.0,105800000.0,10800000.0,10900000.0,3629300000.0,-12000000.0,,87500000,,278800000.0,-18900000.0,216900000.0,1120200000.0,-14200000.0,2852400000.0,1516600000,121000000,2832200000.0,,,17700000.0,0.37,0.0,-24600000.0,,202000000,1600000.0,-4800000.0,,225900000.0,-74200000.0,232500000.0,1439800000.0,,2554900000.0,159900000.0,1270700000.0,1348400000.0,122100000.0,1504000000.0,,1812100000.0,,0.0,-1130400000.0,1072900000.0,,
2008-09-30,,-130400000,62800000.0,581900000.0,9100000.0,-103400000.0,104200000.0,-2000000.0,-130400000,24300000.0,-0.56,-160000000.0,499700000.0,1611400000.0,431300000.0,-90100000.0,,849100000.0,279000000.0,1114600000.0,,70200000.0,225900000.0,1200000.0,135800000.0,4886000000.0,,231998000.0,135800000.0,283000000.0,-105400000.0,11200000.0,0.0,3261000000.0,12000000.0,,-130400000,,202300000.0,-10300000.0,40600000.0,980400000.0,-20700000.0,2628500000.0,1316900000,-76700000,2698500000.0,,,-90400000.0,-0.56,-53300000.0,-41400000.0,,-6500000,170100000.0,-25400000.0,,135800000.0,-154500000.0,231998000.0,1294600000.0,,2227000000.0,134800000.0,1067700000.0,1367600000.0,-103700000.0,1260900000.0,,1625000000.0,,0.0,-1087100000.0,829600000.0,,
2008-12-31,,-81400000,15100000.0,347400000.0,900000.0,-104100000.0,6300000.0,135700000.0,-81400000,-54400000.0,,-111900000.0,451200000.0,1586200000.0,459600000.0,-32400000.0,89600000.0,607100000.0,103000000.0,857600000.0,453700000.0,63400000.0,135800000.0,1200000.0,103400000.0,4644000000.0,,,103400000.0,320700000.0,31600000.0,10300000.0,0.0,3335800000.0,-12500000.0,,-81400000,148400000.0,73900000.0,-53100000.0,-85900000.0,466600000.0,-7500000.0,2606500000.0,931500000,-29100000,2633600000.0,,,78700000.0,,0.0,45000000.0,,34300000,116700000.0,100000.0,,103400000.0,-185000000.0,,1200500000.0,,2006000000.0,92500000.0,1052400000.0,1250000000.0,-133700000.0,1356500000.0,,1308200000.0,,75800000.0,-1047400000.0,807300000.0,,
