date,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyOtherNonCurrentAssets,quarterlyStockholdersEquity,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNetPPE,quarterlyEbitda,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
1986-06-30,,,,,,822666140.0,,,-307209.0,,,,,,,,,,,,,,,,822666140.0,,,,,,,,,,,,29696870.0,29696870.0,,,,,,,,29696870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,822666140.0,,,-290457.0,,,,,,,,,,,,,,,,822666140.0,,,,,,,,,,,,28077510.0,28077510.0,,,,,,,,28077510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,,,822666140.0,,,-280428.0,,,,,,,,,,,,,,,,822666140.0,,,,,,,,,,,,27201516.0,27201516.0,,,,,,,,27201516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,198269775.0,,,,,,159695550.0,287260425.0,-1124190.642393,,,3134700.0,163526850.0,10449000.0,,,,696600.0,,,254433150.0,,,,,,8533350.0,32827275.0,,1393200.0,19678950.0,19678950.0,,,17850375.0,188343225.0,-86451503.672302,13439621.16515,-38574225.0,,88990650.0,,90906300.0,226917450.0,,-81417596.0,,,28212300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,822666140.0,,,10688777.0,,,,,,,,,,,,,0.016195,,,822666140.0,,,,,,,,,,,,57507387.0,57507387.0,,,,0.016195,,,,57507387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,822666140.0,,,10789924.0,,,,,,,,,,,,,0.016214,,,822666140.0,,,,,,,,,,,,57575742.0,57575742.0,,,,0.016214,,,,57575742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,,,822666140.0,,,9370332.0,,,,,,,,,,,,,0.014081,,,822666140.0,,,,,,,,,,,,50077512.0,50077512.0,,,,0.014081,,,,50077512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,211772860.0,,,,,,152186580.0,306064122.0,10601987.058331,,,2979314.0,155810070.0,11112036.0,,,,644176.0,,,258395098.0,,,,,,8213244.0,47669024.0,,1207830.0,18600582.0,18600582.0,,,19969456.0,202351786.0,-73898774.516327,56686350.0534,-40905176.0,,94291262.0,,102585028.0,243256962.0,,-150078924.0,,,42918226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,822666140.0,,,22961156.0,,,,,,,,,,,,,0.032134,,,822666140.0,,,,,,,,,,,,88777294.0,88777294.0,,,,0.032134,,,,88777294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,822666140.0,,,23727506.0,,,,,,,,,,,,,0.033206,,,822666140.0,,,,,,,,,,,,91740319.0,91740319.0,,,,0.033206,,,,91740319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,,,715909687.0,,,22433750.0,,,,,,,,,,,,,0.031396,,,715909687.0,,,,,,,,,,,,86738125.0,86738125.0,,,,0.031396,,,,86738125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,320339716.920894,,,,57361220.493589,,2089734.0,447452513.049207,27972339.216034,,,2544024.0,2705833.780976,6381654.487407,,,,194918.258754,,,170361627.730198,,,,,,-22822318.958091,277090885.319009,,908580.0,22822318.958091,22822318.958091,76739471.95054,52080010.033953,39704946.0,308310037.297927,-114417052.24117,108340752.147418,-71232672.0,,127112796.128313,,167655793.949222,379241292.0,,-260214375.0,,,70258056.149597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,715909687.0,,,46046704.0,,,,,,,,,,,,,0.0,,,715909687.0,,,,,,,,,,,,157672218.0,157672218.0,,,,0.0,,,,157672218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,822666140.0,,,44242080.0,,,,,,,,,,,,,,,,822666140.0,,,,,,,,,,,,151492860.0,151492860.0,,,,,,,,151492860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,,,,715909687.0,,,41112536.0,,,,,,,,,,,,,0.0,,,715909687.0,,,,,,,,,,,,140776737.0,140776737.0,,,,0.0,,,,140776737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,470188111.153088,,,,69736599.88502,,,617981080.174113,37938233.146518,,,1574549.0,1719219.333114,8714522.700394,,4658090.703022,,230045.97569,,,251180258.639947,,,,,,-8180924.934297,366738205.469777,,911581.0,8180924.934297,8180924.934297,68060939.553219,71589218.659658,45164695.0,452433734.461235,-197375193.588699,130022427.600526,-63479186.0,,147792969.021025,,249461039.306833,517280782.0,,-422330211.0,245546773.0,,183296277.529566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,715909687.0,,,59555648.0,,,,,,,,,,,,,0.074175,,,715909687.0,,,,,,,,,,,,189833628.0,189833628.0,,,,0.074175,,,,189833628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,822666140.0,,,55917664.0,,,,,,,,,,,,,0.069549,,,822666140.0,,,,,,,,,,,,178071584.0,178071584.0,,,,0.069549,,,,178071584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,,,,715909687.0,,,53782575.0,,,,,,,,,,,,,0.066894,,,715909687.0,,,,,,,,,,,,171272325.0,171272325.0,,,,0.066894,,,,171272325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
