date,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
1995-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890877193.0,0.12,1935000000.0,1935000000.0,,,132700000.0,,,,,,,,,,,1935000000.0,,,,,,,,,,0.12,,,,1890877193.0,132700000.0,,132700000.0,,,,,,,,,
1995-12-31,1314976203.720873,,,,-2314728969.652018,,,418752704.122628,,,,,,-251869707.645714,,649800000.0,,2915816799.554979,,,971938933.184993,,27813832.746152,7869769454.230793,3005439149.514803,,,,251869707.645714,1223808640.830706,366215464.491007,,822053278.941838,,,-4752609994.437233,1763552932.814142,,4833426046.109154,120991544.594845,,,,3127510971.011805,5230545769.206997,,4864330304.71599,,,,-4123708331.78812,1648742196.674702,,,,,,,1514308671.734965,,,2875641263.366092,849867111.687991,,,120991544.594845,,144169738.549972,881000000.0,,1026700000.0,1705915075.097348,,,,,
1996-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909090909.0,0.165,2278500000.0,2278500000.0,,,315000000.0,,,,,,,,,,,2278500000.0,,,,,,,,,,0.165,,,,1909090909.0,315000000.0,,315000000.0,,,,,,,,,
1996-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909090909.0,0.165,2278500000.0,2278500000.0,,,315000000.0,,,,,,,,,,,2278500000.0,,,,,,,,,,0.165,,,,1909090909.0,315000000.0,,315000000.0,,,,,,,,,
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884800000.0,0.125,2313600000.0,2313600000.0,,,235600000.0,,,,,,,,,,,2313600000.0,,,,,,,,,,0.125,,,,1884800000.0,235600000.0,,235600000.0,,,,,,,,,
1996-12-31,1166215707.093195,,,,-2515669418.0909,,,397301092.578005,,,,,,-443538719.731479,,1993400000.0,,3120183580.504846,,,1226153371.921773,,42812617.734699,8562523546.939754,3365071753.947323,,,,443538719.731479,1669692091.653252,405863616.124944,,820289755.796828,,,-2847807606.945919,4557062756.44758,,4901188478.268315,630040528.136452,,,,3202383806.555468,5635852998.595746,,5197451792.992431,,,,-2758757362.057746,2068705688.940645,,,,,,,1601191903.277734,,,3483234578.895092,845977326.437648,,,630040528.136452,,650590584.649108,815100000.0,,1226200000.0,1698804671.712847,,,,,
1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910256410.0,0.195,2284000000.0,2284000000.0,,,372500000.0,,,,,,,,,,,2284000000.0,,,,,,,,,,0.195,,,,1910256410.0,372500000.0,,372500000.0,,,,,,,,,
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910256410.0,0.195,2284000000.0,2284000000.0,,,372500000.0,,,,,,,,,,,2284000000.0,,,,,,,,,,0.195,,,,1910256410.0,372500000.0,,372500000.0,,,,,,,,,
1997-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886075949.0,0.465,2099400000.0,2099400000.0,,,295100000.0,,,,,,,,,,,2099400000.0,,,,,,,,,,0.465,,,,1886075949.0,295100000.0,,295100000.0,,,,,,,,,
1997-12-31,1203464920.981287,,,,-2654896515.241685,,,309131786.021292,,,,,,-500892680.023805,,2774900000.0,,3225219863.783641,,,704225352.112676,,133902003.57072,8282086887.522317,3560801428.288038,,,,500892680.023805,1205118032.136481,391787343.780996,,874495801.097666,,,-4410347060.768366,2288059340.078027,,4658467235.336904,321571143.291675,,,,3079746082.126562,5880116379.025326,,4721285459.234279,,,,-4486390173.907294,2449910731.99762,,,,,,,1601864709.383059,,,3570720095.219203,862924023.011307,,,321571143.291675,,331489810.222839,693500000.0,,703700000.0,1578721153.210342,,,,,
1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876923077.0,0.195,2417500000.0,2417500000.0,,,366000000.0,,,,,,,,,,,2417500000.0,,,,,,,,,,0.195,,,,1876923077.0,366000000.0,,381000000.0,,,,,,,,,
1998-06-30,,43500000.0,,13500000.0,-2652600000.0,,,496000000.0,,,,,,236000000.0,282500000.0,5000000.0,167000000.0,3528000000.0,,548000000.0,,,438000000.0,8913000000.0,4202000000.0,,,,327000000.0,327000000.0,,,2724000000.0,1876923077.0,0.195,598500000.0,2417500000.0,,4801000000.0,366000000.0,,1546500000.0,,3225000000.0,6180600000.0,,4711000000.0,,,,501000000.0,2891000000.0,,,,,871000000.0,,,,0.195,4064000000.0,843000000.0,,1876923077.0,366000000.0,1045500000.0,381000000.0,733000000.0,665500000.0,1550000000.0,1576000000.0,,,,,
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867200000.0,0.125,2330200000.0,2330200000.0,,,233400000.0,,,,,,,,,,,2330200000.0,,,,,,,,,,0.125,,,,1867200000.0,233400000.0,,233400000.0,,,,,,,,,
1998-12-31,1324591252.38609,,,,-2976180595.900075,,,278861316.291808,,,,,,-341937090.214956,,2069400000.0,,3636816333.305669,,,273881649.929455,,637397294.381276,8979998340.111214,4516557390.654826,,,,341937090.214956,615818740.14441,395053531.413395,,976014607.02133,,,-5417783334.716574,1887387218.856337,,4753921487.260354,204960594.240186,,,,3324757241.264835,6612996929.205743,,4463440949.456386,,,,-5286652120.507926,3069134367.997344,,,,,,,1784380446.510084,,,4172960411.652419,763548842.227571,,,204960594.240186,,176620483.027637,665400000.0,,273800000.0,1429164245.995518,,,,,
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899760000.0,0.12,4521500000.0,4521500000.0,,,416000000.0,,,,,,,,,,,4521500000.0,,,,,,,,,,0.12,,,,1899760000.0,416000000.0,,733000000.0,,,,,,,,,
1999-06-30,1906000000.0,-263500000.0,,16500000.0,-5951000000.0,,,678000000.0,,,,,,225000000.0,656000000.0,5274000000.0,312000000.0,5689000000.0,,1045000000.0,1249000000.0,,3959000000.0,19630000000.0,9873000000.0,-208000000.0,,,2015000000.0,3264000000.0,0.0,,,3466666667.0,0.12,1269000000.0,4521500000.0,,8434000000.0,416000000.0,,3314000000.0,,5952000000.0,11640000000.0,,9757000000.0,,,,1009000000.0,424000000.0,,,,,1207500000.0,,,,0.12,11145000000.0,749000000.0,,3466666667.0,416000000.0,2305000000.0,733000000.0,1733000000.0,1389000000.0,0.0,2482000000.0,,,,,
1999-09-30,1993000000.0,-149000000.0,,-9000000.0,-5951000000.0,-333000000.0,-293000000.0,382000000.0,-312000000.0,,,1034000000.0,1400000000.0,226000000.0,664000000.0,5869000000.0,282000000.0,5994000000.0,,939000000.0,,701000000.0,3897000000.0,20576000000.0,10117000000.0,9346000000.0,,261000000.0,3791000000.0,3791000000.0,,2015000000.0,,3585185185.0,0.135,1169000000.0,4279000000.0,,8627000000.0,484000000.0,674000000.0,3026000000.0,2666000000.0,6251000000.0,11945000000.0,0.0,10459000000.0,,,952000000.0,908000000.0,2543000000.0,,278000000.0,,,1253000000.0,,,1005000000.0,0.135,11889000000.0,741000000.0,,3585185185.0,484000000.0,2118000000.0,657000000.0,1635000000.0,1193000000.0,0.0,2376000000.0,,,,,
1999-12-31,2154940468.487123,-686000000.0,,146000000.0,-4211928950.433545,-588646822.829041,-883000000.0,378814546.395755,-266000000.0,,,-509447198.136405,-691861200.983564,-428788663.129287,945562378.672188,5026000000.0,-91400220.007765,5978060696.259868,,-1070963245.761615,2857595121.004271,-1098094020.965446,3734162676.329753,19806258897.37285,9897131810.534489,1118000000.0,,216508735.602433,428788663.129287,3286383784.133558,443781545.231008,2666000000.0,1613206936.715413,,,-584534942.409732,5113929209.266209,,9469339653.164228,-173562766.921185,-784503170.700142,3295000000.0,2907569237.737803,7015547754.626634,10189989646.693413,-416000000.0,9909127086.83836,,,-1611000000.0,1887100168.241232,8533806781.415815,,427073896.725767,,,1174000000.0,,2906569496.570467,-247874401.449463,,10296939303.740131,739635369.483629,,,-173562766.921185,6894829041.024977,-979563025.75385,1715000000.0,1489000000.0,0.0,2453791898.537595,,,,,
2000-03-31,0.0,66000000.0,,0.0,-4214000000.0,-294619931.49048,-166000000.0,,16978092.886163,,,627000000.0,-999235.242571,0.0,596230829.283837,6888114028.519079,269652130.96471,7908797291.484107,,932796415.199554,,332000000.0,,18410249948.219547,7908797291.484107,,,260663729.785709,0.0,0.0,,2166205496.694017,,3546000000.0,0.189755,1193460144.985262,3886985613.000876,,8880543710.666773,661146865.291165,-294619931.49048,2816366764.916753,2165206261.451446,6888114028.519079,7908797291.484107,,10501452656.735441,-166000000.0,,-286630239.783319,891849231.25946,9266000000.0,,-416462741.97403,,0.0,1070618848.084123,,,0.0,0.189755,9529706253.485224,,,3552000000.0,661146865.291165,1924517533.657293,663144284.234844,925805671.950928,1216430749.621604,10501452656.735441,1992429682.147694,,,,,
2000-06-30,2370307210.126276,45000000.0,,0.0,-4214000000.0,-341462511.049567,-261000000.0,444057550.797929,529092675.971906,,,815000000.0,-145019176.167658,187000000.0,613926015.945246,6356823880.325834,305422407.992987,6015779910.971141,,987452487.080675,,474000000.0,3503453653.514217,19960586833.419132,9706257805.166096,,,252402769.320975,2953382778.669412,2953382778.669412,,2352000000.0,,,,1239855256.40165,3977033616.02132,,9279202525.512522,679026846.969986,322623550.180484,2963382334.195987,-146018411.410229,6800881431.123762,6015779910.971141,,10254329028.253036,,,-126423298.659585,975392797.023858,9266000000.0,,-238622153.40192,,0.0,1013651281.825334,,,-3000000.0,,10637378493.777063,749097083.85065,,,679026846.969986,1987989537.172129,682030079.087689,451058353.268934,1257889935.961171,4930639039.457348,2478321094.388759,,,,,
2000-09-30,11145585743.801653,21000000.0,,0.0,-4214000000.0,-365000000.0,-733000000.0,,272430072.346182,,,1290000000.0,715973517.667608,0.0,628475518.9976,,272373276.862847,9264031877.213696,,928533270.092853,,925000000.0,,20409617621.015347,9264031877.213696,,,258520262.994852,0.0,0.0,,2953000000.0,7222770779.220779,,,1187053533.087704,3774663356.574025,,9603410404.368359,651178929.415354,-1027174220.815152,2819500517.180059,2576280312.868949,7222770779.220779,9264031877.213696,1605448.351514,11145585743.801653,,,-208807456.244228,918655315.282208,10339000000.0,,469424948.50464,,0.0,955162839.393967,,,-1639253559.457916,,10806207349.468714,,,,651178929.415354,1900845201.897851,656159993.230006,,1233887357.510495,,2380639625.14758,,,,,
2000-12-31,2105986378.300872,-141000000.0,,131437447.723742,-3245608794.360139,-346000000.0,-1068000000.0,213585852.551081,-674000000.0,,,822000000.0,72296058.756362,-1021627434.579998,1055978700.416644,3680000000.0,451990587.81191,4961763651.571275,,1001737602.988372,3430816107.061776,476000000.0,2952861751.702712,18446050902.138847,7925080654.797467,1887000000.0,,157437016.127644,1021627434.579998,4452443541.641773,442107778.707133,2576280312.868949,3005138009.32011,,,1290612066.839758,6477281089.872771,,8897419046.481062,549273478.529015,-294293372.065317,2049000000.0,4238857689.090692,6900466005.496475,8207372445.931414,-400000000.0,10520970247.34138,-14606254.94548,,28000000.0,1687456701.123207,6961703907.276855,,-95138236.902139,,,-83000000.0,,2664595531.126777,391272406.402839,,9527721352.610826,631795913.490262,,,549273478.529015,7829257358.052988,549747015.176462,1364000000.0,707000000.0,0.0,1996953040.984586,,,,,
2001-03-31,0.0,-15000000.0,,0.0,-3244000000.0,-343882027.009792,-126000000.0,,-41863902.390636,,,1244000000.0,683775915.087789,0.0,669822381.566455,6971335921.889835,307998682.103533,7625210140.717332,-19935196.338232,1091451287.428968,,899000000.0,,19071996188.019897,7625210140.717332,1926000000.0,,211313007.496422,0.0,0.0,,3593317981.492766,,3532000000.0,0.219295,1302764294.92539,3978067141.865178,,9543972182.464891,780462326.583247,-343882027.009792,2907547437.187354,4277093896.580555,6971335921.889835,7625210140.717332,,11446786047.302565,-125591693.000978,,-104659741.80566,1026661683.223036,7739000000.0,,109643544.43295,,0.0,1070519704.677824,,,19935196.338232,0.219295,9528024019.725933,,,3536000000.0,780462326.583247,1880885753.964318,783452605.325435,900073830.544022,1316719288.052489,11446786047.302565,2572636260.575056,,,,,
2001-06-30,2078243404.834094,-56000000.0,,,-3244000000.0,-288758235.380052,-1324000000.0,264943299.991499,707747994.652119,,,351000000.0,-1302313431.735093,16000000.0,669000000.0,6024185911.422176,275000000.0,4961390567.000085,-25397310.533209,961000000.0,,68000000.0,2661000000.0,18429173429.48627,7658170780.085574,1520000000.0,,215819901.743894,4264277422.00561,4264277422.00561,,4316000000.0,,3524000000.0,0.195,1155819901.743894,4099000000.0,,8895244424.924202,686000000.0,-748127607.174561,2987000000.0,-618537516.647304,6289129211.413675,4961390567.000085,,10771002649.400698,,,-71633321.581606,940000000.0,8040000000.0,,-365520340.216578,,2680661995.976311,1112000000.0,,3932000000.0,-500459721.004577,0.195,9497663001.8985,642714148.083081,,3528000000.0,686000000.0,2047000000.0,686000000.0,1359000000.0,1369000000.0,4428481822.560993,2606115213.510527,,,,,
2001-09-30,11159814070.277754,-45000000.0,,,-3244000000.0,-362000000.0,-82000000.0,,165816152.208488,,,894000000.0,541380908.594522,0.0,614000000.0,,280000000.0,7945243144.531825,,991000000.0,,532000000.0,,19105057214.809578,7945243144.531825,1375000000.0,,207163783.051516,0.0,0.0,,4233000000.0,6404091926.6001,3514000000.0,0.21,1222163783.051516,3950000000.0,,9113631056.522636,711000000.0,99981417.047892,2886000000.0,3484123737.150599,6404091926.6001,7945243144.531825,4432579.762836,11159814070.277754,,,-104280513.23787,1015000000.0,8760000000.0,,-181016344.330066,,0.0,1064000000.0,,,-648784332.215631,0.2,9991425525.021355,,,3518000000.0,711000000.0,1871000000.0,711000000.0,,1353000000.0,,2709539129.922535,,,,,
2001-12-31,3436548130.712117,-14000000.0,,134807259.201139,-5004460253.113058,-395000000.0,-403000000.0,460418639.117737,295000000.0,,,637000000.0,-486959922.758139,-1007943507.257748,2006402577.310566,3230000000.0,793396363.406221,7729640846.809933,,2774719480.36954,4456935384.973047,242000000.0,3861709486.654171,26445036339.595776,11624533658.805922,1912000000.0,,531267610.339555,1007943507.257748,5464878892.230795,624261307.992967,3484123737.150599,3411660636.705752,,,3440794349.910234,11505866913.344324,,12682252154.076399,1971745798.494347,-907717158.682669,3234000000.0,5006534210.946922,9268517559.536783,12734101099.92299,-406000000.0,14820502680.789852,-841661279.521717,,-110000000.0,3047715577.938549,9874113247.024977,,-936066945.904062,,,1206000000.0,544000000.0,3415808552.37348,1500547309.143576,,13710935239.672785,908393531.232292,,,1971745798.494347,11714808944.901814,1981323116.963318,1048000000.0,1476000000.0,0.0,3413734594.539616,,,,,
2002-03-31,0.0,0.0,,0.0,-3495000000.0,-285441910.548234,-133000000.0,,-2003094.871356,,,1845000000.0,1427211535.170289,0.0,698080324.034457,7231195048.20583,356551999.543613,8217722345.826915,,1320045353.414342,,1560000000.0,,19989947629.642307,8217722345.826915,2416000000.0,,227351973.871869,0.0,0.0,,2871445461.80615,,3490000000.0,0.275401,1547397327.286211,4427855268.412345,,9495700867.134462,959487135.603856,-285441910.548234,3257042615.094985,4298656996.976439,7231195048.20583,8217722345.826915,,11772225283.815392,-133206229.676536,,-28043413.771464,1299013064.065263,8062000000.0,,409634177.648468,,0.0,1170812653.31736,,,0.0,0.275401,10494246776.769924,,,3494000000.0,959487135.603856,1958029551.029722,963493353.870729,789221846.654116,1386145815.505733,11772225283.815392,2264505818.928633,,,,,
2002-06-30,2474024313.220505,0.0,,,-3495000000.0,-350161091.046075,-1930000000.0,478713652.808438,7031608.484307,,,837000000.0,-1441291342.626752,22000000.0,723000000.0,6683888444.321805,288000000.0,6113655874.417464,,1063000000.0,,490000000.0,2763666605.347069,20319182073.2156,8899447893.671818,2977000000.0,,234264763.312335,4271211889.870002,4271211889.870002,,4292000000.0,,3472000000.0,0.225,1298264763.312335,4312000000.0,,9211215001.839588,775000000.0,-781606792.542273,3252000000.0,-14079807.456463,7162602097.130243,6113655874.417464,,11419734179.543781,,,51174530.401339,1064000000.0,8017000000.0,,-157203238.845427,,0.0,1060000000.0,,4648000000.0,-1000000.0,0.225,11056676140.544518,338921219.646799,,3476000000.0,775000000.0,2188000000.0,775000000.0,153872332.597498,1520000000.0,4674497976.453274,2048612904.709345,,,,,
2002-09-30,11531604481.476252,0.0,,0.0,-3495000000.0,-402000000.0,372000000.0,,813169606.552123,,,743000000.0,712541402.648605,0.0,744120891.44623,,236381680.547619,9003172809.86678,,902149990.87307,,341000000.0,,20534777291.343033,9003172809.86678,2463000000.0,,236845077.688146,0.0,0.0,,4247000000.0,6900802680.098542,,,1138995068.561216,4270912012.315653,,8983216683.142681,659828872.956099,35320604.422711,3110665483.755251,3615038553.876571,6900802680.098542,9003172809.86678,6476656.018394,11531604481.476252,,,-96968506.201342,900328143.72181,9114000000.0,,-99767143.670527,,0.0,1160246528.560402,,,-640178694.65601,,11551560529.743132,,,,659828872.956099,2210337340.033441,665768310.325451,,1442113826.583813,,2082414003.04414,,,,,
2002-12-31,2593000000.0,1000000.0,,140128849.158412,-4446000000.0,-306000000.0,-1621000000.0,516000000.0,-1624198120.165074,1210000000.0,,1408000000.0,-720461595.192142,46000000.0,896783771.909178,3673000000.0,292946915.846789,6597000000.0,,1064264667.57677,3962000000.0,1102000000.0,2807000000.0,21576000000.0,9450000000.0,1889000000.0,,261538185.12765,726000000.0,4688000000.0,429000000.0,3615038553.876571,3171000000.0,,,968802852.70442,4716902603.210469,,10350000000.0,433291390.104976,-511271901.332204,3669255597.922453,726000000.0,8215000000.0,11043000000.0,-415801879.834926,12126000000.0,-284913712.752436,,-714162610.428533,731211928.635315,8451000000.0,,152336204.867486,,0.0,1047647005.288016,855000000.0,2645000000.0,805635801.597389,,11172000000.0,328000000.0,,,433291390.104976,2938043669.287138,771317751.729982,597000000.0,1811530182.491487,0.0,2135000000.0,,,,,
2003-03-31,0.0,0.0,,0.0,-4446000000.0,-330000000.0,-129000000.0,,13021105.463988,,,901000000.0,455749774.378948,0.0,783289792.428632,8159427793.34695,356587343.05483,9581768235.722542,,1295131335.201634,,571000000.0,,22532080938.583576,9581768235.722542,2771000000.0,,272448898.810937,0.0,0.0,,3850336452.445416,,3434000000.0,0.270745,1567580234.012571,4742804667.584984,,10358045567.5359,933535996.453395,-330543548.821229,3605934229.484317,4306086226.824364,8159427793.34695,9581768235.722542,,12950312702.861032,-129000000.0,,-12020456.308681,1274097119.967067,9383000000.0,,-370610680.97975,,0.0,1136870438.100667,,,-330543548.821229,0.270745,12174035371.047672,,,3436000000.0,933535996.453395,2331837109.51725,938543992.146804,363598220.364477,1528513751.009357,12950312702.861032,2198617774.188952,,,,,
2003-06-30,2772704102.742333,0.0,,0.0,-4446000000.0,-343000000.0,-758000000.0,55152839.150655,153441996.334996,,,462000000.0,-573075958.116929,47000000.0,818159986.629011,7066636876.68603,254108914.992602,7024520464.061698,,925038136.688209,,119000000.0,2870977938.86434,22207710639.988083,9942629462.29085,,,145713059.38379,3998109991.228506,3998109991.228506,,4299000000.0,,,,1070751196.071999,4453751279.65365,,9415161445.145061,668918366.951268,144025170.058175,3347388180.856116,-117326183.737981,7121789715.836685,7024520464.061698,,12265081177.697233,,,-128369792.437657,892925371.468313,,,23646776.506287,,0.0,1106363098.797534,,,818900631.389125,,12731378779.603792,323899839.465104,,,668918366.951268,2454462809.387803,670929221.695607,42116412.624332,1643299962.311729,5494267083.726396,2293371729.308376,,,,,
