date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInventory,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation
2008-12-31,238124321.03,238124321.03,650100.07,-5075624.05,457312830,267068644.1,,0.0,4536083.75,1044059528.32,-243803597.21,0.0,17956000.0,284474500.0,-22208914.61,0.0,110738399.27,,554435.48,0.0,1044059528.32,-83402006.48,255089983.65,,,,,0.0,0.0,22492083.75,-5456460.66,60122144.89,,210690983.71,883649477.2,670524872.03,4211600.07,-89083530.26,17000604.96,448676745.89,0.0,8421903.93,674736472.1,,1278084841.49,,2161734318.69,,9611707.8,0.0,8421903.93,3561500.0,0.0,2778054.48,368826091.07,0.0,206778423.86,1453252991.36,79850654.82,,183666637.62,304514308.52,62850049.86,-21385086.13,,,,,,,,,,,,,
2009-03-31,253727137.37,253727137.37,7696667.21,4253373.6,457312830,183666637.62,0.030769,0.0,23632295.12,1054581588.33,-30380000.0,0.0,0.0,304101500.0,-36357786.64,0.0,109602694.51,,0.0,0.0,1054581588.33,6917859.75,315376268.32,,,,591192319.0,0.0,0.0,23632295.12,-4193954.8,82361923.44,,228881516.59,995584118.2,770850076.51,11258167.21,-8416597.99,28705864.63,605946262.25,0.0,18190532.88,782108243.72,,1327823935.43,0.030769,2323408053.63,591192319.0,19378921.52,0.0,18190532.88,3561500.0,0.0,0.0,491513344.22,0.0,307248952.46,1506366566.04,114432918.03,,190584497.37,264427541.33,85727053.4,-36325786.64,,,,,,,,,,,,,
2009-06-30,310045632.11,310045632.11,14899589.45,4583433.76,457312830,190584497.37,,,27051231.77,1078912155.87,-60000000.0,0.0,7541000.0,279063787.0,-66586086.17,0.0,108552624.52,,2249530.0,0.0,1078912155.87,54064534.74,298443138.76,,,,,,0.0,34592231.77,-8346673.54,70666965.8,,236727163.93,1004242489.56,738148195.52,78461089.45,27206725.18,31650933.67,590845884.39,,21696561.45,816609284.97,,1400369210.7,,2404611700.26,,22467798.01,60000000.0,21696561.45,3561500.0,0.0,2249530.0,484959992.02,0.0,246121871.12,1554426471.55,105885892.37,,244649032.11,245776964.07,74234958.7,-64092320.58,,,,,,,,,,,,,
2009-09-30,250414828.51,250414828.51,14153814.19,7667638.09,457312830,244649032.11,0.038462,,31285346.74,1058136462.29,-26116715.98,0.0,0.0,254132119.0,-91334209.57,0.0,180510636.61,,0.0,0.0,1058136462.29,-54427858.6,320319484.33,,,,605293011.0,,0.0,31285346.74,-12855922.25,69086111.65,,260007664.34,1050816770.96,728505239.69,162619201.19,-56061523.77,34279807.69,609738791.76,,23280500.41,891124440.88,,1446532110.22,0.038462,2497348881.18,605293011.0,23617708.65,100000000.0,23280500.41,48465387.0,0.0,-636600.0,503276718.18,0.0,290798474.78,1572804878.2,106462073.58,,190221173.51,252559293.28,72182265.89,-91488588.75,,,,,,,,,,,,,
2009-12-31,401894294.64,401894294.64,9681132.01,-3068325.25,457312830,190221173.51,,0.0,37405004.58,1095905583.15,-130242156.75,0.0,19308000.0,124024000.0,-50281692.39,0.0,198529537.76,,1318362.81,0.0,1095905583.15,174177061.13,283962384.39,,,,,2431812.6,0.0,56713004.58,-6924531.84,60385631.92,,289195107.14,1060655367.56,622324501.88,333899019.01,137507621.81,53816196.04,515396274.85,0.0,39076751.45,956223520.89,,1565531692.82,,2626187060.38,,40473329.83,270000000.0,39076751.45,54217887.0,0.0,749562.81,397677548.85,0.0,155210724.53,1633645846.35,117718726.0,,364398234.64,344219424.06,63902529.96,-48673627.66,,,,,,,,,,,,,
2010-03-31,402972897.81,402972897.81,9521536.06,6886823.99,457312830,364398234.64,0.046154,0.0,36088066.16,1110535422.74,-50000000.0,0.0,0.0,73961000.0,-77606804.3,0.0,233174476.58,,520797.82,0.0,1110535422.74,-1890896.83,362897078.77,,,,606806573.0,0.0,0.0,36088066.16,-3850370.79,87916635.21,,317201564.34,1139706212.21,638640312.0,413591923.06,-28626111.78,39438723.88,743113337.52,0.0,28006457.2,1052232235.06,,1613906427.46,0.046154,2753612639.67,606806573.0,29201242.17,350000000.0,28006457.2,54070387.0,0.0,57142.82,612038230.07,0.0,265643416.5,1663867926.5,131075107.45,,362507337.81,308483251.51,91636383.57,-76622343.03,,,,,,,,,,,,,
2010-06-30,486245596.05,486245596.05,3804820.06,7163588.22,457312830,362507337.81,,0.0,38892441.36,1115545566.53,-30000000.0,0.0,8070000.0,93619500.0,-51614415.29,0.0,231757369.42,,752706.85,0.0,1115545566.53,49022258.24,395832630.41,,,,,0.0,0.0,46962441.36,-4532225.84,78887767.71,,324211359.27,1217221255.3,715281608.83,407727707.06,36386892.19,37978939.44,625505532.02,0.0,29875436.43,1123009315.89,,1578878311.76,,2796099567.06,,31728853.14,350000000.0,29875436.43,53922887.0,0.0,752706.85,505008963.32,0.0,212700528.98,1637660330.73,120496568.7,,411529596.05,309060550.9,82517629.26,-50382060.24,,,,,,,,,,,,,
2010-09-30,494716684.71,494716684.71,2841952.06,4264667.3,457312830,411529596.05,0.053846,0.0,37413439.61,1115396531.23,0.0,0.0,0.0,67269800.0,-21591675.44,0.0,230230203.93,,1505446.58,0.0,1115396531.23,20107088.66,394175729.18,,,,590906495.0,0.0,0.0,37413439.61,-18519185.03,64709946.39,,356029401.3,1274474035.86,658661400.76,482522039.06,-13728812.51,44960496.69,677253380.84,0.0,31818042.03,1141183439.82,,1567492175.44,0.053846,2841966211.3,590906495.0,33148772.31,425904700.0,31818042.03,53775387.0,0.0,1505446.58,564231735.45,0.0,273227841.19,1664022120.76,113021645.39,,431636684.71,280464464.28,68061148.7,-19690267.32,,,,,,,,,,,,,
2010-12-31,404050284.24,404050284.24,1158541.05,4047665.39,457312830,431636684.71,,0.0,12734493.84,1125624337.81,-17233000.0,0.0,19155000.0,50000000.0,-67052773.62,0.0,228721038.46,,750158.91,150590000.0,1125624337.81,-63566400.47,334244550.35,,,,,0.0,0.0,31889493.84,-5883587.09,63099730.49,,357037601.69,1159499381.31,689634232.06,335396328.05,-38897636.55,48857152.02,568361384.24,0.0,7556667.09,1025030560.11,,1580065152.18,,2739564533.49,,8686828.45,275527900.0,7556667.09,58709887.0,1289000.13,750158.91,452412131.45,0.0,156803638.82,1676523546.19,115949252.79,,368070284.24,401543072.42,67092100.77,-65588015.36,,,,,,,,,,,,,
2011-03-31,387078844.2,387078844.2,808909.05,7968452.54,457312830,368070284.24,0.046154,0.0,37121024.17,1126828424.56,0.0,0.0,0.0,50000000.0,-52533201.66,0.0,227247873.01,,920.55,150590000.0,1126828424.56,-6991440.04,310003084.81,,,,627088102.0,0.0,0.0,37121024.17,-13288092.57,86266314.97,,385980129.47,1235126285.6,641865974.09,434638796.05,-93297580.47,45290246.75,844630005.65,0.0,28942527.78,1076504770.14,,1583083781.55,0.046154,2818210067.15,627088102.0,29152571.63,375267500.0,28942527.78,58562387.0,0.0,920.55,711058823.57,0.0,347634454.13,1703484825.97,133571182.08,,361078844.2,340278796.45,88280935.33,-52248896.5,,,,,,,,,,,,,
2011-06-30,371374174.78,371374174.78,843289.05,7449312.59,457312830,361078844.2,,0.0,40396916.59,1209246341.31,-50000000.0,0.0,11640000.0,50000000.0,-84507001.38,0.0,225791866.77,,1755013.72,150590000.0,1209246341.31,-2704669.42,289469894.42,,,,,0.0,0.0,52036916.59,-7348218.3,83554728.47,,394874096.02,1187480424.47,645267277.34,454354276.05,-16230622.57,47294527.62,678181518.89,0.0,31759608.05,1099621553.39,,1664807997.81,,2852288422.28,,32947604.0,394948600.0,31759608.05,58562387.0,882090.93,1755013.72,543649429.32,0.0,252835092.12,1713018725.62,134532089.57,,358374174.78,370243521.89,87237561.95,-82598429.97,,,,,,,,,,,,,
2011-09-30,432460485.56,432460485.56,,7473773.65,457312830,358374174.78,0.030769,,27406247.33,1310639771.63,-2000000.0,0.0,11488904.61,200000000.0,-100836624.59,0.0,229625792.85,,11763702.47,150590000.0,1310639771.63,52322830.78,355004026.25,,,,627580437.0,,,38895151.94,-21722422.4,91189193.04,,414184263.3,1350107979.34,874350240.54,463289087.0,-85135496.8,32873710.16,742935472.02,,19310167.28,1337639327.54,,1739668756.37,0.030769,3089776735.71,627580437.0,19932473.68,392461700.0,19310167.28,70827387.0,3788.53,2117796.03,614909878.72,,364953009.31,1711866958.5,128025593.3,,410697005.56,385958575.59,95151883.14,-88761845.2,,,,,,,,,,,,,
2011-12-31,299228829.32,299228829.32,4148600.75,-9298952.86,457312830,410697005.56,,,-11712661.42,1426485799.89,-300000000.0,0.0,363447.07,296147188.29,-99692118.23,0.0,223503849.92,,2997.25,179590000.0,1426485799.89,-142731656.24,358155152.42,,,,,,0.0,-11349214.35,-7014732.94,114698814.6,,402772516.2,1141043348.0,972157264.89,282293904.48,-45822246.02,31620631.39,671781058.77,,-3988637.54,1254451169.37,,1863146842.68,,3004190190.68,,-2413708.56,213321000.0,-3988637.54,64824303.73,3504303.1,-1963616.31,521962781.56,0.0,262870515.11,1709932330.07,149818277.21,,267965349.32,423789013.64,118197645.82,-98929486.35,,,,,,,,,,,,,
2012-03-31,530937132.49,530937132.49,4714081.55,4419778.13,457312830,267965349.32,0.023077,0.0,19832002.58,1492429840.83,-223521488.29,0.0,0.0,197751500.0,-67878056.95,0.0,230642870.35,,11687.67,98590000.0,1492429840.83,252690483.17,362153932.17,,,,640729253.0,0.0,0.0,19832002.58,-15729267.9,94741498.9,,417558575.89,1477547551.29,782766515.57,879067709.96,-137981897.19,35101835.75,770465178.36,-12000000.0,14786059.69,1661834225.53,,1952642311.2,0.023077,3430189862.49,640729253.0,15412224.45,292318900.0,14786059.69,68534728.41,0.0,11687.67,636553898.21,0.0,356047515.73,1727922780.96,133911280.15,,520655832.49,412429391.23,98809444.4,-79866321.2,,,,,,,,,,,,,
2012-06-30,394346006.26,394346006.26,5714867.15,2547943.44,457312830,520655832.49,,0.0,20170471.07,1590996597.59,-131694334.85,0.0,27855000.0,190000000.0,-74117305.38,0.0,243619426.04,,2574111.78,590000.0,1590996597.59,-151591126.23,414711938.59,,,,,0.0,0.0,48025471.07,-7006298.18,121992614.09,,420248314.12,1334755481.55,745068628.02,871022442.67,-46200465.14,13665401.26,767464844.87,-10000000.0,16409123.13,1616091070.69,,2063708645.45,,3398464127.0,,17622527.63,290098140.0,16409123.13,61709435.52,1101017.95,2574111.78,627621749.31,0.0,333941805.65,1740887172.03,139843095.56,,369064706.26,445934290.69,126177694.3,-81434683.99,,,,,,,,,,,,,
2012-09-30,455092254.66,455092254.66,4642367.15,50653.78,457312830,369064706.26,0.0,0.0,1484371.43,1694364198.36,-1950850.0,0.0,0.0,340000000.0,-96437417.03,-5000000.0,241182179.8,,3090.41,74715690.0,1694364198.36,39527548.4,458304931.91,,,,,0.0,0.0,1484371.43,-18605064.02,117634725.92,,421176913.4,1426491888.74,1007025501.73,801756402.67,-82524092.95,12560895.58,741657566.96,0.0,928599.28,1808781904.4,,2152297913.62,0.0,3578789802.36,,1433717.65,214098300.0,928599.28,69515735.52,2171366.12,3090.41,607139512.86,0.0,320909796.31,1730836895.31,134518054.1,,408592254.66,436779139.18,121957158.52,-96018447.77,,,,,,,,,,,,,
2012-12-31,422144079.73,422144079.73,11130228.57,1700474.52,457312830,408592254.66,,-21997322.0,-6505776.1,1696962914.94,-153356705.0,0.0,56916000.0,419855000.0,-148031677.79,0.0,257878745.07,,0.0,76411650.0,1696962914.94,-33048174.93,396429306.42,,,,,0.0,0.0,50410223.9,-42500288.34,121217299.05,,407127875.87,1399866944.29,1020426084.94,830855164.07,-81940001.87,-8024769.37,691932029.71,22000000.0,-8460204.14,1851281249.01,,2228403419.74,,3628270364.03,,-8206250.62,717647450.0,-8460204.14,88577485.5,3274881.92,0.0,575885922.65,2715585.22,255710229.48,1737287914.32,116046107.06,,375544079.73,489672752.1,124070876.43,-147858903.33,,,,,,,,,,,,,
2013-03-31,373653615.61,373653615.61,7460278.62,230112.23,457312830,375544079.73,-0.015385,0.0,-7674768.53,1745295052.65,-214798350.0,0.0,0.0,357000000.0,-100048981.88,-1800000.0,260205277.97,,0.0,76967860.0,1745295052.65,-45890464.12,366968817.02,,,,527683648.0,0.0,0.0,-7674768.53,-7274482.18,102901049.29,,399009665.9,1462394259.03,915810539.24,1052983784.08,-222689737.05,11180790.16,739080270.51,0.0,-8118209.97,1968794323.32,,2255984944.95,-0.015385,3718379203.98,527683648.0,-7904880.76,937370270.0,-8118209.97,93153235.46,2526308.06,0.0,619807316.75,2715585.22,354652474.46,1709670350.75,119272953.76,,329653615.61,531540931.0,108092163.6,-71036424.42,,,,,,,,,,,,,
2013-06-30,213384752.16,213384752.16,4672347.87,2939812.68,457312830,329653615.61,,0.0,16955440.3,1838090458.24,-236868375.0,0.0,36988000.0,162354318.0,-82508862.24,-3000000.0,257654683.25,,174625.0,200247000.0,1838090458.24,-176088863.45,430060453.65,,,,,0.0,0.0,53943440.3,-11022344.63,108511074.84,,407542521.96,1297652533.08,937095197.69,944656857.29,45509892.93,20441312.4,878053999.92,0.0,13105984.36,1881752054.98,,2328204255.72,,3625856788.8,,14015627.62,785627425.0,13105984.36,139357084.42,4066547.42,174625.0,743926342.21,2715585.22,383616725.36,1703391898.29,134127657.71,,153564752.16,490557071.79,113686345.31,-82140577.7,,,,,,,,,,,,,
2013-09-30,196626213.6,196626213.6,5957022.72,7020386.1,457312830,153564752.16,0.053846,0.0,37918933.21,1873230538.55,-53819175.0,0.0,0.0,266593218.0,-65991463.87,-51708.0,272873513.27,,3750312.94,149247000.0,1873230538.55,18241461.44,335894509.29,,,,561696953.0,0.0,0.0,37918933.21,-5103810.26,107047283.82,,437787742.48,1290322164.26,924872726.44,968054625.35,-59792252.36,8279150.7,764089972.06,0.0,30245220.52,1892927351.79,,2385189684.06,0.053846,3675511848.32,561696953.0,30898547.11,814633250.0,30245220.52,132464352.63,3746435.97,3750312.94,644919290.49,2715585.22,375965050.49,1742167744.98,119170681.57,,171806213.6,513126119.23,110891530.87,-60961050.93,,,,,,,,,,,,,
2013-12-31,380722197.93,380722197.93,6011522.02,2016297.21,457312830,171806213.6,,,3316252.2,1946377975.32,-250691763.0,0.0,68580000.0,330666322.04,-94489666.37,-640000.0,271002393.46,,452192.74,149462000.0,1946377975.32,111015434.33,358859629.19,,,,,,,71896252.2,-46830317.14,128852849.98,,435355986.5,1392886726.68,1025854254.52,1026678980.59,-13429877.88,8486533.46,788428908.2,,1512419.47,2052533235.11,,2456466507.52,,3849353234.2,,1299954.99,888767355.82,1512419.47,131900102.75,3684204.38,452192.74,647636009.13,2715585.22,297387774.27,1759529934.58,140792899.07,,282821647.93,531991971.79,132306365.61,-32758284.51,,,,,,,,,,,,,
2014-03-31,266386782.73,266386782.73,3700771.31,1638531.16,457312830,282821647.93,0.007692,0.0,5854787.25,1996436427.35,-294464681.0,0.0,0.0,179163339.14,-68838146.76,-1012500.0,268298038.72,,474214.1,24462000.0,1996436427.35,-108335415.2,427033316.62,,,,415450796.0,0.0,0.0,5854787.25,-7035943.63,124475055.74,,438551761.85,1346820204.0,821783748.03,1227230574.46,-15966682.31,19316608.63,870339004.12,0.0,3195775.35,2049014322.49,,2490822159.69,0.007692,3837642363.69,415450796.0,4216256.09,1079779864.0,3195775.35,143749939.15,3217076.27,474214.1,724006299.21,2715585.22,422639296.49,1750317495.95,146332704.91,,174486232.73,463941753.07,127016096.28,-67828332.66,,,,,,,,,,,,,
2014-06-30,253798426.16,253798426.16,5127281.39,8402424.46,457312830,174486232.73,,,46889576.16,2036455427.58,-143646093.37,0.0,33823000.0,287515875.35,-60424715.48,0.0,265494404.0,,2469224.64,4462000.0,2036455427.58,77312193.43,394773304.62,,,,,,,80712576.16,-8359325.23,131712103.73,,466196199.96,1395339221.88,888476944.18,1215423425.03,6414820.07,32271677.88,866477832.11,,36790694.71,2103900369.21,,2535974226.64,,3931313448.52,,38487151.7,1068118180.0,36790694.71,129177963.64,3428850.38,189224.64,696098416.5,,493893623.39,1787461693.61,170379415.61,,251798426.16,425935420.64,138107737.73,-57322060.84,,,,,,,,,,,,,
2014-09-30,391322095.44,391322095.44,6658484.27,6914774.88,457312830,251798426.16,0.015385,,15437473.83,2062971928.19,-90716537.09,0.0,20638954.53,457450339.17,-90291189.97,-220000.0,299060531.67,,4379127.86,155042000.0,2062971928.19,125838749.28,407879090.69,,,,527543343.0,,,36076428.36,-15028289.65,118256103.53,,474312251.39,1512291140.24,1243054874.91,1030421752.31,5776322.73,31131180.78,841785960.83,,8116051.43,2273476627.22,,2606911099.79,0.015385,4119202240.03,527543343.0,8522698.95,878336760.0,8116051.43,132426508.04,1772832.1,4379127.86,687706565.45,,433885202.49,1805367579.59,154079395.38,,377637175.44,480860241.46,122948214.6,-84829632.11,,,,,,,,,,,,,
2014-12-31,328769345.83,328769345.83,14996956.23,6194736.94,457312830,377637175.44,,-102000000.0,23303316.94,2153725916.2,-113768310.1,0.0,74816000.0,429978928.59,-40618529.37,0.0,312962415.75,,594681.2,413949645.38,2153725916.2,-124406103.7,483278283.91,,55243824.43,,,,,98119316.94,-53382987.1,208781665.08,,482238546.28,1462414595.6,1601089900.43,732190825.66,89944957.93,48263441.94,1011146973.87,-20334000.0,2622789.56,2333280726.09,,2782735118.17,,4245149713.77,,17108580.0,635948545.0,2622789.56,13001500.0,20816342.65,594681.2,747116906.14,,311949545.31,1820690172.44,264030067.73,,281435164.77,588887791.35,215766625.79,-162563137.75,,,,,,,,,,,,,
2015-03-31,303142706.49,303142706.49,15512649.66,4098806.13,457312830,281435164.77,0.023077,,20902295.16,2105275411.72,-32498896.66,0.0,19991482.35,462524434.97,-40512885.98,-5399.72,306439440.28,,10222730.19,406627121.0,2105275411.72,-32497889.24,532903564.5,,51887936.02,,617909121.0,,,40893777.51,-6328971.04,184360065.61,,496497987.54,1595954494.73,1690439752.54,725971718.68,-58660464.61,39180574.55,999523085.35,,14259441.26,2416411471.22,,2753101734.25,0.023077,4349056228.98,617909121.0,16803489.03,632569633.0,14259441.26,13001500.0,13903307.7,222730.19,769379525.06,,488621079.55,1838921894.75,230143560.29,,248937275.53,532318528.42,190962985.74,-29936155.79,,,,,,,,,,,,,
2015-06-30,506048133.46,506048133.46,15572525.07,9284245.93,457312830,248937275.53,,,23576821.4,2105427236.18,-213850311.84,0.0,20825517.65,470927586.43,-35436125.83,-2558702.84,302104882.7,,2483593.26,440287729.33,2105427236.18,228554688.03,531315669.18,,48521952.7,,,,,44402339.05,-10496602.85,146691367.07,,493359867.23,1744568882.87,1706954673.66,841580488.44,55983452.8,31461856.78,948884966.23,,11600136.29,2548535162.1,,2744596833.32,,4489165716.19,,14292575.47,694257844.0,11600136.29,3561500.0,14938552.52,2483593.26,760485790.1,,456889715.07,1838669655.88,188399176.13,,477491963.56,503338331.83,156937319.35,-20104466.95,,,,,,,,,,,,,
2015-09-30,521395758.08,521395758.08,9008039.61,9010771.32,457312830,477491963.56,0.061538,,47693116.55,2162446055.06,-375121196.08,0.0,0.0,452698390.66,-50249625.53,0.0,299116702.81,,13120307.44,275727585.33,2162446055.06,12503794.52,507445000.3,,82722590.66,,583702940.0,,0.0,47693116.55,-20232063.22,148129572.89,,529280048.13,1700341869.61,1495331117.74,1013320954.04,78716428.06,46138948.89,824916548.09,,35920180.9,2508652071.78,,2738917524.74,0.061538,4439259394.35,583702940.0,38682345.23,846049318.0,35920180.9,3561500.0,4200720.94,2543326.23,624344826.99,0.0,454863239.6,1825884260.03,200571721.1,,489995758.08,490475125.37,154432772.21,-35964918.09,,,,,,,,,,,,,
2015-12-31,476288884.09,476288884.09,10022501.42,1327041.08,457312830,489995758.08,,,25557381.92,2225750471.19,-318218887.46,15400000.0,83557299.42,530000000.0,-42887000.96,-55948099.8,294564809.7,,-195481.21,590146786.58,2225750471.19,-123356873.99,596436097.99,,97909029.94,,,,,109114681.34,-48905804.73,177850685.33,,552002849.22,1651479267.05,1950915596.72,557124521.51,103511121.57,32881243.42,823708610.12,,21282498.72,2508040118.23,,2840643169.58,,4492122436.63,,24230340.84,378200000.0,21282498.72,3561500.0,21072010.76,47500.0,606175852.65,,314348372.9,1884256560.94,217532757.47,,366638884.09,546460168.4,184651514.05,-24170702.7,,,,,,,,,,,,,
2016-03-31,449937332.14,449937332.14,6803607.59,6264751.1,457312830,366638884.09,0.030769,0.0,29771675.55,2235561418.04,-1000000.0,15400000.0,0.0,530000000.0,-47641129.62,-9078127.35,291485132.02,,12916.67,635410333.33,2235561418.04,-25851551.95,598083413.54,,97151289.74,,659644580.0,0.0,0.0,29771675.55,-4535218.93,184189083.39,,572299605.52,1680741128.71,2033863679.78,499308787.51,-152314.41,54117963.7,1004837793.33,0.0,20296756.3,2533172467.29,,2825954467.77,0.030769,4506695596.48,659644580.0,23506924.45,333200000.0,20296756.3,3561500.0,6184479.75,12916.67,759549134.57,0.0,476752183.87,1887510234.97,245288658.76,,340787332.14,451658085.26,191170695.06,-47339332.95,,,,,,,,,,,,,
2016-06-30,403202882.31,403202882.31,7949118.89,9033795.57,457312830,340787332.14,,,38114590.31,2278702600.7,-204400000.0,15400000.0,30703523.07,430000000.0,-41666630.18,80921872.65,288464500.3,,64.9,668048666.66,2278702600.7,-44484449.83,452191724.18,,100642685.39,,,,,68818113.38,-6988026.52,159952079.78,,588723738.3,1518610515.26,1830501060.3,559355660.23,-5324788.66,44169284.25,993662619.58,,25570389.38,2389856720.53,,2868435927.98,,4387046443.24,,29080794.74,330000000.0,25570389.38,3561500.0,7978060.27,64.9,781151270.59,,432153263.28,1907713627.03,212511348.99,,296302882.31,443218403.27,168342064.74,-40893403.38,,,,,,,,,,,,,
2016-09-30,608186681.54,608186681.54,9105197.36,9154390.93,457312830,296302882.31,0.069231,,55707264.07,2315602344.28,-181000000.0,15400000.0,0.0,460000000.0,-46894861.57,141991961.9,285415543.53,,7768067.25,897423666.66,2315602344.28,279925237.59,519925021.56,,99472487.38,,625633245.0,,0.0,55707264.07,-11349954.77,190423835.1,,632036809.11,1689441278.84,2173617819.42,374887051.15,111185035.94,62915691.17,977969739.89,,43313070.81,2548504870.57,,2910348227.43,0.069231,4599789506.27,625633245.0,46552873.14,100000000.0,43313070.81,3561500.0,7240056.67,7768067.25,716491406.52,0.0,480875304.06,1958248777.72,261478333.37,,576228119.9,392965465.13,198562642.2,-38411494.32,,,,,,,,,,,,,
2016-12-31,561331585.33,561331585.33,1194228.88,2468280.74,457312830,576228119.9,,,36374962.28,2395415512.56,-701400000.0,42766078.24,63660733.75,910000000.0,-90865572.53,-16803113.76,283274940.35,,71638.15,349586126.83,2395415512.56,-83135463.19,687193830.38,,118317680.77,,,,,100035696.03,-47238021.1,205624366.45,,657375780.62,1710589011.53,2270506636.21,372971901.98,106572206.02,49630034.71,1038492912.94,,33091333.19,2643478538.19,,3012196952.31,,4722785963.84,,33906681.54,100000000.0,33091333.19,3561500.0,63631331.5,-29928361.85,756392812.71,,343392085.04,1988419824.33,282100100.23,,493092656.71,559487133.74,232470065.52,-116648850.81,,,,,,,,,,,,,
2017-03-31,543195108.52,543195108.52,1325065.45,14122917.14,457312830,493092656.71,0.084615,0.0,68804145.46,2405925582.01,-45000000.0,42766078.24,0.0,1010000000.0,-139066859.2,-17261367.57,280730641.79,,50054.83,301398666.66,2405925582.01,-18213915.16,742197340.81,,118371503.83,,609232306.0,0.0,0.0,68804145.46,-7432833.25,258707682.2,,708926206.51,1823140150.13,2353728158.69,359202096.57,-84761096.44,74325602.52,1295383415.66,0.0,51550425.89,2712930255.26,,3023904452.23,0.084615,4847044602.36,609232306.0,54681228.32,100000000.0,51550425.89,3561500.0,9460175.78,30000000.0,945943210.71,0.0,509404636.57,2041574025.5,349440204.95,,474878741.55,469737430.19,275114602.43,-100816810.37,,,,,,,,,,,,,
2017-06-30,575212117.79,575212117.79,5311438.47,19399609.71,457312830,474878741.55,,,78758243.65,2468967454.8,-830000000.0,0.0,26669349.42,614000000.0,-7511067.8,46598139.34,344328302.0,,0.0,254785855.8,2468967454.8,66717376.24,602915375.27,,129544304.97,,,,,105427593.07,-21031317.31,210948193.2,,764150733.48,1861640145.2,1802450165.96,974206525.74,-52259247.14,83861110.9,1107890745.6,,55224526.97,2776656691.7,,3136037297.22,,4997677442.42,,59358633.94,670000000.0,55224526.97,3561500.0,17186139.33,0.0,797280157.34,,507897346.6,2124046473.08,310610588.26,,541596117.79,499815794.9,226749477.36,-7327367.8,,,,,,,,,,,,,
2017-09-30,794835336.46,794835336.46,8314311.71,11705967.45,457312830,541596117.79,0.115385,,80606961.15,2534610517.27,-444500000.0,0.0,0.0,370000000.0,-68711445.95,200182933.0,336432156.56,,5731512.8,96916482.18,2534610517.27,230195596.08,557049967.6,,136483667.28,,579789111.0,,0.0,80606961.15,-15099801.32,195717529.33,,831049477.0,1960374487.14,1621203386.17,1245538617.16,115656919.64,67091499.62,1049427867.78,,66898743.52,2866742003.33,,3208316535.25,0.115385,5168691022.39,579789111.0,68900993.7,949500000.0,66898743.52,2000000.0,12525976.15,0.0,773108055.16,0.0,474427867.54,2204574772.0,276319812.62,,771791713.87,468261519.77,209228313.0,-19847085.15,,,,,,,,,,,,,
