date,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyTotalNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit
2002-09-30,,,,,828396000000.0,149143000000.0,7970000000.0,3055000000.0,638000000.0,638000000.0,447000000.0,,5202000000.0,,9000000.0,56338000000.0,638000000.0,-17574000000.0,256678000000.0,,798136000000.0,0.24495,2000000.0,27623000000.0,2543718244.0,31000000.0,15926868000.0,123233000000.0,345000000.0,-2823000000.0,-35000000.0,,67739000000.0,680000000.0,-367000000.0,,-19767000000.0,5481000000.0,1210736910.0,,0.254612,2520017101.0,55000000.0,8337000000.0,-11420000000.0,,,22168000000.0,,137000000.0,775000000.0,,-180000000.0,7222000000.0,5879000000.0,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,,,,855248000000.0,153936000000.0,599000000.0,3694000000.0,98000000.0,98000000.0,1484000000.0,,5445000000.0,,161000000.0,59625000000.0,98000000.0,-3274000000.0,275033000000.0,,824460000000.0,,-129000000.0,28233000000.0,,525000000.0,13707971590.0,127290000000.0,8000000.0,-3721000000.0,-115000000.0,,56338000000.0,728000000.0,-372000000.0,,-4017000000.0,6700000000.0,-242189780.0,,,,16000000.0,971000000.0,-2884000000.0,,,23633000000.0,,-110000000.0,-12000000.0,,62000000.0,-939000000.0,5698000000.0,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,910437000000.0,165117000000.0,4261000000.0,3170000000.0,897000000.0,897000000.0,427000000.0,,4967000000.0,,52000000.0,64051000000.0,897000000.0,294000000.0,306447000000.0,,878455000000.0,0.358714,-115000000.0,29378000000.0,2458527786.0,31000000.0,13142599560.0,135705000000.0,188000000.0,-3301000000.0,-93000000.0,,60836000000.0,742000000.0,-167000000.0,,-419000000.0,5819000000.0,1589852360.0,,0.369233,2424226832.0,70000000.0,4428000000.0,4060000000.0,,,25010000000.0,,229000000.0,1126000000.0,,86000000.0,2821000000.0,5675000000.0,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,1008825000000.0,196478000000.0,-8708000000.0,4321000000.0,1211000000.0,1211000000.0,420000000.0,,5628000000.0,,1086000000.0,67690000000.0,1211000000.0,71000000.0,334494000000.0,,978796000000.0,0.499324,-1762000000.0,27109000000.0,2428485305.0,511000000.0,12664344240.0,168486000000.0,772000000.0,-3839000000.0,-128000000.0,,64051000000.0,743000000.0,-197000000.0,,9861000000.0,6713000000.0,2319071040.0,,0.506369,2387669214.0,-63000000.0,-8511000000.0,2437000000.0,,,24523000000.0,,437000000.0,1648000000.0,,216000000.0,-10164000000.0,5562000000.0,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,1006066000000.0,218830000000.0,9905000000.0,3375000000.0,1267000000.0,1267000000.0,445000000.0,,5141000000.0,,-88000000.0,60911000000.0,1267000000.0,-7933000000.0,335152000000.0,,976082000000.0,0.530264,-39000000.0,27046000000.0,2381086968.0,-9000000.0,12119214790.0,172568000000.0,146000000.0,-2209000000.0,-148000000.0,,67690000000.0,717000000.0,-225000000.0,,-17875000000.0,6411000000.0,2135736230.0,,0.547876,2316771809.0,-51000000.0,10130000000.0,-7833000000.0,,,26411000000.0,,291000000.0,1558000000.0,,-60000000.0,8441000000.0,5638000000.0,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,,,,1117809000000.0,96971000000.0,-3823000000.0,4015000000.0,1722000000.0,1722000000.0,569000000.0,,6465000000.0,,136000000.0,59162000000.0,1722000000.0,-3709000000.0,376564000000.0,,1085937000000.0,,-162000000.0,28587000000.0,,-106000000.0,11521709680.0,200966000000.0,763000000.0,-1631000000.0,-793000000.0,,60911000000.0,763000000.0,-521000000.0,,-2323000000.0,8230000000.0,2289673160.0,,,,37000000.0,-3302000000.0,-5490000000.0,,,29619000000.0,,332000000.0,2054000000.0,,173000000.0,-5721000000.0,6177000000.0,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,1318491000000.0,100719000000.0,-23444000000.0,4171000000.0,1913000000.0,1913000000.0,417000000.0,,5150000000.0,,-12000000.0,72701000000.0,1913000000.0,26580000000.0,414601000000.0,,1285168000000.0,0.819244,-127000000.0,29687000000.0,2331515151.0,114000000.0,11602232100.0,218505000000.0,186000000.0,-2262000000.0,-691000000.0,,57915000000.0,748000000.0,-312000000.0,,36243000000.0,8125000000.0,3083048700.0,,0.845566,2260816492.0,294000000.0,-23132000000.0,13100000000.0,,,30841000000.0,,457000000.0,2370000000.0,,143000000.0,-25757000000.0,5964000000.0,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,1338711000000.0,102246000000.0,21291000000.0,4829000000.0,1579000000.0,1579000000.0,443000000.0,,5520000000.0,,-315000000.0,86496000000.0,1579000000.0,-18848000000.0,427232000000.0,,1306950000000.0,0.677634,-2283000000.0,27737000000.0,2309343048.0,-242000000.0,11604633750.0,223478000000.0,156000000.0,18000000.0,-655000000.0,,72701000000.0,720000000.0,-229000000.0,,-7242000000.0,7481000000.0,2592405000.0,,0.70429,2239720496.0,-444000000.0,21520000000.0,13962000000.0,,,27004000000.0,,409000000.0,1988000000.0,,-93000000.0,20189000000.0,5762000000.0,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,1400589000000.0,96435000000.0,-20897000000.0,3489000000.0,1341000000.0,1341000000.0,505000000.0,,5623000000.0,,211000000.0,74201000000.0,1341000000.0,-6707000000.0,444480000000.0,,1367103000000.0,0.592287,-17000000.0,27716000000.0,2250958380.0,52000000.0,12639293730.0,33978000000.0,296000000.0,-14065000000.0,-805000000.0,,86496000000.0,723000000.0,-137000000.0,,8378000000.0,8136000000.0,2261689650.0,,0.611422,2188895286.0,-9000000.0,-20760000000.0,-12171000000.0,,,28446000000.0,,381000000.0,1722000000.0,,-163000000.0,-23022000000.0,7190000000.0,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,,,,1520191000000.0,103253000000.0,-2404000000.0,5103000000.0,2217000000.0,2217000000.0,665000000.0,,7731000000.0,,-1172000000.0,72537000000.0,2217000000.0,17509000000.0,468314000000.0,,1484866000000.0,,-32000000.0,30651000000.0,,-806000000.0,12132181600.0,229189000000.0,-37000000.0,-5351000000.0,-1446000000.0,,74201000000.0,790000000.0,-329000000.0,,-2467000000.0,11841000000.0,2712128820.0,,,,914000000.0,-2075000000.0,-5714000000.0,,,32822000000.0,,615000000.0,2832000000.0,,116000000.0,-5317000000.0,7655000000.0,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,1537440000000.0,126055000000.0,-21507000000.0,4578000000.0,2195000000.0,2195000000.0,392000000.0,,8264000000.0,-272000000.0,-263000000.0,86895000000.0,2195000000.0,0.0,497242000000.0,,1500864000000.0,0.986986,-166000000.0,31880000000.0,2224579090.0,286000000.0,12672679500.0,249750000000.0,,-2964000000.0,-1486000000.0,,72817000000.0,754000000.0,-277000000.0,,34063000000.0,10839000000.0,3575142900.0,,1.034776,2123538632.0,-166000000.0,-21230000000.0,12569000000.0,,,33131000000.0,,620000000.0,2815000000.0,,115000000.0,-23200000000.0,7864000000.0,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,1629774000000.0,126592000000.0,-4652000000.0,3109000000.0,1712000000.0,1674000000.0,337000000.0,,10410000000.0,,-216000000.0,86316000000.0,1674000000.0,1545163380.0,509562000000.0,,1594373000000.0,0.745702,-2534000000.0,29619000000.0,2233368004.0,-247000000.0,13628443510.0,270082000000.0,,-6590000000.0,-459000000.0,,86895000000.0,703000000.0,-241000000.0,,5497000000.0,9307000000.0,2964766220.0,,0.779069,2146319076.0,-59000000.0,-4411000000.0,870000000.0,,,30138000000.0,,489000000.0,2201000000.0,,-81000000.0,-7042000000.0,7128000000.0,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,1641900000000.0,240296000000.0,-14579000000.0,4317000000.0,2106000000.0,2140000000.0,357000000.0,,10123000000.0,,-382000000.0,82079000000.0,2140000000.0,-7000000.0,489389000000.0,,1605916000000.0,0.970897,-20000000.0,30146000000.0,2197372265.0,83000000.0,13659069350.0,274871000000.0,,-10256000000.0,-314000000.0,,86316000000.0,672000000.0,-465000000.0,,11463000000.0,10398000000.0,3601979750.0,,1.011309,2115124267.0,1707000000.0,-14114000000.0,-3033000000.0,,,29302000000.0,,567000000.0,2673000000.0,,-5000000.0,-17811000000.0,7078000000.0,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,,,,1568056000000.0,122316000000.0,-8809000000.0,4141000000.0,1651000000.0,4851000000.0,357000000.0,,9793000000.0,,-972000000.0,69292000000.0,4851000000.0,17233000000.0,504589000000.0,,1528522000000.0,,357000000.0,33735000000.0,,1378000000.0,13517688000.0,258267000000.0,,-3371000000.0,-163000000.0,,82079000000.0,663000000.0,-457000000.0,,-1895000000.0,9192000000.0,2932819900.0,,,,1181000000.0,-8352000000.0,-11218000000.0,,,33803000000.0,,318000000.0,1969000000.0,,-320000000.0,-11197000000.0,7172000000.0,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,1666641000000.0,133101000000.0,-4895000000.0,4831000000.0,2555000000.0,2833000000.0,312000000.0,169239000000.0,13188000000.0,850000000.0,1247000000.0,83358000000.0,2833000000.0,-142000000.0,535577000000.0,,1625673000000.0,1.237505,,36696000000.0,2172079813.0,415000000.0,12424410000.0,307476000000.0,,-3255000000.0,198000000.0,,69820000000.0,668000000.0,-18000000.0,,16978000000.0,9852000000.0,4176688800.0,,1.29591,2073532599.0,-111000000.0,-4877000000.0,13347000000.0,,,36748000000.0,,646000000.0,3201000000.0,,359000000.0,-9584000000.0,5304000000.0,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,1779432000000.0,139441000000.0,19262000000.0,1485000000.0,2524000000.0,2572000000.0,296000000.0,,16376000000.0,,58000000.0,101422000000.0,2572000000.0,1139000000.0,619678000000.0,,1737309000000.0,1.175149,,37168000000.0,2177819585.0,1545000000.0,11704543200.0,305492000000.0,,-34409000000.0,-620000000.0,,83358000000.0,713000000.0,-637000000.0,,-3568000000.0,10113000000.0,4130654850.0,,1.229603,2090437466.0,-76000000.0,19899000000.0,16390000000.0,,,39118000000.0,,763000000.0,3287000000.0,,8000000.0,19526000000.0,5509000000.0,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,1839001000000.0,149630000000.0,-19568000000.0,4325000000.0,1756000000.0,1759000000.0,272000000.0,566470000000.0,16614000000.0,,-164000000.0,98954000000.0,1759000000.0,-612000000.0,658240000000.0,,1795249000000.0,0.814722,650000000.0,38713000000.0,2155666138.0,-3884000000.0,12902002500.0,39501000000.0,,-962000000.0,346000000.0,,101422000000.0,169000000.0,170091750.0,,17396000000.0,8619000000.0,2814367500.0,,0.845186,2076087813.0,788000000.0,-19718000000.0,-2486000000.0,,,36833000000.0,,408000000.0,2164000000.0,,-666000000.0,-22035000000.0,5511000000.0,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,,,,1966337000000.0,57894000000.0,274000000.0,5792000000.0,2841000000.0,2980000000.0,368000000.0,733394000000.0,19975000000.0,,2501000000.0,111662000000.0,2980000000.0,-691000000.0,728154000000.0,,1920574000000.0,,-66000000.0,40767000000.0,,3676324200.0,14785195800.0,44242000000.0,,-10564000000.0,548000000.0,,98954000000.0,173000000.0,-557000000.0,,8115000000.0,10800000000.0,3742243200.0,,,,633000000.0,831000000.0,11448000000.0,,,40328000000.0,,459000000.0,3300000000.0,,-125000000.0,-4291000000.0,5672000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,2117276000000.0,176728000000.0,-12393000000.0,4764000000.0,2691000000.0,2695000000.0,319000000.0,,20272000000.0,,-486000000.0,132116000000.0,2695000000.0,-80000000.0,779353000000.0,,2069743000000.0,1.269111,,42467000000.0,2114103734.0,0.0,15157189600.0,49830000000.0,341000000.0,-15707000000.0,1057000000.0,,111988000000.0,174000000.0,-302000000.0,,32307000000.0,11187000000.0,4384441600.0,,1.323946,2033184183.0,464000000.0,-12091000000.0,19730000000.0,,,43141000000.0,,784000000.0,3475000000.0,,357000000.0,-16059000000.0,5704000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,2078524000000.0,188429000000.0,-21230000000.0,5854000000.0,4388000000.0,4601000000.0,319000000.0,,23065000000.0,,3332000000.0,124286000000.0,4601000000.0,20589000000.0,1069535000000.0,,2031550000000.0,2.197121,,41950000000.0,2092768130.0,-411288500.0,15310281000.0,52057000000.0,4100000000.0,-14472000000.0,58000000.0,,132116000000.0,169000000.0,-434000000.0,,7099000000.0,13180000000.0,6232093000.0,,2.259477,2036270598.0,554000000.0,-20796000000.0,-10366000000.0,,,42035000000.0,,593000000.0,4981000000.0,,-247000000.0,-26130000000.0,5881000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,2134952000000.0,196406000000.0,-33172000000.0,4264000000.0,-790000000.0,-714000000.0,355000000.0,,22926000000.0,,-633000000.0,119276000000.0,-714000000.0,-20788000000.0,988824000000.0,,2088210000000.0,-0.359951,-175000000.0,41448000000.0,2015265504.0,-548000000.0,14977901400.0,58914000000.0,326000000.0,-9133000000.0,-664000000.0,,124286000000.0,178000000.0,-411000000.0,,27037000000.0,5570000000.0,-813890000.0,,-0.351764,2013651349.0,1285000000.0,-32761000000.0,-6356000000.0,,,43427000000.0,,-11000000.0,-801000000.0,,-109000000.0,-34057000000.0,6202000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,,2005096000000.0,230875000000.0,19987000000.0,5849000000.0,-10851000000.0,-10801000000.0,361000000.0,290840000000.0,23246000000.0,,216000000.0,131555000000.0,-10801000000.0,698000000.0,689356000000.0,,1967566000000.0,,-98000000.0,31397000000.0,,1635918900.0,14551590150.0,16581000000.0,1291000000.0,-15750000000.0,-1080000000.0,,119276000000.0,183000000.0,-420000000.0,,-1339000000.0,4764000000.0,-12736298400.0,,,,-2469000000.0,20407000000.0,19284000000.0,,,33599000000.0,,-274000000.0,-11125000000.0,,-387000000.0,33595000000.0,6383000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,2245521000000.0,235558000000.0,18690000000.0,5434000000.0,-11684000000.0,-11563000000.0,332000000.0,170986000000.0,18664000000.0,-135000000.0,-427000000.0,155714000000.0,-11563000000.0,-1979000000.0,627145000000.0,,2222677000000.0,-5.661999,,16493000000.0,2066045015.0,7000000.0,13137382800.0,83632000000.0,,-19733000000.0,-3631000000.0,,150074000000.0,208000000.0,-299000000.0,,17603000000.0,8054000000.0,-11778616800.0,,-5.651888,2063871434.0,-10111000000.0,18989000000.0,36164000000.0,,,22751000000.0,,-299000000.0,-11983000000.0,,-917000000.0,41141000000.0,6949000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,2036706000000.0,203273000000.0,-26117000000.0,4521000000.0,-407000000.0,-350000000.0,645000000.0,146651000000.0,15973000000.0,48000000.0,-536000000.0,137708000000.0,-350000000.0,-20291000000.0,530730000000.0,,1985442000000.0,-0.137444,,43411000000.0,2591865211.0,63000000.0,13355008800.0,71421000000.0,,-19830000000.0,-3543000000.0,,155714000000.0,287000000.0,-647000000.0,,4540000000.0,7433000000.0,-4096816500.0,,-0.137444,2591865211.0,-7415000000.0,-25470000000.0,-21464000000.0,,,21792000000.0,,-3754000000.0,-4161000000.0,,-3439000000.0,-15361000000.0,7221000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,1776481000000.0,171779000000.0,32231000000.0,3633000000.0,264000000.0,263000000.0,211000000.0,139526000000.0,13320000000.0,,362000000.0,131544000000.0,263000000.0,23388000000.0,411297000000.0,,1727672000000.0,0.080268,,41293000000.0,3276523646.0,106000000.0,14136986400.0,14448000000.0,,-69602000000.0,-3195000000.0,,137708000000.0,261000000.0,53803150.0,,-35755000000.0,5291000000.0,-478175950.0,,0.089186,3105620481.0,-10326000000.0,32100000000.0,-3293000000.0,,,21515000000.0,,-812000000.0,-548000000.0,,-340000000.0,41120000000.0,6382000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,,,,1879482000000.0,174584000000.0,46103000000.0,2916000000.0,-9187000000.0,-9119000000.0,486000000.0,234397000000.0,11355000000.0,,-962000000.0,167574000000.0,-9119000000.0,-65000000.0,297786000000.0,,1841426000000.0,,,30593000000.0,,-197093600.0,12917528000.0,30540000000.0,1535000000.0,22523000000.0,-4177000000.0,,131544000000.0,273000000.0,-256000000.0,,8429000000.0,22571000000.0,-11009669200.0,,,,-14773000000.0,46359000000.0,53825000000.0,,,13890000000.0,,-1894000000.0,-11081000000.0,,-1852000000.0,71529000000.0,6255000000.0,,,,,,,,,,,,,,,,,,,,,,
