date,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyChangeInInventory
2009-03-31,834488844,381948821.0,57985630.0,,20603806883,1018530190.0,1708054960,567250725.0,,24019916803.0,661792512,484053952.0,1632421530,-271019791,0.5,901298374,243287532.0,,,4079162990,5716626749.0,172696332,381948821,,11261817723,36556158,5106517081,,11157191479,,1753435018.0,9446615404,1260556.0,-1260557.0,484053952.0,1201310979.0,242026976,,1734526661.0,,-132358502,-104626245,1139543678,229421404,-74372872,24019916803,1415605698.0,141182403,4849363419.0,,0.0,138661288.0,781545443,873566116,,635320812.0,,0.5,0.0,849615530,242026976,31970250851,27891087861,1007185176,97062902,1771082818.0,1632421530.0,-13866129.0,,94541788.0,-234463633.0,199168032,,,,,
2009-06-30,841000000,287000000.0,,,18393000000,,1707000000,-80250725.0,,,567000000,487100000.0,750000000,-7980209,1.17,1095000000,-354287532.0,,,3264000000,6287000000.0,274000000,726000000,,11740000000,49000000,4923000000,,16562000000,,1711000000.0,1831000000,46739444.0,0.0,487100000.0,1168000000.0,570000000,1272000000.0,740000000.0,12000000.0,-117641498,-1261373755,418456322,534000000,323000000,23236000000,1451000000.0,175000000,10471000000.0,,0.0,12000000.0,-881545443,866000000,,967000000.0,,1.17,5081000000.0,1632421530,570000000,30223000000,26959000000,300814824,164000000,762000000.0,750000000.0,-7133871.0,770000000.0,132458212.0,-69536367.0,195831968,,,,,
2009-09-30,694000000,317000000.0,,,15790000000,,2131000000,198000000.0,,,624000000,572000000.0,1082000000,-63000000,1.06,1292000000,-374000000.0,,,3606000000,6896000000.0,70000000,842000000,,14040000000,57000000,4845000000,,13608000000,-1980000000.0,1671000000.0,2182000000,112000000.0,0.0,588700000.0,1132000000.0,609000000,1256000000.0,722000000.0,16000000.0,-126000000,-324000000,765000000,583000000,392000000,22656000000,1411000000.0,180000000,7631000000.0,,0.0,,332000000,1437000000,,889000000.0,,1.07,6742000000.0,750000000,609000000,29911000000,26305000000,639000000,175000000,1082000000.0,1082000000.0,1658000000.0,862000000.0,3000000.0,-52000000.0,275000000,,,,,
2009-12-31,777000000,341000000.0,,,15292000000,,2167000000,24000000.0,,26400000000.0,758000000,,1329000000,3000000,,1156000000,11000000.0,,,3676000000,7307000000.0,19000000,689000000,,14490000000,51000000,5007000000,-3974000000.0,12919000000,-352000000.0,1662000000.0,2373000000,71000000.0,0.0,,1029000000.0,411000000,1252000000.0,857000000.0,-30000000.0,-214000000,-388000000,644000000,416000000,139000000,22426000000,1375000000.0,199000000,6883000000.0,,0.0,,247000000,1390000000,,843000000.0,,,0.0,1082000000,411000000,29873000000,26197000000,430000000,209000000,1329000000.0,1329000000.0,-36000000.0,1121000000.0,162000000.0,-16000000.0,258000000,,,,,
2010-03-31,844000000,312000000.0,,,12943000000,,1900000000,68000000.0,,,518000000,589200000.0,774000000,1022000000,1.53,1541000000,-30000000.0,,,2862000000,8215000000.0,326000000,1141000000,,15376000000,70000000,4927000000,,11531000000,-2019000000.0,1647000000.0,1412000000,91000000.0,0.0,589400000.0,993000000.0,908000000,1348000000.0,825000000.0,17000000.0,-147000000,-2028000000,480000000,937000000,784000000,21735000000,1299000000.0,203000000,5611000000.0,4000000.0,0.0,,-555000000,1056000000,,784000000.0,,1.54,6763000000.0,1329000000,908000000,28417000000,25555000000,333000000,161000000,774000000.0,774000000.0,-13000000.0,182000000.0,1082000000.0,-4000000.0,239000000,,,,,
2010-06-30,985000000,309000000.0,,,12951000000,1083000000.0,2110000000,-101000000.0,,,708000000,589400000.0,758000000,-160000000,0.44,872000000,13000000.0,,,2816000000,8357000000.0,277000000,486000000,,15518000000,15000000,5074000000,,11689000000,-436000000.0,1668000000.0,1262000000,0.0,0.0,589400000.0,998000000.0,260000000,1328000000.0,874000000.0,18000000.0,-161000000,-446000000,574000000,286000000,-80000000,21884000000,1335000000.0,198000000,5617000000.0,,0.0,,-16000000,1125000000,,723000000.0,,0.44,6764000000.0,774000000,260000000,28570000000,25754000000,413000000,142000000,758000000.0,758000000.0,-34000000.0,61000000.0,9000000.0,-8000000.0,244000000,,,,,
2010-09-30,1005000000,278000000.0,,,13480000000,,2520000000,-88000000.0,,,911000000,589500000.0,1177000000,-226000000,0.56,933000000,92000000.0,,,3789000000,8688000000.0,94000000,578000000,,15824000000,75000000,5113000000,,11748000000,-1428000000.0,1652000000.0,1732000000,0.0,0.0,589500000.0,1015000000.0,331000000,1325000000.0,903000000.0,15000000.0,-202000000,-73000000,730000000,355000000,-202000000,21743000000,1391000000.0,222000000,5620000000.0,,0.0,,419000000,1515000000,,1221000000.0,,0.56,6767000000.0,758000000,331000000,29412000000,25623000000,528000000,132000000,1177000000.0,1177000000.0,-9000000.0,323000000.0,1000000.0,-25000000.0,223000000,,,,,
2010-12-31,1204000000,294000000.0,,,13033000000,1498000000.0,2809000000,59000000.0,,26682000000.0,1088000000,,832000000,-162000000,,1084000000,-130000000.0,-89000000.0,,3306000000,8872000000.0,116000000,710000000,,16052000000,103000000,5223000000,-4796000000.0,11293000000,-1171000000.0,1637000000.0,1740000000,0.0,0.0,,1187000000.0,361000000,1371000000.0,1009000000.0,-29000000.0,-300000000,-1121000000,959000000,397000000,363000000,21886000000,1380000000.0,309000000,4883000000.0,26000000.0,0.0,,-345000000,1605000000,,,,,0.0,1177000000,361000000,29209000000,25903000000,659000000,140000000,832000000.0,832000000.0,56000000.0,65000000.0,147000000.0,-9000000.0,234000000,,,,,
2011-03-31,897000000,,,,12786000000,1297000000.0,2366000000,-120000000.0,,,832000000,590700000.0,1046000000,-223000000,0.78,1085000000,181000000.0,-198000000.0,,3496000000,,65000000,738000000,,16216000000,15000000,4928000000,,11276000000,-67000000.0,1627000000.0,1510000000,3000000.0,0.0,590800000.0,6348000000.0,461000000,1003000000.0,477000000.0,7000000.0,-226000000,-296000000,754000000,487000000,12000000,22223000000,1390000000.0,251000000,,3000000.0,150000000.0,,214000000,1469000000,,1060000000.0,,0.78,,832000000,461000000,29126000000,25630000000,528000000,131000000,1046000000.0,1046000000.0,-34000000.0,63000000.0,,,216000000,,,,,
2011-06-30,1197000000,,,,13007000000,1240000000.0,2796000000,-586000000.0,,,1141000000,590800000.0,1314000000,-191000000,1.28,1514000000,329000000.0,21000000.0,,4246000000,,56000000,1149000000,,16715000000,32000000,5051000000,,11424000000,-11000000.0,1624000000.0,1583000000,81000000.0,0.0,590800000.0,1107000000.0,756000000,1035000000.0,473000000.0,24000000.0,-272000000,-159000000,621000000,783000000,117000000,22235000000,1553000000.0,366000000,4700000000.0,,0.0,,268000000,1599000000,,1379000000.0,,1.28,,1046000000,756000000,29865000000,25619000000,349000000,135000000,1314000000.0,1314000000.0,-169000000.0,62000000.0,,,230000000,,,,,
2011-09-30,1571000000,131000000.0,,,15933000000,1343000000.0,3380000000,81000000.0,,,1365000000,590800000.0,4260000000,-369000000,1.37,1712000000,322000000.0,-177000000.0,,7354000000,10509000000.0,206000000,1309000000,,17540000000,28000000,5359000000,,14064000000,-15000000.0,1661000000.0,1869000000,0.0,0.0,594160584.0,1066000000.0,814000000,952000000.0,543000000.0,39000000.0,-364000000,1621000000,1383000000,839000000,77000000,22755000000,1657000000.0,470000000,6879000000.0,,0.0,,2946000000,1809000000,,1437000000.0,,1.38,6807000000.0,1314000000,814000000,33640000000,26286000000,1019000000,160000000,4260000000.0,4260000000.0,-95000000.0,368000000.0,63000000.0,-68000000.0,243000000,,,,,
2011-12-31,1212000000,16000000.0,,,16326000000,787000000.0,2972000000,-49000000.0,,30168000000.0,942000000,,4405000000,-627000000,,1361000000,-277000000.0,0.0,,7389000000,10858000000.0,270000000,970000000,,17721000000,56000000,5342000000,-7018000000.0,14204000000,-11000000.0,1647000000.0,2122000000,0.0,0.0,,62000000.0,637000000,1853000000.0,0.0,-69000000.0,-374000000,-315000000,1199000000,659000000,162000000,23150000000,1641000000.0,311000000,6676000000.0,,87000000.0,,145000000,1760000000,349000000.0,1242000000.0,,,0.0,4260000000,637000000,34219000000,26830000000,825000000,169000000,4405000000.0,4405000000.0,-133000000.0,359000000.0,71000000.0,-324000000.0,222000000,,,,,
2012-03-31,918000000,,,-6000000.0,15832000000,1223000000.0,2547000000,-351000000.0,,,941000000,586000000.0,3800000000,-482000000,0.37,835000000,120000000.0,-235000000.0,,7010000000,,-23000000,457000000,,18022000000,28000000,5421000000,,14142000000,-1288000000.0,1639000000.0,1690000000,0.0,0.0,586000000.0,1495000000.0,218000000,2115000000.0,0.0,29000000.0,-319000000,-690000000,644000000,241000000,-350000000,23089000000,1800000000.0,216000000,6543000000.0,,0.0,,-605000000,1629000000,,1267000000.0,,0.37,,4405000000,218000000,34038000000,27028000000,325000000,165000000,3800000000.0,3800000000.0,-144000000.0,345000000.0,5000000.0,-168000000.0,213000000,,,,,
2012-06-30,735000000,,70000000.0,0.0,16214000000,1324000000.0,2561000000,91000000.0,,,556000000,585900000.0,3641000000,-1073000000,0.46,837000000,170000000.0,0.0,-432000000.0,6753000000,,179000000,429000000,,17949000000,35000000,5422000000,,14273000000,-14000000.0,1648000000.0,1941000000,0.0,0.0,586000000.0,1406000000.0,268000000,1978000000.0,0.0,38000000.0,-601000000,-117000000,965000000,282000000,-9000000,23786000000,1846000000.0,147000000,6678000000.0,1000000.0,0.0,,-159000000,1826000000,,1148000000.0,,0.46,,3800000000,268000000,34354000000,27601000000,364000000,151000000,3641000000.0,3641000000.0,-11000000.0,343000000.0,1000000.0,-473000000.0,257000000,,,,,
2012-09-30,694000000,,79000000.0,0.0,16706000000,1366000000.0,2505000000,-156000000.0,,,677000000,586000000.0,3930000000,-639000000,0.31,769000000,127000000.0,-234000000.0,0.0,7235000000,,17000000,377000000,,17880000000,37000000,5412000000,,15238000000,-1032000000.0,1632000000.0,1468000000,0.0,0.0,586000000.0,1465000000.0,180000000,1814000000.0,0.0,41000000.0,-620000000,321000000,729000000,191000000,-184000000,23884000000,1937000000.0,186000000,7541000000.0,0.0,0.0,,289000000,1811000000,,1265000000.0,,0.31,,3641000000,180000000,34759000000,27524000000,109000000,143000000,3930000000.0,3930000000.0,-22000000.0,65000000.0,31000000.0,-50000000.0,249000000,,,,,
2012-12-31,719000000,-35000000.0,-28000000.0,-123000000.0,16640000000,1468000000.0,2730000000,74000000.0,55000000.0,32287000000.0,586000000,,3267000000,-661000000,,533000000,42000000.0,0.0,0.0,6573000000,11017000000.0,133000000,222000000,,17801000000,64000000,5447000000,-7910000000.0,14820000000,-693000000.0,1637000000.0,1820000000,0.0,0.0,,1470000000.0,145000000,1801000000.0,101000000.0,5000000.0,-608000000,-848000000,796000000,156000000,-333000000,24377000000,1880000000.0,66000000,7160000000.0,1000000.0,22000000.0,,-663000000,2011000000,609000000.0,1285000000.0,,,6706000000.0,3930000000,145000000,34617000000,28044000000,188000000,69000000,3267000000.0,3267000000.0,-11000000.0,35000000.0,14000000.0,-67000000.0,242000000,,,,,
2013-03-31,701000000,,69000000.0,-35000000.0,16165000000,1192000000.0,2330000000,-13000000.0,67000000.0,,604000000,582100000.0,2950000000,-678000000,0.55,891000000,79000000.0,-262000000.0,,5970000000,,97000000,532000000,,18424000000,30000000,5643000000,,14875000000,-12000000.0,1646000000.0,1290000000,-210000000.0,0.0,582100000.0,1260000000.0,319000000,1826000000.0,928000000.0,2000000.0,-598000000,-461000000,763000000,329000000,-3000000,25186000000,1760000000.0,203000000,7313000000.0,,0.0,,-317000000,1629000000,,1126000000.0,,0.55,,3267000000,319000000,34783000000,28813000000,165000000,66000000,2950000000.0,2950000000.0,-9000000.0,31000000.0,2000000.0,-82000000.0,293000000,,,,,
2013-06-30,582000000,,46000000.0,-141000000.0,16539000000,1216000000.0,2152000000,106000000.0,61000000.0,,404000000,578700000.0,2799000000,-741000000,0.25,671000000,68000000.0,0.0,0.0,5698000000,,178000000,314000000,,18228000000,32000000,5736000000,,14964000000,-6000000.0,1662000000.0,1575000000,0.0,0.0,578700000.0,1091000000.0,143000000,1856000000.0,883000000.0,4000000.0,-632000000,-194000000,690000000,162000000,-22000000,25579000000,1788000000.0,152000000,7569000000.0,0.0,0.0,,-151000000,1570000000,,1015000000.0,,0.25,,2950000000,143000000,34971000000,29273000000,58000000,68000000,2799000000.0,2799000000.0,-16000000.0,39000000.0,2000000.0,-111000000.0,289000000,,,,,
2013-09-30,597000000,,-18000000.0,0.0,16213000000,1279000000.0,2524000000,9000000.0,59000000.0,,491000000,576200000.0,2250000000,-731000000,0.46,806000000,75000000.0,-259000000.0,0.0,5220000000,,106000000,420000000,,18506000000,49000000,5772000000,,14829000000,-6000000.0,1653000000.0,1384000000,0.0,0.0,576200000.0,1087000000.0,267000000,2135000000.0,1092000000.0,4000000.0,-646000000,-423000000,656000000,276000000,-3000000,25840000000,1756000000.0,144000000,7423000000.0,1000000.0,0.0,,-549000000,1927000000,,1167000000.0,,0.46,,2799000000,267000000,34919000000,29699000000,10000000,64000000,2250000000.0,2250000000.0,-9000000.0,46000000.0,0.0,-85000000.0,322000000,,,,,
2013-12-31,546000000,104000000.0,9000000.0,0.0,17372000000,1784000000.0,2376000000,133000000.0,61000000.0,37095000000.0,411000000,,2772000000,-275000000,,761000000,101000000.0,0.0,0.0,5770000000,11853000000.0,135000000,377000000,,18597000000,40000000,5908000000,-9284000000.0,15209000000,-15000000.0,1668000000.0,2163000000,0.0,0.0,,1158000000.0,232000000,770000000.0,86000000.0,8000000.0,-726000000,-50000000,769000000,243000000,18000000,27811000000,1695000000.0,134000000,7664000000.0,0.0,17000000.0,,522000000,1830000000,801000000.0,1232000000.0,85000000.0,,6510000000.0,2250000000,232000000,36183000000,30413000000,43000000,55000000,2772000000.0,2772000000.0,-4000000.0,59000000.0,498000000.0,-47000000.0,329000000,,,,,
2014-03-31,405000000,,-15000000.0,0.0,17398000000,1454000000.0,2084000000,75000000.0,3000000.0,,250000000,576300000.0,2386000000,-610000000,0.12,547000000,70000000.0,-259000000.0,,5149000000,,155000000,170000000,,18759000000,32000000,6169000000,,15872000000,-14000000.0,1686000000.0,1526000000,-204000000.0,0.0,576300000.0,1221000000.0,69000000,807000000.0,783000000.0,6000000.0,-604000000,-426000000,545000000,77000000,-28000000,28317000000,1742000000.0,93000000,7965000000.0,,0.0,,-386000000,1679000000,,992000000.0,,0.12,,2772000000,69000000,36381000000,31232000000,-59000000,50000000,2386000000.0,2386000000.0,-7000000.0,69000000.0,2000000.0,-8000000.0,327000000,,,,,
2014-06-30,295000000,,0.0,-5000000.0,17513000000,1461000000.0,2009000000,-84000000.0,5000000.0,,212000000,576200000.0,2131000000,-549000000,0.14,542000000,110000000.0,0.0,,4937000000,,83000000,151000000,,18534000000,42000000,6149000000,,15707000000,-24000000.0,1669000000.0,1806000000,-199000000.0,0.0,576200000.0,1354000000.0,80000000,835000000.0,811000000.0,4000000.0,-534000000,-66000000,436000000,85000000,-4000000,28409000000,1703000000.0,66000000,7667000000.0,,0.0,,-255000000,1714000000,,1033000000.0,,0.14,,2386000000,80000000,36263000000,31326000000,-98000000,53000000,2131000000.0,2131000000.0,-4000000.0,81000000.0,3000000.0,-18000000.0,338000000,,,,,
2014-09-30,412000000,,3000000.0,0.0,17563000000,1465000000.0,2250000000,62000000.0,52000000.0,,308000000,576100000.0,1853000000,-482000000,0.14,631000000,55000000.0,-259000000.0,,4779000000,,104000000,236000000,,18662000000,25000000,6129000000,,15966000000,-16000000.0,1692000000.0,1597000000,-145000000.0,0.0,576100000.0,1237000000.0,84000000,838000000.0,807000000.0,5000000.0,-488000000,-437000000,554000000,85000000,-12000000,28760000000,1835000000.0,151000000,8049000000.0,0.0,0.0,,-278000000,1838000000,,1028000000.0,,0.14,,2131000000,84000000,36447000000,31668000000,66000000,57000000,1853000000.0,1853000000.0,-6000000.0,80000000.0,12000000.0,-6000000.0,338000000,,,,,
2014-12-31,416000000,225000000.0,-43000000.0,0.0,18003000000,793000000.0,2256000000,221000000.0,59000000.0,39743000000.0,253000000,,2029000000,-582000000,,565000000,84000000.0,0.0,,4917000000,11723000000.0,163000000,167000000,,18606000000,32000000,6091000000,-10818000000.0,15594000000,-16000000.0,1710000000.0,2409000000,0.0,0.0,,55000000.0,129000000,302000000.0,91000000.0,5000000.0,-587000000,-56000000,743000000,135000000,-20000000,28925000000,1752000000.0,32000000,8013000000.0,0.0,9000000.0,,176000000,1840000000,770000000.0,1036000000.0,81000000.0,,6509000000.0,1853000000,129000000,36839000000,31922000000,156000000,57000000,2029000000.0,2029000000.0,-6000000.0,428000000.0,17000000.0,-12000000.0,341000000,,,,,
2015-03-31,348000000,330000000.0,2000000.0,,18540000000,1452000000.0,2024000000,-138000000.0,57000000.0,,204000000,576200000.0,1567000000,-538000000,0.12,529000000,112000000.0,-259000000.0,,4562000000,11781000000.0,144000000,135000000,,18774000000,39000000,6124000000,,16569000000,-15000000.0,1756000000.0,1971000000,0.0,0.0,576200000.0,1081000000.0,68000000,973000000.0,938000000.0,7000000.0,-537000000,-453000000,372000000,72000000,-6000000,29912000000,1814000000.0,63000000,8744000000.0,,0.0,,-462000000,1676000000,,1084000000.0,,0.12,0.0,2029000000,68000000,37566000000,33004000000,-165000000,57000000,1567000000.0,1567000000.0,-2000000.0,462000000.0,42000000.0,-43000000.0,337000000,,,,,
2015-06-30,311000000,,30000000.0,0.0,18201000000,1451000000.0,1999000000,-199000000.0,10000000.0,,213000000,576200000.0,1327000000,-493000000,0.11,577000000,74000000.0,0.0,,4384000000,,98000000,158000000,,18797000000,22000000,6153000000,,16235000000,-42000000.0,1749000000.0,1966000000,0.0,0.0,576200000.0,852000000.0,63000000,981000000.0,943000000.0,13000000.0,-504000000,-56000000,332000000,68000000,7000000,29787000000,1886000000.0,90000000,8653000000.0,,0.0,,-240000000,1688000000,,1099000000.0,,0.11,,1567000000,63000000,37248000000,32864000000,-172000000,54000000,1327000000.0,1327000000.0,-3000000.0,419000000.0,22000000.0,-11000000.0,365000000,,,,,
2015-09-30,339000000,394000000.0,-767000000.0,0.0,17595000000,1443000000.0,2101000000,258000000.0,10000000.0,,63000000,576200000.0,1487000000,-183000000,-3.73,-2533000000,53000000.0,-86000000.0,,4415000000,9631000000.0,276000000,-2922000000,,16825000000,24000000,5262000000,,15703000000,-13000000.0,1111000000.0,1892000000,0.0,0.0,576200000.0,605000000.0,-2146000000,856000000.0,866000000.0,16000000.0,-495000000,-308000000,560000000,-2155000000,-2923000000,27071000000,1833000000.0,-767000000,9245000000.0,,0.0,,160000000,1762000000,,951000000.0,,-3.73,0.0,1327000000,-2146000000,34654000000,30239000000,65000000,58000000,1487000000.0,1487000000.0,-21000000.0,439000000.0,327000000.0,-15000000.0,331000000,,,,,
2015-12-31,281000000,426000000.0,-222000000.0,0.0,18051000000,1673000000.0,2135000000,259000000.0,25000000.0,39756000000.0,84000000,,1887000000,110000000,,-302000000,130000000.0,-29000000.0,,4805000000,9174000000.0,197000000,-691000000,31000000.0,16407000000,36000000,4828000000,-12965000000.0,16325000000,-406000000.0,1127000000.0,1726000000,0.0,0.0,,515000000.0,-459000000,1875000000.0,88000000.0,11000000.0,-708000000,-476000000,687000000,-469000000,-710000000,26791000000,1620000000.0,-222000000,9606000000.0,,7000000.0,,400000000,1854000000,736000000.0,1115000000.0,79000000.0,,6634000000.0,1487000000,-459000000,34688000000,29883000000,-21000000,56000000,1887000000.0,1887000000.0,-1000000.0,28000000.0,831000000.0,-13000000.0,333000000,,,,,
2016-03-31,155000000,382000000.0,26000000.0,,17187000000,1368000000.0,1698000000,-29000000.0,23000000.0,,73000000,576300000.0,1485000000,-462000000,0.16,493000000,120000000.0,0.0,,4123000000,9213000000.0,82000000,121000000,,16407000000,52000000,4787000000,,15383000000,-6000000.0,1101000000.0,1804000000,0.0,0.0,576300000.0,605000000.0,94000000,1804000000.0,908000000.0,11000000.0,-457000000,-216000000,373000000,95000000,124000000,26680000000,1483000000.0,26000000,8640000000.0,,0.0,,-402000000,1543000000,,962000000.0,,0.16,6634000000.0,1887000000,94000000,33815000000,29692000000,-84000000,63000000,1485000000.0,1485000000.0,-1000000.0,413000000.0,17000000.0,-22000000.0,309000000,,,,,
2016-06-30,212000000,384000000.0,47000000.0,,17333000000,1438000000.0,1740000000,-109000000.0,18000000.0,,71000000,576300000.0,1271000000,-383000000,0.03,436000000,138000000.0,-29000000.0,,4007000000,9159000000.0,141000000,59000000,,16362000000,63000000,4730000000,,15813000000,-1624000000.0,1099000000.0,1520000000,0.0,0.0,576300000.0,759000000.0,15000000,1839000000.0,873000000.0,6000000.0,-447000000,-161000000,339000000,12000000,57000000,26859000000,1561000000.0,47000000,8940000000.0,,0.0,,-214000000,1528000000,,1025000000.0,,0.03,6635000000.0,1485000000,15000000,33911000000,29904000000,-108000000,53000000,1271000000.0,1271000000.0,-1000000.0,64000000.0,89000000.0,-25000000.0,324000000,,,,,
2016-09-30,452000000,396000000.0,119000000.0,,17640000000,1583000000.0,2305000000,54000000.0,108000000.0,,310000000,576400000.0,1113000000,-458000000,0.4,772000000,199000000.0,0.0,,3889000000,9429000000.0,142000000,348000000,,16649000000,78000000,4716000000,,15787000000,-394000000.0,1104000000.0,1853000000,0.0,0.0,585000000.0,1096000000.0,234000000,1967000000.0,986000000.0,6000000.0,-464000000,-573000000,854000000,229000000,110000000,27385000000,1659000000.0,119000000,8542000000.0,,0.0,,-158000000,1853000000,,1025000000.0,,0.41,6635000000.0,1271000000,234000000,34452000000,30563000000,390000000,59000000,1113000000.0,1113000000.0,-4000000.0,162000000.0,54000000.0,-48000000.0,365000000,,,,,
2016-12-31,1577000000,422000000.0,395000000.0,,18028000000,1902000000.0,3557000000,-276000000.0,199000000.0,41973000000.0,1440000000,,1407000000,-534000000,,1532000000,228000000.0,-29000000.0,,4762000000,10183000000.0,137000000,1100000000,18000000.0,17442000000,77000000,4896000000,-14378000000.0,15828000000,-536000000.0,1114000000.0,2200000000,0.0,0.0,,1322000000.0,697000000,2046000000.0,134000000.0,7000000.0,-525000000,-685000000,1490000000,705000000,-274000000,27595000000,1673000000.0,395000000,8244000000.0,8000000.0,7000000.0,,294000000,1980000000,788000000.0,1585000000.0,74000000.0,,6644000000.0,1113000000,697000000,35629000000,30867000000,965000000,45000000,1407000000.0,1407000000.0,-15000000.0,99000000.0,10000000.0,-19000000.0,387000000,,,,,
2017-03-31,1187000000,410000000.0,345000000.0,,16641000000,1598000000.0,2894000000,-97000000.0,292000000.0,,1070000000,577200000.0,536000000,-470000000,0.97,1307000000,114000000.0,0.0,,3691000000,10781000000.0,117000000,925000000,,18039000000,56000000,5013000000,,14668000000,-1511000000.0,1110000000.0,1973000000,0.0,0.0,589690722.0,1489000000.0,572000000,2025000000.0,1067000000.0,12000000.0,-508000000,-1693000000,1293000000,580000000,-88000000,27913000000,1634000000.0,345000000,6801000000.0,7000000.0,0.0,,-871000000,1707000000,,1437000000.0,,0.99,6654000000.0,1407000000,572000000,34851000000,31160000000,785000000,41000000,536000000.0,536000000.0,-13000000.0,83000000.0,77000000.0,-39000000.0,341000000,,,,,
2017-06-30,1066000000,334000000.0,330000000.0,,16274000000,1787000000.0,2818000000,382000000.0,178000000.0,,973000000,577700000.0,846000000,-521000000,0.98,1290000000,49000000.0,-58000000.0,,4095000000,11288000000.0,93000000,913000000,,18476000000,9000000,5114000000,,14227000000,-382000000.0,1100000000.0,2047000000,0.0,350000000.0,588775510.0,1438000000.0,577000000,2018000000.0,1068000000.0,13000000.0,-502000000,-551000000,1408000000,583000000,-22000000,27573000000,1670000000.0,330000000,6303000000.0,1000000.0,0.0,,310000000,1752000000,,1167000000.0,,1.0,6655000000.0,536000000,577000000,34898000000,30803000000,906000000,19000000,846000000.0,846000000.0,-25000000.0,82000000.0,13000000.0,-32000000.0,358000000,,,,,
2017-09-30,1092000000,245000000.0,355000000.0,,16343000000,1829000000.0,3129000000,-418000000.0,267000000.0,,981000000,578000000.0,889000000,-632000000,1.02,1364000000,172000000.0,-29000000.0,,4667000000,11875000000.0,111000000,962000000,,18985000000,75000000,5192000000,,14194000000,-28000000.0,1085000000.0,2149000000,0.0,350000000.0,588235294.0,1630000000.0,600000000,1914000000.0,996000000.0,15000000.0,-565000000,-198000000,901000000,607000000,61000000,27690000000,1608000000.0,355000000,6069000000.0,7000000.0,0.0,,43000000,2037000000,,1762000000.0,,1.04,6663000000.0,846000000,600000000,35468000000,30801000000,336000000,7000000,889000000.0,889000000.0,-11000000.0,53000000.0,11000000.0,-78000000.0,395000000,,,,,
2017-12-31,1284000000,264000000.0,408000000.0,-175000000.0,17533000000,2313000000.0,3207000000,227000000.0,273000000.0,43873000000.0,1056000000,,952000000,-876000000,,1552000000,127000000.0,-257000000.0,,4778000000,12308000000.0,228000000,1176000000,19000000.0,19383000000,101000000,5398000000,-14828000000.0,14892000000,-8000000.0,1087000000.0,2641000000,0.0,350000000.0,,1977000000.0,760000000,1994000000.0,151000000.0,15000000.0,-724000000,-531000000,1464000000,768000000,137000000,29045000000,1637000000.0,408000000,6314000000.0,11000000.0,3000000.0,,63000000,1923000000,985000000.0,1791000000.0,76000000.0,,6609000000.0,889000000,760000000,37058000000,32280000000,740000000,3000000,952000000.0,952000000.0,-7000000.0,55000000.0,8000000.0,-160000000.0,373000000,,,,,
