date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2006-03-31,1574041000.0,,609247000.0,,27503248.0,,14249000.0,,,,0.0,,,5087000,4246000,1642000,,1642000,-32533000.0,25179000.0,,-57000.0,0.06,25179000.0,11388000.0,25179000.0,204408000.0,-34726000.0,,9842000.0,935039000.0,,,1672000.0,-16733000.0,,0.0,-9304000.0,,,,-1423000.0,42795000,2276000.0,160113000.0,10930000.0,,28354597.0,414742000.0,-5021000.0,,-78929000.0,-74200000.0,1215026000.0,452000.0,,9958000.0,36444000,,-10727000.0,,0.06,-33394000.0,14857000.0,-31590000.0,31925000.0,1289226000.0,,,18188000,60983000,,,,,,
2006-06-30,1713857000.0,,608947000.0,,33372240.0,,-11110000.0,,,,0.0,,,5095000,4674000,5185000,,1650000,-144977000.0,13408000.0,,-425000.0,0.05,13408000.0,11830000.0,13408000.0,211554000.0,-20154000.0,,11452000.0,990613000.0,,,-1743000.0,-109577000.0,,-3097000.0,-4621000.0,,,,7445000.0,45692000,3998000.0,160160000.0,25179000.0,,33872344.0,482436000.0,-936000.0,,-158301000.0,-80541000.0,1319211000.0,97600000.0,,9337000.0,38527000,,2824000.0,,0.05,-41312000.0,29599000.0,-139176000.0,104268000.0,1399752000.0,,,19016000,64708000,,,,,,
2006-09-30,1971762000.0,,840990000.0,,36114253.0,,13581000.0,,,,20052000.0,,,14787000,4986000,4354000,,11342000,-222811000.0,27650000.0,,-39000.0,0.3,27650000.0,14486000.0,27650000.0,233767000.0,0.0,,14371000.0,1247351000.0,,,163034000.0,-258423000.0,,-535000.0,-8240000.0,,,,-3580000.0,53958000,2672000.0,160161000.0,13408000.0,,37446894.0,483259000.0,101048000.0,,-315515000.0,-94412000.0,1532567000.0,605000.0,,-585000.0,43970000,,-11820000.0,,0.31,-39540000.0,17611000.0,-276034000.0,218781000.0,1626979000.0,,,19231000,73189000,,,,,,
2006-12-31,2186219000.0,,977186000.0,,,,-5389000.0,,,,19386000.0,,,6423000,6535000,6409000,,2978000,-201467000.0,22261000.0,,-356000.0,,22261000.0,14569000.0,22261000.0,145452000.0,-23497000.0,,17130000.0,1338031000.0,,,-136260000.0,-121146000.0,,-12857000.0,-14852000.0,,,,19945000.0,62850000,4190000.0,160341000.0,27650000.0,,,709772000.0,-81978000.0,,-231212000.0,-112479000.0,1784094000.0,283169000.0,,11121000.0,49837000,,5093000.0,,,-52093000.0,40934000.0,-162080000.0,155144000.0,1896573000.0,,,21664000,84514000,,,,,,
2007-03-31,2333791000.0,,1057751000.0,,56511200.0,,24738000.0,,,,22885000.0,,,22086000,7210000,5928000,,18641000,-127678000.0,46999000.0,,,0.32,46999000.0,16594000.0,46999000.0,,-19388000.0,,16829000.0,1481575000.0,,,-120219000.0,-183444000.0,,,-8217000.0,,,,-2744000.0,67002000,4411000.0,160406000.0,22261000.0,,58424427.0,778497000.0,80972000.0,,-42251000.0,-123670000.0,1843983000.0,172000.0,,-1743000.0,51364000,,-13260000.0,,0.33,-50679000.0,25206000.0,-208650000.0,127210000.0,1967653000.0,,,21965000,88967000,,,,,,
2007-06-30,2393476000.0,,1058000000.0,,60697740.0,,1015000.0,,,,24626000.0,,,7758000,8456000,7720000,,2591000,-72390000.0,48014000.0,,,0.04,48014000.0,15264000.0,48014000.0,,-22884000.0,,18448000.0,1384223000.0,,,-175588000.0,-39154000.0,,,-9864000.0,,,,-140000.0,73042000,7531000.0,329467000.0,46999000.0,,62970291.0,936490000.0,-3288000.0,,-1839000.0,-142022000.0,1902639000.0,230000.0,,10156000.0,54373000,,-7705000.0,,0.04,-65464000.0,29948000.0,-69102000.0,43457000.0,2044661000.0,,,22541000,95583000,,,,,,
2007-09-30,2576119000.0,,1068382000.0,,60717153.0,9591000.0,1168000.0,,,,24824000.0,,,5135000,7775000,5151000,,-224000,-143053000.0,49182000.0,,,0.0,49182000.0,16683000.0,58773000.0,,-24626000.0,,21961000.0,1580786000.0,,,-3382000.0,-140589000.0,,-181000.0,-18564000.0,,,,-846000.0,83369000,9053000.0,329361000.0,48014000.0,,60717153.0,921368000.0,19981000.0,,-1857000.0,-164100000.0,2067786000.0,98000.0,,17516000.0,56770000,,-19410000.0,,0.0,-83069000.0,22445000.0,-163034000.0,121776000.0,2231886000.0,,,21425000,104794000,,,,,,
2007-12-31,2809464000.0,,1367738000.0,,,8521000.0,-17830000.0,,,,22345000.0,,,5613000,8159000,5613000,,254000,-194306000.0,31352000.0,,,,31352000.0,15863000.0,39873000.0,,-30183000.0,3684000.0,24042000.0,1687637000.0,,,294840000.0,-157148000.0,,-8405000.0,-8868000.0,,,,-8009000.0,84945000,3379000.0,329521000.0,49182000.0,,,1043916000.0,-5418000.0,,-466271000.0,-188099000.0,2340456000.0,159281000.0,,15335000.0,58776000,,-16877000.0,,,-103090000.0,28056000.0,-185204000.0,148420000.0,2528555000.0,,,20958000,105903000,,,,,,
2008-03-31,2895036000.0,,1190691000.0,,65431586.0,8370000.0,3015000.0,,,,0.0,,,11108000,8845000,11108000,,2850000,-112960000.0,34367000.0,,,0.04,34367000.0,14632000.0,42737000.0,,-53021000.0,,26233000.0,1444294000.0,,,5126000.0,-96860000.0,,-538000.0,-6169000.0,,,,-27530000.0,89326000,10270000.0,329521000.0,31352000.0,,67142783.0,1367026000.0,1446000.0,,-310758000.0,-214720000.0,2387446000.0,152000.0,,13961000.0,64358000,,-33699000.0,,0.04,-120535000.0,17546000.0,-114406000.0,98429000.0,2602166000.0,,,25221000,114547000,,,,,,
2008-06-30,3070850000.0,2922072000.0,1361172000.0,0.0,65889122.0,,-14603000.0,115497000.0,50414000.0,44918000.0,,1476669000.0,8172000.0,13830000,11021000,13830000,,3728000,-209124000.0,19764000.0,,-147000.0,0.05,19764000.0,14281000.0,19764000.0,,-32546000.0,,47059000.0,1623801000.0,,55086000.0,327000.0,-164475000.0,0.0,,,,147132000.0,78858000.0,,50591000,18129000.0,663114000.0,34367000.0,,68068600.0,1368173000.0,11769000.0,,-5208000.0,-241964000.0,2566122000.0,,,-13251000.0,75586000,,270000.0,14246000.0,0.06,-137319000.0,55808000.0,-220283000.0,138713000.0,2808086000.0,147132000.0,148778000.0,28267000,123776000,,,,,,
2008-09-30,3158885000.0,2974189000.0,1239749000.0,0.0,70916019.0,,22214000.0,112541000.0,53809000.0,48473000.0,,1396259000.0,7370000.0,18185000,11348000,18185000,,8083000,-145954000.0,41978000.0,,631000.0,0.11,41978000.0,15094000.0,41978000.0,43969000.0,-34361000.0,0.0,44273000.0,1548110000.0,,59572000.0,-10323000.0,-103921000.0,0.0,,,,151851000.0,93543000.0,,108484000,-19918000.0,663173000.0,19764000.0,,73338871.0,1527375000.0,8150000.0,,-312210000.0,-270016000.0,2627889000.0,,,884000.0,80052000,,-19098000.0,19069000.0,0.11,-151727000.0,50183000.0,-154104000.0,117985000.0,2897905000.0,151851000.0,184696000.0,33532000,142016000,,,,,,
2008-12-31,3279669000.0,3067270000.0,1395673000.0,0.0,,,31356000.0,123627000.0,41217000.0,49528000.0,,1519300000.0,8481000.0,24538000,9906000,24538000,,14436000,-179713000.0,73334000.0,,1703000.0,,73334000.0,17083000.0,73334000.0,,-10112000.0,-20612000.0,45026000.0,1716568000.0,253741000.0,50410000.0,-4832000.0,-61584000.0,0.0,,,,171176000.0,97578000.0,,56959000,-49503000.0,663180000.0,41978000.0,,,1492827000.0,-3246000.0,,-695153000.0,-302836000.0,2738017000.0,0.0,,1292000.0,89966000,,21050000.0,25830000.0,,-161441000.0,94271000.0,-155855000.0,116798000.0,3040853000.0,197268000.0,212399000.0,40619000,147106000,,,,,,
2009-03-31,3351613000.0,3123841000.0,1439688000.0,0.0,74703755.0,,5602000.0,126243000.0,39990000.0,51784000.0,,1565931000.0,8597000.0,20396000,11558000,21189000,,10295000,-132708000.0,78936000.0,,831000.0,0.14,78936000.0,18937000.0,78936000.0,,-63246000.0,,44165000.0,1705537000.0,,42789000.0,11739000.0,-97299000.0,0.0,,,,139606000.0,97350000.0,,57862000,-58827000.0,663096000.0,73334000.0,,74895168.0,1565107000.0,5969000.0,436000.0,-171349000.0,-337663000.0,2808802000.0,83750000.0,,4294000.0,86866000,,-28397000.0,21625000.0,0.14,-181645000.0,41378000.0,-138677000.0,96932000.0,3146465000.0,139606000.0,227772000.0,39488000,149134000,,,,,,
2009-06-30,3444708000.0,3212374000.0,1519506000.0,0.0,76121380.0,,-9620000.0,126559000.0,40195000.0,51450000.0,,1646065000.0,8338000.0,20372000,11528000,21203000,,10271000,-128440000.0,69316000.0,,741000.0,0.13,69316000.0,22495000.0,69316000.0,,-37165000.0,,47065000.0,1773344000.0,244100000.0,40985000.0,-4084000.0,-26273000.0,0.0,,,,127279000.0,103557000.0,,60711000,-27456000.0,663097000.0,78936000.0,,76851202.0,1584948000.0,-63000.0,292000.0,-259657000.0,-378523000.0,2905351000.0,0.0,,5437000.0,92029000,,27993000.0,21495000.0,0.13,-196500000.0,102104000.0,-128377000.0,16716000.0,3283874000.0,127279000.0,232334000.0,42846000,155007000,,,,,,
2009-09-30,3532418000.0,3311404000.0,1599270000.0,0.0,76301577.0,,-28164000.0,125917000.0,45404000.0,45278000.0,0.0,1725187000.0,8354000.0,22507000,12155000,23945000,,12406000,-98342000.0,41152000.0,,758000.0,0.16,41152000.0,22559000.0,41152000.0,,-39676000.0,0.0,48486000.0,1878259000.0,,52264000.0,-1803000.0,-20795000.0,0.0,,,,153072000.0,117949000.0,,72293000,-26471000.0,663101000.0,69316000.0,,77674137.0,1573859000.0,-2305000.0,333000.0,-67623000.0,-418794000.0,2997289000.0,0.0,,5692000.0,97276000,,-3431000.0,24278000.0,0.16,-211596000.0,75242000.0,-96037000.0,-5064000.0,3416083000.0,153072000.0,221014000.0,45656000,163227000,,,,,,
2009-12-31,3745059000.0,3481103000.0,1784444000.0,0.0,,,31168000.0,137581000.0,48777000.0,54435000.0,,1922025000.0,6392000.0,24387000,13035000,24897000,,14286000,-160419000.0,72320000.0,,-870000.0,,72320000.0,24451000.0,72320000.0,,-10101000.0,0.0,50296000.0,2110258000.0,250077000.0,52760000.0,-2310000.0,-105170000.0,0.0,0.0,,,151229000.0,115339000.0,,65161000,-27947000.0,663104000.0,41152000.0,,,1558995000.0,9836000.0,-23000.0,-171345000.0,-459521000.0,3150801000.0,0.0,,5881000.0,101451000,,-18449000.0,24874000.0,,-231871000.0,65085000.0,-170255000.0,126502000.0,3610322000.0,188233000.0,263956000.0,50178000,169774000,,,,,,
2010-03-31,4147586000.0,3887054000.0,1676620000.0,165257000.0,77770691.0,,-21511000.0,491589000.0,54090000.0,53242000.0,0.0,2168209000.0,7282000.0,24845000,13087000,25586000,,14744000,-442755000.0,50809000.0,,1978000.0,0.18,50809000.0,30902000.0,50809000.0,,-87248000.0,,55249000.0,2499081000.0,230850000.0,96370000.0,-5882000.0,-384791000.0,0.0,,,,165615000.0,138537000.0,,83342000,-47557000.0,663117000.0,72320000.0,,80612660.0,1574687000.0,-764000.0,716000.0,-478802000.0,-502141000.0,3494100000.0,55601000.0,,6196000.0,114736000,,-28961000.0,26302000.0,0.19,-254639000.0,57200000.0,-441991000.0,364044000.0,3996241000.0,330872000.0,260532000.0,55195000,191779000,,,,,,
2010-06-30,4501032000.0,3905427000.0,2113082000.0,0.0,80542329.0,,291814000.0,147942000.0,52174000.0,67154000.0,,2261024000.0,7237000.0,19192000,16300000,19902000,,9091000,-143731000.0,342623000.0,,-586000.0,0.11,342623000.0,33162000.0,342623000.0,11628000.0,-54543000.0,,57440000.0,2469143000.0,291181000.0,45127000.0,-11498000.0,-32732000.0,0.0,,,,196491000.0,130310000.0,,76160000,-65747000.0,663182000.0,50809000.0,,83021817.0,1955110000.0,-25127000.0,534000.0,-13700000.0,-545834000.0,3541405000.0,406267000.0,,7996000.0,113458000,,-1059000.0,20436000.0,0.11,-287331000.0,85872000.0,-118604000.0,349673000.0,4087239000.0,208119000.0,595605000.0,54150000,197464000,,,,,,
2010-09-30,5170899000.0,4842641000.0,2711099000.0,0.0,87908953.0,,-276130000.0,179222000.0,83309000.0,88186000.0,,2900821000.0,17652000.0,23036000,18712000,23626000,,9639000,-872886000.0,66493000.0,,1061000.0,0.11,66493000.0,36737000.0,66493000.0,,-59154000.0,,68328000.0,3122030000.0,389960000.0,78864000.0,-1899000.0,-774311000.0,0.0,,,,221209000.0,149300000.0,,88899000,-41590000.0,563734000.0,342623000.0,,90136911.0,1959469000.0,9028000.0,343000.0,-62802000.0,-604075000.0,4331813000.0,88239000.0,,7238000.0,131917000,,-2282000.0,25052000.0,0.11,-324716000.0,97249000.0,-871560000.0,499507000.0,4935888000.0,221209000.0,328258000.0,60401000,237486000,,,,,,
2010-12-31,5329483000.0,5057360000.0,2806954000.0,0.0,,,-54774000.0,179025000.0,73587000.0,74896000.0,,2985979000.0,17635000.0,35221000,14833000,36298000,,24865000,-278328000.0,11719000.0,,355000.0,,11719000.0,36583000.0,11719000.0,,-7608000.0,-223000.0,74569000.0,3274820000.0,294519000.0,75153000.0,2173000.0,-162215000.0,0.0,-63250000.0,,,237631000.0,163776000.0,,91216000,-42081000.0,503250000.0,66493000.0,,,1962518000.0,2818000.0,258000.0,-131483000.0,-660700000.0,4566842000.0,63747000.0,,4439000.0,149522000,,1634000.0,36556000.0,,-348148000.0,118708000.0,-280923000.0,104846000.0,5227542000.0,288841000.0,272123000.0,72560000,238672000,,,,,,
2011-03-31,5537345000.0,5150441000.0,3055429000.0,0.0,91428355.0,,32649000.0,177129000.0,78992000.0,86931000.0,,3232558000.0,17962000.0,37502000,15137000,39012000,,30980000,-137557000.0,44368000.0,,593000.0,0.33,44368000.0,36082000.0,44368000.0,,-123984000.0,-119000.0,55745000.0,3498272000.0,278045000.0,391901000.0,530000.0,-71967000.0,0.0,,,,265714000.0,163810000.0,,89145000,-23570000.0,492568000.0,11719000.0,,92600215.0,1943795000.0,-982000.0,428000.0,-437402000.0,-720610000.0,4716742000.0,5734000.0,,22618000.0,149440000,,-52447000.0,39440000.0,0.34,-379627000.0,64489000.0,-136456000.0,105717000.0,5437352000.0,265714000.0,386904000.0,74665000,250741000,,,,,,
2011-06-30,5658405000.0,5271587000.0,3067577000.0,0.0,96295585.0,,-16468000.0,172730000.0,83672000.0,97498000.0,,3240307000.0,18145000.0,36703000,16815000,38228000,,31990000,-193464000.0,27900000.0,,-363000.0,0.33,27900000.0,39334000.0,27900000.0,,-75290000.0,-125000.0,95021000.0,3524591000.0,262010000.0,397256000.0,-67517000.0,-66658000.0,0.0,,,,284284000.0,170383000.0,,93663000,-16169000.0,358370000.0,44368000.0,,97511811.0,2071152000.0,-1447000.0,233000.0,-258025000.0,-781871000.0,4834365000.0,173849000.0,,-13131000.0,155006000,,5505000.0,38824000.0,0.33,-414668000.0,125234000.0,-191892000.0,51762000.0,5616236000.0,284284000.0,386818000.0,76720000,267881000,,,,,,
2011-09-30,5826412000.0,5465208000.0,2797040000.0,0.0,100588235.0,,10832000.0,162932000.0,92807000.0,102610000.0,,2959972000.0,18423000.0,36344000,20193000,37689000,,31908000,-260664000.0,38732000.0,,1384000.0,0.31,38732000.0,37078000.0,38732000.0,,-77683000.0,,73383000.0,3249532000.0,251577000.0,93677000.0,44966000.0,-165258000.0,0.0,,,,289560000.0,170866000.0,,99240000,-50993000.0,615621000.0,27900000.0,,101912342.0,2516343000.0,-4893000.0,461000.0,-606637000.0,-838034000.0,4983239000.0,240036000.0,,9835000.0,154275000,,-30588000.0,38150000.0,0.32,-452590000.0,90375000.0,-255633000.0,181121000.0,5821273000.0,289560000.0,361204000.0,71626000,273476000,,,,,,
2011-12-31,6098566000.0,5720540000.0,2940210000.0,0.0,,,1899000.0,187357000.0,93016000.0,93544000.0,,3127567000.0,23976000.0,45716000,15157000,47197000,,35990000,-239117000.0,40631000.0,,1192000.0,,40631000.0,36856000.0,40631000.0,,-9726000.0,,78339000.0,3518155000.0,262611000.0,83094000.0,-65593000.0,-138789000.0,0.0,53240000.0,,,315133000.0,177068000.0,,95769000,-55880000.0,570838000.0,38732000.0,,,2522917000.0,26287000.0,-1164000.0,-47676000.0,-900044000.0,5218539000.0,42828000.0,,5590000.0,163501000,,-11200000.0,46033000.0,,-488692000.0,120858000.0,-259647000.0,120158000.0,6118583000.0,390588000.0,378026000.0,81299000,270612000,,,,,,
2012-03-31,6418061000.0,6039489000.0,3271848000.0,0.0,107099856.0,,-14388000.0,199261000.0,91132000.0,80038000.0,,3471109000.0,27661000.0,48042000,16480000,49263000,,39211000,-316829000.0,26243000.0,,712000.0,0.36,26243000.0,38030000.0,26243000.0,,-166204000.0,-3796000.0,83995000.0,3785077000.0,272223000.0,89260000.0,7419000.0,-234933000.0,0.0,,,,313968000.0,203110000.0,,116517000,-37175000.0,570726000.0,40631000.0,,107584856.0,2564703000.0,-7563000.0,721000.0,-199010000.0,-970169000.0,5513880000.0,63346000.0,,3624000.0,172009000,,-67481000.0,49984000.0,0.37,-527816000.0,70537000.0,-305470000.0,231904000.0,6484049000.0,313968000.0,378572000.0,86593000,283148000,,,,,,
2012-06-30,6717113000.0,6292756000.0,3400212000.0,0.0,109761017.0,,21534000.0,205743000.0,99233000.0,88172000.0,,3605955000.0,42952000.0,52334000,21977000,53968000,,42021000,-329603000.0,47777000.0,,2853000.0,0.38,47777000.0,37681000.0,47777000.0,,-94294000.0,-26796000.0,83889000.0,3978929000.0,272747000.0,70388000.0,-21992000.0,-152015000.0,0.0,,,,372974000.0,215532000.0,,126746000,-55701000.0,622873000.0,26243000.0,,110166082.0,2687964000.0,9871000.0,1206000.0,-747868000.0,-1033128000.0,5752846000.0,0.0,,8050000.0,181855000,,3497000.0,55174000.0,0.38,-566273000.0,160663000.0,-312678000.0,190474000.0,6785974000.0,372974000.0,424357000.0,88786000,303704000,,,,,,
