date,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-03-31,928000000.0,101000000.0,928000000.0,50000000.0,,,117000000.0,2492000000.0,1142000000.0,1107000000.0,0.05,27000000.0,-94000000.0,308000000.0,-101000000.0,,682000000.0,3350000000.0,-3327000000.0,-2000000.0,-211000000.0,-179000000.0,5819000000.0,-4000000.0,52000000.0,,949000000.0,-291000000.0,-4000000.0,-353000000.0,1392000000.0,,7000000.0,868000000.0,269000000,-69000000.0,0.05,5438000000.0,81000000.0,-55000000.0,3045000000.0,127000000.0,3098000000.0,5896000000.0,,142000000,3077000000,43000000.0,7146000000.0,12584000000.0,-312000000.0,8941000000.0,4721000000.0,872000000.0,59000000,43000000.0,271000000.0,3562000000.0,2379000000.0,,2858000000.0,295000000.0,-4000000.0,219000000.0,133000000.0,928000000.0,,1175000000.0,,757000000.0,-48000000.0,77000000.0,-2000000.0,,,,
2003-06-30,1859000000.0,86000000.0,1859000000.0,29000000.0,,,74000000.0,2498000000.0,1142000000.0,928000000.0,0.03,25000000.0,987000000.0,182000000.0,-128000000.0,,669000000.0,3410000000.0,-3403000000.0,0.0,-2000000.0,931000000.0,5901000000.0,,5000000.0,,1056000000.0,-82000000.0,-73000000.0,-327000000.0,1640000000.0,,,868000000.0,196000000,-12000000.0,0.03,6775000000.0,80000000.0,-54000000.0,3317000000.0,125000000.0,3070000000.0,7063000000.0,,71000000,3599000000,26000000.0,7247000000.0,14022000000.0,-130000000.0,10380000000.0,4689000000.0,872000000.0,42000000,26000000.0,291000000.0,3559000000.0,2656000000.0,,3475000000.0,353000000.0,177000000.0,124000000.0,-83000000.0,1859000000.0,,2374000000.0,,747000000.0,3000000.0,53000000.0,65000000.0,,,,
2003-09-30,1222000000.0,72000000.0,1222000000.0,63000000.0,,,161000000.0,2504000000.0,1141000000.0,1859000000.0,0.065,33000000.0,-191000000.0,44000000.0,-142000000.0,,669000000.0,3348000000.0,-3477000000.0,8000000.0,-322000000.0,-637000000.0,5981000000.0,,0.0,,979000000.0,-552000000.0,4000000.0,-326000000.0,1653000000.0,,,870000000.0,336000000,47000000.0,0.065,6619000000.0,80000000.0,-55000000.0,3094000000.0,132000000.0,3073000000.0,7015000000.0,,204000000,4148000000,58000000.0,7157000000.0,13776000000.0,-464000000.0,10109000000.0,4647000000.0,874000000.0,92000000,58000000.0,422000000.0,3577000000.0,3004000000.0,,3865000000.0,346000000.0,-205000000.0,283000000.0,-115000000.0,1222000000.0,,2368000000.0,,731000000.0,17000000.0,79000000.0,-3000000.0,,,,
2003-12-31,1815000000.0,104000000.0,1815000000.0,92000000.0,,,260000000.0,2526000000.0,1142000000.0,1222000000.0,,54000000.0,934000000.0,40000000.0,-144000000.0,,670000000.0,3610000000.0,-3540000000.0,-15000000.0,-240000000.0,593000000.0,6066000000.0,,0.0,,1776000000.0,-271000000.0,-13000000.0,-362000000.0,4222000000.0,,,,437000000,,,7919000000.0,89000000.0,-55000000.0,6542000000.0,134000000.0,2071000000.0,6274000000.0,5000000.0,303000000,5464000000,-947000000.0,7544000000.0,15463000000.0,-384000000.0,12816000000.0,2859000000.0,,146000000,-947000000.0,456000000.0,2547000000.0,3005000000.0,,5070000000.0,400000000.0,-19000000.0,394000000.0,-131000000.0,1815000000.0,,3415000000.0,,695000000.0,35000000.0,91000000.0,13000000.0,,,,
2004-03-31,1933000000.0,104000000.0,1933000000.0,49000000.0,,,131000000.0,2537000000.0,1143000000.0,1815000000.0,-0.075,56000000.0,442000000.0,23000000.0,-130000000.0,,793000000.0,2998000000.0,-3571000000.0,-9000000.0,-176000000.0,118000000.0,6108000000.0,-4000000.0,20000000.0,,2102000000.0,-332000000.0,-78000000.0,-350000000.0,4310000000.0,,20000000.0,872000000.0,307000000,47000000.0,-0.075,9263000000.0,96000000.0,-55000000.0,6923000000.0,132000000.0,1951000000.0,6902000000.0,,175000000,5527000000,-65000000.0,7144000000.0,16407000000.0,-306000000.0,13825000000.0,2968000000.0,880000000.0,76000000,-65000000.0,678000000.0,2472000000.0,3408000000.0,,5248000000.0,384000000.0,-48000000.0,279000000.0,-148000000.0,1933000000.0,,3934000000.0,,743000000.0,-33000000.0,104000000.0,-6000000.0,,,,
2004-06-30,2230000000.0,101000000.0,2230000000.0,-29000000.0,,,-80000000.0,2564000000.0,1143000000.0,1933000000.0,-0.76,53000000.0,-57000000.0,50000000.0,-154000000.0,,793000000.0,1857000000.0,-3624000000.0,8000000.0,356000000.0,297000000.0,6188000000.0,-1000000.0,0.0,,2087000000.0,341000000.0,-42000000.0,-388000000.0,4113000000.0,,3000000.0,874000000.0,98000000,-38000000.0,-0.76,9531000000.0,78000000.0,-55000000.0,6833000000.0,124000000.0,1229000000.0,6834000000.0,,-26000000,4963000000,-667000000.0,5988000000.0,15519000000.0,202000000.0,13667000000.0,2934000000.0,874000000.0,-58000000,-667000000.0,511000000.0,1736000000.0,3223000000.0,,4904000000.0,482000000.0,126000000.0,59000000.0,-3000000.0,2230000000.0,,3900000000.0,,741000000.0,2000000.0,85000000.0,-15000000.0,,,,
2004-09-30,2996000000.0,,2996000000.0,111000000.0,,,303000000.0,2540000000.0,1144000000.0,2230000000.0,-0.055,51000000.0,-39000000.0,50000000.0,-138000000.0,,793000000.0,1831000000.0,-3625000000.0,-3000000.0,797000000.0,766000000.0,6165000000.0,-1000000.0,89000000.0,,2362000000.0,599000000.0,-80000000.0,-376000000.0,4121000000.0,,25000000.0,876000000.0,460000000,10000000.0,-0.055,9823000000.0,97000000.0,-55000000.0,7055000000.0,118000000.0,1130000000.0,7111000000.0,,342000000,4795000000,-44000000.0,6135000000.0,15958000000.0,659000000.0,14166000000.0,3217000000.0,884000000.0,186000000,-44000000.0,667000000.0,1679000000.0,2602000000.0,,4391000000.0,522000000.0,-102000000.0,404000000.0,17000000.0,2996000000.0,,3894000000.0,,741000000.0,-11000000.0,62000000.0,34000000.0,,,,
2004-12-31,2808000000.0,,2808000000.0,110000000.0,,,297000000.0,2553000000.0,1146000000.0,2996000000.0,,69000000.0,-63000000.0,347000000.0,-153000000.0,,795000000.0,1706000000.0,-3674000000.0,-17000000.0,-49000000.0,-188000000.0,6227000000.0,-1000000.0,2000000.0,,2271000000.0,-178000000.0,24000000.0,2115000000.0,3973000000.0,,15000000.0,,481000000,,,9962000000.0,90000000.0,-56000000.0,7064000000.0,135000000.0,871000000.0,4692000000.0,,346000000,5181000000,-203000000.0,5834000000.0,15796000000.0,-202000000.0,11756000000.0,1099000000.0,,181000000,-203000000.0,680000000.0,3932000000.0,2873000000.0,,4780000000.0,473000000.0,-6000000.0,401000000.0,-92000000.0,2808000000.0,,3593000000.0,,723000000.0,20000000.0,55000000.0,43000000.0,,,,
2005-03-31,1812000000.0,,1812000000.0,169000000.0,,,544000000.0,2556000000.0,1300000000.0,1917000000.0,0.36,52000000.0,-23000000.0,862000000.0,-142000000.0,,794000000.0,1521000000.0,-3672000000.0,-3000000.0,-1041000000.0,-105000000.0,6228000000.0,-6000000.0,891000000.0,,2357000000.0,-188000000.0,79000000.0,-241000000.0,1422000000.0,,89000000.0,1002000000.0,711000000,,0.365,8208000000.0,101000000.0,-63000000.0,5179000000.0,125000000.0,1173000000.0,4175000000.0,,586000000,4938000000,365000000.0,5598000000.0,13806000000.0,-1183000000.0,9354000000.0,1066000000.0,1020000000.0,367000000,365000000.0,642000000.0,4338000000.0,2935000000.0,,4360000000.0,538000000.0,-8000000.0,578000000.0,964000000.0,1812000000.0,,3109000000.0,,880000000.0,-89000000.0,-8000000.0,131000000.0,,,,
2005-06-30,1575000000.0,,1575000000.0,154000000.0,,,555000000.0,2550000000.0,1303000000.0,1812000000.0,0.38,51000000.0,-491000000.0,447000000.0,-147000000.0,,744000000.0,1485000000.0,-3716000000.0,-2000000.0,378000000.0,-237000000.0,6266000000.0,-3000000.0,0.0,,1871000000.0,-202000000.0,47000000.0,-278000000.0,1332000000.0,,37000000.0,1006000000.0,734000000,,0.39,7967000000.0,96000000.0,-63000000.0,4172000000.0,127000000.0,1502000000.0,4236000000.0,,607000000,5163000000,392000000.0,5249000000.0,13216000000.0,231000000.0,8408000000.0,1133000000.0,1026000000.0,391000000,392000000.0,576000000.0,4695000000.0,2738000000.0,,4463000000.0,522000000.0,-11000000.0,700000000.0,-121000000.0,1575000000.0,,3103000000.0,,931000000.0,-52000000.0,93000000.0,-1000000.0,,,,
2005-09-30,2124000000.0,,2124000000.0,132000000.0,,,652000000.0,2602000000.0,1315000000.0,1575000000.0,0.475,51000000.0,69000000.0,686000000.0,-185000000.0,,739000000.0,1352000000.0,-3784000000.0,0.0,552000000.0,549000000.0,6386000000.0,-1000000.0,15000000.0,,1714000000.0,3000000.0,83000000.0,-289000000.0,1359000000.0,,177000000.0,1012000000.0,815000000,,0.495,8491000000.0,89000000.0,-64000000.0,4232000000.0,125000000.0,1937000000.0,3983000000.0,,690000000,5144000000,499000000.0,5204000000.0,13695000000.0,367000000.0,8215000000.0,1162000000.0,1050000000.0,499000000,499000000.0,610000000.0,5347000000.0,2853000000.0,,4401000000.0,473000000.0,-7000000.0,743000000.0,-71000000.0,2124000000.0,,2821000000.0,,962000000.0,-31000000.0,53000000.0,32000000.0,,,,
2005-12-31,2391000000.0,,2391000000.0,-376000000.0,,,741000000.0,2648000000.0,1317000000.0,2124000000.0,,53000000.0,-275000000.0,383000000.0,-177000000.0,,765000000.0,1432000000.0,-3838000000.0,-2000000.0,812000000.0,267000000.0,6486000000.0,-2000000.0,1000000.0,,1967000000.0,-72000000.0,-444000000.0,-364000000.0,1439000000.0,,39000000.0,,906000000,,,9327000000.0,94000000.0,-64000000.0,4437000000.0,127000000.0,2975000000.0,4056000000.0,,779000000,5792000000,1102000000.0,5683000000.0,15010000000.0,635000000.0,8493000000.0,1243000000.0,,1100000000,1102000000.0,590000000.0,6372000000.0,3152000000.0,,4922000000.0,648000000.0,-43000000.0,870000000.0,-262000000.0,2391000000.0,,2813000000.0,,953000000.0,20000000.0,91000000.0,-8000000.0,,,,
2006-03-31,2278000000.0,,2278000000.0,255000000.0,,,747000000.0,2675000000.0,1322000000.0,2391000000.0,0.455,47000000.0,-53000000.0,369000000.0,-160000000.0,,,1534000000.0,-3917000000.0,-5000000.0,55000000.0,-113000000.0,6592000000.0,-46000000.0,5000000.0,,2427000000.0,-793000000.0,171000000.0,-261000000.0,867000000.0,,89000000.0,1024000000.0,883000000,,0.475,9739000000.0,100000000.0,-77000000.0,4162000000.0,128000000.0,3386000000.0,3985000000.0,,755000000,5210000000,488000000.0,5431000000.0,15170000000.0,-105000000.0,8147000000.0,1192000000.0,1068000000.0,481000000,488000000.0,623000000.0,6872000000.0,4952000000.0,771000000.0,4365000000.0,499000000.0,-5000000.0,845000000.0,-116000000.0,2278000000.0,,2793000000.0,,1086000000.0,-124000000.0,90000000.0,38000000.0,,,,
2006-06-30,3673000000.0,,3673000000.0,226000000.0,,,699000000.0,2774000000.0,2647000000.0,2278000000.0,0.55,43000000.0,-226000000.0,366000000.0,-221000000.0,,,1499000000.0,-3993000000.0,0.0,1532000000.0,1395000000.0,6767000000.0,-144000000.0,5000000.0,,2940000000.0,715000000.0,196000000.0,-224000000.0,934000000.0,,28000000.0,1026000000.0,847000000,,0.58,10651000000.0,100000000.0,-78000000.0,4763000000.0,129000000.0,3899000000.0,3990000000.0,,718000000,5545000000,591000000.0,5523000000.0,16174000000.0,1311000000.0,8753000000.0,1218000000.0,1070000000.0,509000000,591000000.0,462000000.0,7328000000.0,4806000000.0,774000000.0,4734000000.0,523000000.0,-12000000.0,811000000.0,80000000.0,3673000000.0,,2772000000.0,,1128000000.0,-40000000.0,93000000.0,14000000.0,,,,
2006-09-30,3549000000.0,,3549000000.0,320000000.0,,,960000000.0,2884000000.0,2648000000.0,3673000000.0,0.58,42000000.0,-1220000000.0,88000000.0,-238000000.0,,,1572000000.0,-4070000000.0,-2000000.0,1292000000.0,-124000000.0,6954000000.0,-866000000.0,0.0,,2930000000.0,257000000.0,213000000.0,-219000000.0,946000000.0,,29000000.0,1011000000.0,1099000000,,0.61,10215000000.0,115000000.0,-76000000.0,4702000000.0,131000000.0,4468000000.0,4047000000.0,,968000000,5831000000,611000000.0,5769000000.0,15984000000.0,1054000000.0,8749000000.0,1302000000.0,1048000000.0,615000000,611000000.0,490000000.0,7089000000.0,4617000000.0,775000000.0,4749000000.0,738000000.0,-4000000.0,1082000000.0,-195000000.0,3549000000.0,,2745000000.0,,1213000000.0,-84000000.0,114000000.0,-5000000.0,,,,
2006-12-31,4379000000.0,,4379000000.0,343000000.0,,,1043000000.0,3048000000.0,2650000000.0,3549000000.0,,43000000.0,219000000.0,45000000.0,-272000000.0,,,1211000000.0,-4154000000.0,62000000.0,778000000.0,830000000.0,7202000000.0,-283000000.0,0.0,,2834000000.0,-56000000.0,102000000.0,-437000000.0,1084000000.0,,521000000.0,,1118000000,,,11183000000.0,135000000.0,-75000000.0,4727000000.0,139000000.0,5051000000.0,4270000000.0,,979000000,5944000000,658000000.0,5637000000.0,16820000000.0,506000000.0,8997000000.0,1484000000.0,,667000000,658000000.0,550000000.0,7376000000.0,4674000000.0,775000000.0,4884000000.0,764000000.0,-9000000.0,1060000000.0,-195000000.0,4379000000.0,,2786000000.0,,1261000000.0,-60000000.0,81000000.0,93000000.0,,,,
2007-03-31,2186000000.0,,3043000000.0,259000000.0,,,785000000.0,2758000000.0,2652000000.0,2918000000.0,0.54,38000000.0,-30000000.0,11000000.0,-303000000.0,,,2173000000.0,-4154000000.0,7000000.0,615000000.0,-732000000.0,6912000000.0,-8000000.0,,,739000000.0,-183000000.0,13000000.0,-426000000.0,3946000000.0,857000000.0,38000000.0,992000000.0,919000000,11000000.0,0.55,11715000000.0,69000000.0,-75000000.0,5079000000.0,131000000.0,5494000000.0,4602000000.0,-834000000.0,788000000,3422000000,552000000.0,5923000000.0,17638000000.0,312000000.0,9681000000.0,1817000000.0,1025000000.0,529000000,552000000.0,4323000000.0,7892000000.0,2700000000.0,593000000.0,2566000000.0,383000000.0,-3000000.0,856000000.0,-1294000000.0,2186000000.0,,2785000000.0,,1430000000.0,-194000000.0,68000000.0,-2000000.0,,,,
2007-06-30,1348000000.0,198000000.0,2223000000.0,284000000.0,,,886000000.0,2988000000.0,2653000000.0,2186000000.0,1.62,41000000.0,-989000000.0,11000000.0,-379000000.0,,,705000000.0,-3910000000.0,7000000.0,410000000.0,-838000000.0,6898000000.0,-918000000.0,,,856000000.0,-76000000.0,-18000000.0,-178000000.0,654000000.0,875000000.0,15000000.0,905000000.0,1033000000,,1.69,7272000000.0,82000000.0,-82000000.0,2166000000.0,140000000.0,6942000000.0,3894000000.0,-8000000.0,893000000,3735000000,1530000000.0,4717000000.0,11989000000.0,31000000.0,6060000000.0,1110000000.0,942000000.0,595000000,1530000000.0,384000000.0,5858000000.0,2948000000.0,594000000.0,2809000000.0,447000000.0,39000000.0,926000000.0,-248000000.0,1348000000.0,,2784000000.0,,1500000000.0,-69000000.0,33000000.0,47000000.0,,,,
2007-09-30,735000000.0,188000000.0,1891000000.0,152000000.0,,,896000000.0,3337000000.0,2655000000.0,1348000000.0,0.79,39000000.0,-414000000.0,10000000.0,-382000000.0,,,741000000.0,-3991000000.0,4000000.0,739000000.0,-613000000.0,7328000000.0,-377000000.0,,,798000000.0,-56000000.0,-77000000.0,-178000000.0,670000000.0,1156000000.0,39000000.0,880000000.0,1056000000,,0.83,7221000000.0,63000000.0,-78000000.0,2191000000.0,146000000.0,7591000000.0,3991000000.0,-271000000.0,910000000,3928000000,727000000.0,5248000000.0,12469000000.0,357000000.0,6182000000.0,1195000000.0,917000000.0,726000000,727000000.0,386000000.0,6197000000.0,3109000000.0,731000000.0,2956000000.0,525000000.0,-57000000.0,972000000.0,-937000000.0,735000000.0,,2796000000.0,,1560000000.0,-57000000.0,62000000.0,-2000000.0,,,,
2007-12-31,1847000000.0,209000000.0,2235000000.0,212000000.0,,,893000000.0,3630000000.0,2657000000.0,735000000.0,,36000000.0,-119000000.0,159000000.0,-519000000.0,,,794000000.0,-4126000000.0,6000000.0,962000000.0,-349000000.0,7756000000.0,-71000000.0,1000000.0,,768000000.0,37000000.0,-29000000.0,-104000000.0,700000000.0,388000000.0,18000000.0,,1073000000,,,7573000000.0,79000000.0,-79000000.0,2411000000.0,166000000.0,8202000000.0,3764000000.0,781000000.0,907000000,4179000000,690000000.0,5562000000.0,13135000000.0,443000000.0,6175000000.0,1137000000.0,,674000000,690000000.0,410000000.0,6866000000.0,3093000000.0,790000000.0,3194000000.0,575000000.0,-17000000.0,985000000.0,-1182000000.0,1847000000.0,,2627000000.0,,1459000000.0,102000000.0,78000000.0,-1000000.0,,,,
2008-03-31,1994000000.0,240000000.0,1994000000.0,238000000.0,,,828000000.0,3851000000.0,2659000000.0,1847000000.0,0.64,38000000.0,-405000000.0,172000000.0,-392000000.0,,,786000000.0,-4268000000.0,8000000.0,525000000.0,147000000.0,8119000000.0,-368000000.0,388000000.0,,907000000.0,-384000000.0,174000000.0,-102000000.0,1163000000.0,,35000000.0,873000000.0,1011000000,23000000.0,0.67,7696000000.0,72000000.0,-80000000.0,2482000000.0,164000000.0,8699000000.0,3684000000.0,,847000000,4029000000,584000000.0,5632000000.0,13328000000.0,133000000.0,6166000000.0,1060000000.0,911000000.0,583000000,584000000.0,470000000.0,7062000000.0,3301000000.0,803000000.0,3146000000.0,,-14000000.0,883000000.0,23000000.0,1994000000.0,,2624000000.0,,1655000000.0,-197000000.0,36000000.0,35000000.0,,,,
2008-06-30,1880000000.0,232000000.0,1880000000.0,288000000.0,,,917000000.0,4146000000.0,2666000000.0,1994000000.0,0.55,39000000.0,-10000000.0,230000000.0,-445000000.0,,,951000000.0,-4317000000.0,32000000.0,460000000.0,-114000000.0,8463000000.0,-13000000.0,0.0,,954000000.0,-181000000.0,-19000000.0,-101000000.0,1190000000.0,,49000000.0,869000000.0,1127000000,0.0,0.58,7945000000.0,71000000.0,-78000000.0,2606000000.0,178000000.0,9127000000.0,3757000000.0,,949000000,4487000000,507000000.0,6103000000.0,14048000000.0,15000000.0,6363000000.0,1192000000.0,914000000.0,623000000,507000000.0,450000000.0,7585000000.0,3581000000.0,838000000.0,3492000000.0,,-12000000.0,995000000.0,-564000000.0,1880000000.0,,2565000000.0,,1736000000.0,-80000000.0,46000000.0,23000000.0,,,,
2008-09-30,973000000.0,202000000.0,973000000.0,343000000.0,,,325000000.0,4438000000.0,2666000000.0,1880000000.0,-0.02,35000000.0,-870000000.0,183000000.0,-468000000.0,,,947000000.0,-4431000000.0,7000000.0,662000000.0,-907000000.0,8869000000.0,-123000000.0,0.0,,964000000.0,-315000000.0,113000000.0,-100000000.0,1182000000.0,,34000000.0,876000000.0,1244000000,693000000.0,-0.02,7367000000.0,78000000.0,-81000000.0,2531000000.0,193000000.0,9025000000.0,3828000000.0,,1051000000,4853000000,-21000000.0,6479000000.0,13846000000.0,194000000.0,6359000000.0,1240000000.0,876000000.0,-21000000,-21000000.0,467000000.0,7427000000.0,3858000000.0,1004000000.0,3725000000.0,,-5000000.0,1128000000.0,-688000000.0,973000000.0,,2588000000.0,,1824000000.0,-88000000.0,77000000.0,-696000000.0,,,,
2008-12-31,1124000000.0,231000000.0,1124000000.0,342000000.0,,,1093000000.0,4782000000.0,2666000000.0,973000000.0,,48000000.0,-238000000.0,26000000.0,-1171000000.0,,,963000000.0,-4566000000.0,-3000000.0,1027000000.0,151000000.0,9348000000.0,-3000000.0,0.0,67000000.0,898000000.0,-30000000.0,-14000000.0,-215000000.0,916000000.0,0.0,,,679000000,-23000000.0,,7411000000.0,61000000.0,-80000000.0,2781000000.0,,9411000000.0,3860000000.0,,1163000000,4910000000,468000000.0,6974000000.0,14385000000.0,-144000000.0,6641000000.0,735000000.0,,776000000,468000000.0,418000000.0,7725000000.0,,1072000000.0,3686000000.0,643000000.0,-2445000000.0,1224000000.0,-627000000.0,1124000000.0,,2586000000.0,,1828000000.0,-3000000.0,61000000.0,-88000000.0,,,,
2009-03-31,2967000000.0,237000000.0,2967000000.0,179000000.0,,,560000000.0,5157000000.0,2667000000.0,1124000000.0,0.42,53000000.0,1937000000.0,29000000.0,-518000000.0,,,952000000.0,-4783000000.0,15000000.0,381000000.0,1843000000.0,9940000000.0,-3000000.0,0.0,48000000.0,874000000.0,10000000.0,52000000.0,-224000000.0,693000000.0,,,897000000.0,828000000,-274000000.0,0.42,8909000000.0,52000000.0,-81000000.0,2331000000.0,,10340000000.0,5798000000.0,,616000000,3907000000,378000000.0,7315000000.0,16224000000.0,-137000000.0,8129000000.0,686000000.0,899000000.0,381000000,378000000.0,440000000.0,8074000000.0,,1076000000.0,3239000000.0,450000000.0,0.0,668000000.0,-465000000.0,2967000000.0,-18000000.0,4578000000.0,,1895000000.0,-65000000.0,52000000.0,-5000000.0,,,,
2009-06-30,1568000000.0,226000000.0,2321000000.0,117000000.0,,,383000000.0,5357000000.0,2667000000.0,2967000000.0,0.29,82000000.0,-77000000.0,27000000.0,-432000000.0,,,1019000000.0,-4935000000.0,43000000.0,637000000.0,-1399000000.0,10292000000.0,-8000000.0,62000000.0,,755000000.0,93000000.0,101000000.0,-198000000.0,758000000.0,753000000.0,,898000000.0,689000000,-48000000.0,0.29,8008000000.0,48000000.0,-81000000.0,2220000000.0,,10521000000.0,5671000000.0,,476000000,3494000000,262000000.0,8207000000.0,16215000000.0,205000000.0,7891000000.0,577000000.0,900000000.0,266000000,262000000.0,524000000.0,8301000000.0,,1068000000.0,2971000000.0,454000000.0,-67000000.0,523000000.0,-1955000000.0,1568000000.0,-132000000.0,4573000000.0,,1832000000.0,63000000.0,47000000.0,-14000000.0,763000000.0,,,
2009-09-30,1675000000.0,194000000.0,3190000000.0,124000000.0,,-23000000.0,393000000.0,5564000000.0,2667000000.0,1568000000.0,0.29,80000000.0,-70000000.0,0.0,-440000000.0,,,981000000.0,-5067000000.0,42000000.0,612000000.0,107000000.0,10631000000.0,-1000000.0,,,800000000.0,144000000.0,11000000.0,-202000000.0,703000000.0,1515000000.0,,902000000.0,711000000,-47000000.0,0.29,8699000000.0,49000000.0,-81000000.0,2184000000.0,,10702000000.0,5577000000.0,0.0,474000000,3588000000,262000000.0,7638000000.0,16337000000.0,172000000.0,7761000000.0,538000000.0,904000000.0,269000000,262000000.0,497000000.0,8549000000.0,,1093000000.0,3066000000.0,487000000.0,45000000.0,522000000.0,-432000000.0,1675000000.0,39000000.0,4573000000.0,,1716000000.0,116000000.0,48000000.0,-4000000.0,,,,
2009-12-31,2082000000.0,215000000.0,3394000000.0,98000000.0,-1000000.0,-18000000.0,346000000.0,5759000000.0,2669000000.0,1675000000.0,,82000000.0,-120000000.0,750000000.0,-474000000.0,,,1041000000.0,-5230000000.0,-33000000.0,776000000.0,407000000.0,10989000000.0,-5000000.0,,,787000000.0,207000000.0,110000000.0,-213000000.0,623000000.0,1312000000.0,,,682000000,,,8638000000.0,58000000.0,-81000000.0,2889000000.0,,10863000000.0,4892000000.0,-151000000.0,428000000,3686000000,243000000.0,7900000000.0,16538000000.0,302000000.0,7781000000.0,606000000.0,,248000000,243000000.0,472000000.0,8728000000.0,,1100000000.0,3203000000.0,514000000.0,110000000.0,483000000.0,-233000000.0,2082000000.0,-7000000.0,3824000000.0,,1598000000.0,118000000.0,55000000.0,-4000000.0,,,,
2010-03-31,1383000000.0,282000000.0,3191000000.0,121000000.0,,-113000000.0,333000000.0,5980000000.0,2669000000.0,2082000000.0,0.23,79000000.0,-37000000.0,750000000.0,-404000000.0,,,1048000000.0,-5406000000.0,44000000.0,317000000.0,-699000000.0,11386000000.0,,47000000.0,,964000000.0,-104000000.0,,-206000000.0,629000000.0,1808000000.0,,905000000.0,673000000,-47000000.0,0.23,8814000000.0,58000000.0,-81000000.0,3145000000.0,,10988000000.0,4875000000.0,-500000000.0,449000000,3761000000,206000000.0,8166000000.0,16980000000.0,-87000000.0,8020000000.0,626000000.0,908000000.0,212000000,206000000.0,541000000.0,8931000000.0,,1138000000.0,3259000000.0,520000000.0,-66000000.0,502000000.0,-970000000.0,1383000000.0,187000000.0,3824000000.0,,1658000000.0,-54000000.0,53000000.0,-40000000.0,,,,
2010-06-30,1160000000.0,257000000.0,3095000000.0,200000000.0,,-77000000.0,677000000.0,6175000000.0,2670000000.0,1383000000.0,0.53,79000000.0,-81000000.0,750000000.0,-451000000.0,,,1030000000.0,-5607000000.0,1000000.0,491000000.0,-223000000.0,11782000000.0,,503000000.0,,1069000000.0,-309000000.0,,-209000000.0,656000000.0,1935000000.0,,906000000.0,1028000000,73000000.0,0.53,9203000000.0,47000000.0,-82000000.0,3315000000.0,,11386000000.0,4841000000.0,-682000000.0,762000000,4387000000,480000000.0,8337000000.0,17540000000.0,40000000.0,8156000000.0,587000000.0,909000000.0,477000000,480000000.0,614000000.0,9353000000.0,3453000000.0,1132000000.0,3578000000.0,583000000.0,-42000000.0,809000000.0,-625000000.0,1160000000.0,109000000.0,3824000000.0,,1767000000.0,-108000000.0,47000000.0,-9000000.0,,,,
