date,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1998-09-30,-148000000.0,10322000000.0,432000000.0,,,8008000000.0,222000000,1286000000,399000000.0,184000000.0,-66000000.0,-23000000.0,101000000.0,42000000.0,126562500.0,334000000,,,-36000000.0,-223000000.0,1138000000.0,122000000.0,210000000.0,-247000000.0,112000000.0,1922000000.0,,1328000000.0,,-5052000000.0,0.65,5822000000.0,81000000.0,81000000,77000000.0,124615385.0,3522000000.0,473000000.0,17000000.0,-159000000.0,396000000.0,-6000000.0,5270000000.0,457000000.0,41000000.0,4325000000.0,19000000.0,798000000.0,-129000000.0,,456000000.0,854000000.0,,1000000.0,101000000.0,101000000.0,230000000.0,0.64,8792000000.0,-94000000.0,473000000.0,81000000.0,-82000000.0,0.0,,9930000000.0,81000000.0,,,,,,,,,,
1998-12-31,-145000000.0,11253000000.0,413000000.0,,,9094000000.0,168000000,1349000000,580000000.0,225000000.0,-15000000.0,-7000000.0,101000000.0,-34000000.0,,327000000,,,-38000000.0,-944000000.0,1407000000.0,65000000.0,245000000.0,-234000000.0,159000000.0,2216000000.0,,1810000000.0,,-5213000000.0,,6431000000.0,51000000.0,51000000,130000000.0,,3863000000.0,621000000.0,814000000.0,-847000000.0,361000000.0,-4000000.0,6040000000.0,720000000.0,14000000.0,4831000000.0,220000000.0,784000000.0,0.0,,609000000.0,936000000.0,,1000000.0,101000000.0,101000000.0,101000000.0,,9903000000.0,-64000000.0,621000000.0,86000000.0,-717000000.0,0.0,,11310000000.0,51000000.0,,,,,,,,,,
1999-03-31,-154000000.0,12892000000.0,500000000.0,-2000000.0,,11475000000.0,245000000,1538000000,498000000.0,188000000.0,94000000.0,-2000000.0,104000000.0,23000000.0,122500000.0,404000000,,,-38000000.0,-2235000000.0,1406000000.0,135000000.0,255000000.0,-174000000.0,159000000.0,2292000000.0,,1640000000.0,,-5803000000.0,0.82,,98000000.0,98000000,321000000.0,119512195.0,5272000000.0,439000000.0,1917000000.0,-157000000.0,255000000.0,1000000.0,7089000000.0,859000000.0,37000000.0,7357000000.0,27000000.0,763000000.0,3000000.0,,703000000.0,1038000000.0,,1000000.0,104000000.0,104000000.0,101000000.0,0.8,12361000000.0,-202000000.0,439000000.0,98000000.0,164000000.0,0.0,,13767000000.0,98000000.0,,,,,,,,,,
1999-06-30,-116000000.0,13169000000.0,479000000.0,-192000000.0,,11757000000.0,232000000,1353000000,470000000.0,198000000.0,-127000000.0,45000000.0,213000000.0,-18000000.0,111940299.0,387000000,,,-39000000.0,-206000000.0,1694000000.0,105000000.0,247000000.0,-138000000.0,155000000.0,2390000000.0,,1831000000.0,,-5917000000.0,0.68,8993000000.0,75000000.0,75000000,119000000.0,110294118.0,5201000000.0,570000000.0,196000000.0,-134000000.0,344000000.0,12000000.0,7252000000.0,939000000.0,30000000.0,7171000000.0,24000000.0,792000000.0,109000000.0,,791000000.0,874000000.0,,1000000.0,213000000.0,213000000.0,104000000.0,0.67,12453000000.0,-56000000.0,570000000.0,130000000.0,-15000000.0,0.0,,14147000000.0,75000000.0,,,,,,,,,,
1999-09-30,-134000000.0,13412000000.0,525000000.0,0.0,,12241000000.0,271000000,1488000000,524000000.0,235000000.0,-160000000.0,-27000000.0,234000000.0,-56000000.0,106410256.0,422000000,,,-85000000.0,-277000000.0,1961000000.0,108000000.0,254000000.0,-180000000.0,151000000.0,2353000000.0,,1991000000.0,,-6018000000.0,0.79,9012000000.0,83000000.0,83000000,0.0,105063291.0,5239000000.0,625000000.0,298000000.0,-188000000.0,469000000.0,-4000000.0,7394000000.0,1023000000.0,25000000.0,7181000000.0,572000000.0,775000000.0,21000000.0,,842000000.0,963000000.0,,1000000.0,234000000.0,234000000.0,213000000.0,0.78,12633000000.0,-33000000.0,625000000.0,141000000.0,-188000000.0,0.0,,14594000000.0,83000000.0,,,,,,,,,,
1999-12-31,-105000000.0,14278000000.0,557000000.0,0.0,,13006000000.0,164000000,1724000000,775000000.0,296000000.0,206000000.0,-6000000.0,132000000.0,-71000000.0,,329000000,,,-1000000.0,-846000000.0,1817000000.0,-7000000.0,393000000.0,-189000000.0,,2456000000.0,,2507000000.0,,-6157000000.0,,9147000000.0,21000000.0,21000000,477000000.0,,5524000000.0,782000000.0,267000000.0,-645000000.0,430000000.0,1000000.0,8121000000.0,959000000.0,-28000000.0,7075000000.0,187000000.0,828000000.0,-102000000.0,,950000000.0,1167000000.0,,1000000.0,132000000.0,132000000.0,234000000.0,,13645000000.0,-89000000.0,782000000.0,192000000.0,-168000000.0,0.0,,15462000000.0,21000000.0,,,,,,,,,,
2000-03-31,-129000000.0,14427000000.0,1435000000.0,-102000000.0,,12679000000.0,293000000,1827000000,673000000.0,245000000.0,-31000000.0,-68000000.0,208000000.0,-17000000.0,114285714.0,476000000,,,-42000000.0,-26000000.0,1664000000.0,133000000.0,1142000000.0,-151000000.0,,2374000000.0,,2352000000.0,,-6246000000.0,0.71,,80000000.0,80000000,114000000.0,113000000.0,4517000000.0,785000000.0,-12000000.0,-209000000.0,274000000.0,2000000.0,8181000000.0,937000000.0,53000000.0,7206000000.0,3000000.0,741000000.0,76000000.0,,894000000.0,392000000.0,,1000000.0,208000000.0,208000000.0,132000000.0,0.7,13611000000.0,-31000000.0,785000000.0,161000000.0,-95000000.0,0.0,,15275000000.0,80000000.0,913000000.0,,,,,,,,,
2000-06-30,-172000000.0,14306000000.0,490000000.0,-27000000.0,,13362000000.0,205000000,1599000000,824000000.0,265000000.0,53000000.0,,240000000.0,-8000000.0,112500000.0,347000000,,,-40000000.0,-11000000.0,1944000000.0,96000000.0,285000000.0,-110000000.0,,2345000000.0,,2608000000.0,,-6207000000.0,0.73,9387000000.0,81000000.0,81000000,69000000.0,110000000.0,4749000000.0,825000000.0,-26000000.0,-279000000.0,409000000.0,61000000.0,8099000000.0,1030000000.0,15000000.0,7115000000.0,0.0,734000000.0,32000000.0,,959000000.0,1109000000.0,,1000000.0,240000000.0,240000000.0,208000000.0,0.72,13763000000.0,7000000.0,825000000.0,169000000.0,-210000000.0,0.0,,15707000000.0,81000000.0,,,,,,,,,,
2000-09-30,2309000000.0,14483000000.0,536000000.0,-250000000.0,,13725000000.0,247000000,2395000000,1355000000.0,266000000.0,-348000000.0,,281000000.0,-124000000.0,110000000.0,399000000,,,-40000000.0,-335000000.0,2693000000.0,75000000.0,289000000.0,,,2309000000.0,,3332000000.0,,-6315000000.0,0.51,9055000000.0,55000000.0,55000000,-20000000.0,110000000.0,4491000000.0,974000000.0,396000000.0,-244000000.0,568000000.0,4000000.0,8168000000.0,1578000000.0,20000000.0,7327000000.0,220000000.0,763000000.0,41000000.0,,1003000000.0,1859000000.0,,1000000.0,281000000.0,281000000.0,240000000.0,0.51,13562000000.0,,974000000.0,175000000.0,-264000000.0,0.0,,16255000000.0,55000000.0,,,,,,,,,,
2000-12-31,-256000000.0,14087000000.0,4407000000.0,-16000000.0,,13402000000.0,-18000000,3177000000,1024000000.0,360000000.0,12000000.0,10000000.0,182000000.0,-241000000.0,,149000000,89000000.0,,-45000000.0,-495000000.0,2449000000.0,-203000000.0,4425000000.0,-320000000.0,,2361000000.0,,3202000000.0,,-6252000000.0,,8711000000.0,-180000000.0,-175000000,290000000.0,,4676000000.0,1110000000.0,106000000.0,-300000000.0,467000000.0,-5000000.0,7835000000.0,1440000000.0,-28000000.0,6824000000.0,329000000.0,859000000.0,-99000000.0,,1068000000.0,-1230000000.0,,1000000.0,182000000.0,182000000.0,281000000.0,,13402000000.0,,1110000000.0,180000000.0,-10000000.0,133000000.0,,15851000000.0,-180000000.0,,,,,,,,,,
2001-03-31,,14309000000.0,2347000000.0,,,13835000000.0,331000000,4126000000,1816000000.0,331000000.0,101000000.0,31000000.0,222000000.0,-59000000.0,128235294.0,493000000,125000000.0,,-45000000.0,-332000000.0,3004000000.0,168000000.0,2016000000.0,,-16000000.0,2703000000.0,,3269000000.0,,-6317000000.0,0.87,,109000000.0,109000000,361000000.0,125000000.0,4748000000.0,472000000.0,11000000.0,-273000000.0,342000000.0,4000000.0,7992000000.0,2109000000.0,59000000.0,7208000000.0,316000000.0,866000000.0,40000000.0,,981000000.0,1779000000.0,,,222000000.0,222000000.0,182000000.0,0.85,13620000000.0,,472000000.0,166000000.0,88000000.0,-3000000.0,,16624000000.0,109000000.0,880000000.0,,,,,,,,,
2001-06-30,-329000000.0,14537000000.0,2530000000.0,,,16004000000.0,255000000,4421000000,3654000000.0,304000000.0,-182000000.0,68000000.0,176000000.0,-145000000.0,132000000.0,371000000,-228000000.0,,-49000000.0,-327000000.0,4973000000.0,84000000.0,2275000000.0,-252000000.0,-147000000.0,2728000000.0,,5368000000.0,,-6398000000.0,0.4,9051000000.0,53000000.0,53000000,-33000000.0,132000000.0,4860000000.0,669000000.0,314000000.0,-281000000.0,570000000.0,0.0,8139000000.0,3923000000.0,31000000.0,7193000000.0,133000000.0,879000000.0,-46000000.0,,1045000000.0,1891000000.0,,45000000.0,176000000.0,176000000.0,222000000.0,0.4,13848000000.0,,669000000.0,170000000.0,-314000000.0,4000000.0,,18821000000.0,53000000.0,,,,,,,,,,
2001-09-30,-362000000.0,14830000000.0,777000000.0,,,14020000000.0,-401000000,2996000000,985000000.0,295000000.0,-459000000.0,-129000000.0,213000000.0,-37000000.0,133000000.0,-276000000,-262000000.0,,-41000000.0,-335000000.0,2552000000.0,-580000000.0,1178000000.0,-917000000.0,,1987000000.0,,2901000000.0,,-6735000000.0,-4.29,9487000000.0,-569000000.0,-384000000,-82000000.0,133000000.0,4618000000.0,955000000.0,454000000.0,-308000000.0,825000000.0,-3000000.0,8095000000.0,1219000000.0,-196000000.0,7459000000.0,6000000.0,750000000.0,37000000.0,,961000000.0,2219000000.0,,1000000.0,213000000.0,213000000.0,176000000.0,-4.29,13537000000.0,,955000000.0,175000000.0,-390000000.0,9000000.0,,16089000000.0,-569000000.0,,,,,,,,,,
2001-12-31,-325000000.0,15195000000.0,4141000000.0,-1000000.0,,15126000000.0,119000000,-1875000000,1183000000.0,667000000.0,50000000.0,,189000000.0,267000000.0,,261000000,12000000.0,,-54000000.0,-132000000.0,3033000000.0,-74000000.0,4022000000.0,-1055000000.0,,1890000000.0,,3810000000.0,,-6833000000.0,,9680000000.0,-138000000.0,-109000000,171000000.0,,4896000000.0,1397000000.0,-63000000.0,-400000000.0,813000000.0,-12000000.0,8362000000.0,1364000000.0,35000000.0,6983000000.0,9000000.0,875000000.0,-24000000.0,,1230000000.0,-6016000000.0,,1000000.0,189000000.0,189000000.0,213000000.0,,14069000000.0,,1397000000.0,181000000.0,-229000000.0,2000000.0,,17102000000.0,-138000000.0,,,,,,,,,,
2002-03-31,-290000000.0,15185000000.0,1815000000.0,,,14103000000.0,292000000,2525000000,861000000.0,669000000.0,282000000.0,-31000000.0,160000000.0,-57000000.0,136643836.0,432000000,179000000.0,,-78000000.0,629000000.0,2488000000.0,653000000.0,1523000000.0,-704000000.0,,2289000000.0,,3159000000.0,,-6950000000.0,2.99,,399000000.0,400000000,252000000.0,133000000.0,4945000000.0,922000000.0,-910000000.0,-192000000.0,627000000.0,521000000.0,8235000000.0,1032000000.0,253000000.0,6603000000.0,29000000.0,881000000.0,-29000000.0,,1376000000.0,710000000.0,,1000000.0,160000000.0,160000000.0,189000000.0,2.92,13991000000.0,,922000000.0,160000000.0,60000000.0,-3000000.0,,16479000000.0,399000000.0,811000000.0,,,,,,,,,
2002-06-30,-723000000.0,14498000000.0,1471000000.0,,,13639000000.0,233000000,2368000000,906000000.0,472000000.0,58000000.0,-95000000.0,264000000.0,-18000000.0,135000000.0,328000000,-89000000.0,,-19000000.0,123000000.0,2407000000.0,105000000.0,1238000000.0,-838000000.0,,1757000000.0,,3054000000.0,,-6873000000.0,-0.56,8987000000.0,-75000000.0,73000000,249000000.0,135000000.0,4694000000.0,924000000.0,-268000000.0,-169000000.0,716000000.0,17000000.0,7625000000.0,955000000.0,32000000.0,6403000000.0,20000000.0,788000000.0,104000000.0,,1224000000.0,897000000.0,,1000000.0,264000000.0,264000000.0,160000000.0,-0.56,13066000000.0,,924000000.0,144000000.0,80000000.0,24000000.0,,15473000000.0,-75000000.0,,,,,,,,,,
2002-09-30,-756000000.0,14081000000.0,931000000.0,-301000000.0,,13126000000.0,211000000,1333000000,774000000.0,440000000.0,-290000000.0,21000000.0,407000000.0,-30000000.0,144000000.0,331000000,-138000000.0,,-27000000.0,147000000.0,2439000000.0,56000000.0,720000000.0,-842000000.0,,2022000000.0,,2704000000.0,,-6523000000.0,0.16,9121000000.0,23000000.0,6000000,-178000000.0,144000000.0,4485000000.0,850000000.0,174000000.0,-162000000.0,842000000.0,9000000.0,7558000000.0,750000000.0,50000000.0,6585000000.0,301000000.0,804000000.0,143000000.0,,1080000000.0,402000000.0,,1000000.0,407000000.0,407000000.0,264000000.0,0.16,12783000000.0,,850000000.0,162000000.0,-340000000.0,9000000.0,,15222000000.0,23000000.0,,,,,,,,,,
2002-12-31,-753000000.0,11344000000.0,1866000000.0,322000000.0,,12761000000.0,-632000000,4402000000,535000000.0,997000000.0,-263000000.0,,377000000.0,277000000.0,,-463000000,188000000.0,,-25000000.0,185000000.0,2748000000.0,-718000000.0,2498000000.0,-1720000000.0,,1133000000.0,,2898000000.0,,-6110000000.0,,8548000000.0,-974000000.0,-584000000,80000000.0,,5933000000.0,1098000000.0,-233000000.0,-224000000.0,617000000.0,-47000000.0,5234000000.0,757000000.0,-134000000.0,5356000000.0,7000000.0,505000000.0,32000000.0,,1265000000.0,2536000000.0,,1000000.0,377000000.0,377000000.0,407000000.0,,11167000000.0,,1098000000.0,43000000.0,-144000000.0,-403000000.0,,13915000000.0,-974000000.0,,,,,,,,,,
2003-03-31,-737000000.0,11200000000.0,1517000000.0,,,13045000000.0,239000000,1992000000,481000000.0,689000000.0,162000000.0,27000000.0,675000000.0,6000000.0,154901961.0,365000000,241000000.0,,,-53000000.0,2591000000.0,117000000.0,1278000000.0,-1641000000.0,,1228000000.0,,2769000000.0,,-5490000000.0,0.55,,79000000.0,76000000,400000000.0,143636364.0,5994000000.0,1180000000.0,-50000000.0,-156000000.0,377000000.0,-2000000.0,5710000000.0,850000000.0,41000000.0,5212000000.0,,466000000.0,298000000.0,,1108000000.0,475000000.0,,1000000.0,675000000.0,675000000.0,377000000.0,0.51,11704000000.0,,1180000000.0,119000000.0,244000000.0,-2000000.0,,14295000000.0,79000000.0,,,,,,,,,,
2003-06-30,-724000000.0,11233000000.0,840000000.0,,,11806000000.0,183000000,1154000000,421000000.0,741000000.0,-485000000.0,142000000.0,931000000.0,-12000000.0,145161290.0,283000000,-243000000.0,,,514000000.0,3035000000.0,29000000.0,657000000.0,-1686000000.0,,1199000000.0,,1713000000.0,,-5493000000.0,-0.31,8766000000.0,-45000000.0,-5000000,-267000000.0,145161290.0,4253000000.0,542000000.0,8000000.0,-103000000.0,597000000.0,-1000000.0,5740000000.0,766000000.0,34000000.0,6055000000.0,,550000000.0,256000000.0,,750000000.0,314000000.0,,1000000.0,931000000.0,931000000.0,675000000.0,-0.31,9993000000.0,,542000000.0,153000000.0,-370000000.0,-214000000.0,,13028000000.0,-45000000.0,,,,,,,,,,
2003-09-30,-720000000.0,11292000000.0,501000000.0,-219000000.0,,10935000000.0,109000000,1016000000,396000000.0,640000000.0,63000000.0,-113000000.0,664000000.0,11000000.0,150980392.0,222000000,-352000000.0,,,40000000.0,2675000000.0,-50000000.0,392000000.0,-1763000000.0,,1353000000.0,,1197000000.0,,-5550000000.0,-0.51,8484000000.0,-77000000.0,-34000000,-147000000.0,150980392.0,3894000000.0,188000000.0,-142000000.0,-93000000.0,955000000.0,20000000.0,5742000000.0,416000000.0,-16000000.0,6291000000.0,225000000.0,503000000.0,-249000000.0,,613000000.0,515000000.0,,2000000.0,664000000.0,664000000.0,931000000.0,-0.51,9636000000.0,,188000000.0,179000000.0,-240000000.0,49000000.0,,12311000000.0,-77000000.0,,,,,,,,,,
2003-12-31,-419000000.0,11790000000.0,2494000000.0,,,12180000000.0,1000000,1454000000,357000000.0,594000000.0,-58000000.0,,532000000.0,-206000000.0,,129000000,66000000.0,,,-298000000.0,2494000000.0,-80000000.0,2493000000.0,-1844000000.0,,1585000000.0,,1650000000.0,,-4846000000.0,,8673000000.0,-1000000.0,-80000000,-237000000.0,,4375000000.0,519000000.0,414000000.0,-183000000.0,892000000.0,33000000.0,6944000000.0,476000000.0,0.0,6704000000.0,43000000.0,700000000.0,-124000000.0,,774000000.0,-1040000000.0,,2000000.0,532000000.0,532000000.0,664000000.0,,11344000000.0,,519000000.0,143000000.0,-420000000.0,184000000.0,,13838000000.0,-1000000.0,,,,,,,,,,
2004-03-31,-317000000.0,14434000000.0,1505000000.0,,,12687000000.0,122000000,1754000000,276000000.0,774000000.0,-32000000.0,,551000000.0,-7000000.0,157142857.0,266000000,366000000.0,,,-115000000.0,2719000000.0,-12000000.0,1383000000.0,-1855000000.0,,1676000000.0,,1964000000.0,,-5942000000.0,-0.07,,-11000000.0,-9000000,409000000.0,157142857.0,3881000000.0,892000000.0,-266000000.0,-113000000.0,562000000.0,17000000.0,8492000000.0,832000000.0,-3000000.0,6513000000.0,,747000000.0,19000000.0,,796000000.0,249000000.0,,2000000.0,551000000.0,551000000.0,532000000.0,-0.07,12398000000.0,,892000000.0,143000000.0,296000000.0,0.0,,15117000000.0,-11000000.0,25000000.0,,,,,,,,,
2004-06-30,-313000000.0,14486000000.0,829000000.0,,,12865000000.0,107000000,1093000000,381000000.0,697000000.0,92000000.0,,696000000.0,-36000000.0,160000000.0,215000000,-285000000.0,,,-99000000.0,2852000000.0,12000000.0,722000000.0,-1835000000.0,,1702000000.0,,2161000000.0,,-5958000000.0,0.1,8815000000.0,19000000.0,19000000,72000000.0,160000000.0,3904000000.0,903000000.0,-10000000.0,-124000000.0,832000000.0,46000000.0,8528000000.0,627000000.0,-7000000.0,6500000000.0,,733000000.0,-29000000.0,,877000000.0,264000000.0,,2000000.0,696000000.0,696000000.0,551000000.0,0.1,12455000000.0,,903000000.0,147000000.0,-52000000.0,0.0,,15307000000.0,16000000.0,,,,,,,,,,
2004-09-30,-309000000.0,14635000000.0,606000000.0,,292000000.0,12863000000.0,140000000,1063000000,339000000.0,609000000.0,-426000000.0,17000000.0,560000000.0,73000000.0,164705882.0,254000000,-354000000.0,,,82000000.0,2804000000.0,69000000.0,466000000.0,-1779000000.0,,1764000000.0,,1707000000.0,,-6035000000.0,0.35,9258000000.0,59000000.0,51000000,-287000000.0,160000000.0,3945000000.0,594000000.0,68000000.0,-140000000.0,1186000000.0,69000000.0,8600000000.0,449000000.0,18000000.0,6912000000.0,,739000000.0,38000000.0,,774000000.0,457000000.0,,2000000.0,560000000.0,560000000.0,696000000.0,0.34,12573000000.0,-292000000.0,594000000.0,143000000.0,-427000000.0,-9000000.0,,15377000000.0,56000000.0,,,,,,,,,,
2004-12-31,-336000000.0,14751000000.0,2419000000.0,,2350000000.0,12806000000.0,218000000,1562000000,392000000.0,719000000.0,231000000.0,,669000000.0,-8000000.0,,283000000,164000000.0,,,-260000000.0,2999000000.0,46000000.0,2201000000.0,-1734000000.0,,2333000000.0,,1755000000.0,,-6115000000.0,,9079000000.0,47000000.0,59000000,378000000.0,,4214000000.0,476000000.0,165000000.0,-148000000.0,1030000000.0,18000000.0,8636000000.0,581000000.0,-13000000.0,6948000000.0,,750000000.0,109000000.0,,887000000.0,-857000000.0,,263000000.0,669000000.0,669000000.0,560000000.0,,12873000000.0,-2458000000.0,476000000.0,197000000.0,230000000.0,249000000.0,,15872000000.0,45000000.0,,,,,,,,,,
2005-03-31,-323000000.0,14830000000.0,1782000000.0,,421000000.0,12854000000.0,420000000,1845000000,358000000.0,743000000.0,56000000.0,,940000000.0,11000000.0,202702703.0,576000000,418000000.0,,-2000000.0,-8000000.0,3181000000.0,226000000.0,1362000000.0,-1584000000.0,,2503000000.0,,1666000000.0,,-6032000000.0,0.77,,152000000.0,152000000,262000000.0,194805195.0,4200000000.0,487000000.0,17000000.0,-149000000.0,612000000.0,45000000.0,8798000000.0,886000000.0,74000000.0,6964000000.0,6000000.0,808000000.0,271000000.0,,821000000.0,63000000.0,,263000000.0,940000000.0,940000000.0,669000000.0,0.74,13020000000.0,-312000000.0,487000000.0,136000000.0,113000000.0,-10000000.0,,16201000000.0,150000000.0,22000000.0,,,,,,,,,
2005-06-30,-333000000.0,14949000000.0,911000000.0,,96000000.0,12822000000.0,74000000,1241000000,412000000.0,714000000.0,24000000.0,,1013000000.0,-34000000.0,225000000.0,196000000,-306000000.0,,-4000000.0,-128000000.0,3293000000.0,5000000.0,837000000.0,-1557000000.0,,2795000000.0,,1621000000.0,,-6115000000.0,0.12,9458000000.0,30000000.0,30000000,244000000.0,225000000.0,4307000000.0,343000000.0,-44000000.0,-131000000.0,918000000.0,35000000.0,8834000000.0,648000000.0,-25000000.0,6823000000.0,277000000.0,790000000.0,73000000.0,,866000000.0,330000000.0,,263000000.0,1013000000.0,1013000000.0,940000000.0,0.12,13168000000.0,-97000000.0,343000000.0,132000000.0,113000000.0,-20000000.0,,16461000000.0,27000000.0,,,,,,,,,,
2005-09-30,-297000000.0,12796000000.0,889000000.0,,94000000.0,13147000000.0,-844000000,1335000000,531000000.0,1125000000.0,-200000000.0,-172000000.0,793000000.0,-158000000.0,219008264.0,-723000000,-463000000.0,,-2000000.0,-263000000.0,3940000000.0,-428000000.0,1733000000.0,-1822000000.0,,2572000000.0,,2168000000.0,,-5077000000.0,-1.21,9220000000.0,-263000000.0,-263000000,98000000.0,219008264.0,4426000000.0,441000000.0,-55000000.0,-155000000.0,1380000000.0,50000000.0,7719000000.0,642000000.0,-165000000.0,6699000000.0,6000000.0,613000000.0,-220000000.0,,1196000000.0,446000000.0,,263000000.0,793000000.0,793000000.0,1013000000.0,-1.21,12175000000.0,-44000000.0,441000000.0,127000000.0,-57000000.0,-12000000.0,,16115000000.0,-265000000.0,,,,,,,,,,
2005-12-31,-288000000.0,12968000000.0,1810000000.0,,2000000.0,13104000000.0,-45000000,1867000000,512000000.0,899000000.0,-259000000.0,,847000000.0,15000000.0,,81000000,106000000.0,,-3000000.0,-142000000.0,3899000000.0,-69000000.0,1855000000.0,-1828000000.0,,2583000000.0,,2113000000.0,,-5123000000.0,,9127000000.0,-3000000.0,-17000000,42000000.0,,4249000000.0,445000000.0,156000000.0,-158000000.0,1275000000.0,-18000000.0,7845000000.0,878000000.0,-52000000.0,6978000000.0,6000000.0,364000000.0,54000000.0,,1156000000.0,57000000.0,,263000000.0,847000000.0,847000000.0,793000000.0,,12121000000.0,-3000000.0,445000000.0,93000000.0,-116000000.0,-15000000.0,,16020000000.0,-6000000.0,,,,,,,,,,
2006-03-31,-286000000.0,13064000000.0,1501000000.0,,,12629000000.0,-46000000,2032000000,400000000.0,574000000.0,-19000000.0,-29000000.0,758000000.0,104000000.0,225000000.0,116000000,377000000.0,,-3000000.0,-42000000.0,3314000000.0,-53000000.0,1547000000.0,-1855000000.0,,2567000000.0,,1626000000.0,,-5166000000.0,-0.12,,-24000000.0,-25000000,173000000.0,225000000.0,4308000000.0,319000000.0,-221000000.0,-129000000.0,898000000.0,39000000.0,7898000000.0,1084000000.0,-28000000.0,6892000000.0,6000000.0,318000000.0,-89000000.0,,907000000.0,531000000.0,,263000000.0,758000000.0,758000000.0,847000000.0,-0.12,12236000000.0,-17000000.0,319000000.0,130000000.0,44000000.0,-8000000.0,,15550000000.0,-27000000.0,30000000.0,,,,,,,,,
2006-06-30,-282000000.0,13238000000.0,915000000.0,,,12654000000.0,87000000,1396000000,509000000.0,514000000.0,249000000.0,-155000000.0,851000000.0,-34000000.0,232258065.0,214000000,-274000000.0,,-3000000.0,-208000000.0,3393000000.0,7000000.0,828000000.0,-1783000000.0,,2650000000.0,,1678000000.0,,-5210000000.0,0.33,9012000000.0,75000000.0,73000000,316000000.0,218181818.0,4215000000.0,174000000.0,-15000000.0,-191000000.0,1171000000.0,30000000.0,8028000000.0,857000000.0,-66000000.0,7029000000.0,6000000.0,143000000.0,93000000.0,,995000000.0,481000000.0,,263000000.0,851000000.0,851000000.0,758000000.0,0.31,12273000000.0,-101000000.0,174000000.0,132000000.0,125000000.0,-1000000.0,,15666000000.0,72000000.0,,,,,,,,,,
2006-09-30,-301000000.0,13340000000.0,899000000.0,,126000000.0,12097000000.0,-20000000,1462000000,499000000.0,443000000.0,-397000000.0,-39000000.0,459000000.0,-114000000.0,217021277.0,109000000,-349000000.0,,-2000000.0,-186000000.0,3046000000.0,-132000000.0,919000000.0,-1886000000.0,458000000.0,2537000000.0,,1585000000.0,,-5259000000.0,-0.47,8520000000.0,-100000000.0,-101000000,-53000000.0,217021277.0,3821000000.0,315000000.0,-153000000.0,-198000000.0,1520000000.0,31000000.0,8081000000.0,624000000.0,-31000000.0,6822000000.0,6000000.0,67000000.0,-392000000.0,,771000000.0,563000000.0,,263000000.0,459000000.0,459000000.0,851000000.0,-0.47,11932000000.0,0.0,315000000.0,127000000.0,-251000000.0,-6000000.0,,14978000000.0,-102000000.0,,,,,,,,,,
