date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment
2013-12-31,9000000.0,127000000.0,1983000000.0,1683000000.0,-260000000.0,209000000.0,16238000000.0,-6248000000.0,,1660000000,-105000000.0,25459000000.0,263000000,-0.020498,27142000000.0,-14000000.0,-515000000.0,18221000000.0,50000000,-14000000.0,107000000.0,1356000000.0,4864000000.0,-8000000.0,681000000.0,646000000.0,935000000.0,-1149000000.0,733000000.0,600000000.0,12000000.0,36000000.0,725000000.0,3529000000.0,194000000.0,59000000.0,4360000000.0,,11353000000.0,681000000.0,462000000.0,-111000000.0,1644000000.0,-0.020498,141000000.0,0.0,18210000000.0,191000000.0,681000000.0,732000000.0,718000000.0,-1030000000.0,226000000.0,131000000.0,683000000.0,-50000000.0,599000000.0,-9000000.0,583000000.0,-7613000000.0,0.0,-51000000.0,515000000.0,,,25823000000.0,123000000.0,98000000.0,,960000000.0,-164000000.0,4000000.0,64000000.0,9000000.0,322000000,683552000.0,
2014-03-31,11000000.0,150000000.0,2549000000.0,2178000000.0,-276000000.0,214000000.0,17040000000.0,-6385000000.0,,1749000000,-228000000.0,26128000000.0,301000000,0.2,28306000000.0,140000000.0,-347000000.0,19589000000.0,196000000,140000000.0,93000000.0,1413000000.0,4616000000.0,29000000.0,1064000000.0,646000000.0,983000000.0,-992000000.0,704000000.0,629000000.0,-16000000.0,-27000000.0,766000000.0,3528000000.0,222000000.0,86000000.0,4520000000.0,,12099000000.0,1064000000.0,465000000.0,-228000000.0,1632000000.0,0.20438,51000000.0,0.0,18711000000.0,247000000.0,1064000000.0,681000000.0,720000000.0,-793000000.0,751000000.0,140000000.0,685000000.0,16000000.0,619000000.0,-80000000.0,929000000.0,-7773000000.0,,383000000.0,446000000.0,,,26484000000.0,-96000000.0,121000000.0,,1094000000.0,-223000000.0,14000000.0,0.0,11000000.0,387000000,688904000.0,
2014-06-30,12000000.0,136000000.0,2396000000.0,2119000000.0,-291000000.0,214000000.0,20631000000.0,-6574000000.0,,1678000000,-18000000.0,32830000000.0,269000000,0.15,34949000000.0,103000000.0,-733000000.0,23027000000.0,123000000,103000000.0,193000000.0,1434000000.0,7863000000.0,115000000.0,860000000.0,646000000.0,938000000.0,-6944000000.0,655000000.0,576000000.0,-18000000.0,-54000000.0,740000000.0,3658000000.0,276000000.0,101000000.0,4489000000.0,,15539000000.0,860000000.0,471000000.0,-6013000000.0,1616000000.0,0.15,84000000.0,0.0,19442000000.0,207000000.0,860000000.0,1064000000.0,782000000.0,-1046000000.0,751000000.0,163000000.0,696553000.0,1000000.0,6637000000.0,-114000000.0,6427000000.0,-7938000000.0,,-204000000.0,313000000.0,,,27380000000.0,127000000.0,-167000000.0,,990000000.0,-194000000.0,3394000000.0,0.0,12000000.0,584000000,700696000.0,
2014-09-30,13000000.0,171000000.0,2931000000.0,1898000000.0,-419000000.0,369000000.0,26195000000.0,-5315000000.0,,2069000000,-99000000.0,47909000000.0,307000000,2.22,49807000000.0,1678000000.0,-759000000.0,29126000000.0,1708000000,1678000000.0,224000000.0,1616000000.0,9129000000.0,92000000.0,302000000.0,1658000000.0,1176000000.0,-1074000000.0,895000000.0,860000000.0,94000000.0,-8000000.0,893000000.0,4657000000.0,284000000.0,2609000000.0,7085000000.0,,19922000000.0,302000000.0,586000000.0,-62000000.0,11136000000.0,2.246319,998000000.0,-864000000.0,27398000000.0,2706000000.0,302000000.0,860000000.0,782000000.0,-1104000000.0,1019000000.0,210000000.0,747000000.0,-123000000.0,632000000.0,-71000000.0,171000000.0,-8170000000.0,,-558000000.0,345000000.0,,,35568000000.0,1011000000.0,-234000000.0,,1017000000.0,-222000000.0,61000000.0,0.0,13000000.0,2916000000,752064000.0,
2014-12-31,1281000000.0,204000000.0,2567000000.0,1890000000.0,-426000000.0,379000000.0,27824000000.0,-5548000000.0,,2141000000,-137000000.0,48673000000.0,460000000,0.258367,50563000000.0,193000000.0,-77000000.0,30391000000.0,308000000,193000000.0,213000000.0,2224000000.0,8777000000.0,78000000.0,240000000.0,1120000000.0,1095000000.0,-1147000000.0,778000000.0,972000000.0,-68000000.0,53000000.0,1046000000.0,4712000000.0,231000000.0,198000000.0,8400000000.0,82000000.0,20888000000.0,240000000.0,586000000.0,-137000000.0,10453000000.0,0.258367,116000000.0,-964000000.0,28081000000.0,424000000.0,240000000.0,302000000.0,782000000.0,-1088000000.0,802000000.0,234000000.0,747000000.0,-170000000.0,619000000.0,-258000000.0,74000000.0,-8354000000.0,,-62000000.0,1011000000.0,,,36435000000.0,222000000.0,51000000.0,,865000000.0,-341000000.0,2000000.0,40000000.0,17000000.0,658000000,751898000.0,
2015-03-31,23000000.0,196000000.0,2330000000.0,1622000000.0,-434000000.0,427000000.0,28546000000.0,-5914000000.0,,1716000000,-83000000.0,48835000000.0,227000000,0.09,50457000000.0,70000000.0,-163000000.0,30876000000.0,13000000,70000000.0,206000000.0,2279000000.0,8212000000.0,159000000.0,341000000.0,1145000000.0,889000000.0,-756000000.0,801000000.0,748000000.0,-75000000.0,32000000.0,827000000.0,4577000000.0,200000000.0,67000000.0,8319000000.0,,21690000000.0,341000000.0,600000000.0,-83000000.0,10191000000.0,0.093583,30000000.0,-3648000000.0,28536000000.0,43000000.0,341000000.0,240000000.0,783000000.0,-832000000.0,801000000.0,251000000.0,748000000.0,300000000.0,644000000.0,-196000000.0,188000000.0,-8662000000.0,0.0,101000000.0,669000000.0,,,37198000000.0,28000000.0,178000000.0,,728000000.0,-395000000.0,10000000.0,0.0,23000000.0,294000000,752028000.0,
2015-06-30,23000000.0,174000000.0,3768000000.0,1426000000.0,-442000000.0,428000000.0,28224000000.0,-6243000000.0,,1839000000,-400000000.0,49737000000.0,266000000,0.15,51163000000.0,114000000.0,-8000000.0,31992000000.0,183000000,114000000.0,235000000.0,2274000000.0,7928000000.0,82000000.0,204000000.0,1145000000.0,922000000.0,-1246000000.0,924000000.0,742000000.0,27000000.0,32000000.0,917000000.0,4665000000.0,168000000.0,262000000.0,8712000000.0,,21285000000.0,204000000.0,651000000.0,-512000000.0,10158000000.0,0.152203,83000000.0,-1274000000.0,29089000000.0,266000000.0,204000000.0,341000000.0,784000000.0,-822000000.0,2121000000.0,262000000.0,749000000.0,50000000.0,633000000.0,-206000000.0,295000000.0,-8981000000.0,6000000.0,-137000000.0,814000000.0,,,38070000000.0,80000000.0,100000000.0,,723000000.0,-384000000.0,11000000.0,0.0,23000000.0,528000000,752775000.0,
2015-09-30,19000000.0,177000000.0,3858000000.0,1264000000.0,-480000000.0,432000000.0,28701000000.0,-6764000000.0,,1799000000,-46000000.0,49555000000.0,356000000,-0.053405,50819000000.0,-40000000.0,-168000000.0,32559000000.0,-173000000,-40000000.0,200000000.0,2314000000.0,7387000000.0,-136000000.0,125000000.0,1145000000.0,858000000.0,-705000000.0,1225000000.0,704000000.0,-89000000.0,12000000.0,941000000.0,4582000000.0,156000000.0,-331000000.0,8198000000.0,,21805000000.0,125000000.0,585000000.0,-46000000.0,10053000000.0,-0.053405,-65000000.0,-641000000.0,29476000000.0,-238000000.0,125000000.0,204000000.0,784000000.0,-771000000.0,1907000000.0,263000000.0,749000000.0,24000000.0,683000000.0,188000000.0,23000000.0,-9285000000.0,-3000000.0,-79000000.0,603000000.0,,,38761000000.0,-67000000.0,-69000000.0,,726000000.0,-425000000.0,6000000.0,0.0,19000000.0,25000000,749824000.0,
2015-12-31,2228000000.0,194000000.0,2497000000.0,1527000000.0,-480000000.0,451000000.0,30298000000.0,-7960000000.0,,2006000000,-66000000.0,47493000000.0,349000000,-0.94,49020000000.0,-701000000.0,-150000000.0,32795000000.0,-1307000000,-701000000.0,217000000.0,2268000000.0,6148000000.0,467000000.0,100000000.0,47000000.0,836000000.0,-592000000.0,778000000.0,1034000000.0,47000000.0,29000000.0,1170000000.0,4218000000.0,127000000.0,-1826000000.0,7336000000.0,94000000.0,23812000000.0,100000000.0,821000000.0,-66000000.0,9970000000.0,-0.935915,-438000000.0,-953000000.0,29579000000.0,-1745000000.0,100000000.0,125000000.0,784000000.0,-742000000.0,675000000.0,268000000.0,749000000.0,-335000000.0,561000000.0,-505000000.0,-25000000.0,-9460000000.0,0.0,-25000000.0,592000000.0,,,39039000000.0,-378000000.0,-372000000.0,,744000000.0,-442000000.0,59000000.0,0.0,17000000.0,-1477000000,749902000.0,
2016-03-31,133000000.0,221000000.0,2789000000.0,1261000000.0,-480000000.0,445000000.0,30394000000.0,-8508000000.0,,1660000000,-63000000.0,47546000000.0,262000000,-0.09,48807000000.0,-65000000.0,266000000.0,33183000000.0,-13000000,-65000000.0,174000000.0,2445000000.0,5691000000.0,97000000.0,164000000.0,47000000.0,763000000.0,-346000000.0,939000000.0,733000000.0,-23000000.0,-16000000.0,897000000.0,4248000000.0,142000000.0,18000000.0,7181000000.0,,23701000000.0,164000000.0,635000000.0,-63000000.0,9881000000.0,-0.086667,2000000.0,-1991000000.0,29823000000.0,-11000000.0,164000000.0,100000000.0,785000000.0,-513000000.0,1111000000.0,291000000.0,750000000.0,298000000.0,614000000.0,-227000000.0,-369000000.0,-9783000000.0,24000000.0,64000000.0,779000000.0,,,39606000000.0,2000000.0,212000000.0,,739000000.0,-378000000.0,6000000.0,0.0,21000000.0,280000000,750322000.0,
2016-06-30,803000000.0,158000000.0,2752000000.0,2357000000.0,-481000000.0,446000000.0,30950000000.0,-9394000000.0,,1736000000,-59000000.0,45767000000.0,314000000,-0.54,48124000000.0,-405000000.0,129000000.0,33702000000.0,-505000000,-405000000.0,182000000.0,2477000000.0,4830000000.0,56000000.0,135000000.0,47000000.0,847000000.0,-400000000.0,903000000.0,730000000.0,35000000.0,13000000.0,889000000.0,4079000000.0,122000000.0,-666000000.0,7125000000.0,,24394000000.0,135000000.0,575000000.0,-59000000.0,9792000000.0,-0.54,-145000000.0,-1310000000.0,28249000000.0,-650000000.0,135000000.0,164000000.0,785000000.0,-556000000.0,982000000.0,298000000.0,750000000.0,-8000000.0,554000000.0,-385000000.0,-300000000.0,-10102000000.0,7000000.0,-15000000.0,685000000.0,,,38351000000.0,-144000000.0,72000000.0,,688000000.0,-369000000.0,0.0,179000000.0,13000000.0,-352000000,750649000.0,
2016-09-30,64000000.0,177000000.0,2465000000.0,1627000000.0,-150000000.0,435000000.0,30599000000.0,-9483000000.0,,1905000000,-10000000.0,45661000000.0,346000000,0.08,47288000000.0,61000000.0,110000000.0,33064000000.0,131000000,61000000.0,538000000.0,2396000000.0,4860000000.0,74000000.0,77000000.0,,896000000.0,346000000.0,1059000000.0,854000000.0,-28000000.0,-4000000.0,1009000000.0,4271000000.0,120000000.0,151000000.0,7084000000.0,,23932000000.0,77000000.0,663000000.0,-10000000.0,9752000000.0,0.08,69000000.0,-1665000000.0,28263000000.0,200000000.0,77000000.0,135000000.0,785000000.0,-508000000.0,787000000.0,297000000.0,750754000.0,-118000000.0,562000000.0,-233000000.0,-1036000000.0,-10198000000.0,-2000000.0,-72000000.0,618000000.0,,,38461000000.0,68000000.0,-101000000.0,,619000000.0,-331000000.0,2000000.0,0.0,21000000.0,932000000,751858000.0,
2016-12-31,387000000.0,167000000.0,2949000000.0,1462000000.0,-150000000.0,437000000.0,29840000000.0,-9649000000.0,,2198000000,-45000000.0,45373000000.0,636000000,-0.02,46835000000.0,-15000000.0,1108000000.0,32789000000.0,37000000,-15000000.0,216000000.0,2978000000.0,4643000000.0,63000000.0,170000000.0,,982000000.0,-16000000.0,1049000000.0,938000000.0,41000000.0,-18000000.0,1216000000.0,4238000000.0,138000000.0,-257000000.0,6701000000.0,338000000.0,22624000000.0,170000000.0,580000000.0,-45000000.0,9663000000.0,-0.02,49000000.0,-2125000000.0,28428000000.0,86000000.0,170000000.0,77000000.0,785000000.0,-474000000.0,878000000.0,293000000.0,750000000.0,-90000000.0,581000000.0,-223000000.0,-1473000000.0,-10484000000.0,1000000.0,93000000.0,1582000000.0,,,38912000000.0,48000000.0,673000000.0,,623000000.0,-339000000.0,115000000.0,61000000.0,18000000.0,379000000,750954000.0,
2017-03-31,21000000.0,161000000.0,2045000000.0,2845000000.0,-248000000.0,442000000.0,30058000000.0,-9487000000.0,,1988000000,-52000000.0,44667000000.0,433000000,0.45,47512000000.0,373000000.0,93000000.0,32103000000.0,569000000,373000000.0,168000000.0,3100000000.0,8444000000.0,122000000.0,639000000.0,,1021000000.0,-122000000.0,1322000000.0,867000000.0,32000000.0,-30000000.0,967000000.0,5133000000.0,148000000.0,453000000.0,6738000000.0,,21825000000.0,639000000.0,534000000.0,-52000000.0,9570000000.0,0.45,37000000.0,-2000000000.0,27762000000.0,606000000.0,639000000.0,170000000.0,861000000.0,-513000000.0,0.0,280000000.0,824548000.0,29000000.0,597000000.0,-266000000.0,-15000000.0,-10580000000.0,198000000.0,469000000.0,606000000.0,,,38342000000.0,28000000.0,-185000000.0,,680000000.0,-334000000.0,2122000000.0,43000000.0,21000000.0,1328000000,826476000.0,
2017-06-30,41000000.0,153000000.0,3996000000.0,3969000000.0,-248000000.0,433000000.0,29593000000.0,-9654000000.0,,1924000000,-27000000.0,44801000000.0,408000000,0.098063,48770000000.0,81000000.0,105000000.0,33589000000.0,193000000,81000000.0,204000000.0,3068000000.0,8306000000.0,59000000.0,1918000000.0,,970000000.0,-388000000.0,1275000000.0,693000000.0,-3000000.0,0.0,954000000.0,5200000000.0,150000000.0,121000000.0,6675000000.0,,21325000000.0,1918000000.0,546000000.0,-27000000.0,9481000000.0,0.098063,65000000.0,-710000000.0,28042000000.0,258000000.0,1918000000.0,639000000.0,861000000.0,-557000000.0,1951000000.0,271000000.0,826000000.0,172000000.0,603000000.0,-213000000.0,1005000000.0,-10856000000.0,2000000.0,1279000000.0,662000000.0,,,38898000000.0,63000000.0,-68000000.0,,734000000.0,-331000000.0,3000000.0,36000000.0,23000000.0,529000000,828575000.0,
2017-09-30,1224000000.0,138000000.0,2354000000.0,2293000000.0,-248000000.0,433000000.0,28884000000.0,-9872000000.0,,1891000000,-24000000.0,43827000000.0,392000000,0.039952,46120000000.0,33000000.0,-88000000.0,31238000000.0,125000000,33000000.0,194000000.0,3106000000.0,8109000000.0,55000000.0,1172000000.0,,937000000.0,1566000000.0,1079000000.0,783000000.0,18000000.0,7000000.0,954000000.0,5211000000.0,144000000.0,24000000.0,6615000000.0,,20567000000.0,1172000000.0,562000000.0,-24000000.0,8873000000.0,0.039952,24000000.0,-2765000000.0,27709000000.0,149000000.0,1172000000.0,1918000000.0,861000000.0,-657000000.0,502000000.0,267000000.0,826000000.0,-83000000.0,630000000.0,-243000000.0,-2881000000.0,-11003000000.0,0.0,-746000000.0,569000000.0,,,38712000000.0,8000000.0,-126000000.0,,773000000.0,-331000000.0,5000000.0,0.0,17000000.0,416000000,829368000.0,
2017-12-31,41000000.0,156000000.0,2646000000.0,2179000000.0,-248000000.0,428000000.0,27531000000.0,-8434000000.0,,2228000000,-29000000.0,44173000000.0,499000000,2.03,46352000000.0,1687000000.0,6000000.0,30177000000.0,1622000000,1687000000.0,191000000.0,3950000000.0,9656000000.0,173000000.0,899000000.0,47000000.0,1108000000.0,-423000000.0,690000000.0,976000000.0,71000000.0,31000000.0,1120000000.0,3147000000.0,113000000.0,-712000000.0,6552000000.0,361000000.0,20434000000.0,899000000.0,621000000.0,-29000000.0,8791000000.0,2.042373,-2100000000.0,-450000000.0,28211000000.0,-478000000.0,899000000.0,1172000000.0,861000000.0,-713000000.0,501000000.0,265000000.0,826000000.0,-206000000.0,619000000.0,-192000000.0,-569000000.0,-11302000000.0,0.0,-273000000.0,719000000.0,,,39513000000.0,-2111000000.0,-37000000.0,,978000000.0,-238000000.0,1000000.0,53000000.0,17000000.0,-213000000,829607000.0,
2018-03-31,,132000000.0,2164000000.0,2399000000.0,-281000000.0,431000000.0,28985000000.0,-8587000000.0,,2088000000,-21000000.0,44653000000.0,491000000,0.18,47052000000.0,152000000.0,-264000000.0,31149000000.0,270000000,152000000.0,204000000.0,4410000000.0,9473000000.0,181000000.0,1292000000.0,,1079000000.0,-798000000.0,887000000.0,743000000.0,-197000000.0,-40000000.0,1009000000.0,3196000000.0,160000000.0,107000000.0,6513000000.0,,21379000000.0,1292000000.0,518000000.0,-21000000.0,8644000000.0,0.183797,55000000.0,-1060000000.0,28847000000.0,325000000.0,1292000000.0,899000000.0,862000000.0,-958000000.0,501000000.0,273000000.0,827000000.0,238000000.0,649000000.0,-220000000.0,497000000.0,-11620000000.0,0.0,393000000.0,694000000.0,,,40467000000.0,73000000.0,-152000000.0,,776000000.0,-294000000.0,10000000.0,,14000000.0,598000000,830197000.0,
2018-06-30,,130000000.0,1958000000.0,1541000000.0,-282000000.0,,28969000000.0,-8735000000.0,,2091000000,,44833000000.0,476000000,0.16,46374000000.0,135000000.0,-41000000.0,30927000000.0,269000000,135000000.0,269000000.0,4389000000.0,9345000000.0,128000000.0,275000000.0,,1096000000.0,-871000000.0,1063000000.0,844000000.0,127000000.0,7000000.0,995000000.0,3267000000.0,153000000.0,120000000.0,6810000000.0,,21313000000.0,275000000.0,519000000.0,-70000000.0,8406000000.0,0.163096,52000000.0,-701000000.0,28953000000.0,321000000.0,275000000.0,1292000000.0,862000000.0,-932000000.0,2000000.0,275000000.0,827733303.0,-117000000.0,664000000.0,-186000000.0,-1037000000.0,-11910000000.0,,-1017000000.0,891000000.0,,,40863000000.0,69000000.0,-52000000.0,,893000000.0,-293000000.0,1000000.0,,16000000.0,596000000,830107000.0,
2018-09-30,,174000000.0,2761000000.0,1984000000.0,-411000000.0,,27433000000.0,-9018000000.0,,2303000000,,45169000000.0,501000000,0.106565,47153000000.0,129000000.0,-25000000.0,30194000000.0,200000000,129000000.0,242000000.0,4376000000.0,15610000000.0,172000000.0,42000000.0,,1245000000.0,-1314000000.0,1117000000.0,795000000.0,-6000000.0,-6000000.0,1058000000.0,1648000000.0,153000000.0,159000000.0,7427000000.0,,21409000000.0,42000000.0,557000000.0,-712000000.0,8324000000.0,0.106565,190000000.0,-1440000000.0,28674000000.0,390000000.0,42000000.0,275000000.0,1280000000.0,-771000000.0,856000000.0,270000000.0,1210525000.0,-46000000.0,744000000.0,-205000000.0,335000000.0,-11279000000.0,,-233000000.0,746000000.0,,,39953000000.0,209000000.0,-180000000.0,,739000000.0,-291000000.0,4000000.0,49000000.0,13000000.0,660000000,1210525000.0,
2018-12-31,,133000000.0,1811000000.0,1464000000.0,-412000000.0,,27494000000.0,-10002000000.0,,2204000000,,43838000000.0,506000000,-0.472727,45302000000.0,-572000000.0,360000000.0,29305000000.0,-546000000,-571000000.0,174000000.0,3603000000.0,14660000000.0,-107000000.0,168000000.0,,1149000000.0,258000000.0,858000000.0,858000000.0,-17000000.0,23000000.0,1055000000.0,1524000000.0,130000000.0,-917000000.0,7821000000.0,244000000.0,22367000000.0,168000000.0,549000000.0,-329000000.0,7767000000.0,-0.472727,-159000000.0,-3000000.0,27504000000.0,-705000000.0,168000000.0,42000000.0,1280000000.0,-602000000.0,47000000.0,294000000.0,1210000000.0,-111000000.0,746000000.0,-37000000.0,-1094000000.0,-11157000000.0,,126000000.0,962000000.0,,,38661000000.0,-131000000.0,150000000.0,,662000000.0,-270000000.0,0.0,,12000000.0,-411000000,1210780000.0,
2019-03-31,,128000000.0,4169000000.0,1287000000.0,-460000000.0,,26076000000.0,-10270000000.0,,2054000000,,44683000000.0,561000000,0.16,45970000000.0,194000000.0,349000000.0,30245000000.0,214000000,195000000.0,186000000.0,3772000000.0,14406000000.0,-6000000.0,43000000.0,,981000000.0,-1258000000.0,974000000.0,929000000.0,-39000000.0,1000000.0,1073000000.0,1601000000.0,129000000.0,18000000.0,6544000000.0,,20703000000.0,43000000.0,512000000.0,-826000000.0,8096000000.0,0.16,69000000.0,-864000000.0,29081000000.0,283000000.0,43000000.0,168000000.0,1281000000.0,-426000000.0,2575000000.0,296000000.0,1211489000.0,97000000.0,962000000.0,-46000000.0,358000000.0,-11460000000.0,,-125000000.0,775000000.0,,,40541000000.0,75000000.0,-110000000.0,,620000000.0,-267000000.0,6000000.0,,14000000.0,995000000,1213592000.0,
2019-06-30,,152000000.0,3389000000.0,2028000000.0,-461000000.0,,26039000000.0,-10423000000.0,,2041000000,,44481000000.0,562000000,0.26,46509000000.0,310000000.0,561000000.0,29428000000.0,324000000,310000000.0,209000000.0,3761000000.0,13848000000.0,0.0,806000000.0,,931000000.0,-166000000.0,1199000000.0,879000000.0,-59000000.0,3000000.0,1110000000.0,1567000000.0,134000000.0,156000000.0,6261000000.0,,20711000000.0,806000000.0,548000000.0,-143000000.0,8123000000.0,0.26,98000000.0,-4000000.0,29131000000.0,422000000.0,806000000.0,43000000.0,1281000000.0,-508000000.0,1563000000.0,296000000.0,1212045000.0,52000000.0,966000000.0,1331000000.0,-140000000.0,-11737000000.0,,763000000.0,1069000000.0,,,40868000000.0,107000000.0,176000000.0,,627000000.0,-265000000.0,0.0,,16000000.0,1142000000,1214065000.0,
2019-09-30,,130000000.0,3324000000.0,1434000000.0,-461000000.0,,26098000000.0,-10664000000.0,,1999000000,,44847000000.0,628000000,0.18,46281000000.0,220000000.0,55000000.0,29422000000.0,242000000,221000000.0,183000000.0,3728000000.0,13621000000.0,3000000.0,247000000.0,,888000000.0,-920000000.0,1184000000.0,875000000.0,22000000.0,3000000.0,1111000000.0,1651000000.0,129000000.0,-13000000.0,6228000000.0,,20719000000.0,247000000.0,483000000.0,-120000000.0,8041000000.0,0.18,77000000.0,-36000000.0,29613000000.0,319000000.0,247000000.0,806000000.0,1282000000.0,-803000000.0,1538000000.0,296000000.0,1212270000.0,,965000000.0,-20000000.0,-497000000.0,-12034000000.0,,-559000000.0,858000000.0,,,41647000000.0,86000000.0,-71000000.0,,602000000.0,-266000000.0,4000000.0,,14000000.0,1050000000,1214165000.0,
