date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances
1995-03-31,202000000.0,7000000.0,-40000000.0,371000000.0,,2334000000.0,43000000.0,-1554000000.0,,1267000000.0,-349000000.0,3000000.0,196000000.0,73000000.0,1268000000.0,182000000.0,,2324000000.0,,,21967000000.0,1505000000.0,5107000000.0,156000000.0,0.315,52000000.0,52000000.0,,102000000.0,669000000.0,,16000000.0,49000000.0,,,838000000.0,736000000.0,2387000000.0,1216000000.0,-563000000.0,0.0,,109000000.0,18987000000.0,97000000.0,2993000000.0,2822000000.0,-33000000.0,-37000000.0,16860000000.0,346031746.0,,2594000000.0,-174000000.0,11000000.0,2980000000.0,,,1171000000.0,,-643000000.0,480000000.0,10177000000.0,-56000000.0,0.315,,5817000000.0,378000000.0,109000000.0,109000000.0,5620000000.0,,15994000000.0,346031746.0,,,
1995-06-30,209000000.0,11000000.0,-93000000.0,28000000.0,,2297000000.0,36000000.0,-1598000000.0,,1259000000.0,-357000000.0,68000000.0,272000000.0,81000000.0,1281000000.0,202000000.0,,2344000000.0,,,22330000000.0,1494000000.0,5072000000.0,179000000.0,0.35,120000000.0,120000000.0,,102000000.0,630000000.0,,15000000.0,0.0,,,873000000.0,771000000.0,2502000000.0,1253000000.0,-234000000.0,0.0,,121000000.0,19234000000.0,68000000.0,2974000000.0,2879000000.0,-34000000.0,-56000000.0,17258000000.0,345714286.0,,2682000000.0,-87000000.0,21000000.0,3096000000.0,,,1249000000.0,,-420000000.0,482000000.0,10249000000.0,8000000.0,0.35,,6011000000.0,380000000.0,121000000.0,121000000.0,5915000000.0,,16260000000.0,345714286.0,,,
1995-09-30,198000000.0,14000000.0,-64000000.0,-148000000.0,,2771000000.0,-41000000.0,-1646000000.0,,1244000000.0,-359000000.0,-42000000.0,486000000.0,82000000.0,1288000000.0,204000000.0,,2534000000.0,,,22712000000.0,1480000000.0,5539000000.0,422000000.0,0.355,78000000.0,78000000.0,,104000000.0,651000000.0,,15000000.0,0.0,,,869000000.0,765000000.0,2425000000.0,1253000000.0,-381000000.0,0.0,,122000000.0,19486000000.0,89000000.0,3185000000.0,2934000000.0,-33000000.0,0.0,17173000000.0,343661972.0,,2771000000.0,89000000.0,29000000.0,3226000000.0,,,1172000000.0,,508000000.0,488000000.0,10205000000.0,16000000.0,0.355,,6096000000.0,384000000.0,122000000.0,122000000.0,5626000000.0,,16301000000.0,343661972.0,,,
1995-12-31,204000000.0,10000000.0,-86000000.0,15000000.0,,2709000000.0,19000000.0,-1652000000.0,,1284000000.0,-436000000.0,21000000.0,330000000.0,85000000.0,1408000000.0,212000000.0,,3469000000.0,,,23172000000.0,1607000000.0,5724000000.0,244000000.0,,99000000.0,99000000.0,,107000000.0,684000000.0,,15000000.0,0.0,,-508000000.0,962000000.0,855000000.0,2659000000.0,1377000000.0,-322000000.0,0.0,,127000000.0,19760000000.0,154000000.0,4153000000.0,3060000000.0,-33000000.0,-7000000.0,17448000000.0,,,2864000000.0,-66000000.0,31000000.0,3412000000.0,,,1282000000.0,,-213000000.0,522000000.0,10249000000.0,4000000.0,,,5358000000.0,415000000.0,127000000.0,127000000.0,5926000000.0,,15607000000.0,,,,
1996-03-31,183000000.0,18000000.0,-54000000.0,-14000000.0,,2108000000.0,0.0,-1630000000.0,,1368000000.0,-198000000.0,-13000000.0,287000000.0,,1369000000.0,,,3116000000.0,,,17383000000.0,1483000000.0,4960000000.0,233000000.0,0.1,71000000.0,71000000.0,22000000.0,92000000.0,670000000.0,,15000000.0,84000000.0,,-34000000.0,582000000.0,490000000.0,2214000000.0,913000000.0,-286000000.0,0.0,,35000000.0,14156000000.0,76000000.0,3786000000.0,2999000000.0,-37000000.0,-110000000.0,12423000000.0,350000000.0,,2862000000.0,-159000000.0,,3227000000.0,,,1301000000.0,,-220000000.0,423000000.0,9886000000.0,-82000000.0,0.105,,484000000.0,331000000.0,109000000.0,35000000.0,781000000.0,,10370000000.0,333333333.0,,,
1996-06-30,183000000.0,7000000.0,-74000000.0,187000000.0,,2442000000.0,12000000.0,-1700000000.0,,1471000000.0,-130000000.0,98000000.0,371000000.0,84000000.0,1468000000.0,209000000.0,,3547000000.0,,,18354000000.0,1599000000.0,5509000000.0,297000000.0,0.365,184000000.0,184000000.0,35000000.0,97000000.0,765000000.0,,15000000.0,0.0,,-37000000.0,619000000.0,522000000.0,2384000000.0,961000000.0,-460000000.0,0.0,,125000000.0,15073000000.0,-33000000.0,4312000000.0,3168000000.0,-37000000.0,-41000000.0,12845000000.0,342465753.0,,2950000000.0,69000000.0,,3281000000.0,,,1423000000.0,,-384000000.0,439000000.0,10278000000.0,-31000000.0,0.37,,483000000.0,342000000.0,125000000.0,125000000.0,779000000.0,,10761000000.0,337837838.0,,,
1996-09-30,183000000.0,4000000.0,-87000000.0,-241000000.0,,2342000000.0,-12000000.0,-1633000000.0,,1303000000.0,-134000000.0,-15000000.0,354000000.0,81000000.0,1473000000.0,201000000.0,,3487000000.0,,,18035000000.0,1590000000.0,5405000000.0,267000000.0,-0.105,169000000.0,169000000.0,127000000.0,97000000.0,759000000.0,,14000000.0,0.0,,-133000000.0,615000000.0,518000000.0,2248000000.0,950000000.0,-128000000.0,0.0,,-35000000.0,14948000000.0,103000000.0,4246000000.0,3106000000.0,-37000000.0,-122000000.0,12630000000.0,350000000.0,,2878000000.0,-13000000.0,,3087000000.0,,,1298000000.0,,-215000000.0,432000000.0,10219000000.0,-37000000.0,-0.105,,483000000.0,335000000.0,120000000.0,-35000000.0,789000000.0,,10702000000.0,333333333.0,,,
1996-12-31,182000000.0,13000000.0,-128000000.0,51000000.0,,2290000000.0,15000000.0,-1664000000.0,,1192000000.0,-138000000.0,-107000000.0,552000000.0,85000000.0,1539000000.0,213000000.0,,817000000.0,,,18235000000.0,1609000000.0,5438000000.0,424000000.0,,47000000.0,47000000.0,70000000.0,101000000.0,850000000.0,,14000000.0,0.0,,-89000000.0,634000000.0,533000000.0,2428000000.0,1000000000.0,-710000000.0,0.0,,128000000.0,15052000000.0,304000000.0,1667000000.0,3203000000.0,-37000000.0,-27000000.0,12797000000.0,,,2969000000.0,-255000000.0,,3183000000.0,,,1428000000.0,,-563000000.0,467000000.0,10346000000.0,117000000.0,,,3039000000.0,366000000.0,128000000.0,128000000.0,820000000.0,,13385000000.0,,,,
1997-03-31,183000000.0,16000000.0,-88000000.0,41000000.0,,1568000000.0,0.0,-1758000000.0,,1373000000.0,-140000000.0,93000000.0,105000000.0,85000000.0,1701000000.0,210000000.0,,820000000.0,,,18689000000.0,1801000000.0,5070000000.0,17000000.0,0.365,140000000.0,140000000.0,43000000.0,102000000.0,900000000.0,,14000000.0,47000000.0,,-50000000.0,635000000.0,533000000.0,2551000000.0,997000000.0,-53000000.0,0.0,,125000000.0,15474000000.0,-25000000.0,1720000000.0,3459000000.0,-41000000.0,-6000000.0,13619000000.0,342465753.0,,3053000000.0,-163000000.0,,3215000000.0,,,1554000000.0,,42000000.0,464000000.0,10563000000.0,-138000000.0,0.375,,3191000000.0,362000000.0,125000000.0,125000000.0,1057000000.0,,13754000000.0,333333333.0,,,
1997-06-30,180000000.0,11000000.0,-68000000.0,-97000000.0,,1626000000.0,0.0,-1802000000.0,,1416000000.0,-137000000.0,21000000.0,205000000.0,95000000.0,1681000000.0,240000000.0,,816000000.0,,,18795000000.0,1777000000.0,5084000000.0,137000000.0,0.43,161000000.0,161000000.0,302000000.0,108000000.0,883000000.0,,14000000.0,0.0,,-76000000.0,665000000.0,557000000.0,2667000000.0,1045000000.0,-87000000.0,0.0,,145000000.0,15575000000.0,-4000000.0,1699000000.0,3483000000.0,-42000000.0,-106000000.0,13711000000.0,337209302.0,,3157000000.0,-107000000.0,,3220000000.0,,,1622000000.0,,-816000000.0,488000000.0,10628000000.0,-33000000.0,0.44,,3248000000.0,380000000.0,145000000.0,145000000.0,838000000.0,,13876000000.0,329545455.0,,,
1997-09-30,183000000.0,5000000.0,-98000000.0,-314000000.0,,1770000000.0,0.0,-1803000000.0,,1435000000.0,-140000000.0,-72000000.0,146000000.0,86000000.0,1713000000.0,224000000.0,,3570000000.0,,,18517000000.0,1773000000.0,5256000000.0,48000000.0,0.405,89000000.0,89000000.0,47000000.0,106000000.0,866000000.0,,13000000.0,0.0,,-52000000.0,653000000.0,547000000.0,2508000000.0,1025000000.0,96000000.0,0.0,,138000000.0,15228000000.0,-29000000.0,4436000000.0,3516000000.0,-41000000.0,-18000000.0,13261000000.0,340740741.0,,3253000000.0,-132000000.0,,3289000000.0,,,1483000000.0,,397000000.0,478000000.0,10309000000.0,-16000000.0,0.415,,483000000.0,372000000.0,138000000.0,138000000.0,845000000.0,,10792000000.0,332530120.0,,,
1997-12-31,180000000.0,6000000.0,-158000000.0,-277000000.0,,1571000000.0,0.0,-1827000000.0,,1349000000.0,-144000000.0,-2000000.0,607000000.0,98000000.0,1860000000.0,248000000.0,,799000000.0,,,18610000000.0,1753000000.0,5184000000.0,449000000.0,,87000000.0,87000000.0,100000000.0,119000000.0,963000000.0,,13000000.0,0.0,,-110000000.0,691000000.0,572000000.0,2818000000.0,1076000000.0,-332000000.0,0.0,,150000000.0,15382000000.0,-10000000.0,1762000000.0,3687000000.0,-78000000.0,-198000000.0,13426000000.0,,,3362000000.0,206000000.0,,3228000000.0,,,1742000000.0,,-340000000.0,504000000.0,10496000000.0,98000000.0,,,3124000000.0,385000000.0,150000000.0,150000000.0,844000000.0,,13620000000.0,,,,
1998-03-31,189000000.0,30000000.0,-313000000.0,353000000.0,,1794000000.0,0.0,-1852000000.0,,1568000000.0,-73000000.0,-57000000.0,36000000.0,91000000.0,1925000000.0,233000000.0,,795000000.0,,,19496000000.0,1917000000.0,5636000000.0,-277000000.0,0.425,30000000.0,30000000.0,154000000.0,116000000.0,964000000.0,,13000000.0,87000000.0,,-215000000.0,617000000.0,501000000.0,2718000000.0,1069000000.0,-446000000.0,0.0,,142000000.0,15651000000.0,5000000.0,1759000000.0,3777000000.0,-48000000.0,,13860000000.0,334117647.0,,3457000000.0,-292000000.0,,3362000000.0,,,1649000000.0,,-72000000.0,568000000.0,11107000000.0,-156000000.0,0.425,,2785000000.0,452000000.0,142000000.0,142000000.0,909000000.0,,13892000000.0,334117647.0,,,
1998-06-30,191000000.0,9000000.0,-335000000.0,332000000.0,,1827000000.0,0.0,-1917000000.0,,1602000000.0,3000000.0,102000000.0,259000000.0,115000000.0,2016000000.0,279000000.0,,804000000.0,,,19979000000.0,1986000000.0,5829000000.0,-76000000.0,0.49,132000000.0,132000000.0,,117000000.0,985000000.0,,13000000.0,0.0,,,584000000.0,467000000.0,2953000000.0,1057000000.0,-489000000.0,0.0,,164000000.0,16517000000.0,-74000000.0,1789000000.0,3933000000.0,-46000000.0,,14150000000.0,334693878.0,,3575000000.0,-2000000.0,,3462000000.0,,,1896000000.0,,-375000000.0,590000000.0,11405000000.0,-42000000.0,0.5,,3323000000.0,473000000.0,164000000.0,164000000.0,883000000.0,,14728000000.0,328000000.0,,,
1998-09-30,80000000.0,5000000.0,-112000000.0,-489000000.0,1232000000.0,1265000000.0,0.0,-1829000000.0,313000000.0,1650000000.0,93000000.0,-28000000.0,135000000.0,70000000.0,1994000000.0,178000000.0,,1070000000.0,,,12634000000.0,1847000000.0,5106000000.0,23000000.0,0.425,60000000.0,60000000.0,,28000000.0,837000000.0,,13000000.0,0.0,,,193000000.0,165000000.0,2253000000.0,448000000.0,326000000.0,0.0,,142000000.0,9347000000.0,54000000.0,3139000000.0,3823000000.0,-44000000.0,,7528000000.0,334117647.0,,3671000000.0,8000000.0,,3287000000.0,,,1805000000.0,,438000000.0,283000000.0,3177000000.0,-26000000.0,0.435,,2718000000.0,255000000.0,108000000.0,142000000.0,1705000000.0,,6208000000.0,326436782.0,,,
1998-12-31,83000000.0,27000000.0,-671000000.0,495000000.0,1735000000.0,1512000000.0,0.0,-1887000000.0,322000000.0,1640000000.0,-256000000.0,-7000000.0,531000000.0,73000000.0,2185000000.0,193000000.0,,1174000000.0,,,13721000000.0,2119000000.0,5816000000.0,-140000000.0,,53000000.0,53000000.0,,100000000.0,1010000000.0,,13000000.0,0.0,,,658000000.0,558000000.0,2870000000.0,943000000.0,-1033000000.0,0.0,,159000000.0,10241000000.0,23000000.0,3919000000.0,4072000000.0,-5000000.0,-431000000.0,7905000000.0,,,3786000000.0,210000000.0,,2997000000.0,,,1927000000.0,,-319000000.0,385000000.0,3709000000.0,67000000.0,,,2291000000.0,285000000.0,120000000.0,160000000.0,1524000000.0,,6322000000.0,,,,
1999-03-31,54000000.0,26000000.0,-150000000.0,-3183000000.0,181000000.0,1605000000.0,0.0,-1940000000.0,327000000.0,1700000000.0,16000000.0,360000000.0,-1000000.0,91000000.0,2150000000.0,236000000.0,,2138000000.0,,,13978000000.0,2060000000.0,5815000000.0,-151000000.0,5.5,413000000.0,413000000.0,,99000000.0,933000000.0,,12000000.0,53000000.0,,,379000000.0,280000000.0,2749000000.0,612000000.0,3544000000.0,0.0,,1717000000.0,9144000000.0,10000000.0,3252000000.0,4090000000.0,-91000000.0,-373000000.0,8163000000.0,312181818.0,,5454000000.0,-262000000.0,,4351000000.0,,,2137000000.0,,-151000000.0,332000000.0,3327000000.0,-30000000.0,5.63,,2238000000.0,233000000.0,145000000.0,1717000000.0,313000000.0,,5892000000.0,304973357.0,,,
1999-06-30,52000000.0,17000000.0,-72000000.0,717000000.0,218000000.0,1642000000.0,0.0,-2009000000.0,330000000.0,1828000000.0,4000000.0,-155000000.0,129000000.0,97000000.0,2294000000.0,259000000.0,,1618000000.0,,,13818000000.0,2205000000.0,6141000000.0,57000000.0,0.525,258000000.0,258000000.0,,108000000.0,1069000000.0,,12000000.0,0.0,,,422000000.0,314000000.0,2887000000.0,774000000.0,-1001000000.0,0.0,,162000000.0,8966000000.0,-5000000.0,2905000000.0,4303000000.0,-49000000.0,-105000000.0,7677000000.0,308571429.0,,5567000000.0,-178000000.0,,4369000000.0,,,2113000000.0,,-460000000.0,460000000.0,3443000000.0,-73000000.0,0.54,,2288000000.0,352000000.0,162000000.0,162000000.0,319000000.0,,6061000000.0,300000000.0,,,
1999-09-30,56000000.0,4000000.0,-820000000.0,850000000.0,194000000.0,1713000000.0,0.0,-2011000000.0,337000000.0,1968000000.0,3000000.0,152000000.0,375000000.0,90000000.0,2389000000.0,236000000.0,,1576000000.0,,,15098000000.0,2587000000.0,6689000000.0,-445000000.0,0.475,410000000.0,410000000.0,,111000000.0,1104000000.0,-86000000.0,36000000.0,0.0,,,402000000.0,291000000.0,2709000000.0,711000000.0,-1073000000.0,410000000.0,,146000000.0,10177000000.0,-8000000.0,2874000000.0,4400000000.0,-48000000.0,-34000000.0,8409000000.0,307368421.0,,5665000000.0,110000000.0,8000000.0,4438000000.0,,,1998000000.0,,-32000000.0,420000000.0,4698000000.0,-36000000.0,0.485,,2268000000.0,310000000.0,146000000.0,146000000.0,309000000.0,,7303000000.0,301030928.0,,,
1999-12-31,98000000.0,3000000.0,-1064000000.0,613000000.0,688000000.0,1652000000.0,0.0,-2069000000.0,307000000.0,1859000000.0,0.0,-201000000.0,613000000.0,103000000.0,2484000000.0,273000000.0,,1306000000.0,,,16393000000.0,3018000000.0,7154000000.0,-451000000.0,,209000000.0,209000000.0,,122000000.0,1262000000.0,-98000000.0,36000000.0,410000000.0,,,499000000.0,377000000.0,3234000000.0,810000000.0,-1427000000.0,209000000.0,,200000000.0,11504000000.0,-7000000.0,3256000000.0,4553000000.0,-4000000.0,-239000000.0,9239000000.0,,,5817000000.0,297000000.0,20000000.0,4377000000.0,,,2424000000.0,,-158000000.0,433000000.0,5630000000.0,152000000.0,,,2311000000.0,311000000.0,170000000.0,201000000.0,321000000.0,,8248000000.0,,,,
2000-03-31,109000000.0,5000000.0,-119000000.0,441000000.0,863000000.0,1977000000.0,0.0,-2127000000.0,287000000.0,2030000000.0,-6000000.0,-75000000.0,-68000000.0,92000000.0,2480000000.0,250000000.0,,1495000000.0,,,16917000000.0,2789000000.0,7246000000.0,-187000000.0,0.33,134000000.0,134000000.0,,121000000.0,1229000000.0,-73000000.0,36000000.0,209000000.0,,-109000000.0,493000000.0,372000000.0,3237000000.0,825000000.0,-448000000.0,134000000.0,,99000000.0,12083000000.0,2000000.0,3587000000.0,4607000000.0,-48000000.0,-150000000.0,9671000000.0,297636000.0,,5868000000.0,-356000000.0,,4322000000.0,,,2412000000.0,,-201000000.0,453000000.0,6060000000.0,-170000000.0,0.33,,2149000000.0,332000000.0,158000000.0,99000000.0,333000000.0,,8496000000.0,292562000.0,,,
2000-06-30,123000000.0,3000000.0,-127000000.0,424000000.0,862000000.0,1771000000.0,0.0,-2178000000.0,285000000.0,2083000000.0,0.0,96000000.0,229000000.0,105000000.0,2529000000.0,284000000.0,,1449000000.0,,,17413000000.0,2984000000.0,7284000000.0,102000000.0,0.615,230000000.0,230000000.0,,126000000.0,1194000000.0,-163000000.0,36000000.0,134000000.0,,-25000000.0,540000000.0,414000000.0,3222000000.0,889000000.0,-557000000.0,230000000.0,,179000000.0,12627000000.0,-6000000.0,3505000000.0,4707000000.0,-48000000.0,-97000000.0,10129000000.0,292608000.0,,6001000000.0,-53000000.0,,4274000000.0,,,2333000000.0,,-424000000.0,475000000.0,6637000000.0,-50000000.0,0.625,,2200000000.0,349000000.0,179000000.0,179000000.0,317000000.0,,9122000000.0,287962000.0,,,
2000-09-30,132000000.0,3000000.0,-112000000.0,-567000000.0,825000000.0,1862000000.0,0.0,-2219000000.0,283000000.0,2032000000.0,0.0,-86000000.0,220000000.0,93000000.0,2507000000.0,251000000.0,,1434000000.0,,,16776000000.0,2946000000.0,7315000000.0,108000000.0,0.54,144000000.0,144000000.0,,123000000.0,1128000000.0,-212000000.0,36000000.0,230000000.0,,0.0,512000000.0,389000000.0,3134000000.0,858000000.0,261000000.0,144000000.0,,158000000.0,11967000000.0,-13000000.0,3387000000.0,4726000000.0,-47000000.0,-37000000.0,9461000000.0,290650000.0,,6111000000.0,-94000000.0,36000000.0,4297000000.0,,,2276000000.0,,457000000.0,469000000.0,6127000000.0,60000000.0,0.55,,2170000000.0,346000000.0,158000000.0,158000000.0,302000000.0,,8580000000.0,286370000.0,,,
2000-12-31,128000000.0,3000000.0,-169000000.0,-319000000.0,615000000.0,1851000000.0,0.0,-2294000000.0,315000000.0,1871000000.0,-483000000.0,145000000.0,642000000.0,18000000.0,2568000000.0,-200000000.0,,1448000000.0,,,16370000000.0,2557000000.0,6976000000.0,473000000.0,,289000000.0,289000000.0,,124000000.0,1200000000.0,-172000000.0,36000000.0,144000000.0,,0.0,535000000.0,411000000.0,3497000000.0,984000000.0,-178000000.0,289000000.0,,-218000000.0,11864000000.0,6000000.0,3263000000.0,4862000000.0,-46000000.0,-69000000.0,9394000000.0,,,5848000000.0,233000000.0,0.0,3994000000.0,,,2513000000.0,,-8000000.0,573000000.0,6136000000.0,165000000.0,,,2150000000.0,449000000.0,-218000000.0,-218000000.0,443000000.0,,8601000000.0,,,,
2001-03-31,122000000.0,13000000.0,-123000000.0,363000000.0,1180000000.0,7490000000.0,0.0,-2356000000.0,319000000.0,2066000000.0,-53000000.0,-76000000.0,-255000000.0,66000000.0,2551000000.0,179000000.0,,122000000.0,,,16792000000.0,2449000000.0,12490000000.0,-378000000.0,0.395,205000000.0,205000000.0,,127000000.0,1184000000.0,-220000000.0,36000000.0,289000000.0,,,487000000.0,360000000.0,3040000000.0,825000000.0,-184000000.0,213000000.0,,113000000.0,12272000000.0,5000000.0,3774000000.0,4907000000.0,-46000000.0,-42000000.0,4302000000.0,285504000.0,,5915000000.0,-525000000.0,13000000.0,4008000000.0,,,2215000000.0,1288000000.0,97000000.0,465000000.0,5994000000.0,-190000000.0,0.4,,2185000000.0,367000000.0,113000000.0,113000000.0,514000000.0,,8498000000.0,281466000.0,,,
2001-06-30,110000000.0,8000000.0,-150000000.0,470000000.0,1172000000.0,2206000000.0,0.0,-2376000000.0,317000000.0,2079000000.0,-35000000.0,30000000.0,234000000.0,72000000.0,2552000000.0,198000000.0,,1439000000.0,,,17429000000.0,2421000000.0,7179000000.0,84000000.0,0.44,243000000.0,243000000.0,,135000000.0,1159000000.0,-236000000.0,37000000.0,213000000.0,,,485000000.0,350000000.0,3288000000.0,869000000.0,-674000000.0,243000000.0,,126000000.0,12833000000.0,3000000.0,3770000000.0,4928000000.0,-46000000.0,0.0,10250000000.0,286822000.0,,5995000000.0,-132000000.0,13000000.0,4083000000.0,7441000000.0,,2419000000.0,,-132000000.0,519000000.0,6512000000.0,-20000000.0,0.445,,2234000000.0,414000000.0,126000000.0,126000000.0,487000000.0,,9063000000.0,282110000.0,,,
2001-09-30,108000000.0,3000000.0,-126000000.0,112000000.0,1353000000.0,1548000000.0,0.0,-2309000000.0,331000000.0,2018000000.0,-355000000.0,56000000.0,130000000.0,-69000000.0,2560000000.0,-399000000.0,,1466000000.0,,,17138000000.0,2183000000.0,6291000000.0,4000000.0,-1.17,299000000.0,299000000.0,,129000000.0,1117000000.0,-214000000.0,36000000.0,243000000.0,,,199000000.0,70000000.0,2810000000.0,425000000.0,-186000000.0,299000000.0,,-330000000.0,13408000000.0,-21000000.0,3936000000.0,4869000000.0,-46000000.0,-2000000.0,10847000000.0,282392000.0,,5618000000.0,56000000.0,-61000000.0,3730000000.0,7280000000.0,,2385000000.0,,-20000000.0,355000000.0,6361000000.0,61000000.0,-1.17,,2267000000.0,355000000.0,-330000000.0,-330000000.0,1250000000.0,,9472000000.0,282392000.0,,,
2001-12-31,93000000.0,,-133000000.0,-1637000000.0,673000000.0,2515000000.0,27000000.0,-1929000000.0,357000000.0,1727000000.0,18000000.0,-39000000.0,874000000.0,158000000.0,2044000000.0,441000000.0,,0.0,,,16052000000.0,1965000000.0,6524000000.0,741000000.0,,260000000.0,260000000.0,7771000000.0,123000000.0,994000000.0,-223000000.0,36000000.0,299000000.0,,,183000000.0,497000000.0,3183000000.0,645000000.0,724000000.0,260000000.0,,257000000.0,12118000000.0,455000000.0,3075000000.0,3973000000.0,-46000000.0,-3000000.0,9528000000.0,,24000000.0,5829000000.0,669000000.0,131000000.0,3934000000.0,1149000000.0,,2538000000.0,1384000000.0,5000000.0,148000000.0,5449000000.0,252000000.0,,,1591000000.0,408000000.0,257000000.0,257000000.0,390000000.0,,9043000000.0,,,,
2002-03-31,77000000.0,16000000.0,-68000000.0,583000000.0,627000000.0,2424000000.0,0.0,-1960000000.0,361000000.0,1836000000.0,-10000000.0,120000000.0,-207000000.0,29000000.0,1991000000.0,86000000.0,,1346000000.0,,,16027000000.0,90000000.0,6564000000.0,-275000000.0,0.2,380000000.0,380000000.0,,91000000.0,891000000.0,-237000000.0,36000000.0,260000000.0,,,270000000.0,179000000.0,2418000000.0,539000000.0,-256000000.0,380000000.0,,57000000.0,11634000000.0,,2864000000.0,3951000000.0,-46000000.0,-67000000.0,9463000000.0,283922000.0,,5841000000.0,-420000000.0,25000000.0,3881000000.0,6761000000.0,2059000000.0,1879000000.0,,-214000000.0,360000000.0,6229000000.0,-112000000.0,0.205,,2180000000.0,360000000.0,57000000.0,57000000.0,486000000.0,,8770000000.0,280806000.0,,,
2002-06-30,73000000.0,3000000.0,-78000000.0,96000000.0,537000000.0,2395000000.0,0.0,-2067000000.0,383000000.0,1779000000.0,-26000000.0,236000000.0,252000000.0,63000000.0,2014000000.0,175000000.0,,1322000000.0,,,15992000000.0,87000000.0,6031000000.0,174000000.0,0.37,616000000.0,616000000.0,,83000000.0,974000000.0,-180000000.0,36000000.0,380000000.0,,,258000000.0,175000000.0,2824000000.0,649000000.0,-112000000.0,616000000.0,,105000000.0,12066000000.0,,2833000000.0,4081000000.0,-91000000.0,-97000000.0,9961000000.0,283198000.0,,5413000000.0,39000000.0,-9000000.0,3414000000.0,7129000000.0,1535000000.0,2175000000.0,,-34000000.0,474000000.0,6708000000.0,60000000.0,0.375,,2142000000.0,375000000.0,105000000.0,105000000.0,437000000.0,,9233000000.0,278972000.0,,,
2002-09-30,80000000.0,1000000.0,-64000000.0,-228000000.0,216000000.0,2375000000.0,0.0,-2122000000.0,406000000.0,1773000000.0,-73000000.0,-413000000.0,141000000.0,19000000.0,1979000000.0,96000000.0,,1378000000.0,,,15802000000.0,1621000000.0,5975000000.0,77000000.0,0.255,203000000.0,203000000.0,,93000000.0,889000000.0,-215000000.0,36000000.0,616000000.0,,,342000000.0,249000000.0,2554000000.0,573000000.0,-326000000.0,203000000.0,,71000000.0,12434000000.0,,2483000000.0,4101000000.0,0.0,-40000000.0,9827000000.0,278290000.0,,5439000000.0,-122000000.0,34000000.0,3368000000.0,7417000000.0,,1981000000.0,,-276000000.0,324000000.0,6875000000.0,8000000.0,0.255,,2158000000.0,324000000.0,71000000.0,71000000.0,434000000.0,,9951000000.0,275696000.0,,,
