date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2014-03-31,394000000.0,11200000.0,219400000.0,266200000.0,266400000,104900000.0,314200000.0,399100000.0,1271200000.0,0.0,1562500000.0,8900000.0,3666200000.0,610200000.0,7638500000.0,3412300000.0,339900000.0,30000000.0,38000000.0,-78500000.0,38000000.0,148700000.0,3200000.0,26800000.0,0.85,-265100000.0,109100000.0,1343000000.0,-31000000.0,17095200000.0,0.0,23107300000.0,266200000.0,272900000.0,7700000.0,20787200000.0,0.0,,24016300000.0,315100000.0,-10000000.0,714400000.0,-166800000.0,148900000.0,21800000.0,159100000.0,-42500000.0,13900000.0,6012100000.0,9400000.0,686900000,126500000.0,-407900000.0,38000000.0,249800000.0,274000000.0,758000000.0,-1600000.0,247300000.0,3340800000.0,,2320100000.0,-9100000.0,13754400000.0,-31000000.0,14657700000.0,429100000.0,0.85,162700000.0,1394400000.0,2320500000,508200000,-386300000.0,25100000.0,-9358600000.0,,
2014-06-30,257000000.0,-20000000.0,224300000.0,78200000.0,78500000,138500000.0,315000000.0,489400000.0,824000000.0,0.0,904800000.0,7200000.0,3666200000.0,639000000.0,7640600000.0,3491000000.0,544800000.0,19300000.0,18000000.0,-78700000.0,18000000.0,149100000.0,3200000.0,38000000.0,0.25,441500000.0,109100000.0,1631100000.0,-23800000.0,17229500000.0,0.0,23257800000.0,78200000.0,270200000.0,-209600000.0,21203300000.0,0.0,,24533000000.0,316100000.0,-200000.0,459600000.0,-13400000.0,37900000.0,20300000.0,188100000.0,-41400000.0,14000000.0,6028300000.0,700000.0,376200000,-296800000.0,-489700000.0,18000000.0,222500000.0,-245800000.0,430300000.0,-2500000.0,250400000.0,3431400000.0,,2054500000.0,-4200000.0,13798100000.0,-23800000.0,15088800000.0,118000000.0,0.25,39500000.0,1390600000.0,1335100000,207800000,-466600000.0,212700000.0,-9444200000.0,,
2014-09-30,235500000.0,-300000.0,297700000.0,31400000.0,31500000,101100000.0,315400000.0,490300000.0,639300000.0,,760000000.0,6300000.0,3666200000.0,655200000.0,8397400000.0,3559000000.0,722300000.0,24100000.0,17700000.0,-82000000.0,17700000.0,153000000.0,3200000.0,18000000.0,0.1,186200000.0,109600000.0,1329800000.0,-9000000.0,17702800000.0,0.0,23710100000.0,31400000.0,267400000.0,-353300000.0,21698500000.0,0.0,,25119700000.0,316600000.0,-100000.0,427700000.0,-6300000.0,34000000.0,20900000.0,200100000.0,-41600000.0,26700000.0,6007300000.0,-16800000.0,320000000,-47800000.0,-614600000.0,17700000.0,221000000.0,-199000000.0,363900000.0,-4000000.0,263600000.0,3048500000.0,,2011600000.0,-503800000.0,14654300000.0,-9000000.0,15586500000.0,57400000.0,0.1,25900000.0,1339900000.0,1123900000,142900000,-588800000.0,378800000.0,-9533200000.0,,
2014-12-31,433100000.0,7700000.0,291100000.0,154200000.0,154300000,108000000.0,,579900000.0,1070100000.0,,1133200000.0,7900000.0,3666200000.0,663000000.0,8004200000.0,3678900000.0,647900000.0,27000000.0,25400000.0,-82100000.0,25400000.0,154700000.0,3200000.0,17700000.0,,-425700000.0,102400000.0,1843500000.0,-5400000.0,18691000000.0,0.0,24866300000.0,154200000.0,264700000.0,-153700000.0,22399800000.0,-8700000.0,,25642100000.0,,100000.0,670600000.0,47000000.0,78300000.0,0.0,193500000.0,-50600000.0,17700000.0,6175300000.0,-12200000.0,493700000,255700000.0,-604400000.0,25400000.0,232500000.0,50900000.0,557900000.0,-3600000.0,319900000.0,3954900000.0,,2466500000.0,-3900000.0,14736100000.0,-5400000.0,16017100000.0,236600000.0,,82300000.0,1494000000.0,1691100000,325400000,-586800000.0,179000000.0,-9625000000.0,,
2015-03-31,604300000.0,16600000.0,294000000.0,268400000.0,275300000,274300000.0,316600000.0,478800000.0,1152000000.0,,1380100000.0,1174300000.0,3666200000.0,656600000.0,7957900000.0,3820200000.0,344400000.0,27500000.0,42000000.0,-82100000.0,42000000.0,157500000.0,3200000.0,25400000.0,0.85,-93800000.0,111000000.0,776700000.0,,17429200000.0,0.0,24898900000.0,268400000.0,261900000.0,196800000.0,22637900000.0,0.0,,25970100000.0,317400000.0,-20100000.0,563900000.0,16900000.0,135100000.0,,159500000.0,-46600000.0,19400000.0,6523500000.0,17400000.0,694700000,-84200000.0,-388900000.0,42000000.0,259900000.0,297200000.0,769600000.0,-3500000.0,198100000.0,2758400000.0,,2261000000.0,-1270900000.0,14670800000.0,,16283400000.0,426200000.0,0.85,150900000.0,1597500000.0,2149700000,509700000,-407500000.0,-198800000.0,-9686700000.0,,
2015-06-30,511300000.0,454600000.0,270600000.0,-36400000.0,-27400000,334700000.0,317500000.0,601700000.0,672700000.0,,779600000.0,6500000.0,3666200000.0,653000000.0,8881100000.0,3838700000.0,471600000.0,-68500000.0,496600000.0,-82600000.0,496600000.0,167400000.0,3200000.0,42000000.0,-0.11,479400000.0,117100000.0,604400000.0,,18151000000.0,0.0,25606900000.0,-36400000.0,258400000.0,-72300000.0,23271200000.0,-120800000.0,,26627100000.0,317500000.0,-100000.0,429200000.0,291200000.0,-15900000.0,,175500000.0,-44400000.0,14000000.0,6505900000.0,-22300000.0,241800000,-165400000.0,-604900000.0,496600000.0,246500000.0,-150400000.0,389400000.0,-4400000.0,228500000.0,2524300000.0,,2335700000.0,-2000600000.0,15626700000.0,,16908300000.0,-42700000.0,-0.11,-15300000.0,1561100000.0,1169000000,142900000,-583600000.0,548200000.0,-9718800000.0,,
2015-09-30,78300000.0,-464400000.0,186600000.0,-4900000.0,14800000,289400000.0,318100000.0,199200000.0,500500000.0,,520200000.0,-1162900000.0,1690700000.0,202500000.0,6133500000.0,2529300000.0,571300000.0,4700000.0,31700000.0,-49300000.0,31700000.0,66100000.0,3200000.0,496600000.0,-0.02,34700000.0,94900000.0,549800000.0,,13255600000.0,0.0,17055900000.0,-4900000.0,256400000.0,146000000.0,15418100000.0,-109400000.0,,18502200000.0,321500000.0,-100000.0,349200000.0,-133300000.0,-59100000.0,,183700000.0,-19600000.0,5200000.0,3800300000.0,-33700000.0,248000000,-37900000.0,3400000000.0,31700000.0,186200000.0,-127000000.0,297000000.0,7000000.0,264700000.0,2073300000.0,,1637800000.0,15800000.0,11182300000.0,,11690700000.0,20600000.0,-0.02,5800000.0,-1182700000.0,817200000,110800000,67700000.0,-4051800000.0,-6811500000.0,,
2015-12-31,262900000.0,-16200000.0,208100000.0,59400000.0,64400000,231700000.0,318800000.0,243700000.0,660000000.0,,685600000.0,4600000.0,1690700000.0,194600000.0,5948500000.0,2380100000.0,571400000.0,5400000.0,15500000.0,-49400000.0,15500000.0,133400000.0,3200000.0,31700000.0,0.19,-158100000.0,94300000.0,1001100000.0,,13649000000.0,0.0,17492500000.0,59400000.0,253700000.0,-174400000.0,15915300000.0,0.0,,18964900000.0,321100000.0,-100000.0,433400000.0,-27900000.0,75200000.0,,172100000.0,-35100000.0,12100000.0,3843500000.0,-23900000.0,358700000,97000000.0,-461300000.0,15500000.0,192300000.0,27100000.0,412200000.0,-1900000.0,322900000.0,2657500000.0,,1577200000.0,227100000.0,10991500000.0,,12111500000.0,131000000.0,0.19,66600000.0,-1123300000.0,1097800000,219900000,-437300000.0,182200000.0,-6853400000.0,,
2016-03-31,302900000.0,8200000.0,188400000.0,179700000.0,179700000,176800000.0,320300000.0,175300000.0,647900000.0,,851200000.0,4300000.0,1690700000.0,201500000.0,5905500000.0,2441300000.0,318400000.0,800000.0,23700000.0,-49600000.0,23700000.0,132800000.0,3200000.0,15500000.0,0.56,11200000.0,90500000.0,1109100000.0,,13599100000.0,0.0,17471400000.0,179700000.0,250900000.0,1900000.0,16076000000.0,-300000.0,,19224500000.0,322000000.0,-7400000.0,392700000.0,-121300000.0,102000000.0,,226100000.0,-103800000.0,10900000.0,3872300000.0,-14300000.0,514900000,-35200000.0,-315300000.0,23700000.0,204100000.0,218300000.0,585400000.0,-900000.0,218300000.0,2495900000.0,,1395400000.0,-204300000.0,11103200000.0,,12267200000.0,291600000.0,0.56,111900000.0,-1042900000.0,1436600000,381300000,-301000000.0,20600000.0,-6957300000.0,,
2016-06-30,184200000.0,-8000000.0,187000000.0,28600000.0,28700000,142500000.0,321700000.0,189600000.0,474100000.0,,572500000.0,5700000.0,1690700000.0,196900000.0,5857200000.0,2427400000.0,414700000.0,-5900000.0,15700000.0,-49700000.0,15700000.0,136900000.0,3200000.0,23700000.0,0.09,173800000.0,86000000.0,1412600000.0,,13806600000.0,0.0,17617200000.0,28600000.0,246400000.0,-187300000.0,16357600000.0,0.0,,19596200000.0,322900000.0,-500000.0,371200000.0,-11600000.0,22300000.0,,236800000.0,-156300000.0,10900000.0,3810600000.0,-28200000.0,269000000,-48300000.0,-399700000.0,15700000.0,187100000.0,-97900000.0,325100000.0,-2600000.0,186700000.0,2696200000.0,,1259600000.0,-3400000.0,11110400000.0,,12555900000.0,46100000.0,0.09,17400000.0,-1067400000.0,897600000,138000000,-371500000.0,207500000.0,-7040300000.0,,
2016-09-30,44900000.0,400000.0,182800000.0,27200000.0,23700000,107200000.0,322300000.0,138600000.0,471000000.0,,554800000.0,6800000.0,1690700000.0,207000000.0,6096200000.0,2398000000.0,533700000.0,3600000.0,16100000.0,-53000000.0,16100000.0,136300000.0,3300000.0,15700000.0,0.08,3200000.0,85000000.0,1641600000.0,,14255600000.0,0.0,18067200000.0,27200000.0,245400000.0,-366000000.0,16688700000.0,0.0,,19874000000.0,323900000.0,-200000.0,352200000.0,-145200000.0,13400000.0,,262900000.0,-179000000.0,11800000.0,3811600000.0,-42300000.0,253500000,300000.0,-453200000.0,16100000.0,192900000.0,-121100000.0,306500000.0,-2200000.0,255200000.0,2911600000.0,,1378500000.0,-3200000.0,11344000000.0,,12853800000.0,32200000.0,0.08,8500000.0,-1060900000.0,861300000,113600000,-410900000.0,408700000.0,-7020200000.0,,
2016-12-31,271300000.0,10300000.0,200500000.0,88800000.0,88800000,116700000.0,,203000000.0,847000000.0,,865400000.0,6300000.0,1690700000.0,199900000.0,6058200000.0,2541400000.0,494400000.0,600000.0,26400000.0,-53200000.0,26400000.0,141100000.0,3300000.0,16100000.0,,-376200000.0,94400000.0,1851100000.0,,14620700000.0,0.0,18691900000.0,88800000.0,242700000.0,-120500000.0,16929800000.0,-3400000.0,,20049700000.0,,-1300000.0,539400000.0,-14000000.0,44600000.0,,248700000.0,-25100000.0,12900000.0,4071200000.0,-22900000.0,375800000,192000000.0,-414700000.0,26400000.0,207300000.0,39600000.0,431600000.0,-2100000.0,264100000.0,3452200000.0,,1762100000.0,-223700000.0,11168500000.0,,13068000000.0,140300000.0,,51500000.0,-972200000.0,1297000000,224300000,-391800000.0,153700000.0,-6981700000.0,,
2017-03-31,411100000.0,2000000.0,199200000.0,211300000.0,211300000,131600000.0,323700000.0,143700000.0,813800000.0,,962800000.0,6400000.0,1690700000.0,200600000.0,5590700000.0,2657400000.0,275500000.0,1200000.0,28400000.0,-56500000.0,28400000.0,143300000.0,3300000.0,26400000.0,0.65,,85200000.0,2323500000.0,,14444800000.0,0.0,18635900000.0,211300000.0,239900000.0,99100000.0,17164700000.0,0.0,,19990400000.0,325300000.0,-4400000.0,461600000.0,-63900000.0,109400000.0,,184800000.0,-19600000.0,,4191100000.0,-32200000.0,561000000,,-344200000.0,28400000.0,219300000.0,,635800000.0,11000000.0,166300000.0,3664100000.0,,1471200000.0,-36600000.0,10780700000.0,,13288900000.0,332500000.0,0.65,121200000.0,-874200000.0,1598600000,416500000,-312000000.0,-64900000.0,-6701500000.0,,
2017-06-30,240300000.0,-10500000.0,188900000.0,-44400000.0,-44300000,83700000.0,325100000.0,183600000.0,545200000.0,,667900000.0,39800000.0,1690700000.0,201100000.0,6777400000.0,2629900000.0,393200000.0,-107600000.0,17900000.0,-56700000.0,17900000.0,142200000.0,3300000.0,28400000.0,-0.14,,87700000.0,1462500000.0,,14699900000.0,0.0,18822700000.0,-44400000.0,237200000.0,-179900000.0,17541900000.0,-130700000.0,,20503000000.0,325100000.0,-1500000.0,451100000.0,40700000.0,-21000000.0,,183200000.0,-35600000.0,,4122800000.0,-27800000.0,159000000,,-447000000.0,17900000.0,198400000.0,,322800000.0,11400000.0,168600000.0,2778300000.0,,1280800000.0,-1628500000.0,11921600000.0,,13669300000.0,-70900000.0,-0.14,-26600000.0,-975600000.0,990700000,124400000,-420200000.0,196200000.0,-6833700000.0,,
2017-09-30,-121800000.0,1400000.0,187800000.0,14000000.0,14000000,55100000.0,331100000.0,208400000.0,480000000.0,,616900000.0,286400000.0,1690700000.0,213300000.0,7518600000.0,2632000000.0,511500000.0,4800000.0,19300000.0,-57000000.0,19300000.0,143000000.0,3400000.0,17900000.0,0.04,,87900000.0,1133000000.0,-33800000.0,14906500000.0,0.0,19269500000.0,14000000.0,234400000.0,-606000000.0,17937100000.0,-9100000.0,22800000.0,20948300000.0,332400000.0,0.0,447400000.0,-293000000.0,7900000.0,,203900000.0,-43700000.0,,4363000000.0,-19700000.0,247400000,,-514900000.0,19300000.0,200500000.0,,300100000.0,6100000.0,253100000.0,2566800000.0,,1332400000.0,-332200000.0,12339700000.0,,14042100000.0,16500000.0,0.04,2500000.0,-1020600000.0,917000000,99600000,-484200000.0,638100000.0,-6906200000.0,,
2017-12-31,212600000.0,9500000.0,194400000.0,-52400000.0,-52400000,101900000.0,,203100000.0,898900000.0,,883400000.0,4100000.0,1690700000.0,209600000.0,7512200000.0,1305300000.0,471100000.0,-22800000.0,29000000.0,-58900000.0,29000000.0,141800000.0,3400000.0,19300000.0,,,102700000.0,1490000000.0,-29000000.0,15641600000.0,0.0,19961700000.0,-52400000.0,231700000.0,-266800000.0,18198400000.0,-4500000.0,33700000.0,21649900000.0,,-1300000.0,625600000.0,-100200000.0,210400000.0,,176300000.0,-43400000.0,,4320100000.0,-27700000.0,409500000,,-502400000.0,38400000.0,209300000.0,,484900000.0,-27200000.0,262600000.0,3178400000.0,,1763300000.0,-140100000.0,12463200000.0,,14359500000.0,165000000.0,,217400000.0,-1073100000.0,1368300000,275600000,-479400000.0,299300000.0,-7290400000.0,,
2018-03-31,388200000.0,6300000.0,191700000.0,276100000.0,276100000,101900000.0,338000000.0,203400000.0,973800000.0,,1126900000.0,3700000.0,1690700000.0,206300000.0,7286800000.0,1396900000.0,245300000.0,31600000.0,35000000.0,-65700000.0,35000000.0,144700000.0,3400000.0,38400000.0,0.81,,93100000.0,1830000000.0,,15592300000.0,,20098500000.0,276100000.0,228900000.0,18200000.0,18464700000.0,,,21504700000.0,339000000.0,-3600000.0,497300000.0,-73800000.0,56800000.0,,160900000.0,-19000000.0,,4506200000.0,-28900000.0,576600000,,-398900000.0,44700000.0,223600000.0,,623900000.0,-15600000.0,154700000.0,3226200000.0,,1633800000.0,-279000000.0,12366100000.0,,14456600000.0,338800000.0,0.82,62700000.0,-919200000.0,1750800000,400300000,-370000000.0,17000000.0,-7048100000.0,,
2018-06-30,421300000.0,36400000.0,184800000.0,24500000.0,24500000,125500000.0,354200000.0,178900000.0,584800000.0,,678500000.0,604000000.0,1690700000.0,203800000.0,7092500000.0,1408600000.0,336500000.0,-800000.0,68200000.0,-66000000.0,68200000.0,144600000.0,398100000.0,44700000.0,0.07,,88700000.0,1197700000.0,,14844900000.0,,20307900000.0,23200000.0,226200000.0,-41200000.0,18992200000.0,,,21931600000.0,355200000.0,-400000.0,455000000.0,203300000.0,9500000.0,,174600000.0,-20900000.0,,5463000000.0,-10400000.0,263300000,,-472200000.0,81100000.0,210100000.0,,328500000.0,26900000.0,158000000.0,2560400000.0,,1315700000.0,-1417900000.0,12284500000.0,,14847900000.0,30000000.0,0.07,5500000.0,-965500000.0,1007000000,118400000,-462500000.0,87300000.0,-7083700000.0,,
2018-09-30,117700000.0,-27300000.0,215000000.0,-339500000.0,-339500000,86700000.0,363900000.0,528400000.0,500400000.0,,1002800000.0,3900000.0,1690700000.0,217100000.0,7094500000.0,1303400000.0,466900000.0,-36800000.0,41800000.0,-70800000.0,41800000.0,148500000.0,397600000.0,81100000.0,-0.95,,83400000.0,1659600000.0,-24600000.0,15625700000.0,,20699400000.0,-345100000.0,223500000.0,-346400000.0,19330300000.0,-30900000.0,11000000.0,22345400000.0,363900000.0,0.0,433700000.0,364100000.0,-92700000.0,,221000000.0,2500000.0,,5073700000.0,-27700000.0,-202100000,,-505400000.0,53800000.0,207400000.0,,-107800000.0,4300000.0,238400000.0,3411200000.0,2400000.0,1369100000.0,458300000.0,12214500000.0,,15174400000.0,-434000000.0,-0.95,-94500000.0,-1387500000.0,895000000,-315200000,-464100000.0,360400000.0,-7171000000.0,,
2018-12-31,-387100000.0,67300000.0,177900000.0,-11700000.0,-11700000,145900000.0,,264200000.0,1058500000.0,,1306000000.0,236600000.0,1690700000.0,206100000.0,7105400000.0,1341700000.0,422500000.0,-2100000.0,112800000.0,-82400000.0,112800000.0,161800000.0,883800000.0,53800000.0,,,99700000.0,2027200000.0,-18600000.0,16053100000.0,,21804000000.0,-19800000.0,220700000.0,-908700000.0,19748600000.0,100000.0,23800000.0,22819500000.0,,0.0,883800000.0,-383400000.0,-161800000.0,,235400000.0,-37200000.0,,5750900000.0,-33200000.0,96100000,,-549600000.0,121100000.0,233300000.0,,155700000.0,-20600000.0,238900000.0,4036800000.0,,2055400000.0,14000000.0,12016300000.0,,15542500000.0,-165400000.0,,-153700000.0,-1399300000.0,1461700000,-77600000,-521600000.0,1004000000.0,-7277000000.0,,
2019-03-31,399100000.0,39700000.0,218300000.0,218900000.0,218900000,152100000.0,373400000.0,431700000.0,1132100000.0,,1232700000.0,3100000.0,1690700000.0,210600000.0,7110100000.0,1402400000.0,215700000.0,-3000000.0,151000000.0,-83600000.0,151000000.0,175100000.0,883800000.0,121100000.0,0.55,,95600000.0,2131400000.0,,16110300000.0,,21889900000.0,205100000.0,218000000.0,45400000.0,19974100000.0,-4000000.0,,23098300000.0,374700000.0,0.0,675200000.0,-53000000.0,51600000.0,,190900000.0,-52800000.0,,5779600000.0,-21700000.0,548600000,,-375400000.0,160800000.0,262700000.0,,637100000.0,6500000.0,152600000.0,4015200000.0,,1915800000.0,-352300000.0,12095100000.0,,15741400000.0,277900000.0,0.55,59000000.0,-1358000000.0,1869800000,374400000,-353700000.0,16000000.0,-7356900000.0,,
2019-06-30,527100000.0,-128400000.0,222800000.0,296900000.0,296900000,150500000.0,373900000.0,411700000.0,870200000.0,,302700000.0,4000000.0,1690700000.0,217600000.0,7109700000.0,1483400000.0,318600000.0,-1400000.0,23700000.0,-94000000.0,23700000.0,177900000.0,883800000.0,160800000.0,0.75,,94100000.0,2091700000.0,,15998000000.0,,21974200000.0,283100000.0,215200000.0,37300000.0,20396200000.0,-200000.0,,23594800000.0,375200000.0,0.0,552200000.0,-29700000.0,74900000.0,,212200000.0,-80800000.0,,5976200000.0,-32800000.0,641100000,,-522600000.0,32400000.0,244300000.0,,707700000.0,7100000.0,159100000.0,3813700000.0,,1578000000.0,-89900000.0,12184300000.0,,16133800000.0,369100000.0,0.76,72200000.0,-1144000000.0,1010400000,463400000,-489800000.0,-132900000.0,-7461000000.0,,
2019-09-30,305600000.0,4600000.0,224700000.0,6600000.0,6600000,103000000.0,374100000.0,400600000.0,539300000.0,,590600000.0,3800000.0,1690700000.0,219700000.0,7853800000.0,1476700000.0,448700000.0,-600000.0,28000000.0,-82900000.0,28000000.0,182200000.0,883800000.0,32400000.0,-0.02,,95900000.0,1626000000.0,,16283800000.0,,22132300000.0,-7200000.0,212500000.0,-160900000.0,20754000000.0,-7700000.0,,24044100000.0,374100000.0,0.0,494900000.0,117700000.0,-6100000.0,,237600000.0,-130300000.0,,5848500000.0,-29400000.0,274500000,,-495800000.0,37000000.0,250100000.0,,340900000.0,5200000.0,242800000.0,3339700000.0,,1378300000.0,-568400000.0,12944100000.0,,16480900000.0,-3600000.0,-0.02,-10200000.0,-1231600000.0,931500000,90800000,-466500000.0,194800000.0,-7563200000.0,,
