date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyAccumulatedDepreciation
2008-09-30,694226407.0,-177198934.0,,0.2436,18329364.0,0,1622543061.0,2543959338.0,,1308257845.0,323134443.0,,451581746.0,22632536,,5915156043,113250155.0,,,13678076735,879147153.0,7257981196,658803050.0,3096657141.0,3096657141.0,85861.0,1364006340.0,1308219178,2757947627.0,5169575045.0,441952481.0,0.0,469911110.0,318691611.0,7254067725,-200142011.0,3081082070.0,2178298664.0,0.2436,-299383034.0,5624223902,,6420095539,5915156043,,2984485.0,1247557219,2991276381.0,6082493993,-15920447.0,123059301.0,122816301.0,1190482471.0,,1736346183.0,112593650.0,1263838998.0,28285586.0,338331591.0,318691611.0,0,1629843823,-443659669.0,1308257845.0,,,,,,,,,,,,,
2008-12-31,414907366.0,-242633941.0,,,64229638.0,0,-1583941013.0,2756337408.0,,,-700037852.0,,60423005.0,112489894,,5649843520,70537207.0,1762500.0,,12532230776,937457714.0,6870999035,-365198507.0,2395272772.0,2393510272.0,2919935.0,1355362548.0,1308219178,3081082070.0,2949555404.0,213472145.0,-1000000.0,124652643.0,-264924.0,6114615967,-66286904.0,2381044218.0,1101550656.0,,-33654038.0,4713278223,,5661231741,5649843520,,57200756.0,1206403534,1848004748.0,6082237757,171324035.0,81452721.0,122816301.0,1153046803.0,,888078511.0,13116612.0,640938723.0,24536999.0,-10114202.0,-264924.0,55275546,1401337744,-490916753.0,,,,,,,,,,,,,,
2009-03-31,494872920.0,-147907042.0,,0.1524,20441828.0,0,-282731.0,2401283887.0,,1308558143.0,546575946.0,,280085590.0,112111817,,5616941292,74755073.0,1072500.0,,12997105616,930377162.0,7098118895,777845531.0,2944179629.0,2943107129.0,2662875.0,1394291016.0,1308219178,2382044218.0,3813182094.0,283080409.0,-290695346.0,300527418.0,199424261.0,6424265073,-434582434.0,2928620164.0,1518817815.0,0.1524,-20606635.0,5018210121,,5898986721,5616941292,,56861241.0,1405827795,2294364279.0,6343183512,-203057.0,87882375.0,122816301.0,1158122217.0,,1235737406.0,13299027.0,918745643.0,24536999.0,205330517.0,199424261.0,31904937,1406054952,-80846770.0,1308558143.0,,,,,,,,,,,,,
2009-06-30,530550734.0,-264816985.0,,,31424640.0,0,258906504.0,2076027397.0,,,1768775126.0,,555548646.0,114999290,,5675542941,94542808.0,1039500.0,,14469538288,1017160816.0,7229847638,1400652385.0,4737922576.0,4736883076.0,9419789.0,1653536777.0,1308219178,2928620164.0,5291807819.0,537815313.0,93813011.0,586973286.0,440360156.0,7795482009,-166281635.0,4696395290.0,2334693120.0,,-3006806.0,6377255685,,7239690650,5675542941,,,1519133156,2957114699.0,6423048893,-8265526.0,86574427.0,122816301.0,1177327435.0,,1796877807.0,12298709.0,1320314830.0,57130201.0,461005838.0,440360156.0,5609537,1418226324,-83869548.0,,,,,,,,,,,,,,
2009-09-30,199026633.0,-287384948.0,,0.4702,17746665.0,0,1172404.0,1848693933.0,,1308335134.0,228655907.0,,823030032.0,4674791,,5713756853,186657357.0,,,14670990492,1099940119.0,7402559559,963602150.0,4961402640.0,4961402640.0,670244.0,1569845229.0,1308219178,4696395290.0,5629557859.0,783139945.0,-9347944.0,840776697.0,615179180.0,7268903149,-294746020.0,4925051197.0,2565471661.0,0.4702,-335618564.0,5809600539,,7268430933,5713756853,,,2134312336,3064086198.0,7041799863,-1529165.0,115693172.0,122816301.0,1237596728.0,,1782331716.0,12067218.0,1287192390.0,50344287.0,636372675.0,615179180.0,7562819,1459302610,-503278472.0,1308335134.0,,,,,,,,,,,,,
2009-12-31,153472309.0,-20241267.0,,,35756988.0,0,920104153.0,1877379269.0,,,382523844.0,,80669323.0,28340560,,5637170335,84265867.0,0.0,,14867452637,1088230932.0,7253692202,-501448993.0,5350580742.0,5350580742.0,812777.0,1147669768.0,1350982795,4925051197.0,3291560116.0,107090160.0,39083.0,116426311.0,-1672172.0,6304298490,-14273367.0,5307575041.0,1321993197.0,,-5261745.0,4844541506,,7613760435,5637170335,,,2055205540,1969566919.0,8220579997,4544806.0,92594647.0,122816301.0,1227162961.0,,1214903037.0,34281493.0,956291387.0,171134452.0,-3596544.0,-1672172.0,9978877,1459756984,-94534548.0,,,,,,,,,,,,,,
2010-03-31,153368598.0,-190504383.0,,0.2107,16935761.0,0,3973232.0,1807291375.0,,1350859184.0,1012890420.0,,418292062.0,28012763,,5659961120,114038788.0,,,16148595491,1094833411.0,7354755963,1155837498.0,6358622203.0,6358622203.0,,1307258942.0,1350982795,4697575040.0,4140663572.0,378539019.0,-174160000.0,435227823.0,284626030.0,7280650912,-308020643.0,5710465460.0,1801258262.0,0.2107,-1222563.0,5723526256,,8793839528,5659961120,,,2339831570,2339405310.0,8505743185,48126826.0,99228954.0,122816301.0,1238715062.0,,1422719243.0,33470784.0,1092959613.0,178049738.0,304253274.0,284626030.0,8498074,1557124656,-87708598.0,1350859184.0,,,,,,,,,,,,,
2010-06-30,177006775.0,-112386592.0,,,24255013.0,0,-324073.0,1703585234.0,,,1303596903.0,,693549871.0,27864244,,5600326648,127291605.0,,,17291577565,1132731241.0,7412260193,1199204394.0,7660463963.0,7660463963.0,,1545698369.0,1350982795,5710465460.0,5787158462.0,647618508.0,0.0,717804884.0,545410292.0,8276411196,19078023.0,7624062364.0,2590984456.0,,-15219485.0,6622943574,,9879317372,5600326648,,,2669084615,3196174006.0,8744692724,130918874.0,124496733.0,122816301.0,1239074105.0,,1943365948.0,32660074.0,1449053839.0,255696001.0,566258266.0,545410292.0,11534596,1653467622,-93979141.0,,,,,,,,,,,,,,
2010-09-30,163129676.0,-221409864.0,,0.5143,2513055.0,0,23419214.0,1619365910.0,,1350883025.0,706411332.0,,906075646.0,24071633,,5635353235,185393389.0,,,18142234281,1142184876.0,7466285456,735251938.0,8370326242.0,8370326242.0,,1564485368.0,1350982795,7624062364.0,6420095137.0,881457169.0,0.0,908588701.0,694759140.0,8413482307,-44562127.0,8330473696.0,2836370106.0,0.5143,-214969116.0,6467414361,,10675948825,5635353235,,,3363843755,3583725031.0,9441155211,174343791.0,121524622.0,122816301.0,1257362253.0,,1954912937.0,31904804.0,1403200881.0,314828006.0,720682257.0,694759140.0,5934459,1946067946,-51423875.0,1350883025.0,,,,,,,,,,,,,
2010-12-31,196216646.0,-579195112.0,,,51441988.0,148993638,-25631964.0,1942413649.0,,,-767667718.0,,105278130.0,17930254,,5796767604,112052812.0,,,17777115858,1318785832.0,7882478349,-909762103.0,7597958091.0,7597958091.0,0.0,1333341005.0,1350982795,8330473696.0,3549910594.0,95468994.0,0.0,156720118.0,-4311112.0,8057370386,-431313406.0,7562805978.0,1434724776.0,,-273830.0,6015777994,,9894637509,5796767604,,,3537820385,2115185818.0,9603112032,142282374.0,89810071.0,122816301.0,1275368319.0,,1339255782.0,31094094.0,1051906207.0,549289390.0,-6774682.0,-4311112.0,13157293,2041592392,-75986613.0,,,,,,,,,,,,,,
2011-03-31,225426914.0,-577366625.0,,0.2912,1484032.0,419167653,-9832548.0,2045788082.0,,1350935714.0,543959145.0,,567292634.0,11859313,,5952754279,143023114.0,,,19052422388,1308588187.0,8394744061,548414062.0,8141177740.0,8141177740.0,,1658576400.0,1350982795,7562805978.0,5244891233.0,519606152.0,,568776666.0,393392480.0,8914130778,-561994684.0,8106765123.0,2291832893.0,0.2912,-24629454.0,6841187442,,10657678327,5952754279,,,3931212865,2953058340.0,9996300350,15215157.0,77305133.0,122816301.0,1283566975.0,,1772226741.0,30283358.0,1355589179.0,612251486.0,424269520.0,393392480.0,11068761,2072943336,-33346233.0,1350935714.0,,,,,,,,,,,,,
2011-06-30,173372514.0,-541043430.0,,,42305108.0,477605271,36916585.0,2365216663.0,,,-602368359.0,,824100042.0,5689209,,6830018403,201534186.0,,,21625655652,2173987545.0,11189736449,460186918.0,7542134054.0,7542134054.0,,2023791922.0,1350982795,8106765123.0,6805092320.0,763742563.0,,866405150.0,596509603.0,11109663066,-1941087605.0,7504396764.0,2917851977.0,,7112630.0,8093010744,,10435919203,6830018403,,,4284545565,3887240343.0,10350458328,347479591.0,198980553.0,1081684918.0,1761654670.0,,2154109414.0,221415399.0,1514808833.0,709657592.0,622565856.0,596509603.0,9572497,3016652322,-199978542.0,,,,,,,,,,,,,,
2011-09-30,166296535.0,-597289924.0,0.0,0.499,22604723.0,452387799,-12493722.0,2023775106.0,,1351170872.0,-631414196.0,0.0,962956720.0,3015562,,7337804370,268408620.0,,,21956581668,2252404306.0,11716144938,22766365.0,7516683661.0,7516683661.0,,1828574376.0,1350982795,7504396764.0,7123370640.0,877065944.0,,985561443.0,674234265.0,10736414902,-987948640.0,6872982568.0,3050217785.0,0.499,-229326091.0,7547079529,,10240436730,7337804370,,,4958779829,4073152855.0,11033297312,198376035.0,127720315.0,1081684919.0,1772459497.0,,2173151841.0,215492281.0,1532385262.0,721310363.0,694548100.0,674234265.0,8872530,3189335373,-24837683.0,1351170872.0,,,,,,,,,,,,,
2011-12-31,162696637.0,-726000078.0,0.0,,76646569.0,205555005,16992261.0,2717721790.0,,,-1322834842.0,0.0,100563169.0,2315634,,7832742909,44332086.0,,,21634153561,2378806001.0,12050800799,-1600758380.0,6107611258.0,6107611258.0,-2977935.0,1745915599.0,1350982795,6872982568.0,3984700137.0,-42291812.0,,177209738.0,73791686.0,10357218994,-445546908.0,5550147726.0,1481492917.0,,-23057885.0,7156084903,,9583352762,7832742909,,,4915661595,2503207220.0,11110438674,-329646464.0,88097460.0,1081684918.0,1788809551.0,,1523784729.0,209569271.0,1196076089.0,1011216862.0,56231083.0,73791686.0,170592062,3201134091,-115118415.0,,,,,,,,,,,,,,
2012-03-31,171353711.0,-502185897.0,50000000.0,0.3335,40680140.0,348429725,50657876.0,2287978874.0,,1351006732.0,633206708.0,,625067249.0,1504813,,7940249152,166750490.0,,,22261932328,2351446944.0,12283767884,691539146.0,6951005663.0,6951005663.0,,1926046222.0,1350982795,5550147726.0,5599765341.0,525258518.0,,665747389.0,450560745.0,10480962530,-596470298.0,6183354434.0,2196562589.0,0.3335,-13649527.0,7247908004,,9978164444,7940249152,,,5366222339,3403202752.0,11561048948,-94284401.0,113428428.0,1081684918.0,1797776705.0,,1671304071.0,203646262.0,1218396634.0,1018967096.0,458316759.0,450560745.0,111904167,3233054526,-30685000.0,1351006732.0,,,,,,,,,,,,,
2012-06-30,165818267.0,-750682508.0,20000000.0,,12611416.0,445771714,10206707.0,2130985819.0,,,1537763763.0,,793857827.0,1493221,,8474553483,201986346.0,,,24436866482,2349113885.0,12974340519,1629895555.0,8740950947.0,8740950947.0,,2562251165.0,1350982795,6183354434.0,7805732436.0,708751536.0,,806469243.0,556845899.0,12443579487,-791207681.0,7721118197.0,3229971967.0,,-9064915.0,9055576422,,11462525963,8474553483,,,5571812712,4575760469.0,11764339143,-41274996.0,139688411.0,1081684918.0,1821656599.0,,2521220431.0,197723252.0,1808022520.0,1050927671.0,591871481.0,556845899.0,114240451,3388003065,-47838410.0,,,,,,,,,,,,,,
2012-09-30,166149377.0,-425558006.0,0.0,0.5,48511306.0,266402721,-8244351.0,2068854395.0,,1350406912.0,199336223.0,,937843503.0,1778436,,8734241578,226280985.0,,,25003980952,2480934723.0,13245998583,406630837.0,9063844090.0,9063844090.0,,2622202069.0,1350982795,7721118197.0,8389848475.0,822578448.0,,986354809.0,675203456.0,12300388876,-251854388.0,7920454420.0,3532921222.0,0.5,-356659559.0,8747280643,,11757982369,8734241578,,,6218049346,4856927253.0,12409318339,167772129.0,144612341.0,1081684918.0,1844860427.0,,2710342774.0,191800242.0,1987158371.0,1164158762.0,711562518.0,675203456.0,109935003,3553108233,-210000.0,1350406912.0,,,,,,,,,,,,,
2012-12-31,147617652.0,-699791330.0,255000.0,,-28211573.0,195910178,16993521.0,2360058834.0,,,-1651270158.0,,127387654.0,2786281,,9031892745,44376167.0,,,23661105585,2546579520.0,13518971842,-2002686505.0,7118248041.0,7118248041.0,2933024.0,2075284923.0,1350982795,7920454420.0,3986197725.0,-110283839.0,,99176081.0,76253300.0,10877674679,-355281170.0,6269184262.0,1388218663.0,,-5435063.0,7336024163,,10142133743,9031892745,,,6204347562,2597979062.0,12467953010,339295847.0,82685056.0,1081684918.0,1861801756.0,,1498502502.0,178572908.0,1186709792.0,1381212241.0,83011487.0,76253300.0,284314434,3541650516,-18487792.0,,,,,,,,,,,,,,
2013-03-31,142271316.0,-439743554.0,,0.361,41046344.0,259864160,0.0,2166029126.0,,1351738271.0,1058351379.0,,698473972.0,2717126,,9208629468,188630020.0,,,25192960727,2515339337.0,13796183453,1150746884.0,8391102449.0,8391102449.0,,2344657548.0,1350982795,6269184262.0,6311912059.0,604529922.0,,739520316.0,487977516.0,11898884446,-512426064.0,7327535641.0,2606690818.0,0.361,-13489267.0,8282919150,,11396777274,9208629468,,,6692325078,3705221241.0,12956731949,-73906733.0,202787436.0,1081684918.0,1869502702.0,,2002160896.0,172316187.0,1488888619.0,1384497430.0,509843952.0,487977516.0,175787838,3615965296,-5230000.0,1351738271.0,,,,,,,,,,,,,
2013-06-30,119959104.0,-513414631.0,,,1709963.0,296088864,9993249.0,2001567101.0,,,1482070089.0,,1063937555.0,313315241,,8643947222,136391795.0,,,27578898605,2512510808.0,14594358097,1720065284.0,10043214035.0,10043214035.0,,3462014771.0,1350982795,7327535641.0,8659426203.0,706295573.0,,1065647518.0,906903645.0,14232667826,-571146464.0,8809605730.0,3611212632.0,,-7561370.0,11272631268,,12984540508,8643947222,,,7058835605,5048213571.0,13450598164,-63627233.0,274759256.0,1079925496.0,1448612307.0,,2904917059.0,185179737.0,2208278870.0,1121192201.0,927545760.0,906903645.0,157405484,2960036558,-261320401.0,,,,,,,,,,,,,,
2013-09-30,86401292.0,-533071396.0,0.0,0.57,83479126.0,332828821,0.0,2039599169.0,,1350906237.0,466680554.0,,1023942868.0,311930929,,8950700781,251932972.0,,,28632258822,2461671301.0,14966331519,980251976.0,10709395444.0,10709395444.0,75041834.0,3590952931.0,1350982795,8809605730.0,9221324449.0,850450819.0,,1107421994.0,770016555.0,14513028338,-459988117.0,9263009784.0,3729856985.0,0.57,-541082327.0,11382559446,,13665927303,8950700781,,,7828852160,5491467464.0,14221604529,-2690690.0,154141654.0,1079925496.0,1471761932.0,,2879406166.0,179248598.0,2173734982.0,1153426590.0,772009896.0,770016555.0,125697925,3130468892,60554151.0,1350906237.0,,,,,,,,,,,,,
2013-12-31,101080110.0,-550000286.0,0.0,,-95721385.0,223660169,0.0,2534551935.0,,,-1881381636.0,,-119820727.0,1797167198,,9252303292,114655088.0,,,27364866537,2533027393.0,15090475987,-2486142848.0,8531720086.0,8531720086.0,10157881.0,2845453652.0,1350982795,9263009784.0,4098315717.0,-289206506.0,0.0,-215542112.0,-191525619.0,13491395502,47635296.0,7394904648.0,1335324024.0,,-5101169.0,11113753508,,12274390550,9252303292,,,7505514981,2762991693.0,14020559043,578628495.0,152292736.0,1079925496.0,4881294.0,,1624530530.0,173745333.0,1312335840.0,1748079711.0,-234475815.0,-191525619.0,466863422,2377641994,-1784000.0,,,,,,,,,,,,,,
2014-03-31,17757528.0,-402954034.0,,0.434,84784413.0,198374524,-1512000000.0,2216617803.0,,1349461528.0,-419317816.0,,788399085.0,1823058322,,9310217505,206995411.0,,,28766993151,2669301399.0,15479007317,1480660916.0,8319971474.0,8319971474.0,,3147290926.0,1350982795,7394904648.0,7407948550.0,579295450.0,-272459883.0,873183498.0,585666303.0,14315849562,-707339180.0,6975586832.0,2982861697.0,0.434,-618593.0,11934421943,,13287985834,9310217505,,,8091181284,4425086853.0,14604791796,-34861480.0,241370000.0,1079925496.0,4720928.0,,2403566247.0,169312355.0,1865702513.0,1734969229.0,581403674.0,585666303.0,291255637,2381427619,-83654882.0,1349461528.0,,,,,,,,,,,,,
2014-06-30,317977343.0,-610988226.0,,,-60049010.0,196928232,1220208347.0,2109431104.0,,,1471595184.0,,1091828344.0,1736302,,9522681207,235475212.0,,,29259441014,2689947125.0,15862561070,1374031145.0,9958476164.0,9958476164.0,,3661403823.0,1350982795,6975586832.0,9550119502.0,890201250.0,38498472.0,1031779334.0,818994845.0,14606111199,-167934071.0,8447182016.0,3830158100.0,,-17146611.0,12186994476,,13396879944,9522681207,,1316537412.0,8302233871,5719961402.0,14815743016,387457553.0,395616767.0,1079925496.0,4687983.0,,2939956850.0,163097158.0,2205602551.0,458896169.0,856353132.0,818994845.0,273838843,2419116723,-1784384898.0,,,,,,,,,,,,,,
2014-09-30,331861978.0,-445247933.0,,0.573,95843717.0,442781508,-685816.0,2050323064.0,,1352234455.0,-733906762.0,,1053217029.0,1604465,,9762083025,263899865.0,,,28687036843,2649173157.0,16297673805,-142026454.0,9162928402.0,9162928402.0,51429.0,3461830317.0,1350982795,8447182016.0,8778433136.0,879339315.0,-207507989.0,1149060746.0,774830343.0,13253031091,-442295989.0,7713275254.0,3401698665.0,0.573,-608320370.0,10789036845,,12389363038,9762083025,,1366928891.0,9077064214,5376734471.0,15590057739,211392007.0,204639343.0,1079925496.0,4127372.0,,2522359350.0,157988107.0,1871648268.0,446399428.0,789317164.0,774830343.0,344038824,2463994246,13394808.0,1352234455.0,,,,,,,,,,,,,
2014-12-31,432952595.0,-489675622.0,,,64886622.0,76626751,681414.0,2486827106.0,,,-2446885490.0,,-250445636.0,1561421,,10188658233,-42903733.0,,,27003913126,2780584276.0,16651865140,-2970897081.0,6388650779.0,6388650779.0,141105.0,2585917064.0,1350982795,7713275254.0,3312819978.0,-426709251.0,195000000.0,-1281084062.0,-189393447.0,11716630688,-41936577.0,5266389764.0,935311429.0,,-1867341.0,9228272134,,10352047986,10188658233,,1511117533.0,8663818498,2377508549.0,15387562184,425820636.0,125421629.0,1307103982.0,2784731.0,,1362020680.0,158467740.0,1102325547.0,2002268509.0,-207541903.0,-189393447.0,782631150,2488358554,41823237.0,,,,,,,,,,,,,,
2015-03-31,377352100.0,-425124404.0,,0.386,61154509.0,119567707,0.0,2128099640.0,,1349665503.0,1388252862.0,,733699416.0,1387095,,10231576695,210972952.0,,,28670008919,2767892821.0,16738114826,1677035844.0,7929519908.0,7929519908.0,1392856.0,3160978368.0,1350982795,5266389764.0,7178293852.0,631183415.0,-303800000.0,794853925.0,520970884.0,12936779012,-652592084.0,6654642626.0,2832180161.0,0.386,-814759.0,10382732797,,11931894093,10231576695,,1550590802.0,9184789383,4346113691.0,15905763626,68607718.0,195530139.0,1307103982.0,2297126.0,,2200996746.0,150879005.0,1682942143.0,2061447687.0,522726464.0,520970884.0,880365686,2554046215,-61161265.0,1349665503.0,,,,,,,,,,,,,
2015-06-30,348622070.0,-364226255.0,,,-57173981.0,142682754,303037177.0,2009584781.0,,,1978545546.0,,914134009.0,1431387,,10213317468,217315973.0,,,30553027697,2798549890.0,16915966907,1954732835.0,9654346443.0,9654346443.0,22729653.0,3968338665.0,1350982795,6654642626.0,8888300269.0,641707918.0,-218210000.0,856960028.0,677751064.0,14745655446,-545925409.0,8633188172.0,3412009083.0,,-7639854.0,12156183289,,13637060790,10213317468,,1733755597.0,9254598188,5476291186.0,15972587949,111736340.0,371147787.0,1307103982.0,2376255.0,,2770301165.0,145065472.0,2105327328.0,2245823058.0,696818036.0,677751064.0,761231203,2589472157,-308452968.0,,,,,,,,,,,,,,
2015-09-30,438583546.0,-386379678.0,,0.405,83090464.0,115673893,-7760.0,1777524518.0,,1349616158.0,-246987163.0,0.0,731260624.0,1491427,,10188366179,212079357.0,,,29646358230,2726779273.0,16802027574,56110597.0,9140307777.0,9140307777.0,75548311.0,3701044877.0,1350982795,8633188172.0,8248385429.0,542791348.0,-260000000.0,814351088.0,546594544.0,13327670925,-156320360.0,8386201009.0,3173867636.0,0.405,-611755127.0,10750638012,,12844330656,10188366179,,1693391805.0,9801192733,5074517793.0,16511308375,413502750.0,174112735.0,1307103982.0,2262117.0,,2631076288.0,139605639.0,2016825439.0,2202368550.0,519181267.0,546594544.0,848845209,2577032913,37552982.0,1349616158.0,,,,,,,,,,,,,
2015-12-31,810387282.0,-138719277.0,,,-221722043.0,65214382,7225.0,2182435136.0,,,-810826826.0,0.0,-104271647.0,856189,,10190946625,22410606.0,,,28500590128,2707099617.0,16613251068,-2427763130.0,8401751637.0,8401751637.0,845281194.0,2691128487.0,1350982795,8386201009.0,3319706490.0,-720467446.0,-429497900.0,-325993690.0,-32187610.0,12334579078,1118128484.0,7575374183.0,1024527465.0,,-1515676.0,9752988721,,11887339060,10190946625,,1656652129.0,9545596720,2295179025.0,16458062033,346795932.0,117990987.0,1307103982.0,1711800.0,,1744994911.0,133868381.0,1511879854.0,2194378094.0,-126682253.0,-32187610.0,768741109,2581590357,3398836.0,,,,,,,,,,,,,,
2016-03-31,475980744.0,-197099169.0,,0.395,64911679.0,85804780,0.0,1859499403.0,,1351542792.0,446126309.0,-10000000.0,785276453.0,891659,,10062306029,253453936.0,,,29284564021,2656574345.0,16480658866,1573216602.0,8943405940.0,8943405940.0,0.0,3330918354.0,1350982795,7575374183.0,6861626267.0,693915300.0,-780000000.0,850188132.0,533859403.0,12585742712,-986149432.0,8021500492.0,2820447581.0,0.395,-3839180.0,10032770232,,12803905155,10062306029,,1723115800.0,10079456122,4041178686.0,16992909178,151497.0,131436668.0,1307103982.0,1571360.0,,2126532281.0,128637975.0,1640613238.0,2262327477.0,531822517.0,533859403.0,1369589841,2552972480,-334717051.0,1351542792.0,,,,,,,,,,,,,
2016-06-30,354888600.0,-204369329.0,,,-57572989.0,648565965,-568178.0,1610339444.0,,,1202310361.0,0.0,732188534.0,898254,,9999129594,189490678.0,,,30798299746,2525720318.0,17008638421,1809649410.0,9919877592.0,9919877592.0,328758223.0,3620938281.0,1350982795,8021500492.0,7884490581.0,554626946.0,-917312001.0,674615545.0,535169483.0,14133411055,-640029199.0,9223810853.0,3196818688.0,,-3843419.0,11672429916,,13789661325,9999129594,,1587835073.0,10087742316,4687671893.0,16996724187,137737578.0,212889774.0,1307103982.0,1585920.0,,2642191742.0,123489584.0,2053111129.0,2120203998.0,542697856.0,535169483.0,1292395395,2460981139,-172993399.0,,,,,,,,,,,,,,
2016-09-30,327597720.0,-235174196.0,,0.571,63936473.0,68930662,-4394.0,1744280390.0,,1350299774.0,695054580.0,-486660920.0,1094973713.0,901543,,11725529495,246107674.0,,,31572707581,3018637062.0,17709873501,562625268.0,10723947776.0,10723947776.0,1671503486.0,3129370736.0,1350982795,9223810853.0,8290268253.0,668486329.0,-162687999.0,1158910186.0,771021171.0,13844024606,806525322.0,9918865433.0,3863726313.0,0.571,-529311202.0,10952664331,,13862834080,11725529495,,1887778528.0,10858763483,4426541940.0,17135445174,17991639.0,184684143.0,1307103982.0,1404480.0,,3195239984.0,256293586.0,2415244925.0,2409757319.0,848866039.0,771021171.0,849383899,2891360275,-373790816.0,1350299774.0,,,,,,,,,,,,,
2016-12-31,302341000.0,-219229405.0,,,-178975200.0,56310013,-5949.0,2412442780.0,,,-1989392402.0,-75399058.0,-488996935.0,376372,,11642217202,328691025.0,,,30077158487,2974746773.0,17467594101,-1830472175.0,8572685245.0,8572685245.0,1015250858.0,2356746279.0,1350982795,9918865433.0,3069958637.0,-677311758.0,-1399900000.0,-667972135.0,-796563629.0,13198018918,-344361933.0,7929473031.0,960071614.0,,-3687094.0,10284786039,,12609564386,11642217202,,1948814560.0,10025728867,2109887023.0,16313952729,325555544.0,124647040.0,1307103982.0,1376480.0,,1637383372.0,249069955.0,1261013152.0,2487772076.0,-817687960.0,-796563629.0,1116181886,2913232879,-37037605.0,,,,,,,,,,,,,,
2017-03-31,300076400.0,-157968758.0,,0.429,72319654.0,70849472,-255000.0,1965517212.0,,1350377583.0,1286524396.0,,879746130.0,390694,,11496073587,273961044.0,20033435.0,,30868477412,2917476031.0,17301188174,1391889902.0,9953563843.0,9933530408.0,719347868.0,2842939191.0,1350982795,7929473031.0,7039943927.0,749401003.0,-840000000.0,952065784.0,579311983.0,13382496687,-260108427.0,9215997427.0,2882922202.0,0.429,-1524199.0,10486188349,,13567289238,11496073587,,1968227831.0,10605040848,4157021725.0,16894609909,17373718.0,129972451.0,1307103982.0,1189920.0,,2133521199.0,241706477.0,1540718146.0,2495650443.0,605785086.0,579311983.0,1078437266,2896308338,-170000.0,1350377583.0,,,,,,,,,,,,,
2017-06-30,330130200.0,-189079871.0,,,-67261501.0,68892147,-32686.0,1829576327.0,,,1721960412.0,,846309739.0,410591,,11428843479,227183298.0,20236015.0,,32661150452,2866280418.0,17323697069,1779722725.0,11781246376.0,11761010361.0,262927149.0,3344288198.0,1350982795,9215997427.0,8022777075.0,731351560.0,-280000000.0,779048238.0,569156010.0,15070357851,-235737104.0,10937957839.0,3436049755.0,,-1722023.0,12234283396,,15337453383,11428843479,,1947122724.0,10701352882,4586727320.0,16994957654,-9227940.0,226068380.0,1307103982.0,1250520.0,,2704698195.0,234489862.0,2075902910.0,2466479335.0,619126441.0,569156010.0,1066470882,2836074455,-298521600.0,,,,,,,,,,,,,,
