date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock
1998-03-31,,,,,,,,,68.460652,,37602820160.0,,,,,,,,,,,37602820160.0,37602820160.0,,,549261788.0,,,,,,,,,,,,,,68.460652,,,,,,,,,,,,,,,,,,,,,,,549261788.0,,,,865334898932.0,865334898932.0,,,,,,865334898932.0,,,
1998-06-30,,,,,,,,,68.460652,,37602820160.0,,,,,,,,,,,37602820160.0,37602820160.0,,,549261788.0,,,,,,,,,,,,,,68.460652,,,,,,,,,,,,,,,,,,,,,,,549261788.0,,,,865334898932.0,865334898932.0,,,,,,865334898932.0,,,
1998-09-30,,,,,,,,,68.460652,,37602820160.0,,,,,,,,,,,37602820160.0,37602820160.0,,,549261788.0,,,,,,,,,,,,,,68.460652,,,,,,,,,,,,,,,,,,,,,,,549261788.0,,,,865334898932.0,865334898932.0,,,,,,865334898932.0,,,
1998-12-31,1348883664427.0,328907167587.0,,942890715512.0,,1194594592958.0,1401292595025.0,,,198002349905.0,37602820160.0,4002115153154.0,,2600822558129.0,,,,,2543478257385.0,514923618566.0,,37602820160.0,37602820160.0,1150881314522.0,,,,8930669788.0,,,,,,,,,,,31374853071.0,,,,,1445123382274.0,-2888366623540.0,,766274969573.0,437367801986.0,54171562793.0,,36780258469.0,780846062385.0,,,,,,,,,229142185350.0,13983548747.0,,,4937485304634.0,,865334898932.0,-2128554638682.0,,,184606345223.0,2049118681094.0,,-2128554638682.0,,,
1999-03-31,,,,,,,,,101.465638,,70011274212.0,,,,,,,,,,,70011274212.0,70011274212.0,,,689999839.0,,,,,,,,,,,,,,101.465638,,,,,,,,,,,,,,,,,,,,,,,689999839.0,,,,1102065392963.04,1102065392963.04,,,,,,1102065392963.04,,,
1999-06-30,,,,,,,,,104.166691,,71875000161.0,,,,,,,,,,,71875000161.0,71875000161.0,,,689999839.0,,,,,,,,,,,,,,104.166691,,,,,,,,,,,,,,,,,,,,,,,689999839.0,,,,1131402780312.12,1131402780312.12,,,,,,1131402780312.12,,,
1999-09-30,,,,,,,,,109.489076,,75547445121.0,,,,,,,,,,,75547445121.0,75547445121.0,,,689999839.0,,,,,,,,,,,,,,109.489076,,,,,,,,,,,,,,,,,,,,,,,689999839.0,,,,1189211676715.32,1189211676715.32,,,,,,1189211676715.32,,,
1999-12-31,1018395242357.69,517549263298.68,,1365648922606.44,,1501176668775.37,1738886747786.71,,,156243487935.29,54671367609.0,6244580967020.95,,4505694219234.24,,,,,2519571911133.06,2004937710118.8,,54671367609.0,54671367609.0,862151754422.4,,,,19885617191.97,,,1082926386113.92,,,,,,,,41550396329.87,,,,,3709902600638.52,-3216233292013.22,,602822196386.36,85272933087.68,33252548094.46,,66496036166.28,621886749026.58,,,,,,,,,606334087662.19,220078142451.07,,,5650493764962.38,,860597128019.11,-3261345109761.14,,,272955832086.6,2434260472949.16,,-3261345109761.14,,,
2000-03-31,,,,,,,,,270.354007,,212216814108.36,,,,,,,,,,,212216814108.36,212216814108.36,,,784959013.0,,,,,,,,,,,,,,270.354007,,,,,,,,,,,,,,,,,,,,,,,784959013.0,,,,1620237831469.55,1620237831469.55,,,,,,1620237831469.55,,,
2000-06-30,,,,,,,,,272.463792,,213872909356.8,,,,,,,,,,,213872909356.8,213872909356.8,,,784959013.0,,,,,,,,,,,,,,272.463792,,,,,,,,,,,,,,,,,,,,,,,784959013.0,,,,1632881825704.0,1632881825704.0,,,,,,1632881825704.0,,,
2000-09-30,,,,,,,,,272.463792,,213872909356.8,,,,,,,,,,,213872909356.8,213872909356.8,,,784959013.0,,,,,,,,,,,,,,272.463792,,,,,,,,,,,,,,,,,,,,,,,784959013.0,,,,1632881825704.0,1632881825704.0,,,,,,1632881825704.0,,,
2000-12-31,1723461436905.0,1282305938640.0,,2292390639022.5,,3215312254920.0,2793499360905.0,,,160125157627.5,328512748644.6,11019962045775.0,,8226462684870.0,,,,,4938773691825.0,833477874022.5,,328512748644.6,328512748644.6,1561970918977.5,,,,34310998650.0,,,1059042980917.5,,,,243437420377.5,,,,44477875995.0,,,,,5949611868817.5,-4386673819627.5,,1372599238035.0,90293299395.0,54558786210.0,,2559852079567.5,1413857139322.5,,,,,,,,,1068288240060.0,-122723134965.0,,,8919892518787.5,,2508153492993.0,-3406449526354.5,,,489729455160.0,4533218699160.0,,-3406449526354.5,,,
2001-03-31,,,,,,,,,371.84602,,289679947241.25,,,,,,,,,,,289679947241.25,289679947241.25,,,779031995.0,,,,,,,,,,,,,,371.84602,,,,,,,,,,,,,,,,,,,,,,,779031995.0,,,,2116120852578.75,2116120852578.75,,,,,,2116120852578.75,,,
2001-06-30,,,,,,,,,363.16479,,282916990654.94,,,,,,,,,,,282916990654.94,282916990654.94,,,779031995.0,,,,,,,,,,,,,,363.16479,,,,,,,,,,,,,,,,,,,,,,,779031995.0,,,,2066717248381.54,2066717248381.54,,,,,,2066717248381.54,,,
2001-09-30,,,,,,,,,366.492215,,285509161527.08,,,,,,,,,,,285509161527.08,285509161527.08,,,779031995.0,,,,,,,,,,,,,,366.492215,,,,,,,,,,,,,,,,,,,,,,,779031995.0,,,,2085653135688.28,2085653135688.28,,,,,,2085653135688.28,,,
2001-12-31,3499884371255.4,1068904076206.2,,3387499351269.15,,3737438905345.95,4348600536278.25,,,788203681300.35,290009968950.51,13331961924910.35,,8983361388632.1,,,,,7237323276601.35,988852827652.65,,290009968950.51,290009968950.51,2695871228681.1,15176084137.05,,,66587385182.85,,,1182215508809.7,,,,357421814279.1,,,,44595269491.65,,,,,5389993442903.25,-4743918539874.9,,1936554538253.1,867650462046.9,66770039585.4,,3818001323414.55,1844006574820.05,,,,,,,,,1035638635914.45,-66810775459.35,,,8920425777439.8,,2118541270485.36,-3931454802155.79,,,500371880332.35,4176507237564.9,,-3931454802155.79,,,
2002-03-31,,,,,,,,,4933.687086,,415651194589.95,,,,,,,,,,,415651194589.95,415651194589.95,,,84247579.0,,,,,,,,,,,,,,4933.687086,,,,,,,,,,,,,,,,,,,,,,,84247579.0,,,,2606009289813.45,2606009289813.45,,,,,,2606009289813.45,,,
2002-06-30,,,,,,,,,4650.000068,,391751250000.0,,,,,,,,,,,391751250000.0,391751250000.0,,,84247579.0,,,,,,,,,,,,,,4650.000068,,,,,,,,,,,,,,,,,,,,,,,84247579.0,,,,2456163750000.0,2456163750000.0,,,,,,2456163750000.0,,,
2002-09-30,,,,,,,,,4650.000068,,391751250000.0,,,,,,,,,,,391751250000.0,391751250000.0,,,84247579.0,,,,,,,,,,,,,,4650.000068,,,,,,,,,,,,,,,,,,,,,,,84247579.0,,,,2456163750000.0,2456163750000.0,,,,,,2456163750000.0,,,
2002-12-31,3692763937060.0,956109133720.0,,4873072358960.0,,4303677341360.0,4043890864580.0,,,669039145680.0,312290733480.0,14228944241900.0,,10185053377320.0,,,,,7996441278420.0,1894424673140.0,,312290733480.0,312290733480.0,2919335704820.0,104389086560.0,,,27283511260.0,,,1442467377920.0,,,,408066429280.0,,,,45077105560.0,,,,,5506524316040.0,-5096085407520.0,,1620403320920.0,664294187200.0,100830367700.0,,3721233687940.0,1609727164340.0,,,,,,,,,1697508896220.0,-103202846940.0,,,9665480423760.0,,1955352163200.0,-4571338226040.0,,,588374851520.0,4569395016240.0,,-4571338226040.0,,,
2003-03-31,,,,,,,,,778.375013,,534425000000.0,,,,,,,,,,,534425000000.0,534425000000.0,,,686301768.0,,,,,,,,,,,,,,778.375013,,,,,,,,,,,,,,,,,,,,,,,686301768.0,,,,2626771250000.0,2626771250000.0,,,,,,2626771250000.0,,,
2003-06-30,3734681250000.0,1202560000000.0,,4946552500000.0,,4392510000000.0,4415401250000.0,774460000000.0,778.375013,722857500000.0,534426250000.0,14002987500000.0,,9587586250000.0,,,,,8127191250000.0,1162505000000.0,1991638750000.0,534426250000.0,534426250000.0,2884021250000.0,127802500000.0,686301768.0,,46057500000.0,19242500000.0,,1578401250000.0,,635133750000.0,1156616250000.0,472551250000.0,,,,46655000000.0,778.375013,769397500000.0,,,5758901250000.0,-5996670000000.0,,1511636250000.0,309076250000.0,158816250000.0,,3824200000000.0,2345115000000.0,105807500000.0,,,,,,,,848831250000.0,-116427500000.0,686301768.0,,10597551250000.0,,2626772500000.0,835022500000.0,,234971250000.0,726012500000.0,4600881250000.0,,1217177500000.0,,,
2003-09-30,,,,,,,,,712.999989,,712222221510.0,,,,,,,,,,,712222221510.0,712222221510.0,,,998909162.0,,,,,,,,,,,,,,712.999989,,,,,,,,,,,,,,,,,,,,,,,998909162.0,,,,3792222218430.0,3792222218430.0,,,,,,3792222218430.0,,,
2003-12-31,3348750000000.0,1188750000000.0,,5390000000000.0,,4751250000000.0,4267500000000.0,,,100000000000.0,874722223410.0,14491250000000.0,,10223750000000.0,,,,,8100000000000.0,1502500000000.0,,874722223410.0,874722223410.0,3011250000000.0,237500000000.0,,,32500000000.0,,,1656250000000.0,,,,441250000000.0,,,,46250000000.0,,,,,6227500000000.0,-6782500000000.0,,1521250000000.0,332500000000.0,147500000000.0,,3853750000000.0,2268750000000.0,,,,,,,,,1381250000000.0,-116250000000.0,,,11650000000000.0,,4645833339460.0,-2870416660540.0,,,660000000000.0,4867500000000.0,,-2870416660540.0,,,
2004-03-31,,,,,,,,,548.666709,,363333332970.0,,,,,,,,,,,363333332970.0,363333332970.0,,,662211369.0,,,,,,,,,,,,,,548.666709,,,,,,,,,,,,,,,,,,,,,,,662211369.0,,,,2536666664130.0,2536666664130.0,,,,,,2536666664130.0,,,
2004-06-30,3617777774160.0,759999999240.0,,5288888883600.0,,3531111107580.0,4065555551490.0,925555554630.0,544.888886,734444443710.0,361111110750.0,13314444431130.0,,9248888879640.0,,,,,7148888881740.0,1537777776240.0,1865555553690.0,361111110750.0,361111110750.0,2629999997370.0,253333333080.0,662528691.0,,48888888840.0,-1111111110.0,,1485555554070.0,,653333332680.0,1279999998720.0,436666666230.0,,,,43333333290.0,544.888886,529999999470.0,,,6101111105010.0,-6795555548760.0,,1054444443390.0,294444444150.0,162222222060.0,,3437777774340.0,1561111109550.0,75555555480.0,,,,,,,,959999999040.0,-124444444320.0,662528691.0,,11068888877820.0,,2518888886370.0,585555554970.0,,165555555390.0,573333332760.0,4273333329060.0,,938888887950.0,,,
2004-09-30,,,,,,,,,663.222163,,439999999560.0,,,,,,,,,,,439999999560.0,439999999560.0,,,663427769.0,,,,,,,,,,,,,,663.222163,,,,,,,,,,,,,,,,,,,,,,,663427769.0,,,,3154444441290.0,3154444441290.0,,,,,,3154444441290.0,,,
2004-12-31,3874000000000.0,648000000000.0,,5944000000000.0,,2963000000000.0,4241000000000.0,,,784000000000.0,278777778940.0,13798000000000.0,,9557000000000.0,,,,,6837000000000.0,1610000000000.0,,278777778940.0,278777778940.0,2794000000000.0,296000000000.0,,,51000000000.0,,,1662000000000.0,,,,381000000000.0,,,,43000000000.0,,,,,6866000000000.0,-7481000000000.0,,1006000000000.0,358000000000.0,163000000000.0,,3403000000000.0,892000000000.0,,,,,,,,,1165000000000.0,-11000000000.0,,,12025000000000.0,,2019777785970.0,-5835222214030.0,,,525000000000.0,4544000000000.0,,-5835222214030.0,,,
2005-03-31,,,,,,,,,688.500033,,463609000000.0,,,,,,,,,,,463609000000.0,463609000000.0,,,662771959.0,,,,,,,,,,,,,,699.500022,,,,,,,,,,,,,,,,,,,,,,,673360897.0,,,,2653916000000.0,2653916000000.0,,,,,,2653916000000.0,,,
2005-06-30,,,,,,,,,688.600044,,463609000000.0,,,,,,,,,,,463609000000.0,463609000000.0,,,662582494.0,,,,,,,,,,,,,,699.700044,,,,,,,,,,,,,,,,,,,,,,,673263100.0,,,,2653916000000.0,2653916000000.0,,,,,,2653916000000.0,,,
2005-09-30,,,,,,,,,718.789193,,483934239796.06,,,,,,,,,,,483934239796.06,483934239796.06,,,662582494.0,,,,,,,,,,,,,,730.375832,,,,,,,,,,,,,,,,,,,,,,,673263100.0,,,,2770267233687.44,2770267233687.44,,,,,,2770267233687.44,,,
2005-12-31,3476634357143.32,874699710502.88,,7190658541489.08,1854550815066.01,2833039873061.27,4549864096694.01,,,779787149263.17,401335129325.82,14548995707998.2,,9999131611304.19,,,,,6309674230204.59,1967374838288.48,,401335129325.82,401335129325.82,2289845109209.52,396906165820.16,,,7701608876.43,,,3021459979051.75,,,,360965324396.82,,,,44166083756.53,,,,,8131547919247.6,-8840608577030.53,,1249116618795.59,374416908292.71,103148795878.29,,1561759768697.97,801957629934.31,,,,,,,,,1036679324828.45,-1395023484.04,,,13454575801557.06,,2297436580353.89,-5668476283375.72,,,633393624680.13,4613967224526.53,,-5668476283375.72,,,
2006-03-31,,,,,,,,,543.38517,,363578795301.35,,,,,,,,,,,363578795301.35,363578795301.35,,,659768704.0,,,,,,,,,,,,,,551.070084,,,,,,,,,,,,,,,,,,,,,,,669099592.0,,,,2762357988255.6,2762357988255.6,,,,,,2762357988255.6,,,
2006-06-30,,,,,,,,,543.30484,,363562204632.22,,,,,,,,,,,363562204632.22,363562204632.22,,,659712209.0,,,,,,,,,,,,,,551.092127,,,,,,,,,,,,,,,,,,,,,,,669167985.0,,,,2762230779892.98,2762230779892.98,,,,,,2762230779892.98,,,
2006-09-30,,,,,,,,,535.550783,,358363075358.88,,,,,,,,,,,358363075358.88,358363075358.88,,,659711022.0,,,,,,,,,,,,,,543.2122,,,,,,,,,,,,,,,,,,,,,,,669148635.0,,,,2722734744119.64,2722734744119.64,,,,,,2722734744119.64,,,
2006-12-31,3384682860296.43,728481324852.27,,7485231060386.31,1691737775399.76,3060329095646.79,4448694211629.03,,,692124543271.92,319238243003.25,15490402685147.61,,11041708473518.58,,,,,6445011955943.22,3383862315634.68,,319238243003.25,319238243003.25,2182729524108.21,508054642296.3,,,18865430617.77,,,2962535252246.46,,,,357752150071.14,,,,42578727804.69,,,,,8883002722955.79,-9513672462901.53,,1192023415168.08,463542090315.81,49769360267.55,,1664279246254.02,815904370803.39,,,,,,,,,1165315351734.6,462966378439.62,,,13812968999121.6,,2425471762111.92,-5529422208229.2,,,721357223037.66,4299296536220.07,,-5529422208229.2,,,
2007-03-31,,854201566000.0,734391481000.0,7732391218000.0,1660056757000.0,3238897726000.0,3996231180000.0,1013954863000.0,595.28496,68002449000.0,374113481395.43,15829252976000.0,-116939940000.0,11833021796000.0,392341089000.0,2880899000.0,,,,4126271681000.0,2711730831000.0,374113481395.43,374113481395.43,1983228072000.0,588269184000.0,653858181.0,,19157079000.0,-18958921000.0,-2718430000.0,2699882902000.0,-508694015000.0,,2049746576000.0,,266102516000.0,-402200240000.0,241100097000.0,44639473000.0,603.800599,563791743000.0,-48351025000.0,-63096491000.0,9405034006000.0,-10118549103000.0,-93403910000.0,1120304082000.0,266102516000.0,2339000.0,,1655336613000.0,1104604449000.0,54519583000.0,50244784000.0,51178019000.0,,,149643050000.0,,,,,668372895.0,,14509905848000.0,-292028204000.0,2877972390467.58,2877972390467.58,1026419685000.0,167481363000.0,2134293277000.0,4391356745000.0,,2877972390467.58,22758820000.0,,
