date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock
2007-06-30,,915773613000.0,449757993000.0,8135664849000.0,1627891261000.0,3101770040000.0,3963569330000.0,1164373760000.0,599.692884,60806058000.0,376883689991.27,16540561889000.0,-433562659000.0,12576992559000.0,440979519000.0,-8016105000.0,,,,4905131899000.0,2842591792000.0,376883689991.27,376883689991.27,1983863478000.0,696222990000.0,653858181.0,,20508302000.0,-27460895000.0,-1351223000.0,2628375326000.0,54541000.0,,2180362629000.0,,272313689000.0,-853003767000.0,266102516000.0,44639473000.0,608.271578,559324671000.0,-5566800000.0,-9793905000.0,10141501782000.0,-10322774288000.0,-1575904000.0,1188087302000.0,272313689000.0,2405000.0,,1624354735000.0,1105209776000.0,53891748000.0,4835577000.0,47216177000.0,,,-63562986000.0,,,,,668372895.0,,14739430208000.0,-418994415000.0,2899282993402.62,2899282993402.62,868752408000.0,156051040000.0,1996560264000.0,4416655920000.0,,2899282993402.62,795161000.0,,
2007-09-30,,865975678000.0,233617317000.0,8839816259000.0,1601716784000.0,2518950974000.0,3991710518000.0,1182160294000.0,604.992168,61847516000.0,380214084694.92,17380498259000.0,-33677600000.0,13388787741000.0,474881490000.0,-13704693000.0,,,,5731816706000.0,2815565916000.0,380214084694.92,380214084694.92,2327197407000.0,896081361000.0,653858181.0,,17656937000.0,-27456115000.0,4187941000.0,2622734512000.0,-72669140000.0,,2278955254000.0,,368439212000.0,-435079515000.0,272313689000.0,44639473000.0,613.64667,1051187555000.0,-121645942000.0,-121734525000.0,11018484769000.0,-10623332998000.0,-423883889000.0,1234414890000.0,368439212000.0,17339000.0,,1578418302000.0,705427002000.0,54020176000.0,165054794000.0,53388100000.0,,,-46369135000.0,,,,,668372895.0,,15091938233000.0,-448271475000.0,2924902984349.52,2924902984349.52,681888792000.0,274368686000.0,1813523972000.0,4468605235000.0,,2924902984349.52,-370613598000.0,,
2007-12-31,4346886713335.25,783981275070.28,361869269000.0,8920015000183.84,1749604872623.02,3018581467073.55,4815795890359.3,1699053750000.0,,627231274737.97,509167649172.6,19059715396211.84,-54423634000.0,14243919505852.54,692498953000.0,-25294923000.0,,,7365468180408.8,5833313682778.61,3648274011000.0,509167649172.6,509167649172.6,2673593638626.82,1045349253152.47,,,47052434556.68,-52933133000.0,-20167743000.0,2724797758585.56,0.0,,3698686057000.0,436254682572.8,885988577000.0,-708763900000.0,368439212000.0,44663857772.59,,-189012219000.0,98934564000.0,78869295000.0,11440720061707.51,-11242787477018.23,-536991129000.0,1670329591556.08,886348316485.8,-7112150764141.43,,1684356745143.87,659979402148.22,79431417000.0,28215396000.0,66870258000.0,,,331211071000.0,,,1253442886552.43,1592064610116.75,,,16212141420137.53,-771773532000.0,3250256402915.74,-6888841933185.89,1133642801000.0,88259441000.0,668900750481.74,4969353943119.3,,-6888841933185.89,38074046000.0,,
2008-03-31,,771846995000.0,614006504000.0,8679038569000.0,1536776536000.0,4398079074000.0,4746045334000.0,1193277691000.0,577.755,55722415000.0,382885159000.0,19343043302000.0,-153738304000.0,14596997968000.0,412409446000.0,-1349183000.0,,,,6918905768000.0,2837018983000.0,382885159000.0,382885159000.0,2874246534000.0,834397195000.0,655284165.0,,17223754000.0,57760510000.0,1457228000.0,2404188709000.0,-105864000.0,,2283026994000.0,,1421650645000.0,-355904723000.0,575646436000.0,44639473000.0,584.304,517586361000.0,-120816719000.0,-159055577000.0,10773710160000.0,-11271663504000.0,-411641806000.0,2193497640000.0,1421650645000.0,17414000.0,,1559651141000.0,670790107000.0,55769917000.0,234429738000.0,52814625000.0,,,2683174000.0,42245961000.0,,,,662711978.0,,15809417583000.0,-278712140000.0,2837018983000.0,553991989000.0,892718644000.0,134701202000.0,3727288967000.0,4537754079000.0,,985765724000.0,74722046000.0,,
2008-06-30,3702858000000.0,539316000000.0,444553587000.0,8977048000000.0,1504306411000.0,3358030000000.0,3768829000000.0,1752975000000.0,450.216,92424000000.0,298010000000.0,17969138000000.0,-65440045000.0,14200309000000.0,435763827000.0,123493000.0,6340903000000.0,,7060888000000.0,240115000000.0,2914429000000.0,298010000000.0,298010000000.0,2797307000000.0,779415000000.0,655792820.0,,15893000000.0,655354000000.0,1331053000.0,2537125000000.0,-609640835000.0,16834000000.0,2381478000000.0,560652000000.0,395967070000.0,-1178505163000.0,1421650645000.0,44639000000.0,454.434,428698000000.0,-1322134133000.0,-1330185509000.0,10908250000000.0,-11424411000000.0,0.0,935283000000.0,395967000000.0,144658000000.0,,3022319000000.0,1006105000000.0,59835000000.0,533266089000.0,50507000000.0,,,-36164137000.0,0.0,,942877000000.0,991943000000.0,667662135.0,346903000000.0,15900086000000.0,-317785343000.0,2931263000000.0,532951000000.0,762338930000.0,130688000000.0,501493000000.0,4475675000000.0,,891617000000.0,38174762000.0,,
2008-09-30,4105849000000.0,603983000000.0,228689000000.0,9237896000000.0,1471836287000.0,3592292000000.0,4004330000000.0,1667977000000.0,503.829,78472000000.0,333640000000.0,18424417000000.0,1367715000000.0,14420087000000.0,486790000000.0,-410000000.0,6216187000000.0,,7698141000000.0,238871000000.0,2884117000000.0,333640000000.0,441706000000.0,3436032000000.0,550773000000.0,655792820.0,,13833000000.0,-17222000000.0,2060000000.0,2586878000000.0,-72809000000.0,15445000000.0,2380002000000.0,617887000000.0,508740000000.0,-958540000000.0,395967000000.0,44639000000.0,508.713,441706000000.0,-250117469000.0,-1922744000000.0,10726276000000.0,-11744004000000.0,0.0,1112723000000.0,508740000000.0,148095000000.0,-56236000000.0,2936022000000.0,1010831000000.0,66543000000.0,8930000000.0,51885000000.0,,426780000000.0,-237172000000.0,0.0,,1215022000000.0,578339000000.0,662208805.0,297849000000.0,16209328000000.0,-415844000000.0,2899562000000.0,504115000000.0,644533000000.0,108066000000.0,450703000000.0,4465324000000.0,,995039000000.0,-235690000000.0,112773000000.0,
2008-12-31,6020410000000.0,741403000000.0,-376582000000.0,9448185000000.0,1899739000000.0,4628821000000.0,5422447000000.0,3425595000000.0,,149621000000.0,201184000000.0,22473671000000.0,-552863000000.0,17051224000000.0,1405998000000.0,35140000000.0,4738112000000.0,,10649231000000.0,5168464918000.0,5173417000000.0,201184000000.0,-428108000000.0,5235447000000.0,408755000000.0,,,34974000000.0,-174767000000.0,-71014000000.0,3246058000000.0,52000000.0,179723000000.0,5012007000000.0,953598000000.0,1011467000000.0,-1382444000000.0,508740000000.0,44639000000.0,,-129258000000.0,-1093104000000.0,1662720000000.0,10648481000000.0,-15308243000000.0,-339865000000.0,1752743000000.0,1011340000000.0,8236000000.0,-170278000000.0,2078406000000.0,1571947000000.0,183874000000.0,-74083000000.0,71508000000.0,,742962000000.0,-606680000000.0,0.0,,1268750000000.0,356192000000.0,,328403000000.0,22910763000000.0,-1373929000000.0,5353140000000.0,161410000000.0,997347000000.0,-74606000000.0,505896000000.0,7602520000000.0,,1460614000000.0,485899000000.0,192384000000.0,-63538000000.0
2009-03-31,4628503294000.0,945060739000.0,468848000000.0,9060043661000.0,1406896038000.0,4467527078000.0,4768388145000.0,1721002000000.0,481.185,80611697000.0,316748000000.0,19232946063000.0,-344611000000.0,14464557918000.0,432708000000.0,-556000000.0,,,9096030372000.0,6573455567000.0,2869154000000.0,316748000000.0,316748000000.0,4008858764000.0,284004926000.0,651821090.0,,17111183000.0,24166000000.0,-3184000000.0,3039039362000.0,,7307000000.0,2305147000000.0,,623229000000.0,-704873000000.0,434177000000.0,44639473000.0,485.958,423296000000.0,-7694391000.0,-28591000000.0,10136915691000.0,-12277901809000.0,-280000000000.0,1568290046000.0,623229307000.0,4116127000.0,-288336000000.0,1449534107000.0,934292927000.0,71323000000.0,7393000000.0,59372000000.0,,85417000000.0,-163015000000.0,,,,,658266571.0,,16967886045000.0,-339660000000.0,2876461000000.0,564007000000.0,808508000000.0,106548000000.0,3533234151000.0,4689984236000.0,,927327000000.0,267311000000.0,189052000000.0,-28938000000.0
2009-06-30,5335982000000.0,649090000000.0,502780000000.0,9371687000000.0,1374425914000.0,3217532000000.0,4781839000000.0,1885708000000.0,469.974,107440000000.0,311643000000.0,19485915000000.0,-153954000000.0,14704076000000.0,458569000000.0,14430000000.0,6484543000000.0,,8553514000000.0,269333000000.0,3059012000000.0,311643000000.0,311643000000.0,4688374000000.0,442290000000.0,651756784.0,,18778000000.0,-107212000000.0,-1667000000.0,3065037000000.0,,8887000000.0,2505612000000.0,831886000000.0,699055000000.0,-413124000000.0,623229000000.0,44639000000.0,478.188,404810000000.0,-160606565000.0,28587000000.0,10932401000000.0,-12284018000000.0,-558872000000.0,1348145000000.0,699055000000.0,27060000000.0,-34614000000.0,1393441887000.0,484440000000.0,76431000000.0,26069000000.0,55023000000.0,,-328617000000.0,-11681000000.0,,,1058736000000.0,552411000000.0,676129883.0,224769000000.0,16902136000000.0,-314787000000.0,3067899000000.0,553400000000.0,817567000000.0,93167000000.0,617701000000.0,4618118000000.0,,939810000000.0,-62498000000.0,75826000000.0,0.0
2009-09-30,5466660000000.0,2153758000000.0,169357000000.0,9715056000000.0,1341955790000.0,3408106000000.0,5955585000000.0,1812993000000.0,627.705,169955000000.0,415713000000.0,19570872000000.0,223422000000.0,13615287000000.0,486845000000.0,-171233000000.0,4854584000000.0,,8874766000000.0,274438000000.0,3048271000000.0,415713000000.0,415713000000.0,5074076000000.0,161980000000.0,651756784.0,,15527000000.0,-14184000000.0,2092000000.0,3258364000000.0,-77386000000.0,8450000000.0,2323685000000.0,909952000000.0,216619000000.0,-1176662000000.0,699055000000.0,44639000000.0,637.806,565881000000.0,-1160678145000.0,-440028000000.0,10696106000000.0,-12749362000000.0,-6186000000.0,2370377000000.0,216619000000.0,70053000000.0,-219657000000.0,1345834757000.0,1079614000000.0,75821000000.0,211762000000.0,56188000000.0,,245234000000.0,-523876000000.0,0.0,,1021707000000.0,625288000000.0,669774766.0,174404000000.0,17859092000000.0,-279635000000.0,3056721000000.0,724586000000.0,448992000000.0,150168000000.0,222429000000.0,5109730000000.0,,1128547000000.0,-157526000000.0,-482436000000.0,0.0
2009-12-31,5966695000000.0,728398000000.0,-490882000000.0,9909753000000.0,1737966000000.0,4894936000000.0,6370631000000.0,3075464000000.0,,186262000000.0,203078000000.0,23206256000000.0,-651724000000.0,16835625000000.0,1354671000000.0,218063000000.0,3709104000000.0,,10861631000000.0,4568367054000.0,5198516000000.0,203078000000.0,724000000.0,5289201000000.0,321372000000.0,,,119890000000.0,8442000000.0,-185184000000.0,4076936000000.0,0.0,355868000000.0,5385008000000.0,1225736000000.0,953926000000.0,466433000000.0,216619000000.0,44639000000.0,,6511000000.0,894983000000.0,-522034000000.0,11154759000000.0,-16033406000000.0,-1185478000000.0,1682253000000.0,953855000000.0,167926000.0,-486055000000.0,2254359000000.0,1490692000000.0,216705000000.0,2025891000000.0,65687000000.0,,-1207125000000.0,-533711000000.0,0.0,,1464255000000.0,915306000000.0,,395720000000.0,24273082000000.0,-1349125000000.0,5554384000000.0,-186492000000.0,858243000000.0,5787000000.0,318280000000.0,8239676000000.0,,1577887000000.0,235024000000.0,160017000000.0,-1000000.0
2010-03-31,4570455000000.0,693368000000.0,862840000000.0,9673347000000.0,1276051682000.0,3966326000000.0,5234373000000.0,1912737000000.0,487.179,250202000000.0,321755000000.0,19339181000000.0,-567362000000.0,14104808000000.0,494385000000.0,30684000000.0,5490488000000.0,,8536781000000.0,1124588000000.0,3002660000000.0,321755000000.0,321755000000.0,4126704000000.0,139048000000.0,651756748.0,,14746000000.0,-49787000000.0,7910000000.0,3564201000000.0,,15586000000.0,2522190000000.0,968735000000.0,463136000000.0,-641990000000.0,420576000000.0,44639000000.0,493.728,408953000000.0,-420584935000.0,-7809000000.0,10802400000000.0,-12058149000000.0,-290000000000.0,1156504000000.0,463136000000.0,47198000000.0,7812000000.0,1287316344000.0,390460000000.0,70629000000.0,32000000.0,61346000000.0,,-259316000000.0,60055000000.0,,,1918815000000.0,760731000000.0,660445134.0,204072000000.0,16935330000000.0,-81026000000.0,3018246000000.0,480470000000.0,943866000000.0,87198000000.0,484244000000.0,4877181000000.0,,973967000000.0,47280000000.0,42560000000.0,0.0
2010-06-30,4155234000000.0,676710000000.0,179525000000.0,10037318000000.0,1243681267000.0,3807231000000.0,5294568000000.0,1871241000000.0,549.117,218899000000.0,363971000000.0,19158117000000.0,-182958000000.0,13863549000000.0,503100000000.0,4322000000.0,5314542000000.0,,7962465000000.0,1167685000000.0,3072220000000.0,363971000000.0,363971000000.0,3731492000000.0,146221000000.0,651756748.0,,15324000000.0,-64805000000.0,-578000000.0,3823051000000.0,,16352000000.0,2490158000000.0,1053953000000.0,292307000000.0,-86734000000.0,463136000000.0,44639000000.0,558.441,493386000000.0,-176625325000.0,-43051000000.0,11195652000000.0,-12346019000000.0,0.0,969017000000.0,292307000000.0,35137000000.0,-273076000000.0,1247473973000.0,966102000000.0,70279000000.0,472682000000.0,54627000000.0,,-603345000000.0,-396682000000.0,,,1045934000000.0,790035000000.0,662829597.0,276133000000.0,17171899000000.0,-339725000000.0,3088572000000.0,582062000000.0,519250000000.0,129415000000.0,465109000000.0,4825880000000.0,,1066765000000.0,3463000000.0,-170829000000.0,0.0
2010-09-30,3525008000000.0,813451000000.0,2372000000.0,10328856000000.0,1211310853000.0,4385172000000.0,5651983000000.0,1904743000000.0,552.669,202420000000.0,363883000000.0,19333859000000.0,-203748000000.0,13681876000000.0,545613000000.0,6492000000.0,5473226000000.0,,7910180000000.0,910476000000.0,3155090000000.0,363883000000.0,363883000000.0,3189882000000.0,83620000000.0,648337009.0,,15627000000.0,-22756000000.0,-303000000.0,4156956000000.0,-72349000000.0,25657000000.0,2635767000000.0,1153245000000.0,247736000000.0,-465504000000.0,292307000000.0,44639000000.0,561.216,479622000000.0,-285531391000.0,23481000000.0,11423679000000.0,-12654957000000.0,0.0,1061187000000.0,247736000000.0,50553000000.0,-351907000000.0,1196991924000.0,1536884000000.0,67969000000.0,254853000000.0,64097000000.0,,-121945000000.0,-410013000000.0,,,1074288000000.0,878069000000.0,667174811.0,118540000000.0,17479916000000.0,-540506000000.0,3180747000000.0,519323000000.0,542878000000.0,115739000000.0,502215000000.0,4824959000000.0,,1093204000000.0,44448000000.0,-44571000000.0,-156088000000.0
2010-12-31,4257754000000.0,974500000000.0,704957000000.0,10603399000000.0,1624311000000.0,5915301000000.0,6972989000000.0,3522421000000.0,,163237000000.0,330004000000.0,22651704000000.0,-86449000000.0,15678715000000.0,1325670000000.0,-10903000000.0,2792351000000.0,,10173055000000.0,423311000000.0,5570789000000.0,330004000000.0,243179000000.0,3802016000000.0,104118000000.0,,,149643000000.0,-626483000000.0,-109457000000.0,4489573000000.0,-27000000.0,577019000000.0,4557282000000.0,1342936000000.0,778509000000.0,-1164450000000.0,247736000000.0,44639000000.0,,291728000000.0,882741651000.0,-62015000000.0,11325600000000.0,-16643403000000.0,-1214082000000.0,1753009000000.0,778509000000.0,0.0,369260000000.0,2116332000000.0,2130797000000.0,188175000000.0,213352000000.0,90308000000.0,,-833682000000.0,447725000000.0,,,1629804000000.0,639632000000.0,,259967000000.0,24507997000000.0,-1310070000000.0,6147808000000.0,1013507000000.0,2015027000000.0,71955000000.0,551797000000.0,7864594000000.0,,1805573000000.0,-243622000000.0,-2577000000.0,-54268000000.0
2011-03-31,3830608000000.0,806213000000.0,1203683000000.0,10662776000000.0,1736557000000.0,6819594000000.0,6702844000000.0,2260802000000.0,823.398,192486000000.0,542534000000.0,22937219000000.0,-322874000000.0,16234375000000.0,610075000000.0,-8101000000.0,3152845000000.0,-467372000000.0,10650202000000.0,282701000000.0,3722387000000.0,542534000000.0,537268000000.0,3282716000000.0,,640495486.0,420898000000.0,154924000000.0,-3343000000.0,-19578000000.0,4032991000000.0,,186474000000.0,2895313000000.0,1864396000000.0,1385026000000.0,-299275000000.0,659405000000.0,44639000000.0,847.041,768901000000.0,-29411000000.0,54621000000.0,11217152000000.0,-16460088000000.0,-940574000000.0,2191239000000.0,1385026000000.0,3475808000.0,711033000000.0,1795507000000.0,2270398000000.0,80944000000.0,295987000000.0,59365000000.0,231180000000.0,-478764000000.0,297982000000.0,,231633000000.0,1787082000000.0,582239000000.0,660111604.0,459656000000.0,24490604000000.0,-302896000000.0,3908861000000.0,827074000000.0,1506579000000.0,231633000000.0,17164000000.0,8030516000000.0,,1459920000000.0,-560000000.0,728540000000.0,
2011-06-30,3805857000000.0,831830000000.0,723996000000.0,11126256000000.0,1754861000000.0,6201344000000.0,6098155000000.0,2478537000000.0,710.4,319258111000.0,467794000000.0,22612315000000.0,-20343000000.0,16514160000000.0,629675000000.0,-3187000000.0,3049926000000.0,109152000000.0,10007201000000.0,281333000000.0,3823903000000.0,467794000000.0,465436000000.0,3212951000000.0,,640495486.0,445576000000.0,170318000000.0,-18616000000.0,-29305000000.0,3794094000000.0,,217050000000.0,3155459000000.0,1885166000000.0,958071000000.0,-1260956000000.0,1385026000000.0,44639000000.0,730.38,648066000000.0,-142117000000.0,-98989000000.0,11540923000000.0,-16824431000000.0,-637047000000.0,1789901000000.0,958071000000.0,4610933000.0,410331000000.0,1695385000000.0,2251390000000.0,85320000000.0,-45909000000.0,58723000000.0,450909000000.0,-808552000000.0,662362000000.0,,182630000000.0,1298288000000.0,442938000000.0,727438838.0,303995000000.0,25365967000000.0,-911805000000.0,4040953000000.0,668444000000.0,1635801000000.0,182630000000.0,16929000000.0,8541536000000.0,,1363061000000.0,40573000000.0,-433707000000.0,
2011-09-30,3903773000000.0,1050907000000.0,647766000000.0,11442251000000.0,1755040000000.0,6665282000000.0,6788585000000.0,2371158000000.0,591.963,71209000000.0,386166000000.0,23142912000000.0,-382370000000.0,16354327000000.0,655569000000.0,50000000.0,2814407000000.0,894929000000.0,10569055000000.0,264968000000.0,3820418000000.0,386166000000.0,381001000000.0,3311596000000.0,,635127559.0,438859000000.0,176430000000.0,-235849000000.0,-30590000000.0,3284063000000.0,-71096000000.0,244720000000.0,3056746000000.0,657384000000.0,1728719000000.0,-675749000000.0,958071000000.0,44639000000.0,608.058,501249000000.0,96006000000.0,212740000000.0,11490346000000.0,-17228546000000.0,-379729000000.0,2779412000000.0,1728505000000.0,3939562000.0,-106406000000.0,1998051000000.0,2817276000000.0,100357000000.0,8083000000.0,67776000000.0,225585000000.0,182384000000.0,285878000000.0,,,1296445000000.0,284553000000.0,654743676.0,216557000000.0,25437495000000.0,-616757000000.0,4065138000000.0,763672000000.0,1264523000000.0,120248000000.0,592004000000.0,8208949000000.0,,1257175000000.0,496639000000.0,771158000000.0,
2011-12-31,4959737000000.0,1074393000000.0,85672000000.0,11642525000000.0,1749933000000.0,6673590000000.0,6117479000000.0,3309548000000.0,,76966000000.0,216395000000.0,24366036000000.0,-17431000000.0,18248557000000.0,587384000000.0,-8776000000.0,3201264000000.0,,11633327000000.0,268346000000.0,3662631000000.0,216395000000.0,198306000000.0,4400357000000.0,,,290791000000.0,219590000000.0,620009000000.0,-62115140000.0,2732006000000.0,0.0,311032000000.0,3981752000000.0,863549000000.0,1650794000000.0,-2003081000000.0,1728719000000.0,44639000000.0,,262328000000.0,-164453000000.0,-206244000000.0,11661881000000.0,-17563443000000.0,378232000000.0,2725187000000.0,1650794000000.0,3350444000.0,,2995803000000.0,2363554000000.0,92376000000.0,123510000000.0,85518000000.0,212172000000.0,25617000000.0,934001000000.0,,,1703268000000.0,,,293725000000.0,26594441000000.0,-1813820000000.0,3973663000000.0,-319121000000.0,1899492000000.0,64022000000.0,501505000000.0,9030998000000.0,,942088000000.0,-475256000000.0,-77972000000.0,0.0
2012-03-31,7572331000000.0,731226000000.0,657485000000.0,11359342000000.0,1740203000000.0,6582580000000.0,5555731000000.0,2555042000000.0,478.632,72801000000.0,306424000000.0,26546901000000.0,-3129281000000.0,20991170000000.0,625804000000.0,-2665000000.0,6160188000000.0,-319446000000.0,14154911000000.0,257827000000.0,3714133000000.0,306424000000.0,300381000000.0,6315444000000.0,,627882874.0,390897000000.0,184070000000.0,-30061000000.0,17128000000.0,2485797000000.0,,271436000000.0,3237449000000.0,1492765000000.0,1769391000000.0,-3174210000000.0,1650794000000.0,44639000000.0,488.067,381984000000.0,-3068049993000.0,-7513000000.0,11342733000000.0,-17891837000000.0,-939847000000.0,2500617000000.0,1769391000000.0,3787252000.0,248702000000.0,2940927000000.0,1746460000000.0,97035000000.0,433736000000.0,66544000000.0,200837000000.0,2074117000000.0,144288000000.0,,,1966387000000.0,229440000000.0,648679324.0,347662000000.0,26588293000000.0,-563683000000.0,3985569000000.0,476684000000.0,1221168000000.0,81603000000.0,5673000000.0,8696456000000.0,,1104823000000.0,146806000000.0,121075000000.0,
2012-06-30,7950488000000.0,562266000000.0,81281000000.0,11500953000000.0,1740251000000.0,5322259000000.0,4754447000000.0,2597518000000.0,211.899,71584000000.0,143396000000.0,25773391000000.0,-1116000000.0,21018944000000.0,624062000000.0,-2251000000.0,6150182000000.0,462710000000.0,13272747000000.0,263263000000.0,3715943000000.0,143396000000.0,244367000000.0,6682493000000.0,,627882874.0,264151000000.0,226429000000.0,-32078000000.0,-63397000000.0,1843465000000.0,,299334000000.0,3295845000000.0,921864000000.0,1176948000000.0,-539814000000.0,1769391000000.0,44639000000.0,228.327,310473000000.0,-41424581000.0,16075000000.0,11471832000000.0,-18339861000000.0,-872968000000.0,1739214000000.0,1176948000000.0,2704090000.0,-290989000000.0,2834024000000.0,1151246000000.0,102404000000.0,137549000000.0,70620000000.0,205540000000.0,-835180000000.0,53113000000.0,,,313129000000.0,216928000000.0,676718625.0,166241000000.0,27111009000000.0,-699950000000.0,4015277000000.0,420098000000.0,781231000000.0,66106000000.0,739478000000.0,8771148000000.0,,1036939000000.0,-235000000.0,-593763000000.0,
2012-09-30,8187184000000.0,558570000000.0,116298000000.0,11610756000000.0,1740149000000.0,5312383000000.0,5443180000000.0,1880215000000.0,284.826,73613000000.0,178872000000.0,26058496000000.0,3092239000000.0,20615316000000.0,659169000000.0,187000000.0,5721313000000.0,70516000000.0,13499567000000.0,23670000000.0,2989681000000.0,178872000000.0,175534000000.0,6856825000000.0,,627882874.0,376321000000.0,238606000000.0,-37307000000.0,-34091000000.0,1950202000000.0,-69684000000.0,1135835000000.0,2676341000000.0,1175599000000.0,1168091000000.0,-976086000000.0,1176948000000.0,44639000000.0,284.826,195340000000.0,-3144250000000.0,24561000000.0,11540535000000.0,-18070424000000.0,-1336180000000.0,1726661000000.0,1168091000000.0,4218085000.0,-124820000000.0,2739298000000.0,919726000000.0,102899000000.0,9809000000.0,83982000000.0,209291000000.0,-111770000000.0,286451000000.0,,13590000000.0,399993000000.0,175800000000.0,627882874.0,0.0,27143307000000.0,-965648000000.0,4125516000000.0,313340000000.0,1081946000000.0,19806000000.0,4012022767000.0,9072883000000.0,,957408000000.0,81645000000.0,-5910000000.0,
2012-12-31,6565882000000.0,574544000000.0,-395998000000.0,12124657000000.0,1744483000000.0,6174895000000.0,5294421000000.0,1816602000000.0,,62379000000.0,523013000000.0,25595559000000.0,-54787000000.0,20301138000000.0,703983000000.0,78841000000.0,5586333000000.0,-138857000000.0,12740777000000.0,26494000000.0,3247381000000.0,523013000000.0,524825000000.0,5348457000000.0,,,366963000000.0,242146000000.0,359673000000.0,-28544000000.0,1954920000000.0,2133000000.0,950007000000.0,2676679000000.0,890863000000.0,920125000000.0,-619474000000.0,1168091000000.0,44639000000.0,,650223000000.0,-9975000000.0,-48215000000.0,11854777000000.0,-18476317000000.0,157928000000.0,1494669000000.0,920125000000.0,3123624000.0,-16131000000.0,2689658000000.0,1493112000000.0,110040000000.0,459877000000.0,83410000000.0,160821000000.0,-541900000000.0,-279544000000.0,,125604000000.0,253884000000.0,-25636000000.0,,60253000000.0,28189036000000.0,-1311317000000.0,4197388000000.0,570702000000.0,915319000000.0,125398000000.0,294305000000.0,9712719000000.0,,1464246000000.0,288047000000.0,-246055000000.0,0.0
2013-03-31,6754034000000.0,527105000000.0,134785000000.0,11890283000000.0,1736161000000.0,6287108000000.0,5081678000000.0,1707902000000.0,563.991,61834000000.0,354154000000.0,25408842000000.0,-20999000000.0,20327164000000.0,681973000000.0,-1672000000.0,5808572000000.0,6519000000.0,13041142000000.0,28833000000.0,2977167000000.0,354154000000.0,345934000000.0,5750275000000.0,,627882874.0,634757000000.0,205115000000.0,77496000000.0,18477000000.0,2223429000000.0,,1135470000000.0,2554421000000.0,979105000000.0,1124348000000.0,-165735000000.0,920125000000.0,44639000000.0,563.991,427906000000.0,-116933000000.0,183438000000.0,11585120000000.0,-18910687000000.0,-999872000000.0,1651453000000.0,1124348000000.0,1951802000.0,-149972000000.0,2653778000000.0,1070255000000.0,89907000000.0,315826000000.0,81597000000.0,150409000000.0,-305185000000.0,-393493000000.0,,81972000000.0,253537000000.0,2176000000.0,627882874.0,102955000000.0,28488676000000.0,-539363000000.0,4112637000000.0,422746000000.0,674148000000.0,81972000000.0,5008425676000.0,9577989000000.0,,1199786000000.0,72509000000.0,203228000000.0,
