date,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable
2007-09-30,54482000,47624000.0,117813000.0,368958000,86393000.0,65712000.0,38000.0,25289000.0,,64153000,66208000.0,,,-5069000.0,39528000.0,,165083000,18174000.0,-25086000.0,4525000.0,124457000.0,0.36,89239000.0,48954000.0,,20681000.0,14319000,-5252000.0,53988000,0.0,22260000,-1437000.0,200000.0,,,21354000.0,282565000.0,57374000,,538702000,103664000,3386000.0,15413000.0,40163000,144356000.0,8432000,-187336000.0,114099000.0,156904000,112096000,43885000.0,912247000,40919000,373545000,40919000,,40919000,0.0,0.346667,48434000,112170000.0,0.0,120456000.0,33780000.0,800151000,,-2734000.0,,-67948000.0,108470000,0.0,86393000.0,26773000,,,,
2007-12-31,61819000,53817000.0,,427467000,122825000.0,86393000.0,38000.0,32660000.0,,68093000,81813000.0,,,-11835000.0,30091000.0,,209375000,15723000.0,-33927000.0,23474000.0,173165000.0,,102020000.0,83012000.0,,36432000.0,16123000,10373000.0,73381000,0.0,29791000,9257000.0,530000.0,,,14368000.0,304642000.0,77102000,,609591000,131770000,3721000.0,10508000.0,45696000,193509000.0,19554000,-238121000.0,,189446000,151324000,71177000.0,1039998000,49153000,430407000,49153000,,49153000,0.0,,54246000,110740000.0,0.0,130370000.0,48162000.0,888674000,,-5769000.0,,-76791000.0,135200000,0.0,122825000.0,32416000,,,,
2008-03-31,64935000,59248000.0,119541000.0,386968000,230808000.0,122825000.0,39000.0,28632000.0,,71905000,73413000.0,,,-6949000.0,34260000.0,,314185000,19241000.0,-33927000.0,21985000.0,191139000.0,0.386667,105832000.0,39384000.0,,107983000.0,16301000,-22785000.0,64872000,0.0,24042000,-2619000.0,-754000.0,,,15019000.0,156160000.0,69500000,,582012000,119264000,4628000.0,15379000.0,48634000,238290000.0,22210000,-150448000.0,115746000.0,188194000,141474000,32435000.0,1123285000,44781000,541273000,44781000,,44781000,0.0,0.373333,58387000,110740000.0,0.0,135690000.0,35974000.0,981811000,,-6437000.0,,33742000.0,129807000,0.0,230808000.0,38832000,,,,
2008-06-30,77861000,64914000.0,119940000.0,339637000,223023000.0,230808000.0,39000.0,32720000.0,,94568000,83902000.0,,,-45086000.0,24638000.0,,400530000,16339000.0,-33927000.0,39402000.0,214792000.0,0.44,128495000.0,64801000.0,,-7785000.0,20357000,-8907000.0,78195000,0.0,20018000,-4981000.0,-5739000.0,,,8299000.0,116614000.0,84361000,,559540000,129417000,6166000.0,21341000.0,57504000,289472000.0,27983000,-267048000.0,116319000.0,219189000,157400000,19715000.0,1231387000,51182000,671847000,51182000,,51182000,0.0,0.426667,63133000,110740000.0,0.0,162088000.0,44485000.0,1073987000,,-3761000.0,,-97342000.0,156056000,0.0,223023000.0,42594000,,,,
2008-09-30,84543000,71465000.0,120324000.0,408222000,227614000.0,223023000.0,39000.0,32032000.0,,98081000,89626000.0,,,-20996000.0,35886000.0,,413582000,17211000.0,-33927000.0,57582000.0,87315000.0,0.493333,132008000.0,71810000.0,,4591000.0,21851000,-7168000.0,85032000,0.0,26159000,-6515000.0,-10892000.0,,,18675000.0,180608000.0,91817000,,651564000,146842000,6785000.0,21114000.0,62692000,347066000.0,34401000,-168940000.0,117045000.0,235992000,181243000,50814000.0,1364671000,57594000,713107000,57594000,,57594000,0.0,0.48,66417000,110740000.0,0.0,173708000.0,49218000.0,1183428000,,-9904000.0,,-102621000.0,169575000,0.0,227614000.0,52498000,,,,
2008-12-31,82603000,77981000.0,,451369000,194623000.0,227614000.0,39000.0,37504000.0,,117021000,88262000.0,,,-32942000.0,3196000.0,,450850000,512000.0,-47194000.0,56224000.0,40897000.0,,164215000.0,102240000.0,,-32991000.0,20863000,28922000.0,82737000,0.0,20501000,-6380000.0,-2943000.0,,,2684000.0,256746000.0,90242000,,703890000,164516000,7505000.0,21435000.0,61740000,397824000.0,43342000,-146262000.0,,231545000,207858000,69298000.0,1474624000,50758000,770734000,50758000,,50758000,0.0,,66205000,110740000.0,0.0,170107000.0,66034000.0,1266766000,,-10962000.0,,-138307000.0,165340000,0.0,194623000.0,63460000,,,,
2009-03-31,83678000,96861000.0,118008000.0,340016000,96605000.0,194623000.0,38000.0,21900000.0,,122571000,50042000.0,,,-27480000.0,-144434000.0,,481982000,0.0,-47194000.0,68076000.0,117855000.0,0.24,169765000.0,90124000.0,,-98018000.0,21312000,33775000.0,45026000,0.0,21209000,-2469000.0,-977000.0,,,5566000.0,243411000.0,53023000,-150000000.0,564504000,162977000,7997000.0,22679000.0,62366000,307252000.0,47956000,-133717000.0,116649000.0,188372000,210933000,62644000.0,1386053000,28142000,821549000,28142000,,28142000,0.0,0.24,59668000,110740000.0,0.0,139341000.0,44907000.0,1175120000,,-923000.0,,-43342000.0,128704000,0.0,96605000.0,64383000,,,,
2009-06-30,90645000,88215000.0,115671000.0,380662000,173421000.0,96605000.0,38000.0,42323000.0,,122584000,104711000.0,,,-12854000.0,7458000.0,,385000,150970000.0,,63992000.0,168269000.0,0.55,,82989000.0,,76816000.0,23369000,-6848000.0,99540000,0.0,26555000,-5948000.0,794000.0,,,6488000.0,207241000.0,108489000,,638058000,179000000,8949000.0,24448000.0,67276000,369640000.0,51098000,-169507000.0,113691000.0,260624000,230098000,70135000.0,1501282000,62388000,863224000,62388000,,62388000,0.0,0.54,70439000,110740000.0,0.0,175216000.0,64230000.0,1271184000,521399000.0,5135000.0,,-14092000.0,190185000,0.0,173421000.0,59247000,,,,
2009-09-30,94513000,90697000.0,117735000.0,512797000,206095000.0,173421000.0,38000.0,44329000.0,,122865000,108853000.0,-11312000.0,,-5360000.0,29887000.0,,467000,8211000.0,,60111000.0,131548000.0,0.563333,,96305000.0,0.0,32674000.0,24650000,5664000.0,104491000,0.0,24968000,-7091000.0,1205000.0,,24597000.0,21676000.0,306702000.0,113443000,,781225000,185599000,8952000.0,24256000.0,69863000,434164000.0,61950000,-219978000.0,114249000.0,280134000,247549000,90945000.0,1637811000,64524000,856586000,64524000,,64524000,0.0,0.546667,81130000,110740000.0,0.0,186530000.0,69934000.0,1390262000,511187000.0,2602000.0,,-93790000.0,199004000,0.0,206095000.0,56646000,-1643000.0,,,
2009-12-31,104777000,99451000.0,,555435000,221437000.0,206095000.0,38000.0,54953000.0,,125741000,132505000.0,-18855000.0,,-7722000.0,40920000.0,,491000,15959000.0,-65591000.0,56230000.0,107818000.0,,191332000.0,115637000.0,0.0,15342000.0,25771000,5444000.0,128382000,0.0,27594000,-137000.0,1256000.0,1066000.0,25002000.0,24961000.0,333998000.0,137061000,,846628000,202768000,8679000.0,24099000.0,79006000,511716000.0,69665000,-241249000.0,,323038000,272433000,107915000.0,1809716000,77552000,963088000,77552000,68599000.0,77552000,0.0,,89879000,110740000.0,0.0,205384000.0,75723000.0,1537283000,616545000.0,-954000.0,,-141153000.0,233159000,0.0,221437000.0,57600000,2657000.0,,,
2010-03-31,110800000,103300000.0,120600000.0,743400000,313600000.0,221400000.0,0.0,48500000.0,,132900000,133800000.0,25200000.0,,-16200000.0,124700000.0,,600000,32200000.0,,52400000.0,111800000.0,0.733333,,115600000.0,0.0,92200000.0,28000000,-6100000.0,129700000,0.0,34400000,5000000.0,2200000.0,,26800000.0,92500000.0,429800000.0,139200000,,1019500000,173800000,9500000.0,27300000.0,82800000,597000000.0,72800000,-243200000.0,116400000.0,328600000,246600000,99400000.0,2016600000,85300000,997100000,85300000,,85300000,0.0,0.706667,88100000,110700000.0,0.0,180200000.0,36100000.0,1770000000,652100000.0,-10900000.0,,-147600000.0,240500000,0.0,313600000.0,68500000,7000000.0,,,
2010-06-30,117100000,107600000.0,121500000.0,967900000,420000000.0,313600000.0,0.0,55500000.0,,144400000,144200000.0,-14500000.0,,-20300000.0,38100000.0,,600000,14700000.0,,49800000.0,274800000.0,0.753333,,175500000.0,0.0,106400000.0,28500000,52600000.0,139700000,52000000.0,41600000,-4600000.0,700000.0,,30300000.0,,547900000.0,149500000,,1264100000,243300000,9800000.0,13400000.0,88600000,685700000.0,75400000,-361100000.0,117900000.0,350700000,318700000,155200000.0,2243100000,88700000,979000000,88700000,,88700000,0.0,0.73,93900000,110700000.0,0.0,194700000.0,42100000.0,1924400000,620300000.0,-5500000.0,,-106600000.0,256800000,0.0,420000000.0,74000000,7300000.0,,,
2010-09-30,118500000,116800000.0,121500000.0,980900000,382000000.0,420000000.0,0.0,50500000.0,,156600000,137100000.0,-13100000.0,,-50100000.0,-32500000.0,,1300000,9400000.0,,70600000.0,358800000.0,0.733333,,113000000.0,-58900000.0,-38000000.0,26900000,-1500000.0,132100000,0.0,35700000,-12200000.0,700000.0,,30400000.0,,598900000.0,142400000,,1301500000,267300000,10300000.0,8800000.0,91600000,720100000.0,76200000,-427900000.0,118200000.0,344400000,343500000,62900000.0,2351800000,86600000,1050300000,86600000,,86600000,0.0,0.713333,93800000,116900000.0,0.0,207900000.0,114800000.0,2008300000,639700000.0,-11000000.0,,-119200000.0,250600000,0.0,382000000.0,85000000,-6100000.0,,,
2010-12-31,128400000,126100000.0,,910400000,279800000.0,382000000.0,0.0,36000000.0,,159800000,157200000.0,-39100000.0,,-9400000.0,-122600000.0,,0,8900000.0,-87000000.0,66100000.0,259500000.0,,246800000.0,123900000.0,-139700000.0,-102200000.0,32600000,-28000000.0,153700000,0.0,35600000,-9700000.0,1600000.0,,30100000.0,8200000.0,630600000.0,164500000,,1275800000,273800000,10800000.0,8400000.0,95800000,718900000.0,79200000,-353200000.0,,389300000,353000000,114500000.0,2390400000,121200000,1114600000,121200000,,121200000,0.0,,107200000,116900000.0,0.0,246800000.0,112100000.0,2037400000,698500000.0,-1800000.0,,-103100000.0,282100000,0.0,279800000.0,86800000,-100000.0,,,
2011-03-31,130500000,130300000.0,120600000.0,1089800000,449800000.0,279800000.0,0.0,49500000.0,,162600000,153600000.0,-13100000.0,,-14700000.0,61600000.0,,104700000,13700000.0,,72500000.0,266700000.0,0.886667,,100300000.0,-11600000.0,170000000.0,31400000,-53300000.0,148300000,0.0,43200000,8200000.0,-700000.0,,32100000.0,59500000.0,640000000.0,159600000,,1483600000,252300000,11300000.0,11600000.0,99100000,812000000.0,85100000,-244700000.0,117300000.0,388100000,337400000,85600000.0,2568300000,104100000,1084700000,104100000,,104100000,1757000000.0,0.863333,109300000,116900000.0,0.0,259900000.0,78800000.0,2230900000,667200000.0,-6500000.0,,7300000.0,278800000,0.0,449800000.0,93300000,7500000.0,,,
2011-06-30,138500000,134300000.0,120900000.0,993900000,382000000.0,449800000.0,0.0,54800000.0,,194200000,172200000.0,9600000.0,,-38500000.0,-96700000.0,,85200000,10700000.0,,68100000.0,352600000.0,0.996667,,196000000.0,-139100000.0,-67800000.0,32000000,41200000.0,168100000,0.0,37500000,13700000.0,2600000.0,,34800000.0,31700000.0,611900000.0,179300000,,1365300000,274000000,11200000.0,45200000.0,106500000,798500000.0,87400000,-481200000.0,117600000.0,425700000,361400000,157500000.0,2649900000,117400000,1284600000,117400000,,117400000,0.0,0.97,119100000,116900000.0,0.0,250300000.0,47600000.0,2288500000,828100000.0,-6800000.0,,-167100000.0,306600000,0.0,382000000.0,100100000,-5700000.0,,,
2011-09-30,146600000,143700000.0,120300000.0,910600000,298200000.0,382000000.0,0.0,58400000.0,,196000000,180800000.0,-14700000.0,,-14500000.0,-70200000.0,,98200000,20500000.0,,75400000.0,299800000.0,1.043333,,151600000.0,-181100000.0,-83800000.0,35400000,-19200000.0,178900000,0.0,43200000,22500000.0,1500000.0,,34900000.0,90400000.0,612400000.0,190400000,,1311900000,284100000,11500000.0,29500000.0,111200000,750700000.0,92900000,-450100000.0,117300000.0,446700000,377000000,137100000.0,2746000000,122400000,1434100000,122400000,,122400000,0.0,1.016667,121200000,116900000.0,0.0,265100000.0,36900000.0,2369000000,976700000.0,-8500000.0,,-164800000.0,325500000,0.0,298200000.0,108600000,5700000.0,,,
2011-12-31,163400000,154200000.0,,1029200000,465800000.0,298200000.0,0.0,51900000.0,,197200000,203100000.0,-32900000.0,,-15200000.0,92900000.0,,0,13900000.0,-108600000.0,71000000.0,217000000.0,,305800000.0,229700000.0,0.0,167600000.0,41400000,11400000.0,199500000,0.0,45800000,-37300000.0,900000.0,,34600000.0,79000000.0,563400000.0,212000000,,1466300000,320600000,12500000.0,222400000.0,122000000,901900000.0,96900000,-356200000.0,,496800000,417500000,214500000.0,3063100000,151200000,1596800000,151200000,,151200000,0.0,,133900000,116900000.0,0.0,297900000.0,37500000.0,2645600000,1142600000.0,-3500000.0,,-154400000.0,362900000,0.0,465800000.0,112100000,2800000.0,,,
2012-03-31,162600000,160500000.0,123000000.0,971300000,325900000.0,465800000.0,0.0,53600000.0,,210100000,197100000.0,1600000.0,,-49800000.0,103100000.0,,121300000,20200000.0,,81400000.0,286400000.0,1.21,,166500000.0,0.0,-139900000.0,38400000,-30300000.0,193300000,0.0,49800000,18800000.0,1500000.0,,34400000.0,,645400000.0,206600000,,1436100000,313600000,13300000.0,41400000.0,124200000,1045400000.0,92000000,-646300000.0,118500000.0,495200000,405600000,116700000.0,3332900000,143500000,1896800000,143500000,,143500000,0.0,1.166667,139300000,138100000.0,0.0,299700000.0,45600000.0,2927300000,1399700000.0,-4500000.0,,-409700000.0,355900000,0.0,325900000.0,118800000,500000.0,,,
2012-06-30,161100000,168200000.0,123900000.0,1212500000,484400000.0,325900000.0,0.0,74400000.0,,216100000,229300000.0,-23500000.0,,-13800000.0,64900000.0,,116100000,24500000.0,,75300000.0,267800000.0,1.293333,,216500000.0,-15200000.0,158500000.0,40200000,10900000.0,225300000,0.0,54600000,19800000.0,3600000.0,,33300000.0,,728100000.0,239200000,,1703300000,346800000,13900000.0,41500000.0,120900000,1185800000.0,96900000,-376600000.0,119700000.0,536500000,443700000,202700000.0,3626100000,154900000,1922800000,154900000,,154900000,0.0,1.25,150100000,138100000.0,0.0,323200000.0,49500000.0,3182400000,1418700000.0,-500000.0,,-122600000.0,386400000,0.0,484400000.0,119400000,4900000.0,,,
2012-09-30,178700000,171800000.0,123300000.0,1141400000,396200000.0,484400000.0,0.0,32400000.0,,223400000,215700000.0,-12900000.0,,10500000.0,-121900000.0,,112400000,10000000.0,,69800000.0,277700000.0,1.53,,214000000.0,-169900000.0,-88200000.0,49700000,-27300000.0,211400000,0.0,56100000,-3100000.0,5800000.0,,47300000.0,,745200000.0,226600000,,1653100000,364900000,15200000.0,56000000.0,129000000,1208800000.0,73800000,-425900000.0,119700000.0,537800000,438700000,224500000.0,3732200000,183300000,2079100000,183300000,,183300000,2701100000.0,1.486667,147700000,138100000.0,-42600000.0,336200000.0,62100000.0,3293500000,1559700000.0,-6400000.0,,-180300000.0,390100000,0.0,396200000.0,125800000,1500000.0,,,
2012-12-31,189800000,185700000.0,123600000.0,1324400000,553700000.0,396200000.0,0.0,76900000.0,,241800000,251800000.0,-34100000.0,,-88700000.0,73100000.0,,170700000,39500000.0,-134400000.0,103400000.0,298100000.0,1.456667,376200000.0,217200000.0,-53200000.0,157500000.0,41700000,-18800000.0,248100000,0.0,57600000,-56300000.0,6600000.0,,38300000.0,86800000.0,770700000.0,263500000,,1892800000,401600000,15400000.0,-448600000.0,148100000,1333400000.0,77500000,-385100000.0,120000000.0,609300000,479100000,128500000.0,4059200000,174900000,2166400000,174900000,800000.0,174900000,2920500000.0,1.416667,171400000,138100000.0,42600000.0,370300000.0,48500000.0,3580100000,1596100000.0,4300000.0,,-133100000.0,437900000,3700000.0,553700000.0,121500000,1500000.0,,,
2013-03-31,183100000,192100000.0,124200000.0,1358200000,427500000.0,553700000.0,0.0,66600000.0,,249900000,255500000.0,25300000.0,,-16700000.0,-35800000.0,,146300000,20600000.0,,99800000.0,244700000.0,1.563333,,258000000.0,-145700000.0,-126200000.0,41600000,15300000.0,251200000,0.0,67900000,-9500000.0,8100000.0,,38200000.0,89300000.0,930700000.0,267200000,,1894700000,377600000,16000000.0,9800000.0,141500000,1385600000.0,86000000,-576000000.0,120900000.0,611400000,463600000,241300000.0,4235800000,188900000,2341100000,188900000,86000000.0,188900000,0.0,1.52,177100000,138000000.0,0.0,345100000.0,51600000.0,3772200000,1757800000.0,-15800000.0,,-348000000.0,434300000,4300000.0,427500000.0,135500000,10300000.0,,,
2013-06-30,186700000,196700000.0,122400000.0,1290200000,432700000.0,427500000.0,0.0,63700000.0,,267600000,222800000.0,-13600000.0,,-25000000.0,-241000000.0,,125500000,5900000.0,,92100000.0,453600000.0,1.33,,189100000.0,-269700000.0,5200000.0,41200000,-29500000.0,218500000,0.0,67200000,-6200000.0,-2100000.0,,38700000.0,22800000.0,857500000.0,235100000,,1861000000,390900000,16600000.0,10400000.0,145500000,1292900000.0,91600000,-371600000.0,119700000.0,578500000,482500000,164100000.0,4201300000,159100000,2340300000,159100000,91600000.0,159100000,0.0,1.3,173300000,137400000.0,0.0,358600000.0,57000000.0,3718800000,1737000000.0,-37400000.0,,57000000.0,405200000,4300000.0,432700000.0,169300000,-600000.0,,,
2013-09-30,182500000,192600000.0,117900000.0,1212900000,586800000.0,432700000.0,0.0,21300000.0,,294200000,178100000.0,78000000.0,,-34000000.0,-663400000.0,,121300000,4600000.0,,91300000.0,829600000.0,1.353333,,203800000.0,-693800000.0,154100000.0,43200000,-9600000.0,174200000,0.0,62000000,-18100000.0,400000.0,,50400000.0,25800000.0,626100000.0,190800000,,1733500000,367300000,16600000.0,8400000.0,139300000,813200000.0,65800000,-182400000.0,115800000.0,499000000,433100000,169800000.0,3697400000,156800000,1963900000,156800000,65800000.0,156800000,0.0,1.33,142300000,137400000.0,0.0,280600000.0,57800000.0,3264300000,1319400000.0,-34700000.0,,613200000.0,356700000,3900000.0,586800000.0,200100000,-5300000.0,,,
2013-12-31,189400000,200100000.0,116495327.0,1403500000,782100000.0,586800000.0,0.0,48300000.0,,309900000,214500000.0,-20800000.0,,-28900000.0,29600000.0,,0,6900000.0,-174300000.0,94100000.0,279400000.0,1.426667,484200000.0,229100000.0,0.0,195300000.0,41700000,1800000.0,208600000,0.0,46200000,-4700000.0,2100000.0,,41600000.0,22700000.0,621400000.0,226700000,,1932400000,380900000,18100000.0,8200000.0,147700000,979400000.0,68000000,-313700000.0,116495327.0,576200000,448900000,200200000.0,3950300000,166200000,2017900000,166200000,3500000.0,166200000,0.0,1.426667,178200000,137400000.0,0.0,301400000.0,58800000.0,3501400000,1350400000.0,17900000.0,,-63200000.0,398000000,5900000.0,782100000.0,179600000,-13300000.0,,,
2014-03-31,258800000,226500000.0,117610619.0,1559300000,814000000.0,782100000.0,0.0,16200000.0,,320800000,60500000.0,62400000.0,,-20600000.0,70600000.0,,0,4300000.0,,112400000.0,248500000.0,0.376667,,166300000.0,0.0,31900000.0,43000000,91500000.0,56600000,0.0,57000000,-33200000.0,3800000.0,,40800000.0,66300000.0,745300000.0,73600000,,2077600000,459500000,17000000.0,8100000.0,215800000,1023700000.0,78100000,-433200000.0,117610619.0,464700000,537600000,145700000.0,4194200000,44300000,2116600000,44300000,78100000.0,44300000,0.0,0.376667,149300000,147500000.0,0.0,239100000.0,120600000.0,3656600000,1404300000.0,-20400000.0,,-205300000.0,315400000,3900000.0,814000000.0,185500000,10300000.0,,,
2014-06-30,201400000,225100000.0,112800000.0,978600000,507600000.0,814000000.0,0.0,38600000.0,,326700000,142600000.0,-32100000.0,,-6000000.0,-974000000.0,,180400000,1800000.0,,138000000.0,782200000.0,0.94,,154000000.0,-1000000000.0,-306400000.0,40200000,-2500000.0,143000000,0.0,58900000,-13800000.0,600000.0,,41900000.0,24200000.0,471000000.0,160200000,,1533400000,495900000,17200000.0,10200000.0,161200000,312200000.0,86300000,-181400000.0,110700000.0,512200000,582200000,148000000.0,3404600000,104000000,1871200000,104000000,86300000.0,104000000,0.0,0.923333,167800000,198000000.0,-81200000.0,271100000.0,137400000.0,2822400000,1064800000.0,-18500000.0,,513600000.0,344400000,-400000.0,507600000.0,202400000,3800000.0,,,
2014-09-30,201500000,217800000.0,110700000.0,1014300000,493000000.0,507600000.0,0.0,37400000.0,-1700000.0,335400000,161100000.0,12100000.0,,-13800000.0,94600000.0,,220800000,9100000.0,,134600000.0,145700000.0,1.143333,,150600000.0,0.0,-14600000.0,47500000,-48100000.0,159100000,0.0,53600000,6800000.0,1400000.0,,45100000.0,85500000.0,521300000.0,179000000,,1591900000,480500000,19900000.0,5500000.0,154000000,341000000.0,86800000,-388900000.0,108300000.0,550100000,567300000,136800000.0,3651500000,123700000,2059600000,123700000,86800000.0,123700000,0.0,1.116667,189500000,198000000.0,0.0,259100000.0,133000000.0,3084200000,1248400000.0,-1600000.0,,-258700000.0,360600000,2000000.0,493000000.0,198900000,-5900000.0,,,
2014-12-31,207300000,216600000.0,,1232500000,600300000.0,493000000.0,0.0,38000000.0,-1400000.0,387400000,184800000.0,-56100000.0,,-65200000.0,116400000.0,,52200000,8800000.0,-222900000.0,74100000.0,204200000.0,,610300000.0,194200000.0,0.0,107300000.0,47300000,-26700000.0,186100000,0.0,61600000,5200000.0,-5100000.0,,41100000.0,107600000.0,632200000.0,206400000,,1847000000,501200000,20300000.0,10100000.0,160000000,487700000.0,78800000,-341100000.0,,604700000,580000000,129000000.0,3959400000,146800000,2112400000,146800000,17000000.0,146800000,0.0,,211300000,198000000.0,0.0,315100000.0,119400000.0,3379400000,1264500000.0,13700000.0,,-203500000.0,393400000,-1300000.0,600300000.0,181700000,9500000.0,,,
2015-03-31,206400000,212000000.0,113100000.0,1362200000,701100000.0,600300000.0,0.0,37700000.0,0.0,404700000,134700000.0,22700000.0,,-19200000.0,66000000.0,,194200000,500000.0,,120300000.0,214000000.0,0.88,,123700000.0,-14700000.0,100800000.0,44400000,-40100000.0,130400000,0.0,67900000,2100000.0,-1200000.0,,41100000.0,80200000.0,661100000.0,150600000,,1959300000,456900000,20200000.0,5400000.0,162000000,562300000.0,83900000,-282500000.0,110100000.0,532100000,540800000,104500000.0,4126200000,97000000,2166900000,97000000,83900000.0,97000000,0.0,0.856667,195300000,198000000.0,0.0,292400000.0,107900000.0,3585400000,1304800000.0,-27900000.0,,-87700000.0,336800000,4300000.0,701100000.0,202400000,2700000.0,,,
2015-06-30,212700000,216800000.0,113400000.0,1561500000,915400000.0,701100000.0,0.0,43900000.0,0.0,408600000,178400000.0,-29100000.0,,-13600000.0,38800000.0,,178600000,10800000.0,,125600000.0,320100000.0,1.213333,,185100000.0,-49300000.0,214300000.0,49400000,-9300000.0,173800000,0.0,64700000,-6800000.0,-6400000.0,,41300000.0,77300000.0,646100000.0,194900000,,2163200000,474400000,21100000.0,6300000.0,163300000,651300000.0,87400000,-316400000.0,110700000.0,586100000,561800000,171500000.0,4354500000,134500000,2191300000,134500000,87400000.0,134500000,0.0,1.186667,199600000,201100000.0,0.0,321500000.0,105900000.0,3792700000,1307100000.0,-5900000.0,,-9900000.0,386500000,4600000.0,915400000.0,201300000,-4100000.0,,,
2015-09-30,205900000,225000000.0,114000000.0,1739700000,868200000.0,915400000.0,0.0,26300000.0,0.0,427300000,193600000.0,-13300000.0,,-28500000.0,112400000.0,,232700000,11400000.0,,130000000.0,219000000.0,1.496667,,179700000.0,-35500000.0,-47200000.0,51000000,-64700000.0,189900000,0.0,58000000,7500000.0,-2700000.0,,44200000.0,136500000.0,871500000.0,213500000,,2398800000,478600000,23600000.0,6800000.0,154900000,785700000.0,88500000,-529300000.0,111900000.0,589700000,567100000,151200000.0,4682300000,167300000,2283500000,167300000,88500000.0,167300000,0.0,1.466667,193900000,201100000.0,0.0,334700000.0,105200000.0,4115200000,1385500000.0,3100000.0,,-338800000.0,395800000,3700000.0,868200000.0,194000000,-7000000.0,,,
2015-12-31,212900000,225600000.0,114300000.0,1559800000,714600000.0,868200000.0,0.0,61800000.0,0.0,432100000,251800000.0,-59500000.0,,-19700000.0,-23800000.0,,73100000,-6700000.0,-267100000.0,49700000.0,305800000.0,1.696667,699200000.0,283400000.0,-84200000.0,-153600000.0,52600000,21600000.0,245900000,0.0,52600000,1800000.0,-9500000.0,,41300000.0,67100000.0,845200000.0,270500000,,2195500000,491900000,24600000.0,7900000.0,160300000,899200000.0,95900000,-699200000.0,111900000.0,676500000,587800000,263700000.0,4907300000,190000000,2711800000,190000000,21600000.0,190000000,0.0,1.663333,217700000,201100000.0,0.0,394300000.0,85000000.0,4319500000,1788000000.0,20000000.0,,-413100000.0,458800000,5900000.0,714600000.0,167900000,-2900000.0,,,
2016-03-31,226000000,225300000.0,115500000.0,1808400000,980500000.0,714600000.0,0.0,48100000.0,,439000000,184500000.0,68400000.0,,-9600000.0,248400000.0,,0,-2300000.0,,131500000.0,305400000.0,1.206667,,208500000.0,-8100000.0,265900000.0,53200000,-23700000.0,179000000,0.0,57900000,28900000.0,1300000.0,,42700000.0,258800000.0,827900000.0,202400000,,2406400000,452900000,23400000.0,8300000.0,172800000,1009600000.0,103000000,-487700000.0,113100000.0,594500000,555900000,198900000.0,5306300000,136400000,2899900000,136400000,103000000.0,136400000,0.0,1.18,189500000,201100000.0,0.0,325900000.0,92200000.0,4750400000,1992700000.0,-7800000.0,,-191900000.0,405000000,5500000.0,980500000.0,163000000,5300000.0,,,
