date,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory
2002-12-31,,21756000.0,948868000.0,29875000.0,5197123000.0,,-403006000.0,-19000.0,,-2112017000.0,29875000.0,,83200000.0,15066000.0,-29667000.0,4373000.0,,240407000.0,-43789000.0,-115041000.0,,-220410000.0,-105081000.0,2022000.0,169714000,178221000.0,,471271000,13046263000.0,,-33569000.0,,10934246000.0,,289464000,8119000.0,119750000.0,-535056000.0,-27932000.0,,13492000.0,,,,11810917000.0,-8176000.0,,,73140000.0,,94295000.0,,509789000.0,118477000.0,118801000.0,6002491000.0,,-78165000.0,,-10858000.0,30000000.0,5523699000.0,301557000.0,-154290000.0,,63151000.0,,,-37942000.0,50308000.0,29875000.0,,,,,,
2003-03-31,297646000.0,29875000.0,948801000.0,310309000.0,5182643000.0,,-422453000.0,-18000.0,,-2194190000.0,310309000.0,,82217000.0,7090000.0,-16152000.0,-7859000.0,,207647000.0,-42228000.0,-71000.0,0.41,35078000.0,-118696000.0,6876000.0,154673000,193820000.0,,486050000,13037634000.0,,-3655000.0,,10843444000.0,,273591000,280434000.0,118918000.0,-541721000.0,-57959000.0,,11176000.0,,,,12030770000.0,-4227000.0,270678000.0,,75124000.0,,111167000.0,,515741000.0,135347000.0,64259000.0,6240903000.0,,-29560000.0,,921000.0,30000000.0,5755436000.0,331377000.0,-152618000.0,,64987000.0,,0.41,3560000.0,51536000.0,310309000.0,,,,,,
2003-06-30,299217000.0,310309000.0,998322000.0,243838000.0,5242602000.0,,-68315000.0,-467000.0,,-2247136000.0,243838000.0,,85804000.0,7353000.0,-5562000.0,-13945000.0,,213750000.0,-38450000.0,-199929000.0,0.41,-165129000.0,-218280000.0,110997000.0,159715000,177010000.0,,483144000,12996783000.0,,-20969000.0,,10749647000.0,,278189000,-66471000.0,118474000.0,-547693000.0,-58376000.0,,8970000.0,,,,12043692000.0,-1444000.0,271380000.0,,-41270000.0,,112154000.0,,509937000.0,136391000.0,65934000.0,6193024000.0,,-156310000.0,,3173000.0,30000000.0,5704691000.0,323429000.0,-152320000.0,,64374000.0,,0.41,-6380000.0,-78352000.0,243838000.0,,,,,,
2003-09-30,297941000.0,243838000.0,997413000.0,372586000.0,5288993000.0,,-62467000.0,-2000.0,,-2303479000.0,372586000.0,,84111000.0,214000.0,-95701000.0,1852000.0,,234759000.0,-29262000.0,94727000.0,0.41,-275437000.0,-125455000.0,-61645000.0,147926000,227523000.0,,472976000,12881897000.0,,33472000.0,,10578418000.0,,265432000,128748000.0,117506000.0,-559446000.0,-61885000.0,,8708000.0,,,,11990098000.0,-7916000.0,272787000.0,,102068000.0,,112575000.0,,521750000.0,137273000.0,59297000.0,6096459000.0,,30331000.0,,-293000.0,30000000.0,5566666000.0,325050000.0,-150351000.0,,71767000.0,,0.41,31620000.0,176662000.0,372586000.0,,,,,,
2003-12-31,,372586000.0,673689000.0,49579000.0,5015441000.0,,-198302000.0,-28000.0,,-2296013000.0,49579000.0,,81430000.0,-521000.0,-91711000.0,7652000.0,,195658000.0,-23401000.0,-295365000.0,,-653155000.0,-346680000.0,18496000.0,123372000,149628000.0,,419059000,12874379000.0,,-29583000.0,,10578366000.0,,240043000,-323007000.0,116671000.0,-588005000.0,-74191000.0,,9956000.0,,,,11466893000.0,-451000.0,,,-197052000.0,,90743000.0,,473977000.0,134836000.0,31016000.0,5850523000.0,,143993000.0,,-21000.0,30000000.0,5360489000.0,295687000.0,-158743000.0,,60334000.0,,,-37235000.0,180520000.0,49579000.0,,,,,,
2004-03-31,301781000.0,49579000.0,672552000.0,71527000.0,5022088000.0,,-225837000.0,-237148000.0,,-2337502000.0,71527000.0,,81284000.0,7382000.0,-4244000.0,-9936000.0,,231435000.0,-29406000.0,-24000.0,0.35,203055000.0,-231821000.0,24461000.0,139316000,177990000.0,,462661000,14355475000.0,,-3504000.0,,12017973000.0,,256501000,21948000.0,117185000.0,-610865000.0,-54130000.0,,9988000.0,,,,12457228000.0,-406115000.0,277498000.0,,-53831000.0,,98309000.0,,13503000.0,117065000.0,47381000.0,6847009000.0,,-43486000.0,,2434000.0,30000000.0,6298098000.0,323345000.0,-156751000.0,,71914000.0,,0.35,6432000.0,-359097000.0,71527000.0,,,,,,
2004-06-30,302201000.0,71527000.0,672025000.0,143252000.0,5036923000.0,,-992944000.0,187970000.0,,-2424665000.0,143252000.0,,88254000.0,3114000.0,-3244000.0,539000.0,,237746000.0,-13028000.0,0.0,0.39,-80556000.0,-301166000.0,6235000.0,140786000,187000000.0,,488596000,14506849000.0,,306000.0,,12082184000.0,,265362000,71725000.0,124576000.0,-623647000.0,-66783000.0,,13048000.0,,,,12550795000.0,-182000.0,278949000.0,,-114166000.0,,108553000.0,,12409000.0,127290000.0,49363000.0,6929751000.0,,48428000.0,,1580000.0,30000000.0,6377024000.0,347810000.0,-155277000.0,,63370000.0,,0.39,-233000.0,-34719000.0,143252000.0,,,,,,
2004-09-30,304028000.0,143252000.0,654488000.0,64993000.0,5014000000.0,,-2104576000.0,-535975000.0,,-2522644000.0,64993000.0,0.0,88028000.0,-2096000.0,-7406000.0,-5955000.0,,261694000.0,-23634000.0,0.0,0.26,-169597000.0,-294800000.0,19406000.0,124371000,214646000.0,,491485000,14684636000.0,,42482000.0,,12161992000.0,,251261000,-78259000.0,126890000.0,-671779000.0,-34073000.0,,12044000.0,,,,12533458000.0,-73000.0,280167000.0,,-80154000.0,,74163000.0,,55625000.0,87509000.0,29003000.0,6983049000.0,,630084000.0,,2000.0,30000000.0,6345919000.0,367114000.0,-159272000.0,,68557000.0,,0.26,48437000.0,-123308000.0,64993000.0,,,,,,
2004-12-31,,64993000.0,639067000.0,83505000.0,5072528000.0,,-1051709000.0,535970000.0,,-2599827000.0,83505000.0,150000000.0,91985000.0,8684000.0,-61538000.0,-11654000.0,64986000.0,229859000.0,-21370000.0,0.0,,-70758000.0,-342946000.0,35794000.0,127435000,138114000.0,,462841000,14852621000.0,,-43804000.0,,12252794000.0,,255367000,18512000.0,127932000.0,-657462000.0,-98148000.0,,16156000.0,,,,12645275000.0,-154000.0,,,-204832000.0,,137558000.0,,47261000.0,150633000.0,24696000.0,7037165000.0,,-605064000.0,,-7139000.0,30000000.0,6309806000.0,335406000.0,-130485000.0,,70411000.0,,,-32150000.0,-48844000.0,83505000.0,,,,,,
2005-03-31,308576000.0,83505000.0,636229000.0,91068000.0,5201595000.0,,-956414000.0,-20000.0,,-2693176000.0,91068000.0,163000000.0,91866000.0,124000.0,-66158000.0,1804000.0,,237447000.0,-17620000.0,-26000.0,0.75,-301443000.0,-363007000.0,14814000.0,130956000,234517000.0,,488502000,14883311000.0,,-5109000.0,,12190135000.0,,260260000,7563000.0,129304000.0,-567401000.0,-118295000.0,,17060000.0,,,,12697335000.0,-265000.0,284511000.0,,-128490000.0,,214014000.0,,47391000.0,227039000.0,79913000.0,7009835000.0,,-104749000.0,,,30000000.0,6244793000.0,357546000.0,-150196000.0,,63553000.0,,0.74,-6913000.0,74489000.0,91068000.0,,,,,,
2005-06-30,309979000.0,91068000.0,635764000.0,102752000.0,5212882000.0,,-1140971000.0,-375000.0,,-2765550000.0,102752000.0,428000000.0,96224000.0,1238000.0,-2182530000.0,-6061000.0,68242000.0,176796000.0,-31876000.0,0.0,0.45,-37313000.0,-474909000.0,12122000.0,140974000,131246000.0,,499503000,15190945000.0,,1383000.0,,12425395000.0,,271416000,11684000.0,130442000.0,-563253000.0,-143035000.0,,14211000.0,,,,12908036000.0,-145000.0,285283000.0,,-343663000.0,,128326000.0,,45244000.0,141344000.0,35431000.0,7294236000.0,,16261000.0,,-157000.0,30000000.0,6224659000.0,358529000.0,-153711000.0,,71251000.0,,0.44,7444000.0,-82249000.0,102752000.0,,,,,,
2005-09-30,311564000.0,102752000.0,507623000.0,306933000.0,5259820000.0,,-5937555000.0,330000.0,,-2805552000.0,306933000.0,,99727000.0,-1238000.0,1336838000.0,15870000.0,70041000.0,204279000.0,-17563000.0,0.0,0.87,-214251000.0,-355559000.0,15043000.0,129901000,215190000.0,,504406000,15284838000.0,,31984000.0,,12479286000.0,,262067000,204181000.0,132166000.0,-437639000.0,-217587000.0,,14243000.0,,,,13311829000.0,-967000.0,286182000.0,,-140369000.0,,250247000.0,,47779000.0,267524000.0,11930000.0,7641072000.0,,-80367000.0,,,30000000.0,6767520000.0,374505000.0,-149240000.0,,64201000.0,,0.86,16114000.0,203242000.0,306933000.0,,,,,,
2005-12-31,,306933000.0,506991000.0,88828000.0,5395340000.0,,-4604316000.0,3000.0,,-2888140000.0,88828000.0,,103833000.0,4092000.0,744722000.0,-27556000.0,,254667000.0,-14472000.0,-125043000.0,,452000000.0,-1482168000.0,21164000.0,117464000,133338000.0,,492652000,16590370000.0,,-39379000.0,,13702230000.0,,254510000,-218105000.0,137046000.0,-350367000.0,-190086000.0,,26787000.0,,,,14098945000.0,-103000.0,,,-1348830000.0,,215205000.0,,42063000.0,225886000.0,32559000.0,8281422000.0,,170466000.0,,,30000000.0,7591073000.0,375188000.0,-141710000.0,,78441000.0,,,-11823000.0,-803443000.0,88828000.0,,,,,,
2006-03-31,314049000.0,88828000.0,506018000.0,86777000.0,5655107000.0,,-4941912000.0,,,-2908508000.0,86777000.0,,113082000.0,333000.0,-18436000.0,361000.0,,250224000.0,-12360000.0,-44758000.0,1.27,-395397000.0,-536783000.0,25463000.0,142019000,161077000.0,,520979000,16657375000.0,,-31323000.0,,13748867000.0,,289034000,-2051000.0,147015000.0,-111305000.0,-333326000.0,,13817000.0,,,,14180907000.0,-1010000.0,288880000.0,,-375706000.0,,367720000.0,,37125000.0,377815000.0,31364000.0,8122956000.0,,-41169000.0,,99000.0,30000000.0,7439791000.0,378960000.0,-149645000.0,,70016000.0,,1.25,-31684000.0,232269000.0,86777000.0,,,,,,
2006-06-30,314698000.0,86777000.0,505524000.0,72172000.0,5673868000.0,,1266236000.0,,,-2772806000.0,72172000.0,,105887000.0,6816000.0,188952000.0,-1406000.0,,259081000.0,-10927000.0,-37246000.0,0.52,143523000.0,-612271000.0,3914000.0,140321000,202654000.0,,491939000,16218662000.0,,4370000.0,,13445856000.0,,291224000,-14605000.0,150903000.0,-89783000.0,-113382000.0,,9584000.0,,,,14457873000.0,-20000.0,289460000.0,,-409617000.0,,150084000.0,,668834000.0,160157000.0,36569000.0,8385077000.0,,51441000.0,,269000.0,30000000.0,7689153000.0,351618000.0,-149994000.0,,86527000.0,,0.51,5776000.0,-360782000.0,72172000.0,,,,,,
2006-09-30,315886000.0,72172000.0,390272000.0,76324000.0,5524585000.0,,-7856633000.0,,,-2911481000.0,80852000.0,,112093000.0,-6095000.0,-189626000.0,9915000.0,,290849000.0,-14626000.0,-116313000.0,0.19,363773000.0,-645637000.0,27667000.0,140784000,221558000.0,,513865000,16848290000.0,,25152000.0,,13936809000.0,,284221000,4152000.0,143437000.0,-162408000.0,-17527000.0,4528000.0,14448000.0,,,,14970066000.0,-22000.0,290036000.0,,-424079000.0,,56356000.0,,683093000.0,69811000.0,36426000.0,9048895000.0,,6395000.0,,2937000.0,30000000.0,8328456000.0,373081000.0,-149530000.0,,73174000.0,,0.19,15237000.0,-581179000.0,76324000.0,,,,,,
2006-12-31,,76324000.0,389510000.0,260277000.0,5884222000.0,,4248521000.0,,,-3022480000.0,264725000.0,,110599000.0,9417000.0,-747442000.0,-5670000.0,,251987000.0,-14010000.0,-65000.0,,-436444000.0,-501389000.0,20654000.0,138273000,170177000.0,,512853000,17235175000.0,,-36417000.0,,14212695000.0,,290396000,183953000.0,152123000.0,159528000.0,-411292000.0,4448000.0,10827000.0,,,,15062219000.0,-20000.0,,,-331212000.0,,457606000.0,,29976000.0,465061000.0,11563000.0,8766538000.0,,-11045000.0,,-34393000.0,0.0,8057656000.0,374580000.0,-146144000.0,,91172000.0,,,-30747000.0,450220000.0,260277000.0,,,,,,
2007-03-31,316265000.0,260277000.0,389078000.0,171742000.0,5695431000.0,,-3564529000.0,,,-3103329000.0,175938000.0,947500000.0,114224000.0,2102000.0,-3568854000.0,4635000.0,,198593000.0,-13568000.0,-142818000.0,0.41,67389000.0,-823942000.0,10388000.0,135575000,167100000.0,,526165000,17857076000.0,,-17662000.0,,14753747000.0,,290467000,-88535000.0,154892000.0,143024000.0,-97764000.0,4196000.0,9966000.0,,,,15321894000.0,0.0,292251000.0,,-656842000.0,,118813000.0,,27622000.0,126237000.0,21576000.0,9241145000.0,,218224000.0,,-465000.0,,8473905000.0,390590000.0,-160448000.0,,70303000.0,,0.4,-22297000.0,-323024000.0,171742000.0,,,,,,
2007-06-30,307631000.0,171742000.0,388452000.0,66266000.0,5233324000.0,,-18036409000.0,,,-3125555000.0,70491000.0,,125634000.0,2212000.0,3558774000.0,-7473000.0,,256252000.0,-6867000.0,-694653000.0,0.97,-160962000.0,-653776000.0,3883000.0,148606000,188693000.0,,531746000,18144412000.0,,-3650000.0,,15018857000.0,,305817000,-105476000.0,157211000.0,288109000.0,-250670000.0,4225000.0,11549000.0,,,,15668664000.0,-187000.0,284424000.0,,-465083000.0,,274985000.0,,25439000.0,282401000.0,29133000.0,10078708000.0,,-39978000.0,,4358000.0,,9331534000.0,383140000.0,-159964000.0,,95183000.0,,0.95,3823000.0,-133207000.0,66266000.0,,,,,,
2007-09-30,294331000.0,66266000.0,213068000.0,62734000.0,5138940000.0,,-9906637000.0,,,-3064347000.0,66269000.0,,131000000.0,-628000.0,-75000.0,2171000.0,,154363000.0,-8660000.0,-474562000.0,1.64,-458201000.0,-648048000.0,2314000.0,146607000,233043000.0,,527456000,18102504000.0,,50187000.0,,15038157000.0,,301005000,-3532000.0,154398000.0,609991000.0,-420616000.0,3535000.0,13137000.0,,,,15789585000.0,-4000.0,272086000.0,,-415005000.0,,447246000.0,,26577000.0,457707000.0,23869000.0,10285969000.0,,-115559000.0,,88000.0,,9527533000.0,380849000.0,-146515000.0,,89922000.0,,1.62,48016000.0,221626000.0,62734000.0,,,,,,
2007-12-31,,62734000.0,212358000.0,50831000.0,5062518000.0,,,,,-3170125000.0,50831000.0,9508733000.0,,,-3479000.0,,,250629000.0,-15882000.0,90178000.0,,-250155000.0,-294863000.0,-9420000.0,650288000,204292000.0,,513790000,18333350000.0,,5767000.0,,15163225000.0,,807635000,-11903000.0,157347000.0,599504000.0,-100071000.0,,14639000.0,,,,15689777000.0,,,,-90571000.0,,119632000.0,,3547000.0,123277000.0,35137000.0,10269213000.0,,144549000.0,,3693000.0,,,-136498000.0,-141301000.0,,124717000.0,,,,33960000.0,50831000.0,,,,,,
2008-03-31,289317000.0,50831000.0,212229000.0,502649000.0,5072948000.0,30807000.0,-2034531000.0,-20000.0,,-3245919000.0,506078000.0,,119408000.0,2891000.0,-16619000.0,11612000.0,,295702000.0,-24913000.0,-10943000.0,0.51,190304000.0,-56484000.0,5752000.0,146966000,166475000.0,,522812000,18335470000.0,,-16083000.0,2898000.0,15089551000.0,,294714000,451818000.0,147748000.0,606045000.0,-104599000.0,3429000.0,12481000.0,,,,16010945000.0,,268784000.0,,109991000.0,,136849000.0,,3429000.0,140482000.0,26024000.0,10589251000.0,,-135637000.0,,-119000.0,,9863432000.0,375846000.0,-143030000.0,,78697000.0,,0.51,-27695000.0,95039000.0,502649000.0,,,,,,
2008-06-30,290445000.0,502649000.0,211808000.0,273600000.0,5091573000.0,51009000.0,909850000.0,20000.0,,-3343071000.0,273600000.0,9869716000.0,,,-286492000.0,-28376000.0,,290138000.0,-20245000.0,-37000.0,0.48,-143410000.0,-676598000.0,-1432000.0,165859000,222630000.0,,535525000,18706643000.0,,18051000.0,1628000.0,15363572000.0,,314813000,-229049000.0,148954000.0,604373000.0,-78819000.0,,11774000.0,,,,16083223000.0,,269608000.0,,-453968000.0,,128986000.0,,3308000.0,132612000.0,45157000.0,10644870000.0,,158645000.0,,4813000.0,,,369666000.0,,,116985000.0,,0.47,46427000.0,-308269000.0,273600000.0,,,,,,
2008-09-30,290795000.0,273600000.0,211769000.0,530050000.0,5156103000.0,36693000.0,,0.0,,-3422371000.0,530050000.0,10101405000.0,122715000.0,,285490000.0,-1489000.0,,315287000.0,-26677000.0,-43000.0,0.65,122405000.0,-312839000.0,765000.0,156570000,181374000.0,,538319000,18633826000.0,,-17210000.0,1317000.0,15211455000.0,,311565000,256450000.0,155384000.0,647871000.0,-150991000.0,,9849000.0,,,,16367324000.0,,270345000.0,,-131465000.0,,174613000.0,,3131000.0,178241000.0,36368000.0,10873959000.0,,-69400000.0,,0.0,,,381749000.0,,,79572000.0,,0.64,-15721000.0,-47329000.0,530050000.0,,,,,,
2008-12-31,,530050000.0,211514000.0,890794000.0,4997294000.0,-65911000.0,,0.0,,-3561300000.0,890794000.0,10501246000.0,127016000.0,,-16326000.0,,,250306000.0,-35799000.0,-1627000.0,,259440000.0,-35873000.0,1085000.0,649489000,184548000.0,,528986000,18690239000.0,,-17207000.0,-655000.0,15128939000.0,5558000.0,219403000,360744000.0,158298000.0,481441000.0,-48011000.0,,236353000.0,,,,16535110000.0,,,,148675000.0,,-34863000.0,,5795000.0,-31243000.0,-59291000.0,11219315000.0,,-12850000.0,,-488802000.0,,,-739937000.0,-144276000.0,,113846000.0,,,,-83244000.0,890794000.0,,,,,,
2009-03-31,288853000.0,890794000.0,211511000.0,428596000.0,4983043000.0,23048000.0,-454063000.0,,206659000.0,-3674402000.0,428596000.0,,126862000.0,,-3183000.0,,,270217000.0,-29289000.0,-1124000.0,0.28,-534250000.0,-152547000.0,2787000.0,144181000,142451000.0,0.0,515144000,18699329000.0,,-37058000.0,2131000.0,15024927000.0,4920000.0,300398000,-462198000.0,150488000.0,401262000.0,292000.0,,10394000.0,345485000.0,10543277000.0,635255000.0,16035656000.0,-52822000.0,272324000.0,460642000.0,-10096000.0,15400401000.0,77175000.0,304620000.0,8196000.0,80795000.0,23487000.0,10888762000.0,311373000.0,1706000.0,,-292000.0,,10082635000.0,160439000.0,-143662000.0,,75268000.0,210524000.0,0.28,,-70399000.0,428596000.0,,,,,,
2009-06-30,289338000.0,428596000.0,211513000.0,667495000.0,4928979000.0,23449000.0,-654905000.0,,175722000.0,-3759948000.0,667495000.0,,119121000.0,,8381000.0,,,256102000.0,-22222000.0,0.0,0.35,-218541000.0,-134351000.0,1173000.0,147086000,223159000.0,0.0,505150000,18627610000.0,,32960000.0,259000.0,14867662000.0,4613000.0,292479000,238899000.0,151347000.0,365705000.0,14000.0,,206173000.0,363668000.0,10480615000.0,843217000.0,15923062000.0,0.0,272901000.0,506635000.0,88808000.0,15079845000.0,96585000.0,505150000.0,3666000.0,105932000.0,21158000.0,10844283000.0,154234000.0,-29900000.0,,-11138000.0,,9973980000.0,358064000.0,-144431000.0,,107566000.0,0.0,0.35,,234281000.0,667495000.0,,,,,,
2009-09-30,290215000.0,667495000.0,211534000.0,637588000.0,4959651000.0,9475000.0,-185063000.0,,378976000.0,-3785198000.0,637588000.0,,124914000.0,34061000.0,1772000.0,,,231960000.0,-21636000.0,0.0,0.48,-262587000.0,-94179000.0,738000.0,133096000,166658000.0,0.0,492757000,18378300000.0,,-1985000.0,459000.0,14593102000.0,4442000.0,281866000,-29907000.0,149652000.0,405250000.0,1922000.0,,212184000.0,304930000.0,10159858000.0,1016564000.0,15791396000.0,0.0,273658000.0,324738000.0,72479000.0,14774832000.0,132362000.0,492757000.0,4616000.0,135981000.0,12824000.0,10701121000.0,126676000.0,-258305000.0,,-1922000.0,,9835120000.0,359661000.0,-143658000.0,,72970000.0,0.0,0.48,,66022000.0,637588000.0,,,,,,
2009-12-31,,637588000.0,211573000.0,193288000.0,5047339000.0,-20730000.0,255068000.0,,0.0,-3877564000.0,193288000.0,0.0,145923000.0,0.0,-535750000.0,,,158803000.0,4681000.0,0.0,,-458169000.0,-501299000.0,81486000.0,128622000,140194000.0,331500000.0,464400000,18465144000.0,,-28424000.0,-38000.0,14587580000.0,3868000.0,274081000,-444300000.0,148888000.0,353659000.0,21785000.0,,8518000.0,592152000.0,9650850000.0,193288000.0,15417515000.0,-25000000.0,,258280000.0,-361105000.0,15224227000.0,41672000.0,282297000.0,6995000.0,45292000.0,-17164000.0,10243002000.0,583256000.0,240947000.0,,-4259000.0,,9392570000.0,153675000.0,,,101849000.0,182103000.0,,,-126325000.0,193288000.0,,,,,,
2010-03-31,280645000.0,193288000.0,211585000.0,60186000.0,5021928000.0,-2056000.0,-1531593000.0,,0.0,-3972022000.0,60186000.0,91000000.0,118494000.0,0.0,661000.0,,,95046000.0,-8255000.0,-1887000.0,0.18,-10388000.0,-559000000.0,73356000.0,118596000,155457000.0,251970000.0,488690000,19031960000.0,,-9640000.0,166000.0,15059938000.0,5757000.0,268757000,-133102000.0,152734000.0,310276000.0,4384000.0,,10721000.0,506911000.0,9864461000.0,60186000.0,15518413000.0,0.0,280645000.0,460728000.0,-403543000.0,15458227000.0,51863000.0,281636000.0,5645000.0,55483000.0,-2208000.0,10371372000.0,348610000.0,-7748000.0,,-4383000.0,,9403733000.0,163040000.0,-102356000.0,,68895000.0,207054000.0,0.18,,-278171000.0,60186000.0,,,,,,
2010-06-30,299642000.0,60186000.0,211520000.0,47982000.0,4877178000.0,4640000.0,-2235888000.0,,0.0,-4146964000.0,47982000.0,320000000.0,118138000.0,25000000.0,53742000.0,,,81791000.0,-79666000.0,0.0,0.02,-5024000.0,-256238000.0,0.0,121529000,205254000.0,312119000.0,510937000,19414123000.0,,14766000.0,-146000.0,15267159000.0,5169000.0,297572000,-12204000.0,174942000.0,220965000.0,-2322000.0,,10090000.0,811183000.0,9818224000.0,47982000.0,15625272000.0,-703000.0,282217000.0,478823000.0,-50984000.0,15577290000.0,6343000.0,308059000.0,2889000.0,9961000.0,9406000.0,10629407000.0,265380000.0,1111000.0,,-1643000.0,,9339401000.0,186530000.0,-102921000.0,,97273000.0,202878000.0,0.02,,-212434000.0,47982000.0,,,,,,
2010-09-30,300379000.0,47982000.0,211493000.0,43660000.0,4748623000.0,-1394000.0,-474310000.0,-1784000.0,0.0,-4313502000.0,43660000.0,,125311000.0,0.0,-72881000.0,,,213774000.0,-116464000.0,0.0,0.09,217632000.0,-398758000.0,0.0,127196000,205971000.0,0.0,527356000,20044371000.0,,21971000.0,293000.0,15730869000.0,3790000.0,297559000,-4322000.0,174019000.0,150344000.0,1450000.0,,10224000.0,285148000.0,10937987000.0,43660000.0,16086829000.0,-1637000.0,282717000.0,761460000.0,-192787000.0,16043169000.0,25166000.0,311766000.0,0.0,28783000.0,19884000.0,11223135000.0,267812000.0,-74917000.0,,-3487000.0,,10176527000.0,184570000.0,-105765000.0,,71374000.0,215590000.0,0.09,,-427925000.0,43660000.0,,,,,,
2010-12-31,,43660000.0,202902000.0,431408000.0,5090186000.0,-46440000.0,-1925845000.0,12767000.0,0.0,-4337357000.0,431408000.0,,117002000.0,0.0,-21529000.0,,,39452000.0,-57818000.0,-877000.0,,-50679000.0,-267378000.0,256096000.0,120612000,166011000.0,0.0,470621000,19702371000.0,,-31304000.0,23000.0,15365014000.0,4159000.0,242270000,387748000.0,171708000.0,203581000.0,3144000.0,,8852000.0,278988000.0,10313090000.0,612395000.0,16184194000.0,2340000.0,,365014000.0,-101367000.0,15571799000.0,185870000.0,285924000.0,3167000.0,189383000.0,-46697000.0,10592078000.0,161585000.0,208213000.0,,-47795000.0,,9948076000.0,165312000.0,-83398000.0,,98631000.0,184697000.0,,,272416000.0,431408000.0,,,,,,
2011-03-31,310467000.0,431408000.0,202945000.0,318159000.0,5278838000.0,7919000.0,-97319000.0,-870000.0,0.0,-4424078000.0,318159000.0,0.0,121376000.0,,-8800000.0,,,80385000.0,-50634000.0,0.0,0.42,-274858000.0,-294154000.0,154508000.0,133510000,187528000.0,0.0,520623000,19695921000.0,,-3664000.0,192000.0,15271843000.0,6524000.0,297263000,-125336000.0,169363000.0,228092000.0,134749000.0,,11435000.0,258377000.0,9998169000.0,627764000.0,16075329000.0,,292895000.0,321657000.0,-106626000.0,15447565000.0,123865000.0,312913000.0,3533000.0,127331000.0,7727000.0,10256546000.0,133007000.0,-1194000.0,,-5187000.0,,9676512000.0,179403000.0,-136385000.0,,71972000.0,207710000.0,0.42,,-38006000.0,306072000.0,,,,,,
2011-06-30,312199000.0,306072000.0,202963000.0,615669000.0,5750496000.0,17181000.0,-4143000.0,-8117000.0,0.0,-4307406000.0,615669000.0,0.0,124969000.0,,-6973000.0,,,69118000.0,-80553000.0,0.0,1.88,-348329000.0,-484803000.0,0.0,146495000,204949000.0,0.0,498059000,19537188000.0,,8284000.0,203000.0,15229782000.0,5865000.0,301237000,298692000.0,161567000.0,680619000.0,-131711000.0,,10908000.0,268268000.0,9815904000.0,977500000.0,16398122000.0,,294663000.0,367282000.0,-279854000.0,15420622000.0,552457000.0,316490000.0,3623000.0,555924000.0,21195000.0,10084172000.0,151766000.0,-801000.0,,-4626000.0,,9448622000.0,169995000.0,-113863000.0,,92584000.0,181569000.0,1.85,,442072000.0,604764000.0,,,,,,
