date,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyInventory,quarterlyCurrentDebt,quarterlyChangeInInventory
2013-09-30,,33900000.0,276200000.0,24200000,1271900000.0,1519900000.0,525000000.0,,55800000.0,9500000,-2200000,-800000,,654700000.0,-0.05,,,,,32500000,9900000,67500000,-218600000.0,,,,1057200000.0,248000000.0,74800000.0,,300000,-14200000.0,55100000.0,,,,-1900000,838600000.0,0.0,16000000.0,325400000.0,,,89900000.0,33400000,213200000.0,55100000.0,213200000.0,,67800000.0,0.0,,,200000.0,,-0.05,10500000,,-800000,43300000,16000000.0,67200000.0,,,,,,-1500000,729500000.0,,,,,,,,
2013-12-31,,41200000.0,276200000.0,24300000,1316200000.0,1506800000.0,525000000.0,,56300000.0,9400000,-3600000,-1300000,,653900000.0,-0.06,,,,,35600000,12000000,72300000,-236700000.0,,,,1120500000.0,190600000.0,75300000.0,,1100000,-18900000.0,55900000.0,,,,-2500000,883800000.0,0.0,20900000.0,322000000.0,,,85900000.0,36000000,148800000.0,55900000.0,148800000.0,,66800000.0,0.0,,,200000.0,,-0.06,11500000,,-1300000,48000000,20900000.0,70300000.0,,,,,,-3000000,729200000.0,,,,,,,,
2014-03-31,,42400000.0,276200000.0,27700000,1359600000.0,1528100000.0,525000000.0,-11800000.0,56400000.0,10300000,700000,200000,27600000.0,661700000.0,0.008819,0.0,-11800000.0,2200000.0,-49700000.0,39400000,11900000,77500000,-257600000.0,900000.0,37900000.0,-23600000.0,1182400000.0,168500000.0,99600000.0,,400000,-23500000.0,64800000.0,,6500000.0,0.0,1100000,924800000.0,0.0,22679417.0,319600000.0,-6700000.0,0.0,81700000.0,37900000,125200000.0,64800000.0,125200000.0,,88800000.0,0.0,-1400000.0,,200000.0,148800000.0,0.008819,10700000,,200000,49800000,22679417.0,76900000.0,125200000.0,-49700000.0,4400000.0,,0.0,-100000,761300000.0,,-10400000.0,,,,,,
2014-06-30,,61500000.0,276200000.0,31800000,1394800000.0,1506100000.0,525000000.0,-61000000.0,57100000.0,11900000,-3600000,-1100000,29800000.0,663800000.0,-0.06,355900000.0,-14900000.0,2800000.0,-67100000.0,37200000,8200000,81700000,-280600000.0,900000.0,6100000.0,-75900000.0,1239700000.0,111300000.0,91300000.0,-355900000.0,300000,-32700000.0,66700000.0,,-24400000.0,0.0,-3300000,959100000.0,0.0,38658249.0,478800000.0,-24700000.0,0.0,77400000.0,41700000,49300000.0,66700000.0,49300000.0,,83900000.0,0.0,-800000.0,,400000.0,125200000.0,-0.06,10700000,,-1100000,49900000,38658249.0,82100000.0,49300000.0,-67100000.0,-1900000.0,,-500000.0,-800000,755100000.0,,-13600000.0,,,,,,
2014-09-30,,59100000.0,276200000.0,33000000,1447200000.0,1538000000.0,555000000.0,-33800000.0,55100000.0,12200000,200000,100000,30000000.0,690400000.0,0.002587,0.0,14900000.0,2600000.0,-78100000.0,39600000,9600000,84800000,-303500000.0,900000.0,44300000.0,-18900000.0,1319700000.0,90800000.0,107600000.0,0.0,400000,-40800000.0,66100000.0,,10300000.0,0.0,600000,1016200000.0,0.0,38653771.0,473300000.0,100000.0,0.0,73200000.0,42200000,30400000.0,66100000.0,30400000.0,,100200000.0,0.0,-900000.0,,400000.0,49300000.0,0.002587,9000000,,100000,51800000,38653771.0,81600000.0,30400000.0,-78100000.0,11600000.0,,-800000.0,0,798000000.0,,-13400000.0,,,,,,
2014-12-31,,60900000.0,276200000.0,32000000,1488300000.0,1586500000.0,659800000.0,-66500000.0,53400000.0,13000000,-11800000,-7000000,30600000.0,792300000.0,-0.19,100000.0,72600000.0,2700000.0,-89300000.0,28200000,11300000,86900000,-327000000.0,700000.0,22800000.0,6100000.0,1378400000.0,98200000.0,77200000.0,0.0,300000,-55900000.0,65700000.0,,-12900000.0,0.0,-11500000,1051400000.0,0.0,36842105.0,460700000.0,-5700000.0,0.0,68900000.0,43600000,36500000.0,65700000.0,36500000.0,,69900000.0,0.0,-193800000.0,-300000.0,400000.0,30400000.0,-0.19,9100000,,-7000000,54900000,36842105.0,91800000.0,36500000.0,-89300000.0,-7200000.0,,-5200000.0,-13700000,869500000.0,,-13500000.0,,,,,,
2015-03-31,,53900000.0,276200000.0,32300000,1495300000.0,1576600000.0,679800000.0,-15900000.0,51300000.0,12000000,-7200000,-4300000,31100000.0,809200000.0,-0.12,,5400000.0,3000000.0,-49200000.0,32700000,10300000,85700000,-350100000.0,700000.0,33300000.0,-10500000.0,1417500000.0,81300000.0,76200000.0,,400000,-72500000.0,65500000.0,,-2900000.0,,-6800000,1067400000.0,0.0,35833333.0,446200000.0,1800000.0,0.0,65300000.0,43100000,26000000.0,65500000.0,26000000.0,,67100000.0,0.0,-1100000.0,-600000.0,400000.0,36500000.0,-0.12,8400000,,-4300000,53400000,35833333.0,86400000.0,26000000.0,-49200000.0,-2900000.0,,0.0,-8700000,885400000.0,,-13500000.0,,,,,,
2015-06-30,,56300000.0,276200000.0,32800000,1520200000.0,1991700000.0,729800000.0,-13900000.0,52800000.0,12700000,-6500000,-5500000,31400000.0,861200000.0,-0.11,799300000.0,401400000.0,3200000.0,-42300000.0,34000000,12200000,89100000,-375400000.0,700000.0,28400000.0,387500000.0,1466400000.0,471500000.0,264900000.0,-426000000.0,400000,-98900000.0,66500000.0,,-600000.0,,-6100000,1091000000.0,0.0,50000000.0,809700000.0,-9600000.0,0.0,61600000.0,44100000,413500000.0,66500000.0,413500000.0,,90000000.0,0.0,-1000000.0,-300000.0,600000.0,26000000.0,-0.11,8700000,,-5500000,56300000,50000000.0,91400000.0,413500000.0,-42300000.0,8300000.0,,-600000.0,-9600000,1126100000.0,,-20300000.0,,,,,,
2015-09-30,,74500000.0,453400000.0,42200000,2058900000.0,2181600000.0,982700000.0,-26900000.0,151900000.0,15700000,-5300000,-4600000,39100000.0,1221500000.0,-0.08,0.0,51600000.0,4300000.0,-66700000.0,46600000,14200000,111200000,-404400000.0,900000.0,39800000.0,-373700000.0,1733400000.0,122700000.0,119000000.0,-170400000.0,700000,-124300000.0,74100000.0,-398400000.0,-4200000.0,,-4600000,1329000000.0,0.0,57500000.0,787900000.0,-9100000.0,0.0,175700000.0,54800000,39800000.0,74100000.0,39800000.0,,116300000.0,0.0,-1700000.0,-700000.0,600000.0,413500000.0,-0.08,12100000,,-4600000,69000000,57500000.0,100800000.0,39800000.0,-465100000.0,4500000.0,,-5600000.0,-6700000,1340500000.0,,-24500000.0,,,,,,
2015-12-31,,76100000.0,453400000.0,41400000,2103700000.0,2195600000.0,996500000.0,-37600000.0,150000000.0,18300000,-1200000,-1000000,39900000.0,1237400000.0,-0.02,200000.0,4800000.0,3900000.0,-76300000.0,51000000,13700000,113300000,-435600000.0,1100000.0,38700000.0,-25500000.0,1827600000.0,91900000.0,136600000.0,0.0,300000,-145900000.0,78700000.0,0.0,-4700000.0,,-900000,1392000000.0,0.0,72556334.0,821600000.0,-7000000.0,7300000.0,170300000.0,58200000,14300000.0,78700000.0,14300000.0,,136600000.0,0.0,-12100000.0,-400000.0,700000.0,39800000.0,-0.02,12000000,,-1000000,71900000,72556334.0,88000000.0,14300000.0,-69000000.0,-2900000.0,,-800000.0,-2600000,1374000000.0,,-22500000.0,,,,,,
2016-03-31,,67100000.0,453400000.0,40300000,2328000000.0,2483500000.0,1010300000.0,-156800000.0,147000000.0,18000000,5600000,5600000,39300000.0,1245200000.0,0.07,256000000.0,229400000.0,3000000.0,-209600000.0,57200000,20200000,117800000,-467200000.0,900000.0,52800000.0,73400000.0,2084100000.0,155500000.0,196200000.0,,200000,-170300000.0,76400000.0,,3900000.0,,5800000,1616900000.0,0.0,72800000.0,1042100000.0,6200000.0,800000.0,165500000.0,57300000,87700000.0,76400000.0,87700000.0,,196200000.0,0.0,-308100000.0,-400000.0,800000.0,14300000.0,0.07,12100000,,5400000,77500000,72100000.0,92200000.0,87700000.0,-208800000.0,0.0,,-15700000.0,-2300000,1441400000.0,,-22800000.0,,,,,,
2016-06-30,,66400000.0,453400000.0,44800000,2431400000.0,2511300000.0,1096200000.0,-128500000.0,144300000.0,19100000,9100000,9100000,44700000.0,1323100000.0,0.11,500000.0,53600000.0,3200000.0,-168600000.0,65800000,21500000,130100000,-503200000.0,600000.0,40100000.0,-74500000.0,2214800000.0,79900000.0,163700000.0,,500000,-191500000.0,71700000.0,,-18100000.0,,9600000,1711600000.0,0.0,79000000.0,1024500000.0,-15100000.0,400000.0,160600000.0,63800000,13200000.0,71700000.0,13200000.0,,163700000.0,0.0,-11300000.0,-500000.0,800000.0,87700000.0,0.11,11500000,,8900000,85300000,78300000.0,105800000.0,13200000.0,-168200000.0,1700000.0,,-500000.0,-400000,1486800000.0,,-30100000.0,,,,,,
2016-09-30,,73000000.0,455100000.0,54600000,2612300000.0,2696300000.0,1065700000.0,-129600000.0,141900000.0,18600000,4400000,4400000,50600000.0,1292000000.0,0.05,192100000.0,127100000.0,2300000.0,-178300000.0,69400000,20000000,143800000,-546400000.0,9600000.0,48700000.0,-2200000.0,2433300000.0,84000000.0,214600000.0,,600000,-218800000.0,72500000.0,,-18400000.0,,5000000,1886900000.0,0.0,81300000.0,1189700000.0,-20100000.0,300000.0,155800000.0,69200000,11000000.0,72500000.0,11000000.0,,214600000.0,0.0,-148900000.0,-1200000.0,800000.0,13200000.0,0.05,13800000,,4200000,89200000,80600000.0,114500000.0,11000000.0,-178000000.0,900000.0,,-1200000.0,-1200000,1506600000.0,,-29900000.0,,,,,,
2016-12-31,,83300000.0,455100000.0,47800000,2754500000.0,2852400000.0,1240100000.0,-135600000.0,135700000.0,21900000,800000,800000,49300000.0,1463300000.0,0.01,100000.0,139200000.0,3800000.0,-174600000.0,62000000,18400000,137400000,-578500000.0,-6300000.0,39000000.0,3600000.0,2601600000.0,97900000.0,227100000.0,0.0,500000,-249800000.0,76700000.0,0.0,-14600000.0,,1300000,2023100000.0,0.0,80000000.0,1162000000.0,-22700000.0,0.0,150200000.0,71200000,14600000.0,76700000.0,14600000.0,,227100000.0,0.0,-2300000.0,-1300000.0,800000.0,11000000.0,0.01,11400000,,800000,89600000,80000000.0,126100000.0,14600000.0,-174600000.0,4400000.0,,-7100000.0,-5700000,1690400000.0,,-31500000.0,,,,,,
2017-03-31,,89400000.0,455100000.0,52300000,3433400000.0,3543800000.0,1731800000.0,-619600000.0,134500000.0,20700000,-30400000,-30400000,55700000.0,1972000000.0,-0.36,211000000.0,626000000.0,3700000.0,-674800000.0,39300000,20600000,149300000,-625900000.0,-1000000.0,55200000.0,5800000.0,3243700000.0,110400000.0,268200000.0,,400000,-316500000.0,93300000.0,,-9200000.0,,-30000000,2617800000.0,0.0,84444444.0,1303600000.0,-20000000.0,-600000.0,217000000.0,76400000,20400000.0,93300000.0,20400000.0,,268200000.0,0.0,-777400000.0,-1300000.0,900000.0,14600000.0,-0.36,13600000,,-30400000,97000000,84444444.0,143500000.0,20400000.0,-675400000.0,-4900000.0,,-15200000.0,-37000000,2240200000.0,,-32400000.0,,,,,,
2017-06-30,,93400000.0,455100000.0,59600000,3682400000.0,3816600000.0,1832500000.0,-236200000.0,134000000.0,21600000,-800000,-800000,63700000.0,2074700000.0,-0.01,197600000.0,256000000.0,4000000.0,-302500000.0,80100000,22000000,166900000,-679600000.0,11700000.0,66300000.0,19600000.0,3532800000.0,134200000.0,276000000.0,,700000,-355700000.0,96500000.0,,-16500000.0,,-100000,2853200000.0,0.0,80000000.0,1465900000.0,-21300000.0,-200000.0,216300000.0,85300000,40000000.0,96500000.0,40000000.0,,276000000.0,0.0,-469900000.0,-1200000.0,900000.0,20400000.0,-0.01,16500000,,-800000,107300000,80000000.0,157800000.0,40000000.0,-302700000.0,1600000.0,,-5000000.0,-5600000,2350700000.0,,-36700000.0,,,,,,
2017-09-30,,93000000.0,455100000.0,63000000,3766100000.0,3883800000.0,2013700000.0,-155500000.0,133300000.0,21400000,-55100000,-55100000,68700000.0,2262700000.0,-0.61,200000.0,139400000.0,3900000.0,-224100000.0,32400000,22200000,175300000,-722100000.0,-8600000.0,68600000.0,-15400000.0,3656100000.0,117700000.0,244700000.0,,900000,-449200000.0,104800000.0,,4000000.0,,-54200000,2934000000.0,0.0,90900000.0,1376400000.0,-12400000.0,700000.0,209700000.0,90100000,24600000.0,104800000.0,24600000.0,,244700000.0,0.0,-2500000.0,-1300000.0,900000.0,40000000.0,-0.61,17900000,,-55100000,112300000,90327869.0,167300000.0,24600000.0,-223400000.0,8100000.0,,0.0,-58500000,2507400000.0,,-38300000.0,,,,,,
2017-12-31,,90500000.0,455100000.0,60200000,4069700000.0,4312100000.0,2089400000.0,-106000000.0,131900000.0,20300000,2800000,2800000,70800000.0,2343000000.0,,297200000.0,333200000.0,3100000.0,-205400000.0,94700000,29200000,180500000,-782400000.0,14400000.0,99400000.0,127300000.0,3840800000.0,242400000.0,255200000.0,,1000000,-486900000.0,111600000.0,,8400000.0,,3800000,3058400000.0,0.0,,1713900000.0,-10600000.0,-99900000.0,203000000.0,91100000,151900000.0,111600000.0,151900000.0,,255200000.0,0.0,-540200000.0,74200000.0,1000000.0,24600000.0,,20100000,,3500000,120300000,,353200000.0,151900000.0,-305300000.0,12200000.0,,-6000000.0,-5300000,2598200000.0,,-38300000.0,,,,,,
2018-03-31,216100000.0,93100000.0,455100000.0,67800000,3832600000.0,4498300000.0,2178300000.0,-101000000.0,-38300000.0,24600000,43500000,43500000,74600000.0,2441600000.0,0.45,142900000.0,177800000.0,3900000.0,-145200000.0,139700000,29600000,196600000,,700000.0,44200000.0,76800000.0,,665700000.0,202100000.0,,800000,-413100000.0,116100000.0,,-41600000.0,,44300000,,,96600000.0,1854600000.0,-18000000.0,,196800000.0,99200000,228700000.0,116100000.0,444800000.0,,66700000.0,,-905300000.0,-1300000.0,1000000.0,151900000.0,0.45,20800000,,43500000,128800000,96000000.0,27400000.0,228700000.0,-145200000.0,-28900000.0,,-4400000.0,35500000,2643700000.0,216100000.0,-41000000.0,,,,,,
2018-06-30,318800000.0,87700000.0,455100000.0,68900000,3962800000.0,4628700000.0,2179500000.0,249500000.0,-36400000.0,23000000,105900000,105900000,77600000.0,2449300000.0,1.06,9300000.0,-39300000.0,4500000.0,,207300000,27400000,196900000,,1100000.0,104300000.0,-112500000.0,,665900000.0,251200000.0,,1000000,-353000000.0,127100000.0,,18000000.0,,106900000,,,99400000.0,1928200000.0,-18800000.0,,190500000.0,100600000,116200000.0,127100000.0,435000000.0,,91400000.0,,-2500000.0,-1300000.0,1000000.0,228700000.0,1.07,22800000,,105900000,128000000,98600000.0,31900000.0,116200000.0,-177500000.0,25800000.0,,-300000.0,102300000,2700500000.0,318800000.0,-45600000.0,,,,,,
2018-09-30,282200000.0,104500000.0,455100000.0,77700000,5045400000.0,5493100000.0,2576200000.0,54400000.0,125800000.0,23600000,-42400000,-42400000,84000000.0,2947100000.0,-0.43,399700000.0,660600000.0,4600000.0,,67600000,21300000,206600000,,1200000.0,54400000.0,-55200000.0,,447700000.0,307000000.0,,200000,-444300000.0,139500000.0,-461800000.0,-29800000.0,,-42200000,,,99500000.0,2239000000.0,-18600000.0,,248400000.0,107600000,61000000.0,,343200000.0,,96800000.0,,-372700000.0,-3100000.0,1100000.0,116200000.0,-0.43,25800000,,-42400000,128900000,98604651.0,222100000.0,61000000.0,-770300000.0,-20300000.0,68700000.0,-400000.0,-37700000,3254100000.0,282200000.0,-45700000.0,,,,,,
2018-12-31,198100000.0,106200000.0,455100000.0,78000000,5223800000.0,5592500000.0,2624700000.0,106400000.0,123300000.0,29000000,-105800000,-105800000,97900000.0,2998900000.0,-1.0,147700000.0,145600000.0,4500000.0,,16000000,16400000,221300000,,400000.0,106400000.0,3400000.0,,368700000.0,367600000.0,,-1400000,-600200000.0,148600000.0,-1000000.0,10700000.0,,-107200000,,,106100000.0,2226000000.0,-24800000.0,,235700000.0,126900000,64400000.0,,262500000.0,,121300000.0,,-276400000.0,-12300000.0,1100000.0,61000000.0,-1.0,25300000,-12600000.0,-105800000,143300000,105800000.0,240000000.0,64400000.0,-248100000.0,26400000.0,68900000.0,-100000.0,-98300000,3366500000.0,,-48800000.0,,,,,,
2019-03-31,299300000.0,248700000.0,455100000.0,83300000,5238000000.0,5941400000.0,2898600000.0,43900000.0,119600000.0,27500000,89400000,89400000,102100000.0,3274700000.0,0.82,105000000.0,321000000.0,4500000.0,,215000000,12100000,225000000,,5700000.0,43900000.0,62900000.0,83800000.0,703400000.0,288600000.0,,-200000,-552200000.0,155900000.0,,-55800000.0,-800000.0,89200000,83800000.0,,108800000.0,2378100000.0,-18000000.0,,226100000.0,129600000,126000000.0,,425300000.0,,81600000.0,,-600000.0,-9000000.0,1100000.0,64400000.0,0.82,23700000,,89200000,141700000,108300000.0,41100000.0,127300000.0,-301900000.0,-39800000.0,67200000.0,-8700000.0,100800000,3563300000.0,,-50400000.0,,,,,,
