date,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyGoodwill
2012-09-30,-10347000.0,3613688000.0,-12899000.0,,85801000.0,-3723000.0,280702000.0,,335731000.0,254226027.0,0.0,5774000.0,236426000.0,750540000.0,0.0,163671000.0,309441000.0,411855000,,-140213000.0,27104000.0,118540000,272374000,,117892000.0,8393000.0,0.73,338879000.0,18761000.0,824718000.0,-7980000.0,,-28739000.0,29513000.0,4396000.0,,40404000.0,1058390000.0,238427000.0,35069000.0,2478607000.0,,207514000.0,55029000.0,254226027.0,299568000.0,4442749000.0,3618031000.0,-22321000.0,,28060000.0,123875000.0,32445000.0,203358000,185585000,231524000.0,-23273000.0,,1502000.0,67839000.0,570403000.0,185585000,48148000.0,280702000.0,-173735000.0,,171951000.0,204341000.0,-4942000.0,2350797000.0,0.73,118919000.0,0.0,,,,
2012-12-31,539000.0,3702054000.0,-69302000.0,,37125000.0,-4114000.0,186712000.0,,241221000.0,254232571.0,3658000.0,0.0,199551000.0,751939000.0,-48000.0,163857000.0,280702000.0,424170000,,-133871000.0,-36754000.0,90299000,243520000,-851494000.0,76887000.0,7935000.0,0.54,350006000.0,12791000.0,803658000.0,,1985770000.0,-93990000.0,-200133000.0,-6366000.0,-4449000.0,10754000.0,1134276000.0,176703000.0,28252000.0,2566787000.0,,296746000.0,54509000.0,254232571.0,256431000.0,4588653000.0,3784995000.0,-56984000.0,173489000.0,29616000.0,173489000.0,63209000.0,148451000,139067000,274261000.0,-4449000.0,5815000.0,3608000.0,25752000.0,624267000.0,139067000,61060000.0,186712000.0,-134123000.0,,163067000.0,127424000.0,-5764000.0,2436237000.0,0.54,88287000.0,-50887000.0,,,,
2013-03-31,-772000.0,3734673000.0,,,41918000.0,-158000.0,163633000.0,,218054000.0,254202571.0,,0.0,306919000.0,751939000.0,-56000.0,163912000.0,186712000.0,354675000,,-86041000.0,-3496000.0,59411000,144647000,,70143000.0,4114000.0,0.4,377663000.0,9149000.0,730957000.0,,,-23851000.0,-23102000.0,10281000.0,-3685000.0,13727000.0,1196398000.0,143444000.0,32511000.0,2599351000.0,,253346000.0,54421000.0,254202571.0,300318000.0,4638254000.0,3907297000.0,-15898000.0,,20469000.0,170625000.0,47634000.0,110933000,102677000,260168000.0,,,1203000.0,,637831000.0,102677000,36894000.0,162861000.0,-90498000.0,,167090000.0,101329000.0,-3496000.0,2525236000.0,0.4,84280000.0,-3440000.0,,,,
2013-06-30,15736000.0,3752675000.0,,,14167000.0,22462000.0,99276000.0,,152258000.0,254186867.0,,0.0,247776000.0,751893000.0,-45000.0,163423000.0,162861000.0,285792000,,-144208000.0,-19909000.0,-4348000,38443000,,84796000.0,3808000.0,0.07,327622000.0,-1109000.0,598123000.0,-462000.0,,-63585000.0,46970000.0,1479000.0,0.0,40106000.0,1346653000.0,31293000.0,10434000.0,2618304000.0,,275973000.0,52982000.0,254186867.0,238491000.0,4688635000.0,4090512000.0,-59412000.0,216517000.0,27572000.0,216517000.0,38036000.0,20859000,18953000,344542000.0,0.0,22686000.0,7150000.0,,672164000.0,18953000,32366000.0,99276000.0,-128472000.0,,156027000.0,9819000.0,-3133000.0,2570455000.0,0.07,42091000.0,-76269000.0,,,,
2013-09-30,5530000.0,3817475000.0,,,32945000.0,-4562000.0,103984000.0,,116848000.0,254186867.0,40000000.0,486000.0,267135000.0,751893000.0,-41000.0,163109000.0,99276000.0,345821000,,-120870000.0,14125000.0,63422000,104879000,,67577000.0,3160000.0,0.26,355812000.0,9432000.0,600121000.0,0.0,,4708000.0,4999000.0,13928000.0,-1654000.0,28986000.0,1433375000.0,103722000.0,29176000.0,2683418000.0,,249454000.0,12864000.0,254186867.0,271611000.0,4787222000.0,4187101000.0,-53293000.0,,20986000.0,210892000.0,40549000.0,74546000,65114000,344533000.0,0.0,0.0,1157000.0,,700345000.0,65114000,19820000.0,103984000.0,-76994000.0,,167897000.0,96367000.0,-6960000.0,2612248000.0,0.26,40760000.0,0.0,,,,
2013-12-31,4043000.0,3555222000.0,,,40736000.0,,61898000.0,,61898000.0,254186867.0,12944000.0,1857000.0,303951000.0,751893000.0,-281215000.0,163036000.0,103984000.0,299153000,,-147447000.0,-106807000.0,20411000,-264539000,-1019441000.0,196830000.0,,-1.13,386214000.0,,551875000.0,0.0,2534901000.0,-42086000.0,,7815000.0,-1649000.0,12463000.0,1515460000.0,-265999000.0,14493000.0,2421238000.0,,238006000.0,0.0,254186867.0,260434000.0,4560375000.0,4008500000.0,49383000.0,,25188000.0,223027000.0,,-280492000,-288419000,341632000.0,0.0,,1460000.0,,727846000.0,-288419000,30498000.0,61898000.0,-132109000.0,,175719000.0,61147000.0,0.0,2358410000.0,-1.13,-289220000.0,-2567000.0,,,,
2014-03-31,9032000.0,3529938000.0,,,41844000.0,,78720000.0,,78720000.0,254186867.0,,3731000.0,251937000.0,751893000.0,-4540000.0,163061000.0,61898000.0,281993000,,-85255000.0,68159000.0,11946000,341000,,25889000.0,2394000.0,-0.06,363754000.0,,555423000.0,,,16822000.0,,17704000.0,-1003000.0,31141000.0,1546315000.0,-3050000.0,7322000.0,2395929000.0,,228203000.0,0.0,254186867.0,251457000.0,4585615000.0,4030192000.0,-59366000.0,,32926000.0,280967000.0,,-10372000,-16112000,409387000.0,,,3391000.0,,773141000.0,-16112000,42863000.0,78720000.0,-77226000.0,4113000.0,149424000.0,53790000.0,-1960000.0,2344449000.0,-0.06,-13411000.0,,,,,
2014-06-30,1269000.0,3559729000.0,,,34228000.0,,138052000.0,,138052000.0,254186867.0,80000.0,5957000.0,253285000.0,751893000.0,-29053000.0,163061000.0,78720000.0,305109000,,-60316000.0,77011000.0,42467000,46267000,-1133141000.0,41760000.0,2186000.0,0.09,377269000.0,,639898000.0,0.0,2668767000.0,59332000.0,,21981000.0,-472000.0,47651000.0,1535626000.0,43068000.0,10494000.0,2425720000.0,,228414000.0,0.0,254186867.0,272746000.0,4682572000.0,4042674000.0,-18556000.0,,27675000.0,336602000.0,,32574000,23088000,456915000.0,0.0,2321000.0,3199000.0,,834184000.0,23088000,42355000.0,138052000.0,-59439000.0,4605000.0,151833000.0,76695000.0,-2240000.0,2363055000.0,0.09,1958000.0,-2797000.0,,,,
2014-09-30,5095000.0,3639403000.0,,,44971000.0,,120027000.0,,120027000.0,254186867.0,0.0,3775000.0,252472000.0,751893000.0,-6179000.0,164702000.0,138052000.0,317620000,,-107948000.0,33083000.0,22345000,105968000,,131386000.0,2849000.0,0.31,426396000.0,,618374000.0,,,-18025000.0,,0.0,,63625000.0,1726712000.0,104875000.0,24276000.0,2503753000.0,,250304000.0,0.0,254186867.0,280225000.0,4837318000.0,4218944000.0,23438000.0,,28284000.0,347678000.0,,80599000,78336000,481501000.0,-80373000.0,40504000.0,1093000.0,,907897000.0,78336000,46400000.0,120027000.0,-182494000.0,22363000.0,152160000.0,67316000.0,-2040000.0,2344401000.0,0.31,23134000.0,0.0,,,,
2014-12-31,900000.0,3464105000.0,,4592000.0,34148000.0,,78512000.0,,78512000.0,254186867.0,0.0,22371000.0,254000000.0,751893000.0,-121258000.0,164734000.0,109405000.0,265580000,,-29703000.0,-129743000.0,-18332000,-131428000,-1027827000.0,130645000.0,3556000.0,-0.63,473363000.0,,603471000.0,,2743279000.0,-30893000.0,,0.0,-2092000.0,107912000.0,1715452000.0,-135683000.0,23928000.0,2328423000.0,,249764000.0,0.0,254186867.0,281604000.0,4672274000.0,4068803000.0,100942000.0,,28316000.0,336381000.0,,-159611000,-161377000,436786000.0,0.0,40000000.0,4255000.0,,910149000.0,-161377000,43444000.0,78512000.0,-31795000.0,21594000.0,150284000.0,15816000.0,-2640000.0,2224381000.0,-0.63,-117220000.0,-5845000.0,,,,
2015-03-31,0.0,3481259000.0,,4538000.0,35873000.0,27801000.0,134940000.0,,134940000.0,254186867.0,0.0,20661000.0,225204000.0,751893000.0,-45018000.0,164569000.0,78512000.0,252022000,,-36984000.0,49795000.0,-5942000,28658000,,43617000.0,5917000.0,0.07,492632000.0,-36297000.0,631625000.0,,,56428000.0,10417000.0,38417000.0,0.0,106945000.0,1729685000.0,22779000.0,10427000.0,2345742000.0,,222091000.0,0.0,254186867.0,262703000.0,4740245000.0,4108620000.0,6633000.0,,25706000.0,334013000.0,54619000.0,12352000,17319000,478818000.0,0.0,88081000.0,5879000.0,,971450000.0,17319000,34864000.0,134940000.0,-36984000.0,20942000.0,145579000.0,29931000.0,-3268000.0,2258603000.0,0.07,33956000.0,0.0,,,,
2015-06-30,0.0,3460356000.0,,4253000.0,33211000.0,-3335000.0,125276000.0,,125276000.0,254186867.0,0.0,20412000.0,231003000.0,751893000.0,-4068000.0,162412000.0,134940000.0,256298000,,-42628000.0,-6708000.0,-30179000,-22366000,,39672000.0,2914000.0,-0.07,470660000.0,-25129000.0,605520000.0,,,-9664000.0,-1553000.0,17439000.0,0.0,80486000.0,1713497000.0,-30639000.0,-61000.0,2326996000.0,,253266000.0,0.0,254186867.0,245530000.0,4690310000.0,4084790000.0,-2956000.0,,22749000.0,361103000.0,63189000.0,-30578000,-18746000,487016000.0,0.0,85807000.0,8273000.0,,957676000.0,-18746000,14615000.0,125276000.0,-42628000.0,16570000.0,146621000.0,3032000.0,-2640000.0,2269603000.0,-0.07,6843000.0,0.0,,,,
2015-09-30,-28009000.0,3437758000.0,,36767000.0,37616000.0,-12810000.0,115448000.0,,115448000.0,254186867.0,0.0,17849000.0,224198000.0,751893000.0,-70784000.0,163043000.0,125276000.0,208836000,,-84326000.0,77006000.0,-54219000,-44428000,,18151000.0,2609000.0,-0.09,524823000.0,-31563000.0,532997000.0,,,-17178000.0,7447000.0,4438000.0,0.0,58010000.0,1712626000.0,-51379000.0,-14297000.0,2303767000.0,,225439000.0,0.0,254186867.0,218921000.0,4717000000.0,4184003000.0,-66175000.0,,25139000.0,353234000.0,61377000.0,-37082000,-23229000,500840000.0,0.0,187178000.0,6951000.0,,1025663000.0,-23229000,34833000.0,108098000.0,-112335000.0,11260000.0,123004000.0,-16603000.0,-2140000.0,2280926000.0,-0.09,8964000.0,-70000.0,,,,
2015-12-31,107858000.0,3161066000.0,,,29464000.0,-58592000.0,78519000.0,,78519000.0,254186867.0,0.0,15592000.0,247114000.0,751893000.0,-104503000.0,165223000.0,48940000.0,234708000,,-41867000.0,-92408000.0,-45757000,-285498000,-1273716000.0,-27738000.0,2444000.0,-1.15,651031000.0,24708000.0,469596000.0,,3021340000.0,29579000.0,-14529000.0,-21939000.0,0.0,66342000.0,1747624000.0,-292017000.0,18697000.0,2024895000.0,,251001000.0,0.0,254186867.0,219862000.0,4547181000.0,4077585000.0,-27738000.0,,32419000.0,337310000.0,63280000.0,-310714000,-292554000,506914000.0,,285302000.0,6519000.0,,1157945000.0,-292554000,41882000.0,78519000.0,149725000.0,12662000.0,101473000.0,-16293000.0,2440000.0,2043983000.0,-1.15,-248326000.0,-70000.0,,,,
2016-03-31,0.0,3206731000.0,,,23826000.0,9799000.0,180868000.0,,180868000.0,254186867.0,,14439000.0,220946000.0,751893000.0,-168584000.0,159326000.0,76588000.0,227333000,,-51918000.0,-14088000.0,13918000,50156000,,163903000.0,1887000.0,0.2,625153000.0,-47372000.0,570225000.0,,,97897000.0,-15262000.0,39301000.0,,44335000.0,1752816000.0,42176000.0,-6789000.0,2076457000.0,,189589000.0,0.0,254186867.0,220709000.0,4562559000.0,3992334000.0,111985000.0,,26184000.0,334552000.0,50899000.0,48965000,51562000,505094000.0,,0.0,7980000.0,,1130247000.0,51562000,38939000.0,174485000.0,-51918000.0,9572000.0,103492000.0,37744000.0,-6690000.0,1938341000.0,0.2,33891000.0,,,,,
2016-06-30,0.0,3268705000.0,,,25550000.0,-7978000.0,181452000.0,,181452000.0,253715190.0,,22197000.0,234385000.0,751893000.0,-260299000.0,161559000.0,174485000.0,285300000,,-67378000.0,30623000.0,59457000,82293000,,41507000.0,1850000.0,0.22,397721000.0,7945000.0,620037000.0,,,4979000.0,-16524000.0,19762000.0,,42996000.0,1782188000.0,74599000.0,14197000.0,2136198000.0,,200293000.0,0.0,253715190.0,262162000.0,4655383000.0,4035346000.0,-25871000.0,,25100000.0,589387000.0,41781000.0,60402000,55461000,763500000.0,,0.0,7694000.0,,1161221000.0,55461000,32306000.0,179464000.0,-67151000.0,7911000.0,120119000.0,85007000.0,1266000.0,1956380000.0,0.22,20871000.0,-9000.0,,,,
2016-09-30,0.0,3236046000.0,,,26524000.0,-8598000.0,117243000.0,,117243000.0,253715190.0,,4421000.0,240000000.0,751288000.0,-12057000.0,162700000.0,179464000.0,269029000,,-114944000.0,-20881000.0,35075000,20410000,,69593000.0,4516000.0,-0.1,411953000.0,-38699000.0,571293000.0,-1210000.0,,-66232000.0,-4409000.0,51925000.0,,52085000.0,1854681000.0,9499000.0,31129000.0,2103608000.0,,207430000.0,,253715190.0,286035000.0,4634600000.0,4063307000.0,-45351000.0,,22410000.0,582236000.0,45361000.0,-21630000,-24651000,754460000.0,,0.0,10911000.0,,1166413000.0,-24651000,23469000.0,113232000.0,-114944000.0,10206000.0,139127000.0,61599000.0,-7824000.0,1941603000.0,-0.1,-16414000.0,0.0,,,,
2016-12-31,-5222000.0,2821091000.0,,,33536000.0,13214000.0,80544000.0,,80544000.0,254186867.0,,0.0,273440000.0,751288000.0,-35493000.0,161230000.0,113232000.0,287129000,,-125641000.0,-18223000.0,24787000,-375604000,-1541191000.0,116398000.0,8686000.0,-1.6,445125000.0,29200000.0,501928000.0,0.0,3501216000.0,-32688000.0,53855000.0,20733000.0,,45497000.0,1960025000.0,-380599000.0,15879000.0,1690123000.0,,228806000.0,,254186867.0,269089000.0,4266415000.0,3764487000.0,-9243000.0,,29731000.0,571575000.0,54606000.0,-396478000,-405864000,774077000.0,,0.0,4995000.0,,1219202000.0,-405864000,31746000.0,80544000.0,-130863000.0,12330000.0,120947000.0,58323000.0,233000.0,1536607000.0,-1.6,-401160000.0,-7612000.0,,,,
2017-03-31,17680000.0,2879260000.0,,,31010000.0,946000.0,170584000.0,,170584000.0,253986867.0,,4147000.0,279608000.0,751288000.0,-33613000.0,163182000.0,80544000.0,278262000,,-75041000.0,128027000.0,35604000,72280000,,19374000.0,10003000.0,0.28,583400000.0,-9084000.0,623691000.0,,,90040000.0,-35652000.0,-1781000.0,,41700000.0,2002697000.0,65068000.0,-3459000.0,1746340000.0,,211648000.0,,253986867.0,296323000.0,4460945000.0,3837254000.0,-55667000.0,,26768000.0,567563000.0,44309000.0,68527000,70696000,768467000.0,,0.0,7212000.0,,1351867000.0,70696000,27862000.0,170584000.0,-57361000.0,11749000.0,126658000.0,66614000.0,-1691000.0,1578591000.0,0.28,35385000.0,-1669000.0,,,,
2017-06-30,107120000.0,2872908000.0,,,34904000.0,-25020000.0,150650000.0,,150650000.0,253986867.0,,1061000.0,235511000.0,751288000.0,-147123000.0,162990000.0,185063000.0,256730000,,-72429000.0,-84179000.0,19755000,19094000,,15075000.0,1337000.0,-0.02,479445000.0,-53710000.0,593429000.0,,,-34413000.0,-35807000.0,62153000.0,,42913000.0,2014567000.0,10837000.0,12492000.0,1740180000.0,,202071000.0,,253986867.0,260134000.0,4319724000.0,3726295000.0,-57354000.0,,24113000.0,557370000.0,36826000.0,-1655000,-6160000,738788000.0,,0.0,8257000.0,,1218233000.0,-6160000,29173000.0,150650000.0,34691000.0,13375000.0,151695000.0,54659000.0,-2577000.0,1571872000.0,-0.02,-1843000.0,-14479000.0,,,,
2017-09-30,0.0,2855788000.0,,,35535000.0,12951000.0,185487000.0,,185487000.0,253986867.0,,2267000.0,239698000.0,751288000.0,-7010000.0,157893000.0,150650000.0,368756000,,-47667000.0,-6695000.0,57389000,24787000,,89199000.0,1580000.0,-0.05,536216000.0,-21192000.0,650300000.0,0.0,,34837000.0,-18392000.0,38229000.0,,92610000.0,1994090000.0,14418000.0,18041000.0,1728157000.0,,275832000.0,,253986867.0,285362000.0,4305708000.0,3655408000.0,41532000.0,,26133000.0,501815000.0,58464000.0,-3623000,-12023000,682323000.0,,0.0,10369000.0,,1218539000.0,-12023000,25309000.0,185487000.0,-47667000.0,14884000.0,140557000.0,92924000.0,315000.0,1537271000.0,-0.05,-34780000.0,0.0,,,,
2017-12-31,-5405000.0,2848037000.0,,,39484000.0,10572000.0,214551000.0,,214551000.0,253986867.0,,7424000.0,233355000.0,751288000.0,-144853000.0,149452000.0,185487000.0,370630000,,-62408000.0,22422000.0,40443000,11007000,-1646787000.0,74455000.0,2081000.0,0.03,521194000.0,10533000.0,701862000.0,0.0,3596342000.0,29064000.0,-15797000.0,-1878000.0,,112696000.0,1949555000.0,2222000.0,-9062000.0,1728847000.0,,290703000.0,,253986867.0,306884000.0,4332813000.0,3630951000.0,12047000.0,,30671000.0,566662000.0,74123000.0,11284000,8310000,747992000.0,,96215000.0,8785000.0,,1269186000.0,8310000,25999000.0,214551000.0,-67813000.0,15790000.0,132287000.0,79927000.0,-1320000.0,1536887000.0,0.03,-30302000.0,-7620000.0,,,,
2018-03-31,-662000.0,2879731000.0,,,42076000.0,,258227000.0,,258227000.0,253986867.0,,,203759000.0,751288000.0,-91211000.0,160282000.0,214551000.0,316938000,,-21142000.0,-12403000.0,41294000,57892000,,-7331000.0,1739000.0,0.11,375997000.0,,757589000.0,,,43676000.0,,,,48306000.0,1920348000.0,49208000.0,17451000.0,1749711000.0,,233568000.0,,253986867.0,325277000.0,4313564000.0,3555975000.0,56741000.0,50000000.0,31042000.0,595367000.0,,31757000,28418000,833837000.0,,,8684000.0,,1209834000.0,28418000,25037000.0,258227000.0,-21804000.0,16966000.0,146790000.0,83370000.0,-1192000.0,1512227000.0,0.11,15468000.0,,,,,
2018-06-30,-804000.0,2926119000.0,,,48202000.0,,358941000.0,,358941000.0,253986867.0,,,167436000.0,751288000.0,-11317000.0,164578000.0,258227000.0,322566000,,-30391000.0,-19422000.0,19543000,54596000,,,1414000.0,0.16,341301000.0,,751602000.0,,,100714000.0,,,,45923000.0,1881366000.0,44955000.0,6098000.0,1791803000.0,,254821000.0,,253986867.0,217588000.0,4304935000.0,3553333000.0,120940000.0,50000000.0,27502000.0,580669000.0,,38857000,41277000,813944000.0,,,9641000.0,,1155245000.0,41277000,25900000.0,358941000.0,-31195000.0,20277000.0,136622000.0,67745000.0,-551000.0,1545015000.0,0.16,34006000.0,-7554000.0,,,,
2018-09-30,-1526000.0,2899526000.0,-5845000.0,,51704000.0,7878000.0,354945000.0,,354945000.0,253986867.0,,,164569000.0,751288000.0,-10075000.0,166473000.0,358941000.0,271853000,,-18190000.0,-12371000.0,-27076000,59620000,,28091000.0,1704000.0,-0.04,407915000.0,13380000.0,765694000.0,,,-3996000.0,-41162000.0,2218000.0,,46278000.0,1875455000.0,-13785000.0,-136000.0,1763315000.0,,247225000.0,,253986867.0,235996000.0,4312621000.0,3546927000.0,9901000.0,,23477000.0,570634000.0,63414000.0,-13649000,-10287000,785483000.0,,,9991000.0,-2888000.0,1193398000.0,-10287000,26624000.0,354945000.0,-19716000.0,27267000.0,129202000.0,24628000.0,-2296000.0,1548156000.0,-0.04,21678000.0,0.0,,,,
2018-12-31,-5537000.0,2808328000.0,31433000.0,,-5620000.0,-5955000.0,369200000.0,,369200000.0,253986867.0,,,188084000.0,751288000.0,-60222000.0,162681000.0,354945000.0,256024000,,-39307000.0,-29856000.0,14301000,-47763000,-1879788000.0,88955000.0,1760000.0,-0.29,399182000.0,-11970000.0,761134000.0,,3727403000.0,14255000.0,56933000.0,-2038000.0,,46166000.0,1847615000.0,-57903000.0,3513000.0,1675909000.0,,247343000.0,,253986867.0,211715000.0,4217221000.0,3456087000.0,49648000.0,,24261000.0,556651000.0,63033000.0,-61416000,-72854000,788474000.0,,,10140000.0,23494000.0,1187656000.0,-72854000,29073000.0,369200000.0,-44844000.0,31422000.0,135919000.0,8681000.0,-1931000.0,1473382000.0,-0.29,-67969000.0,-15306000.0,,,,
2019-03-31,-442000.0,2817356000.0,-13641000.0,,37635000.0,-1805000.0,279394000.0,,279394000.0,253986190.0,,,155598000.0,751288000.0,-55347000.0,161813000.0,369200000.0,186159000,,-8369000.0,-51643000.0,-29075000,72312000,,-29352000.0,1683000.0,0.11,321697000.0,8765000.0,687466000.0,,,-89806000.0,-49066000.0,-15247000.0,,53594000.0,1818558000.0,10990000.0,-13251000.0,1685805000.0,,177599000.0,,253986190.0,231543000.0,4145173000.0,3457707000.0,-37721000.0,,23372000.0,556969000.0,49744000.0,24241000,27265000,791377000.0,,,11578000.0,-24386000.0,1113074000.0,27265000,32122000.0,279394000.0,-8811000.0,25867000.0,137641000.0,8560000.0,-1296000.0,1492816000.0,0.11,49532000.0,,,,,
2019-06-30,-986000.0,2827733000.0,23817000.0,,26633000.0,13168000.0,284034000.0,,284034000.0,253986867.0,,,137076000.0,751288000.0,-12881000.0,162491000.0,279394000.0,216145000,,-27493000.0,-30069000.0,-15346000,67720000,,63188000.0,1537000.0,0.04,374220000.0,-6132000.0,663966000.0,,,4640000.0,-2833000.0,-10747000.0,,112493000.0,1779785000.0,-1210000.0,-9001000.0,1695504000.0,,204858000.0,,253986867.0,209403000.0,4112992000.0,3449026000.0,35695000.0,,24361000.0,483153000.0,58774000.0,7791000,9700000,701593000.0,,,10156000.0,-26604000.0,1075813000.0,9700000,33019000.0,284034000.0,-28479000.0,25269000.0,126732000.0,11287000.0,-1948000.0,1515648000.0,0.04,22467000.0,-15240000.0,,,,
2019-09-30,-1040000.0,2832070000.0,,,33850000.0,,279708000.0,,279708000.0,253986867.0,,,132325000.0,751288000.0,-60429000.0,162046000.0,284034000.0,230191000,,-27691000.0,-15115000.0,-6928000,30999000,,,1951000.0,0.02,377107000.0,,650794000.0,,,-4326000.0,,,,110726000.0,1775845000.0,19005000.0,16139000.0,1700286000.0,,203269000.0,,253986867.0,217423000.0,4124856000.0,3474062000.0,11829000.0,,23640000.0,469821000.0,,2866000,4500000,711724000.0,,55000000.0,11994000.0,,1088831000.0,4500000,32958000.0,279708000.0,-28731000.0,28378000.0,110878000.0,26922000.0,-4686000.0,1552962000.0,0.02,36316000.0,0.0,,,,
