date,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyGoodwill,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyStockBasedCompensation,quarterlyTotalNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyOtherNonCurrentLiabilities,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccountsReceivable,quarterlyLongTermDebt,quarterlyChangeInAccountPayable
2016-03-31,38371000000.0,5147189000000,,5000000.0,40548000000.0,15678000000,14741000000.0,281347000000.0,-45658000000.0,-1823000000.0,12715000000.0,,14805000000.0,,129868000000,0.23,10088000000.0,-90820000000.0,328620000000,48695652174.0,11200000000.0,11203000000.0,48695652174.0,679279000000,-2964000000.0,53508000000.0,851000000.0,15678000000,,3602000000.0,54983000000.0,1609000000,191916000000,48935000000,226364000000.0,0.23,-311940000000.0,5477758000000,50544000000.0,27522000000.0,0.0,,11200000000.0,269242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,36689000000.0,5274908000000,,35000000.0,37700000000.0,15571000000,16432000000.0,319161000000.0,-26099000000.0,-4091000000.0,10433000000.0,,16476000000.0,,131894000000,,9372000000.0,-127530000000.0,329929000000,,12400000000.0,12474000000.0,,716062000000,-595000000.0,-3876000000.0,873000000.0,15571000000,,4002000000.0,37814000000.0,1563000000,801230000000,48935000000,281347000000.0,,-15301000000.0,5606778000000,-4471000000.0,26727000000.0,0.0,,12400000000.0,-10188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,36541000000.0,5194107000000,,9000000.0,37144000000.0,15440000000,14291000000.0,242252000000.0,-44941000000.0,-15007000000.0,11328000000.0,0.0,14328000000.0,,142837000000,0.22,10990000000.0,-124540000000.0,342159000000,49740909091.0,10943000000.0,10946000000.0,49740909091.0,763759000000,-1516000000.0,-78874000000.0,877000000.0,15440000000,,3382000000.0,-76909000000.0,1543000000,223444000000,48935000000,319161000000.0,0.22,-162518000000.0,5541535000000,-80390000000.0,26320000000.0,0.0,,10943000000.0,119078000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,37155000000.0,5546554000000,,31000000.0,38388000000.0,17834000000,9165000000.0,385356000000.0,-59753000000.0,-3801000000.0,12388000000.0,0.0,8999000000.0,,136666000000,,11927000000.0,-164950000000.0,379224000000,,7086000000.0,7163000000.0,,865419000000,-2633000000.0,248053000000.0,914000000.0,17834000000,,1836000000.0,143104000000.0,1894000000,932549000000,48935000000,242252000000.0,,-224731000000.0,5931050000000,245420000000.0,26767000000.0,38279000000.0,,7086000000.0,167606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,38934000000.0,5358696000000,,14000000.0,37800000000.0,17684000000,14811000000.0,310542000000.0,8629000000.0,-2421000000.0,10177000000.0,-1401000000.0,14810000000.0,,148055000000,0.23,9769000000.0,-131423000000.0,387896000000,49517391304.0,11389000000.0,11392000000.0,49517391304.0,844594000000,-1783000000.0,-158595000000.0,905000000.0,17684000000,,3418000000.0,-74814000000.0,1832000000,298325000000,48935000000,385356000000.0,0.23,-227263000000.0,5751862000000,-160378000000.0,29786000000.0,0.0,,11389000000.0,239075000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,37127000000.0,5258518000000,,-1318000000.0,38807000000.0,17370000000,16233000000.0,321799000000.0,-59405000000.0,-5455000000.0,10945000000.0,1399000000.0,16306000000.0,,150156000000,,10525000000.0,-183911000000.0,387425000000,,12622000000.0,12772000000.0,,877053000000,,71081000000.0,886000000.0,17370000000,,3534000000.0,11257000000.0,1797000000,768582000000,48935000000,310542000000.0,,-417076000000.0,5651216000000,71293000000.0,31005000000.0,0.0,,12622000000.0,357449000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,38332000000.0,5135751000000,,1442000000.0,38724000000.0,17563000000,13297000000.0,318858000000.0,-48812000000.0,-15983000000.0,10368000000.0,-1400000000.0,13318000000.0,,159553000000,0.19,9994000000.0,-247163000000.0,395944000000,56457894737.0,10727000000.0,10731000000.0,56457894737.0,944158000000,-2040000000.0,82973000000.0,867000000.0,17563000000,,2587000000.0,-2941000000.0,1774000000,302536000000,48935000000,321799000000.0,0.19,-298883000000.0,5536973000000,80933000000.0,30192000000.0,0.0,,10727000000.0,252073000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,39323000000.0,5265258000000,,40000000.0,41671000000.0,21330000000,8028000000.0,337915000000.0,-34107000000.0,-5986000000.0,17062000000.0,-188000000.0,7842000000.0,,163121000000,,16604000000.0,-238950000000.0,399638000000,,7828000000.0,7983000000.0,,981972000000,-4369000000.0,58615000000.0,849000000.0,21330000000,,-141000000.0,19057000000.0,2163000000,868067000000,83890000000,318858000000.0,,-188370000000.0,5677691000000,54246000000.0,30134000000.0,7847000000.0,,7828000000.0,158818000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,43974000000.0,5205163000000,,38000000.0,39749000000.0,20896000000,,322381000000.0,-35838000000.0,-3294000000.0,11437000000.0,,15746000000.0,,165785000000,0.25,11039000000.0,-198324000000.0,406762000000,48664000000.0,12166000000.0,12429000000.0,48664000000.0,175394000000,-165000000.0,-56207000000.0,815000000.0,20896000000,,3317000000.0,-15534000000.0,2080000000,300324000000,83890000000,337915000000.0,0.25,-289049000000.0,5624705000000,-56372000000.0,30771000000.0,,,12166000000.0,253321000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,39465000000.0,5383683000000,,-12000000.0,41508000000.0,20610000000,,309831000000.0,-97177000000.0,-20150000000.0,11047000000.0,,16696000000.0,,166568000000,,10573000000.0,-254656000000.0,410983000000,,13555000000.0,13746000000.0,,41393000000,-534000000.0,68607000000.0,861000000.0,20610000000,,2950000000.0,-12550000000.0,2024000000,823200000000,83890000000,322381000000.0,,-172323000000.0,5807444000000,68073000000.0,31800000000.0,,,13555000000.0,76619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,43429000000.0,5427649000000,,120000000.0,40392000000.0,21646000000,,246429000000.0,-99996000000.0,-7107000000.0,11584000000.0,-890000000.0,13573000000.0,,176316000000,0.19,11171000000.0,-269990000000.0,424148000000,58305263158.0,11078000000.0,11297000000.0,58305263158.0,45814000000,-1665000000.0,164832000000.0,895000000.0,21646000000,,2276000000.0,-63402000000.0,1995000000,285529000000,83890000000,309831000000.0,0.19,-254159000000.0,5864796000000,163167000000.0,33290000000.0,,,11078000000.0,156641000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,5613628000000,,174000000.0,43484000000.0,21385000000,,376009000000.0,88438000000.0,-5681000000.0,18026000000.0,1000000.0,8311000000.0,,179820000000,,17612000000.0,-92260000000.0,436661000000,,7714000000.0,7904000000.0,,1636035000000,-2390000000.0,-74916000000.0,896000000.0,21385000000,,407000000.0,129580000000.0,2872000000,819009000000,83890000000,246429000000.0,,-819928000000.0,6066714000000,-77306000000.0,33160000000.0,,,7714000000.0,909743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,5771395000000,,11000000.0,47366000000.0,33061000000,,214630000000.0,-193185000000.0,-3300000000.0,12391000000.0,,15874000000.0,,193036000000,0.26,11966000000.0,-97391000000.0,453310000000,50830769231.0,13216000000.0,13402000000.0,48948148148.0,1829369000000,-522000000.0,-8434000000.0,872000000.0,33061000000,,2472000000.0,-161379000000.0,2730000000,248329000000,83890000000,376009000000.0,0.27,-633728000000.0,6241410000000,-8956000000.0,34219000000.0,,,13216000000.0,440929000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,5926845000000,,169000000.0,45709000000.0,32712000000,,237033000000.0,3162000000.0,-7749000000.0,12142000000.0,,18568000000.0,,196872000000,,11668000000.0,-112855000000.0,457005000000,,15091000000.0,15435000000.0,,1812016000000,-671000000.0,16981000000.0,896000000.0,32712000000,,3133000000.0,22403000000.0,2703000000,648125000000,83890000000,214630000000.0,,-554715000000.0,6398803000000,16310000000.0,35046000000.0,,,15091000000.0,558195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,5975905000000,,,48979000000.0,32439000000,,232323000000.0,27702000000.0,-18574000000.0,13260000000.0,,14845000000.0,,207987000000,0.2,12801000000.0,-172448000000.0,470808000000,62225000000.0,12445000000.0,12707000000.0,54108695652.0,1788760000000,-915000000.0,32160000000.0,929000000.0,32439000000,,2138000000.0,-4710000000.0,2714000000,271267000000,83890000000,237033000000.0,0.23,-477623000000.0,6461910000000,31245000000.0,35649000000.0,-982000000.0,,12445000000.0,506123000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
