date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
2003-09-30,522000000.0,195000000.0,1479000000.0,3168000000.0,486000000.0,,1314000000.0,7903000000.0,4954000000.0,1901000000.0,639000000.0,327000000.0,107000000,303600000.0,97000000.0,41000000.0,20000000.0,,0.0,-269000000.0,547000000.0,72000000.0,107000000.0,-1000000.0,735000000.0,107000000.0,389000000.0,628000000.0,4960000000.0,-36000000.0,0.3475,2943000000.0,6000000.0,2506000000.0,384000000.0,308800000.0,594000000.0,72000000.0,,,0.0,2943000000.0,0.3525,504000000.0,87000000.0,,-67000000.0,-8000000.0,2026000000,80000000.0,163000000,-1879000000.0,-22000000.0,-15000000.0,262000000.0,3938000000.0,1792000000.0,2949000000.0,,35000000.0,,,,142000000.0,260000000,2059000000.0,57000000.0,761000000.0,53000000.0,,,,,,,,
2003-12-31,804000000.0,261000000.0,1505000000.0,2980000000.0,502000000.0,2095000000.0,1190000000.0,8223000000.0,5130000000.0,1651000000.0,636000000.0,356000000.0,114000000,,96000000.0,302000000.0,19000000.0,-274000000.0,0.0,-367000000.0,578000000.0,61000000.0,114000000.0,-3000000.0,721000000.0,114000000.0,0.0,693000000.0,5106000000.0,-36000000.0,,3117000000.0,-8000000.0,541000000.0,411000000.0,,865000000.0,61000000.0,,,125000000.0,-631000000.0,,526000000.0,72000000.0,76000000.0,-96000000.0,-1000000.0,2083000000,132000000.0,167000000,-2147000000.0,-3000000.0,-11000000.0,357000000.0,4223000000.0,2126000000.0,3093000000.0,1816000000.0,31000000.0,,,,145000000.0,263000000,2076000000.0,55000000.0,796000000.0,29000000.0,,,,,,,,
2004-03-31,514000000.0,-22000000.0,1621000000.0,2938000000.0,471000000.0,,1399000000.0,8193000000.0,5134000000.0,1662000000.0,1276000000.0,361000000.0,134000000,306200000.0,100000000.0,300000000.0,19000000.0,,0.0,216000000.0,617000000.0,65000000.0,134000000.0,-4000000.0,751000000.0,134000000.0,0.0,,5150000000.0,-41000000.0,0.425,3043000000.0,-10000000.0,2627000000.0,421000000.0,314200000.0,579000000.0,65000000.0,,291000000.0,0.0,3043000000.0,0.435,630000000.0,61000000.0,,-49000000.0,-239000000.0,2238000000,-171000000.0,196000000,-2147000000.0,,4000000.0,27000000.0,4177000000.0,2212000000.0,3059000000.0,,39000000.0,,-250000000.0,,173000000.0,296000000,2030000000.0,60000000.0,811000000.0,55000000.0,,,,,,,,
2004-06-30,203000000.0,249000000.0,1726000000.0,2915000000.0,493000000.0,,1579000000.0,8555000000.0,5482000000.0,1614000000.0,1301000000.0,389000000.0,161000000,304200000.0,98000000.0,293000000.0,19000000.0,,0.0,-286000000.0,677000000.0,86000000.0,161000000.0,-2000000.0,877000000.0,161000000.0,0.0,,5371000000.0,-41000000.0,0.515,3184000000.0,17000000.0,3035000000.0,453000000.0,312400000.0,289000000.0,86000000.0,,312000000.0,0.0,3184000000.0,0.53,821000000.0,65000000.0,,-81000000.0,-23000000.0,2403000000,-50000000.0,224000000,-2147000000.0,,21000000.0,330000000.0,4206000000.0,2456000000.0,3073000000.0,,42000000.0,,0.0,,203000000.0,322000000,2059000000.0,64000000.0,849000000.0,29000000.0,,,,,,,,
2004-09-30,267000000.0,151000000.0,1836000000.0,2989000000.0,552000000.0,,1649000000.0,8883000000.0,5658000000.0,1647000000.0,1342000000.0,406000000.0,170000000,305600000.0,100000000.0,294000000.0,20000000.0,,0.0,-201000000.0,707000000.0,83000000.0,170000000.0,2000000.0,930000000.0,170000000.0,0.0,,5513000000.0,-40000000.0,0.545,3370000000.0,6000000.0,3064000000.0,478000000.0,313800000.0,350000000.0,83000000.0,,-61000000.0,0.0,3370000000.0,0.56,761000000.0,86000000.0,,-69000000.0,-22000000.0,2543000000,59000000.0,229000000,-2147000000.0,-109000000.0,-3000000.0,220000000.0,4204000000.0,2524000000.0,3225000000.0,,41000000.0,,0.0,,211000000.0,329000000,2057000000.0,72000000.0,917000000.0,13000000.0,,,,,,,,
2004-12-31,211000000.0,130000000.0,1899000000.0,3207000000.0,553000000.0,,1612000000.0,9075000000.0,5893000000.0,1734000000.0,1473000000.0,431000000.0,183000000,,102000000.0,39000000.0,20000000.0,,0.0,-62000000.0,734000000.0,85000000.0,183000000.0,-24000000.0,966000000.0,183000000.0,0.0,,5469000000.0,-41000000.0,,3606000000.0,5000000.0,3077000000.0,496000000.0,,296000000.0,85000000.0,,64000000.0,92000000.0,-576000000.0,,776000000.0,83000000.0,77000000.0,-131000000.0,-197000000.0,2633000000,-15000000.0,238000000,-2338000000.0,19000000.0,2000000.0,261000000.0,4485000000.0,2262000000.0,3182000000.0,2112000000.0,11000000.0,,0.0,,194000000.0,340000000,2147000000.0,65000000.0,894000000.0,41000000.0,,,,,,,,
2005-03-31,253000000.0,27000000.0,1913000000.0,3221000000.0,455000000.0,,1709000000.0,9274000000.0,5871000000.0,1734000000.0,1487000000.0,419000000.0,187000000,306200000.0,100000000.0,366000000.0,22000000.0,-41000000.0,0.0,-178000000.0,741000000.0,90000000.0,187000000.0,5000000.0,1018000000.0,187000000.0,0.0,,5746000000.0,-47000000.0,0.595,3528000000.0,-2000000.0,3068000000.0,488000000.0,314400000.0,343000000.0,90000000.0,,,0.0,3528000000.0,0.61,751000000.0,85000000.0,,-66000000.0,90000000.0,2654000000,-227000000.0,253000000,-2338000000.0,33000000.0,5000000.0,93000000.0,4443000000.0,2525000000.0,3403000000.0,,49000000.0,,-250000000.0,,236000000.0,353000000,2105000000.0,69000000.0,953000000.0,28000000.0,,,,,,,,
2005-06-30,315000000.0,244000000.0,2039000000.0,3441000000.0,512000000.0,,1759000000.0,9507000000.0,5944000000.0,1941000000.0,1500000000.0,446000000.0,209000000,299600000.0,99000000.0,272000000.0,22000000.0,-65000000.0,0.0,-147000000.0,795000000.0,130000000.0,209000000.0,9000000.0,1031000000.0,209000000.0,0.0,,6018000000.0,-46000000.0,0.685,3489000000.0,7000000.0,3185000000.0,515000000.0,306800000.0,445000000.0,130000000.0,,,0.0,981000000.0,0.7,768000000.0,90000000.0,,-78000000.0,-135000000.0,2834000000,-3000000.0,280000000,-2338000000.0,17000000.0,40000000.0,322000000.0,4413000000.0,2577000000.0,3563000000.0,2508000000.0,58000000.0,,-200000000.0,,267000000.0,379000000,2075000000.0,69000000.0,1025000000.0,6000000.0,,,,,,,,
2005-09-30,247000000.0,208000000.0,2001000000.0,3231000000.0,615000000.0,,1861000000.0,9749000000.0,6123000000.0,1725000000.0,1506000000.0,439000000.0,199000000,298200000.0,101000000.0,417000000.0,24000000.0,86000000.0,0.0,-238000000.0,788000000.0,92000000.0,199000000.0,-1000000.0,1065000000.0,199000000.0,0.0,,6054000000.0,-45000000.0,0.65,3695000000.0,3000000.0,3358000000.0,514000000.0,304800000.0,339000000.0,92000000.0,,,0.0,1126000000.0,0.665,799000000.0,130000000.0,,-88000000.0,-96000000.0,2789000000,48000000.0,274000000,-2338000000.0,-52000000.0,-38000000.0,296000000.0,4438000000.0,2823000000.0,3626000000.0,2569000000.0,50000000.0,,0.0,,249000000.0,375000000,2100000000.0,75000000.0,992000000.0,20000000.0,,,,,,,,
2005-12-31,226000000.0,293000000.0,2059000000.0,3472000000.0,582000000.0,,1785000000.0,10218000000.0,6640000000.0,1830000000.0,1642000000.0,453000000.0,210000000,,109000000.0,634000000.0,22000000.0,16000000.0,2000000.0,-705000000.0,779000000.0,110000000.0,210000000.0,14000000.0,1099000000.0,210000000.0,0.0,,6440000000.0,-46000000.0,,3778000000.0,2000000.0,3765000000.0,527000000.0,,336000000.0,110000000.0,,,115000000.0,-685000000.0,,810000000.0,92000000.0,74000000.0,-131000000.0,299000000.0,2838000000,36000000.0,252000000,-2480000000.0,-59000000.0,18000000.0,424000000.0,4655000000.0,2968000000.0,3578000000.0,2376000000.0,34000000.0,,0.0,,244000000.0,361000000,2175000000.0,74000000.0,942000000.0,14000000.0,,,,,,,,
2006-03-31,334000000.0,65000000.0,2167000000.0,3133000000.0,523000000.0,3124000000.0,1971000000.0,10691000000.0,6726000000.0,1561000000.0,1572000000.0,480000000.0,208000000,300800000.0,106000000.0,1074000000.0,28000000.0,-108000000.0,15000000.0,-339000000.0,846000000.0,108000000.0,208000000.0,-4000000.0,1157000000.0,208000000.0,0.0,,6644000000.0,-52000000.0,0.68,4047000000.0,-26000000.0,772000000.0,561000000.0,306200000.0,442000000.0,108000000.0,,,0.0,4047000000.0,0.69,878000000.0,110000000.0,,-62000000.0,210000000.0,3013000000,-187000000.0,285000000,-2480000000.0,,-2000000.0,127000000.0,4684000000.0,3511000000.0,3965000000.0,,45000000.0,,,,253000000.0,391000000,2204000000.0,81000000.0,1036000000.0,59000000.0,,,,,,,,
2006-06-30,354000000.0,364000000.0,2307000000.0,3157000000.0,549000000.0,3152000000.0,2035000000.0,10885000000.0,6766000000.0,1514000000.0,1643000000.0,499000000.0,253000000,303400000.0,108000000.0,908000000.0,28000000.0,-13000000.0,6000000.0,-107000000.0,879000000.0,125000000.0,253000000.0,8000000.0,1186000000.0,253000000.0,0.0,,6636000000.0,-52000000.0,0.82,4249000000.0,-16000000.0,764000000.0,581000000.0,308600000.0,479000000.0,125000000.0,,,0.0,4249000000.0,0.835,1012000000.0,108000000.0,,-77000000.0,-317000000.0,3186000000,-20000000.0,298000000,-2480000000.0,,17000000.0,441000000.0,4700000000.0,3479000000.0,4119000000.0,,25000000.0,,,,278000000.0,406000000,2220000000.0,82000000.0,1010000000.0,23000000.0,,,,,,,,
2006-09-30,572000000.0,364000000.0,2313000000.0,3461000000.0,549000000.0,3156000000.0,2025000000.0,11254000000.0,6853000000.0,1770000000.0,1691000000.0,468000000.0,213000000,301000000.0,108000000.0,704000000.0,25000000.0,-212000000.0,1000000.0,-344000000.0,802000000.0,129000000.0,248000000.0,2000000.0,1239000000.0,248000000.0,0.0,,6866000000.0,-58000000.0,0.81,4388000000.0,-9000000.0,833000000.0,554000000.0,306000000.0,701000000.0,129000000.0,,,0.0,4388000000.0,0.825,1022000000.0,125000000.0,,-84000000.0,-100000000.0,3115000000,217000000.0,248000000,-2480000000.0,,4000000.0,448000000.0,4682000000.0,3405000000.0,4401000000.0,,12000000.0,,-69000000.0,,225000000.0,356000000,2202000000.0,86000000.0,1130000000.0,4000000.0,,,,,,,,
2006-12-31,671000000.0,278000000.0,2300000000.0,3904000000.0,454000000.0,3034000000.0,1928000000.0,11417000000.0,7009000000.0,1774000000.0,2130000000.0,501000000.0,241000000,,112000000.0,812000000.0,23000000.0,-85000000.0,6000000.0,-221000000.0,802000000.0,114000000.0,241000000.0,34000000.0,1293000000.0,241000000.0,0.0,,7311000000.0,-58000000.0,,4106000000.0,9000000.0,969000000.0,574000000.0,,785000000.0,114000000.0,,,135000000.0,-877000000.0,,1050000000.0,129000000.0,73000000.0,-137000000.0,-209000000.0,3102000000,-158000000.0,228000000,-2675000000.0,,-15000000.0,415000000.0,4946000000.0,3407000000.0,4408000000.0,2796000000.0,-2000000.0,,-254000000.0,,239000000.0,340000000,2271000000.0,73000000.0,1091000000.0,22000000.0,,,,,,,,
2007-03-31,313000000.0,-181000000.0,2256000000.0,4827000000.0,256000000.0,3425000000.0,2139000000.0,12240000000.0,7835000000.0,2553000000.0,2274000000.0,508000000.0,234000000,295200000.0,109000000.0,737000000.0,30000000.0,,25000000.0,-446000000.0,897000000.0,106000000.0,234000000.0,-7000000.0,1389000000.0,234000000.0,0.0,,7962000000.0,-63000000.0,0.78,4278000000.0,-29000000.0,1385000000.0,591000000.0,300000000.0,419000000.0,106000000.0,,383000000.0,0.0,4278000000.0,0.795,1060000000.0,114000000.0,,-67000000.0,552000000.0,3153000000,-359000000.0,306000000,-2675000000.0,-156000000.0,-8000000.0,-114000000.0,4950000000.0,3135000000.0,4405000000.0,,35000000.0,,-178000000.0,,269000000.0,415000000,2275000000.0,83000000.0,1082000000.0,85000000.0,,,,,,,,
2007-06-30,382000000.0,276000000.0,2346000000.0,4803000000.0,278000000.0,3478000000.0,2208000000.0,12419000000.0,7884000000.0,2518000000.0,2285000000.0,525000000.0,240000000,294800000.0,118000000.0,759000000.0,41000000.0,,7000000.0,-175000000.0,902000000.0,112000000.0,246000000.0,8000000.0,1382000000.0,246000000.0,0.0,,7972000000.0,-63000000.0,0.82,4447000000.0,23000000.0,1386000000.0,613000000.0,300600000.0,494000000.0,112000000.0,,-61000000.0,0.0,4447000000.0,0.835,1081000000.0,106000000.0,,-76000000.0,-171000000.0,3248000000,-30000000.0,289000000,-2675000000.0,99000000.0,6000000.0,352000000.0,4945000000.0,3169000000.0,4535000000.0,,16000000.0,,-131000000.0,,256000000.0,407000000,2270000000.0,88000000.0,1051000000.0,26000000.0,,,,,,,,
2007-09-30,568000000.0,410000000.0,2381000000.0,4843000000.0,320000000.0,3486000000.0,2220000000.0,12739000000.0,7913000000.0,2547000000.0,2296000000.0,528000000.0,238000000,294000000.0,117000000.0,553000000.0,37000000.0,,7000000.0,-150000000.0,917000000.0,171000000.0,258000000.0,-1000000.0,1399000000.0,258000000.0,0.0,,7996000000.0,-62000000.0,0.855,4743000000.0,-24000000.0,1391000000.0,616000000.0,300800000.0,739000000.0,171000000.0,,-160000000.0,0.0,4743000000.0,0.875,1126000000.0,112000000.0,,-85000000.0,-286000000.0,3298000000,154000000.0,301000000,-2675000000.0,36000000.0,59000000.0,495000000.0,4927000000.0,3153000000.0,4826000000.0,,25000000.0,,-31000000.0,,263000000.0,418000000,2252000000.0,88000000.0,1154000000.0,19000000.0,,,,,,,,
2007-12-31,504000000.0,302000000.0,2428000000.0,4599000000.0,355000000.0,3982000000.0,2208000000.0,13430000000.0,8663000000.0,2432000000.0,2167000000.0,581000000.0,252000000,,125000000.0,985000000.0,39000000.0,,3000000.0,-689000000.0,946000000.0,142000000.0,256000000.0,10000000.0,1483000000.0,256000000.0,0.0,,8258000000.0,-63000000.0,,5172000000.0,-9000000.0,1557000000.0,658000000.0,,646000000.0,142000000.0,,85000000.0,139000000.0,-448000000.0,,1170000000.0,171000000.0,73000000.0,-126000000.0,232000000.0,3374000000,27000000.0,288000000,-2909000000.0,59000000.0,-29000000.0,428000000.0,5242000000.0,3659000000.0,4767000000.0,3257000000.0,7000000.0,,0.0,,259000000.0,413000000,2333000000.0,77000000.0,1149000000.0,11000000.0,,,,,,,,
2008-03-31,426000000.0,-100000000.0,2532000000.0,4884000000.0,268000000.0,4427000000.0,2561000000.0,14646000000.0,9397000000.0,2704000000.0,2180000000.0,552000000.0,244000000,295400000.0,126000000.0,1461000000.0,38000000.0,,6000000.0,-608000000.0,964000000.0,157000000.0,247000000.0,1000000.0,1634000000.0,247000000.0,0.0,,9146000000.0,-73000000.0,0.82,5500000000.0,-28000000.0,1662000000.0,641000000.0,301000000.0,583000000.0,157000000.0,,137000000.0,0.0,5500000000.0,0.835,1319000000.0,142000000.0,,-83000000.0,640000000.0,3496000000,-348000000.0,323000000,-2909000000.0,-13000000.0,15000000.0,-17000000.0,5382000000.0,4262000000.0,5249000000.0,,42000000.0,,,,286000000.0,449000000,2473000000.0,89000000.0,1214000000.0,24000000.0,,,,,,,,
2008-06-30,499000000.0,242000000.0,3069000000.0,5854000000.0,378000000.0,6181000000.0,3029000000.0,17923000000.0,11860000000.0,3155000000.0,2699000000.0,704000000.0,333000000,322400000.0,154000000.0,1489000000.0,44000000.0,,6000000.0,-2283000000.0,1210000000.0,219000000.0,333000000.0,3000000.0,1844000000.0,333000000.0,0.0,,10529000000.0,-83000000.0,1.015,7394000000.0,20000000.0,2047000000.0,815000000.0,327200000.0,718000000.0,219000000.0,,-109000000.0,0.0,7394000000.0,1.035,1468000000.0,157000000.0,,-134000000.0,1969000000.0,4279000000,-111000000.0,395000000,-2909000000.0,62000000.0,62000000.0,376000000.0,5608000000.0,4675000000.0,6063000000.0,,21000000.0,,,,354000000.0,549000000,2699000000.0,111000000.0,1340000000.0,1540000000.0,,,,,,,,
2008-09-30,282000000.0,312000000.0,2964000000.0,5486000000.0,365000000.0,5870000000.0,2845000000.0,16967000000.0,11380000000.0,2921000000.0,2565000000.0,659000000.0,315000000,332400000.0,155000000.0,1441000000.0,37000000.0,,1000000.0,-18000000.0,1150000000.0,181000000.0,315000000.0,17000000.0,1795000000.0,315000000.0,0.0,,9988000000.0,-82000000.0,0.935,6979000000.0,-55000000.0,1929000000.0,776000000.0,336800000.0,463000000.0,181000000.0,,153000000.0,0.0,6979000000.0,0.95,1424000000.0,219000000.0,,-121000000.0,-453000000.0,4114000000,95000000.0,374000000,-2909000000.0,-10000000.0,-38000000.0,433000000.0,5494000000.0,4502000000.0,5587000000.0,,39000000.0,,,,354000000.0,529000000,2585000000.0,117000000.0,1272000000.0,2000000.0,,,,,,,,
2008-12-31,342000000.0,514000000.0,2626000000.0,6593000000.0,297000000.0,5232000000.0,2295000000.0,16655000000.0,11860000000.0,3190000000.0,507000000.0,598000000.0,163000000,,157000000.0,1081000000.0,,,0.0,-290000000.0,861000000.0,188000000.0,163000000.0,9000000.0,1554000000.0,163000000.0,500000000.0,543000000.0,10338000000.0,-82000000.0,,6317000000.0,-6000000.0,2518000000.0,698000000.0,,530000000.0,188000000.0,,,177000000.0,-1538000000.0,,1121000000.0,181000000.0,82000000.0,-110000000.0,-327000000.0,3487000000,165000000.0,163000000,-2928000000.0,120000000.0,7000000.0,624000000.0,5567000000.0,3745000000.0,4795000000.0,3917000000.0,-29000000.0,,-1000000.0,,134000000.0,320000000,2639000000.0,100000000.0,1246000000.0,-44000000.0,,,,,,,,
2009-03-31,289000000.0,59000000.0,2174000000.0,6964000000.0,245000000.0,5213000000.0,2016000000.0,16001000000.0,11574000000.0,3707000000.0,943000000.0,558000000.0,-52000000,332200000.0,143000000.0,480000000.0,37000000.0,,256000000.0,-12000000.0,639000000.0,145000000.0,-50000000.0,-9000000.0,1490000000.0,-50000000.0,0.0,,9894000000.0,-83000000.0,-0.15,6065000000.0,-17000000.0,2426000000.0,656000000.0,332200000.0,434000000.0,145000000.0,-318000000.0,,0.0,,-0.15,969000000.0,188000000.0,,-48000000.0,-138000000.0,2813000000,40000000.0,-17000000,,-26000000.0,-43000000.0,107000000.0,,2930000000.0,4427000000.0,,-11000000.0,0.0,,,-63000000.0,117000000,2525000000.0,98000000.0,1236000000.0,,,,,,,,,
2009-06-30,433000000.0,313000000.0,2189000000.0,6441000000.0,263000000.0,5376000000.0,2015000000.0,16191000000.0,11714000000.0,3399000000.0,1011000000.0,554000000.0,31000000,333800000.0,147000000.0,643000000.0,,,-259000000.0,-153000000.0,712000000.0,148000000.0,29000000.0,8000000.0,1373000000.0,29000000.0,0.0,,9500000000.0,-84000000.0,0.085,6647000000.0,15000000.0,2481000000.0,649000000.0,335200000.0,581000000.0,148000000.0,-421000000.0,,0.0,,0.085,923000000.0,145000000.0,,-48000000.0,-205000000.0,2901000000,210000000.0,63000000,,-25000000.0,3000000.0,361000000.0,,3059000000.0,4477000000.0,,-1000000.0,0.0,,,30000000.0,63000000,2542000000.0,95000000.0,1230000000.0,,,,,,,,,
2009-09-30,473000000.0,431000000.0,2178000000.0,6475000000.0,305000000.0,5482000000.0,2047000000.0,16495000000.0,11907000000.0,3391000000.0,1710000000.0,553000000.0,194000000,334000000.0,153000000.0,392000000.0,38000000.0,,17000000.0,-69000000.0,850000000.0,192000000.0,193000000.0,6000000.0,1359000000.0,193000000.0,0.0,,9488000000.0,-83000000.0,0.57,6961000000.0,6000000.0,2492000000.0,652000000.0,338400000.0,665000000.0,192000000.0,-283000000.0,,0.0,,0.58,1033000000.0,148000000.0,,-40000000.0,-358000000.0,3028000000,303000000.0,198000000,,-15000000.0,44000000.0,471000000.0,,3013000000.0,4588000000.0,,-28000000.0,-10000000.0,,,166000000.0,204000000,2528000000.0,99000000.0,1283000000.0,0.0,,,,,,,,
2009-12-31,433000000.0,410000000.0,2241000000.0,6775000000.0,256000000.0,5435000000.0,1899000000.0,16282000000.0,11758000000.0,3349000000.0,536000000.0,587000000.0,212000000,,130000000.0,118000000.0,,,-15000000.0,9000000.0,890000000.0,340000000.0,211000000.0,4000000.0,1326000000.0,211000000.0,464000000.0,550000000.0,9464000000.0,-84000000.0,,6777000000.0,16000000.0,2441000000.0,690000000.0,,773000000.0,340000000.0,-289000000.0,,149000000.0,-1208000000.0,,1057000000.0,192000000.0,83000000.0,-59000000.0,-360000000.0,3131000000,192000000.0,200000000,-3255000000.0,-12000000.0,148000000.0,469000000.0,5700000000.0,2689000000.0,4524000000.0,3966000000.0,-42000000.0,0.0,,-27000000.0,170000000.0,325000000,2445000000.0,103000000.0,1258000000.0,0.0,,,,,,,,
2010-03-31,338000000.0,-200000000.0,2201000000.0,6355000000.0,286000000.0,5304000000.0,2052000000.0,15847000000.0,11367000000.0,3347000000.0,0.0,587000000.0,156000000,334200000.0,141000000.0,95000000.0,35000000.0,,25000000.0,66000000.0,902000000.0,151000000.0,155000000.0,8000000.0,1374000000.0,155000000.0,0.0,994000000.0,9125000000.0,-84000000.0,0.455,6683000000.0,8000000.0,2333000000.0,688000000.0,339200000.0,489000000.0,151000000.0,-48000000.0,96000000.0,0.0,,0.46,1135000000.0,340000000.0,,-38000000.0,-82000000.0,3103000000,-172000000.0,214000000,,-287000000.0,-189000000.0,-162000000.0,,2770000000.0,4480000000.0,,31000000.0,,,,187000000.0,222000000,2349000000.0,101000000.0,1254000000.0,,,,,,,,,
2010-06-30,538000000.0,406000000.0,2387000000.0,6319000000.0,350000000.0,5125000000.0,2126000000.0,15927000000.0,11065000000.0,3378000000.0,0.0,604000000.0,229000000,334800000.0,136000000.0,98000000.0,34000000.0,,-23000000.0,-282000000.0,991000000.0,249000000.0,226000000.0,1000000.0,1386000000.0,226000000.0,0.0,971000000.0,9317000000.0,-84000000.0,0.665,6570000000.0,-2000000.0,2203000000.0,707000000.0,340400000.0,787000000.0,249000000.0,-27000000.0,,0.0,,0.675,1229000000.0,151000000.0,,-63000000.0,-68000000.0,3378000000,51000000.0,284000000,,313000000.0,98000000.0,469000000.0,,2998000000.0,4862000000.0,,22000000.0,,,,251000000.0,284000000,2270000000.0,103000000.0,1321000000.0,,,,,,,,,
2010-09-30,493000000.0,314000000.0,2480000000.0,6453000000.0,437000000.0,5440000000.0,2332000000.0,17015000000.0,11662000000.0,3406000000.0,0.0,651000000.0,269000000,335200000.0,136000000.0,98000000.0,33000000.0,,56000000.0,-216000000.0,1091000000.0,395000000.0,268000000.0,2000000.0,1533000000.0,268000000.0,0.0,1036000000.0,9766000000.0,-97000000.0,0.785,7207000000.0,-12000000.0,2360000000.0,755000000.0,340600000.0,888000000.0,395000000.0,,,0.0,,0.795,1353000000.0,249000000.0,,-106000000.0,-76000000.0,3571000000,51000000.0,336000000,,-419000000.0,146000000.0,420000000.0,,3313000000.0,5353000000.0,,36000000.0,,,,305000000.0,336000000,2381000000.0,104000000.0,1425000000.0,,,,,,,,,
2010-12-31,838000000.0,368000000.0,2565000000.0,6616000000.0,465000000.0,5454000000.0,2239000000.0,17252000000.0,11746000000.0,3382000000.0,575000000.0,644000000.0,283000000,,138000000.0,76000000.0,,,-66000000.0,-580000000.0,1098000000.0,333000000.0,280000000.0,-12000000.0,1564000000.0,280000000.0,542000000.0,487000000.0,9849000000.0,-98000000.0,,7362000000.0,2000000.0,2272000000.0,761000000.0,,1171000000.0,333000000.0,,,0.0,-1348000000.0,,1408000000.0,395000000.0,170000000.0,-187000000.0,-35000000.0,3663000000,-132000000.0,337000000,-3502000000.0,587000000.0,-62000000.0,555000000.0,5979000000.0,3233000000.0,5506000000.0,4447000000.0,10000000.0,-50000000.0,,37000000.0,293000000.0,464000000,2477000000.0,117000000.0,1284000000.0,,,,,,,,,
2011-03-31,496000000.0,-392000000.0,2682000000.0,6312000000.0,300000000.0,5569000000.0,2466000000.0,17337000000.0,11867000000.0,3354000000.0,515000000.0,665000000.0,286000000,340100000.0,139000000.0,97000000.0,32000000.0,,0.0,266000000.0,1121000000.0,201000000.0,287000000.0,16000000.0,1667000000.0,287000000.0,511000000.0,1010000000.0,9513000000.0,-116000000.0,0.83,7783000000.0,6000000.0,2304000000.0,770000000.0,345700000.0,697000000.0,201000000.0,-17000000.0,348000000.0,640000000.0,,0.84,1456000000.0,333000000.0,,-88000000.0,-106000000.0,3803000000,-418000000.0,351000000,,-29000000.0,-132000000.0,-304000000.0,,3201000000.0,5470000000.0,,49000000.0,,-50000000.0,,335000000.0,351000000,2523000000.0,105000000.0,1348000000.0,,,,,,,,,
2011-06-30,601000000.0,218000000.0,2862000000.0,6531000000.0,367000000.0,5723000000.0,2625000000.0,18121000000.0,12204000000.0,3650000000.0,521000000.0,698000000.0,338000000,340900000.0,141000000.0,101000000.0,,,-5000000.0,-441000000.0,1228000000.0,282000000.0,336000000.0,4000000.0,1766000000.0,336000000.0,571000000.0,499000000.0,9934000000.0,-116000000.0,0.97,8152000000.0,1000000.0,2360000000.0,805000000.0,345700000.0,883000000.0,282000000.0,0.0,,643000000.0,,0.99,1534000000.0,201000000.0,,-133000000.0,171000000.0,4090000000,-54000000.0,423000000,,85000000.0,81000000.0,351000000.0,,3403000000.0,5917000000.0,,58000000.0,,-18000000.0,,396000000.0,423000000,2589000000.0,107000000.0,1385000000.0,,,,,,,,,
