date,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyInventory
2005-06-30,31302000,79597321.0,666002000,-391000.0,-2421000.0,,,,,1842929000.0,47473000,,1948000.0,,-53964000.0,-28765000.0,-8435000.0,42545000,0.28,,,-258367000.0,21712000.0,17206000.0,,0.0,,,905581000,3706000.0,,-320031000.0,-23000000.0,,22968000.0,,,31000.0,10700000.0,3360000.0,-61960000.0,21509000,24666000,21868000.0,,634800000,,203000.0,79676168.0,16171000,1522898000.0,3539000.0,,,-9128000.0,11076000.0,1163948000.0,-40092000.0,1948000.0,1948000.0,0.28,22315000,1571583000,,,-2030000.0,,11232000.0,,9793000,7996000.0,,,,,,
2005-09-30,32487000,79779808.0,806456000,,5803000.0,,,,,2078500000.0,49166000,0.0,2244000.0,,-210519000.0,-29217000.0,-44982000.0,45369000,0.26,,,-265283000.0,,17206000.0,,134978000.0,,,992251000,4166000.0,,-329763000.0,-98500000.0,,197896000.0,,,93040000.0,134073000.0,,133536000.0,22259000,23122000,12919000.0,,755000000,,,79843553.0,16679000,1748737000.0,3587000.0,,,296000.0,1948000.0,1257534000.0,146455000.0,2244000.0,2244000.0,0.26,20771000,1798707000,,,1005000.0,,12882000.0,,10228000,3012000.0,,,,,,
2005-12-31,35599000,,931774000,,-2371000.0,,,,,2096156000.0,53385000,0.0,65704000.0,,-65568000.0,-31383000.0,23379000.0,48744000,,,,-268890000.0,,17206000.0,,0.0,,,989214000,3494000.0,,-341193000.0,-44500000.0,,89726000.0,,,39000.0,0.0,,-417347000.0,23730000,27828000,39302000.0,,891700000,,,,17786000,1754963000.0,5044000.0,,,63460000.0,2244000.0,1258104000.0,-378045000.0,65704000.0,65704000.0,,25477000,1920988000,,,-3909000.0,,11519000.0,-70280000.0,11869000,4712000.0,,,,,,
2006-03-31,10053000,83208660.0,826747000,-2355000.0,750000.0,,,,,2230663000.0,55315000,,4107000.0,,-86155000.0,-31606000.0,-664000.0,23604000,0.27,,,-276290000.0,23482000.0,17206000.0,,0.0,,,1103185000,4245000.0,,-353399000.0,-182100000.0,,-13973000.0,,,120733000.0,103100000.0,1868000.0,-88223000.0,23251000,24888000,38531000.0,,788600000,,231000.0,83412391.0,45262000,1877264000.0,4593000.0,,,-61597000.0,65704000.0,1379475000.0,-49692000.0,4107000.0,4107000.0,0.27,22537000,1929932000,,,3105000.0,,13551000.0,,13198000,2068000.0,,,,,,
2006-06-30,36432000,88305175.0,878303000,2576000.0,3999000.0,,,,,2282730000.0,56504000,,10746000.0,,-54814000.0,-33592000.0,4740000.0,51233000,0.27,,,-283303000.0,24733000.0,17206000.0,,0.0,,,1097294000,4355000.0,,-366053000.0,-38300000.0,,15226000.0,,,118000.0,48700000.0,2369000.0,-58169000.0,24502000,26640000,46226000.0,,837300000,,231000.0,88466024.0,20072000,1916677000.0,4814000.0,,,6638000.0,4107000.0,1380597000.0,-11943000.0,10746000.0,10746000.0,0.28,24289000,1975597000,,,1423000.0,,14773000.0,,11930000,3355000.0,,,,,,
2006-09-30,39700000,89166429.0,962428000,-3857000.0,-3352000.0,,,,,2377202000.0,59307000,,113374000.0,,-94750000.0,-34459000.0,6145000.0,54341000,0.27,,,-292546000.0,25711000.0,17206000.0,,4381000.0,,,1197762000,4083000.0,,-381048000.0,-196200000.0,,154294000.0,,,109056000.0,79697000.0,-1555000.0,-99131000.0,25615000,26558000,43085000.0,,920000000,,96000.0,89267138.0,19607000,1996154000.0,5270000.0,,,102629000.0,10746000.0,1490308000.0,-56046000.0,113374000.0,113374000.0,0.27,24207000,2160190000,,,505000.0,,14637000.0,,12530000,,,,,,,
2006-12-31,46525000,,970516000,7018000.0,6403000.0,,,,,2881935000.0,69108000,,10573000.0,,-409561000.0,-39413000.0,-96656000.0,63056000,,,,-302154000.0,33008000.0,17206000.0,,2000.0,,,1575992000,4856000.0,,-396854000.0,-243300000.0,,347657000.0,,,173207000.0,-271997000.0,0.0,-409563000.0,32819000,32696000,-40897000.0,,920000000,,189000.0,,22583000,2485081000.0,5953000.0,,,-102801000.0,113374000.0,1878146000.0,-450460000.0,10573000.0,10573000.0,,28386000,2546508000,,,-615000.0,,16531000.0,,13706000,,,,,,,
2007-03-31,46955000,100054868.0,1006351000,-8133000.0,-8104000.0,,,,,2925336000.0,71301000,,5399000.0,,-60915000.0,-44722000.0,8972000.0,65080000,0.3,,,-310319000.0,34780000.0,17206000.0,,-2648000.0,,,1568962000,5091000.0,,-414089000.0,-24100000.0,,1390000.0,,,303000.0,9000.0,2033000.0,-61184000.0,34535000,36323000,54351000.0,,965800000,,245000.0,100276300.0,24346000,2511247000.0,5639000.0,,,-5174000.0,10573000.0,1879281000.0,-6833000.0,5399000.0,5399000.0,0.3,30260000,2575313000,,,29000.0,,18125000.0,,12420000,2917000.0,,,,,,
2007-06-30,45020000,100133094.0,981884000,10463000.0,11424000.0,,,,,2912811000.0,70693000,,8914000.0,,-34389000.0,-44598000.0,54600000.0,63538000,0.31,,,-318051000.0,32344000.0,17206000.0,,4460000.0,,,1563008000,5838000.0,,-432314000.0,-101300000.0,,-80002000.0,,,405000.0,-35809000.0,5298000.0,-39774000.0,31991000,36936000,117906000.0,,930000000,,353000.0,100246112.0,25673000,2480497000.0,6019000.0,,,3515000.0,5399000.0,1881059000.0,78132000.0,8914000.0,8914000.0,0.31,30873000,2544892000,,,961000.0,,18518000.0,,13029000,925000.0,,,,,,
2007-09-30,47066000,100187901.0,1524862000,-3103000.0,-3365000.0,,,,,3196422000.0,74089000,,266644000.0,,-277743000.0,-45582000.0,-1163000.0,66630000,0.28,,,-330507000.0,31253000.0,17206000.0,,-1027000.0,,,1551400000,6290000.0,,-450222000.0,-282400000.0,,488875000.0,,,20000.0,534437000.0,3420000.0,-277244000.0,30903000,33973000,46598000.0,,1470000000,,350000.0,100252953.0,27023000,2746200000.0,6098000.0,,,257730000.0,8914000.0,1881907000.0,-230646000.0,266644000.0,266644000.0,0.28,27910000,3076262000,,,-262000.0,,19489000.0,,16163000,528000.0,,,,,,
2007-12-31,52768000,,1539260000,22448000.0,21671000.0,,,,,3294950000.0,80616000,,193101000.0,,-125574000.0,-47340000.0,25702000.0,73828000,,,,-344735000.0,30493000.0,17206000.0,,7951000.0,,,1538092000,5475000.0,,-470695000.0,0.0,,-47283000.0,,,88000.0,-31000.0,3571000.0,-129155000.0,30049000,33176000,99314000.0,,1470000000,,444000.0,,27848000,2824255000.0,7142000.0,,,-73543000.0,266644000.0,1882827000.0,-29841000.0,193101000.0,193101000.0,,27113000,3077352000,,,-777000.0,,21060000.0,,22719000,,,,,,,
2008-03-31,53258000,100280264.0,1518177000,-22111000.0,-22282000.0,,,,,3458062000.0,83423000,,13343000.0,,-180246000.0,-47617000.0,16503000.0,76218000,0.24,,,-362683000.0,30187000.0,17206000.0,,0.0,,,1521287000,5544000.0,,-492073000.0,0.0,,-47625000.0,,,0.0,-8000.0,370000.0,-181054000.0,29789000,29761000,48113000.0,,1470000000,,398000.0,100365576.0,30165000,2965989000.0,8312000.0,,,-179758000.0,193101000.0,1883970000.0,-132941000.0,13343000.0,13343000.0,0.24,23698000,3039464000,,,-171000.0,,22960000.0,,23469000,808000.0,,,,,,
2008-06-30,52281000,100346512.0,1534616000,,17773000.0,,,,,3426516000.0,82432000,,39373000.0,,-4199000.0,-47820000.0,13026000.0,75197000,0.27,,,-377521000.0,,17206000.0,,181479000.0,,,1508321000,5924000.0,,-512082000.0,0.0,,-50850000.0,,,162000.0,-3192000.0,,180657000.0,28352000,33051000,81079000.0,,1470000000,,,100394431.0,30151000,2914434000.0,9130000.0,,,26030000.0,13343000.0,1885842000.0,261736000.0,39373000.0,39373000.0,0.27,26988000,3042937000,,,-61000.0,,22870000.0,,23929000,-369000.0,,,,,,
2008-09-30,52483000,100362872.0,1520507000,,-12369000.0,,,,,3417706000.0,82535000,,112562000.0,,1908000.0,-48272000.0,,78417000,0.29,,,-391825000.0,,17206000.0,,-822000.0,,,1569624000,5097000.0,,-530586000.0,0.0,,26226000.0,,,74494000.0,4000.0,,0.0,28568000,34697000,45055000.0,,1470000000,,,100420070.0,30052000,2887120000.0,8858000.0,,,73189000.0,39373000.0,1961449000.0,45055000.0,112562000.0,112562000.0,0.29,28634000,3090131000,,,1567000.0,1470000000.0,25934000.0,-5765000.0,23915000,8495000.0,,,,,,
2008-12-31,52659000,,1439518000,,17623000.0,,,,,3415570000.0,82668000,,46815000.0,,12664000.0,-50199000.0,0.0,76676000,,,,-407751000.0,,17206000.0,,0.0,,,1554661000,5054000.0,,-553417000.0,-100000000.0,,-150319000.0,,,-120000.0,0.0,,0.0,29933000,34331000,71908000.0,,1370000000,,,,30009000,2862153000.0,10624000.0,,,-65747000.0,112562000.0,1962412000.0,71908000.0,46815000.0,46815000.0,,28268000,2994179000,,,-2265000.0,,24017000.0,-3032000.0,22726000,15696000.0,,,,,,
2009-03-31,51457000,103439114.0,1396186000,,-19000000.0,,17860000.0,80661000.0,,3413417000.0,82894000,,10438000.0,,-1346000.0,-50425000.0,1397000.0,74408000,0.23,,1350000000.0,-428140000.0,,17206000.0,,0.0,20560000.0,46186000.0,1535445000,5950000.0,0.0,-573039000.0,-20000000.0,0.0,-70649000.0,,53487000.0,,-224000.0,,-2439000.0,30047000,30084000,35618000.0,11485000.0,1350000000,,,103445044.0,29204000,2840378000.0,10122000.0,,2233000.0,-36377000.0,46815000.0,1963585000.0,33179000.0,10438000.0,10438000.0,0.23,24021000,2931631000,2911071000.0,,3997000.0,,22951000.0,,21410000,,,,,,,
2009-06-30,51479000,103446949.0,1413721000,,16493000.0,,36557000.0,79754000.0,,3408938000.0,81638000,,35823000.0,,4679000.0,-50528000.0,1342000.0,74440000,0.26,,1350000000.0,-446133000.0,,17206000.0,,0.0,46242000.0,63721000.0,1518837000,5006000.0,0.0,-593621000.0,0.0,0.0,-50485000.0,,53793000.0,,43000.0,,,30112000,32560000,71191000.0,10296000.0,1350000000,,,103450457.0,28275000,2815317000.0,10419000.0,,1884000.0,25385000.0,10438000.0,1964970000.0,73630000.0,35823000.0,35823000.0,0.26,26497000,2932558000,2886316000.0,,-1051000.0,,22936000.0,,21367000,,,,,,,
2009-09-30,52423000,103470512.0,1398966000,,-13336000.0,,,81961000.0,,3413124000.0,81961000,,20042000.0,,-7258000.0,82763000.0,994000.0,75353000,0.26,,1350000000.0,-463620000.0,,17206000.0,,0.0,29624000.0,48966000.0,1502409000,4906000.0,0.0,-612622000.0,0.0,0.0,-50538000.0,,54043000.0,,-133301000.0,,,31049000,33152000,42015000.0,11357000.0,1350000000,,,103481892.0,29538000,2800502000.0,9582000.0,,0.0,-15781000.0,35823000.0,1966029000.0,41155000.0,20042000.0,20042000.0,0.26,27089000,2901375000,2871751000.0,,2060000.0,,22829000.0,-10612000.0,21374000,4214000.0,,,,,,
2009-12-31,52451000,,1426778000,,20306000.0,,38445000.0,74483000.0,,3447722000.0,81397000,,10026000.0,,-41799000.0,-184071000.0,993000.0,75118000,,,1371407000.0,-479018000.0,,17206000.0,,0.0,20422000.0,55371000.0,1488009000,5084000.0,16807000.0,-630840000.0,0.0,0.0,-46100000.0,,60277000.0,0.0,133371000.0,,0.0,31074000,35331000,77883000.0,0.0,1354600000,,,,22032000,2816882000.0,10396000.0,,6914000.0,-10016000.0,20042000.0,1967027000.0,77883000.0,10026000.0,10026000.0,,29268000,2914787000,2894365000.0,,-1399000.0,,22667000.0,-46815000.0,21377000,5016000.0,,,,,,
2010-03-31,50846000,103606241.0,1438264000,,-18095000.0,,19400000.0,81089000.0,,3473330000.0,83265000,,849000.0,,-28525000.0,-50827000.0,1761000.0,74101000,0.23,,1350000000.0,-499697000.0,29728000.0,17206000.0,,-609000.0,10366000.0,88264000.0,1467439000,6711000.0,0.0,-651841000.0,-23100000.0,0.0,-17179000.0,,56642000.0,,-1652000.0,21395000.0,-28713000.0,29451000,30205000,36527000.0,11981000.0,1350000000,,277000.0,103686440.0,30243000,2821489000.0,9517000.0,,2176000.0,-9177000.0,10026000.0,1967136000.0,7814000.0,849000.0,849000.0,0.23,24142000,2905703000,2895337000.0,,5661000.0,39900000.0,23255000.0,,21395000,,,,,,,
2010-06-30,51331000,103612454.0,1694060000,,19256000.0,,12323000.0,81782000.0,,3730052000.0,83466000,,872000.0,,-256165000.0,-50974000.0,1715000.0,74855000,0.24,,1626900000.0,-519669000.0,,17206000.0,,210000.0,10995000.0,67160000.0,1449095000,6650000.0,11755000.0,-673979000.0,-292200000.0,0.0,182199000.0,,14239000.0,,-87000.0,,,29755000,31048000,73989000.0,11755000.0,1626900000,,,103765828.0,30451000,3056073000.0,10123000.0,26052000.0,1684000.0,23000.0,849000.0,1968764000.0,102702000.0,872000.0,872000.0,0.24,24985000,3143155000,3132160000.0,,414000.0,26900000.0,23500000.0,,21576000,,,,,,,
2010-09-30,54810000,103830029.0,1658550000,,-9158000.0,,26846000.0,85410000.0,,3730233000.0,87173000,,155582000.0,,-10318000.0,-51089000.0,1348000.0,78910000,0.25,,1613750000.0,-540029000.0,30010000.0,17206000.0,,-5288000.0,165980000.0,44800000.0,1626984000,6165000.0,13750000.0,-690511000.0,-98000000.0,0.0,118783000.0,,62626000.0,,2000.0,27114000.0,,29675000,31654000,46245000.0,13750000.0,1600000000,,335000.0,103977023.0,30600000,3039722000.0,10398000.0,,1763000.0,154710000.0,872000.0,2167013000.0,46245000.0,155582000.0,155582000.0,0.25,25591000,3285534000,3119554000.0,,948000.0,0.0,23866000.0,-13972000.0,25135000,,,,,,,
2010-12-31,60022000,,1688625000,,25784000.0,,13779000.0,89809000.0,,4112862000.0,91786000,,17607000.0,,-402350000.0,-53863000.0,1342000.0,84107000,,,1622555000.0,-557112000.0,,17206000.0,,-674000.0,28908000.0,66070000.0,1846965000,5785000.0,22555000.0,-711615000.0,-203500000.0,0.0,177768000.0,,39374000.0,235692000.0,-4061000.0,,,32691000,37877000,86607000.0,0.0,1600000000,,,,29787000,3401247000.0,11301000.0,33240000.0,1977000.0,-137975000.0,155582000.0,2404077000.0,71222000.0,17607000.0,17607000.0,,31814000,3535590000,3506682000.0,26221000.0,-1753000.0,,24892000.0,-396776000.0,25131000,,,,,,,
2011-03-31,61093000,118960878.0,1660408000,,-23613000.0,,11271000.0,95773000.0,,4229679000.0,97756000,,129707000.0,,-155692000.0,-57186000.0,382000.0,87903000,0.25,,1616248000.0,-579604000.0,35971000.0,17206000.0,,-6148000.0,140213000.0,44160000.0,2110148000,7870000.0,16248000.0,-736770000.0,-38600000.0,0.0,226266000.0,,39079000.0,285533000.0,-2081000.0,25122000.0,-32067000.0,35603000,35999000,41526000.0,0.0,1600000000,,368000.0,119109044.0,34680000,3492909000.0,10506000.0,12533000.0,1983000.0,112100000.0,17607000.0,2689752000.0,9459000.0,129707000.0,129707000.0,0.25,29936000,3770556000,3630343000.0,58358000.0,7509000.0,,26810000.0,-118576000.0,25122000,1099000.0,,,,,,
2011-06-30,63982000,125999323.0,1900060000,,26173000.0,,19020000.0,100970000.0,,4387786000.0,102626000,,155671000.0,,-149024000.0,-61072000.0,303000.0,92983000,0.26,,1827696000.0,-601473000.0,38335000.0,17206000.0,,149000.0,166570000.0,72364000.0,2090993000,7987000.0,18090000.0,-761077000.0,0.0,0.0,79546000.0,,41284000.0,72000.0,461000.0,25647000.0,,37967000,39248000,95442000.0,0.0,1809606000,,368000.0,126202047.0,36988000,3626709000.0,10899000.0,32943000.0,1656000.0,25964000.0,129707000.0,2692466000.0,127509000.0,155671000.0,155671000.0,0.26,33185000,3991053000,3824483000.0,106551000.0,317000.0,,28940000.0,-185188000.0,25647000,,,,,,,
2011-09-30,66586000,126376201.0,1999232000,,-9105000.0,,16590000.0,105598000.0,,4800781000.0,107296000,,5543000.0,,-451787000.0,-61208000.0,198000.0,98455000,0.27,,1943334000.0,-622860000.0,38036000.0,17206000.0,,3169000.0,17608000.0,55898000.0,2275542000,7143000.0,28584000.0,-786863000.0,-243038000.0,0.0,239380000.0,,44118000.0,203631000.0,503000.0,28550000.0,,37669000,40780000,62279000.0,0.0,1914750000,,367000.0,126582609.0,39012000,4013918000.0,12065000.0,17948000.0,1698000.0,-150128000.0,155671000.0,2898402000.0,62279000.0,5543000.0,5543000.0,0.27,34717000,4274774000,4257166000.0,150124000.0,846000.0,,31792000.0,-462384000.0,28550000,,,,,,,
2011-12-31,68931000,,2164535000,,20898000.0,,18809000.0,111093000.0,,4971981000.0,113427000,,4165000.0,,-178360000.0,-64084000.0,3674000.0,103130000,,,2084360000.0,-645984000.0,39938000.0,17206000.0,,1187000.0,19540000.0,80175000.0,2254854000,7953000.0,29179000.0,-814126000.0,-94041000.0,0.0,77277000.0,,36481000.0,0.0,643000.0,28983000.0,,39570000,41005000,99705000.0,0.0,2055181000,,368000.0,,42162000,4157855000.0,15375000.0,39961000.0,2334000.0,-1378000.0,5543000.0,2900838000.0,99705000.0,4165000.0,4165000.0,,34942000,4419389000,4399849000.0,153336000.0,-3463000.0,,34209000.0,-191199000.0,28983000,,,,,,,
2012-03-31,67769000,132577100.0,1937494000,,-26509000.0,,13906000.0,112187000.0,,4973208000.0,114723000,-127500000.0,5194000.0,,-9288000.0,-66408000.0,314000.0,103019000,0.2,,1880322000.0,-678172000.0,38817000.0,17190000.0,,-3934000.0,22761000.0,57172000.0,2460939000,9168000.0,30444000.0,-844005000.0,-327206000.0,0.0,-40009000.0,,43515000.0,0.0,-1836000.0,28952000.0,,38412000,39263000,50326000.0,0.0,1849878000,,405000.0,132703954.0,44418000,4129203000.0,17567000.0,20513000.0,2536000.0,1029000.0,4165000.0,3139111000.0,50326000.0,5194000.0,5194000.0,0.2,26071000,4398433000,4375672000.0,149356000.0,-166000.0,,35250000.0,-8913000.0,28952000,,,,,,,
2012-06-30,68805000,132592939.0,2103676000,,27670000.0,,17591000.0,113553000.0,,5155381000.0,115643000,0.0,6064000.0,,-204366000.0,-68624000.0,703000.0,104280000,0.25,,2021186000.0,-703628000.0,39999000.0,17094000.0,,-6310000.0,23664000.0,82490000.0,2472883000,9273000.0,30925000.0,-870165000.0,-114946000.0,0.0,99629000.0,,64638000.0,0.0,-6637000.0,28806000.0,,39594000,43407000,105607000.0,30925000.0,1990261000,,405000.0,132828540.0,44748000,4285216000.0,17600000.0,41906000.0,2090000.0,870000.0,5194000.0,3176511000.0,105607000.0,6064000.0,6064000.0,0.25,32950000,4576559000,4552895000.0,147899000.0,1986000.0,183600000.0,35310000.0,-213046000.0,28806000,,,,,,,
2012-09-30,71145000,132764877.0,2593623000,,-23510000.0,4049000.0,38026000.0,118286000.0,2497000.0,5629079000.0,120237000,0.0,2794000.0,,-411921000.0,-69649000.0,888000.0,103456000,0.2,20247000.0,2531893000.0,-736531000.0,35930000.0,17010000.0,,5491000.0,19981000.0,61730000.0,2442703000,9335000.0,39499000.0,-901501000.0,-105419000.0,14471000.0,356056000.0,20247000.0,271757000.0,0.0,524000.0,-5495000.0,,35525000,37458000,52595000.0,0.0,2492394000,4049000.0,405000.0,132931813.0,47141000,4727578000.0,17187000.0,,1951000.0,-3270000.0,6064000.0,3179234000.0,52595000.0,2794000.0,2794000.0,0.2,26976000,5036326000,5016345000.0,276819000.0,3784000.0,,37722000.0,-433169000.0,29720000,,,,,,,
2012-12-31,73271000,,3030569000,,33968000.0,20929000.0,70426000.0,124809000.0,,5920685000.0,125578000,0.0,5248000.0,,-382799000.0,-71112000.0,-2871000.0,103138000,,,2936398000.0,-768661000.0,32998000.0,16945000.0,,-31928000.0,120626000.0,94171000.0,2412794000,10223000.0,31601000.0,-897767000.0,-617558000.0,0.0,267312000.0,,1333000.0,0.0,-10018000.0,-5208000.0,,32783000,39023000,117941000.0,0.0,2883868000,,215000.0,,51538000,5022918000.0,21659000.0,70426000.0,769000.0,2454000.0,2794000.0,3181455000.0,117941000.0,5248000.0,5248000.0,,28540000,5443363000,5322737000.0,242125000.0,-2829000.0,,41315000.0,-395473000.0,28825000,,,,,,,
2013-03-31,86502000,171659191.0,3622214000,,-49261000.0,15092000.0,51724000.0,167923000.0,,8639246000.0,171695000,0.0,4159000.0,3845000.0,-89210000.0,-95459000.0,-1947000.0,141689000,0.36,,3531377000.0,-807626000.0,33004000.0,15975000.0,,-46940000.0,161620000.0,90837000.0,5127591000,11613000.0,108795000.0,-946828000.0,-1477319000.0,0.0,31847000.0,,6915000.0,755495000.0,-3470000.0,-12030000.0,-1678000.0,32333000,71804000,56274000.0,0.0,3400740000,,671000.0,172053880.0,81421000,7692418000.0,24594000.0,51724000.0,3772000.0,-1089000.0,5248000.0,5935217000.0,56274000.0,4159000.0,4159000.0,0.36,61322000,8763603000,8601983000.0,848666000.0,-1961000.0,,69808000.0,-100051000.0,38877000,,,,,,,
2013-06-30,91263000,195574014.0,4310447000,,34582000.0,16809000.0,23228000.0,181036000.0,,9211982000.0,184319000,0.0,22575000.0,3653000.0,-610149000.0,-117175000.0,-2494000.0,167912000,0.23,,4193756000.0,-870199000.0,51558000.0,15834000.0,,22908000.0,171271000.0,116691000.0,5068879000,12075000.0,122088000.0,-998079000.0,-167762000.0,0.0,463406000.0,,5770000.0,-359000.0,-1898000.0,1133000.0,-1616000.0,50836000,54670000,165159000.0,0.0,4048109000,,722000.0,196099610.0,89773000,8213903000.0,27507000.0,77411000.0,3283000.0,18416000.0,4159000.0,5939078000.0,165159000.0,22575000.0,22575000.0,0.23,44188000,9415533000,9244262000.0,972049000.0,-463000.0,,77472000.0,-648323000.0,38656000,,,,,,,
2013-09-30,95909000,195768298.0,4834601000,,-7145000.0,26007000.0,,193406000.0,,9755752000.0,199304000,0.0,9960000.0,6737000.0,-512046000.0,-117357000.0,302000.0,173581000,0.21,,4725943000.0,-932876000.0,45966000.0,15739000.0,,6137000.0,154764000.0,108658000.0,5010248000,16628000.0,143728000.0,-1051950000.0,-809233000.0,0.0,375197000.0,,7299000.0,-51000.0,-11262000.0,-836000.0,-2608000.0,45295000,51571000,124234000.0,26859000.0,4549458000,,671000.0,196619866.0,97497000,8703802000.0,32169000.0,69299000.0,5898000.0,-12615000.0,22575000.0,5943124000.0,124234000.0,9960000.0,9960000.0,0.21,41089000,9880927000,9726163000.0,955893000.0,3905000.0,,74323000.0,-538010000.0,46746000,,,,,,,
2013-12-31,100389000,,4503083000,,31539000.0,31144000.0,102511000.0,201874000.0,,9899475000.0,227977000,0.0,10257000.0,6550000.0,-120606000.0,-121161000.0,-1532000.0,182442000,,,4359120000.0,-991794000.0,49316000.0,15660000.0,,-2919000.0,151356000.0,143963000.0,5385447000,16511000.0,154386000.0,-1114888000.0,-885196000.0,0.0,-52336000.0,,8910000.0,378489000.0,47132000.0,-240000.0,-2605000.0,48645000,64336000,173239000.0,0.0,4166840000,,671000.0,,101485000,8784587000.0,39323000.0,102511000.0,26103000.0,297000.0,9960000.0,6377241000.0,173239000.0,10257000.0,10257000.0,,53853000,9924441000,9773085000.0,935459000.0,-4612000.0,,84974000.0,-143099000.0,48152000,,,,,,,
2014-03-31,108139000,207003950.0,5126013000,,-33347000.0,28208000.0,70340000.0,210995000.0,,10520630000.0,221572000,,14142000.0,2697000.0,-593119000.0,-123896000.0,-1742000.0,195021000,0.23,,5014130000.0,-1058120000.0,56007000.0,15598000.0,,-460000.0,100080000.0,111883000.0,5325638000,12886000.0,161006000.0,-1179550000.0,-122497000.0,0.0,482808000.0,,11050000.0,0.0,-3599000.0,-469000.0,-1369000.0,54916000,57661000,114196000.0,0.0,4818166000,,1091000.0,207324363.0,102856000,9341080000.0,40329000.0,70340000.0,10577000.0,3885000.0,10257000.0,6383758000.0,114196000.0,14142000.0,14142000.0,0.23,47179000,10480781000,10380701000.0,986063000.0,9600000.0,29456000.0,89970000.0,-603980000.0,49044000,,,,,,,
2014-06-30,114038000,220979955.0,4947988000,,30249000.0,24002000.0,98973000.0,218519000.0,,10860992000.0,228646000,,8908000.0,2752000.0,-294227000.0,-131712000.0,-2091000.0,204731000,0.23,,4804662000.0,-1130746000.0,62791000.0,15556000.0,,-4470000.0,98815000.0,143326000.0,5835701000,11587000.0,180699000.0,-1249461000.0,-1010725000.0,0.0,104413000.0,,9785000.0,528627000.0,47056000.0,481000.0,-900770000.0,62221000,61902000,184580000.0,0.0,4593211000,,570000.0,221360641.0,104481000,9611531000.0,43751000.0,98973000.0,10127000.0,-5234000.0,14142000.0,6966447000.0,184580000.0,8908000.0,8908000.0,0.23,51420000,10812402000,10713587000.0,1048139000.0,3145000.0,,92894000.0,,49046000,,,,,,,
2014-09-30,116658000,222061661.0,5349454000,,-14933000.0,31718000.0,78271000.0,222943000.0,,11003844000.0,235713000,,16936000.0,2204000.0,-167011000.0,-132574000.0,-4373000.0,219116000,0.26,,5227894000.0,-1194987000.0,74324000.0,15535000.0,,-22060000.0,138917000.0,121560000.0,5561790000,11025000.0,207187000.0,-1317760000.0,-386518000.0,0.0,33734000.0,,10104000.0,-12000.0,-910000.0,9958000.0,-178790000.0,73627000,73283000,141305000.0,0.0,4762239000,,697000.0,222236071.0,106285000,9686084000.0,47852000.0,78271000.0,12770000.0,8028000.0,8908000.0,6756777000.0,141305000.0,16936000.0,16936000.0,0.26,57941000,10939840000,10800923000.0,1059879000.0,-325000.0,,95260000.0,,49532000,,,,,,,
