date,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyNetPPE,quarterlyInventory,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySellingGeneralAndAdministration,quarterlyCostOfRevenue,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
1999-12-31,,,6091608968.551831,652420085.414779,,,563087226.607998,,448663776.368578,,,,,,-77285815.969975,,,,,8572812863.983435,6484065614.080497,,,114423450.23942,1254655752.555973,,,1072981105.215478,,,,,,,,,,,3387569561.278633,,,3833227643.328588,2088747249.902938,1254655752.555973,,6091608968.551831,,873239937.88016,,,,,1573840106.121393,2132913808.722661,,,,,,0.0,,4816877507.441439,,,,,,,,,,,,,,,
2000-06-30,,,6245378978.28786,623038488.326318,,,915056172.970354,,806048814.462647,,471029282.621203,,,,-75005299.336826,,-2081126790.418799,,-806048814.462647,9037551100.747965,6644403900.311904,,,109007358.507707,,,258015625.473155,951056839.172698,,,,,,,,,,,3666225055.264513,,,3996242013.142355,2393147200.43606,1516093328.891984,,8326505768.706659,,,1518091935.923447,,,615038003.815523,,2150131726.372528,,,,,,,174010538.109802,4974301244.587106,,,,,,,,,,,,,,,
2000-09-30,261520070.838253,0.191309,0.0,0.0,,3073157034.0,0.0,75860389.61039,0.0,,,,862418831.168831,,,,,3073157034.0,,0.0,0.0,,,,,866412337.662338,,,,0.0,866412337.662338,587923553.719008,,,1342538370.720189,,,,0.0,,866412337.662338,,0.0,0.0,4331067001.180638,0.0,,,,,,,,0.0,,0.191309,600898760.330579,3464654663.5183,587923553.719008,0.0,,0.0,,,,,,,,,,,,,,,
2000-12-31,218416301.48819,,18120662564.225117,1890756064.045884,,,1122853686.222966,104116310.114787,1012868921.018043,,,,804364834.741074,,72989604.492771,,,,,27474451846.098698,20612338690.405067,,,109984765.204923,4800379376.269566,-1011392323.323707,,1159850340.542478,,-689912175.887203,-6638142251.165014,569928340.175125,,,908481144.855861,,,,15095050185.207314,,852365294.073832,6662140040.62612,6862113155.693631,4800379376.269566,4465797916.969679,18120662564.225117,,3848503405.424782,,,,,6137207252.957343,10294670808.937746,,,585948533.252884,3613432622.895848,569928340.175125,0.0,,11697490739.634365,,,,,,,,,,,,,,,
2001-03-31,584590956.311589,,17192378873.97792,1793896580.55465,52757892.706244,,1065332237.448099,86157612.347039,960981762.013406,-35649964.843683,,-33754780.04095,337700016.264482,84156488.774674,69250499.525274,,,,,26066993070.41535,19556411637.167515,3431823.197229,-2817106.627922,104350475.434693,4554465968.512194,-1393747748.265254,,1100433630.450494,-6638142251.165014,35342759.587799,-7699258860.373829,-242813703.238444,33754780.04095,17978661.564168,423857628.611521,-2330723748.124462,,9527112.137246,14321762296.824295,-41642877.536534,835916488.745076,6320852523.134043,6510581433.247835,4554465968.512194,4288592873.735409,17192378873.97792,8758831.19719,3651352615.245086,,-76114826.908341,,,5822810945.626143,9767296328.312101,,,-246890940.047107,3452676384.990333,-242813703.238444,0.0,,11098252724.361244,,,,,,,,,,,,,,,
2001-06-30,-253526768.638032,,19230998275.2,1674999897.6,-688892063.925744,,1500000139.2,400864951.927785,1284999552.0,276740891.404084,2085000657.6,,58516660.225613,-421370852.325875,58999886.4,-2438453269.75215,-15617001729.6,,-1284999552.0,28027997928.0,21269998401.6,-361440561.864214,29825622.829141,215000587.2,,1566726345.126623,1226999616.0,1160000126.4,-7699258860.373829,-4166430550.100597,-585000518.4,613961916.544311,,-477024856.06081,1360130223.74676,,,253446908.347687,16307998396.8,900748611.593362,958306028.318755,6549000048.0,6757999526.4,5234999121.6,4703541686.514274,34848000004.8,203218256.980991,,6521000030.4,-1167692261.552216,,1791999720.0,,11072999275.2,,,312043428.863644,3745235658.195519,613961916.544311,,1339999636.8,11340000096.0,,,,,,,,,,,,,,,
2001-09-30,237484904.71562,0.19019,0.0,0.0,,3203366426.0,0.0,63127742.923625,0.0,,,,857753821.684192,,,,,3203366426.0,,0.0,0.0,,,,,824685576.271686,,,,0.0,824685576.271686,609247150.304851,,,1336730876.851934,,,,0.0,,824685576.271686,,0.0,0.0,4176538246.296133,0.0,,,,,,,,0.0,,0.19019,620268916.968572,3351852670.024447,609247150.304851,0.0,,0.0,,,,,,,,,,,,,,,
2001-12-31,163853310.70655,,19247242927.5097,1504517385.176467,,,834620693.663456,-25192750.261289,659910204.43747,,,,761574019.2992,,8983915.260887,,,,,27268003429.08621,21677231448.78892,,,174710489.225985,3731842552.63502,-938499272.274475,,1158088139.139532,,-870565072.722782,-7534568385.568778,586778887.502277,,,736381269.037912,,,,14787598622.553507,,573008508.554608,7349871409.267251,5590771980.297284,3731842552.63502,3889153455.605848,19247242927.5097,,3251633901.457362,,,,,7284978858.811734,11055756069.918488,,,597720708.59265,3316144947.05124,586778887.502277,0.0,,12158935239.672785,,,,,,,,,,,,,,,
2002-03-31,246706453.412333,,0.0,0.0,,,0.0,79253666.131662,0.0,,,,668369688.824355,,,,,,,0.0,0.0,,,,,2175143492.340288,,,,870565072.722782,2061329796.337498,410573026.600425,,,747623354.956017,,,,0.0,,663635711.511204,,0.0,0.0,3797469345.505173,0.0,,,,,,,,0.0,,,421663235.412022,3133833633.993969,410573026.600425,0.0,,-321469566.859916,,,,,,,,,,,,,,,
2002-06-30,351955331.165497,,20179000000.0,1457000000.0,,,1616000000.0,347811341.206001,1499000000.0,,,,-78697529.807747,,,,,,,29552000000.0,22728000000.0,,,117000000.0,-5987000000.0,-1562329796.337498,,4303000000.0,,-2659000000.0,-6822000000.0,-479599064.407553,,,863034057.846996,,,,16870000000.0,,612670203.662502,7461000000.0,6824000000.0,6229000000.0,2834838952.592846,,,,,,,,5987000000.0,10641000000.0,,,-209652860.973244,-7745831251.069656,-479599064.407553,9000000.0,,12356000000.0,,,,,,,,,,,,,,,
