date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2015-09-30,-3431000.0,123059000.0,1021436000.0,38419000.0,237151000.0,273990000.0,10771000.0,1856502000.0,15392000.0,1582512000.0,37575413.0,-1534000.0,15141000.0,24043000.0,7875000.0,31009000.0,-405000.0,1258587000.0,55538000.0,3804000.0,15392000.0,15709000,334000.0,498330000.0,2321000.0,271667000.0,-63914000.0,83167000.0,548000.0,144485000.0,-11572000.0,23305000.0,0.41,76502000.0,0.0,37794543.0,188631000.0,16047000.0,22230000.0,,25912000.0,328000.0,,597915000.0,-708627000.0,-50000.0,27561000.0,-8102000.0,,87173000.0,548000.0,548000.0,7730000.0,29626000,0.41,96434000.0,-4295000.0,-633000.0,-932000.0,200023000,,2070114000.0,35954000.0,28472000.0,-31903000.0,18252000.0,6521000.0,1361487000.0,302000.0,45101000,-175000.0,-595000.0,4244000.0,548000.0,,,
2015-12-31,2550000.0,126025000.0,944643000.0,39732000.0,271238000.0,206689000.0,7964000.0,1820904000.0,14582000.0,1614215000.0,37728094.0,995000.0,16026000.0,23854000.0,8284000.0,31108000.0,3698000.0,1215881000.0,53753000.0,4215000.0,14582000.0,15442000,704000.0,445945000.0,-3761000.0,232175000.0,-36498000.0,85416000.0,0.0,135034000.0,-11616000.0,31399000.0,0.39,62974000.0,548000.0,37868416.0,189286000.0,15673000.0,22482000.0,0.0,23990000.0,634000.0,,605023000.0,-713904000.0,-63000.0,27357000.0,12274000.0,,133216000.0,0.0,0.0,7985000.0,29763000,0.39,89499000.0,-3898000.0,21658000.0,12156000.0,188787000,,2101718000.0,-11368000.0,47313000.0,-44763000.0,2297000.0,7040000.0,1387814000.0,288000.0,46493000,0.0,-412000.0,2893000.0,-548000.0,,,
2016-03-31,-2218000.0,128656000.0,986742000.0,39732000.0,232895000.0,209893000.0,11455000.0,1833357000.0,14520000.0,1623464000.0,37936943.0,-1425000.0,18289000.0,23181000.0,8411000.0,33014000.0,-724000.0,1219637000.0,57320000.0,-5840000.0,14520000.0,14490000,400000.0,493801000.0,6000.0,237141000.0,-25598000.0,85410000.0,0.0,148922000.0,-11889000.0,29593000.0,0.38,73521000.0,0.0,38045208.0,190357000.0,15266000.0,19982000.0,,29744000.0,682000.0,,613720000.0,-728781000.0,-52000.0,27382000.0,-7478000.0,,95393000.0,0.0,0.0,7994000.0,27576000,0.38,89826000.0,-3758000.0,-5497000.0,4916000.0,206242000,,2130889000.0,2961000.0,22637000.0,-24855000.0,2098000.0,5492000.0,1402108000.0,489000.0,46265000,-53000.0,-80000.0,3415000.0,0.0,,,
2016-06-30,-12778000.0,132401000.0,992659000.0,37572000.0,233136000.0,214396000.0,9238000.0,1861903000.0,15675000.0,1647507000.0,38179371.0,-294000.0,18525000.0,24980000.0,8413000.0,33605000.0,-1359000.0,1225795000.0,54846000.0,399000.0,15675000.0,15556000,1532000.0,493804000.0,4212000.0,241201000.0,-52699000.0,81396000.0,0.0,148636000.0,-11930000.0,32725000.0,0.41,78677000.0,0.0,38321289.0,193516000.0,15639000.0,20639000.0,,27763000.0,398000.0,,636108000.0,-740440000.0,-54000.0,31270000.0,-5195000.0,,101771000.0,0.0,0.0,7976000.0,27083000,0.41,86210000.0,-3648000.0,3660000.0,3935000.0,203482000,,2169012000.0,11174000.0,41525000.0,-54303000.0,1868000.0,5083000.0,1428572000.0,339000.0,47140000,-51000.0,-471000.0,18230000.0,0.0,,,
2016-09-30,3826000.0,134884000.0,965932000.0,37572000.0,246256000.0,203714000.0,10197000.0,1868907000.0,14616000.0,1665193000.0,38832659.0,-1442000.0,18314000.0,25857000.0,8065000.0,33707000.0,1085000.0,1212188000.0,55795000.0,-504000.0,14616000.0,14594000,499000.0,460757000.0,548000.0,245508000.0,-45110000.0,80848000.0,0.0,141380000.0,-12133000.0,31623000.0,0.37,69556000.0,0.0,39005706.0,196123000.0,15291000.0,19757000.0,,28511000.0,3087000.0,,656719000.0,-749569000.0,-55000.0,31097000.0,9183000.0,,122663000.0,0.0,0.0,8026000.0,27284000,0.38,77704000.0,-3576000.0,12990000.0,4831000.0,197175000,,2202004000.0,-5471000.0,50581000.0,-46755000.0,1631000.0,5163000.0,1452435000.0,323000.0,46097000,0.0,-127000.0,17733000.0,0.0,,,
2016-12-31,13297000.0,139479000.0,1026610000.0,37572000.0,215671000.0,208015000.0,9374000.0,1912385000.0,17510000.0,1704370000.0,39236861.0,-1241000.0,18317000.0,21706000.0,8417000.0,34104000.0,-3815000.0,1242281000.0,56847000.0,17886000.0,17510000.0,17397000,474000.0,505341000.0,-2892000.0,249440000.0,-35917000.0,83740000.0,0.0,139793000.0,-12292000.0,32874000.0,0.44,68242000.0,0.0,39551835.0,196741000.0,14958000.0,21740000.0,,27691000.0,670000.0,,670104000.0,-748219000.0,-87386000.0,29441000.0,2546000.0,,76084000.0,0.0,0.0,7890000.0,29156000,0.45,89350000.0,-3800000.0,7111000.0,3785000.0,196640000,,2225444000.0,-12726000.0,48643000.0,-35346000.0,1363000.0,4343000.0,1477225000.0,2027000.0,47947000,0.0,-172000.0,5057000.0,0.0,,,
2017-03-31,-8912000.0,146438000.0,1015609000.0,37572000.0,235974000.0,218912000.0,10438000.0,1930706000.0,19585000.0,1711794000.0,39350802.0,-508000.0,17854000.0,22168000.0,8125000.0,35416000.0,7999000.0,1251583000.0,61093000.0,-13986000.0,19585000.0,19529000,553000.0,490372000.0,2267000.0,253693000.0,-30009000.0,81473000.0,0.0,153024000.0,-12626000.0,28541000.0,0.49,82369000.0,0.0,39640725.0,197344000.0,14626000.0,25892000.0,,28292000.0,612000.0,,679123000.0,-761444000.0,-3057000.0,29810000.0,-15521000.0,,104368000.0,0.0,0.0,7462000.0,32801000,0.5,83622000.0,-3695000.0,-21264000.0,4146000.0,214117000,1107000.0,2248531000.0,8808000.0,21201000.0,-30113000.0,1268000.0,6363000.0,1487087000.0,1150000.0,51208000,-1759000.0,-175000.0,1958000.0,0.0,,,
2017-06-30,21830000.0,150558000.0,1020658000.0,37572000.0,236994000.0,220643000.0,10164000.0,1944056000.0,16778000.0,1723413000.0,39462865.0,-1923000.0,17908000.0,22441000.0,8156000.0,35253000.0,-6956000.0,1257652000.0,57661000.0,8108000.0,16778000.0,16717000,552000.0,490386000.0,-5794000.0,257669000.0,-26609000.0,87267000.0,0.0,154425000.0,-12658000.0,30257000.0,0.42,79029000.0,0.0,39702499.0,197775000.0,14391000.0,22614000.0,,28072000.0,1555000.0,,686404000.0,-773741000.0,-3057000.0,30892000.0,2689000.0,,100317000.0,0.0,0.0,7527000.0,29589000,0.43,94353000.0,-3586000.0,9092000.0,3786000.0,212086000,,2274303000.0,-21462000.0,48071000.0,-26241000.0,1113000.0,5897000.0,1500562000.0,770000.0,48049000,-40000.0,-187000.0,2308000.0,0.0,,,
2017-09-30,6610000.0,155618000.0,1028202000.0,37572000.0,246176000.0,228200000.0,10933000.0,1966897000.0,17734000.0,1738697000.0,39507581.0,-727000.0,17927000.0,22921000.0,8599000.0,34992000.0,3783000.0,1274378000.0,60469000.0,725000.0,17734000.0,17773000,592000.0,490406000.0,8352000.0,264315000.0,-38633000.0,78915000.0,826000.0,155988000.0,-12674000.0,31996000.0,0.45,87510000.0,0.0,39795366.0,197787000.0,14097000.0,24808000.0,,28860000.0,289000.0,,692519000.0,-785667000.0,-42058000.0,38297000.0,-8290000.0,,103834000.0,826000.0,826000.0,7393000.0,31609000,0.45,96217000.0,-3459000.0,1869000.0,6646000.0,216457000,,2306434000.0,-5346000.0,44805000.0,-38195000.0,852000.0,7035000.0,1520767000.0,845000.0,50128000,0.0,-175000.0,83000.0,826000.0,,,
2017-12-31,21136000.0,161286000.0,1050733000.0,37572000.0,256653000.0,239127000.0,11705000.0,2004278000.0,18342000.0,1765151000.0,39507796.0,-1010000.0,18856000.0,22769000.0,8629000.0,36006000.0,-2772000.0,1307386000.0,62696000.0,2486000.0,18342000.0,18100000,935000.0,490380000.0,-9119000.0,121880000.0,-37339000.0,88034000.0,16216000.0,143994000.0,-12674000.0,32923000.0,0.46,68466000.0,826000.0,39854801.0,197787000.0,13765000.0,25848000.0,,30561000.0,2035000.0,,696892000.0,-799419000.0,-59000.0,35042000.0,18987000.0,,112557000.0,16216000.0,16216000.0,7222000.0,32135000,0.46,84185000.0,-5631000.0,14045000.0,7953000.0,206690000,,2339022000.0,-6771000.0,59500000.0,-38364000.0,10180000.0,7748000.0,1539603000.0,877000.0,51926000,0.0,-439000.0,0.0,15390000.0,,,
2018-03-31,-18978000.0,174209000.0,1133265000.0,37572000.0,166103000.0,240132000.0,1417000.0,2007418000.0,26215000.0,1767286000.0,39550874.0,-719000.0,18763000.0,23482000.0,8648000.0,35763000.0,1905000.0,1299368000.0,68872000.0,-2598000.0,26215000.0,26215000,-234000.0,589943000.0,35000.0,124034000.0,-23827000.0,87999000.0,1121000.0,172394000.0,-13292000.0,24746000.0,0.66,94265000.0,16216000.0,39863682.0,198133000.0,13420000.0,30009000.0,,31257000.0,510000.0,,708050000.0,-814074000.0,-60000.0,30946000.0,-25047000.0,,30490000.0,1121000.0,1121000.0,7372000.0,37615000,0.66,87179000.0,-6133000.0,-22909000.0,2547000.0,241266000,984000.0,2360290000.0,4092000.0,4640000.0,-23618000.0,5119000.0,3794000.0,1546216000.0,1146000.0,56144000,-2409000.0,-922000.0,0.0,-15095000.0,,,
2018-06-30,23279000.0,179605000.0,1130431000.0,37572000.0,166235000.0,239241000.0,1386000.0,2011247000.0,18696000.0,1772006000.0,39605717.0,-1383000.0,18745000.0,25060000.0,8649000.0,36519000.0,-218000.0,1296666000.0,61499000.0,4031000.0,18696000.0,18696000,-679000.0,589960000.0,-2436000.0,125058000.0,-25892000.0,90435000.0,1036000.0,164849000.0,-13300000.0,31125000.0,0.47,91780000.0,1121000.0,39879069.0,198257000.0,13075000.0,21750000.0,,31394000.0,967000.0,,714581000.0,-832873000.0,-47000.0,27488000.0,-630000.0,,21144000.0,1036000.0,1036000.0,7676000.0,30105000,0.47,95082000.0,-5971000.0,11712000.0,-1174000.0,226348000,673000.0,2385433000.0,-22948000.0,48755000.0,-25476000.0,7248000.0,3054000.0,1552560000.0,1107000.0,48171000,-41000.0,-331000.0,,-85000.0,,,
2018-09-30,22070000.0,189575000.0,1138661000.0,37572000.0,163453000.0,241413000.0,1326000.0,2027416000.0,23273000.0,1786003000.0,39621524.0,-1222000.0,18708000.0,25889000.0,9123000.0,36721000.0,-2243000.0,1302114000.0,69517000.0,4313000.0,23273000.0,23273000,-81000.0,589984000.0,-4180000.0,129024000.0,-26215000.0,94615000.0,649000.0,158145000.0,-13303000.0,30859000.0,0.58,96095000.0,1036000.0,39903565.0,198324000.0,12746000.0,30632000.0,,31255000.0,402000.0,,725302000.0,-844042000.0,-41000.0,25163000.0,-2127000.0,,15658000.0,649000.0,649000.0,7549000.0,38262000,0.59,91033000.0,-5807000.0,-233000.0,5102000.0,227662000,2708000.0,2409330000.0,-21637000.0,47465000.0,-25395000.0,7926000.0,7359000.0,1565288000.0,1149000.0,56889000,-562000.0,-534000.0,,-387000.0,,,
2018-12-31,11652000.0,190433000.0,1153561000.0,37572000.0,170093000.0,241420000.0,1380000.0,2052517000.0,14161000.0,1811097000.0,39621659.0,-1048000.0,18450000.0,24326000.0,8961000.0,35759000.0,-658000.0,1323654000.0,55711000.0,9251000.0,14161000.0,14161000,-1054000.0,590002000.0,-11655000.0,140950000.0,-31485000.0,106270000.0,861000.0,165460000.0,-13303000.0,37006000.0,0.35,75144000.0,649000.0,39922467.0,198324000.0,12450000.0,14542000.0,,32304000.0,499000.0,,728863000.0,-848369000.0,-41000.0,23339000.0,19245000.0,,18771000.0,861000.0,861000.0,7811000.0,23407000,0.36,96291000.0,-4144000.0,-2199000.0,11344000.0,221171000,,2429467000.0,-10891000.0,42588000.0,-30936000.0,738000.0,381000.0,1581098000.0,1039000.0,40803000,1000.0,-407000.0,,212000.0,,,
2019-03-31,-7537000.0,203619000.0,1163328000.0,37572000.0,200721000.0,273701000.0,,2104548000.0,26324000.0,1830847000.0,39657321.0,-1258000.0,19131000.0,26354000.0,9220000.0,38653000.0,8000.0,1364049000.0,72177000.0,4088000.0,26324000.0,26324000,209000.0,590022000.0,-462000.0,141500000.0,-25436000.0,106732000.0,891000.0,173795000.0,-13922000.0,23714000.0,0.66,113144000.0,861000.0,39903165.0,198649000.0,12154000.0,31952000.0,,32608000.0,509000.0,,740499000.0,-861401000.0,-42000.0,25179000.0,-37086000.0,,43775000.0,891000.0,891000.0,7826000.0,39569000,0.66,100496000.0,-4760000.0,-20644000.0,498000.0,245972000,2459000.0,2461222000.0,8316000.0,17150000.0,-24687000.0,7787000.0,5628000.0,1599821000.0,1796000.0,58909000,-2730000.0,45000.0,,30000.0,,,
2019-06-30,22812000.0,205115000.0,1164490000.0,37572000.0,206149000.0,263566000.0,,2114944000.0,15426000.0,1851378000.0,39712036.0,-3518000.0,19441000.0,28859000.0,9683000.0,39002000.0,-1128000.0,1370639000.0,59522000.0,-3866000.0,15426000.0,15426000,-225000.0,590063000.0,872000.0,141335000.0,-29947000.0,105860000.0,982000.0,169681000.0,-13930000.0,29294000.0,0.39,105407000.0,891000.0,39917831.0,198775000.0,11858000.0,18769000.0,,32703000.0,2896000.0,,744305000.0,-875475000.0,-42000.0,23012000.0,,,36779000.0,982000.0,982000.0,7825000.0,26819000,0.39,111848000.0,-4615000.0,15791000.0,-212000.0,229203000,3732000.0,2497046000.0,-22099000.0,52137000.0,-29325000.0,8959000.0,3343000.0,1621571000.0,2148000.0,46035000,0.0,-457000.0,,91000.0,,,
2019-09-30,-59821000.0,215931000.0,1170499000.0,37572000.0,253187000.0,237659000.0,,2180191000.0,24745000.0,1942532000.0,39714672.0,-770000.0,19657000.0,28130000.0,9743000.0,38996000.0,1437000.0,1423686000.0,68577000.0,,24745000.0,24745000,-35000.0,590015000.0,8808000.0,143565000.0,-95747000.0,97052000.0,921000.0,160075000.0,-13929000.0,26560000.0,0.62,92189000.0,982000.0,39946739.0,198776000.0,11562000.0,29681000.0,,31322000.0,706000.0,,756505000.0,-877958000.0,-44000.0,19593000.0,,,109177000.0,921000.0,921000.0,7539000.0,37255000,0.62,89360000.0,-4496000.0,1347000.0,2190000.0,228652000,3945000.0,2592066000.0,59824000.0,35862000.0,-95683000.0,6311000.0,4936000.0,1714108000.0,1301000.0,56877000,-35000.0,-878000.0,,-61000.0,,,
