date,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital
2000-12-31,18132522200.0,8342237900.0,,23293316980.0,92336382280.0,8523243700.0,,,6091377540.0,,4150773108.28,33023975840.0,1020789578.76,1020789578.76,,791101820.0,-912748199.24,1388420960.0,1020789578.76,0.0,0.0,,,,4338815500.0,6856925600.0,,765548060.0,,309312683.16,0.0,27395760200.0,75751992040.0,57091358800.0,9650803360.0,413119120.0,,8095218220.0,,25920030560.0,0.0,5934860760.0,,,,2814458846.92,4832732015.12,,2131452607.86,,3520888046.6,38705428480.0,604312037.92,2503203740.0,-416477540.84,,,,2018273168.2,,,,24067382960.0,16584390240.0,80611465400.0,,8983505123.4,0.0,,-41906036920.0,,,,,,,
2001-03-31,14799809906.1,10050910536.35,,23647037017.5,93890553714.3,10494063671.0,0.088799,,3431950212.25,,3010510500.15,33697947553.85,432045853.15,432045853.15,,849983289.85,-111963224.0,,432045853.15,0.0,0.0,,,,,4053203411.7,10003584156.45,621253199.45,,487977236.95,0.0,19963644436.05,77774295791.15,58501341616.4,18693522801.1,719007550.6,,22951883295.7,,26067713198.85,0.0,,0.088799,,5003165892.0,3240741728.8,4597112032.45,,1334158023.75,,3362210639.65,39117128554.0,637162981.8,3115829903.15,205117128.65,,,,1356370303.65,5003165892.0,,,24803394062.55,16116257923.15,84046253454.0,,7607622532.6,0.0,,-44929124900.0,,,,,,,
2001-06-30,14041772660.4,9982072024.8,,24409068231.6,94343626069.2,10126367895.6,0.141883,,2372405641.8,,3208309345.8,34391140256.4,716188183.8,716188183.8,,869479161.6,134803062.0,,716188183.8,0.0,0.0,,,,,3019543878.0,9832677946.2,647138236.2,,438787084.8,0.0,29556693231.6,79243708790.4,58265590863.0,10141056570.0,1084526343.6,,23318085883.8,,27232052843.4,0.0,,0.141883,,5120372508.0,3317530770.6,4698843874.8,,1352134600.8,,3476916536.4,39545958988.8,970106700.0,3913966959.6,253918516.2,,,,1381313104.2,5120372508.0,,,23874450606.6,15099917278.8,85854581788.8,,7907153220.6,0.0,,-46308622800.0,,,,,,,
2001-09-30,13639874205.9,10120313207.4,,22499305526.7,91455367269.6,10127404349.4,0.088622,,3039639972.3,,2979512357.1,32619618734.1,441868158.0,441868158.0,,823808482.2,-292148464.2,,441868158.0,0.0,0.0,,,,,3618942365.7,10814376842.7,579302393.4,,419494836.6,0.0,29693941975.8,75675469833.3,57073869782.7,9504853673.7,1209742239.0,,22007397616.5,,26177176819.2,0.0,,0.088622,,5169171594.0,3374136604.8,4791829327.2,,1280957721.9,,3442853722.5,36476674183.8,637532085.3,4169779202.7,195663927.3,,,,1417692722.4,5169171594.0,,,24454251048.6,15779897436.3,79679950783.8,,7771341684.3,0.0,,-43203276600.0,,,,,,,
2001-12-31,12797963170.0,7018817950.0,,26161253070.0,86455652840.0,8006734840.0,,393368500.0,2307387230.0,,-1763092756.1,34722075540.0,518244747.3,518244747.3,,754143610.0,-642721976.8,1542004520.0,518244747.3,4431577130.0,-9899399280.0,,,,4673217780.0,2930033370.0,,622646140.0,,264259361.9,2057879210.0,26098314110.0,74214025120.0,53147456080.0,11495351480.0,262994940.0,,9522889430.0,,25871284290.0,0.0,5234048870.0,,,,9374016532.5,10653474243.9,,2451052183.9,,3379855705.0,36620359530.0,-479884447.2,,-998129194.5,,,,1279457711.4,,,,18425380540.0,12241627720.0,80564116620.0,,8890381487.8,8831684780.0,,-43943757090.0,,,,,,,
2002-03-31,356467257.3,7065314333.0,,25897362706.6,85590327337.9,8745249505.3,0.027666,1411384366.7,2955745392.6,,1773247375.9,32962677039.6,120987374.2,120987374.2,,838718750.1,-222292816.9,,120987374.2,0.0,0.0,,,,,3606838142.6,9117502463.3,651092750.0,,855302971.6,0.0,25845411815.3,71883902521.2,53422507769.4,11083370036.2,515618418.7,,24822764813.0,,24822764813.0,0.0,9574476642.5,0.027666,,5157890727.0,4431570158.4,5638444858.2,,2575999418.3,,3211605912.9,34955120669.7,-57945533.8,,-178932908.0,,,,1206874699.8,5157890727.0,,,20459830729.8,13706424816.7,79813403369.7,,7411692234.1,0.0,,-44858282700.0,,,,,,,
2002-06-30,452450594.4,11568433041.2,,21501475273.6,78660570779.0,9208242922.2,-1.079175,1371028457.4,2453135536.6,,1702479692.2,33069908314.8,-5685879753.4,-5685879753.4,,713019070.4,-5944250821.6,,-5685879753.4,0.0,0.0,,,,,3068815380.4,7313382844.6,615679843.8,,751554738.2,0.0,24606530267.2,65121902445.6,51001797793.8,10965032710.8,548590960.4,,18031724067.0,,18031724067.0,0.0,8795027582.6,-1.079175,,5261039877.0,4197744458.6,5502482266.4,,2505448538.6,,3200795739.4,29550339467.6,-5609605645.0,,76274108.4,,,,1304737807.8,5261039877.0,,,17931889479.0,13538668333.4,68907392867.6,,7204961958.6,0.0,,-39357053400.0,,,,,,,
2002-09-30,318113974.42,11326839062.44,,20757381135.48,75246781808.22,6853773006.74,0.101482,1792522630.58,2277033858.22,,1724405043.02,32084220197.92,537447016.48,537447016.48,,610159042.46,-197260092.04,,537447016.48,0.0,0.0,,,,,2791009441.22,6768876655.64,513975583.0,,401412348.04,0.0,24096525206.82,64461285465.28,48895396959.2,13553533592.06,530554852.52,,17163946998.88,,17163946998.88,0.0,7931663500.64,0.101482,,5261039877.0,3809870971.06,5098804872.26,,2324475966.56,,3007446275.68,26811226666.4,368752037.72,,-103374358.12,,,,1288933901.2,5261039877.0,,,16811176761.28,10785496342.94,66405220006.4,,6823209915.28,0.0,,-39593993340.0,,,,,,,
2002-12-31,9131170000.0,8144010000.0,,20096690000.0,68041290000.0,6029150000.0,,437420000.0,3366230000.0,5103710000.0,1753208241.12,30750620000.0,-546811450.7,-6342421450.7,6364020000.0,449830000.0,-11677448226.5,1629460000.0,-546811450.7,3575580000.0,-5780190000.0,,,,4860660000.0,3910140000.0,5113150000.0,543910000.0,,-419160223.66,4502790000.0,7629570000.0,57467620000.0,45432360000.0,10468390000.0,0.0,,,,16996000000.0,0.0,,,,,4762453420.46,5993320819.56,,3009758431.4,,-15740098764.78,27099650000.0,-9365021469.86,0.0,-3022600019.16,,,,1230867399.1,,880460000.0,,14681740000.0,10573670000.0,68004850000.0,,7746529060.68,8814610000.0,,-40905200000.0,,,,,,,
2003-03-31,364198110.5,8661270681.0,,21364124278.0,67546968399.75,5792464403.25,0.095942,1507452444.75,3502065007.0,,1435251118.0,30025394959.0,541909457.25,541909457.25,,692494624.5,20145567.75,,541909457.25,0.0,0.0,,,,0.0,4448261440.0,4635247930.25,946196433.0,,245524965.0,0.0,13936358903.25,55986872156.25,44247268845.5,15792552716.5,626875775.75,,,,17624213253.5,0.0,7714975401.0,0.095942,,5256756756.0,3751279344.75,5005927841.25,,2191869988.0,,2913884170.75,26257960536.5,804985256.25,,263075799.0,,,,1254648496.5,5256756756.0,,,14221873886.5,11560096243.5,65579600999.5,,6441178959.25,0.0,,-39321640463.0,,,,,,,
2003-06-30,404923563.66,7735464015.73,,20342987476.79,66353749965.8,6156093857.76,0.192021,1369274113.9,2057354584.67,,1531563024.2,28078451492.52,880510984.98,880510984.98,,421791250.54,112983430.89,,880510984.98,0.0,0.0,,,,,4705176419.57,4746797228.36,2647821834.9,,50203270.04,0.0,13835267357.01,54719561045.05,43875257533.14,14884055420.19,351127392.88,,16846592711.19,,16846592711.19,0.0,9275811134.7,0.192021,,5170270269.0,4002224607.59,5559138701.38,,2430039381.99,,3239986456.96,26000238267.85,1387039591.41,,451135011.47,,,,1556914093.79,5170270269.0,,,15796806040.62,11634188920.75,63339578276.37,,7090701725.58,0.0,,-37339340008.52,,,,,,,
2003-09-30,271688815.65,7325507990.85,,19291412295.75,63219483080.25,6509942275.2,0.096114,1299390542.1,2706696898.5,,1596059949.75,26616920286.6,588243186.3,588243186.3,,392894442.15,10092605.25,,588243186.3,0.0,0.0,,,,,3264563616.3,4802668935.75,557866717.8,,453747747.6,0.0,13929377978.25,52719540625.5,41339582184.6,13774897208.1,332542121.1,,17164964279.4,,17164964279.4,0.0,8348913604.5,0.096114,,5151663201.0,3896173693.65,5668196693.25,,2311304397.15,,3449319628.65,25015265439.15,1083558055.65,,402088020.6,,,,1772022999.6,5151663201.0,,,14722661898.0,10499942454.75,61870845085.35,,7264256643.0,0.0,,-36855579646.2,,,,,,,
2003-12-31,8107913380.76,8533218875.63,,17662905940.99,61966848382.23,6207405751.88,,417439833.69,133227117.58,,1698302960.22,26996355396.89,186897786.18,186897786.18,,400269728.97,-1166998147.45,800230580.27,186897786.18,3529888156.05,-5162643310.72,,,,4947239646.35,469059723.99,,335832606.41,,803137044.05,9175017444.03,13703069596.66,51502785167.54,40821042598.5,13526378070.91,3194056343.67,,1607139746.87,,16727311508.41,0.0,5299333987.16,,,,4788496209.32,6517515211.85,,-1887123455.37,,3410825561.55,24273337499.97,58093760.2,2199733864.23,-205496143.23,,,,1729019002.53,,,,13824687201.61,10464063214.69,68320489845.18,,8215818172.07,9175017444.03,,-44047152345.21,,,,,,,
2004-03-31,281347329.12,8344536042.82,,17536210555.9,61813089825.78,5955032540.96,0.10856,794603776.76,3903604908.94,,1582515416.82,25880746598.72,557500845.9,557500845.9,,457426414.54,-232508123.6,,557500845.9,0.0,0.0,,,,,4384002924.8,5347793981.92,480398015.86,,215130483.0,0.0,13541719206.8,50590262947.48,40190103802.1,13092882590.04,426364998.0,,14338925165.52,,17145000987.48,0.0,7885612115.58,0.10856,,5151654222.0,3744905087.44,5367769746.18,,2183362153.36,,3213670370.8,23955661150.64,1019921404.42,2806075821.96,387314412.08,,,,1622864658.74,5151654222.0,,,14309357203.38,11222826878.3,68980800846.26,,6950285163.0,0.0,,-45025139695.62,,,,,,,
2004-06-30,375514594.56,8516361826.56,,17496848194.56,60670850714.88,6334401118.08,0.13455,718762746.24,2700329143.68,,1777676288.64,26013210021.12,695186607.36,695186607.36,,599184983.04,-383007112.32,,695186607.36,0.0,0.0,,,,,3339673169.28,5108858375.04,639344025.6,,271221928.32,0.0,13541007056.64,49696610208.0,41135694176.64,13039520766.72,700981236.48,,11678850355.2,,15203001461.76,0.0,8919348439.68,0.13455,,5151654222.0,3786015381.12,5580274573.44,,2292048003.84,,3357755560.32,23116082384.64,947927702.4,3524151106.56,171024362.88,,,,1794259192.32,5151654222.0,,,15122484155.52,10974240506.88,68594990459.52,,7357950862.08,0.0,,-45478908074.88,,,,,,,
2004-09-30,9704418024.6,9072720963.54,,15007153602.48,61130033813.16,6625419478.86,0.16736,,3488330990.82,,1769011842.78,24079874566.02,862759687.92,862759687.92,,672690136.56,-147075676.02,,862759687.92,605800856.7,-4074336152.64,,,,,4094131847.52,7570065599.46,605800856.7,,330746367.12,7226521511.82,13386417272.28,48968016778.98,41354358190.08,12336388991.94,769775571.24,,11472213947.22,,15816821326.8,0.0,,0.16736,,5151663201.0,3832575519.24,5831749307.28,,2282727656.04,,3548021251.32,23245210514.76,1396871918.52,4344607379.58,417831823.5,,,,1999173788.04,5151663201.0,,,17274483624.06,12162017034.18,67855412866.02,,7600761150.06,7226521511.82,,-44610202351.26,,,,,,,
2004-12-31,13333953282.0,7902307740.72,-1682485741.1,15136700829.76,63419459070.72,6930666627.28,,544157766.48,689670310.24,,2420642927.92,23894196568.4,758410047.16,758410047.16,,669125184.56,-401503960.92,855187997.92,758410047.16,3256702287.2,-4897751435.68,-1146804432.42,-4544996484.1,,4952229522.32,1544058663.04,,854388352.8,92421714.16,421727167.56,2952743987.86,15827679784.32,51785439186.48,43433532452.4,12626866346.96,2286659726.32,,3101967268.08,,16213135288.64,605800856.7,5661224835.52,,-1157050406.3,,5033978199.82,6844267273.98,,-1930999120.16,,3511959348.46,23330893055.2,1027110920.0,2875164601.36,161128242.56,,,-213365988.8,1810289074.16,,,,19539335884.0,11634019884.24,72340544201.52,,9264910201.9,2952743987.86,,-49009651146.32,,,,,,,
2005-03-31,4342544556.02,8812040261.42,,18106299101.55,61064724796.9,6309095512.06,0.183934,,2062713562.69,,2113694285.67,28789126541.67,911852631.47,911852631.47,,717826415.02,120254365.55,1870787178.7,911852631.47,0.0,0.0,,,,,3111113932.74,9451497874.17,1048400370.05,,317579216.68,0.0,12566510614.13,49706754163.66,48069478074.53,4957510037.7,11495078.43,,7390628800.61,,11309189257.19,0.0,5486309102.67,0.183934,,4955901000.0,2748552632.76,6161951411.0,,2717464003.76,,4939217118.11,23407278318.16,1560805004.66,3918560456.58,579678730.62,,,,3413398778.24,4955901000.0,,,19280351532.86,11357970633.24,74659196743.23,,8275645696.67,0.0,,-51251918425.07,,,,,,,
2005-06-30,6766144927.29,9070860469.86,,19627598743.2,69940617148.71,7375905094.32,0.187624,,1410732214.29,,2432954389.95,31162050650.43,921027580.2,921027580.2,,868633884.72,168357571.2,2463591437.37,921027580.2,0.0,0.0,,,,,2986628954.4,11665784688.39,1575896740.11,,415156192.29,0.0,15778723646.7,57340731234.15,56007242471.25,5342139191.97,13473396.09,,5565715965.18,,10616218448.22,0.0,6413262205.14,0.187624,,4898001000.0,4992749327.79,6629522064.48,,3398491337.85,,3200194630.08,27730826054.82,1235987726.4,5050502483.04,226439446.59,,,,1636772736.69,4898001000.0,,,24845191820.82,12599885914.56,82603590900.39,,9062476454.43,0.0,,-54872764845.57,,,,,,,
2005-09-30,7047809624.2,8857159808.81,,23858504358.08,71810359159.22,7451074751.74,0.290695,,1413477660.93,,2568933166.11,34713412708.09,1416674417.67,1416674417.67,,902827772.53,20778087.62,1997748541.2,1416674417.67,0.0,0.0,,,,,3959635389.85,9085015585.89,2546157728.92,,395074581.28,0.0,16249398776.4,57919819419.52,56901615825.47,5540533002.96,17181528.49,,5762377613.96,,12251804601.63,0.0,6055377907.29,0.290695,,4877901000.0,4869455963.85,7462762945.52,,2975495624.38,,4318549050.18,27931417645.89,2202527990.31,6489426987.67,647901799.53,,,,2593306981.67,4877901000.0,,,22188203117.38,13890539739.7,83153643999.2,,10031696111.63,0.0,,-55222226353.31,,,,,,,
2005-12-31,4920638680.0,7474676430.0,,25148617660.0,73118090310.0,7157215870.0,,,352921580.0,,6355877509.01,35098811010.0,1192959258.96,1192959258.96,,919453590.0,1142646458.78,2475516920.0,1192959258.96,2200271860.0,-9584607120.0,,,,4917261440.0,2564169470.0,9229152610.0,2211247890.0,,667017553.13,11130538730.0,16773906770.0,59499370010.0,56972350180.0,14753472940.0,1530734030.0,,1452213200.0,,12723751700.0,0.0,6906455800.0,,,,1689404088.39,4124353563.83,817292080.0,1440946079.08,,4333243921.0,27971990300.0,1791369484.89,4684231880.0,513507613.8,,,,2434949475.44,,,,21873539170.0,13618720300.0,82182602470.0,,10480231072.84,11130538730.0,,-54210612170.0,,,,,,,
2006-03-31,7199037260.0,7512541060.0,,41644854780.0,102987648320.0,9239286990.0,0.267881,,1876072740.0,,3511242560.0,52184357530.0,1272990430.0,1272990430.0,24114217290.0,1153363980.0,177377150.0,3026961690.0,1272990430.0,0.0,0.0,,,,,6341851870.0,19496636320.0,4465779130.0,,523056340.0,0.0,13906368560.0,84955404750.0,87667212620.0,5719794330.0,10725130.0,,11539414870.0,,11539414870.0,0.0,8787181510.0,0.267881,,4754900001.0,3834646480.0,8519053260.0,,3774420750.0,,6836032860.0,33483855860.0,2031174620.0,,665783070.0,,,,4684406780.0,4754900001.0,,,35482855090.0,18032243570.0,87598736790.0,,12030295820.0,0.0,,-54114880930.0,,,,,,,
2006-06-30,7869488299.4,7526144462.2,,54301060213.4,103448360561.0,9501847118.4,0.278188,,1804581688.0,,4231004814.4,64665920264.4,1301423887.4,1290616181.4,26214715417.8,1134605654.0,109477131.4,2838715588.8,1301423887.4,0.0,0.0,,,,,5363808923.2,7471405505.2,3559227235.2,,669175434.2,0.0,13458357330.6,85456284040.4,88271282936.2,5690640683.0,425502750.4,,12188255443.0,,12188255443.0,0.0,8264468867.2,0.278188,,4678200000.0,6608192227.0,8995087010.0,,4271533320.6,,4588257801.4,32603952599.4,1735332544.4,,342043156.0,,,,2386894783.0,4678200000.0,,,23605362671.8,17992076520.6,83937034399.4,,13226091824.4,0.0,,-51333081800.0,,,,,,,
2006-09-30,8661818135.48,7515893423.2,,51594097673.32,109847766148.2,9699154868.12,0.540436,,1786468427.72,,4241350716.08,64380087417.36,2609024599.48,1034039908.0,22729194735.2,1051122092.84,236856836.2,5270096320.84,2609024599.48,0.0,0.0,,,,,6882343640.72,8965507375.0,5095875213.0,,737243742.56,0.0,21020546025.04,90739059290.56,90780317664.12,5975272455.28,9490190.24,,16282204510.2,,16282204510.2,0.0,8772904736.28,0.540436,,4828100001.0,3880721123.08,9286678295.08,,3858643271.84,,8266824030.96,33636610619.16,1829224713.24,,711570429.84,,,,5405957172.0,4828100001.0,,,26400230246.76,19108706857.64,87722882363.76,,13528029011.16,0.0,,-54086271744.6,,,,,,,
2006-12-31,7936045060.0,7268520170.0,,50675822580.0,108981583460.0,9665851330.0,,,1679798730.0,,4656498951.16,62644293820.0,1052469360.16,1051139575.8,21738883790.0,1012273840.0,1178975782.92,4699951070.0,1052469360.16,3792238450.0,-28051956870.0,,,,4921196550.0,5472037180.0,8380809090.0,3792238450.0,,1950375210.24,8480824170.0,20757675240.0,91268306640.0,88980082840.0,6183508090.0,9092280.0,,3865734380.0,,17178347680.0,0.0,8611904540.0,,,,7595004143.8,9579904792.36,1407030330.0,6875857988.68,,4486720688.6,33886927560.0,1192911115.6,5850882180.0,69085018.36,,,,1984900648.56,,,,26335789020.0,17713276820.0,91273610470.0,,14236403743.52,15413687670.0,,-57386682910.0,,,,,,,
2007-03-31,8252125440.0,7242318000.0,-208000000.0,50476897920.0,107032851600.0,9758976720.0,0.259925,,1592187120.0,,4397790000.0,62081075040.0,1255335120.0,1255335120.0,21481426320.0,1064452320.0,68867520.0,4361859120.0,1255335120.0,51884000000.0,-2143000000.0,-749000000.0,-211000000.0,,,4944987360.0,7802989440.0,3352800240.0,,768022560.0,742000000.0,19534421760.0,88123477440.0,86446703040.0,6452587200.0,1838463360.0,,17738626320.0,,17738626320.0,52145000000.0,8310513120.0,0.259925,,4828400001.0,6635984400.0,9345023040.0,,4038481200.0,,5104430640.0,32296621200.0,1976198400.0,,655738560.0,,4177000000.0,-749000000.0,2709038640.0,4828400001.0,,,24365628000.0,18909374160.0,89666259600.0,,13742813040.0,2684000000.0,-1942000000.0,-57369638400.0,,,,,,,
2007-06-30,1264000000.0,953000000.0,3189000000.0,49496000000.0,106855000000.0,9878000000.0,0.541,,1526000000.0,6444000000.0,4444000000.0,60674000000.0,2573000000.0,2621000000.0,20470000000.0,1044000000.0,1242000000.0,4296000000.0,2573000000.0,49219000000.0,1375000000.0,-2233000000.0,,,,5526000000.0,6916000000.0,4000000000.0,,670000000.0,2451000000.0,19267000000.0,86671000000.0,85605000000.0,0.0,1000000.0,,,,18566000000.0,51884000000.0,8588000000.0,0.541,,4759300000.0,7168000000.0,9819000000.0,,4414000000.0,,6209000000.0,32479000000.0,3222000000.0,,601000000.0,,4966000000.0,-2233000000.0,2651000000.0,4828400001.0,,,24931000000.0,20184000000.0,,,14263000000.0,4047000000.0,-1596000000.0,,,,,,,,
2007-09-30,10073568750.0,6777847440.0,4043000000.0,47375555850.0,105652289820.0,10260674340.0,0.84924,,1482128550.0,,4412047920.0,58158303840.0,4018915950.0,4018915950.0,20050431240.0,1002101100.0,1744216530.0,4004900550.0,4018915950.0,44004000000.0,576000000.0,-339000000.0,,,,8028721890.0,6459697860.0,6546593340.0,,657322260.0,2278000000.0,18559192680.0,85173688110.0,83236059060.0,6344771580.0,12613860.0,,19705652400.0,2076000000.0,19705652400.0,49219000000.0,8544488610.0,0.84924,,4730199999.0,5071472490.0,9779946120.0,,4276098540.0,,6981070740.0,32074242900.0,4076379090.0,,14716170.0,,4925000000.0,-339000000.0,4708473630.0,4730199999.0,,,25077755220.0,20478601710.0,89477116680.0,,14191994040.0,3807000000.0,-1529000000.0,-57402873780.0,,,,,,,
2007-12-31,0.0,430000000.0,-5751000000.0,46942000000.0,105873000000.0,10393000000.0,,,1622000000.0,9007000000.0,4649132370.0,58044000000.0,1055974460.0,1268974460.0,19770000000.0,987000000.0,-5989726800.0,3926000000.0,1055974460.0,5065000000.0,-4400000000.0,-24000000.0,-179000000.0,,4773000000.0,6687000000.0,6986000000.0,5065000000.0,,1458697700.0,2806000000.0,18320000000.0,87395000000.0,83018000000.0,0.0,132000000.0,,1261000000.0,-4832000000.0,20125000000.0,44004000000.0,8642000000.0,,,,4906269250.0,9765989960.0,1436000000.0,-2046667430.0,,5421043810.0,32460000000.0,1406505970.0,13801000000.0,293803220.0,,,-6104000000.0,4859720710.0,,585000000.0,,24974000000.0,18478000000.0,92914000000.0,,14415122330.0,15551000000.0,-2207000000.0,-60454000000.0,,,,,,,
2008-03-31,1000000.0,1015000000.0,-1042000000.0,45782000000.0,101761000000.0,9553000000.0,0.328,,1715000000.0,8953000000.0,4312000000.0,56411000000.0,1538000000.0,1595000000.0,19260000000.0,1036000000.0,89000000.0,3738000000.0,1538000000.0,4023000000.0,-1920000000.0,0.0,-16000000.0,,,5738000000.0,6403000000.0,4023000000.0,-569000000.0,766793090.0,659000000.0,17248000000.0,84475000000.0,78991000000.0,0.0,-1000000.0,,19950550520.0,21000000.0,19963000000.0,5065000000.0,8259000000.0,0.328,-1000000.0,4696800000.0,6742000000.0,9751000000.0,,4069000000.0,-3495000000.0,5286000000.0,31512000000.0,2331000000.0,,736000000.0,,,-1591000000.0,3009000000.0,4696800000.0,,-11000000.0,22580000000.0,17286000000.0,87394150180.0,,14063000000.0,2634000000.0,-1975000000.0,-55898646390.0,,,,,,,
2008-06-30,0.0,1041000000.0,923000000.0,46268000000.0,103867000000.0,10251000000.0,0.44,,1736000000.0,8342000000.0,4350000000.0,58274000000.0,2055000000.0,2095000000.0,19627000000.0,1121000000.0,374000000.0,5314000000.0,2055000000.0,4946000000.0,-1301000000.0,-1915000000.0,-47000000.0,,4776677650.0,6682000000.0,6796000000.0,4946000000.0,-581000000.0,1060566050.0,2457000000.0,17379000000.0,84701000000.0,82584000000.0,0.0,125000000.0,,397156250.0,-4000000.0,18377000000.0,4023000000.0,8575000000.0,0.44,51000000.0,4669200000.0,6964000000.0,10088000000.0,,4260000000.0,-3303000000.0,5369000000.0,31781000000.0,2879000000.0,13943043900.0,784000000.0,,,-2120000000.0,3124000000.0,4669200000.0,,-195000000.0,24310000000.0,19166000000.0,87899256700.0,,14438000000.0,4249000000.0,-1792000000.0,-56098161450.0,,,,,,,
2008-09-30,1000000.0,1014000000.0,1868000000.0,45503000000.0,105583000000.0,10298000000.0,0.433,,1666000000.0,9056000000.0,4548000000.0,55981000000.0,2003000000.0,2080000000.0,19571000000.0,1206000000.0,99000000.0,3933000000.0,2003000000.0,42856000000.0,-2616000000.0,-1793000000.0,-341000000.0,,,7401000000.0,7371000000.0,5735000000.0,,709979270.0,2680000000.0,17360000000.0,85556000000.0,85603000000.0,1000000.0,125000000.0,,16957936430.0,,16977000000.0,4946000000.0,8540000000.0,0.433,,4625800000.0,7075000000.0,10622000000.0,,4208000000.0,,5829000000.0,31803000000.0,2934000000.0,,854000000.0,,,3000000.0,3547000000.0,4625800000.0,,,29622000000.0,20027000000.0,92151904750.0,,15170000000.0,4411000000.0,-1731000000.0,-60385119990.0,,,,,,,
2008-12-31,0.0,582000000.0,-2537000000.0,45088000000.0,99896000000.0,9315000000.0,,,2216000000.0,10153000000.0,4608000000.0,55202000000.0,1996000000.0,2056000000.0,18323000000.0,1188000000.0,-6484000000.0,3576000000.0,1996000000.0,4277000000.0,-3264000000.0,-732000000.0,290000000.0,,4705000000.0,6493000000.0,8100000000.0,4277000000.0,,1551397880.0,2681000000.0,15921000000.0,81923000000.0,80334000000.0,0.0,7000000.0,,-2455000000.0,,17231000000.0,42856000000.0,7845000000.0,,,,-285000000.0,9668000000.0,1308000000.0,-3235000000.0,,7124000000.0,30545000000.0,2771000000.0,16700000000.0,715000000.0,,,-4057000000.0,9953000000.0,,535000000.0,,25132000000.0,17973000000.0,95261000000.0,,14276000000.0,16366000000.0,-2391000000.0,-64716000000.0,,,,,,,
2009-03-31,0.0,0.0,2003000000.0,47035000000.0,101498000000.0,9536000000.0,0.37,,2065000000.0,9680000000.0,4013000000.0,56074000000.0,1690000000.0,1720000000.0,18510000000.0,1197000000.0,5000000.0,3638000000.0,1690000000.0,6280000000.0,-2223000000.0,-21000000.0,-30000000.0,,,8345000000.0,8190000000.0,6280000000.0,-278000000.0,2770000000.0,1062000000.0,15750000000.0,81583000000.0,80499000000.0,0.0,8000000.0,,,1000000.0,18622000000.0,4277000000.0,12722000000.0,0.37,-118000000.0,4567567568.0,6750000000.0,9940000000.0,,1694000000.0,-815000000.0,7398000000.0,30407000000.0,2464000000.0,,744000000.0,,,944000000.0,3190000000.0,4567567568.0,,-57000000.0,24425000000.0,19915000000.0,,,13953000000.0,3110000000.0,-2048000000.0,,,,,,,,
