date,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyNetIncome,quarterlyGrossProfit,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances
2006-10-31,75566000.0,-14015000.0,544873000.0,,263546000.0,36613000.0,22349000,60659000.0,,,,18287000.0,-14264000,-47484000.0,,266556000,-2180000.0,-78666000.0,323933000.0,868806000.0,318414000.0,,-12299000.0,85207000.0,550392000.0,54868000.0,96470000.0,,143199000.0,184757000.0,-830000.0,132480000.0,95520000.0,-6484000.0,1334000.0,-14015000.0,81799000.0,187681000.0,-14015000.0,96063000.0,11317000.0,,,132480000.0,,,979000.0,-13036000.0,47496000.0,727000.0,179130000.0,21000.0,132480000.0,,21000.0,,-6484000.0,0.0,,,74602000.0,,-38235000.0,14154000.0,31812000.0,-46650000.0,-41000000.0,,,85731000.0,6902000.0,,123947000.0,13046000.0,,,
2007-01-31,73638000.0,-21548000.0,460006000.0,,202210000.0,26966000.0,5632000,39111000.0,,,-0.3,29681000.0,-21334000,4381000.0,,277340000,,-22372000.0,333480000.0,793486000.0,258128000.0,,13326000.0,97839000.0,535358000.0,55918000.0,94866000.0,,79107000.0,204225000.0,0.0,138151000.0,82194000.0,-7742000.0,0.0,-21548000.0,73115000.0,188179000.0,-21548000.0,94449000.0,9122000.0,,,138151000.0,,,1076000.0,-20472000.0,49673000.0,728000.0,132480000.0,,138151000.0,,-12000.0,,-7742000.0,0.0,-0.3,,81084000.0,71360000.0,-38235000.0,14544000.0,36403000.0,5671000.0,12123000.0,,,87908000.0,8003000.0,-12000.0,61819000.0,14150000.0,,71360000.0,
2007-04-30,68630000.0,-51249000.0,451204000.0,,246904000.0,36459000.0,-5329000,-12138000.0,,,-0.71,17484000.0,-41788000,-31511000.0,,205436000,,-28367000.0,324375000.0,775579000.0,278341000.0,,1966000.0,117632000.0,497238000.0,31437000.0,123477000.0,,70406000.0,159582000.0,-8962000.0,108516000.0,80228000.0,-6330000.0,-982000.0,-51249000.0,45854000.0,190693000.0,-51249000.0,87642000.0,36678000.0,,,108516000.0,,,1521000.0,-49728000.0,48784000.0,730000.0,138151000.0,,108516000.0,,814000.0,,-5348000.0,0.0,-0.71,,72725000.0,71736000.0,-38235000.0,12173000.0,8931000.0,-29635000.0,-26163000.0,,,87019000.0,13712000.0,,77818000.0,11936000.0,,71736000.0,
2007-07-31,69926000.0,-58546000.0,435961000.0,,240477000.0,46124000.0,-3882000,-70684000.0,,,-0.81,42326000.0,-50006000,-62254000.0,,206415000,-24000.0,-88749000.0,322352000.0,758313000.0,305787000.0,54310000.0,4438000.0,126750000.0,452526000.0,65310000.0,134567000.0,,100427000.0,168279000.0,-7100000.0,61625000.0,75790000.0,-3539000.0,0.0,-58546000.0,38136000.0,193091000.0,-58546000.0,88142000.0,12605000.0,11000000.0,,61625000.0,,,2188000.0,-56358000.0,46223000.0,740000.0,108516000.0,4699000.0,61625000.0,,13935000.0,,-3539000.0,9236000.0,-0.81,,66497000.0,72075000.0,-38235000.0,16541000.0,0.0,-46891000.0,-58715000.0,,,84458000.0,17177000.0,,93305000.0,11210000.0,,72075000.0,
2007-10-31,67246000.0,-7063000.0,498523000.0,,312161000.0,36417000.0,40958000,-77747000.0,,,,-72162000.0,4541000,3745000.0,,292600000,-1559000.0,49459000.0,332620000.0,831143000.0,359989000.0,29828000.0,-29933000.0,141441000.0,471154000.0,47828000.0,54300000.0,,104937000.0,202948000.0,-5840000.0,77757000.0,99331000.0,-7000000.0,0.0,-7063000.0,89652000.0,204845000.0,-7063000.0,85111000.0,36544000.0,18000000.0,,77757000.0,,,5406000.0,-1657000.0,44986000.0,743000.0,61625000.0,4002000.0,77757000.0,,10957000.0,,-4965000.0,-45000.0,,,65729000.0,,-51845000.0,17060000.0,86694000.0,16132000.0,8710000.0,,,96831000.0,34861000.0,,128782000.0,11159000.0,,,
2008-01-31,65131000.0,-37997000.0,415649000.0,,216270000.0,25341000.0,-7575000,-116819000.0,,,-0.52,6073000.0,-32916000,-40735000.0,,240442000,-107000.0,-31288000.0,357436000.0,773085000.0,310969000.0,58699000.0,16844000.0,157153000.0,462116000.0,94699000.0,95755000.0,,63337000.0,186008000.0,-162000.0,54388000.0,82487000.0,-1521000.0,0.0,-37997000.0,54434000.0,233008000.0,-37997000.0,87350000.0,32527000.0,36000000.0,,54388000.0,,,4767000.0,-33230000.0,41515000.0,761000.0,77757000.0,937000.0,54388000.0,152000.0,17958000.0,,-1370000.0,-979000.0,-0.52,,65369000.0,73148000.0,-51845000.0,17544000.0,14051000.0,-23369000.0,-39365000.0,,,93360000.0,28612000.0,,68096000.0,15810000.0,,73148000.0,
2008-04-30,95150000.0,98222000.0,723298000.0,,427095000.0,53665000.0,157722000,-18597000.0,,,1.29,12427000.0,104057000,22013000.0,,539810000,-10000.0,-139690000.0,373830000.0,1097128000.0,501772000.0,58677000.0,-9334000.0,136640000.0,595356000.0,74677000.0,172107000.0,,362765000.0,318259000.0,-944000.0,72918000.0,91821000.0,-7514000.0,0.0,98222000.0,221551000.0,237251000.0,98222000.0,117494000.0,39857000.0,16000000.0,,72918000.0,,,4061000.0,102283000.0,39727000.0,771000.0,54388000.0,19552000.0,72918000.0,830000.0,-426000.0,,-3628000.0,22000.0,1.31,,78637000.0,75098000.0,-51845000.0,18215000.0,23760000.0,18530000.0,25641000.0,,,91572000.0,34360000.0,,185530000.0,14828000.0,,75954000.0,
2008-07-31,89926000.0,51826000.0,715142000.0,,392326000.0,47317000.0,108131000,33229000.0,,,0.67,12562000.0,60814000,277544000.0,,433836000,216000.0,168088000.0,377420000.0,1092562000.0,426981000.0,,20247000.0,127810000.0,665581000.0,34655000.0,162754000.0,,106354000.0,259656000.0,-1771000.0,338701000.0,71574000.0,-4028000.0,0.0,51826000.0,174180000.0,240855000.0,51826000.0,113366000.0,58332000.0,,,338701000.0,,,8091000.0,59917000.0,38247000.0,776000.0,72918000.0,4874000.0,338701000.0,-874000.0,-11131000.0,,-4028000.0,-5000.0,0.68,,85527000.0,75866000.0,-51845000.0,12791000.0,15873000.0,265783000.0,281572000.0,,,90092000.0,36987000.0,,149526000.0,17239000.0,,76975000.0,
2008-10-31,88613000.0,-14954000.0,723774000.0,,365419000.0,47884000.0,36260000,18275000.0,,,,9048000.0,-11624000,-119673000.0,,323442000,-490000.0,-163672000.0,359578000.0,1083352000.0,468234000.0,32815000.0,-32661000.0,113436000.0,615118000.0,102815000.0,153089000.0,,157458000.0,224772000.0,-1601000.0,280277000.0,104235000.0,-3717000.0,0.0,-14954000.0,98670000.0,230809000.0,-14954000.0,110294000.0,56163000.0,70000000.0,,280277000.0,,,-1873000.0,-16827000.0,32361000.0,777000.0,338701000.0,599000.0,280277000.0,3602000.0,70599000.0,,-3251000.0,0.0,,,88114000.0,,-53870000.0,8294000.0,0.0,-58424000.0,-116422000.0,,,86231000.0,-7513000.0,,156167000.0,16052000.0,,,
2009-01-31,80522000.0,-50388000.0,544846000.0,,244006000.0,25590000.0,-21181000,-32113000.0,,6182000.0,-0.66,6182000.0,-50665000,-59007000.0,,256810000,-177000.0,-34279000.0,355903000.0,900749000.0,348406000.0,34400000.0,28263000.0,116712000.0,552343000.0,104400000.0,130679000.0,,60320000.0,200902000.0,0.0,217836000.0,75972000.0,-2198000.0,0.0,-50388000.0,55908000.0,225182000.0,-50388000.0,106573000.0,53840000.0,70000000.0,,217836000.0,0.0,0.0,2072000.0,-48316000.0,29358000.0,788000.0,280277000.0,,217836000.0,1545000.0,4000.0,,-2198000.0,0.0,-0.66,97138000.0,91715000.0,76102000.0,,9648000.0,59487000.0,-62441000.0,-56809000.0,,,,-26763000.0,,59487000.0,20943000.0,,76102000.0,
2009-04-30,62459000.0,-10080000.0,518067000.0,,213390000.0,31514000.0,17639000,-42193000.0,,5318000.0,-0.13,5318000.0,-13875000,-39304000.0,,229722000,33000.0,-62944000.0,337112000.0,855179000.0,300983000.0,17593000.0,1952000.0,149018000.0,554196000.0,87593000.0,118795000.0,,52117000.0,161602000.0,0.0,179616000.0,74020000.0,-3869000.0,0.0,-10080000.0,68120000.0,227733000.0,-10080000.0,81995000.0,25809000.0,70000000.0,,179616000.0,,,-5262000.0,-15342000.0,28860000.0,787000.0,217836000.0,,179616000.0,1467000.0,0.0,,-3369000.0,0.0,-0.13,8203000.0,69838000.0,76587000.0,,10681000.0,0.0,-38220000.0,-35935000.0,,,,-19260000.0,,68786000.0,14759000.0,,76587000.0,
2009-07-31,54918000.0,-55473000.0,498074000.0,,226497000.0,18849000.0,-45150000,-97665000.0,,4614000.0,-0.72,4614000.0,-49606000,-56237000.0,,138564000,-344000.0,-23278000.0,388324000.0,886398000.0,376348000.0,11851000.0,10403000.0,142385000.0,510050000.0,149851000.0,128441000.0,,70133000.0,114909000.0,0.0,174789000.0,63617000.0,-2221000.0,0.0,-55473000.0,23655000.0,233605000.0,-55473000.0,73261000.0,25705000.0,138000000.0,,174789000.0,,0.0,2675000.0,-52798000.0,27634000.0,797000.0,179616000.0,,174789000.0,3192000.0,45917000.0,,-2221000.0,-22083000.0,-0.72,-18016000.0,111570000.0,76994000.0,,15515000.0,0.0,-4827000.0,-54016000.0,,,,3167000.0,,72351000.0,13887000.0,,76994000.0,
2009-10-31,85853000.0,-21990000.0,628224000.0,,354293000.0,48669000.0,37140000,-119655000.0,,9819000.0,,9819000.0,-1315000,-72645000.0,,343392000,3920000.0,-117066000.0,380347000.0,1008571000.0,502439000.0,0.0,-30379000.0,167341000.0,506132000.0,148146000.0,133314000.0,,199395000.0,240414000.0,3892000.0,102083000.0,93996000.0,-8701000.0,-5813000.0,-21990000.0,102978000.0,220881000.0,-21990000.0,104293000.0,6334000.0,138000000.0,10146000.0,102083000.0,21424000.0,,5036000.0,-16954000.0,27392000.0,819000.0,174789000.0,,102083000.0,5425000.0,-133000.0,,-9201000.0,-21575000.0,,-129262000.0,98745000.0,,-71144000.0,33329000.0,0.0,-72706000.0,-63444000.0,,41669000.0,98536000.0,8192000.0,,172976000.0,14159000.0,,,
2010-01-31,69789000.0,-33874000.0,521340000.0,,273583000.0,25055000.0,-1468000,-156053000.0,,6437000.0,-0.43,2900000.0,-26523000,2209000.0,,163238000,-84000.0,14246000.0,372004000.0,893344000.0,382551000.0,10242000.0,-23975000.0,260684000.0,510793000.0,108968000.0,164453000.0,,45063000.0,100358000.0,-913000.0,105984000.0,50662000.0,-1820000.0,0.0,-33874000.0,62880000.0,218826000.0,-33822000.0,89403000.0,15939000.0,98726000.0,,105984000.0,,,2486000.0,-31336000.0,25052000.0,838000.0,102083000.0,,105984000.0,3900000.0,0.0,,-1820000.0,,-0.43,136002000.0,95572000.0,78139000.0,,32554000.0,29154000.0,3901000.0,4029000.0,,45336000.0,,252000.0,,64037000.0,15455000.0,,78139000.0,
2010-04-30,68045000.0,16758000.0,517203000.0,,220787000.0,38004000.0,64642000,-139295000.0,,7123000.0,0.2,2356000.0,26638000,35036000.0,,268002000,80000.0,-41430000.0,349050000.0,866253000.0,329207000.0,7977000.0,25586000.0,208737000.0,537046000.0,108420000.0,167071000.0,,39295000.0,156779000.0,-3864000.0,180516000.0,24761000.0,38095000.0,40018000.0,16758000.0,111223000.0,216295000.0,16916000.0,84585000.0,13125000.0,100443000.0,,180516000.0,,,1958000.0,18874000.0,23123000.0,840000.0,105984000.0,,180516000.0,3900000.0,0.0,,-1923000.0,,0.2,5768000.0,80810000.0,78805000.0,,28822000.0,5652000.0,74532000.0,36959000.0,,35384000.0,,-2273000.0,,34939000.0,12908000.0,,78805000.0,
2010-07-31,71492000.0,5920000.0,558274000.0,,281760000.0,60600000.0,81285000,-133375000.0,,10057000.0,0.07,-3306000.0,20685000,52038000.0,,354076000,9000.0,-23715000.0,385885000.0,944159000.0,395961000.0,11984000.0,3494000.0,156714000.0,548198000.0,114201000.0,194627000.0,,96226000.0,240259000.0,0.0,232127000.0,21267000.0,-489000.0,0.0,5920000.0,113817000.0,216147000.0,12379000.0,93132000.0,12096000.0,102217000.0,,232127000.0,,,3848000.0,16227000.0,22122000.0,842000.0,180516000.0,,232127000.0,4458000.0,53000.0,,-2808000.0,0.0,0.07,-56931000.0,120276000.0,79360000.0,,27340000.0,5541000.0,51611000.0,54846000.0,,36483000.0,,-4286000.0,,33013000.0,17582000.0,,79360000.0,
2010-12-31,75353000.0,40859000.0,618294000.0,,230561000.0,,52183000,-80469000.0,,,0.45,,48682000,,,334259000,,,358305000.0,976599000.0,357509000.0,3118000.0,,154763000.0,619090000.0,126948000.0,150685000.0,,83845000.0,188650000.0,0.0,,28592000.0,,,40859000.0,145609000.0,219259000.0,40820000.0,96927000.0,10412000.0,105305000.0,18525000.0,297118000.0,,,3849000.0,44669000.0,21326000.0,846000.0,,,297118000.0,4013000.0,,,,,0.47,,113040000.0,80743000.0,,4680000.0,3799000.0,,,,16813000.0,,159000.0,,48852000.0,18073000.0,,93682000.0,
2011-03-31,61196000.0,-22054000.0,566603000.0,,230888000.0,25325000.0,7094000,-102523000.0,,5135000.0,,47886000.0,-19960000,-21780000.0,,182255000,-2586000.0,-27047000.0,405056000.0,971659000.0,356380000.0,15292000.0,4014000.0,131676000.0,615279000.0,125492000.0,118773000.0,,84217000.0,120043000.0,1729000.0,280359000.0,24578000.0,-1407000.0,0.0,-22054000.0,62212000.0,225170000.0,-22416000.0,82172000.0,13434000.0,107239000.0,2961000.0,280359000.0,0.0,0.0,-668000.0,-23084000.0,19632000.0,861000.0,297118000.0,,280359000.0,4853000.0,630000.0,,-1407000.0,0.0,,-372000.0,156153000.0,,-84130000.0,4101000.0,2842000.0,-16759000.0,-20373000.0,,12481000.0,103762000.0,10459000.0,,56153000.0,17248000.0,,,
2011-06-30,105260000.0,-8713000.0,644648000.0,,260119000.0,76016000.0,74153000,-111236000.0,,8048000.0,-0.11,-250000.0,-1863000,-30806000.0,,334380000,,-105491000.0,358929000.0,1003577000.0,388310000.0,3120000.0,-1363000.0,151123000.0,615267000.0,128191000.0,134004000.0,,146694000.0,211219000.0,0.0,248759000.0,25941000.0,-3875000.0,0.0,-8713000.0,123161000.0,226868000.0,-8619000.0,125024000.0,15314000.0,109236000.0,,248759000.0,,,3076000.0,-5543000.0,19009000.0,864000.0,280359000.0,,248759000.0,,162000.0,,-2400000.0,0.0,-0.11,-62477000.0,17339000.0,82505000.0,,95713000.0,1391000.0,-31600000.0,-28406000.0,,12693000.0,,10727000.0,,72480000.0,16519000.0,,82505000.0,
2011-09-30,54558000.0,-47371000.0,545939000.0,,235515000.0,15590000.0,-25919000,-158607000.0,,4612000.0,-0.57,341000.0,-41509000,15794000.0,,107034000,,43257000.0,385977000.0,931916000.0,366034000.0,3117000.0,-19136000.0,150373000.0,565882000.0,130519000.0,90489000.0,,19572000.0,74703000.0,0.0,269740000.0,45077000.0,-2380000.0,0.0,-47371000.0,32331000.0,225729000.0,-47261000.0,73840000.0,17193000.0,111299000.0,,269740000.0,,,1419000.0,-45842000.0,18107000.0,864000.0,248759000.0,,269740000.0,4333000.0,33000.0,,-2380000.0,0.0,-0.57,127122000.0,139411000.0,82940000.0,,2730000.0,1060000.0,20981000.0,18174000.0,,10603000.0,,1219000.0,,90331000.0,15998000.0,,82940000.0,
2011-12-31,69933000.0,14104000.0,752420000.0,,169078000.0,35914000.0,23102000,-144503000.0,,10803000.0,0.16,-41293000.0,20248000,-47577000.0,,236325000,,-109165000.0,388176000.0,1140596000.0,499111000.0,3116000.0,22561000.0,180705000.0,641485000.0,330033000.0,126857000.0,,53274000.0,126467000.0,0.0,453316000.0,22516000.0,-3204000.0,0.0,14104000.0,109858000.0,223934000.0,14185000.0,89610000.0,11794000.0,311906000.0,,453316000.0,,,-127000.0,14058000.0,18556000.0,900000.0,269740000.0,,453316000.0,6190000.0,243168000.0,,-3204000.0,243125000.0,0.16,-33702000.0,138244000.0,83565000.0,,7442000.0,1027000.0,183576000.0,-44373000.0,,9846000.0,,-1564000.0,,29400000.0,16823000.0,,83565000.0,
2012-03-31,75198000.0,-66836000.0,743617000.0,,218725000.0,36286000.0,-24856000,-211339000.0,,10031000.0,,-66383000.0,-61142000,-33161000.0,,148084000,1878000.0,-15322000.0,405810000.0,1149427000.0,553700000.0,695000.0,39000.0,211224000.0,595727000.0,334975000.0,95933000.0,,45035000.0,116466000.0,0.0,420279000.0,22477000.0,-4703000.0,0.0,-66836000.0,31618000.0,228169000.0,-66005000.0,92760000.0,13864000.0,316340000.0,,420279000.0,,-4101000.0,-505000.0,-66510000.0,18949000.0,902000.0,453316000.0,,420279000.0,5368000.0,1000.0,,-2802000.0,0.0,,8239000.0,121021000.0,,-94824000.0,37671000.0,1412000.0,-33037000.0,-30359000.0,,38490000.0,113773000.0,6733000.0,,46681000.0,14822000.0,,,
2012-06-30,122209000.0,-110838000.0,719107000.0,,256993000.0,102466000.0,1584000,-322177000.0,,7006000.0,-1.3,5635000.0,-100882000,-55806000.0,,226139000,,-56441000.0,354030000.0,1073137000.0,596102000.0,679000.0,-5510000.0,209662000.0,477035000.0,339109000.0,162983000.0,29484000.0,71707000.0,186731000.0,0.0,367056000.0,27987000.0,-3290000.0,0.0,-110838000.0,39408000.0,225118000.0,-110772000.0,140290000.0,14348000.0,320883000.0,,367056000.0,,,1841000.0,-108931000.0,19354000.0,911000.0,420279000.0,,367056000.0,8049000.0,0.0,,-3290000.0,,-1.3,-26672000.0,72616000.0,85010000.0,,36942000.0,1438000.0,-53223000.0,-52516000.0,,39591000.0,,-4706000.0,,78224000.0,15312000.0,,85010000.0,
2012-09-30,96660000.0,-12491000.0,797943000.0,,336931000.0,50083000.0,46150000,-334668000.0,,7091000.0,-0.15,4943000.0,-3933000,-34533000.0,,273084000,,-79078000.0,366802000.0,1164745000.0,680236000.0,16193000.0,-32581000.0,212547000.0,484509000.0,343305000.0,87160000.0,66582000.0,154951000.0,158487000.0,0.0,328284000.0,60568000.0,-4731000.0,0.0,-12491000.0,114597000.0,228588000.0,-12437000.0,118530000.0,38284000.0,325539000.0,,328284000.0,,,1085000.0,-11352000.0,21879000.0,921000.0,367056000.0,,328284000.0,7419000.0,0.0,,-4731000.0,,-0.15,-83244000.0,79982000.0,85396000.0,,36353000.0,21741000.0,-38772000.0,-29802000.0,,40461000.0,,7220000.0,,125079000.0,19320000.0,,85396000.0,
2012-12-31,93604000.0,71365000.0,817890000.0,,281217000.0,51276000.0,83501000,-263303000.0,,8681000.0,0.66,5649000.0,80992000,119484000.0,,415773000,,-12294000.0,371891000.0,1189781000.0,624967000.0,12480000.0,30881000.0,199813000.0,564814000.0,343750000.0,211425000.0,-48994000.0,94241000.0,216299000.0,0.0,448723000.0,29687000.0,-4296000.0,0.0,71365000.0,199474000.0,228786000.0,70877000.0,118482000.0,26348000.0,330311000.0,,448723000.0,,,2021000.0,72898000.0,23701000.0,937000.0,328284000.0,,448723000.0,8094000.0,0.0,,-4296000.0,,0.76,60710000.0,83628000.0,93338000.0,,35776000.0,1181000.0,120439000.0,123780000.0,,46382000.0,,7309000.0,,42263000.0,22369000.0,,119359000.0,
2013-03-31,92116000.0,22473000.0,866152000.0,,336999000.0,44557000.0,73619000,-240830000.0,,12987000.0,0.24,5434000.0,29062000,-50532000.0,,299487000,,-130287000.0,411687000.0,1277839000.0,689844000.0,17087000.0,-531000.0,198955000.0,587995000.0,352845000.0,228916000.0,36662000.0,189596000.0,154320000.0,0.0,402502000.0,30218000.0,-4503000.0,0.0,22473000.0,145167000.0,225992000.0,21170000.0,116105000.0,26919000.0,335202000.0,,402502000.0,,,103000.0,21273000.0,25362000.0,937000.0,448723000.0,,402502000.0,7789000.0,0.0,,-4503000.0,,0.24,-95355000.0,104068000.0,93698000.0,-84748000.0,56265000.0,1232000.0,-46221000.0,-46029000.0,,53261000.0,110110000.0,-4572000.0,,79932000.0,21183000.0,,93698000.0,
2013-06-30,74461000.0,-61914000.0,1020177000.0,,416287000.0,46434000.0,-3130000,-302744000.0,,5947000.0,-0.71,6585000.0,-49564000,-793000.0,,142667000,,8580000.0,427928000.0,1448105000.0,841124000.0,15631000.0,2366000.0,191449000.0,606981000.0,424837000.0,194635000.0,-92583000.0,35202000.0,93842000.0,0.0,646315000.0,27852000.0,-7994000.0,0.0,-61914000.0,48825000.0,226289000.0,-61884000.0,98389000.0,27983000.0,408925000.0,,646315000.0,,,1087000.0,-60797000.0,30285000.0,947000.0,402502000.0,,646315000.0,11233000.0,244207000.0,127768000.0,-7994000.0,-2043000.0,-0.71,154394000.0,110787000.0,86992000.0,,60567000.0,40519000.0,243813000.0,7201000.0,,54082000.0,,-5560000.0,,25382000.0,20871000.0,,86992000.0,
2013-09-30,144365000.0,-124120000.0,2251267000.0,,1738206000.0,47193000.0,-70698000,-426864000.0,,15319000.0,-1.4,7946000.0,-117891000,120462000.0,,148824000,,184368000.0,450047000.0,2701314000.0,2202452000.0,20720000.0,-56181000.0,119534000.0,498862000.0,464246000.0,294992000.0,375901000.0,1011391000.0,92463000.0,-3642000.0,661923000.0,84033000.0,-7458000.0,0.0,-124120000.0,56361000.0,228006000.0,-124095000.0,174252000.0,1154419000.0,443526000.0,,661923000.0,,,-8185000.0,-132280000.0,34271000.0,1046000.0,646315000.0,,661923000.0,10747000.0,-101055000.0,,-7458000.0,-772000.0,-1.4,-976189000.0,119248000.0,88822000.0,,68522000.0,1123000.0,15608000.0,127920000.0,,46060000.0,,2622000.0,,287672000.0,26520000.0,,88822000.0,
2013-12-31,105194000.0,578426000.0,1545656000.0,,693480000.0,171814000.0,778109000,151562000.0,,36328000.0,4.69,4072000.0,606295000,587669000.0,,1863869000,618000.0,-195290000.0,439695000.0,1985351000.0,1163352000.0,21135000.0,38998000.0,92767000.0,821999000.0,469872000.0,598437000.0,61856000.0,189519000.0,1119734000.0,0.0,972170000.0,45035000.0,-9003000.0,-1000000.0,578426000.0,744135000.0,226835000.0,578444000.0,137840000.0,51366000.0,448737000.0,,972170000.0,0.0,,21902000.0,600346000.0,38768000.0,1048000.0,661923000.0,,972170000.0,,-276836000.0,,-8003000.0,0.0,5.88,821872000.0,106372000.0,98290000.0,,67720000.0,827000.0,310247000.0,595672000.0,,64098000.0,,2215000.0,,42850000.0,29233000.0,,125042000.0,
2014-03-31,78350000.0,-30787000.0,1399440000.0,,474820000.0,17009000.0,-6575000,120775000.0,,20524000.0,-0.4,5937000.0,-23584000,-36889000.0,,195208000,-13549000.0,-29394000.0,400190000.0,1799630000.0,997824000.0,68973000.0,15255000.0,116203000.0,801806000.0,523004000.0,396617000.0,-150946000.0,53143000.0,108288000.0,408000.0,935400000.0,29780000.0,-6358000.0,0.0,-30787000.0,86920000.0,226705000.0,-30774000.0,110504000.0,61195000.0,454031000.0,,935400000.0,0.0,0.0,-345000.0,-31119000.0,42572000.0,1052000.0,972170000.0,,935400000.0,,0.0,,-6358000.0,0.0,-0.4,136376000.0,114619000.0,77000000.0,-96795000.0,16294000.0,556000.0,-36770000.0,-30531000.0,,15362000.0,139367000.0,2116000.0,0.0,16452000.0,28632000.0,,77000000.0,
2014-06-30,76198000.0,-35403000.0,1234352000.0,,285269000.0,11508000.0,-21701000,85372000.0,-19415000.0,9979000.0,-0.45,5942000.0,-33209000,-95908000.0,,125425000,,-79542000.0,373384000.0,1607736000.0,824699000.0,80022000.0,6633000.0,186615000.0,783037000.0,539430000.0,175323000.0,-208944000.0,43165000.0,54156000.0,0.0,822000000.0,23147000.0,-27807000.0,0.0,-35403000.0,71269000.0,227108000.0,-35403000.0,104478000.0,87371000.0,459408000.0,,841369000.0,,,-5525000.0,-40928000.0,47011000.0,1047000.0,935400000.0,,822000000.0,,0.0,,-8392000.0,,-0.45,9978000.0,84071000.0,79369000.0,,15194000.0,35459000.0,-113400000.0,-87516000.0,,,,6093000.0,,22575000.0,24132000.0,19369000.0,79369000.0,
2014-09-30,93111000.0,-41369000.0,1266777000.0,,379142000.0,8165000.0,-40348000,44003000.0,-30176000.0,13867000.0,-0.51,5932000.0,-48513000,-58968000.0,,126277000,,-12524000.0,398435000.0,1665212000.0,910203000.0,66190000.0,-32801000.0,225275000.0,755009000.0,531061000.0,186066000.0,64252000.0,25427000.0,52016000.0,18976000.0,754410000.0,55948000.0,-22862000.0,0.0,-41369000.0,74261000.0,223968000.0,-41369000.0,122774000.0,107960000.0,464871000.0,,803777000.0,,,4320000.0,-37049000.0,56214000.0,1047000.0,822000000.0,,754410000.0,,4843000.0,,-14662000.0,,-0.51,17738000.0,106627000.0,80355000.0,,11626000.0,36034000.0,-67590000.0,-44306000.0,,,,-5417000.0,,85116000.0,24533000.0,49367000.0,80355000.0,
2014-12-31,150456000.0,40093000.0,1806013000.0,,707105000.0,85538000.0,151150000,84096000.0,-35086000.0,28628000.0,0.42,8037000.0,65612000,178823000.0,197943000.0,531147000,42000.0,28510000.0,447805000.0,2253818000.0,1438429000.0,62961000.0,31331000.0,178968000.0,815389000.0,731324000.0,255862000.0,110127000.0,435709000.0,278013000.0,-1500000.0,897452000.0,24617000.0,-48611000.0,0.0,40093000.0,253134000.0,221071000.0,40093000.0,187522000.0,338003000.0,470420000.0,,976592000.0,0.0,,14561000.0,54654000.0,63436000.0,1046000.0,754410000.0,,897452000.0,,5509000.0,,-13525000.0,5509000.0,0.46,-410282000.0,120607000.0,87483000.0,,16069000.0,29810000.0,143042000.0,192348000.0,0.0,6705000.0,,-17543000.0,,113240000.0,31221000.0,79140000.0,113938000.0,
