date,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyChangesInAccountReceivables,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInInventory
1995-03-31,3.554099,,,,,,2963785536.0,2963785536.0,,,2963785536.0,,,,,,,,,,,,,,,,,,,,,,,,532281888.0,532281888.0,,,,,,,,,,,,3.554099,,,,149765625.0,,,,,532281888.0,149765625.0,,,,,,,,,,,,,,,,,,,
1995-06-30,3.628143,,,,,,2963785536.0,2963785536.0,,,2963785536.0,,,,,,,,,,,,,,,,,,,,,,,,532281888.0,532281888.0,,,,,,,,,,,,3.628143,,,,146709184.0,,,,,532281888.0,146709184.0,,,,,,,,,,,,,,,,,,,
1995-09-30,3.628143,,,,,,2963785536.0,2963785536.0,,,2963785536.0,,,,,,,,,,,,,,,,,,,,,,,,532281888.0,532281888.0,,,,,,,,,,,,3.628143,,,,146709184.0,,,,,532281888.0,146709184.0,,,,,,,,,,,,,,,,,,,
1995-12-31,,,,300710112.0,,6354895968.0,2962119552.0,-6159975840.0,,,-6159975840.0,,,,1808425632.0,,,,10526519904.0,,,,,4546470336.0,5863430688.0,1935040416.0,,0.0,,1340284128.0,,,,,533114880.0,533114880.0,,,9726014592.0,,2299057920.0,1311962400.0,,1808425632.0,,,,,,,,,,,,16929729408.0,533114880.0,,1462733952.0,1462733952.0,,2933797824.0,,,11066298720.0,,,,,,,,,,,,
1996-03-31,1.665984,,,,,,2987109312.0,2987109312.0,,,2987109312.0,,,,,,,,,,,,,,,,,,,,,,,,253229568.0,253229568.0,,,,,,,,,,,,1.665984,,,,152000000.0,,,,,253229568.0,152000000.0,,,,,,,,,,,,,,,,,,,
1996-06-30,1.663596,,,,,,2982827628.0,2982827628.0,,,2982827628.0,,,,,,,,,,,,,,,,,,,,,,,,252866592.0,252866592.0,,,,,,,,,,,,1.663596,,,,152000000.0,,,,,252866592.0,152000000.0,,,,,,,,,,,,,,,,,,,
1996-09-30,1.66034,,,,,,2976989620.0,2976989620.0,,,2976989620.0,,,,,,,,,,,,,,,,,,,,,,,,252371680.0,252371680.0,,,,,,,,,,,,1.66034,,,,152000000.0,,,,,252371680.0,152000000.0,,,,,,,,,,,,,,,,,,,
1996-12-31,,,,321977920.0,,7147411920.0,2970596420.0,-7300333260.0,,16644100880.0,-7300333260.0,,,,1947634480.0,,,,11758832800.0,,,,,5199777440.0,6902609120.0,704534160.0,,0.0,-5621336160.0,950166800.0,,,,,251140560.0,251140560.0,,,11022764720.0,,2314423760.0,1233142240.0,,1947634480.0,,,,,,,,,,,,19005825520.0,251140560.0,,1982487760.0,1982487760.0,,3644657280.0,,,12103216400.0,130284880.0,,,,,,,,,,,
1997-03-31,1.10608,,,,,,2964017880.0,2964017880.0,,,2964017880.0,,,,,,,,,,,,,,,,,,,,,,,,181673640.0,181673640.0,,,,,,,,,,,,1.10608,,,,164250000.0,,,,,181673640.0,164250000.0,,,,,,,,,,,,,,,,,,,
1997-06-30,1.105427,,,,,,2962267110.0,2962267110.0,,,2962267110.0,,,,,,,,,,,,,,,,,,,,,,,,181566330.0,181566330.0,,,,,,,,,,,,1.105427,,,,164250000.0,,,,,181566330.0,164250000.0,,,,,,,,,,,,,,,,,,,
1997-09-30,1.104653,,,,,,2960194770.0,2960194770.0,,,2960194770.0,,,,,,,,,,,,,,,,,,,,,,,,181439310.0,181439310.0,,,,,,,,,,,,1.104653,,,,164250000.0,,,,,181439310.0,164250000.0,,,,,,,,,,,,,,,,,,,
1997-12-31,,,,493464160.0,,8400482160.0,2951792050.0,-7770289950.0,,18852649200.0,-7770289950.0,,,,2786913360.0,,,,12411120400.0,,,,,5613568800.0,7544371520.0,804777120.0,,0.0,-6689916800.0,1096219040.0,,,,,181802990.0,181802990.0,,,12162732400.0,,2494643480.0,1157488080.0,,2786913360.0,,,,,,,,,,,,20920065320.0,181802990.0,,2283513680.0,2283513680.0,,3962616560.0,,,13375693800.0,116742360.0,,,,,,,,,,,
1998-03-31,0.073594,,,,,,2212228960.0,2212228960.0,,,2212228960.0,,,,,,,,,,,,,,,,,,,,,,,,14074810.0,14074810.0,,,,,,,,,,,,0.073594,,,,191250000.0,,,,,14074810.0,191250000.0,,,,,,,,,,,,,,,,,,,
1998-06-30,0.073597,,356557431.44,289880926.81,5056750085.4,10088702439.35,2256038821.38,18447193.88,,20506258400.48,18447193.88,,,,3829962014.12,364423155.94,,294087019.49,12622533810.94,14779282.35,,,,6258740425.23,7799114233.05,99480715.65,,0.0,-7200085494.26,1026013383.49,,,,,13653241.79,13653241.79,,1126040.56,13306172906.22,,2777627432.54,2251683693.92,73184356.69,3829962014.12,,,338110237.56,0.073597,1899481389.94,,,162000000.0,,,7201360569.6,22997904649.62,13653241.79,162000000.0,2002853569.29,2002853569.29,,3717175804.5,,117621560.26,15198790416.57,866604126.86,,,,,,,,,,,
1998-09-30,0.66224,,,,,,3142328800.0,3142328800.0,,,3142328800.0,,,,,,,,,,,,,,,,,,,,,,,,105130600.0,105130600.0,,,,,,,,,,,,0.66224,,,,158750000.0,,,,,105130600.0,158750000.0,,,,,,,,,,,,,,,,,,,
1998-12-31,,,,369570096.0,2604682681.3,9596602839.6,3144221493.2,-7098085873.0,,22012585074.2,-7098085873.0,,,,3727235290.1,174121824.8,,,12400525528.3,,,,,5869367549.5,7133365164.8,728410737.6,,133406194.6,-7931252431.2,932907846.5,,,,,104692811.6,104692811.6,,,14081332643.0,,2361837707.6,1233456753.2,,3593829095.5,,,,,,,,,,,7200656064.0,22250719353.8,104692811.6,,2617622602.0,2617622602.0,,4266340700.3,,,15117354189.0,103113699.5,,,,,,,,,,,
1999-03-31,0.699038,,,,,,2722660512.0,2722660512.0,,,2722660512.0,,,,,,,,,,,,,,,,,,,,,,,,111754080.0,111754080.0,,,,,,,,,,,,0.699038,,,,159868421.0,,,,,111754080.0,159868421.0,,,,,,,,,,,,,,,,,,,
1999-06-30,0.735829,,141629670.72,409533173.76,2604424695.36,9105498930.24,2904273309.12,141629670.72,,21738668540.16,141629670.72,,,,3111332924.16,412000041.6,,,12637201034.88,143078334.72,,,,5994166006.08,7147559170.56,737163024.0,,0.0,-7930466864.64,939313737.6,,,,,118947731.52,118947731.52,,24130603.2,13808201675.52,,2130388722.24,1149370017.6,0.0,3111332924.16,,,,0.735829,2762643638.4,,,162000000.0,,,7199942860.8,21991456269.12,118947731.52,162000000.0,2595111855.36,2595111855.36,,4435262814.72,,,14843897098.56,96381685.44,,,,,,,,,,,
1999-09-30,1.140535,,,,,,4035555721.92,4035555721.92,,,4035555721.92,,,,,,,,,,,,,,,,,,,,,,,,183914103.36,183914103.36,,,,,,,,,,,,1.140535,,,,161252419.0,,,,,183914103.36,161252419.0,,,,,,,,,,,,,,,,,,,
