date,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems
1995-06-30,,,0.00415,8300000.0,8300000.0,,,,,,,2000000000.0,,,,,,,8300000.0,,,,,,,,,,,,,,0.00415,283030000.0,,283030000.0,283030000.0,,,,,,,,,,,,,2000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,0.00416,8320000.0,8320000.0,,,,,,,2000000000.0,,,,,,,8320000.0,,,,,,,,,,,,,,0.00416,283712000.0,,283712000.0,283712000.0,,,,,,,,,,,,,2000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,177216000.0,,7488000.0,7488000.0,741312000.0,,,230464000.0,,17472000.0,,140608000.0,,,,,,7488000.0,2173184000.0,185536000.0,185536000.0,918528000.0,449280000.0,,,,741312000.0,133952000.0,,,,,284544000.0,873600000.0,-788736000.0,-788736000.0,17472000.0,,99840000.0,,,809536000.0,1254656000.0,,723840000.0,677248000.0,-132288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,0.004165,14994000.0,14994000.0,,,,,,,2607300000.0,,,,,,,14994000.0,,,,,,,,,,,,,,0.004165,308210000.0,,308210000.0,308210000.0,,,,,,,,,,,,,2607300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,0.00416,14976000.0,14976000.0,,,,,,,2607300000.0,,,,,,,14976000.0,,,,,,,,,,,,,,0.00416,307840000.0,,307840000.0,307840000.0,,,,,,,,,,,,,2607300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,0.00415,14940000.0,14940000.0,,,,,,,2400000000.0,,,,,,,14940000.0,,,,,,,,,,,,,,0.00415,307100000.0,,307100000.0,307100000.0,,,,,,,,,,,,,2400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,65570000.0,,16600000.0,16600000.0,816720000.0,,,182600000.0,,9960000.0,,135290000.0,,,,,,16600000.0,2110690000.0,174300000.0,174300000.0,882290000.0,337810000.0,,,,628310000.0,145250000.0,,,,,307930000.0,1020070000.0,-813400000.0,-813400000.0,9960000.0,,148570000.0,,,856560000.0,1228400000.0,,618350000.0,736210000.0,-203350000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,0.01245,38180000.0,38180000.0,,,,,,,3066666667.0,,,,,,,38180000.0,,,,,,,,,,,,,,0.01245,498000000.0,,498000000.0,498000000.0,,,,,,,,,,,,,3066666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,68807000.0,0.012435,38134000.0,38134000.0,722888000.0,5803000.0,5803000.0,208908000.0,,2487000.0,3066666667.0,178235000.0,,368076000.0,56372000.0,,,38134000.0,2230839000.0,218027000.0,218027000.0,791695000.0,264451000.0,,,,710453000.0,265280000.0,,129324000.0,,0.012435,497400000.0,925993000.0,72952000.0,72952000.0,2487000.0,,208079000.0,,43937000.0,867134000.0,1439144000.0,56372000.0,707966000.0,779260000.0,-203105000.0,,3066666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,0.0207,48852000.0,48852000.0,,,,,,,2360000000.0,,,,,,,48852000.0,,,,,,,,,,,,,,0.0207,714564000.0,,714564000.0,714564000.0,,,,,,,,,,,,,2360000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,52164000.0,,48024000.0,48024000.0,664884000.0,,,334512000.0,,,,197064000.0,,,,,,48024000.0,2392920000.0,295596000.0,295596000.0,717048000.0,216108000.0,,,,701316000.0,288972000.0,,,,,713736000.0,982836000.0,-1345500000.0,-1345500000.0,-828000.0,,298080000.0,,,955512000.0,1675872000.0,,702144000.0,863604000.0,-317952000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,,,0.02484,62100000.0,62100000.0,,,,,,,2500000000.0,,,,,,,62100000.0,,,,,,,,,,,,,,0.02484,691380000.0,,691380000.0,691380000.0,,,,,,,,,,,,,2500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,502596000.0,0.02484,62100000.0,62100000.0,649980000.0,4968000.0,12420000.0,314640000.0,,,2500000000.0,333684000.0,,502596000.0,60444000.0,,,62100000.0,2584188000.0,329544000.0,329544000.0,1152576000.0,191268000.0,,,,857808000.0,332028000.0,,188784000.0,,0.02484,691380000.0,967104000.0,128340000.0,128340000.0,828000.0,,417312000.0,,74520000.0,1076400000.0,1431612000.0,60444000.0,856980000.0,364320000.0,-317124000.0,,2500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,0.05796,93564000.0,93564000.0,,,,,,,2709090909.0,,,,,,,93564000.0,,,,,,,,,,,,,,0.05796,923220000.0,,923220000.0,923220000.0,,,,,,,,,,,,,2709090909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,,543168000.0,,92736000.0,92736000.0,749340000.0,,,305532000.0,,,,389160000.0,,,,,0.0,92736000.0,3457728000.0,717048000.0,717048000.0,1292508000.0,682272000.0,,,,1435752000.0,364320000.0,,,,,922392000.0,1184040000.0,-1672560000.0,-1672560000.0,0.0,,592020000.0,,,1256904000.0,2165220000.0,,1435752000.0,456228000.0,-434700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,0.060444,173308680.0,173308680.0,,,,,,,2867260274.0,,,,,,,173308680.0,,,,,,,,,,,,,,0.060444,1161891000.0,,1161891000.0,1161891000.0,,,,,,,,,,,,,2867260274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,0.060444,173176200.0,173176200.0,,,,,,,2865068493.0,,,,,,,173176200.0,,,,,,,,,,,,,,0.060444,1160988480.0,,1160988480.0,1160988480.0,,,,,,,,,,,,,2865068493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,0.060444,172902960.0,172902960.0,,,,,,,2860547945.0,,,,,,,172902960.0,,,,,,,,,,,,,,0.060444,1159191720.0,,1159191720.0,1159191720.0,,,,,,,,,,,,,2860547945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,672650640.0,,476257320.0,476257320.0,1578250800.0,,,381625200.0,,,,1090525680.0,,,,,0.0,476257320.0,7034307120.0,1372385160.0,1372385160.0,2250901440.0,1591217280.0,,,,3542134320.0,860383080.0,,,,,874575000.0,2058374880.0,-2516672880.0,-2516672880.0,8280.0,,1229248800.0,,,2549569320.0,4783405680.0,,3542126040.0,1264182120.0,-480124080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,0.06003,182160000.0,182160000.0,,,,,,,3034482759.0,,,,,,,182160000.0,,,,,,,,,,,,,,0.06003,1454796000.0,,1454796000.0,1454796000.0,,,,,,,,,,,,,3034482759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,0.06003,182160000.0,182160000.0,,,,,,,3034482759.0,,,,,,,182160000.0,,,,,,,,,,,,,,0.06003,1454796000.0,,1454796000.0,1454796000.0,,,,,,,,,,,,,3034482759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,0.07808,252954000.0,252954000.0,,,,,,,3239677254.0,,,,,,,252954000.0,,,,,,,,,,,,,,0.074056,1699122240.0,,1699122240.0,1699122240.0,,,,,,,,,,,,,3415712434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,1077451560.0,,252945720.0,252945720.0,2488487760.0,,,795807360.0,,,,4593801960.0,65643840.0,,,27042480.0,0.0,252945720.0,10554714720.0,1338337800.0,1338337800.0,4476639960.0,1047461400.0,,910700640.0,,6179074200.0,472175280.0,,,,,1699130520.0,3068998560.0,-3381593400.0,-3381593400.0,-8280.0,,2083297680.0,,,3837167280.0,6078074760.0,,6179082480.0,2237214600.0,-580510800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,0.069764,237420991.4,237420991.4,,,,,,,3403202101.0,,,,,,,237420991.4,,,,,,,,,,,,,,0.069748,1632221719.1,,1632221719.1,1632221719.1,,,,,,,,,,,,,3403982787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,0.069756,237392309.4,237392309.4,,,,,,,3403181223.0,,,,,,,237392309.4,,,,,,,,,,,,,,0.069739,1632024536.1,,1632024536.1,1632024536.1,,,,,,,,,,,,,3404010803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,0.055719,206067489.6,206067489.6,,,,,,,3698334313.0,,,,,,,206067489.6,,,,,,,,,,,,,,0.055719,1476663888.0,,1476663888.0,1476663888.0,,,,,,,,,,,,,3698334313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,11445000.0,,206219155.2,206219155.2,3104006000.0,,,626969000.0,,,,137835000.0,,,,24107000.0,0.0,206219155.2,11696523000.0,3742968000.0,3742968000.0,5569405000.0,3705500000.0,,681100000.0,,5741741000.0,666216000.0,,,,,1477675326.4,3744010648.2,-3570996673.6,-3570996673.6,0.0,,2868433000.0,414464000.0,,5419803000.0,6127118000.0,,5741741000.0,298386000.0,-640004648.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,0.041039,150334138.8,150334138.8,,,,,,,3666052900.0,,,,,,,150334138.8,,,,,,,,,,,,,,0.041039,1442883258.4,,1442883258.4,1442883258.4,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,0.041038,150328690.2,150328690.2,,,,,,,3666052900.0,,,,,,,150328690.2,,,,,,,,,,,,,,0.041038,1442830963.6,,1442830963.6,1442830963.6,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,0.042145,154673699.0,154673699.0,,,,,,,3666052900.0,,,,,,,154673699.0,,,,,,,,,,,,,,0.042145,2213702215.1,,2213702215.1,2213702215.1,,,,,,,,,,,,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,2328000.0,,155496158.5,155496158.5,3555875000.0,,,788365000.0,,,,464459000.0,,,,15275000.0,0.0,155496158.5,13853681000.0,6309696885.0,4186605000.0,5590730000.0,4087403000.0,,624966000.0,,7332746000.0,1075592000.0,,,,,2223646904.1,4402107203.0,-4254815095.9,-4254815095.9,0.0,2123091885.0,3382780000.0,414464000.0,,6005302000.0,8262951000.0,,7332746000.0,-818395885.0,-846232203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,0.078296,286960903.2,286960903.2,,,,,,,3665077439.0,,,,,,,286960903.2,,,,,,,,,,,,,,0.078296,2526535634.2,,2526535634.2,2526535634.2,,,,,,,,,,,,,3665077439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,1058518422.5,0.078297,286964370.0,286964370.0,4039287560.0,31495887.5,49615335.0,1287416130.0,,,3666052900.0,6126757175.0,287717622.5,1902492322.5,284125187.5,99073397.5,0.0,286964370.0,15887237520.0,4651003087.5,2292751615.0,6924997887.5,15851412.5,37281860.0,1792434682.5,,7798249305.0,1367923095.0,,665304062.5,,0.078297,2567796385.0,4263450537.5,381178875.0,381178875.0,0.0,2358251472.5,4187074045.0,,336579705.0,6562857262.5,8962239632.5,284125187.5,7798249305.0,1157608375.0,-224162977.5,,3666052900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,0.035517,130246872.0,130246872.0,,,,,,,3667169862.0,,,,,,,130246872.0,,,,,,,,,,,,,,0.034772,1639400559.0,,1639400559.0,1639400559.0,,,,,,,,,,,,,3745740021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,123155000.0,,76701056.0,76701056.0,3863384000.0,,,1228364000.0,,1655487000.0,,309475000.0,,,,90017000.0,0.0,76701056.0,18288236000.0,10476160879.0,6541666000.0,8001750000.0,4819397000.0,,1220476000.0,,9686504000.0,1124053000.0,,,,,3417321082.0,5064465597.2,-5719870918.0,-5719870918.0,1655487000.0,3934494879.0,3985882000.0,414464000.0,,6886307000.0,10286486000.0,,8031017000.0,-3682092879.0,-1201081597.2,1715425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,0.055539,203779740.0,203779740.0,,,,,,,3669128720.0,,,,,,,203779740.0,,,,,,,,,,,,,,0.052095,1928474784.0,,1928474784.0,1928474784.0,,,,,,,,,,,,,3911694788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,2708890173.5,0.055535,203767430.0,203767430.0,4084833469.0,42135661.5,29845059.0,1319646542.5,,1492004655.0,3668390900.0,7143380938.0,71062029.0,1526815614.0,239703993.0,310534280.0,0.0,203767430.0,19231416100.5,6182727583.0,2306668826.5,8306022275.5,599880720.0,50445267.5,1466355781.5,,11972486946.0,1004841588.5,,401542674.0,,0.052092,1928358288.0,5285886043.0,161838681.0,161838681.0,3153321670.5,3876058756.5,4898156847.5,,205298582.5,7258929154.5,10925393825.0,239703993.0,8819165275.5,843665027.5,-1201052574.0,1661317015.5,4014393700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,-0.055395,-203163245.5,-203163245.5,,,,,,,3667537603.0,,,,,,,-203163245.5,,,,,,,,,,,,,,-0.055395,1341993092.5,,1341993092.5,1341993092.5,,,,,,,,,,,,,4164717427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,1917822000.0,,-203165891.0,-203165891.0,4295576000.0,,,1577048000.0,,1667888000.0,,355970000.0,,,,55632000.0,0.0,-203165891.0,17776426000.0,9580736809.5,5795703000.0,8348154000.0,5848378000.0,,952440000.0,,9855546000.0,732978000.0,,,,,1343296608.0,5808967131.0,-5658416858.0,-5658416858.0,1667888000.0,3785033809.5,3882577000.0,418400000.0,,6857654000.0,9428272000.0,,8187658000.0,-3697168809.5,-1513391131.0,1063226000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,-0.040794,-149711799.6,-149711799.6,,,,,,,3669946551.0,,,,,,,-149711799.6,,,,,,,,,,,,,,-0.040794,1397701879.2,,1397701879.2,1397701879.2,,,,,,,,,,,,,3669946551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,25600000.0,-0.040794,-149711799.6,-149711799.6,4450942000.0,17123871.6,10560686.4,1348516000.0,,1510743000.0,3668390900.0,1064618161.2,274644057.6,1243231149.6,236373984.0,103882000.0,303388000.0,-149711799.6,16118756000.0,1583558000.0,1375885000.0,8084983000.0,4709310000.0,59556974.4,904417000.0,,8626859000.0,775158000.0,,154470729.6,,-0.040794,1397701879.2,4450942000.0,-81903254.4,-81903254.4,1510743000.0,207673000.0,3893880672.0,317529000.0,-267617394.0,6702536000.0,8033773000.0,253497855.6,7116116000.0,45561582.0,-1703523135.6,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,-0.0489,-478010624.0,-478010624.0,,,,,,,3668390900.0,,,,,,,-478010624.0,,,,,,,,,,,,,,-0.0489,1375041192.0,,1375041192.0,1375041192.0,,,,,,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,1672172000.0,,99474000.0,99474000.0,4362762000.0,,,1046818000.0,,0.0,,2063622000.0,,,,124958000.0,0.0,99474000.0,14692305000.0,7656271755.0,4670096000.0,7582139000.0,3597544000.0,,584811000.0,79602000.0,8139436000.0,928892000.0,,,,,1360827256.0,6254207054.8,-4846509450.8,-4846509450.8,79602000.0,2986175755.0,3182559000.0,339710000.0,,6139688000.0,7110166000.0,,8059834000.0,-2936558755.0,-1891445054.8,413181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,-0.015465,-56737724.4,-56737724.4,,,,,,,3668390900.0,,,,,,,-56737724.4,,,,,,,,,,,,,,-0.015465,2171979738.0,,2171979738.0,2171979738.0,,,,,,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,2161962503.4,-0.015485,-56799501.5,-56799501.5,4225099470.2,23223441.5,12774891.4,1203597825.1,,1482718809.6,3668390900.0,4467918338.4,122360755.8,2016210425.8,202407681.7,1102853656.5,0.0,-56799501.5,17143352652.1,5729802604.8,5729802604.8,7483512195.8,1722411906.5,52770374.3,800892956.9,,10614040104.3,2737592074.9,39180064.3,158255162.8,,-0.015485,2174465588.6,6360073216.8,-44152518.9,-44152518.9,1563757028.7,,3403101561.3,295557265.3,-88185123.3,6171215873.6,9659840456.3,262308971.6,9050283075.6,75953844.3,-2134973746.6,81038219.1,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,-0.037276,-136669793.1,-136669793.1,,,,,,,3666428616.0,,,,,,,-136669793.1,,,,,,,,,,,,,,-0.037276,3077398102.2,,3077398102.2,3077398102.2,,,,,,,,,,,,,3666428616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,1562150000.0,,-135500605.4,-135500605.4,3865210000.0,,,1346843000.0,,1485162233.1,,560873000.0,,,,632158000.0,0.0,-135500605.4,14580364000.0,7000634936.8,4760821000.0,6811784000.0,2679235000.0,,420978000.0,109502000.0,8777551000.0,2299267000.0,,,,,3045620586.6,6322989159.4,-8299753134.6,-8299753134.6,1596070000.0,2239813936.8,2779889000.0,339710000.0,,5765913000.0,7768580000.0,,7181481000.0,-2057615936.8,-2457779159.4,1405766.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,8128000.0,0.0,,,3628537000.0,,,1594906000.0,,1853759000.0,,318376000.0,,,,1702666000.0,303388000.0,,16612565000.0,2519054000.0,1988537000.0,7121976000.0,3140762000.0,,941266000.0,,10649493000.0,4656592000.0,,,,0.0,,3628537000.0,,,1961383000.0,530517000.0,3447914000.0,295529000.0,,5789725000.0,9490589000.0,,8688110000.0,72766000.0,,107624000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,1743980000.0,,,,3569137000.0,,,2469033000.0,,1489907000.0,,206488000.0,,,,1489408000.0,303488000.0,,16172311000.0,1891416000.0,1373416000.0,6560555000.0,3406147000.0,,266416000.0,,10348204000.0,3421891000.0,,,,,,6655276000.0,,,1705234000.0,518000000.0,2854452000.0,339710000.0,,5917223000.0,9611756000.0,,8642970000.0,2073067000.0,-3086139000.0,215327000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,10717000.0,,,,3911182000.0,,,2345694000.0,,1502949000.0,,321114000.0,,,,1312188000.0,303488000.0,,17037270000.0,1634410000.0,1634410000.0,7729776000.0,3880287000.0,,1123170000.0,,10519506000.0,3966048000.0,,,,,,3911182000.0,,,1712825000.0,,,295529000.0,,6370955000.0,9307494000.0,,8806681000.0,171284000.0,,209876000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,61905000.0,,,,4146338000.0,,,1869202000.0,,0.0,,427891000.0,,,,930888000.0,303488000.0,,17315040000.0,1935861000.0,1243861000.0,8083978000.0,6750256000.0,,1075393000.0,,11447785000.0,2927118000.0,,,,,,7461005000.0,,,398618000.0,692000000.0,3709804000.0,295529000.0,,6053722000.0,9231062000.0,,11049167000.0,172747000.0,-3314667000.0,398618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,181161000.0,,,,4097629000.0,,,1861504000.0,,521783000.0,,375062000.0,,,,1431844000.0,393176000.0,,18048299000.0,1856833000.0,964165000.0,7937509000.0,6020167000.0,,804676000.0,,12397866000.0,4355993000.0,,,,,,4097629000.0,,,599594000.0,892668000.0,3399497000.0,295529000.0,,6237420000.0,10110790000.0,,11798272000.0,3604632000.0,,77811000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
