date,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1993-03-31,,,,,,,,,1600000,,,,,,,,,,,,1600000,1600000,,,,,,,,,,,,,0.03,,53333333.0,,,0.03,,,,,,,,,,,,,,,,,,,,,,53333333.0,59900000,,59900000,,,,,,,,,59900000,,,
1993-06-30,4500000.0,,,,,5000000.0,25100000.0,12700000.0,5700000,30200000.0,-100000.0,,5100000.0,,,3800000.0,,7500000.0,,13000000.0,5700000,5700000,,9100000.0,,,,400000.0,5200000.0,,,,,54300000.0,0.07,,81428571.0,,,0.07,2300000.0,17200000.0,,,,,800000.0,3000000.0,3000000.0,,300000.0,200000.0,,,5100000.0,,,,,,,81428571.0,61800000,,2300000,,,-3400000.0,7300000.0,,1300000.0,,,2500000,,,
1993-09-30,6500000.0,,,2000000.0,,6000000.0,27100000.0,13300000.0,2000000,32500000.0,,,5400000.0,400000.0,1200000.0,3800000.0,,9800000.0,-2500000.0,13200000.0,2000000,2000000,-700000.0,9800000.0,,,,,6500000.0,,0.0,,,62000000.0,0.03,,66666667.0,,,0.03,3300000.0,19300000.0,,,-300000.0,,200000.0,2500000.0,2500000.0,,1000000.0,,,-1800000.0,6300000.0,-400000.0,0.0,,-2500000.0,,2100000.0,66666667.0,71800000,,3300000,,,1300000.0,6000000.0,-400000.0,1600000.0,900000.0,,3800000,,,
1993-12-31,8800000.0,,,3700000.0,,6100000.0,28900000.0,12500000.0,2400000,34300000.0,,,5400000.0,300000.0,800000.0,4000000.0,,10400000.0,200000.0,12400000.0,2400000,2400000,600000.0,9200000.0,,0.0,,,6400000.0,,-200000.0,,,67000000.0,,,,,,,4000000.0,21900000.0,,,-300000.0,-1400000.0,500000.0,5800000.0,5800000.0,,3600000.0,100000.0,,1300000.0,7100000.0,1500000.0,-400000.0,,-400000.0,,3800000.0,,77400000,-100000.0,4000000,2800000.0,,1600000.0,1800000.0,3300000.0,1400000.0,600000.0,,4300000,,,
1994-03-31,11000000.0,,,-4600000.0,,7600000.0,39200000.0,21900000.0,2100000,46000000.0,,,6800000.0,300000.0,8000000.0,3800000.0,,11400000.0,-300000.0,21900000.0,2100000,2100000,-10100000.0,19300000.0,,,,,7900000.0,,-1800000.0,,,76200000.0,0.03,,70000000.0,5800000.0,,0.03,3500000.0,24100000.0,,,,-1400000.0,600000.0,900000.0,900000.0,,3300000.0,,,-5000000.0,15000000.0,-5300000.0,,,-300000.0,,-2800000.0,70000000.0,87600000,-1800000.0,3500000,4400000.0,,1400000.0,3600000.0,-4900000.0,3000000.0,600000.0,,3800000,,,
1994-06-30,13400000.0,,,1300000.0,,8300000.0,58400000.0,16500000.0,2400000,64600000.0,,,6200000.0,400000.0,-1600000.0,3400000.0,,12600000.0,16500000.0,16500000.0,2400000,2400000,3200000.0,16100000.0,,,,,8700000.0,,-15400000.0,,,79600000.0,0.04,,60000000.0,,,0.04,3900000.0,48100000.0,,,,-1400000.0,19000000.0,2500000.0,2500000.0,,,,,-2500000.0,13600000.0,-1500000.0,,,16500000.0,,1400000.0,60000000.0,92200000,-100000.0,3900000,4200000.0,,1500000.0,2900000.0,2500000.0,2800000.0,800000.0,,4300000,,,
1994-09-30,16900000.0,,,2000000.0,,9000000.0,68000000.0,22700000.0,3400000,74300000.0,,-15800000.0,6300000.0,400000.0,3100000.0,3400000.0,,14800000.0,-200000.0,22700000.0,3400000,3400000,-4100000.0,20200000.0,,200000.0,,,9400000.0,,700000.0,,,97600000.0,0.05,,68000000.0,,,0.05,5600000.0,51600000.0,,,0.0,-1400000.0,18100000.0,5200000.0,5200000.0,16700000.0,,,,-3600000.0,16500000.0,-3300000.0,,,-200000.0,,2300000.0,68000000.0,112400000,-300000.0,5400000,4300000.0,,2200000.0,6200000.0,2800000.0,2900000.0,800000.0,,5800000,,,
1994-12-31,21000000.0,,,2300000.0,,9700000.0,71400000.0,22200000.0,4100000,78000000.0,,-15300000.0,6600000.0,600000.0,-300000.0,3700000.0,,16800000.0,0.0,22200000.0,4100000,4100000,-2900000.0,23200000.0,,200000.0,,,10300000.0,,-4900000.0,,,104300000.0,,,,,,,6700000.0,55800000.0,,,0.0,-2000000.0,20300000.0,3000000.0,3000000.0,10800000.0,,,,-400000.0,16200000.0,-1800000.0,,,0.0,,2700000.0,,121100000,-400000.0,6500000,4900000.0,,2600000.0,6000000.0,-2200000.0,2900000.0,1300000.0,,7100000,,,
1995-03-31,25100000.0,,,-3300000.0,,11700000.0,73400000.0,19700000.0,4200000,79900000.0,,-10800000.0,6500000.0,500000.0,-3500000.0,3700000.0,,18900000.0,,19700000.0,4200000,4200000,-100000.0,23300000.0,,300000.0,,,12200000.0,,200000.0,,,122500000.0,0.05,,84000000.0,3000000.0,,0.05,6900000.0,60200000.0,100000.0,,,-2000000.0,20800000.0,100000.0,100000.0,11200000.0,,,,-4300000.0,12700000.0,-7700000.0,,,,,-3000000.0,84000000.0,141400000,-300000.0,6700000,4800000.0,,2700000.0,7000000.0,-2800000.0,2800000.0,1000000.0,,7200000,,,
1995-06-30,29500000.0,,,4200000.0,,11700000.0,82400000.0,24400000.0,4300000,89000000.0,,-7400000.0,6600000.0,500000.0,6700000.0,3700000.0,,19100000.0,,24400000.0,4300000,4300000,-1600000.0,24800000.0,,300000.0,,,12200000.0,,1800000.0,,,127100000.0,0.06,,71666667.0,,,0.06,7100000.0,64600000.0,0.0,,,-2000000.0,17600000.0,6500000.0,6500000.0,9600000.0,,,,-4300000.0,19500000.0,-300000.0,,,,,4600000.0,71666667.0,146200000,-400000.0,6900000,4900000.0,,2800000.0,4900000.0,6400000.0,2900000.0,1000000.0,,7400000,,,
1995-09-30,34700000.0,,,5400000.0,,12400000.0,132400000.0,39400000.0,5300000,138900000.0,,-27500000.0,6500000.0,600000.0,13800000.0,3400000.0,,21000000.0,,39500000.0,5300000,5300000,-9100000.0,34000000.0,,600000.0,,,13000000.0,,-14000000.0,,,140100000.0,0.07,,75714286.0,,,0.07,8700000.0,99400000.0,,,,-2000000.0,34500000.0,24200000.0,24200000.0,14100000.0,,,,-6300000.0,33200000.0,-3700000.0,,,,,5900000.0,75714286.0,161100000,-500000.0,8000000,5100000.0,,3400000.0,6200000.0,17700000.0,3100000.0,1300000.0,,8600000,,,
1995-12-31,41000000.0,,,2800000.0,,13400000.0,126900000.0,27700000.0,6300000,133900000.0,,-17400000.0,7000000.0,600000.0,-13800000.0,3500000.0,,23500000.0,0.0,27700000.0,6300000,6300000,6500000.0,27400000.0,,800000.0,,,14000000.0,,-13800000.0,,,156600000.0,,,,,,,10300000.0,106200000.0,,,,-2000000.0,44400000.0,14200000.0,14200000.0,4500000.0,,,,-1100000.0,19400000.0,-3000000.0,,,0.0,,3700000.0,,180100000,-900000.0,9500000,5500000.0,,4000000.0,8300000.0,-10100000.0,3500000.0,1100000.0,,10100000,,,
1996-03-31,46600000.0,,,-2500000.0,,14400000.0,132400000.0,27800000.0,5500000,139600000.0,,-38300000.0,7200000.0,500000.0,-6000000.0,3800000.0,,27100000.0,,27800000.0,5500000,5500000,-600000.0,28100000.0,,-3200000.0,,,14900000.0,,-11700000.0,,,179600000.0,0.07,,78571429.0,14200000.0,,0.07,9000000.0,111800000.0,,,,-2000000.0,56000000.0,500000.0,500000.0,27000000.0,,,,-6900000.0,13400000.0,-12100000.0,,,,,-2100000.0,78571429.0,206700000,-400000.0,12200000,5400000.0,,3500000.0,14400000.0,-13800000.0,3400000.0,1000000.0,,12700000,,,
1996-06-30,55000000.0,,,400000.0,,16600000.0,148600000.0,40900000.0,8500000,161300000.0,,-23500000.0,12700000.0,800000.0,12500000.0,9800000.0,,30400000.0,,40900000.0,8500000,8500000,-9900000.0,37900000.0,,800000.0,,,17400000.0,,-4500000.0,,,188300000.0,0.1,,85000000.0,,,0.1,13900000.0,120400000.0,,,,-2000000.0,54600000.0,3100000.0,3100000.0,25700000.0,,,,-5300000.0,25900000.0,-2600000.0,,,,,7100000.0,85000000.0,218700000,-6700000.0,13000000,4900000.0,,5400000.0,15000000.0,2600000.0,2900000.0,1700000.0,,13800000,,,
1996-09-30,64700000.0,,,10300000.0,,16300000.0,172100000.0,55800000.0,9700000,185900000.0,,-26500000.0,13800000.0,600000.0,12000000.0,10400000.0,,32200000.0,,55700000.0,9700000,9700000,-8100000.0,46000000.0,,900000.0,,,16900000.0,,-8300000.0,,,208100000.0,0.11,,80833333.0,,,0.12,16200000.0,130200000.0,,,,-2000000.0,61400000.0,6700000.0,6700000.0,19900000.0,,,,-4800000.0,37900000.0,1900000.0,,,,,12000000.0,88181818.0,240300000,-1700000.0,15300000,5400000.0,,6500000.0,17900000.0,3700000.0,3400000.0,900000.0,,15900000,,,
1996-12-31,75417000.0,0.0,58490000.0,9496000.0,,17679000.0,180822000.0,57208000.0,10700000,198830000.0,,-23182000.0,18008000.0,75000.0,,5713000.0,,32782000.0,,57208000.0,10700000,10700000,4560000.0,41462000.0,,1312000.0,,,19779000.0,,-2028000.0,57396000.0,20566000.0,229413000.0,,,,,215000.0,,17784000.0,141622000.0,,,,,2258000.0,74952000.0,16462000.0,23432000.0,,,,,36642000.0,-6063000.0,,,,,11774000.0,,262195000,-2278000.0,13003000,12295000.0,,7084000.0,0.0,9746000.0,12295000.0,10890000.0,,13078000,,,
1997-03-31,86800000.0,,,-13100000.0,,22000000.0,194700000.0,56100000.0,11400000,215000000.0,,-18900000.0,20300000.0,400000.0,3800000.0,17000000.0,,40400000.0,,56000000.0,11400000,11400000,-20700000.0,62200000.0,,900000.0,,,22400000.0,,500000.0,,,257400000.0,0.13,,81428571.0,16500000.0,,0.14,18900000.0,159000000.0,,,,-4400000.0,58500000.0,7100000.0,7100000.0,22600000.0,,,,-5600000.0,40400000.0,-27700000.0,200000.0,,,,-9900000.0,87692308.0,297800000,-3200000.0,18000000,7700000.0,,7500000.0,15700000.0,-9400000.0,3300000.0,700000.0,,18400000,,,
1997-06-30,99500000.0,,,17900000.0,,21600000.0,198700000.0,52900000.0,12700000,224700000.0,,-35700000.0,26000000.0,200000.0,-12200000.0,22900000.0,,41800000.0,,52900000.0,12700000,12700000,15100000.0,47000000.0,,1000000.0,,,21800000.0,,-19700000.0,,,262700000.0,0.15,,84666667.0,,,0.15,21000000.0,171800000.0,,,,-4900000.0,72400000.0,11400000.0,11400000.0,22100000.0,,,,-1000000.0,28200000.0,10900000.0,0.0,,,,24000000.0,84666667.0,304500000,-6100000.0,20000000,8000000.0,,8300000.0,24700000.0,4300000.0,3100000.0,600000.0,,20200000,,,
1997-09-30,112500000.0,,,-15900000.0,,22600000.0,220600000.0,67300000.0,13000000,252300000.0,,-19900000.0,31700000.0,200000.0,19100000.0,5900000.0,,43200000.0,,67300000.0,13000000,13000000,-16400000.0,63400000.0,,1100000.0,,,22800000.0,,6200000.0,,,280700000.0,0.15,,86666667.0,,,0.15,21500000.0,185000000.0,,,,-4900000.0,62000000.0,7100000.0,7100000.0,31500000.0,,,,-20100000.0,48500000.0,-23700000.0,0.0,,,,-10500000.0,86666667.0,323900000,-5400000.0,20400000,30700000.0,,8500000.0,18800000.0,-4300000.0,25800000.0,300000.0,,20600000,,,
1997-12-31,126418000.0,0.0,61192000.0,13559000.0,,24115000.0,237196000.0,69775000.0,13901000,269641000.0,,-26655000.0,32445000.0,1872000.0,,5741000.0,,45405000.0,,69775000.0,13901000,13901000,1521000.0,61941000.0,,-3241000.0,,,23315000.0,,-4769000.0,87524000.0,25324000.0,305324000.0,,,,,215000.0,,23108000.0,199866000.0,,,,,3587000.0,79425000.0,18233000.0,24267000.0,,,,,44451000.0,2489000.0,-1551000.0,,,,15940000.0,,350729000,-2381000.0,22090000,26704000.0,,9207000.0,0.0,11171000.0,26704000.0,3629000.0,,23962000,,,
1998-03-31,141200000.0,,,-12700000.0,,25800000.0,246300000.0,68000000.0,14800000,283700000.0,,-26800000.0,37400000.0,1200000.0,-4900000.0,5800000.0,,50400000.0,400000.0,68100000.0,14800000,14800000,-8200000.0,70200000.0,,1100000.0,,,27000000.0,,-2500000.0,,,334200000.0,0.17,,82222222.0,18200000.0,,0.18,24500000.0,215600000.0,,,,-4700000.0,62900000.0,9500000.0,9500000.0,30300000.0,,,,-12200000.0,39600000.0,-22300000.0,,,400000.0,,-6700000.0,87058824.0,384600000,-6000000.0,23400000,36300000.0,,9700000.0,28400000.0,-8800000.0,31600000.0,2300000.0,,24600000,,,
1998-06-30,156800000.0,,,13800000.0,,26900000.0,260100000.0,66300000.0,15600000,297900000.0,,-24900000.0,37800000.0,1000000.0,7200000.0,5700000.0,,52700000.0,0.0,66400000.0,15600000,15600000,21200000.0,48900000.0,,1000000.0,,,27900000.0,,-1100000.0,,,356200000.0,0.18,,86666667.0,,,0.18,25800000.0,231500000.0,,,,-5700000.0,63100000.0,23700000.0,23700000.0,25500000.0,,,,-20700000.0,46800000.0,-1100000.0,,,0.0,,15300000.0,86666667.0,408900000,-1500000.0,24800000,37800000.0,,10200000.0,19500000.0,14200000.0,32100000.0,2000000.0,,25800000,,,
1998-09-30,173900000.0,,,-5500000.0,,31700000.0,277300000.0,68600000.0,17100000,318600000.0,,-38100000.0,41300000.0,1200000.0,-800000.0,5600000.0,,60000000.0,-2000000.0,68600000.0,17100000,17100000,-6300000.0,55300000.0,,1300000.0,,,32900000.0,,-7700000.0,,,402700000.0,0.2,,85500000.0,,,0.2,28300000.0,250000000.0,,,,-7300000.0,66500000.0,13300000.0,13300000.0,35100000.0,,100000.0,,-17800000.0,45900000.0,-21900000.0,,,-2000000.0,,-600000.0,85500000.0,462700000,-4900000.0,27100000,43000000.0,,11200000.0,22700000.0,-10300000.0,35700000.0,2500000.0,,28300000,,,
1998-12-31,192259000.0,0.0,66458000.0,-6186000.0,,31137000.0,299788000.0,71058000.0,18341000,341821000.0,,-25132000.0,42033000.0,1358000.0,,4977000.0,,56975000.0,-489000.0,71058000.0,18341000,18341000,-9151000.0,64392000.0,,-3835000.0,,,27737000.0,,-6279000.0,152308000.0,29700000.0,420214000.0,,,,,216000.0,,30411000.0,270763000.0,,,,,5081000.0,70688000.0,4230000.0,21563000.0,,,,,41358000.0,-24498000.0,-820000.0,,652000.0,,-3476000.0,,477189000,-2710000.0,29238000,37056000.0,,12070000.0,0.0,-9103000.0,37056000.0,440000.0,,30596000,,,
1999-03-31,212000000.0,,,-3900000.0,,36200000.0,348800000.0,96900000.0,19700000,391800000.0,,-32200000.0,43000000.0,1500000.0,22300000.0,4800000.0,,69400000.0,500000.0,96800000.0,19700000,19700000,-16100000.0,80500000.0,,900000.0,,,37700000.0,,5100000.0,,,470000000.0,0.23,,85652174.0,4200000.0,,0.23,32600000.0,295000000.0,-100000.0,,,-10100000.0,65900000.0,8500000.0,8500000.0,40000000.0,,,,-36000000.0,63700000.0,-26200000.0,100000.0,,500000.0,,-1300000.0,85652174.0,539400000,-2600000.0,31700000,48300000.0,,12900000.0,33200000.0,4300000.0,38200000.0,3100000.0,,33200000,,,
1999-06-30,234300000.0,,,9000000.0,,38700000.0,386200000.0,111700000.0,22300000,430500000.0,,-27700000.0,44300000.0,1700000.0,14800000.0,5600000.0,,76500000.0,700000.0,111600000.0,22300000,22300000,-600000.0,81100000.0,,900000.0,,,40400000.0,,5000000.0,,,521100000.0,0.26,,85769231.0,,,0.26,36900000.0,318900000.0,-500000.0,,,-11800000.0,58200000.0,25600000.0,25600000.0,35500000.0,,,,-27900000.0,78400000.0,-13400000.0,0.0,,700000.0,,11300000.0,85769231.0,597600000,-2300000.0,36100000,50500000.0,,14600000.0,33300000.0,17000000.0,38700000.0,3300000.0,,37800000,,,
1999-09-30,260400000.0,,76700000.0,16000000.0,,43500000.0,435200000.0,128400000.0,26200000,480800000.0,,-56800000.0,45600000.0,1900000.0,20500000.0,7100000.0,,87500000.0,300000.0,128300000.0,26200000,26200000,-6100000.0,87100000.0,,-100000.0,,,45400000.0,,-27300000.0,,,595500000.0,0.3,,84516129.0,,200000.0,0.31,43400000.0,352500000.0,-2100000.0,,,-13800000.0,6000000.0,93000000.0,16300000.0,33300000.0,,,,-28100000.0,98900000.0,-17700000.0,600000.0,,300000.0,,17700000.0,87333333.0,683000000,-1700000.0,42100000,52300000.0,,17200000.0,29500000.0,-9200000.0,38500000.0,3900000.0,,44000000,,,
1999-12-31,290344000.0,0.0,63228000.0,-7750000.0,,47227000.0,455048000.0,114931000.0,29885000,505915000.0,,-14887000.0,50867000.0,1688000.0,,4939000.0,6499000.0,90139000.0,,114931000.0,29885000,29885000,-39025000.0,126217000.0,,-150000.0,,,42127000.0,19747000.0,7787000.0,230190000.0,49274000.0,651100000.0,,,,16300000.0,433000.0,,49493000.0,390984000.0,,,,,6702000.0,82975000.0,19747000.0,29034000.0,,,,,65657000.0,-41304000.0,-2273000.0,,919000.0,,-5189000.0,,741239000,-2561000.0,48012000,39429000.0,,19608000.0,0.0,3417000.0,39429000.0,10532000.0,,49700000,,,
2000-03-31,325635000.0,0.0,70695000.0,1869000.0,,52365000.0,545110000.0,128358000.0,35291000,601296000.0,,-59237000.0,56186000.0,1954000.0,,13255000.0,,109213000.0,0.0,128358000.0,35291000,35291000,-7715000.0,133932000.0,,-175000.0,,,52365000.0,13877000.0,-14869000.0,284818000.0,27751000.0,754775000.0,0.79,,43287000.0,19747000.0,434000.0,0.82,58428000.0,472938000.0,-2745000.0,,,,6702000.0,84572000.0,13877000.0,52569000.0,,,,,100607000.0,-75191000.0,931000.0,,1674000.0,1674000.0,7325000.0,44726000.0,863988000,-5456000.0,56848000,42931000.0,,23137000.0,0.0,-5870000.0,42931000.0,45139000.0,,58802000,,,
2000-06-30,365684000.0,0.0,103679000.0,57747000.0,,57907000.0,637275000.0,163084000.0,40049000,699421000.0,,-58610000.0,62146000.0,2575000.0,,16638000.0,,122221000.0,0.0,163084000.0,40049000,40049000,-18817000.0,152749000.0,,-172000.0,,,57907000.0,40988000.0,-40906000.0,304746000.0,39993000.0,821121000.0,0.44,,86951000.0,13877000.0,874000.0,0.46,66307000.0,536337000.0,-3466000.0,,,,6702000.0,144667000.0,40988000.0,26322000.0,,,,,123091000.0,13032000.0,89000.0,,5118000.0,5118000.0,62899000.0,91154000.0,943342000,-5152000.0,64314000,45508000.0,,26258000.0,0.0,27111000.0,45508000.0,7850000.0,,66889000,,,
2000-09-30,410614000.0,0.0,126576000.0,-5683000.0,,59358000.0,687379000.0,166179000.0,44930000,748439000.0,,-53496000.0,61060000.0,2787000.0,,9216000.0,,131134000.0,0.0,166179000.0,44930000,44930000,-13195000.0,165944000.0,,-123000.0,,,59358000.0,20557000.0,-23996000.0,348956000.0,35602000.0,896917000.0,0.49,,87236000.0,40988000.0,874000.0,0.52,74387000.0,582260000.0,16439000.0,-9266000.0,,,6702000.0,147133000.0,20557000.0,31450000.0,,,,,107972000.0,-50497000.0,8000.0,,125000.0,125000.0,3440000.0,91872000.0,1028051000,-9123000.0,71776000,51844000.0,12233000.0,29457000.0,10372000.0,-20431000.0,51844000.0,7063000.0,,74563000,,,
2000-12-31,452613000.0,0.0,158957000.0,54875000.0,,48126000.0,673883000.0,112186000.0,41999000,748437000.0,,-75836000.0,74554000.0,3162000.0,,6784000.0,5804000.0,127275000.0,0.0,112186000.0,41999000,41999000,55742000.0,110202000.0,,-220000.0,,,60605000.0,43664000.0,-45260000.0,337424000.0,1862000.0,879796000.0,,,,20557000.0,875000.0,,69535000.0,636251000.0,28539000.0,-28718000.0,,,6736000.0,202621000.0,43664000.0,44039000.0,,,,,56081000.0,6013000.0,-2894000.0,,208000.0,208000.0,68159000.0,,1007071000,-13284000.0,66670000,61966000.0,17868000.0,27536000.0,36375000.0,23107000.0,61966000.0,20463000.0,,69832000,,,
2001-03-31,493089000.0,0.0,92989000.0,83008000.0,,63843000.0,717185000.0,184551000.0,40476000,795396000.0,,-19250000.0,78211000.0,3181000.0,,6438000.0,6743000.0,130119000.0,0.0,184551000.0,40476000,40476000,-43095000.0,153297000.0,,-106000.0,,,66656000.0,121120000.0,58984000.0,,36349000.0,857126000.0,0.45,,86194000.0,43664000.0,877000.0,0.47,67181000.0,610845000.0,9498000.0,-10397000.0,,,328276000.0,214109000.0,121120000.0,85378000.0,,,,,121931000.0,28289000.0,380000.0,,-70781000.0,600000.0,89253000.0,89089000.0,987245000,-6245000.0,63463000,65030000.0,26271000.0,26705000.0,0.0,77456000.0,65030000.0,17087000.0,,66644000,-71381000.0,,
2001-06-30,536119000.0,0.0,235275000.0,65204000.0,,62532000.0,736354000.0,159227000.0,43030000,817672000.0,,-924190000.0,81318000.0,3898000.0,,6550000.0,7965000.0,132623000.0,0.0,159227000.0,43030000,43030000,32530000.0,120767000.0,,-200000.0,,,64124000.0,44257000.0,-148987000.0,,42058000.0,862422000.0,0.48,,85598000.0,121120000.0,879000.0,0.5,71418000.0,658445000.0,10250000.0,-11406000.0,,,315610000.0,279532000.0,44257000.0,782030000.0,,,,,100694000.0,26332000.0,0.0,,1249000.0,2474000.0,70875000.0,88889000.0,995045000,-5671000.0,68499000,66803000.0,16475000.0,28388000.0,0.0,-76863000.0,66803000.0,-2259000.0,,72397000,-1225000.0,,
2001-09-30,579354000.0,0.0,264431000.0,33659000.0,,64476000.0,825386000.0,186112000.0,43235000,911138000.0,,-558061000.0,85752000.0,3945000.0,,6147000.0,8408000.0,133974000.0,0.0,186112000.0,43235000,43235000,-16071000.0,136838000.0,,-228000.0,,,65124000.0,35745000.0,-37932000.0,344119000.0,45261000.0,857091000.0,0.49,,85843000.0,44257000.0,881000.0,0.5,71760000.0,725026000.0,-22138000.0,,,,6736000.0,300176000.0,35745000.0,528982000.0,,,,,140851000.0,-48041000.0,616000.0,,-12757000.0,2528000.0,42177000.0,89042000.0,991065000,-8518000.0,68850000,71197000.0,,28525000.0,0.0,-8512000.0,71197000.0,42499000.0,,72795000,-15285000.0,,
2001-12-31,621299000.0,0.0,248404000.0,98043000.0,,62477000.0,854158000.0,158372000.0,41945000,937029000.0,,-488555000.0,82871000.0,4359000.0,,8416000.0,5382000.0,130319000.0,0.0,158372000.0,41945000,41945000,17721000.0,119117000.0,,-325000.0,,,62933000.0,145977000.0,16923000.0,318405000.0,51564000.0,857871000.0,,,,35745000.0,885000.0,,69617000.0,778657000.0,3134000.0,,,,9040000.0,394381000.0,145977000.0,504400000.0,,,,,106808000.0,50075000.0,-4434000.0,,-6790000.0,3534000.0,100099000.0,,988190000,-2056000.0,67386000,69073000.0,,27672000.0,0.0,110232000.0,69073000.0,7972000.0,,71745000,-10324000.0,,
2002-03-31,662055000.0,0.0,277811000.0,-1676000.0,,64236000.0,952622000.0,160492000.0,40756000,1032412000.0,,-194740000.0,79790000.0,4213000.0,,7661000.0,5395000.0,130163000.0,0.0,160492000.0,40756000,40756000,-18561000.0,137678000.0,,-328000.0,,,64969000.0,114365000.0,-31363000.0,345741000.0,38288000.0,872673000.0,0.45,,85842000.0,145977000.0,890000.0,0.47,67366000.0,871920000.0,131000.0,,,,9040000.0,392176000.0,114365000.0,165120000.0,,,,,122204000.0,-99634000.0,1296000.0,,-447000.0,7163000.0,198000.0,89750000.0,1002836000,-1874000.0,65194000,66734000.0,,26610000.0,0.0,-31612000.0,66734000.0,53354000.0,,69407000,-7610000.0,,
2002-06-30,706108000.0,0.0,286097000.0,100987000.0,,64974000.0,959324000.0,184499000.0,44053000,1037737000.0,,-608332000.0,78413000.0,4007000.0,,7487000.0,6058000.0,137248000.0,0.0,184499000.0,44053000,44053000,-15605000.0,153283000.0,,-431000.0,,,66554000.0,134824000.0,-11115000.0,356209000.0,45785000.0,919572000.0,0.49,,85624000.0,114365000.0,891000.0,0.51,72814000.0,853238000.0,16769000.0,,,,9040000.0,420921000.0,134824000.0,599895000.0,,,,,138714000.0,45711000.0,87000.0,,-71554000.0,1247000.0,103128000.0,89127000.0,1056820000,-2141000.0,70694000,64868000.0,0.0,28761000.0,0.0,20459000.0,64868000.0,9119000.0,,74701000,-72801000.0,,
2002-09-30,761002000.0,0.0,283619000.0,86714000.0,,67186000.0,985932000.0,200818000.0,54894000,1063129000.0,,-517202000.0,77197000.0,3616000.0,,7543000.0,5875000.0,157040000.0,0.0,200818000.0,54894000,54894000,26683000.0,126600000.0,,-377000.0,,,68117000.0,185273000.0,-8000.0,362113000.0,79369000.0,993930000.0,0.63,,84206000.0,134824000.0,891000.0,0.65,90734000.0,862311000.0,400000.0,-257000.0,,,9040000.0,468892000.0,185273000.0,519578000.0,,,,,121449000.0,29200000.0,-1000.0,22000.0,-38784000.0,929000.0,89241000.0,87326000.0,1150970000,-2527000.0,88923000,63779000.0,,35840000.0,0.0,50449000.0,63779000.0,1408000.0,,92539000,-39713000.0,,
2002-12-31,806548000.0,0.0,347474000.0,34804000.0,,65215000.0,1018536000.0,171594000.0,45546000,1095664000.0,,-568759000.0,77128000.0,3728000.0,,7864000.0,5176000.0,139384000.0,0.0,171594000.0,45546000,45546000,-24185000.0,150785000.0,,-393000.0,,,66017000.0,157140000.0,-67305000.0,333084000.0,68808000.0,914569000.0,,,,185273000.0,897000.0,,75283000.0,924070000.0,1720000.0,-903000.0,,,11757000.0,504614000.0,157140000.0,504674000.0,,,,,102786000.0,-15550000.0,-2828000.0,3000.0,331000.0,8498000.0,38841000.0,,1053953000,-4037000.0,73367000,64088000.0,,29737000.0,0.0,-28133000.0,64088000.0,7734000.0,,77095000,-8167000.0,,
