date,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue
2006-11-30,6401000,,-293000.0,10497000,,11364000,-6595000,,196784000,-6194000.0,112569000,10000000.0,47194000.0,-6620000,,346805000.0,74380000,128108000,10497000,137737000,90650000.0,,13399000,0.0,43745000.0,,112782000,122404000,0.135,24955000,,6401000,4016000.0,6401000,120270000,14458000,232000.0,18355000,47006000.0,,-172271000.0,3156000,11364000,21364000,174534000,60369000,824000,14458000,,12930000.0,1764000.0,-1000.0,1035000,11148000,,207000,9557000,,-6827000,-5353000,317806000,5435000.0,,189698000,0.135,0.0,16717000,375000.0,44325000,,,,,,,,
2007-02-28,17403000,,-292000.0,27280000,,15134000,-24497000,,210599000,17211000.0,129679000,28600000.0,47156000.0,29608000,,363209000.0,84137000,149216000,27280000,175211000,94383000.0,,13374000,0.0,40525000.0,,131029000,126462000,0.37,44182000,,17403000,4195000.0,17403000,137611000,16902000,136000.0,18705000,47038000.0,,-178278000.0,10194000,15134000,43734000,184931000,62855000,1956000,16902000,,13610000.0,1639000.0,0.0,-6347000,10791000,,34614000,27597000,,-5006000,3770000,349133000,5435000.0,,199917000,0.37,,11364000,375000.0,53482000,,,,,,,,
2007-05-31,18283000,,-295000.0,26516000,-39650000.0,15032000,-27516000,,206935000,-18395000.0,147667000,39500000.0,,16364000,,376316000.0,75758000,156310000,26516000,169872000,99410000.0,,12017000,0.0,37096000.0,17073000.0,128792000,131177000,,41080000,,18283000,4195000.0,18283000,155739000,14564000,585000.0,19750000,,,-182726000.0,8825000,15032000,54532000,193590000,62208000,983000,14564000,,13442000.0,1789000.0,0.0,4649000,10473000,85000.0,22765000,27108000,,-6401000,-102000,364568000,5435000.0,,208258000,,,15134000,375000.0,27978000,,,,,,,,
2007-08-31,17966000,,-294000.0,26932000,-7450000.0,23117000,-12367000,,219999000,11721000.0,165262000,46951000.0,47448000.0,25157000,,383788000.0,94655000,183025000,26932000,178598000,103285000.0,,2180000,0.0,45051000.0,,133018000,125344000,0.38,45580000,,17966000,4195000.0,17966000,173505000,18648000,-560000.0,19879000,47198000.0,,-187627000.0,9257000,23117000,70068000,196161000,66310000,1938000,18648000,,19895000.0,1647000.0,0.0,-9235000,11317000,117000.0,29687000,27223000,,-4530000,8085000,394698000,0.0,,211673000,0.38,,15032000,375000.0,62127000,,,,,,,,
2007-11-30,40154000,,-294000.0,59003000,-28550000.0,28535000,-17563000,,234222000,-11040000.0,205121000,59250000.0,47428000.0,21473000,,393155000.0,110136000,226957000,59003000,223696000,92572000.0,,11647000,0.0,68888000.0,,147664000,124086000,0.85,76032000,,40154000,4195000.0,40154000,213910000,17029000,464000.0,19867000,47362000.0,,-192656000.0,21216000,28535000,87785000,200499000,69403000,3744000,17029000,,11661000.0,1377000.0,-6769000.0,-6133000,17369000,491000.0,29114000,61370000,,-7641000,5418000,449020000,10758000.0,,222063000,0.845,,23117000,375000.0,75581000,,,,,,,,
2008-02-29,57183000,,-2537000.0,85658000,-86825000.0,85798000,1120000,,249682000,-15294000.0,240708000,,47488000.0,49558000,,403933000.0,127767000,225546000,85658000,278017000,90220000.0,,11840000,0.0,63977000.0,,173115000,121915000,1.205,104902000,,57183000,4195000.0,57183000,249559000,19244000,237000.0,19855000,47424000.0,,-199329000.0,30704000,85798000,85798000,204604000,74703000,2905000,19244000,,11717000.0,676000.0,6769000.0,-4825000,66603000,9000.0,60968000,87887000,,-11410000,57263000,500948000,29817000.0,,275402000,1.205,98925000.0,28535000,375000.0,74488000,,,,,,,,
2008-05-31,36558000,,-16525000.0,58285000,0.0,94858000,-2525000,6241000.0,223869000,-5096000.0,267616000,,,30542000,,410326000.0,102715000,224265000,52044000,235628000,85680000.0,,13718000,0.0,44793000.0,32261000.0,163586000,121154000,,72042000,,36558000,13452000.0,36558000,275680000,19998000,390000.0,21756000,,,-203833000.0,18353000,94858000,94858000,206493000,76766000,3436000,19998000,,11470000.0,4012000.0,-12529000.0,-27062000,57026000,9000.0,38647000,54911000,,-8105000,9060000,501236000,10358000.0,,276971000,,5000000.0,85798000,375000.0,35691000,-852000.0,,,,,,,
2008-08-31,11147000,6494000.0,-12186000.0,17981000,-1015000.0,75416000,-34779000,,231501000,,274991000,1015000.0,47538000.0,15011000,,428321000.0,103306000,222231000,17981000,206888000,101972000.0,,4192000,0.0,54081000.0,3781000.0,166241000,128195000,0.235,40647000,,11147000,21528000.0,11147000,285370000,22666000,-2739000.0,22031000,47460000.0,,-210180000.0,6242000,75416000,76431000,218141000,87385000,625000,22666000,,12928000.0,1217000.0,0.0,-5594000,57041000,427000.0,20931000,17389000,,-5920000,-19442000,518941000,10988000.0,,296710000,0.235,4500000.0,94858000,375000.0,58964000,-924000.0,,,,,,,
2008-11-30,27244000,-17687000.0,-3781000.0,43124000,-6210000.0,26143000,-67576000,,247511000,,293133000,1209000.0,47652000.0,10142000,,436857000.0,115182000,203051000,43124000,238314000,105127000.0,,4262000,11405000.0,70815000.0,9081000.0,180298000,132329000,0.575,58016000,,27244000,20167000.0,27244000,304491000,14892000,-58274000.0,22940000,47578000.0,,-216128000.0,14888000,26143000,27352000,220729000,92377000,220000,14892000,,13511000.0,1212000.0,-12425000.0,-1062000,110054000,-179000.0,19365000,42132000,,-9223000,-49273000,554001000,11182000.0,,350950000,0.57,6015000.0,75416000,375000.0,63683000,,,,,,,,
2009-02-28,30843000,12820000.0,-9081000.0,55078000,-8596000.0,74350000,-6956000,7379000.0,261385000,,313837000,7965000.0,47650000.0,46766000,,473455000.0,114473000,245903000,45200000,270009000,119213000.0,,4437000,0.0,63696000.0,,201852000,146912000,0.65,68157000,49931000.0,30843000,32787000.0,30843000,325249000,22957000,61013000.0,23262000,47578000.0,,-222581000.0,15120000,74350000,82315000,250874000,98736000,2499000,22957000,,22845000.0,1736000.0,12425000.0,4121000,8253000,179000.0,51042000,45963000,,-4276000,48207000,587748000,0.0,,341845000,0.645,6509000.0,26143000,375000.0,60647000,0.0,,,,,,,
2009-05-31,10266000,-1878000.0,-10220000.0,26056000,-6528000.0,66883000,-13183000,7599000.0,249836000,,320623000,15165000.0,,13251000,,479327000.0,103686000,241685000,15169000,213601000,115983000.0,,3532000,0.0,43682000.0,18096000.0,175694000,146150000,,37907000,51219000.0,10590000,22455000.0,10266000,332051000,22738000,0.0,26635000,,-3904000.0,-229369000.0,5260000,66883000,82048000,249958000,97535000,1558000,22738000,15056000.0,22206000.0,2931000.0,0.0,-14228000,2472000,0.0,19944000,15526000,0.0,-6693000,-7467000,582845000,0.0,,341160000,,38000.0,74350000,375000.0,40327000,0.0,,,,,,,
2009-08-31,-3832000,-8985000.0,-3425000.0,2269000,0.0,51542000,4284000,7412000.0,241879000,,316788000,39197000.0,47582000.0,-10030000,,476430000.0,122869000,272349000,-5301000,187666000,87930000.0,,3005000,0.0,61979000.0,,169449000,119010000,-0.08,18217000,18250000.0,-4833000,22116000.0,-3832000,328531000,23518000,-510000.0,28075000,47582000.0,-11057000.0,-236004000.0,-2026000,51542000,90739000,240426000,96291000,158000,23518000,14444000.0,38952000.0,1716000.0,0.0,-14220000,1601000,262000.0,-5405000,-6859000,-508000.0,-4625000,-15341000,569186000,0.0,,296837000,-0.08,9118000.0,66883000,375000.0,63082000,,,,,,,,
2009-11-30,16094000,19874000.0,0.0,25435000,-8167000.0,111211000,-7332000,7607000.0,290862000,,328794000,40506000.0,47762000.0,35932000,,481711000.0,146070000,334282000,25435000,229233000,112272000.0,,3005000,155987000.0,79730000.0,,182406000,144792000,0.34,46827000,18665000.0,16094000,22116000.0,16094000,339309000,21392000,456000.0,32520000,47614000.0,-5124000.0,-242985000.0,8542000,111211000,151717000,238726000,98565000,876000,21392000,14639000.0,39485000.0,1675000.0,0.0,24931000,57163000,55000.0,42070000,24636000,0.0,-6138000,59669000,630171000,0.0,,295889000,0.335,6147000.0,51542000,375000.0,82003000,,,,,,,,
2010-02-28,34534000,26261000.0,-4099000.0,62401000,-27758000.0,141223000,-29553000,7384000.0,296878000,,351816000,66002000.0,47760000.0,62756000,,486444000.0,154447000,365087000,49937000,271156000,108348000.0,,3133000,0.0,61488000.0,,196232000,142431000,0.725,74924000,20364000.0,33951000,22116000.0,34534000,363775000,24987000,54000.0,30950000,47636000.0,-3828000.0,-250208000.0,19413000,141223000,207225000,236236000,94947000,5080000,24987000,13971000.0,39581000.0,1653000.0,0.0,-8031000,1013000,-104000.0,67596000,53364000,0.0,-4840000,30012000,658787000,0.0,,293700000,0.725,2900000.0,111211000,375000.0,83715000,,,,,,,,
2010-05-31,21027000,-37062000.0,-11515000.0,44307000,-47604000.0,99453000,-28950000,9382000.0,254328000,,365821000,99602000.0,,7224000,,490755000.0,117974000,338160000,32533000,222088000,104699000.0,,3299000,0.0,43212000.0,23532000.0,167412000,136354000,,54676000,17708000.0,20824000,22117000.0,21027000,377929000,22143000,0.0,28356000,,-13807000.0,-256644000.0,11529000,99453000,199055000,234111000,93968000,1504000,22143000,12523000.0,29974000.0,2572000.0,95000.0,-25227000,6665000,,12407000,32353000,0.0,-5183000,-41770000,631284000,0.0,,293124000,,18157000.0,141223000,375000.0,37479000,,,,,,,,
2010-08-31,4763000,-10719000.0,-7009000.0,15898000,-39707000.0,82452000,6686000,7857000.0,229274000,,368995000,87542000.0,47870000.0,-4781000,,,95355000,319076000,8041000,190403000,101507000.0,,3799000,0.0,54136000.0,,157667000,133919000,0.1,32736000,16673000.0,4554000,22117000.0,4763000,381622000,24695000,0.0,28613000,47684000.0,-18441000.0,,2531000,82452000,169994000,233206000,92287000,636000,24695000,11935000.0,14724000.0,,0.0,-25379000,6707000,71000.0,1692000,7085000,0.0,-6473000,-17001000,609714000,0.0,,290638000,0.1,52857000.0,99453000,375000.0,59089000,159000.0,,,,,,,
2010-11-30,15186000,2771000.0,-1598000.0,30436000,-36050000.0,66388000,-16678000,7653000.0,247012000,,379109000,101454000.0,47888000.0,2747000,,,116310000,351330000,22783000,234523000,98343000.0,,3752000,0.0,84438000.0,,189308000,130702000,0.32,45215000,17518000.0,14186000,22117000.0,15186000,391845000,22432000,0.0,28607000,47706000.0,-3658000.0,,8212000,66388000,167842000,227756000,97172000,1162000,22432000,11961000.0,14231000.0,,0.0,-5256000,5994000,0.0,5870000,22398000,0.0,-3123000,-16064000,636676000,0.0,,285346000,0.315,22447000.0,82452000,375000.0,76736000,160000.0,,,,,,,
2011-02-28,33619000,-7477000.0,-5060000.0,46543000,-65793000.0,80663000,-29366000,7582000.0,254329000,,401524000,132765000.0,47886000.0,47814000,,,124405000,382890000,38961000,274674000,95170000.0,,3849000,0.0,65131000.0,,209094000,129924000,0.705,65580000,18910000.0,33459000,22117000.0,33619000,414506000,26619000,4829000.0,30905000,47722000.0,-3674000.0,,17075000,80663000,213428000,225210000,103080000,13221000,26619000,10687000.0,13730000.0,,0.0,-8663000,6680000,71000.0,52304000,50534000,0.0,-4490000,14275000,666494000,0.0,,283604000,0.7,36080000.0,66388000,375000.0,77595000,281000.0,,,,,,,
2011-05-31,7271000,14557000.0,-11216000.0,36404000,-15872000.0,57679000,8753000,7662000.0,221966000,,406361000,118750000.0,,-4212000,,504395000.0,107482000,355041000,13698000,242381000,76418000.0,,3346000,0.0,54774000.0,19423000.0,200981000,114484000,,41400000,19142000.0,6069000,22117000.0,7271000,418906000,27702000,3587000.0,34720000,,-23387000.0,-279508000.0,5585000,57679000,176429000,224887000,110021000,-809000,27702000,10063000.0,11743000.0,,1000.0,-34181000,6544000,,2444000,11654000,0.0,-6656000,-22984000,640843000,0.0,,285802000,,25854000.0,80663000,375000.0,50122000,-320000.0,,,,,,,
2011-08-31,3117000,-4421000.0,-2435000.0,5957000,-14883000.0,82544000,23568000,7658000.0,225551000,,408428000,94686000.0,47890000.0,1286000,,,112381000,368098000,5957000,243842000,73691000.0,,3794000,177230000.0,66959000.0,,210056000,113170000,0.065,33786000,15795000.0,3117000,22117000.0,3117000,421572000,27829000,4120000.0,39479000,47734000.0,-2762000.0,,1616000,82544000,177230000,222131000,115758000,-1224000,27829000,9526000.0,11708000.0,,0.0,-4994000,56894000,203000.0,6291000,4733000,,-5005000,24865000,647123000,0.0,,279025000,0.065,39327000.0,57679000,375000.0,73971000,169000.0,,,,,,,
2011-11-30,23260000,4106000.0,-1050000.0,35673000,-38119000.0,90607000,-22101000,7603000.0,251877000,,423922000,109537000.0,47900000.0,27471000,,,141179000,409110000,35673000,290369000,70215000.0,,3702000,200144000.0,88109000.0,,228877000,110698000,0.485,61492000,16567000.0,23260000,22117000.0,23260000,436846000,25819000,-4120000.0,40483000,47742000.0,-3727000.0,,12748000,90607000,200144000,222600000,114253000,335000,25819000,9027000.0,11458000.0,,0.0,-4777000,57013000,0.0,34941000,36008000,,-7470000,8063000,688723000,0.0,,279613000,0.485,27608000.0,82544000,375000.0,96740000,-24000.0,,,,,,,
2012-02-29,26102000,9819000.0,-7760000.0,34939000,-63431000.0,80739000,-43122000,7544000.0,241764000,,441377000,144962000.0,47898000.0,37062000,,,134067000,417059000,34939000,303660000,67488000.0,,4188000,225701000.0,66339000.0,,238511000,107697000,0.545,65149000,16420000.0,26102000,22117000.0,26102000,453633000,30210000,0.0,40209000,47748000.0,-2726000.0,,14473000,80739000,225701000,222176000,118925000,5636000,30210000,8527000.0,11458000.0,1151000.0,0.0,-10393000,56162000,93000.0,43647000,40575000,,-6585000,-9868000,695397000,0.0,,278338000,0.545,26861000.0,90607000,375000.0,89815000,-967000.0,,,,,,,
2012-05-31,37256000,-9470000.0,-8692000.0,12083000,-44335000.0,97128000,14606000,7947000.0,246988000,,466164000,163623000.0,47850000.0,5394000,,529505000.0,140656000,442202000,12083000,275245000,64762000.0,,3165000,260751000.0,58630000.0,23986000.0,233890000,106332000,0.78,41355000,22330000.0,37256000,22117000.0,37256000,479328000,29272000,38343000.0,41570000,47776000.0,-2726000.0,-306890000.0,20364000,97128000,260751000,222615000,117158000,46067000,29272000,8028000.0,11458000.0,1678000.0,0.0,-11396000,61499000,22000.0,13179000,57761000,,-7785000,16389000,726316000,0.0,,284114000,0.78,27352000.0,80739000,375000.0,55227000,-222000.0,,,,,,,
2012-08-31,9415000,-35254000.0,-12439000.0,15597000,-51241000.0,30616000,-33542000,7929000.0,227002000,,472473000,178658000.0,47916000.0,-25250000,,,122509000,418079000,15597000,272928000,62036000.0,,3319000,209274000.0,76751000.0,,228213000,104493000,0.195,44715000,18187000.0,9415000,22117000.0,9415000,485951000,29118000,5085000.0,42457000,47842000.0,-2726000.0,,5286000,30616000,209274000,237973000,129005000,896000,29118000,7529000.0,11458000.0,1298000.0,0.0,-15165000,56901000,0.0,-17805000,14701000,-16318000.0,-7445000,-66512000,712953000,0.0,,294874000,0.195,36341000.0,97128000,375000.0,80537000,40000.0,,,,,,,
2012-11-30,14290000,3982000.0,-3134000.0,51298000,-49475000.0,56062000,5044000,8246000.0,243592000,,482180000,107021000.0,47956000.0,19096000,,,141204000,408831000,51298000,328870000,59309000.0,,3208000,163083000.0,99964000.0,,277572000,102388000,0.3,51298000,18567000.0,22397000,30017000.0,14290000,500397000,30932000,-294000.0,43079000,47882000.0,-3022000.0,,8067000,56062000,163083000,271199000,143671000,2619000,30932000,8223000.0,11163000.0,588000.0,0.0,-6156000,63959000,0.0,26558000,22397000,-58589000.0,-7462000,25446000,743989000,0.0,,335158000,0.3,120838000.0,30616000,375000.0,101158000,-85000.0,,,,,,,
2013-02-28,30551000,-5243000.0,-4784000.0,67047000,-62591000.0,37391000,-45388000,8543000.0,233365000,,502525000,149774000.0,48208000.0,29633000,,,131521000,420523000,67047000,360373000,56878000.0,,3529000,0.0,85100000.0,,293326000,101844000,0.635,67047000,19765000.0,45882000,30017000.0,30551000,521325000,36136000,1200000.0,44966000,48070000.0,-2726000.0,,15335000,37391000,187165000,269395000,146898000,15934000,36136000,7683000.0,10868000.0,963000.0,0.0,-7130000,64772000,380000.0,33847000,45882000,0.0,-4214000,-18671000,754690000,0.0,,334167000,0.635,20217000.0,56062000,375000.0,91452000,11000.0,,,,,,,
2013-05-31,-3833000,35265000.0,-10167000.0,51489000,-18414000.0,24984000,-14452000,9455000.0,227583000,,498711000,157904000.0,48070000.0,7769000,359000.0,600045000.0,130195000,414881000,51489000,325933000,54647000.0,,4322000,82586000.0,82586000.0,52234000.0,274444000,97388000,-0.08,51489000,20413000.0,-7412000,24417000.0,-3833000,518044000,30770000,355000.0,38419000,48070000.0,-2726000.0,-334037000.0,-3776000,24984000,182888000,266008000,147993000,-27074000,30770000,12326000.0,10373000.0,1639000.0,0.0,-12893000,64738000,0.0,14938000,-7412000,0.0,-7169000,-12407000,745627000,0.0,,330746000,-0.08,10714000.0,37391000,375000.0,99827000,166000.0,,,,,,,
2013-08-31,8756000,-26157000.0,0.0,44911000,-13181000.0,22423000,8312000,8893000.0,200654000,,505825000,141809000.0,48262000.0,-19821000,,,105395000,398825000,44911000,319528000,52415000.0,,4312000,84463000.0,84463000.0,0.0,274617000,95259000,0.18,44911000,17008000.0,13781000,24417000.0,8756000,525666000,33841000,3726000.0,38532000,48078000.0,-2726000.0,,4883000,22423000,164232000,269522000,145083000,3507000,33841000,11612000.0,9878000.0,796000.0,0.0,-2507000,57973000,219000.0,-8366000,13781000,0.0,-11455000,-2561000,726320000,0.0,,327495000,0.18,29200000.0,24984000,375000.0,74266000,120000.0,,,,,,,
2013-11-30,26106000,-17531000.0,-1635000.0,74667000,-31989000.0,11058000,-24638000,9119000.0,209361000,,523139000,150893000.0,48274000.0,1521000,,,116546000,417626000,74667000,354275000,50214000.0,,4408000,106883000.0,106883000.0,0.0,279608000,92815000,0.545,74667000,17787000.0,40916000,24417000.0,26106000,543524000,33809000,26000.0,38193000,48090000.0,-2927000.0,,14669000,11058000,161951000,277169000,143284000,748000,33809000,11257000.0,9153000.0,690000.0,0.0,-4562000,58090000,0.0,17835000,40916000,0.0,-16314000,-11365000,752885000,0.0,,335259000,0.54,23209000.0,22423000,375000.0,75346000,305000.0,,,,,,,
2014-02-28,42853000,9126000.0,-8681000.0,55902000,-61302000.0,15387000,-46199000,9306000.0,224222000,,551827000,175261000.0,48324000.0,48230000,,,128698000,439909000,46596000,395522000,53384000.0,,4810000,0.0,97795000.0,0.0,303627000,95524000,0.89,91895000,5957000.0,42956000,28298000.0,42853000,572157000,45299000,627000.0,37330000,48094000.0,-2231000.0,,15643000,15387000,190648000,306528000,149296000,12566000,45299000,11100000.0,10577000.0,563000.0,0.0,-10860000,4799000,52000.0,61388000,58599000,-11548000.0,-13158000,4329000,797077000,0.0,,357168000,0.885,39003000.0,11058000,375000.0,72266000,365000.0,,,,,,,
2014-05-31,31492000,34945000.0,-14218000.0,91291000,-36113000.0,14521000,-36858000,9885000.0,216916000,,572874000,194738000.0,48404000.0,34802000,2983000.0,675724000.0,121101000,445393000,91291000,371582000,50877000.0,,4436000,87516000.0,87516000.0,27980000.0,280291000,95815000,0.655,91291000,6786000.0,48546000,29196000.0,31492000,594745000,43763000,624000.0,40502000,48116000.0,-2861000.0,-360789000.0,16840000,14521000,209259000,314935000,146117000,1625000,43763000,10423000.0,10216000.0,1706000.0,0.0,-17071000,51333000,8000.0,53063000,48546000,0.0,-18261000,-866000,811661000,0.0,,366268000,0.65,16705000.0,15387000,375000.0,80434000,561000.0,,,,,,,
2014-08-31,27655000,649000.0,-10446000.0,50286000,-43709000.0,14552000,-24486000,9123000.0,215562000,,591310000,196427000.0,48398000.0,17433000,,,122875000,449607000,41163000,356944000,48352000.0,,4394000,0.0,89762000.0,,275843000,92687000,0.575,81101000,9833000.0,28185000,29196000.0,27655000,612783000,39938000,745000.0,39941000,48130000.0,-2625000.0,,14601000,14552000,210979000,326390000,144626000,2157000,39938000,9695000.0,10116000.0,534000.0,-429000.0,-13440000,4585000,60000.0,37957000,42786000,-3010000.0,-20524000,31000,829358000,0.0,,379751000,0.57,41926000.0,14521000,375000.0,73244000,551000.0,,,,,,,
2014-11-30,36603000,-17610000.0,-9272000.0,92709000,-25463000.0,9884000,-22706000,10861000.0,229932000,,615335000,191534000.0,48404000.0,7601000,,,140749000,470826000,92709000,378617000,45845000.0,,4391000,118850000.0,118850000.0,,285908000,89183000,0.76,92709000,15286000.0,56509000,29196000.0,36603000,638656000,37112000,38000.0,38947000,48136000.0,-2576000.0,,19648000,9884000,201418000,339249000,146529000,1389000,37112000,8989000.0,10047000.0,477000.0,-226000.0,-12074000,58513000,0.0,30112000,56509000,-5150000.0,-22511000,-4668000,868588000,0.0,,397762000,0.76,30321000.0,14552000,751000.0,100085000,516000.0,,,,,,,
2015-02-28,50882000,7109000.0,-12220000.0,82242000,-70784000.0,13034000,-50104000,10217000.0,227823000,,649237000,224804000.0,48447000.0,49211000,,,135887000,493816000,72025000,437556000,43320000.0,,4636000,0.0,106368000.0,,325039000,91936000,1.06,112517000,15587000.0,50959000,29196000.0,50882000,672090000,40492000,626000.0,43980000,48137000.0,-2525000.0,,26115000,13034000,237838000,348782000,146230000,5400000,40492000,8262000.0,10047000.0,351000.0,-286000.0,-15031000,5106000,0.0,68285000,77074000,0.0,-19074000,3150000,900749000,0.0,,406933000,1.05,37242000.0,9884000,751000.0,76916000,491000.0,,,,,,,
2015-05-31,46114000,10108000.0,-16972000.0,109394000,-62550000.0,8667000,-44336000,10507000.0,224091000,,679969000,249961000.0,48495000.0,38822000,5288000.0,754242000.0,131919000,508964000,109394000,403011000,40795000.0,,5745000,101977000.0,101977000.0,26112000.0,293617000,92172000,0.96,109394000,18843000.0,70179000,29196000.0,46114000,704562000,42844000,610000.0,45614000,48142000.0,-2507000.0,-395452000.0,23903000,8667000,258628000,358790000,146260000,2782000,42844000,7560000.0,10065000.0,951000.0,1000.0,-19007000,60899000,471000.0,58976000,70179000,0.0,-20154000,-4367000,928653000,0.0,,419689000,0.95,37290000.0,13034000,751000.0,91481000,22000.0,,,,,,,
2015-08-31,143023000,-1036000.0,-15380000.0,263071000,-80668000.0,69368000,-69714000,11061000.0,334634000,,775310000,286485000.0,48498000.0,138849000,76735000.0,,249618000,693716000,263071000,609895000,34591000.0,,5629000,184925000.0,184925000.0,,346824000,85016000,2.97,263071000,37477000.0,220657000,29196000.0,143023000,801532000,42963000,107000.0,44796000,48163000.0,-8310000.0,,76567000,69368000,355853000,363705000,148591000,522000,42963000,6837000.0,7959000.0,,-10000.0,-23700000,78745000,0.0,154115000,220657000,-18000000.0,-15266000,60701000,1136166000,0.0,,442450000,2.95,43942000.0,8667000,751000.0,134548000,-158000.0,,,,,,,
2015-11-30,109230000,25381000.0,-47694000.0,177205000,-179574000.0,15030000,-138690000,11046000.0,317160000,,848109000,405301000.0,48361000.0,127575000,88902000.0,,244670000,739546000,166159000,545975000,22611000.0,,5916000,0.0,157836000.0,,334378000,72490000,2.27,211597000,40248000.0,109910000,29196000.0,109230000,872861000,45438000,746000.0,43963000,48164000.0,-13780000.0,,58099000,15030000,420331000,372207000,158121000,1234000,45438000,6134000.0,6159000.0,,-449000.0,-61985000,4976000,0.0,146337000,168009000,-1709000.0,-18762000,-54338000,1192307000,0.0,,452761000,2.26,60561000.0,69368000,751000.0,85551000,-256000.0,,,,,,,
2016-02-29,64164000,-43152000.0,-36457000.0,96849000,-92073000.0,8139000,1041000,11078000.0,208216000,,890838000,378910000.0,48367000.0,11177000,7946000.0,,127627000,654268000,85771000,449760000,21081000.0,,6301000,0.0,110765000.0,,317034000,80589000,1.33,132726000,47971000.0,64342000,29196000.0,64164000,913996000,46955000,3824000.0,53207000,48204000.0,-1530000.0,,33173000,8139000,387049000,382271000,154165000,10367000,46955000,5495000.0,6159000.0,,-444000.0,-40200000,5031000,,32268000,97515000,-9500000.0,-21091000,-6891000,1124232000,0.0,-1769000.0,469964000,1.33,117376000.0,15030000,751000.0,70338000,-812000.0,,,,,,,
2016-05-31,-376000,18009000.0,-21411000.0,40680000,-50889000.0,29046000,-5186000,11407000.0,194404000,,890440000,360499000.0,48247000.0,28112000,0.0,822645000.0,83451000,626283000,40680000,303020000,9250000.0,,6321000,79278000.0,67448000.0,30869000.0,262340000,110953000,-0.01,40680000,53975000.0,1068000,29196000.0,-376000,917361000,42404000,750000.0,95382000,48247000.0,-1670000.0,-430371000.0,1363000,29046000,389545000,392274000,154799000,1654000,42404000,4958000.0,16320000.0,,-15000.0,-23025000,93208000,,49118000,1068000,-4750000.0,-21006000,20907000,1111765000,0.0,71000.0,485482000,-0.01,70573000.0,8139000,751000.0,67131000,-48000.0,,,,,,,
2016-08-31,-30936000,-25626000.0,0.0,-38666000,-9008000.0,37646000,55690000,11159000.0,188545000,,859504000,269202000.0,48249000.0,-69342000,,,75138000,573953000,-49825000,239845000,8125000.0,,6380000,0.0,74099000.0,,249414000,113407000,-0.64,-9569000,58483000.0,-30980000,29196000.0,-30936000,885458000,40256000,1250000.0,98902000,48249000.0,-1530000.0,,-17560000,37646000,306848000,404787000,154621000,194000,40256000,4642000.0,15915000.0,,-73000.0,-1643000,4911000,,-45447000,-48540000,-5500000.0,-23895000,8600000,1075972000,0.0,-40000.0,502019000,-0.64,92833000.0,29046000,751000.0,59223000,263000.0,,,,,,,
