date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment
2009-06-30,852000000,-39000000,1403000000,243000000,244000000,0.385,0.0,0.0,,725000000.0,799000000,61000000.0,3564000000.0,1278000000.0,6085000000,200000000.0,43000000.0,-64000000,,26000000.0,-155000000.0,427000000,0.0,65000000,120000000,795000000.0,117000000.0,,11655000000,19054000000,243000000,1527000000,5153000000.0,17795000000,0.0,295000000,,25629000000.0,,132000000,409000000.0,26000000.0,,53000000.0,-110000000.0,11000000.0,0.385,879000000,7378000000,5000000,1578000000,,26000000,-552000000,636000000.0,1076000000,64000000.0,,11000000.0,1259000000,652000000.0,2889000000,88000000,-2783000000.0,8766000000,,332000000,7508000000,2026000000.0,-557000000,-339000000,502000000,2377000000,636000000.0,-18121000000.0,,
2009-09-30,814000000,8000000,214000000,279000000,280000000,0.435,82000000.0,0.0,0.0,781000000.0,810000000,631000000.0,3572000000.0,,5809000000,192000000.0,43000000.0,-38000000,34000000.0,34000000.0,-145000000.0,416000000,0.0,26000000,121000000,82000000.0,-56000000.0,,11759000000,19292000000,279000000,1556000000,5138000000.0,17973000000,-6000000.0,256000000,0.0,26057000000.0,14000000.0,110000000,429000000.0,52000000.0,84000000.0,36000000.0,-105000000.0,-3000000.0,0.44,937000000,7513000000,-1000000,1601000000,,34000000,-585000000,636000000.0,1076000000,24000000.0,646000000.0,-3000000.0,1319000000,646000000.0,3062000000,106000000,-1006000000.0,8697000000,,386000000,7664000000,2154000000.0,-558000000,-221000000,525000000,2411000000,636000000.0,-18393000000.0,,
2009-12-31,624000000,7000000,1271000000,155000000,156000000,,0.0,0.0,,694000000.0,872000000,634000000.0,3572000000.0,1319000000.0,6088000000,270000000.0,41000000.0,-26000000,,41000000.0,445000000.0,440000000,0.0,34000000,227000000,818000000.0,87000000.0,,11644000000,19219000000,155000000,1602000000,5148000000.0,18092000000,6000000.0,110000000,-602000000.0,26431000000.0,,-314000000,382000000.0,42000000.0,,353000000.0,-72000000.0,-25000000.0,,776000000,7554000000,1000000,1571000000,,41000000,-513000000,,1146000000,-14000000.0,,-25000000.0,1127000000,705000000.0,2964000000,-48000000,-1956000000.0,8680000000,,108000000,7729000000,2159000000.0,-514000000,-104000000,425000000,2443000000,,-18702000000.0,,
2010-03-31,414000000,5000000,1281000000,267000000,268000000,0.42,48000000.0,0.0,0.0,737000000.0,788000000,1040000000.0,3572000000.0,1362000000.0,6072000000,206000000.0,40000000.0,-14000000,46000000.0,46000000.0,-129000000.0,453000000,0.0,41000000,113000000,82000000.0,-43000000.0,,11452000000,19182000000,267000000,1642000000,5096000000.0,17987000000,-1000000.0,103000000,,26684000000.0,6000000.0,31000000,348000000.0,2000000.0,,-251000000.0,-56000000.0,1000000.0,0.42,933000000,7709000000,1000000,1587000000,,46000000,-307000000,636000000.0,1094000000,64000000.0,687000000.0,-49000000.0,1195000000,641000000.0,2737000000,99000000,-847000000.0,8715000000,,367000000,7637000000,2274000000.0,-311000000,-102000000,493000000,2375000000,638000000.0,-19047000000.0,,
2010-06-30,523000000,-5000000,673000000,295000000,296000000,0.46,560000000.0,2000000.0,6000000.0,780000000.0,806000000,827000000.0,3572000000.0,1380000000.0,4740000000,134000000.0,41000000.0,-26000000,0.0,6000000.0,-121000000.0,407000000,0.0,46000000,113000000,2184000000.0,-43000000.0,,11478000000,19382000000,295000000,1686000000,5096000000.0,18013000000,1000000.0,126000000,,26921000000.0,6000000.0,146000000,326000000.0,80000000.0,,-287000000.0,-54000000.0,6000000.0,0.46,912000000,7882000000,8000000,1592000000,,41000000,-389000000,638000000.0,1061000000,33000000.0,,-9000000.0,1369000000,654000000.0,4685000000,96000000,-899000000.0,6793000000,,392000000,7618000000,2408000000.0,-397000000,-139000000,531000000,2398000000,640000000.0,-19303000000.0,,
2010-09-30,913000000,9000000,643000000,246000000,247000000,0.38,1033000000.0,5000000.0,1000000.0,830000000.0,837000000,,3572000000.0,1402000000.0,5379000000,226000000.0,41000000.0,-24000000,50000000.0,51000000.0,-115000000.0,432000000,,41000000,183000000,770000000.0,-50000000.0,,11449000000,19529000000,246000000,1717000000,5090000000.0,18063000000,-3000000.0,464000000,,27055000000.0,5000000.0,81000000,1479000000.0,0.0,,173000000.0,,3000000.0,0.385,931000000,8059000000,-3000000,1618000000,,50000000,-452000000,642000000.0,1096000000,-53000000.0,,38000000.0,1466000000,664000000.0,4025000000,69000000,-1784000000.0,7424000000,,316000000,7643000000,,-449000000,-452000000,522000000,2455000000,644000000.0,-19412000000.0,,
2010-12-31,696000000,-33000000,638000000,230000000,227000000,,419000000.0,8000000.0,0.0,917000000.0,949000000,,3572000000.0,1498000000.0,5313000000,283000000.0,37000000.0,-42000000,17000000.0,17000000.0,-108000000.0,443000000,0.0,50000000,105000000,743000000.0,-87000000.0,,11398000000,19599000000,230000000,1744000000,5134000000.0,18209000000,0.0,132000000,,26997000000.0,6000000.0,-45000000,1495000000.0,4000000.0,,129000000.0,-18000000.0,-40000000.0,,839000000,8179000000,-2000000,1602000000,,17000000,-559000000,,1166000000,-57000000.0,658000000.0,-45000000.0,1390000000,723000000.0,3949000000,64000000,-597000000.0,7449000000,,291000000,7722000000,2551000000.0,-564000000,-170000000,436000000,2551000000,,-19275000000.0,,
2011-03-31,393000000,6000000,555000000,327000000,328000000,0.5,423000000.0,17000000.0,0.0,1292000000.0,1098000000,,3666000000.0,1746000000.0,4910000000,338000000.0,21000000.0,2000000,23000000.0,23000000.0,-115000000.0,444000000,0.0,17000000,106000000,1699000000.0,56000000.0,,11934000000,20053000000,327000000,450000000,6172000000.0,18122000000,-4000000.0,-16000000,,27397000000.0,18000000.0,44000000,1469000000.0,9000000.0,,-146000000.0,-165000000.0,-5000000.0,0.505,988000000,8040000000,4000000,1433000000,,23000000,-455000000,648000000.0,891000000,-55000000.0,634000000.0,-12000000.0,1931000000,447000000.0,4520000000,110000000,-482000000.0,7414000000,-50000000.0,438000000,7813000000,2497000000.0,-409000000,68000000,542000000,2531000000,652000000.0,-19584000000.0,,
2011-06-30,533000000,-2000000,567000000,321000000,324000000,0.49,5000000.0,2000000.0,8000000.0,1379000000.0,1134000000,,3666000000.0,1831000000.0,5503000000,320000000.0,21000000.0,0,0.0,8000000.0,-170000000.0,442000000,5542000000.0,23000000,94000000,1688000000.0,-87000000.0,,12067000000,20152000000,321000000,342000000,6156000000.0,18019000000,-57000000.0,77000000,,27719000000.0,17000000.0,129000000,1349000000.0,21000000.0,,-326000000.0,-298000000.0,5000000.0,0.495,950000000,8059000000,-26000000,1420000000,,21000000,-482000000,648000000.0,912000000,18000000.0,634000000.0,-19000000.0,2133000000,470000000.0,3981000000,90000000,-1586000000.0,8086000000,0.0,414000000,7834000000,2645000000.0,-456000000,-53000000,508000000,2554000000,652000000.0,-19885000000.0,,
2011-09-30,872000000,35000000,793000000,325000000,326000000,0.5,2000000.0,0.0,21000000.0,1343000000.0,1178000000,,3675000000.0,1793000000.0,5506000000,364000000.0,22000000.0,-2000000,0.0,21000000.0,-178000000.0,443000000,5545000000.0,21000000,90000000,1501000000.0,36000000.0,,12103000000,19981000000,325000000,83000000,6147000000.0,17816000000,0.0,402000000,,27958000000.0,15000000.0,84000000,1405000000.0,56000000.0,,43000000.0,12000000.0,8000000.0,0.5,966000000,7857000000,26000000,1444000000,,56000000,-473000000,650000000.0,919000000,-43000000.0,642000000.0,-35000000.0,2165000000,476000000.0,3818000000,107000000,-886000000.0,8285000000,-29000000.0,433000000,7889000000,2130000000.0,-470000000,-364000000,525000000,2622000000,654000000.0,-20069000000.0,,
2011-12-31,752000000,-10000000,290000000,246000000,237000000,,631000000.0,5000000.0,0.0,1253000000.0,1316000000,647000000.0,3661000000.0,1600000000.0,5508000000,353000000.0,21000000.0,2000000,46000000.0,46000000.0,-179000000.0,481000000,0.0,56000000,91000000,1470000000.0,-84000000.0,,12418000000,19931000000,246000000,81000000,6153000000.0,17880000000,0.0,240000000,,28311000000.0,25000000.0,-52000000,406000000.0,14000000.0,,174000000.0,11000000.0,-20000000.0,,878000000,7513000000,-19000000,1302000000,,46000000,-558000000,,909000000,11000000.0,56000000.0,0.0,2051000000,500000000.0,3845000000,69000000,-992000000.0,8573000000,-31000000.0,306000000,7964000000,1780000000.0,-512000000,-204000000,393000000,2618000000,,-20347000000.0,,
2012-03-31,763000000,22000000,1040000000,348000000,348000000,0.53,0.0,0.0,0.0,1406000000.0,1116000000,,3661000000.0,1352000000.0,5509000000,270000000.0,21000000.0,4000000,68000000.0,68000000.0,-188000000.0,470000000,0.0,46000000,89000000,1431000000.0,18000000.0,,12308000000,19937000000,348000000,141000000,6135000000.0,17943000000,0.0,307000000,,28603000000.0,329000000.0,-302000000,1403000000.0,12000000.0,,358000000.0,8000000.0,7000000.0,0.535,1023000000,7629000000,-26000000,1515000000,,68000000,-514000000,650000000.0,976000000,83000000.0,663000000.0,-1000000.0,1994000000,506000000.0,4285000000,116000000,-1392000000.0,8023000000,-32000000.0,464000000,7985000000,1897000000.0,-456000000,-227000000,539000000,2631000000,654000000.0,-20618000000.0,,
2012-06-30,788000000,4000000,1235000000,328000000,328000000,0.5,3000000.0,,18000000.0,1213000000.0,1152000000,675000000.0,3662000000.0,1438000000.0,5211000000,290000000.0,21000000.0,3000000,0.0,18000000.0,-189000000.0,456000000,5571000000.0,68000000,90000000,1676000000.0,,-11000000.0,12277000000,20073000000,328000000,129000000,6123000000.0,18026000000,0.0,252000000,0.0,28751000000.0,283000000.0,141000000,429000000.0,72000000.0,,-140000000.0,13000000.0,9000000.0,0.505,1003000000,7796000000,7000000,1513000000,,72000000,-540000000,652000000.0,971000000,,616000000.0,-3000000.0,2047000000,515000000.0,4251000000,129000000,-1394000000.0,8026000000,-11000000.0,457000000,8091000000,2057000000.0,-536000000,-244000000,542000000,2665000000,656000000.0,-20660000000.0,,
2012-09-30,965000000,-27000000,1113000000,351000000,351000000,0.535,2000000.0,,14000000.0,1495000000.0,1222000000,,3695000000.0,1619000000.0,5213000000,280000000.0,32000000.0,0,0.0,14000000.0,-198000000.0,461000000,0.0,72000000,87000000,1372000000.0,-112000000.0,,12140000000,20187000000,351000000,153000000,6126000000.0,18115000000,0.0,490000000,0.0,28801000000.0,192000000.0,137000000,1547000000.0,45000000.0,,18000000.0,15000000.0,13000000.0,0.54,1019000000,8047000000,-8000000,1552000000,,45000000,-490000000,652000000.0,995000000,10000000.0,669000000.0,-11000000.0,2072000000,534000000.0,4022000000,120000000,-1235000000.0,8118000000,-7000000.0,471000000,8109000000,2303000000.0,-475000000,-502000000,557000000,2774000000,656000000.0,-20692000000.0,,
2012-12-31,703000000,62000000,116000000,291000000,291000000,0.445,0.0,1000000.0,0.0,1217000000.0,1330000000,1042000000.0,3702000000.0,1624000000.0,5711000000,350000000.0,69000000.0,6000000,107000000.0,107000000.0,-199000000.0,478000000,0.0,45000000,89000000,947000000.0,-46000000.0,,12759000000,20445000000,291000000,118000000,6181000000.0,18235000000,-4000000.0,216000000,,28686000000.0,102000000.0,167000000,423000000.0,9000000.0,60000000.0,-184000000.0,40000000.0,-20000000.0,0.445,950000000,7686000000,-22000000,1504000000,,107000000,-514000000,652000000.0,1035000000,-70000000.0,703000000.0,-26000000.0,2210000000,574000000.0,3520000000,92000000,-2288000000.0,9239000000,-5000000.0,383000000,8165000000,1904000000.0,-487000000,-127000000,469000000,2834000000,656000000.0,-20521000000.0,,
2013-03-31,729000000,-85000000,123000000,362000000,362000000,0.55,705000000.0,,0.0,1214000000.0,1154000000,969000000.0,3723000000.0,1366000000.0,5713000000,301000000.0,68000000.0,2000000,22000000.0,22000000.0,-208000000.0,451000000,0.0,107000000,100000000,879000000.0,36000000.0,,12438000000,20433000000,362000000,133000000,6178000000.0,18301000000,-2000000.0,227000000,,28935000000.0,386000000.0,-312000000,399000000.0,15000000.0,52000000.0,230000000.0,43000000.0,12000000.0,0.56,1038000000,7995000000,-8000000,1589000000,,22000000,-536000000,653000000.0,1006000000,49000000.0,720000000.0,-40000000.0,2132000000,568000000.0,3662000000,125000000,-651000000.0,8776000000,-26000000.0,487000000,8199000000,2225000000.0,-502000000,-278000000,583000000,2743000000,656000000.0,-20736000000.0,,
2013-06-30,707000000,250000000,1502000000,286000000,286000000,0.44,2000000.0,,0.0,1447000000.0,1222000000,,3725000000.0,1449000000.0,6698000000,322000000.0,11000000.0,-23000000,272000000.0,272000000.0,-209000000.0,446000000,,22000000,114000000,401000000.0,,-3000000.0,13293000000,20764000000,286000000,184000000,6185000000.0,18368000000,-18000000.0,201000000,-238000000.0,,315000000.0,121000000,1711000000.0,18000000.0,,-60000000.0,,13000000.0,0.44,980000000,7471000000,-5000000,1588000000,,272000000,-514000000,652000000.0,1036000000,,713000000.0,-127000000.0,2396000000,606000000.0,3418000000,134000000,-1174000000.0,9875000000,-3000000.0,420000000,8263000000,,-506000000,57000000,552000000,2810000000,656000000.0,,,
2013-09-30,1084000000,-240000000,120000000,356000000,356000000,0.56,1000000.0,,0.0,1070000000.0,1237000000,1180000000.0,3726000000.0,1620000000.0,6699000000,318000000.0,11000000.0,2000000,32000000.0,32000000.0,-222000000.0,445000000,0.0,272000000,105000000,614000000.0,55000000.0,,13326000000,20593000000,356000000,215000000,6268000000.0,18575000000,-1000000.0,535000000,-762000000.0,29140000000.0,231000000.0,114000000,417000000.0,13000000.0,,125000000.0,33000000.0,21000000.0,0.56,1031000000,7267000000,0,1618000000,,32000000,-552000000,633000000.0,1034000000,4000000.0,698000000.0,-4000000.0,2018000000,602000000.0,3435000000,125000000,-965000000.0,9891000000,-3000000.0,481000000,8355000000,1773000000.0,-549000000,-772000000,584000000,2855000000,635000000.0,-20785000000.0,,
2013-12-31,726000000,304000000,649000000,290000000,290000000,0.46,1000000.0,0.0,0.0,1461000000.0,1349000000,1216000000.0,3737000000.0,1891000000.0,7493000000,326000000.0,11000000.0,3000000,336000000.0,336000000.0,-213000000.0,461000000,0.0,32000000,111000000,400000000.0,-69000000.0,,13551000000,21566000000,290000000,530000000,6531000000.0,19237000000,-8000000.0,181000000,0.0,29465000000.0,102000000.0,98000000,1735000000.0,6000000.0,33000000.0,-108000000.0,31000000.0,-22000000.0,0.47,952000000,8015000000,-13000000,1579000000,,336000000,-787000000,623000000.0,1089000000,-8000000.0,729000000.0,-20000000.0,2329000000,648000000.0,3299000000,90000000,-585000000.0,10252000000,-229000000.0,380000000,8428000000,2539000000.0,-545000000,365000000,490000000,2928000000,626000000.0,-21037000000.0,,
2014-03-31,598000000,-284000000,128000000,377000000,377000000,0.6,1000000.0,,0.0,1149000000.0,1222000000,1181000000.0,3750000000.0,1973000000.0,7494000000,300000000.0,73000000.0,3000000,52000000.0,52000000.0,-222000000.0,463000000,0.0,336000000,101000000,726000000.0,37000000.0,,13724000000,21900000000,377000000,171000000,6546000000.0,19796000000,0.0,-179000000,-159000000.0,29786000000.0,3000000.0,19000000,379000000.0,16000000.0,,-248000000.0,37000000.0,16000000.0,0.61,1076000000,8176000000,-13000000,1652000000,,52000000,-827000000,622000000.0,1044000000,23000000.0,745000000.0,-51000000.0,2104000000,596000000.0,3418000000,135000000,-135000000.0,10306000000,-37000000.0,512000000,8496000000,2728000000.0,-777000000,-55000000,608000000,2874000000,624000000.0,-21290000000.0,,
2014-06-30,855000000,5000000,127000000,381000000,381000000,0.62,6000000.0,,0.0,1067000000.0,1268000000,1262000000.0,3752000000.0,2026000000.0,7988000000,287000000.0,73000000.0,-4000000,57000000.0,57000000.0,-224000000.0,444000000,0.0,52000000,111000000,1302000000.0,66000000.0,,14940000000,23100000000,381000000,198000000,7720000000.0,21011000000,-6000000.0,-643000000,-177000000.0,30186000000.0,4000000.0,32000000,427000000.0,12000000.0,,-4000000.0,28000000.0,23000000.0,0.62,1069000000,8160000000,-16000000,1670000000,,57000000,-1517000000,617000000.0,1041000000,13000000.0,739000000.0,-43000000.0,2089000000,610000000.0,4098000000,133000000,-2079000000.0,10842000000,-3000000.0,514000000,8673000000,2766000000.0,-1498000000,667000000,629000000,2938000000,619000000.0,-21513000000.0,,
2014-09-30,1037000000,169000000,124000000,355000000,355000000,0.58,53000000.0,,0.0,1051000000.0,1333000000,1428000000.0,3755000000.0,2056000000.0,9180000000,306000000.0,84000000.0,3000000,226000000.0,226000000.0,-234000000.0,459000000,0.0,57000000,113000000,255000000.0,-23000000.0,,15356000000,23499000000,355000000,201000000,7757000000.0,21217000000,-7000000.0,450000000,-164000000.0,30454000000.0,4000000.0,37000000,508000000.0,11000000.0,21000000.0,183000000.0,29000000.0,20000000.0,0.58,1054000000,8143000000,-18000000,1667000000,,226000000,-611000000,613000000.0,1075000000,-19000000.0,733000000.0,-38000000.0,2282000000,630000000.0,3297000000,127000000,-2552000000.0,12059000000,-6000000.0,482000000,8846000000,2777000000.0,-587000000,-257000000,592000000,3000000000,615000000.0,-21608000000.0,,
2014-12-31,917000000,-166000000,931000000,312000000,312000000,0.51,122000000.0,,0.0,1483000000.0,1476000000,1483000000.0,3757000000.0,1936000000.0,9055000000,320000000.0,21000000.0,0,60000000.0,60000000.0,-233000000.0,468000000,0.0,226000000,118000000,355000000.0,-100000000.0,,15763000000,23217000000,312000000,333000000,7797000000.0,21031000000,0.0,235000000,-112000000.0,30938000000.0,2000000.0,100000000,2019000000.0,27000000.0,16000000.0,5000000.0,38000000.0,15000000.0,0.51,1004000000,7454000000,-28000000,1639000000,,60000000,-713000000,611000000.0,1106000000,-14000000.0,753000000.0,-5000000.0,2186000000,651000000.0,3499000000,106000000,-684000000.0,12264000000,-3000000.0,418000000,9123000000,2100000000.0,-682000000,-370000000,533000000,3115000000,613000000.0,-21815000000.0,,
2015-03-31,718000000,1519000000,138000000,415000000,415000000,0.68,79000000.0,,0.0,1089000000.0,1284000000,1365000000.0,3761000000.0,1944000000.0,10795000000,315000000.0,83000000.0,8000000,1579000000.0,1579000000.0,-244000000.0,456000000,0.0,60000000,121000000,744000000.0,96000000.0,,17603000000,25281000000,415000000,129000000,7818000000.0,21497000000,-9000000.0,-197000000,-156000000.0,30815000000.0,27000000.0,-73000000,487000000.0,22000000.0,14000000.0,-54000000.0,41000000.0,-23000000.0,0.68,1139000000,7678000000,-7000000,1727000000,,1579000000,-926000000,608000000.0,1053000000,5000000.0,743000000.0,-31000000.0,3784000000,609000000.0,3806000000,147000000,-711000000.0,13797000000,-4000000.0,562000000,9282000000,2359000000.0,-915000000,1727000000,674000000,3011000000,610000000.0,-21533000000.0,,
2015-06-30,943000000,-1502000000,144000000,341000000,341000000,0.56,696000000.0,,0.0,1031000000.0,1372000000,1468000000.0,3761000000.0,2012000000.0,10598000000,365000000.0,85000000.0,-8000000,77000000.0,77000000.0,-243000000.0,464000000,0.0,1579000000,126000000,1225000000.0,51000000.0,,18164000000,25698000000,341000000,138000000,9839000000.0,23348000000,0.0,-1419000000,-106000000.0,31110000000.0,3000000.0,119000000,416000000.0,21000000.0,33000000.0,-29000000.0,38000000.0,25000000.0,0.56,1097000000,7534000000,-14000000,1720000000,,77000000,-2377000000,605000000.0,1101000000,-50000000.0,739000000.0,-3000000.0,2350000000,649000000.0,4336000000,166000000,-566000000.0,13828000000,-1000000.0,507000000,9455000000,2240000000.0,-2362000000,-68000000,619000000,3092000000,606000000.0,-21655000000.0,,
2015-09-30,1018000000,64000000,140000000,365000000,365000000,0.61,1000000.0,,0.0,1119000000.0,1394000000,1501000000.0,3761000000.0,1988000000.0,10200000000,407000000.0,91000000.0,13000000,141000000.0,141000000.0,-253000000.0,471000000,0.0,77000000,119000000,1613000000.0,-94000000.0,,18516000000,25936000000,365000000,148000000,9873000000.0,23513000000,0.0,390000000,-140000000.0,31368000000.0,11000000.0,31000000,520000000.0,40000000.0,31000000.0,91000000.0,52000000.0,38000000.0,0.61,1081000000,7420000000,84000000,1747000000,,141000000,-549000000,601000000.0,1150000000,-42000000.0,753000000.0,-5000000.0,2423000000,693000000.0,4863000000,126000000,-2656000000.0,13653000000,-5000000.0,491000000,9592000000,2129000000.0,-628000000,-405000000,597000000,3141000000,603000000.0,-21776000000.0,,
2015-12-31,863000000,82000000,150000000,261000000,261000000,,2000000.0,,0.0,1147000000.0,1482000000,1445000000.0,3761000000.0,2155000000.0,11182000000,360000000.0,94000000.0,21000000,223000000.0,223000000.0,-252000000.0,518000000,0.0,141000000,119000000,956000000.0,2000000.0,,18734000000,26406000000,261000000,140000000,9985000000.0,24075000000,-6000000.0,198000000,-226000000.0,31626000000.0,108000000.0,-9000000,476000000.0,40000000.0,30000000.0,206000000.0,59000000.0,-78000000.0,,983000000,7672000000,40000000,1704000000,,223000000,-625000000,,1265000000,47000000.0,760000000.0,-72000000.0,2331000000,757000000.0,4276000000,85000000,-2553000000.0,14458000000,0.0,346000000,9736000000,2428000000.0,-665000000,-156000000,439000000,3186000000,,-21890000000.0,,
2016-03-31,563000000,255000000,150000000,378000000,378000000,0.64,35000000.0,,0.0,1126000000.0,1300000000,1285000000.0,3761000000.0,2093000000.0,10487000000,341000000.0,95000000.0,-2000000,478000000.0,478000000.0,-263000000.0,500000000,0.0,223000000,118000000,2289000000.0,67000000.0,,19059000000,26717000000,378000000,150000000,10047000000.0,24123000000,0.0,-83000000,-60000000.0,31776000000.0,,-31000000,454000000.0,7000000.0,28000000.0,-301000000.0,45000000.0,16000000.0,0.64,1135000000,7658000000,-14000000,1796000000,,478000000,-660000000,593000000.0,1159000000,19000000.0,758000000.0,-21000000.0,2594000000,668000000.0,5348000000,139000000,-571000000.0,13711000000,,517000000,9800000000,2436000000.0,-646000000,352000000,637000000,3096000000,594000000.0,-21976000000.0,,
2016-06-30,892000000,-50000000,146000000,416000000,416000000,0.7,20000000.0,292000000.0,0.0,1029000000.0,1331000000,1430000000.0,3761000000.0,2155000000.0,10834000000,351000000.0,99000000.0,12000000,428000000.0,428000000.0,-261000000.0,499000000,0.0,478000000,125000000,1791000000.0,44000000.0,,19131000000,27212000000,416000000,144000000,10250000000.0,24684000000,283000000.0,133000000,-61000000.0,32240000000.0,28000000.0,32000000,488000000.0,11000000.0,26000000.0,-68000000.0,45000000.0,22000000.0,0.7,1180000000,8073000000,24000000,1785000000,,428000000,-735000000,593000000.0,1118000000,-10000000.0,749000000.0,-31000000.0,2528000000,628000000.0,5015000000,140000000,-2212000000.0,14116000000,,556000000,10043000000,2624000000.0,-759000000,-207000000,667000000,3116000000,594000000.0,-22197000000.0,,
2016-09-30,1032000000,-18000000,163000000,348000000,355000000,0.59,12000000.0,,0.0,1091000000.0,1426000000,1580000000.0,3776000000.0,2263000000.0,11604000000,262000000.0,97000000.0,-3000000,410000000.0,410000000.0,-274000000.0,515000000,0.0,428000000,123000000,950000000.0,-105000000.0,,19399000000,27692000000,348000000,161000000,10292000000.0,25195000000,-7000000.0,321000000,-19000000.0,32693000000.0,37000000.0,47000000,529000000.0,11000000.0,26000000.0,71000000.0,48000000.0,27000000.0,0.59,1125000000,8281000000,45000000,1799000000,,410000000,-680000000,592000000.0,1186000000,89000000.0,747000000.0,-6000000.0,2497000000,681000000.0,4369000000,132000000,-1403000000.0,15030000000,-14000000.0,487000000,10297000000,2836000000.0,-711000000,-370000000,613000000,3225000000,592000000.0,-22396000000.0,,
2016-12-31,732000000,22000000,170000000,81000000,87000000,,12000000.0,3000000.0,0.0,1163000000.0,1574000000,1672000000.0,3787000000.0,2107000000.0,11604000000,318000000.0,83000000.0,3000000,432000000.0,432000000.0,-272000000.0,533000000,0.0,410000000,130000000,1427000000.0,-51000000.0,,19793000000,27729000000,81000000,107000000,10364000000.0,25255000000,3000000.0,-49000000,-39000000.0,32906000000.0,37000000.0,-90000000,578000000.0,11000000.0,24000000.0,227000000.0,42000000.0,-67000000.0,,765000000,7917000000,7000000,1714000000,,432000000,-848000000,,1487000000,-56000000.0,737000000.0,16000000.0,2474000000,962000000.0,4951000000,15000000,-657000000.0,14842000000,-74000000.0,102000000,10464000000,2474000000.0,-781000000,138000000,227000000,3288000000,,-22442000000.0,,
2017-03-31,709000000,362000000,179000000,433000000,441000000,0.73,10000000.0,,0.0,1060000000.0,1313000000,1440000000.0,3792000000.0,2223000000.0,12291000000,327000000.0,92000000.0,8000000,794000000.0,794000000.0,-284000000.0,532000000,0.0,432000000,140000000,1486000000.0,62000000.0,,20409000000,28561000000,433000000,124000000,10392000000.0,25563000000,-10000000.0,-87000000,0.0,33198000000.0,41000000.0,93000000,556000000.0,11000000.0,,-353000000.0,32000000.0,16000000.0,0.73,1263000000,8122000000,-14000000,1872000000,,794000000,-822000000,591000000.0,1149000000,-9000000.0,775000000.0,-41000000.0,2998000000,624000000.0,4752000000,150000000,-1749000000.0,15657000000,-12000000.0,591000000,10637000000,2692000000.0,-796000000,475000000,723000000,3185000000,591000000.0,-22561000000.0,,
