date,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2012-02-29,439650000.0,1486465000.0,10211000.0,0.0,1059276000.0,93872000.0,224355000.0,586209000.0,129735000.0,4253167000.0,2627631000.0,38644000.0,76035000,76035000.0,288367000.0,1407979000.0,217983000.0,0.0,-51218000.0,275673000.0,-382877000.0,225633000.0,17219000.0,206047000.0,,,214000.0,288367000.0,76035000.0,4529000.0,0.58,2056540000.0,115466000.0,9090000.0,-3919000.0,12310000.0,81666000.0,425903000.0,50161000.0,379793000.0,0.0,352614000.0,2196627000.0,217983000.0,129945000.0,207772000.0,-313000.0,115566000.0,0.0,944034000.0,44655000.0,176553000,,-37884000.0,5267000.0,0.58,-6331000.0,1625536000.0,3403459000.0,648561000.0,,131756000.0,0.0,-70919000.0,76035000.0,,134631000.0,137536000,1012112000,0.0,,-8378000.0,10772000.0,120690000.0,,,
2012-05-31,450861000.0,1485375000.0,121842000.0,0.0,1059166000.0,119062000.0,200508000.0,609714000.0,,4160906000.0,2619338000.0,40265000.0,78614000,78614000.0,303036000.0,1350880000.0,339825000.0,0.0,88900000.0,251205000.0,-9251000.0,225636000.0,18344000.0,204581000.0,90198000.0,0.0,2150000.0,303036000.0,78614000.0,-18929000.0,,2021771000.0,0.0,-12501000.0,158000.0,24628000.0,99460000.0,443868000.0,36295000.0,145061000.0,0.0,339825000.0,2139135000.0,339825000.0,,217983000.0,-107000.0,94840000.0,0.0,944305000.0,44675000.0,181898000,-1218980000.0,-43086000.0,5289000.0,,-3982000.0,1541568000.0,3482073000.0,670891000.0,2163285000.0,162148000.0,-129646000.0,-127603000.0,78614000.0,,0.0,140832000,1053582000,0.0,,-28556000.0,57722000.0,123289000.0,,,
2012-08-31,459302000.0,1489104000.0,-20608000.0,0.0,1309012000.0,47427000.0,213440000.0,605450000.0,126110000.0,4152235000.0,2628358000.0,40342000.0,76733000,76733000.0,306581000.0,1613709000.0,319217000.0,0.0,-61241000.0,241699000.0,-36970000.0,636000.0,16598000.0,206856000.0,,,-2372000.0,306581000.0,76733000.0,16278000.0,0.6,1997820000.0,113196000.0,-7128000.0,577000.0,9889000.0,72297000.0,445875000.0,43649000.0,24720000.0,171091000.0,330165000.0,2154415000.0,319217000.0,126458000.0,339825000.0,-225154000.0,110906000.0,462541000.0,953761000.0,46040000.0,179713000,,-47438000.0,5448000.0,0.61,-2130000.0,1523877000.0,3558806000.0,384111000.0,,94865000.0,-77953000.0,-55479000.0,76733000.0,,10948000.0,139294000,1051325000,0.0,7930000.0,-43474000.0,9716000.0,122773000.0,,,
2012-11-30,479106000.0,1522411000.0,-76730000.0,0.0,1308829000.0,80774000.0,325077000.0,628350000.0,124185000.0,4217882000.0,2698220000.0,40979000.0,78027000,78027000.0,293013000.0,1582059000.0,242487000.0,0.0,-130338000.0,236195000.0,-43084000.0,661000.0,16294000.0,206782000.0,,,2253000.0,293013000.0,78027000.0,6741000.0,0.63,2137238000.0,118069000.0,-17400000.0,-1250000.0,5571000.0,90480000.0,432036000.0,45812000.0,16733000.0,0.0,276349000.0,2080644000.0,242487000.0,124609000.0,319217000.0,-158000.0,118534000.0,0.0,967260000.0,44851000.0,180151000,,-51624000.0,5636000.0,0.63,-51113000.0,1519662000.0,3557088000.0,555179000.0,,132398000.0,-81222000.0,-79127000.0,11509000.0,,33862000.0,139023000,1060386000,0.0,,-43646000.0,45529000.0,122878000.0,,,
2013-02-28,495124000.0,1519987000.0,-25017000.0,0.0,1308656000.0,88343000.0,238462000.0,633733000.0,123220000.0,4221299000.0,2711847000.0,41921000.0,74705000,74705000.0,308918000.0,1590301000.0,217470000.0,0.0,-63254000.0,246957000.0,-55344000.0,674000.0,16302000.0,209455000.0,99107000.0,,-1266000.0,308918000.0,74705000.0,-9544000.0,0.6,2091053000.0,121443000.0,-16874000.0,11000.0,-11023000.0,93573000.0,441941000.0,38448000.0,56198000.0,178290000.0,245686000.0,2130246000.0,217470000.0,123857000.0,242487000.0,-160000.0,109064000.0,481576000.0,976844000.0,42148000.0,175076000,,-52737000.0,5576000.0,0.6,-11382000.0,1509452000.0,3631793000.0,500752000.0,,141080000.0,-27901000.0,-101915000.0,11487000.0,,28216000.0,133023000,1075674000,0.0,,4413000.0,8554000.0,116853000.0,,,
2013-05-31,496049000.0,1517560000.0,134803000.0,0.0,1300979000.0,139718000.0,271821000.0,661871000.0,122392000.0,4345632000.0,2720806000.0,66135000.0,85977000,85977000.0,313344000.0,1587884000.0,352273000.0,0.0,-29348000.0,240440000.0,-43066000.0,8187000.0,16518000.0,210483000.0,101525000.0,0.0,1581000.0,313344000.0,85977000.0,11548000.0,0.69,2144140000.0,124390000.0,-1302000.0,-677000.0,6560000.0,92153000.0,467215000.0,38123000.0,63827000.0,186332000.0,357953000.0,2201492000.0,352273000.0,123103000.0,217470000.0,-164000.0,121029000.0,496752000.0,986703000.0,51427000.0,220057000,-1355544000.0,-44687000.0,6650000.0,0.69,-4745000.0,1624826000.0,3717771000.0,556256000.0,2342247000.0,184405000.0,-28605000.0,-19537000.0,12479000.0,,5680000.0,153871000,1129086000,0.0,,59303000.0,-15776000.0,137404000.0,,,
2013-08-31,511642000.0,1531006000.0,-73603000.0,0.0,1300799000.0,45097000.0,235237000.0,654363000.0,122130000.0,4311177000.0,2738888000.0,48394000.0,77754000,77754000.0,325910000.0,1599471000.0,278670000.0,0.0,-67004000.0,245470000.0,-32941000.0,8200000.0,16523000.0,214221000.0,100648000.0,,4126000.0,325910000.0,77754000.0,2915000.0,0.63,2115166000.0,123432000.0,-14903000.0,382000.0,-5258000.0,93119000.0,465980000.0,37951000.0,35233000.0,217107000.0,282859000.0,2196011000.0,278670000.0,122892000.0,352273000.0,-167000.0,124952000.0,500384000.0,991331000.0,45861000.0,188532000,,-37462000.0,6984000.0,0.63,-32216000.0,1572289000.0,3795525000.0,515695000.0,,82559000.0,-106977000.0,-88933000.0,12807000.0,,4189000.0,140070000,1120343000,0.0,23367000.0,-57946000.0,7373000.0,123615000.0,,,
2013-11-30,520523000.0,1532961000.0,30664000.0,0.0,1300615000.0,100398000.0,360627000.0,666834000.0,119907000.0,4365398000.0,2746616000.0,48527000.0,84862000,84862000.0,323947000.0,1602865000.0,309334000.0,0.0,-53523000.0,249486000.0,-22472000.0,714000.0,16485000.0,210187000.0,113239000.0,,2197000.0,323947000.0,84862000.0,-22130000.0,0.7,2217426000.0,136364000.0,-8852000.0,-1311000.0,-3974000.0,88394000.0,476919000.0,40286000.0,9881000.0,225372000.0,313490000.0,2147972000.0,309334000.0,121050000.0,278670000.0,-7670000.0,103242000.0,508669000.0,988897000.0,51709000.0,201583000,,-39323000.0,7640000.0,0.71,-298000.0,1618782000.0,3787067000.0,614561000.0,,139721000.0,-57223000.0,-55470000.0,7640000.0,,4156000.0,152972000,1143753000,0.0,4238000.0,-3234000.0,1926000.0,136571000.0,,,
2014-02-28,529668000.0,1532568000.0,39525000.0,0.0,1300523000.0,126663000.0,259310000.0,651112000.0,119913000.0,4400441000.0,2735532000.0,48364000.0,84602000,84602000.0,328963000.0,1603606000.0,348859000.0,0.0,-40621000.0,256132000.0,-7922000.0,633000.0,16418000.0,209915000.0,115809000.0,,4016000.0,328963000.0,84602000.0,12178000.0,0.69,2156408000.0,137795000.0,-10269000.0,61000.0,-6898000.0,83972000.0,479125000.0,35552000.0,4521000.0,233927000.0,353699000.0,2244033000.0,348859000.0,121280000.0,309334000.0,-173000.0,117336000.0,498649000.0,981197000.0,49186000.0,198570000,,-36830000.0,7624000.0,0.7,-451000.0,1664909000.0,3871675000.0,552802000.0,,163493000.0,-262000.0,-81758000.0,7624000.0,,4840000.0,150162000,1130237000,0.0,9018000.0,23469000.0,-566000.0,133788000.0,,,
2014-05-31,508427000.0,1267411000.0,164429000.0,0.0,1300477000.0,190231000.0,299727000.0,665117000.0,119541000.0,4462452000.0,2656771000.0,45577000.0,127224000,127224000.0,326090000.0,1639463000.0,513288000.0,63975000.0,144605000.0,251239000.0,-2523000.0,503000.0,16396000.0,246044000.0,458357000.0,-6000.0,-9870000.0,326090000.0,127224000.0,37483000.0,1.03,2269594000.0,19626000.0,-22207000.0,-4351000.0,5068000.0,55675000.0,492362000.0,28428000.0,4561000.0,251753000.0,513288000.0,2192858000.0,513288000.0,120886000.0,348859000.0,-177000.0,150070000.0,506537000.0,855702000.0,86660000.0,275857000,-1287961000.0,-31965000.0,7627000.0,1.04,-476000.0,1805681000.0,3998893000.0,630131000.0,2143663000.0,222196000.0,-206137000.0,-203574000.0,12745000.0,,0.0,166272000,1157479000,0.0,5960000.0,67633000.0,38376000.0,213884000.0,,,
2014-08-31,489211000.0,1189968000.0,68165000.0,0.0,1300000000.0,80151000.0,292548000.0,624131000.0,116659000.0,4556270000.0,2543321000.0,39654000.0,109791000,110108000.0,314458000.0,1648285000.0,581453000.0,28358000.0,-38819000.0,249817000.0,-6981000.0,0.0,16583000.0,242459000.0,451897000.0,,6798000.0,314458000.0,110108000.0,-1325000.0,0.93,2284296000.0,18778000.0,8222000.0,16000.0,1377000.0,44185000.0,477946000.0,26818000.0,0.0,294795000.0,581453000.0,2271974000.0,581453000.0,118030000.0,513288000.0,-180000.0,141795000.0,513615000.0,838493000.0,65525000.0,231553000,,-68050000.0,12280000.0,0.94,-2328000.0,2012949000.0,4109001000.0,636011000.0,,148201000.0,-61439000.0,-41198000.0,12280000.0,,,163488000,1102077000,15171000.0,54595000.0,12409000.0,2108000.0,175316000.0,,,
2014-11-30,510153000.0,1189360000.0,245271000.0,0.0,1300000000.0,99397000.0,502861000.0,641955000.0,117115000.0,4697571000.0,2551591000.0,38499000.0,103446000,120412000.0,300249000.0,1642473000.0,826724000.0,0.0,105002000.0,235860000.0,-4997000.0,0.0,15929000.0,233597000.0,456864000.0,,-5040000.0,300249000.0,120412000.0,29307000.0,1.0,2494237000.0,18650000.0,-20969000.0,1665000.0,13470000.0,41590000.0,481424000.0,17510000.0,0.0,309915000.0,826724000.0,2203334000.0,826724000.0,118655000.0,581453000.0,-184000.0,171629000.0,528332000.0,845127000.0,61819000.0,219693000,,-44975000.0,12505000.0,1.02,-687000.0,2145980000.0,4027464000.0,851764000.0,,144372000.0,-2134000.0,1491000.0,12505000.0,,,181175000,1123379000,1054000.0,17459000.0,-1145000.0,8238000.0,165265000.0,,,
2015-02-28,497978000.0,1194389000.0,-381410000.0,0.0,1300000000.0,122052000.0,281872000.0,633540000.0,116178000.0,4353340000.0,2556221000.0,37887000.0,93636000,94883000.0,301690000.0,1639449000.0,445314000.0,0.0,-109259000.0,234641000.0,-67969000.0,0.0,16254000.0,232232000.0,445538000.0,,1381000.0,301690000.0,94883000.0,25397000.0,0.8,2305674000.0,18079000.0,9579000.0,-98000.0,523000.0,44824000.0,475307000.0,-4263000.0,18711000.0,320248000.0,490188000.0,2047666000.0,445314000.0,117867000.0,826724000.0,-92000.0,198946000.0,524065000.0,853391000.0,57052000.0,211600000,,-50015000.0,11231000.0,0.81,-10783000.0,1797119000.0,4122354000.0,666225000.0,,172067000.0,-251075000.0,-442243000.0,11231000.0,,44874000.0,173617000,1108847000,612000.0,0.0,12694000.0,5082000.0,157459000.0,,,
2015-05-31,496130000.0,1195612000.0,-28241000.0,0.0,1300000000.0,60956000.0,309935000.0,655923000.0,113666000.0,4192460000.0,2456653000.0,39042000.0,101204000,105215000.0,308941000.0,1638947000.0,417073000.0,-1667000.0,88063000.0,226211000.0,-115524000.0,0.0,16395000.0,226938000.0,329692000.0,50000.0,-1550000.0,308941000.0,105215000.0,-86824000.0,0.9,2260005000.0,17494000.0,1725000.0,-200000.0,8415000.0,42434000.0,486660000.0,-8471000.0,143227000.0,329248000.0,433154000.0,1932455000.0,417073000.0,115383000.0,445314000.0,-62000.0,109607000.0,534005000.0,871421000.0,60112000.0,215265000,-1322857000.0,-54680000.0,10986000.0,0.91,-1697000.0,1735807000.0,4227620000.0,621058000.0,2194278000.0,115636000.0,-237322000.0,-230610000.0,10986000.0,,16081000.0,177719000,1142583000,704000.0,0.0,-40789000.0,5438000.0,159828000.0,,,
2015-08-31,531127000.0,1272503000.0,-270213000.0,0.0,1050000000.0,80452000.0,294845000.0,674746000.0,110597000.0,4122949000.0,2388997000.0,39768000.0,106198000,100181000.0,338637000.0,1314954000.0,146860000.0,0.0,-201862000.0,240046000.0,-196020000.0,250000000.0,16412000.0,148793000.0,123494000.0,,51000.0,338637000.0,100181000.0,15531000.0,0.88,2274280000.0,20908000.0,-19255000.0,921000.0,-8109000.0,75306000.0,524144000.0,-20004000.0,152907000.0,387314000.0,200214000.0,1848669000.0,146860000.0,112229000.0,417073000.0,-16000.0,131956000.0,537120000.0,896786000.0,63016000.0,225394000,,-62631000.0,23917000.0,0.89,-121434000.0,1733952000.0,4327807000.0,959326000.0,,143083000.0,-221598000.0,-209719000.0,27520000.0,,53354000.0,185507000,1198890000,78457000.0,47640000.0,-36088000.0,5632000.0,169214000.0,,,
2015-11-30,549190000.0,1273594000.0,459925000.0,0.0,1050000000.0,62768000.0,443713000.0,691680000.0,108301000.0,4450792000.0,2407512000.0,41126000.0,115453000,345100000.0,327051000.0,1395283000.0,606785000.0,0.0,515130000.0,251477000.0,-75321000.0,250000000.0,16171000.0,227465000.0,126547000.0,,595000.0,327051000.0,345100000.0,3837000.0,3.06,2526264000.0,20644000.0,-20163000.0,1066000.0,-11732000.0,70183000.0,527400000.0,-17680000.0,59174000.0,394728000.0,672611000.0,1924528000.0,606785000.0,110113000.0,146860000.0,0.0,134843000.0,542531000.0,916544000.0,68836000.0,241586000,,-59186000.0,16324000.0,3.11,197000.0,2043280000.0,4557245000.0,1130981000.0,,121954000.0,-180695000.0,-174500000.0,16324000.0,,65826000.0,200349000,1219080000,0.0,236539000.0,198656000.0,-104055000.0,184289000.0,,,
2016-02-29,550748000.0,1284434000.0,-291669000.0,0.0,1050000000.0,-53568000.0,319438000.0,691475000.0,107843000.0,4231210000.0,2472386000.0,41777000.0,117279000,117341000.0,331656000.0,1422300000.0,315116000.0,0.0,-111490000.0,255203000.0,-113455000.0,250000000.0,16163000.0,240714000.0,118607000.0,,507000.0,331656000.0,117341000.0,18002000.0,1.05,2281104000.0,18285000.0,-2105000.0,2446000.0,-4168000.0,86380000.0,524608000.0,-33674000.0,115698000.0,399927000.0,386819000.0,1950106000.0,315116000.0,109463000.0,606785000.0,0.0,151833000.0,539401000.0,964680000.0,59845000.0,235064000,,-85685000.0,16928000.0,1.07,-30494000.0,1758824000.0,4674975000.0,858804000.0,,32117000.0,-100146000.0,-210096000.0,16928000.0,,71703000.0,192952000,1216083000,0.0,52541000.0,-167812000.0,23883000.0,177124000.0,,,
2016-05-31,563178000.0,1291593000.0,-175759000.0,0.0,1050000000.0,100808000.0,349065000.0,717687000.0,106136000.0,4104393000.0,2514358000.0,42608000.0,118011000,130898000.0,350778000.0,1446179000.0,139357000.0,0.0,-73397000.0,249362000.0,-109350000.0,250000000.0,15776000.0,259475000.0,124952000.0,0.0,-663000.0,350778000.0,130898000.0,-37934000.0,1.2,2261734000.0,19861000.0,-11239000.0,-296000.0,6092000.0,83715000.0,553718000.0,-24874000.0,106400000.0,409682000.0,209762000.0,1842659000.0,139357000.0,107797000.0,315116000.0,0.0,114514000.0,539956000.0,994237000.0,69484000.0,245879000,-1419335000.0,-67883000.0,22124000.0,1.21,-4848000.0,1590035000.0,4805867000.0,815555000.0,2413572000.0,168691000.0,-277712000.0,-272409000.0,22124000.0,,70405000.0,202940000,1271405000,0.0,,-37844000.0,15238000.0,187495000.0,,,
2016-08-31,586372000.0,1298375000.0,-40148000.0,0.0,1044628000.0,79008000.0,313888000.0,710356000.0,104483000.0,4167145000.0,2572397000.0,43168000.0,138091000,138091000.0,374026000.0,1468884000.0,99209000.0,-2787000.0,-100606000.0,262156000.0,-119729000.0,163800000.0,14172000.0,255380000.0,140876000.0,,-8240000.0,374026000.0,138091000.0,17480000.0,1.26,2179743000.0,15194000.0,-22946000.0,-918000.0,-13017000.0,84792000.0,583774000.0,-36412000.0,109612000.0,463375000.0,163767000.0,1987402000.0,99209000.0,107114000.0,139357000.0,-250000000.0,129650000.0,542124000.0,1033160000.0,54763000.0,250194000,,-78580000.0,20779000.0,1.29,-10991000.0,1594748000.0,4970647000.0,710859000.0,,157588000.0,-18870000.0,-97028000.0,20779000.0,,64558000.0,209748000,1294130000,0.0,38829000.0,-46420000.0,1970000.0,192854000.0,,,
2016-11-30,607452000.0,1301391000.0,44364000.0,0.0,1044834000.0,67540000.0,469085000.0,725496000.0,104957000.0,4214579000.0,2613917000.0,43882000.0,123454000,140377000.0,365222000.0,1440117000.0,143573000.0,-3347000.0,8561000.0,263301000.0,1459000.0,66000000.0,13267000.0,265091000.0,140530000.0,,-10827000.0,365222000.0,140377000.0,-2029000.0,1.29,2188874000.0,19265000.0,-21974000.0,1250000.0,-1599000.0,85517000.0,571427000.0,-17286000.0,63356000.0,468392000.0,143573000.0,2025705000.0,143573000.0,107647000.0,99209000.0,0.0,127815000.0,543644000.0,1067214000.0,66168000.0,246771000,,-76593000.0,18803000.0,1.32,-6787000.0,1600662000.0,4968437000.0,748757000.0,,144133000.0,-360000.0,-106044000.0,18803000.0,,0.0,206205000,1296923000,0.0,,-36203000.0,-5803000.0,189622000.0,,,
2017-02-28,606209000.0,1303038000.0,3671000.0,0.0,745189000.0,118589000.0,321324000.0,714711000.0,105093000.0,4271164000.0,2641223000.0,44664000.0,118647000,118005000.0,362385000.0,1148938000.0,147244000.0,-9344000.0,-73430000.0,272181000.0,-7364000.0,399351000.0,13696000.0,267065000.0,148168000.0,,-683000.0,362385000.0,118005000.0,87000.0,1.07,2092906000.0,16088000.0,8928000.0,-304000.0,-8748000.0,83720000.0,566424000.0,-11941000.0,-462000.0,476373000.0,147244000.0,2178258000.0,147244000.0,107892000.0,143573000.0,0.0,127940000.0,539730000.0,1090209000.0,62363000.0,239370000,,-63448000.0,23996000.0,1.1,-1852000.0,1629941000.0,5086584000.0,943968000.0,,182037000.0,-824000.0,-104562000.0,23996000.0,,0.0,204039000,1281135000,0.0,,3964000.0,361000.0,181010000.0,,,
2017-05-31,736008000.0,2782335000.0,22022000.0,0.0,2770624000.0,225433000.0,429809000.0,851561000.0,105325000.0,6844057000.0,4889579000.0,64881000.0,82174000,84237000.0,437672000.0,3410412000.0,169266000.0,-63746000.0,-2144874000.0,278218000.0,-55431000.0,362900000.0,45389000.0,469328000.0,164788000.0,11000.0,-3190000.0,437672000.0,84237000.0,-1812000.0,0.76,4541264000.0,31967000.0,-57565000.0,-224000.0,22696000.0,586988000.0,678726000.0,-3029000.0,45818000.0,485068000.0,191485000.0,2302793000.0,169266000.0,109023000.0,147244000.0,0.0,177051000.0,635702000.0,1323501000.0,49875000.0,242319000,-1516377000.0,-54696000.0,25290000.0,0.78,-2082741000.0,1954478000.0,5170830000.0,1130852000.0,2839878000.0,280129000.0,-670000.0,1886136000.0,25290000.0,,22219000.0,241054000,1530287000,11457000.0,,-2642000.0,7374000.0,132049000.0,,,
2017-08-31,731577000.0,2810504000.0,22148000.0,0.0,2533672000.0,191849000.0,402970000.0,872150000.0,105740000.0,6851606000.0,4927053000.0,68509000.0,161108000,217211000.0,486283000.0,3240930000.0,191414000.0,-3971000.0,72622000.0,283197000.0,-58022000.0,307450000.0,30317000.0,521774000.0,163631000.0,,-649000.0,486283000.0,217211000.0,17684000.0,1.96,4285725000.0,30627000.0,8955000.0,-304000.0,-5827000.0,581631000.0,739353000.0,32003000.0,65256000.0,586364000.0,213040000.0,2565881000.0,191414000.0,108537000.0,169266000.0,-250000000.0,189571000.0,654249000.0,1340660000.0,57971000.0,317905000,,-62517000.0,28630000.0,2.02,-302000.0,1924553000.0,5388040000.0,1044795000.0,,254366000.0,-35040000.0,-311433000.0,28630000.0,,21626000.0,253070000,1611503000,0.0,25552000.0,15347000.0,24938000.0,219079000.0,,,
2017-11-30,763555000.0,2811796000.0,44588000.0,0.0,2534222000.0,54694000.0,577960000.0,890072000.0,106340000.0,6978801000.0,4935352000.0,70330000.0,137737000,137109000.0,468084000.0,3271397000.0,236002000.0,-13074000.0,-78840000.0,272830000.0,-41855000.0,300000000.0,29129000.0,539043000.0,175663000.0,,-1233000.0,468084000.0,137109000.0,-26390000.0,1.23,4425768000.0,29160000.0,-33755000.0,-566000.0,8422000.0,565574000.0,716369000.0,20437000.0,35003000.0,600563000.0,258734000.0,2553033000.0,236002000.0,109818000.0,191414000.0,0.0,162981000.0,674572000.0,1353159000.0,68636000.0,305832000,,-69949000.0,26574000.0,1.26,-797000.0,2043449000.0,5349539000.0,1154371000.0,,124643000.0,-657000.0,1912000.0,26574000.0,,22732000.0,248285000,1606441000,0.0,,-127803000.0,17224000.0,206373000.0,,,
2018-02-28,779220000.0,2819867000.0,-83439000.0,0.0,2534760000.0,218281000.0,412826000.0,888675000.0,106558000.0,6919849000.0,4949017000.0,66063000.0,295789000,302095000.0,490618000.0,3108279000.0,152563000.0,-9821000.0,-83765000.0,274819000.0,-57651000.0,187500000.0,25901000.0,376665000.0,178527000.0,,-607000.0,490618000.0,302095000.0,8126000.0,2.71,4025852000.0,25566000.0,-15246000.0,2616000.0,1416000.0,557477000.0,700463000.0,22517000.0,46043000.0,611485000.0,186256000.0,2893997000.0,152563000.0,110175000.0,236002000.0,-300000000.0,172181000.0,682438000.0,1367580000.0,-121282000.0,266471000,,-63574000.0,30840000.0,2.79,-11199000.0,1970832000.0,5651656000.0,917573000.0,,281855000.0,-1353000.0,-282769000.0,30840000.0,,33693000.0,209845000,1589138000,0.0,,45447000.0,-162590000.0,174507000.0,,,
2018-05-31,804583000.0,2846888000.0,-13839000.0,,2535309000.0,227637000.0,420129000.0,917212000.0,106879000.0,6958214000.0,4980282000.0,74514000.0,189298000,186171000.0,471807000.0,3165831000.0,138724000.0,-15031000.0,-45715000.0,280347000.0,3820000.0,,24828000.0,352581000.0,175581000.0,0.0,-91000.0,471807000.0,186171000.0,35855000.0,1.66,3941688000.0,29315000.0,-26221000.0,-383000.0,-7334000.0,545768000.0,752338000.0,16343000.0,33555000.0,618464000.0,138724000.0,3016526000.0,138724000.0,110574000.0,152563000.0,0.0,215074000.0,702261000.0,1382730000.0,51744000.0,340384000,-1663710000.0,-75659000.0,26791000.0,1.71,-7048000.0,1977932000.0,5837827000.0,775857000.0,3046440000.0,303296000.0,-90269000.0,-271850000.0,,,,280531000,1669550000,,,12027000.0,1133000.0,241042000.0,,,
2018-08-31,838192000.0,2850082000.0,-20368000.0,,2535859000.0,98457000.0,380775000.0,923263000.0,106835000.0,7287204000.0,5182826000.0,86295000.0,212547000,212515000.0,504634000.0,3262142000.0,118356000.0,-4850000.0,-70785000.0,303770000.0,0.0,,24304000.0,424344000.0,180262000.0,,-552000.0,504634000.0,212515000.0,-329000.0,1.89,3941236000.0,221983000.0,-15051000.0,-202000.0,-34629000.0,535865000.0,774712000.0,9861000.0,1558000.0,796988000.0,118356000.0,3345968000.0,118356000.0,110648000.0,138724000.0,0.0,214011000.0,724708000.0,1394634000.0,28873000.0,352019000,,-64528000.0,46172000.0,1.96,-7613000.0,2104378000.0,6239535000.0,679094000.0,,162985000.0,-139468000.0,-112508000.0,,,,270078000,1697975000,,,-191019000.0,9022000.0,241420000.0,,,
2018-11-30,904062000.0,2845244000.0,-29877000.0,,2536408000.0,108496000.0,611641000.0,943110000.0,106475000.0,7405083000.0,5189213000.0,88376000.0,242994000,243013000.0,491671000.0,3263153000.0,88479000.0,61526000.0,-15855000.0,321874000.0,-14071000.0,173500000.0,24880000.0,435461000.0,183548000.0,,-4810000.0,491671000.0,243013000.0,-1626000.0,2.18,4377839000.0,228386000.0,-70697000.0,-1515000.0,-18598000.0,521505000.0,775158000.0,3865000.0,-1558000.0,804234000.0,88479000.0,3027244000.0,88479000.0,109874000.0,118356000.0,0.0,211900000.0,758246000.0,1410530000.0,77530000.0,433780000,,-73086000.0,28612000.0,2.25,1033000.0,2215870000.0,6261756000.0,1114686000.0,,181582000.0,-368661000.0,-194871000.0,,,,283487000,1718268000,,,-119251000.0,10205000.0,320524000.0,,,
2019-02-28,878037000.0,2847783000.0,-7620000.0,,2536958000.0,255959000.0,425470000.0,927177000.0,105080000.0,7433673000.0,5209917000.0,91658000.0,200923000,203334000.0,476099000.0,3259830000.0,80859000.0,-799000.0,-76374000.0,339805000.0,-3473000.0,217500000.0,26770000.0,439011000.0,191818000.0,,-2726000.0,476099000.0,203334000.0,2034000.0,1.85,4254181000.0,237851000.0,24646000.0,-5087000.0,-17489000.0,508402000.0,755153000.0,412000.0,73342000.0,826175000.0,80859000.0,3179492000.0,80859000.0,108162000.0,88479000.0,0.0,214567000.0,773534000.0,1424063000.0,50632000.0,369983000,,-70191000.0,30769000.0,1.91,-823000.0,2223756000.0,6465121000.0,994351000.0,,326150000.0,-100095000.0,-257919000.0,,,,279054000,1682330000,,,-3044000.0,5852000.0,251555000.0,,,
