date,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1986-09-30,,91544000.0,24700000,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,438100000,,438100000,,,,,,,438100000,,91544000.0,,,,,,,,,,,,,,,,0.26,,,,,,,
1986-12-31,,,15500000,,43700000.0,231400000.0,,,175700000.0,,404000000.0,,,,30700000.0,,79200000.0,,,,,,,16500000.0,16500000.0,,,461800000.0,17200000.0,,,,,938800000.0,,14100000.0,,789600000.0,,,,362200000.0,-1105500000,,358600000,14400000.0,,,,,,-1105500000,,,,,,,,477000000.0,,,637900000.0,,576600000.0,,113600000.0,248600000.0,,,-385600000.0,3700000.0,,,,,
1987-03-31,,89640000.0,17100000,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,378300000,,378300000,,,,,,,378300000,,89640000.0,,,,,,,,,,,,,,,,0.18,,,,,,,
1987-06-30,,89784000.0,26700000,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,483800000,,483800000,,,,,,,483800000,,89784000.0,,,,,,,,,,,,,,,,0.28,,,,,,,
1987-09-30,,89243000.0,27900000,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,462000000,,462000000,,,,,,,462000000,,89243000.0,,,,,,,,,,,,,,,,0.3,,,,,,,
1987-12-31,,,16500000,,37900000.0,289800000.0,,,209000000.0,,465400000.0,,,,19700000.0,,89400000.0,,,,,,,27200000.0,27200000.0,,,520000000.0,8900000.0,,,,,1058300000.0,,16700000.0,,909000000.0,,,,412700000.0,-1157800000,,393800000,19000000.0,,,,,,-1157800000,,,,,,,,538300000.0,,,666300000.0,,645600000.0,,114000000.0,298700000.0,,,-443600000.0,4900000.0,,,,,
1988-03-31,,29399000.0,18400000,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,415800000,,415800000,,,,,,,415800000,,29399000.0,,,,,,,,,,,,,,,,0.22,,,,,,,
1988-06-30,,27886000.0,28000000,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,519300000,,519300000,,,,,,,519300000,,27886000.0,,,,,,,,,,,,,,,,0.34,,,,,,,
1988-09-30,,83303000.0,28900000,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,485600000,,485600000,,,,,,,485600000,,83303000.0,,,,,,,,,,,,,,,,0.35,,,,,,,
1988-12-31,,,18200000,,57000000.0,317200000.0,,,226200000.0,,495900000.0,,,,9400000.0,,93700000.0,,,,,,,18000000.0,18000000.0,,,569400000.0,4000000.0,,,,,1073200000.0,,16500000.0,,952300000.0,,,,425200000.0,-1264200000,,413400000,11500000.0,,,,,,-1264200000,,,,,,,,503800000.0,,,605200000.0,,648000000.0,,104000000.0,321200000.0,,,-456400000.0,900000.0,,,,,
1989-03-31,,79928000.0,19200000,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,431800000,,431800000,,,,,,,431800000,,79928000.0,,,,,,,,,,,,,,,,0.24,,,,,,,
1989-06-30,27200000.0,77714286.0,27200000,,46100000.0,20800000.0,,,229900000.0,-2700000.0,487500000.0,,,15200000.0,,,92600000.0,,,,452600000.0,,,14300000.0,14300000.0,,0.35,550500000.0,97400000.0,3300000.0,,,,1147700000.0,27200000.0,16900000.0,,969900000.0,62100000.0,,,527000000.0,48500000,298500000.0,514700000,18700000.0,,,,,,48500000,,77714286.0,,,,,,597200000.0,42400000.0,13600000.0,604800000.0,,619700000.0,13600000.0,110300000.0,416700000.0,,0.35,-482400000.0,17700000.0,,,,,
1989-09-30,,78644068.0,29000000,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,509800000,,509800000,,,,,,,509800000,,78644068.0,,,,,,,,,,,,,,,,0.37,,,,,,,
1989-12-31,,,18800000,,49100000.0,31400000.0,,,301900000.0,,763700000.0,,,,118100000.0,,131000000.0,,,,,,,14400000.0,14400000.0,,,999600000.0,157600000.0,,,,,1655100000.0,,186800000.0,,1287900000.0,,,,843600000.0,-1312600000,405500000.0,453500000,26100000.0,,,,,,-1312600000,,,,,,,,655500000.0,,,760300000.0,,810600000.0,,249100000.0,594500000.0,,,-524200000.0,0.0,,,,,
1990-03-31,21400000.0,85600000.0,21400000,-85200000.0,45300000.0,22700000.0,98200000.0,-22800000.0,352800000.0,-3000000.0,763600000.0,,,14300000.0,115600000.0,2000000.0,132200000.0,-12500000.0,,,500800000.0,,,1900000.0,1900000.0,14400000.0,0.25,993000000.0,260700000.0,10000000.0,-108000000.0,0.0,,1769500000.0,21400000.0,184100000.0,,1306300000.0,65800000.0,-1100000.0,,938700000.0,48700000,407500000.0,566600000,30500000.0,,,,0.0,1900000.0,48700000,,85600000.0,,,,-20900000.0,,776500000.0,35700000.0,17100000.0,782000000.0,-106600000.0,829900000.0,17100000.0,247800000.0,690900000.0,,0.25,-542700000.0,0.0,,,,,
1990-06-30,32100000.0,86756757.0,32100000,51200000.0,41600000.0,29800000.0,-18300000.0,-39400000.0,315700000.0,-3100000.0,780700000.0,,,19500000.0,106600000.0,3400000.0,133200000.0,0.0,,,591500000.0,,,1900000.0,1900000.0,0.0,0.37,1005500000.0,250500000.0,12500000.0,11800000.0,0.0,,1822200000.0,32100000.0,183200000.0,,1346500000.0,83600000.0,-200000.0,,948500000.0,67300000,428400000.0,675100000,29000000.0,,,,0.0,-1000000.0,67300000,,86756757.0,,,,-40400000.0,,816700000.0,51600000.0,16300000.0,817000000.0,19200000.0,872500000.0,16300000.0,239800000.0,708700000.0,,0.37,-565800000.0,0.0,,,,,
1990-09-30,32200000.0,87027027.0,32200000,71600000.0,56400000.0,36200000.0,442300000.0,-44700000.0,432400000.0,-3500000.0,1229100000.0,,,23900000.0,598100000.0,400000.0,199500000.0,38400000.0,,,874300000.0,,,40300000.0,40300000.0,0.0,0.37,1651200000.0,191100000.0,19800000.0,26900000.0,100000.0,,2832900000.0,32200000.0,365700000.0,,2270800000.0,109700000.0,-2000000.0,,1911600000.0,79400000,587000000.0,984000000,30600000.0,,,,0.0,-422800000.0,79400000,,87027027.0,,,,-467500000.0,,1181700000.0,56100000.0,30300000.0,847700000.0,39400000.0,920100000.0,30300000.0,1097300000.0,814300000.0,,0.37,-1041700000.0,299700000.0,,,,,
1990-12-31,21500000.0,,21500000,80900000.0,66600000.0,12600000.0,-160300000.0,-21100000.0,466300000.0,18000000.0,1184600000.0,,,13600000.0,484300000.0,400000.0,125300000.0,-18500000.0,,,687300000.0,,,21800000.0,21800000.0,0.0,,1613700000.0,128400000.0,17600000.0,59800000.0,-100000.0,,2596500000.0,21500000.0,362500000.0,,1803500000.0,159100000.0,-1800000.0,,1644500000.0,34600000,595300000.0,846400000,16300000.0,,,,0.0,87200000.0,34600000,,,,,,71800000.0,,982800000.0,35100000.0,124500000.0,867900000.0,47900000.0,950800000.0,22500000.0,908200000.0,736300000.0,,,-618900000.0,298600000.0,,,,,
1991-03-31,22700000.0,87307692.0,22700000,-125600000.0,62200000.0,15500000.0,169000000.0,-26500000.0,527400000.0,-300000.0,1163600000.0,,,18100000.0,543400000.0,1300000.0,120200000.0,2100000.0,,,714300000.0,33500000.0,,23800000.0,23800000.0,21800000.0,0.26,1599100000.0,238600000.0,15600000.0,-152100000.0,0.0,,2775400000.0,22700000.0,373300000.0,,1782500000.0,117300000.0,-1500000.0,,1828300000.0,56800000,622800000.0,831600000,30100000.0,,,,0.0,-10600000.0,90300000,,87307692.0,,,,-37100000.0,,1176300000.0,40800000.0,60500000.0,890400000.0,-181800000.0,945900000.0,27000000.0,951400000.0,876900000.0,,0.26,-618900000.0,287800000.0,,,,,
1991-06-30,38700000.0,86000000.0,38700000,11200000.0,104200000.0,27100000.0,124600000.0,-23200000.0,564000000.0,-300000.0,1202200000.0,,,24000000.0,646100000.0,1100000.0,194400000.0,-16300000.0,,,907800000.0,36100000.0,,7500000.0,7500000.0,0.0,0.45,1744100000.0,283900000.0,18900000.0,-12000000.0,-100000.0,,3058900000.0,38700000.0,437700000.0,,1821100000.0,142600000.0,-2200000.0,,2074100000.0,80500000,669500000.0,1050400000,36100000.0,,,,0.0,-124100000.0,116600000,,86000000.0,,,,-147300000.0,,1314800000.0,62700000.0,62100000.0,813400000.0,-63700000.0,972500000.0,26000000.0,1093600000.0,980500000.0,,0.45,-618900000.0,253100000.0,,,,,
1991-09-30,40800000.0,86808511.0,40800000,74300000.0,101500000.0,41600000.0,-42200000.0,-25800000.0,470600000.0,2700000.0,1209800000.0,,,25800000.0,546500000.0,900000.0,193400000.0,9600000.0,,,907800000.0,33000000.0,,17200000.0,17200000.0,0.0,0.47,1747100000.0,344100000.0,21300000.0,48500000.0,100000.0,,2906300000.0,40800000.0,435800000.0,,1828700000.0,143100000.0,-900000.0,,1855800000.0,83100000,491400000.0,1050900000,23000000.0,,,,0.0,300000.0,116100000,,86808511.0,,,,-25500000.0,,1159200000.0,66600000.0,60000000.0,915700000.0,500000.0,1037400000.0,27000000.0,978700000.0,877100000.0,,0.47,-618900000.0,238800000.0,,,,,
1991-12-31,25800000.0,,25800000,215700000.0,102700000.0,41100000.0,-123800000.0,-16700000.0,489000000.0,7900000.0,1229300000.0,,,15900000.0,585000000.0,72300000.0,179400000.0,3000000.0,,,768300000.0,25800000.0,,20200000.0,20200000.0,0.0,,1833600000.0,184400000.0,20900000.0,199000000.0,0.0,,2982500000.0,25800000.0,501600000.0,,1897800000.0,106200000.0,-64500000.0,,1883900000.0,55000000,535900000.0,874500000,22100000.0,,,,0.0,-68700000.0,80800000,,,,,,-84400000.0,,1148900000.0,41700000.0,51200000.0,880100000.0,266900000.0,1084400000.0,25400000.0,1122500000.0,761400000.0,,,-668500000.0,358100000.0,,,,,
1992-03-31,26400000.0,88000000.0,26400000,-97300000.0,109900000.0,37200000.0,125000000.0,-27700000.0,508000000.0,2400000.0,1205600000.0,,,19500000.0,493900000.0,3500000.0,183300000.0,-5200000.0,,,716100000.0,33500000.0,,15000000.0,15000000.0,20200000.0,0.3,1809000000.0,390000000.0,17900000.0,-125000000.0,0.0,,3037400000.0,26400000.0,493500000.0,,1874100000.0,123300000.0,-1100000.0,,1937500000.0,61200000,466100000.0,839400000,29200000.0,-156900000.0,,,0.0,-1300000.0,94700000,,88000000.0,,,,-28300000.0,,1228400000.0,45900000.0,62100000.0,906500000.0,,1086900000.0,28600000.0,1044200000.0,893300000.0,,0.3,-668500000.0,367000000.0,,,,,
1992-06-30,48700000.0,86964286.0,48700000,56000000.0,100000000.0,59200000.0,-13900000.0,-27800000.0,526900000.0,2200000.0,1221400000.0,,,39300000.0,393400000.0,2600000.0,180400000.0,9800000.0,,,855400000.0,32900000.0,,24800000.0,24800000.0,0.0,0.56,1819200000.0,480600000.0,18100000.0,28200000.0,0.0,,3184500000.0,48700000.0,497800000.0,,1889900000.0,162700000.0,-2800000.0,,2010600000.0,103600000,533500000.0,1018100000,37800000.0,-24800000.0,,,0.0,-8800000.0,136500000,,86964286.0,,,,-29700000.0,,1365300000.0,88000000.0,59100000.0,981600000.0,,1153000000.0,26200000.0,937300000.0,1073300000.0,,0.56,-668500000.0,363500000.0,,,,,
1992-09-30,50500000.0,87068966.0,50500000,68400000.0,104100000.0,64900000.0,-38700000.0,-25700000.0,493400000.0,-600000.0,1203200000.0,,,34000000.0,386600000.0,1700000.0,203800000.0,13700000.0,,,859100000.0,33300000.0,,38500000.0,38500000.0,0.0,0.58,1795600000.0,486300000.0,15900000.0,42700000.0,0.0,,3151900000.0,50500000.0,488300000.0,,1871700000.0,161800000.0,-27700000.0,,1975200000.0,100500000,465900000.0,1020900000,36000000.0,-14200000.0,,,0.0,-100000.0,133800000,,87068966.0,,,,-17300000.0,,1356300000.0,84500000.0,61300000.0,1107200000.0,,1155700000.0,28000000.0,958100000.0,1017100000.0,,0.58,-668500000.0,367700000.0,,,,,
1992-12-31,29800000.0,,29800000,185900000.0,155800000.0,17600000.0,381700000.0,-69400000.0,659900000.0,1000000.0,1373300000.0,,,8200000.0,939900000.0,9300000.0,196400000.0,-11600000.0,,,766800000.0,42700000.0,,26900000.0,26900000.0,0.0,,2523200000.0,379400000.0,25500000.0,116500000.0,0.0,,3825100000.0,29800000.0,994100000.0,,2115900000.0,135500000.0,-29800000.0,,2635900000.0,63500000,738400000.0,902300000,31300000.0,85100000.0,,,0.0,-521400000.0,106200000,,,,,,-575200000.0,,1301900000.0,38000000.0,72000000.0,744200000.0,,1143600000.0,29300000.0,1500500000.0,1135400000.0,,,-742600000.0,364200000.0,,,,,
1993-03-31,-36300000.0,84418605.0,29400000,-87800000.0,174300000.0,38800000.0,163600000.0,-42200000.0,631200000.0,100000.0,1428600000.0,,,17700000.0,852200000.0,7000000.0,20800000.0,6800000.0,,,771000000.0,42900000.0,,33700000.0,33700000.0,26900000.0,-0.43,2593400000.0,711200000.0,20100000.0,-130000000.0,0.0,,3909100000.0,-36300000.0,990500000.0,,2171200000.0,142100000.0,-85400000.0,,2839500000.0,67300000,558800000.0,913100000,49300000.0,-164700000.0,,,0.0,-29400000.0,110200000,,84418605.0,,,,-67600000.0,,1315700000.0,47100000.0,74800000.0,707900000.0,,1020200000.0,31900000.0,1530700000.0,1308800000.0,,-0.43,-742600000.0,657700000.0,,,,,
1993-06-30,56600000.0,87076923.0,56600000,111500000.0,148700000.0,38200000.0,-56900000.0,-80400000.0,623800000.0,-200000.0,1560700000.0,,,31400000.0,864000000.0,5500000.0,38400000.0,38100000.0,,,976500000.0,46500000.0,,71800000.0,71800000.0,0.0,0.65,2831400000.0,716200000.0,24800000.0,31100000.0,0.0,,4333700000.0,56600000.0,1122000000.0,,2303300000.0,192100000.0,-900000.0,,3070900000.0,112800000,734400000.0,1168600000,59400000.0,,,,0.0,63700000.0,159300000,,87076923.0,,,,-15400000.0,,1502300000.0,88000000.0,79300000.0,728200000.0,,1210300000.0,32800000.0,1582100000.0,1488800000.0,,0.65,-742600000.0,679700000.0,,,,,
1993-09-30,59700000.0,87794118.0,59700000,146800000.0,174700000.0,55400000.0,-90100000.0,-62400000.0,589600000.0,900000.0,1574200000.0,,,33500000.0,886600000.0,7900000.0,66700000.0,-20600000.0,,,948100000.0,49200000.0,,51200000.0,51200000.0,0.0,0.68,2864500000.0,590000000.0,24100000.0,84400000.0,0.0,,4244200000.0,59700000.0,1115600000.0,,2316800000.0,197600000.0,0.0,,2925800000.0,116800000,684600000.0,1145700000,56700000.0,,,,0.0,-9100000.0,166000000,,87794118.0,,,,-71300000.0,,1379700000.0,93200000.0,80800000.0,808200000.0,,1271500000.0,31600000.0,1595800000.0,1330000000.0,,0.68,-742600000.0,642500000.0,,,,,
1993-12-31,19100000.0,,35200000,182000000.0,179800000.0,10600000.0,-103300000.0,-86300000.0,699700000.0,-1800000.0,1593500000.0,,,14800000.0,891500000.0,9600000.0,19600000.0,3000000.0,,,778400000.0,53100000.0,,54200000.0,54200000.0,0.0,,2892400000.0,474800000.0,20800000.0,95700000.0,0.0,,4216900000.0,19100000.0,1119100000.0,,2482600000.0,156800000.0,-200000.0,,2911400000.0,73400000,795300000.0,935200000,37700000.0,47700000.0,,,0.0,-2400000.0,126500000,,,,,,-82300000.0,,1324500000.0,50000000.0,83400000.0,843100000.0,,1251800000.0,30300000.0,1630700000.0,1280700000.0,,,-889100000.0,719600000.0,,,,,
1994-03-31,33600000.0,88421053.0,33600000,-149700000.0,193000000.0,25500000.0,229400000.0,-85300000.0,712600000.0,-1400000.0,1626200000.0,,,20500000.0,803500000.0,5300000.0,,-5600000.0,,,779900000.0,52500000.0,,48600000.0,48600000.0,54200000.0,0.38,2928200000.0,786300000.0,21600000.0,-235000000.0,0.0,,4333700000.0,33600000.0,1109000000.0,,2515300000.0,163100000.0,-2500000.0,,2995700000.0,77500000,607700000.0,943000000,53200000.0,-235800000.0,,,0.0,-2800000.0,130000000,,88421053.0,,,,-88100000.0,,1405500000.0,54100000.0,85600000.0,876700000.0,,1281600000.0,33100000.0,1576200000.0,1419500000.0,,0.38,-889100000.0,772700000.0,,,,,
1994-06-30,64800000.0,88767123.0,64800000,10500000.0,225600000.0,22200000.0,182400000.0,-138600000.0,732900000.0,-1000000.0,1742300000.0,,,30000000.0,940000000.0,2700000.0,,-5400000.0,,,932700000.0,54700000.0,,43200000.0,43200000.0,0.0,0.73,3097800000.0,822000000.0,22100000.0,-128100000.0,11400000.0,,4642300000.0,64800000.0,1129900000.0,,2631400000.0,201800000.0,-6000000.0,,3220500000.0,113900000,692000000.0,1134500000,65300000.0,-107000000.0,,,0.0,-64100000.0,168600000,,88767123.0,,,,-201800000.0,,1544500000.0,94800000.0,87900000.0,963700000.0,,1352000000.0,33200000.0,1684300000.0,1536200000.0,,0.73,-889100000.0,744300000.0,,,,,
1994-09-30,-7500000.0,93750000.0,-7500000,39300000.0,203700000.0,13200000.0,66400000.0,-99100000.0,705000000.0,-112200000.0,1782200000.0,,,-8400000.0,887500000.0,4400000.0,,19100000.0,,,1074400000.0,53100000.0,,62300000.0,62300000.0,0.0,-0.08,3117400000.0,943700000.0,26900000.0,-59800000.0,0.0,,4779700000.0,-7500000.0,1131500000.0,,2671300000.0,208900000.0,-4100000.0,,3346500000.0,121100000,745700000.0,1283300000,67400000.0,-121500000.0,,,0.0,700000.0,174200000,,93750000.0,,,-4100000.0,-89800000.0,,1662300000.0,-15900000.0,87800000.0,948900000.0,,1363300000.0,34700000.0,1643900000.0,1702600000.0,,-0.08,-889100000.0,756400000.0,,,,,
1994-12-31,40100000.0,,40100000,106700000.0,236800000.0,10100000.0,-1700000.0,-116800000.0,767500000.0,112400000.0,1816500000.0,,,13500000.0,1089500000.0,3900000.0,,-18800000.0,,,1027100000.0,58000000.0,,43500000.0,43500000.0,0.0,,3175700000.0,735800000.0,28200000.0,-10100000.0,0.0,,4781300000.0,40100000.0,1122400000.0,,2865600000.0,64300000.0,-100000.0,,3340700000.0,-28100000,737100000.0,1091400000,56600000.0,87500000.0,,,0.0,-1000000.0,29900000,,,,,1700000.0,-119600000.0,,1605600000.0,53600000.0,92400000.0,974100000.0,,1365200000.0,34400000.0,1857700000.0,1483000000.0,,,-1049100000.0,768200000.0,,,,,
1995-03-31,36500000.0,89024390.0,36500000,-153100000.0,223600000.0,23400000.0,244800000.0,-94400000.0,950700000.0,1200000.0,1877000000.0,,,19700000.0,1163700000.0,9700000.0,,1000000.0,,,932000000.0,64200000.0,,44500000.0,44500000.0,43500000.0,0.41,3219600000.0,919000000.0,35500000.0,-247500000.0,0.0,,5097300000.0,36500000.0,1119000000.0,,3008000000.0,194700000.0,,,3611600000.0,94700000,743300000.0,1126700000,54700000.0,,,,0.0,-1700000.0,158900000,,89024390.0,,,-100000.0,-95000000.0,,1877700000.0,56200000.0,100000000.0,876700000.0,-258300000.0,1405900000.0,35800000.0,1925900000.0,1685700000.0,,0.41,-1131000000.0,762200000.0,,,,,
1995-06-30,52200000.0,90000000.0,52200000,-45200000.0,231400000.0,13000000.0,169600000.0,-112100000.0,944600000.0,3800000.0,1937300000.0,,,21600000.0,1152300000.0,4800000.0,,24400000.0,,,1153800000.0,65000000.0,,68900000.0,68900000.0,0.0,0.58,3280800000.0,1086600000.0,38000000.0,-157300000.0,9800000.0,,5278000000.0,52200000.0,1112100000.0,,3068300000.0,232000000.0,,,3706000000.0,110800000,700500000.0,1385800000,72800000.0,,,,0.0,-5200000.0,175800000,,90000000.0,,,,-105600000.0,,1997200000.0,73800000.0,121200000.0,941500000.0,-177900000.0,1470300000.0,56200000.0,1905900000.0,1800100000.0,,0.58,-1131000000.0,753600000.0,,,,,
