date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyGrossProfit,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyIncomeTaxPayable,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyEbitda
1998-12-31,223517000000.0,1410000000.0,20077000000.0,,4812000000.0,3374000000.0,,3374000000,1941000000.0,-516000000.0,48671000000.0,,5737000000.0,2453000000.0,3007000000.0,3251000000.0,668641000000.0,25480000000.0,60748000000.0,30152000000.0,17690000000.0,-67293000000.0,,1850000000.0,,,32805000000.0,,621473000000.0,30055000000.0,5380000000.0,-32183000000.0,,-25405000000.0,13837000000.0,-1320000000.0,35971000000.0,,,42848000000.0,5315000000.0,11173000000.0,-13165000000.0,-7833000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,222593000000.0,406000000.0,8587000000.0,,-1770000000.0,2362000000.0,-399000000.0,2489000000,1423000000.0,-1890000000.0,49130000000.0,,13837000000.0,2253000000.0,-2169000000.0,2322000000.0,690649000000.0,23273000000.0,20833000000.0,28254000000.0,6451000000.0,-23401000000.0,,822000000.0,,,616000000.0,,641630000000.0,14070000000.0,3972000000.0,-5517000000.0,,-8707000000.0,11699000000.0,-447000000.0,37886000000.0,,,44099000000.0,3912000000.0,5803000000.0,-4396000000.0,-1796000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,215573000000.0,-111000000.0,3454000000.0,,8811000000.0,2448000000.0,-356000000.0,2448000000,1402000000.0,3032000000.0,49030000000.0,,11699000000.0,2253000000.0,8455000000.0,2410000000.0,689600000000.0,26552000000.0,22100000000.0,27011000000.0,6056000000.0,-23331000000.0,,799000000.0,,,3974000000.0,,639305000000.0,14380000000.0,3915000000.0,1778000000.0,,-9233000000.0,14688000000.0,-512000000.0,39822000000.0,,,45375000000.0,3850000000.0,5766000000.0,-6840000000.0,-2937000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,215325000000.0,-72000000.0,-125000000.0,,5733000000.0,2435000000.0,-341000000.0,2435000000,1379000000.0,-3014000000.0,48542000000.0,,14688000000.0,2190000000.0,5392000000.0,2397000000.0,687450000000.0,25138000000.0,19598000000.0,25753000000.0,6076000000.0,-20593000000.0,,877000000.0,,,402000000.0,,635713000000.0,14021000000.0,3870000000.0,2054000000.0,,-8622000000.0,11699000000.0,-512000000.0,41745000000.0,,,46817000000.0,3814000000.0,5789000000.0,-7286000000.0,-2382000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,222281000000.0,-119000000.0,15550000000.0,,-3620000000.0,2622000000.0,-476000000.0,2622000000,1499000000.0,2482000000.0,47092000000.0,,11699000000.0,1961000000.0,-4096000000.0,2589000000.0,716937000000.0,27587000000.0,21207000000.0,30805000000.0,6185000000.0,-23691000000.0,,829000000.0,,,-4208000000.0,1451000000.0,662331000000.0,14766000000.0,4191000000.0,-3067000000.0,,-9448000000.0,14158000000.0,-502000000.0,43865000000.0,,,49686000000.0,4121000000.0,5849000000.0,-6488000000.0,-2704000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,230975000000.0,-281000000.0,6163000000.0,,4216000000.0,3590000000.0,-376000000.0,3590000000,2011000000.0,-1655000000.0,47272000000.0,,14158000000.0,1811000000.0,3840000000.0,3560000000.0,738205000000.0,25523000000.0,25646000000.0,31591000000.0,6724000000.0,-27804000000.0,,687000000.0,,,-2109000000.0,-594000000.0,682959000000.0,16984000000.0,5656000000.0,1879000000.0,,-12034000000.0,12363000000.0,-574000000.0,46881000000.0,,,50326000000.0,5601000000.0,6376000000.0,-8893000000.0,-3493000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,239256000000.0,-79000000.0,30382000000.0,,-9275000000.0,3005000000.0,-442000000.0,3005000000,1616000000.0,6000000.0,51296000000.0,,12363000000.0,1823000000.0,-9717000000.0,2976000000.0,791333000000.0,26065000000.0,20608000000.0,45089000000.0,7791000000.0,-19166000000.0,,1045000000.0,,,-3145000000.0,-1294000000.0,734837000000.0,15904000000.0,4644000000.0,-9900000000.0,,-21101000000.0,12229000000.0,-568000000.0,49318000000.0,,,51576000000.0,4621000000.0,6495000000.0,-16351000000.0,-2957000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,232062000000.0,-109000000.0,9944000000.0,,6982000000.0,3088000000.0,-498000000.0,3088000000,1751000000.0,-296000000.0,58801000000.0,,12229000000.0,1823000000.0,6484000000.0,3059000000.0,804286000000.0,28361000000.0,26160000000.0,40172000000.0,8737000000.0,-26235000000.0,,934000000.0,,,6476000000.0,-1198000000.0,745725000000.0,16337000000.0,4852000000.0,-3009000000.0,,-17222000000.0,11740000000.0,-662000000.0,51744000000.0,,,53641000000.0,4839000000.0,6705000000.0,-14974000000.0,-1947000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,252635000000.0,-124000000.0,18386000000.0,,750000000.0,3836000000.0,-933000000.0,3836000000,2144000000.0,1118000000.0,116698000000.0,,11740000000.0,1799000000.0,-183000000.0,3808000000.0,902210000000.0,30785000000.0,29921000000.0,69902000000.0,13386000000.0,-33342000000.0,,1658000000.0,,,-6431000000.0,-746000000.0,836004000000.0,25963000000.0,5991000000.0,338000000.0,,-18018000000.0,14621000000.0,-850000000.0,58862000000.0,,,66206000000.0,5980000000.0,9204000000.0,-12853000000.0,-13933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,262835000000.0,-272000000.0,16199000000.0,,-5195000000.0,3538000000.0,-461000000.0,3580000000,1990000000.0,-59000000.0,123000000000.0,,14621000000.0,1801000000.0,-5656000000.0,3510000000.0,944327000000.0,33657000000.0,34108000000.0,66317000000.0,9523000000.0,-40769000000.0,,1118000000.0,,,-7154000000.0,-1553000000.0,875668000000.0,20281000000.0,5579000000.0,-2246000000.0,,-11063000000.0,14373000000.0,-740000000.0,61660000000.0,,,68659000000.0,5570000000.0,8056000000.0,-3941000000.0,-6728000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,268593000000.0,-365000000.0,-3182000000.0,,3954000000.0,3536000000.0,-471000000.0,3652000000,1960000000.0,839000000.0,126280000000.0,,14373000000.0,1817000000.0,3483000000.0,3508000000.0,953427000000.0,30280000000.0,26958000000.0,58740000000.0,8469000000.0,-27283000000.0,,1152000000.0,,,-8804000000.0,-1867000000.0,882899000000.0,19385000000.0,5627000000.0,8130000000.0,,67000000.0,15081000000.0,-736000000.0,64460000000.0,,,70528000000.0,5612000000.0,7443000000.0,863000000.0,-8304000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,303171000000.0,2413000000.0,8396000000.0,,14650000000.0,3177000000.0,-359000000.0,3177000000,1678000000.0,6758000000.0,135401000000.0,,15081000000.0,1829000000.0,14291000000.0,3149000000.0,1068249000000.0,39365000000.0,194311000000.0,60607000000.0,8327000000.0,-193805000000.0,,1165000000.0,,,-2040000000.0,-2191000000.0,989850000000.0,19387000000.0,4881000000.0,12561000000.0,,-16288000000.0,21877000000.0,-856000000.0,66781000000.0,,,78399000000.0,4855000000.0,7928000000.0,-9368000000.0,-8461000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,305741000000.0,-77000000.0,-6165000000.0,,13169000000.0,3875000000.0,-483000000.0,3875000000,1898000000.0,-3321000000.0,128756000000.0,,21877000000.0,1580000000.0,12686000000.0,3849000000.0,1051450000000.0,37731000000.0,179568000000.0,39265000000.0,5646000000.0,-192289000000.0,,1044000000.0,,,16573000000.0,-2233000000.0,970203000000.0,21004000000.0,5810000000.0,-9483000000.0,,-10325000000.0,18515000000.0,-853000000.0,69803000000.0,,,81247000000.0,5773000000.0,7781000000.0,2879000000.0,-11302000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,317144000000.0,3344000000.0,11391000000.0,,-3589000000.0,4843000000.0,-342000000.0,4890000000,2198000000.0,-2530000000.0,124463000000.0,,18515000000.0,1455000000.0,-3931000000.0,4822000000.0,1057657000000.0,33173000000.0,173824000000.0,41896000000.0,4899000000.0,-186257000000.0,34391000000.0,838000000.0,,,-2802000000.0,-4281000000.0,974019000000.0,20995000000.0,7105000000.0,-6414000000.0,,-10332000000.0,15984000000.0,-848000000.0,73798000000.0,,,83638000000.0,7088000000.0,7879000000.0,4514000000.0,-10726000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,336812000000.0,-4094000000.0,1599000000.0,,15827000000.0,4084000000.0,-298000000.0,4084000000,2121000000.0,1614000000.0,114580000000.0,,15984000000.0,1455000000.0,15529000000.0,4063000000.0,1083306000000.0,34454000000.0,68448000000.0,40653000000.0,5655000000.0,-70455000000.0,34448000000.0,860000000.0,,,-4772000000.0,-3855000000.0,990823000000.0,21273000000.0,6300000000.0,15443000000.0,,-15812000000.0,17686000000.0,-958000000.0,76924000000.0,,,85715000000.0,6205000000.0,7998000000.0,-12896000000.0,-10778000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,303862000000.0,-73000000.0,-4847000000.0,,3695000000.0,3920000000.0,-308000000.0,3706000000,1898000000.0,-1691000000.0,109672000000.0,,17686000000.0,1455000000.0,3387000000.0,3899000000.0,1031568000000.0,31069000000.0,57570000000.0,47942000000.0,5861000000.0,-56884000000.0,30335000000.0,-427000000.0,,,-2502000000.0,-3032000000.0,944714000000.0,17644000000.0,5628000000.0,4365000000.0,,-539000000.0,15886000000.0,-932000000.0,79911000000.0,,,80766000000.0,5604000000.0,5274000000.0,-917000000.0,-21070000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,324721000000.0,-52000000.0,19807000000.0,,13952000000.0,2429000000.0,-429000000.0,2429000000,1204000000.0,1320000000.0,133079000000.0,,15886000000.0,1455000000.0,13523000000.0,2409000000.0,1097190000000.0,33708000000.0,58897000000.0,51982000000.0,4923000000.0,-80279000000.0,35470000000.0,655000000.0,,,18655000000.0,-1884000000.0,1010472000000.0,17873000000.0,3665000000.0,-7743000000.0,,-32439000000.0,17326000000.0,-938000000.0,81403000000.0,,,86718000000.0,3633000000.0,6940000000.0,-9357000000.0,-4595000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,354849000000.0,246000000.0,16009000000.0,,-3636000000.0,4103000000.0,-438000000.0,4103000000,1919000000.0,2397000000.0,133125000000.0,,17326000000.0,1181000000.0,-4074000000.0,4083000000.0,1136973000000.0,38904000000.0,49917000000.0,50427000000.0,4663000000.0,-62359000000.0,34838000000.0,509000000.0,,,-17339000000.0,-4353000000.0,1042974000000.0,18536000000.0,6060000000.0,9253000000.0,,-9976000000.0,19731000000.0,-1053000000.0,84453000000.0,,,87341000000.0,6022000000.0,6177000000.0,2904000000.0,-6503000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,363324000000.0,-40000000.0,2973000000.0,,5386000000.0,4299000000.0,-997000000.0,4299000000,1956000000.0,1884000000.0,138068000000.0,,19731000000.0,1180000000.0,4389000000.0,4282000000.0,1187035000000.0,40601000000.0,55331000000.0,53731000000.0,4486000000.0,-58063000000.0,34752000000.0,532000000.0,,,-6434000000.0,-1605000000.0,1093734000000.0,19354000000.0,6296000000.0,7177000000.0,,-6475000000.0,21816000000.0,-1054000000.0,87698000000.0,,,93301000000.0,6255000000.0,6445000000.0,-2746000000.0,-15534000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,376338000000.0,380000000.0,28268000000.0,,-22350000000.0,4691000000.0,-479000000.0,4691000000,2208000000.0,2770000000.0,152878000000.0,,21816000000.0,1180000000.0,-22829000000.0,4674000000.0,1208923000000.0,46192000000.0,58666000000.0,63240000000.0,3936000000.0,-54652000000.0,35431000000.0,521000000.0,,,-24776000000.0,-2759000000.0,1113664000000.0,19398000000.0,7064000000.0,-2671000000.0,,-3148000000.0,24688000000.0,-1834000000.0,90555000000.0,,,95259000000.0,6899000000.0,6335000000.0,-6683000000.0,-11155000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,418211000000.0,-810000000.0,17155000000.0,,5746000000.0,4760000000.0,-440000000.0,4760000000,2112000000.0,-3807000000.0,168759000000.0,,24688000000.0,1180000000.0,5306000000.0,4743000000.0,1264032000000.0,40926000000.0,35223000000.0,58629000000.0,4186000000.0,-32966000000.0,41462000000.0,558000000.0,,,-12751000000.0,-2656000000.0,1166018000000.0,20154000000.0,6913000000.0,12658000000.0,,-26708000000.0,21149000000.0,-1832000000.0,93483000000.0,,,98014000000.0,6872000000.0,6226000000.0,-7069000000.0,-12608000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,435538000000.0,-429000000.0,38446000000.0,,-7804000000.0,5273000000.0,-318000000.0,5273000000,2398000000.0,1970000000.0,178588000000.0,,21149000000.0,1180000000.0,-8122000000.0,5256000000.0,1317591000000.0,46208000000.0,50865000000.0,66864000000.0,4488000000.0,-70156000000.0,42502000000.0,556000000.0,,,-4636000000.0,-2920000000.0,1215707000000.0,21488000000.0,7740000000.0,-8859000000.0,,-28672000000.0,23104000000.0,-2097000000.0,96659000000.0,,,101884000000.0,7671000000.0,6768000000.0,-7950000000.0,-13164000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,450282000000.0,-18000000.0,9373000000.0,,2024000000.0,1144000000.0,-1322000000.0,1144000000,49000000.0,3438000000.0,189071000000.0,,23104000000.0,1180000000.0,702000000.0,1127000000.0,1396568000000.0,51172000000.0,39451000000.0,67376000000.0,4985000000.0,-39344000000.0,44740000000.0,700000000.0,,,-9096000000.0,-5960000000.0,1298257000000.0,22302000000.0,1231000000.0,9480000000.0,,-7959000000.0,26462000000.0,-2096000000.0,95707000000.0,,,98311000000.0,1193000000.0,6743000000.0,-4922000000.0,-12606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,469859000000.0,-34000000.0,9252000000.0,,-2918000000.0,5308000000.0,-602000000.0,5308000000,2305000000.0,-1062000000.0,198713000000.0,,26462000000.0,1180000000.0,-3520000000.0,5291000000.0,1436554000000.0,48890000000.0,44143000000.0,63203000000.0,5894000000.0,-41025000000.0,47001000000.0,758000000.0,,,-2743000000.0,-4615000000.0,1333188000000.0,20514000000.0,7682000000.0,-5960000000.0,,-7396000000.0,25483000000.0,-2085000000.0,98930000000.0,,,103366000000.0,7613000000.0,6670000000.0,-9170000000.0,-12140000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,493410000000.0,-30000000.0,26240000000.0,,6294000000.0,5321000000.0,-769000000.0,5321000000,2157000000.0,-2670000000.0,207910000000.0,,25483000000.0,1180000000.0,5525000000.0,5304000000.0,1484101000000.0,47445000000.0,41329000000.0,56767000000.0,6719000000.0,-45407000000.0,47263000000.0,-1327000000.0,,,-16952000000.0,-2250000000.0,1374810000000.0,21886000000.0,7529000000.0,20443000000.0,,-35204000000.0,23556000000.0,-2097000000.0,102154000000.0,,,109291000000.0,7478000000.0,7327000000.0,-30357000000.0,-11776000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,440430000000.0,-489000000.0,8399000000.0,,3685000000.0,5441000000.0,,5168000000,2516000000.0,2308000000.0,207935000000.0,,23454000000.0,1180000000.0,3685000000.0,5424000000.0,1489891000000.0,54188000000.0,39173000000.0,62704000000.0,7428000000.0,-44746000000.0,47648000000.0,610000000.0,,,-1816000000.0,-5322000000.0,1379355000000.0,21533000000.0,7848000000.0,-307000000.0,,-9776000000.0,25620000000.0,-2326000000.0,105269000000.0,,,110536000000.0,7684000000.0,6894000000.0,-7746000000.0,-12370000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,446622000000.0,-45000000.0,5320000000.0,,12998000000.0,5073000000.0,,4731000000,2179000000.0,3504000000.0,211346000000.0,,25620000000.0,1180000000.0,12998000000.0,5056000000.0,1547789000000.0,60264000000.0,46685000000.0,62984000000.0,8668000000.0,-48164000000.0,46129000000.0,588000000.0,,,10007000000.0,-4047000000.0,1434752000000.0,20169000000.0,7165000000.0,-2215000000.0,,-14814000000.0,28942000000.0,-2316000000.0,108026000000.0,,,113037000000.0,6910000000.0,6868000000.0,-13353000000.0,-12352000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,459321000000.0,-93000000.0,1156000000.0,,-179000000.0,7143000000.0,,4988000000,2164000000.0,-584000000.0,213894000000.0,,28942000000.0,1180000000.0,-179000000.0,7126000000.0,1472793000000.0,59042000000.0,57186000000.0,58224000000.0,9649000000.0,-59455000000.0,46616000000.0,724000000.0,,,-16705000000.0,-5100000000.0,1360956000000.0,21498000000.0,7245000000.0,8943000000.0,,-1561000000.0,28438000000.0,-2301000000.0,112868000000.0,,,111837000000.0,7152000000.0,7594000000.0,-9434000000.0,-11269000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,476417000000.0,-69000000.0,18408000000.0,,15295000000.0,6932000000.0,,4972000000,2251000000.0,1429000000.0,217499000000.0,,28438000000.0,1180000000.0,15295000000.0,6915000000.0,1494037000000.0,55277000000.0,37220000000.0,66930000000.0,10935000000.0,-50658000000.0,47879000000.0,670000000.0,,,-4788000000.0,-5168000000.0,1381500000000.0,20779000000.0,7261000000.0,17844000000.0,,-32274000000.0,28373000000.0,-2245000000.0,117555000000.0,,,112537000000.0,7223000000.0,7339000000.0,-18418000000.0,-16373000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,522105000000.0,-569000000.0,32436000000.0,,3152000000.0,5639000000.0,-350000000.0,5555000000,1537000000.0,-2180000000.0,227165000000.0,,28373000000.0,1055000000.0,2802000000.0,5622000000.0,1586201000000.0,54631000000.0,49846000000.0,58130000000.0,12107000000.0,-63469000000.0,48025000000.0,669000000.0,,,6525000000.0,-2706000000.0,1471783000000.0,22183000000.0,7152000000.0,-9291000000.0,,-37768000000.0,26355000000.0,-2491000000.0,120703000000.0,,,114418000000.0,7092000000.0,9093000000.0,-23795000000.0,-14425000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,522843000000.0,-22000000.0,40783000000.0,,-37000000.0,5265000000.0,-786000000.0,5262000000,2303000000.0,2505000000.0,239557000000.0,,26355000000.0,1055000000.0,-823000000.0,5249000000.0,1626551000000.0,60179000000.0,45569000000.0,72581000000.0,13717000000.0,-46265000000.0,48760000000.0,688000000.0,,,-12153000000.0,-3351000000.0,1511123000000.0,22182000000.0,7596000000.0,6465000000.0,,-38241000000.0,24311000000.0,-2471000000.0,123497000000.0,,,115428000000.0,7565000000.0,8257000000.0,-36759000000.0,-11766000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,602897000000.0,-68000000.0,36783000000.0,,196355000000.0,5505000000.0,-451000000.0,5303000000,2020000000.0,-1789000000.0,260089000000.0,,24311000000.0,1055000000.0,195904000000.0,5489000000.0,1746248000000.0,56482000000.0,48488000000.0,70501000000.0,14901000000.0,-102752000000.0,48894000000.0,688000000.0,,,-1067000000.0,-2822000000.0,1628383000000.0,21422000000.0,7369000000.0,191661000000.0,,-234927000000.0,22543000000.0,-2458000000.0,126544000000.0,,,117865000000.0,7323000000.0,7566000000.0,-180212000000.0,-7514000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,667516000000.0,-26000000.0,96428000000.0,,-199457000000.0,5129000000.0,-842000000.0,5129000000,2241000000.0,3701000000.0,288494000000.0,,22543000000.0,1055000000.0,-200299000000.0,5113000000.0,1884318000000.0,69036000000.0,64207000000.0,100833000000.0,16218000000.0,-83638000000.0,49316000000.0,745000000.0,,,-26423000000.0,-3700000000.0,1764535000000.0,23828000000.0,7522000000.0,-178192000000.0,,106730000000.0,26514000000.0,-2406000000.0,129267000000.0,,,119783000000.0,7370000000.0,8891000000.0,127003000000.0,-12763000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,746632000000.0,-819000000.0,40219000000.0,,-18417000000.0,5012000000.0,-268000000.0,5012000000,1862000000.0,-2102000000.0,310768000000.0,,26514000000.0,1055000000.0,-18685000000.0,4996000000.0,2020966000000.0,69327000000.0,73410000000.0,111179000000.0,17562000000.0,-81229000000.0,53710000000.0,652000000.0,,,-16311000000.0,-3875000000.0,1898883000000.0,25459000000.0,6921000000.0,-7297000000.0,,-23904000000.0,24421000000.0,-2698000000.0,131395000000.0,,,122083000000.0,6874000000.0,9577000000.0,-13464000000.0,-25393000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,796196000000.0,-24000000.0,57412000000.0,,-22137000000.0,6226000000.0,-81000000.0,6226000000,2709000000.0,5934000000.0,340077000000.0,,24421000000.0,655000000.0,-22218000000.0,6212000000.0,2220866000000.0,101532000000.0,90169000000.0,167139000000.0,19172000000.0,-56839000000.0,62206000000.0,670000000.0,,,-41467000000.0,-2970000000.0,2093112000000.0,26630000000.0,9058000000.0,12553000000.0,,-29341000000.0,30635000000.0,-2689000000.0,134932000000.0,,,127754000000.0,8935000000.0,9886000000.0,-51418000000.0,-13942000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,822048000000.0,-83000000.0,80155000000.0,,-70253000000.0,2212000000.0,-506000000.0,2212000000,538000000.0,7070000000.0,364526000000.0,,30635000000.0,255000000.0,-70759000000.0,2206000000.0,2358266000000.0,96939000000.0,84571000000.0,194304000000.0,20804000000.0,-64578000000.0,63600000000.0,767000000.0,,,-58932000000.0,-3555000000.0,2231153000000.0,22393000000.0,2770000000.0,-14037000000.0,,-2832000000.0,38226000000.0,-2699000000.0,134445000000.0,,,127113000000.0,2750000000.0,8766000000.0,-20658000000.0,-10654000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,753992000000.0,-25000000.0,-33292000000.0,,39377000000.0,-9833000000.0,,-9833000000,-7310000000.0,-215000000.0,427112000000.0,,38226000000.0,55000000.0,40232000000.0,-9833000000.0,2187631000000.0,107572000000.0,84949000000.0,146488000000.0,19993000000.0,-71780000000.0,63891000000.0,701000000.0,,,25316000000.0,-4660000000.0,2074033000000.0,7216000000.0,-17048000000.0,27762000000.0,,-6300000000.0,38206000000.0,-2692000000.0,121920000000.0,,,113598000000.0,-17143000000.0,10076000000.0,-20146000000.0,-15528000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,782592000000.0,-286000000.0,4066000000.0,,1586000000.0,-5111000000.0,,-5111000000,-3891000000.0,-7704000000.0,424959000000.0,,38206000000.0,19439000000.0,1586000000.0,-5194000000.0,2199848000000.0,104155000000.0,98420000000.0,135799000000.0,16477000000.0,-92497000000.0,67567000000.0,893000000.0,,,-2802000000.0,-7381000000.0,2071629000000.0,13219000000.0,-9023000000.0,8487000000.0,,-13356000000.0,30837000000.0,-1759000000.0,115050000000.0,,,128219000000.0,-9002000000.0,9759000000.0,-19700000000.0,-27502000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,737967000000.0,27710000000.0,-38418000000.0,,51748000000.0,-2495000000.0,,-2217000000,-2337000000.0,14110000000.0,417928000000.0,,30837000000.0,27481000000.0,51748000000.0,-2856000000.0,2100385000000.0,112769000000.0,92311000000.0,114445000000.0,13597000000.0,-120973000000.0,66928000000.0,684000000.0,,,55834000000.0,-8049000000.0,1963980000000.0,18652000000.0,-4478000000.0,-2414000000.0,,781000000.0,44824000000.0,-2114000000.0,110290000000.0,,,136405000000.0,-4554000000.0,9871000000.0,29157000000.0,-30278000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,663193000000.0,-59835000000.0,-40461000000.0,,45441000000.0,-2815000000.0,,-3423000000,-3294000000.0,19519000000.0,393097000000.0,,44824000000.0,27481000000.0,45441000000.0,-2815000000.0,2050131000000.0,141696000000.0,63836000000.0,104855000000.0,12776000000.0,-59345000000.0,63126000000.0,376000000.0,,,33330000000.0,-14001000000.0,1924069000000.0,16680000000.0,-6812000000.0,13082000000.0,,14538000000.0,63026000000.0,-2135000000.0,105340000000.0,,,126062000000.0,-6717000000.0,8380000000.0,-2779000000.0,-36293000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,633655000000.0,32011000000.0,50276000000.0,,-2632000000.0,-17263000000.0,,-21106000000,-10975000000.0,-31930000000.0,359593000000.0,,63026000000.0,70721000000.0,-2632000000.0,-18162000000.0,1938470000000.0,199584000000.0,48411000000.0,126691000000.0,10658000000.0,-71521000000.0,46948000000.0,513000000.0,,,42871000000.0,-25195000000.0,1796840000000.0,5595000000.0,-32390000000.0,-8061000000.0,,-79574000000.0,29253000000.0,-1518000000.0,86521000000.0,,,141630000000.0,-32081000000.0,8478000000.0,-64356000000.0,-38828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
