date,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE
2002-12-31,1512173000.0,190980000.0,43692000.0,95289000.0,,,70105000.0,624760000.0,1833804000.0,33635000.0,-102790000,42457000.0,-102790000,18200000.0,642960000.0,56080000.0,-198155000.0,-294344000.0,122590000.0,332000.0,9252000.0,,192674000.0,988118000.0,,19947000.0,-102790000,,,0.0,53047000.0,195005000.0,114612000.0,,-31997000.0,,845686000.0,,1182715000.0,,,145051000.0,1433624000.0,,56080000.0,56080000.0,0.0,-7525000.0,71641000.0,,238697000,-22098000.0,114028000.0,113187000.0,-38171000.0,-95690000.0,,174955000.0,,345158000.0,321631000.0,92203000.0,0.0,-88971000.0,80393000,35691000.0,12603000.0,,,14087000.0,-37297000.0,,,-580413000.0,,7100000.0,136784000.0
2003-03-31,1470310000.0,198923000.0,37412000.0,99709000.0,,0.39,95434000.0,496299000.0,1773366000.0,46948000.0,62991000,46157000.0,62991000,17050000.0,513349000.0,13225000.0,25262000.0,-8368000.0,113196000.0,,9982000.0,158197000.0,188905000.0,856747000.0,,32850000.0,62991000,,,0.0,65475000.0,153978000.0,79929000.0,,0.0,,916619000.0,-12293000.0,1135311000.0,0.4,,56080000.0,1435313000.0,,13225000.0,13225000.0,0.0,-1272000.0,59173000.0,,191390000,-8368000.0,120997000.0,-138311000.0,-38171000.0,67641000.0,,184265000.0,,343398000.0,303056000.0,103802000.0,,-42855000.0,74049000,38470000.0,18006000.0,,,1689000.0,-4952000.0,159493000.0,,-517422000.0,,4650000.0,146094000.0
2003-06-30,1618311000.0,216438000.0,11332000.0,100836000.0,,-0.01,62185000.0,749328000.0,2030443000.0,52754000.0,-1012000,56949000.0,-1012000,16200000.0,765528000.0,102592000.0,-68743000.0,-203792000.0,92285000.0,,9507000.0,158386000.0,214013000.0,1086634000.0,,11321000.0,-1012000,,,0.0,77436000.0,205951000.0,115348000.0,,-195588000.0,,943809000.0,-11540000.0,1246889000.0,-0.01,,13225000.0,1443956000.0,,102592000.0,102592000.0,0.0,18287000.0,74568000.0,,217283000,-8204000.0,143357000.0,222257000.0,-38171000.0,4688000.0,,195580000.0,,321106000.0,412132000.0,70389000.0,,89367000.0,90603000,42096000.0,21813000.0,,,8643000.0,-59895000.0,160428000.0,,-518434000.0,,5700000.0,157409000.0
2003-09-30,1633694000.0,237611000.0,40079000.0,101749000.0,,0.08,58158000.0,701605000.0,2036519000.0,34507000.0,12985000,76733000.0,12985000,15350000.0,716955000.0,43289000.0,-24367000.0,-83771000.0,95322000.0,-30060000.0,10540000.0,158704000.0,249115000.0,1058553000.0,,11841000.0,12985000,,,0.0,82563000.0,175235000.0,125584000.0,,-42000000.0,,962620000.0,,1219028000.0,0.08,,102592000.0,1445043000.0,,43289000.0,43289000.0,0.0,23026000.0,87806000.0,,215314000,-11711000.0,84158000.0,-45988000.0,-38171000.0,15935000.0,,203722000.0,,341598000.0,402825000.0,69869000.0,,-59303000.0,49651000,44880000.0,20608000.0,,,1087000.0,-2253000.0,160426000.0,,-505449000.0,,2950000.0,165551000.0
2003-12-31,1510322000.0,179374000.0,50633000.0,105201000.0,,,29279000.0,764111000.0,1922774000.0,32645000.0,-102229000,62932000.0,-102229000,14500000.0,778611000.0,133261000.0,-144191000.0,17485000.0,58816000.0,30041000.0,10392000.0,,186229000.0,1041179000.0,,5765000.0,-102229000,,,0.0,84058000.0,149102000.0,221749000.0,,21825000.0,,881595000.0,,1150289000.0,,,43289000.0,1448353000.0,,133261000.0,133261000.0,0.0,40920000.0,67932000.0,,199735000,-8640000.0,-40002000.0,34565000.0,-57437000.0,-119529000.0,,231241000.0,,262568000.0,412452000.0,37919000.0,,89972000.0,-72647000,24854000.0,26143000.0,,,660000.0,33796000.0,,,-607678000.0,,-17300000.0,173804000.0
2004-03-31,1504397000.0,151879000.0,52141000.0,114584000.0,,0.13,55786000.0,675910000.0,1824071000.0,25422000.0,21106000,59458000.0,21106000,13650000.0,689560000.0,67949000.0,-6535000.0,-17372000.0,37496000.0,,11394000.0,159002000.0,195379000.0,916780000.0,,6064000.0,21106000,,,0.0,88921000.0,134485000.0,94554000.0,,0.0,,907291000.0,-4952000.0,1133385000.0,0.13,,133261000.0,1451965000.0,,67949000.0,67949000.0,0.0,41898000.0,44744000.0,,186626000,-8053000.0,65353000.0,-111733000.0,-57437000.0,22406000.0,,233070000.0,,227220000.0,319674000.0,63839000.0,,-65312000.0,39931000,24332000.0,17991000.0,,,3612000.0,11636000.0,159281000.0,,-586572000.0,,1300000.0,175633000.0
2004-06-30,1457534000.0,153643000.0,59052000.0,94259000.0,,0.28,37719000.0,569079000.0,1769187000.0,22812000.0,44208000,55991000.0,44208000,12800000.0,581879000.0,51659000.0,-4895000.0,-6347000.0,74861000.0,,8970000.0,159084000.0,165785000.0,830034000.0,,5234000.0,44208000,,,6300000.0,94859000.0,147261000.0,87555000.0,,-245000.0,,939153000.0,-5853000.0,1116914000.0,0.28,,67949000.0,1452031000.0,,51659000.0,51659000.0,0.0,29486000.0,51669000.0,,206313000,-6102000.0,82518000.0,-53635000.0,-57437000.0,46008000.0,,232272000.0,,248155000.0,311653000.0,43821000.0,,-16290000.0,59706000,22132000.0,15830000.0,,,66000.0,-25763000.0,159201000.0,,-542364000.0,,1800000.0,174835000.0
2004-09-30,1454173000.0,165018000.0,51835000.0,90844000.0,,0.31,51675000.0,504556000.0,1770741000.0,23633000.0,49635000,67458000.0,49635000,17550000.0,522106000.0,44043000.0,-802000.0,-5667000.0,85347000.0,,10103000.0,158801000.0,174351000.0,774305000.0,,7659000.0,49635000,,,0.0,97919000.0,163890000.0,101436000.0,,368000.0,,996436000.0,-3369000.0,1099316000.0,0.31,,51659000.0,1452040000.0,,44043000.0,44043000.0,0.0,37125000.0,44907000.0,,215725000,-6035000.0,86087000.0,-59991000.0,-57437000.0,51735000.0,,237943000.0,,252199000.0,316568000.0,57710000.0,,-7616000.0,62454000,23442000.0,17648000.0,,,9000.0,-13665000.0,158904000.0,,-492729000.0,,2100000.0,180506000.0
2004-12-31,1697525000.0,148762000.0,66500000.0,82917000.0,,,103881000.0,442186000.0,2012180000.0,122771000.0,-62202000,91646000.0,-62202000,21439000.0,463625000.0,34324000.0,-33196000.0,-12877000.0,33465000.0,,10316000.0,,111708000.0,653862000.0,,8141000.0,-62202000,,,0.0,110154000.0,211379000.0,267281000.0,,2876000.0,,1358318000.0,-11934000.0,1399261000.0,,,44043000.0,1523021000.0,,39344000.0,34324000.0,0.0,93815000.0,41120000.0,,277879000,-7839000.0,66869000.0,-109167000.0,-82294000.0,-58452000.0,,268850000.0,,190237000.0,314655000.0,111720000.0,,-9719000.0,-55902000,24594000.0,21031000.0,5020000.0,,4325000.0,-12383000.0,,,-258518000.0,,3750000.0,186556000.0
2005-03-31,1371896000.0,115383000.0,42091000.0,92733000.0,,0.07,62248000.0,430722000.0,1703647000.0,24510000.0,11132000,75605000.0,11132000,20575000.0,451297000.0,83922000.0,5759000.0,-6026000.0,33829000.0,-4144000.0,8897000.0,159385000.0,124881000.0,645375000.0,,6963000.0,11132000,,,0.0,118834000.0,133170000.0,112126000.0,,0.0,,1058272000.0,-8686000.0,1062065000.0,0.07,3258000.0,34324000.0,1457072000.0,,85855000.0,83922000.0,0.0,36752000.0,37792000.0,,175261000,-5140000.0,45554000.0,-11715000.0,-82294000.0,11717000.0,,267244000.0,,194078000.0,331751000.0,67388000.0,,49598000.0,21044000,22761000.0,20487000.0,1933000.0,,7000.0,31697000.0,159447000.0,,-435552000.0,,585000.0,184950000.0
2005-06-30,1361536000.0,99017000.0,60863000.0,120417000.0,,0.02,81368000.0,423997000.0,1816443000.0,29487000.0,3707000,58051000.0,3707000,108836000.0,532833000.0,245443000.0,-45583000.0,91987000.0,24396000.0,-1326000.0,9574000.0,159398000.0,188798000.0,754793000.0,,20530000.0,3707000,,,0.0,101195000.0,156527000.0,122840000.0,,98127000.0,,1061650000.0,14535000.0,993113000.0,0.02,1360000.0,83922000.0,1457264000.0,,246700000.0,245443000.0,0.0,36231000.0,33885000.0,,217390000,-6174000.0,63174000.0,-17886000.0,-82294000.0,6002000.0,,261919000.0,,221960000.0,454907000.0,87542000.0,,161521000.0,33687000,22732000.0,22752000.0,1257000.0,,192000.0,27661000.0,159441000.0,,-431845000.0,,2295000.0,179625000.0
2005-09-30,1356340000.0,125716000.0,51991000.0,89728000.0,,0.64,110752000.0,422648000.0,1912724000.0,25587000.0,109299000,42402000.0,101663000,102752000.0,525400000.0,326727000.0,10752000.0,-38983000.0,24691000.0,-875000.0,9450000.0,159421000.0,193698000.0,731709000.0,,23367000.0,101663000,,,-2719000.0,88103000.0,206067000.0,77758000.0,,-124127000.0,,1181015000.0,,974964000.0,0.64,699000.0,245443000.0,0.0,,327658000.0,326727000.0,3865000.0,53014000.0,36852000.0,,258058000,-12807000.0,153896000.0,-894000.0,-82294000.0,118394000.0,,269972000.0,,206309000.0,556384000.0,123559000.0,,84059000.0,128309000,31671000.0,19913000.0,931000.0,,919000.0,-13945000.0,159583000.0,,-330182000.0,,9095000.0,187678000.0
2005-12-31,1503305000.0,132699000.0,53852000.0,88870000.0,102909000.0,,179934000.0,412596000.0,2188093000.0,125824000.0,-26678000,56846000.0,-27475000,122392000.0,534988000.0,445289000.0,-85838000.0,-15200000.0,24360000.0,-2446000.0,8794000.0,,58144000.0,808544000.0,,61160000.0,-27475000,,,1300000.0,89473000.0,233762000.0,244865000.0,,26000000.0,,1379549000.0,,1085397000.0,,979000.0,326727000.0,0.0,,445800000.0,445289000.0,1893000.0,32907000.0,61453000.0,,287614000,-39686000.0,114721000.0,-88600000.0,-103420000.0,-16103000.0,,302987000.0,,273556000.0,684788000.0,219620000.0,,115787000.0,-11103000,37713000.0,26749000.0,511000.0,,1872000.0,71831000.0,,,-249270000.0,,10575000.0,199567000.0
2006-03-31,1336815000.0,105523000.0,49329000.0,110328000.0,100294000.0,0.4,76199000.0,401464000.0,2058626000.0,26228000.0,68606000,56550000.0,64486000,117693000.0,519157000.0,512819000.0,-908000.0,-18212000.0,24654000.0,-1152000.0,9024000.0,159663000.0,133297000.0,782574000.0,,52627000.0,64486000,,,0.0,91654000.0,171194000.0,93702000.0,,0.0,,1276052000.0,-2201000.0,893158000.0,0.4,853000.0,445289000.0,0.0,,512819000.0,512819000.0,11815000.0,50463000.0,37199000.0,,220523000,-17913000.0,103720000.0,-8357000.0,-103420000.0,72756000.0,,313486000.0,,263417000.0,721811000.0,94112000.0,,67530000.0,77492000,38609000.0,22328000.0,,,2995000.0,-7348000.0,159737000.0,,-245733000.0,,4150000.0,210066000.0
2006-06-30,1324058000.0,121009000.0,61819000.0,92482000.0,100294000.0,0.5,96510000.0,400546000.0,2112124000.0,27484000.0,80322000,66670000.0,80594000,104890000.0,505436000.0,571326000.0,4688000.0,-12690000.0,17848000.0,-2373000.0,8485000.0,160071000.0,126246000.0,760527000.0,,61905000.0,80594000,,,-40003000.0,87650000.0,190987000.0,104397000.0,,0.0,,1351597000.0,4042000.0,876040000.0,0.5,4001000.0,512819000.0,0.0,,571326000.0,571326000.0,8081000.0,53962000.0,40974000.0,,252806000,-14318000.0,114074000.0,-39517000.0,-103420000.0,85672000.0,,324898000.0,,255091000.0,788066000.0,110828000.0,,58507000.0,86590000,41882000.0,18402000.0,,,8589000.0,-589000.0,160071000.0,,-185165000.0,,5350000.0,221478000.0
2006-09-30,1147617000.0,200737000.0,59332000.0,110376000.0,100294000.0,-0.35,74913000.0,400585000.0,2073768000.0,28471000.0,-56451000,50168000.0,-56451000,123479000.0,529804000.0,629500000.0,-190255000.0,-2469000.0,18048000.0,0.0,8951000.0,160232000.0,114192000.0,802968000.0,,69968000.0,-56451000,,,-1275000.0,81255000.0,230220000.0,281142000.0,-20029000.0,0.0,,1270800000.0,6378000.0,711922000.0,-0.35,,571326000.0,0.0,,629500000.0,629500000.0,14659000.0,46371000.0,36762000.0,,289552000,-6469000.0,-22451000.0,-20980000.0,-103420000.0,-52751000.0,,324629000.0,,273164000.0,926151000.0,81382000.0,,58174000.0,-50922000,38010000.0,26350000.0,,202013000.0,397000.0,-88258000.0,160232000.0,,-261645000.0,,3700000.0,221209000.0
2006-12-31,1117433000.0,129241000.0,52790000.0,170410000.0,100289000.0,,229512000.0,400625000.0,2175004000.0,25682000.0,115309000,65041000.0,115309000,79250000.0,479875000.0,834499000.0,-34348000.0,-7074000.0,11145000.0,-974000.0,8741000.0,,107565000.0,890141000.0,,61913000.0,115309000,,,1000.0,78777000.0,254804000.0,123305000.0,-20026000.0,1000.0,,1284863000.0,2686000.0,697611000.0,,,629500000.0,0.0,,834499000.0,834499000.0,15054000.0,39621000.0,44986000.0,,307594000,-6100000.0,157181000.0,-23397000.0,-121840000.0,116608000.0,,333808000.0,,410266000.0,1057571000.0,235612000.0,,205020000.0,131499000,121812000.0,28394000.0,,9785000.0,3652000.0,85343000.0,,,-246566000.0,,1299000.0,211968000.0
2007-03-31,1111005000.0,113156000.0,56416000.0,169191000.0,100294000.0,0.58,114116000.0,1337000.0,2193972000.0,22617000.0,93819000,49594000.0,93819000,74353000.0,109290000.0,870175000.0,2805000.0,-5730000.0,410608000.0,-332000.0,8677000.0,160458000.0,114351000.0,851504000.0,33600000.0,52323000.0,93819000,,,0.0,79805000.0,186427000.0,87135000.0,-80222000.0,0.0,,1342468000.0,-1049000.0,683372000.0,0.58,314000.0,834540000.0,0.0,,873646000.0,870175000.0,0.0,43505000.0,42754000.0,,242843000,-5712000.0,121909000.0,-78494000.0,-121840000.0,99019000.0,,334828000.0,,742214000.0,1082967000.0,119828000.0,,35635000.0,99292000,67338000.0,29722000.0,3471000.0,4226000.0,1974000.0,-1954000.0,160458000.0,,-199119000.0,,5200000.0,212988000.0
2007-06-30,1085214000.0,104936000.0,54534000.0,169162000.0,100294000.0,0.42,90910000.0,,1758165000.0,29180000.0,67824000,46329000.0,67824000,,104611000.0,469458000.0,4272000.0,30402000.0,,0.0,453000.0,160847000.0,92711000.0,380316000.0,,45121000.0,67824000,,,-260000.0,86502000.0,148493000.0,85146000.0,-120533000.0,0.0,,1377849000.0,-6483000.0,669095000.0,0.42,37769000.0,870175000.0,0.0,,474097000.0,469458000.0,0.0,59863000.0,54807000.0,,203027000,-7367000.0,92527000.0,-529837000.0,-121840000.0,71624000.0,,344954000.0,,275705000.0,672951000.0,98277000.0,,-400717000.0,63347000,6615000.0,28447000.0,4639000.0,10665000.0,8716000.0,7084000.0,160988000.0,,-191623000.0,,3800000.0,223114000.0
2007-09-30,1096701000.0,96399000.0,50458000.0,124938000.0,100294000.0,0.41,32854000.0,,1711713000.0,21337000.0,65867000,33660000.0,65867000,,104025000.0,411906000.0,3704000.0,-41214000.0,,-31938000.0,245000.0,161020000.0,106352000.0,332463000.0,,51709000.0,65867000,,,-23000.0,90398000.0,138432000.0,78252000.0,-60385000.0,0.0,,1379250000.0,891000.0,654822000.0,0.41,1285000.0,469458000.0,0.0,,416473000.0,411906000.0,0.0,53521000.0,43185000.0,,188890000,-10561000.0,81517000.0,-59881000.0,-121840000.0,69367000.0,,357073000.0,,228438000.0,615012000.0,43415000.0,,-57552000.0,60180000,8606000.0,30674000.0,4567000.0,-15855000.0,527000.0,-39569000.0,161020000.0,,-186141000.0,,3500000.0,235233000.0
2007-12-31,1075098000.0,111114000.0,62272000.0,267428000.0,100294000.0,,67887000.0,,1782115000.0,27634000.0,-31971000,31418000.0,-31971000,,116718000.0,433641000.0,-104669000.0,1497000.0,,-3640000.0,370000.0,,85133000.0,484296000.0,,49088000.0,-31971000,,,-55000.0,80745000.0,141624000.0,175761000.0,-60383000.0,0.0,,1297819000.0,9664000.0,630514000.0,,16583000.0,411906000.0,0.0,,437536000.0,433641000.0,0.0,62582000.0,50415000.0,,203896000,-11446000.0,-6503000.0,-60438000.0,-152729000.0,-31271000.0,,391186000.0,,367578000.0,707017000.0,79333000.0,,21735000.0,-34137000,647000.0,29274000.0,3895000.0,109836000.0,0.0,-13637000.0,,,-278495000.0,,700000.0,238457000.0
2008-03-31,1054520000.0,82386000.0,53735000.0,254760000.0,100294000.0,0.35,78098000.0,,1789736000.0,25203000.0,56376000,43597000.0,56376000,,108887000.0,431537000.0,-4590000.0,-94279000.0,,-82651000.0,242000.0,161024000.0,85901000.0,499112000.0,,31983000.0,56376000,,,0.0,67427000.0,154763000.0,91623000.0,,0.0,,1290624000.0,11764000.0,616526000.0,0.35,2950000.0,433641000.0,0.0,,512764000.0,431537000.0,0.0,55623000.0,39332000.0,,208498000,-14578000.0,88343000.0,-138000.0,-152729000.0,61776000.0,,386528000.0,,390225000.0,735216000.0,92676000.0,,-2104000.0,63140000,64150000.0,36332000.0,81227000.0,-4955000.0,,14289000.0,161024000.0,,-280288000.0,,5400000.0,233799000.0
2008-06-30,975549000.0,93101000.0,43877000.0,278565000.0,100294000.0,-0.16,64249000.0,,1639605000.0,25475000.0,-25289000,56633000.0,-25289000,,105475000.0,354056000.0,-75000000.0,1796000.0,,-856000.0,236000.0,160709000.0,72215000.0,456450000.0,,30379000.0,-25289000,,,-152000.0,69837000.0,142218000.0,114731000.0,,-87963000.0,,1183155000.0,-1852000.0,602542000.0,-0.16,93422000.0,431537000.0,0.0,,354056000.0,354056000.0,0.0,55621000.0,34457000.0,,186095000,-2807000.0,52962000.0,-146320000.0,-152729000.0,-19689000.0,,335027000.0,,350975000.0,664056000.0,67056000.0,,-77481000.0,27487000,7574000.0,21759000.0,,80366000.0,,-8414000.0,160709000.0,,-370288000.0,,5600000.0,182298000.0
2008-09-30,1084890000.0,99796000.0,47468000.0,109808000.0,100294000.0,0.31,-66121000.0,,1500961000.0,24911000.0,48437000,44661000.0,48437000,,148785000.0,219005000.0,-6450000.0,-12816000.0,,-1089000.0,246000.0,158715000.0,53067000.0,337075000.0,,36582000.0,48437000,,,-31000.0,70151000.0,133621000.0,77398000.0,-59518000.0,82942000.0,,1163886000.0,77000.0,745822000.0,0.31,8712000.0,354056000.0,0.0,,226583000.0,219005000.0,7003000.0,45866000.0,30976000.0,,181089000,-3751000.0,81134000.0,-59549000.0,-152729000.0,53037000.0,,320236000.0,,188290000.0,416071000.0,-62370000.0,0.0,-135051000.0,56223000,10924000.0,18668000.0,7578000.0,-123081000.0,,-8910000.0,158715000.0,,-381280000.0,,4600000.0,167507000.0
2008-12-31,1133201000.0,90051000.0,52087000.0,117734000.0,100294000.0,,106100000.0,,1623565000.0,27836000.0,120380000,44031000.0,120380000,,154800000.0,317547000.0,-22314000.0,-2532000.0,,-1419000.0,294000.0,,47466000.0,421966000.0,,40435000.0,120380000,,,1000.0,59561000.0,129409000.0,81675000.0,-1000.0,-2267000.0,,1201599000.0,10588000.0,720372000.0,,4307000.0,219005000.0,0.0,,318544000.0,317547000.0,6814000.0,25669000.0,41070000.0,,181496000,-863000.0,75570000.0,-4304000.0,-118449000.0,31780000.0,,266718000.0,,267166000.0,490364000.0,106963000.0,-4304000.0,98542000.0,47734000,67927000.0,16085000.0,997000.0,19084000.0,,28345000.0,,,-319909000.0,,-88600000.0,148269000.0
2009-03-31,1089115000.0,82788000.0,44840000.0,103517000.0,100294000.0,0.25,46186000.0,,1556881000.0,26691000.0,39003000,43244000.0,39003000,69691000.0,149868000.0,297694000.0,-3654000.0,-7042000.0,,-1019000.0,340000.0,158218000.0,19021000.0,380093000.0,,32083000.0,39003000,-16334000.0,17601000.0,0.0,60175000.0,128479000.0,73516000.0,-59331000.0,-5250000.0,6839000.0,1176788000.0,1226000.0,702442000.0,0.25,13000.0,317547000.0,0.0,,301359000.0,297694000.0,6781000.0,19429000.0,25626000.0,1757000.0,173319000,-786000.0,78334000.0,-59331000.0,,51303000.0,,,9668000.0,230225000.0,467766000.0,46972000.0,,-19853000.0,54963000,0.0,14528000.0,3665000.0,-5940000.0,,-19882000.0,158270000.0,7800000.0,-340356000.0,80177000.0,12300000.0,140757000.0
2009-06-30,1812331000.0,,50057000.0,,100294000.0,0.15,97867000.0,,2058370000.0,32089000.0,24090000,49498000.0,24090000,,587229000.0,52918000.0,9674000.0,-736753000.0,,,4049000.0,158224000.0,39510000.0,804238000.0,,,24090000,,15663000.0,,,143478000.0,121564000.0,,-738545000.0,,1254132000.0,,1414853000.0,0.15,,297694000.0,,,52918000.0,52918000.0,187871000.0,,,1334000.0,193535000,,63928000.0,394020000.0,,27790000.0,,,,217009000.0,246039000.0,97081000.0,,-244776000.0,21914000,,44692000.0,,30606000.0,,3001000.0,158331000.0,400000.0,,,3700000.0,133411000.0
2009-09-30,1772045000.0,,50669000.0,,100294000.0,0.25,89197000.0,,2022299000.0,43667000.0,40362000,44774000.0,40362000,,511664000.0,49406000.0,-2135000.0,-4514000.0,,,10998000.0,158231000.0,34216000.0,731051000.0,,,40362000,,14855000.0,-89214000.0,,161854000.0,101097000.0,,-4514000.0,,1291248000.0,,1379768000.0,0.25,,52918000.0,,,49406000.0,49406000.0,195598000.0,,,1126000.0,212523000,,102527000.0,-89214000.0,,47862000.0,,,,219387000.0,250254000.0,89197000.0,,-3512000.0,60757000,,23202000.0,,13954000.0,,18698000.0,158652000.0,3800000.0,,,7500000.0,138112000.0
2009-12-31,1716404000.0,119919000.0,58743000.0,129848000.0,100294000.0,,-441605000.0,380175000.0,2067044000.0,46813000.0,73000000,47035000.0,73000000,6344000.0,455766000.0,114463000.0,-4849000.0,5537000.0,12110000.0,,10031000.0,,32724000.0,712672000.0,,,73000000,,11516000.0,-272148000.0,82773000.0,182310000.0,119725000.0,,771422000.0,,1354372000.0,,1335222000.0,,,49406000.0,0.0,,124029000.0,114463000.0,8542000.0,43574000.0,72022000.0,1396000.0,241053000,,104844000.0,-68428000.0,-118098000.0,48000000.0,,221946000.0,,256906000.0,350640000.0,127647000.0,,65057000.0,62585000,28680000.0,38362000.0,9566000.0,20557000.0,,-3348000.0,,-28000000.0,-245974000.0,69247000.0,-25000000.0,103848000.0
2010-03-31,1665862000.0,105025000.0,58955000.0,109940000.0,100294000.0,-0.02,-8884000.0,382770000.0,2005036000.0,40048000.0,-3150000,43513000.0,-3150000,5905000.0,453021000.0,102892000.0,-1391000.0,-43880000.0,12316000.0,0.0,9827000.0,158387000.0,31261000.0,660733000.0,,20489000.0,-3150000,-29730000.0,11543000.0,-12702000.0,97523000.0,160680000.0,143700000.0,-14246000.0,-43880000.0,15059000.0,1344303000.0,-14858000.0,1299768000.0,-0.02,1215000.0,114463000.0,0.0,,111123000.0,102892000.0,12400000.0,47708000.0,42480000.0,1657000.0,219635000,-53637000.0,55825000.0,-12702000.0,,5950000.0,,,8232000.0,207712000.0,339174000.0,44753000.0,,-11571000.0,16980000,0.0,66887000.0,8231000.0,44531000.0,,-42126000.0,158387000.0,4300000.0,-263464000.0,64346000.0,9100000.0,106896000.0
2010-06-30,1615283000.0,114409000.0,63850000.0,127471000.0,100294000.0,0.21,95811000.0,369839000.0,2029723000.0,40233000.0,33969000,52671000.0,33969000,5519000.0,434804000.0,176566000.0,-2606000.0,-9352000.0,16284000.0,0.0,9952000.0,158510000.0,29456000.0,669040000.0,,21131000.0,33969000,-566000.0,9660000.0,-25502000.0,88134000.0,174921000.0,123228000.0,-14256000.0,-9352000.0,-11397000.0,1360683000.0,9036000.0,1263993000.0,0.21,3750000.0,102892000.0,0.0,,182804000.0,176566000.0,7117000.0,42037000.0,41880000.0,1895000.0,238771000,-13102000.0,89554000.0,-25502000.0,,39369000.0,,,11323000.0,234236000.0,414440000.0,108913000.0,,73674000.0,51693000,1083000.0,37258000.0,6238000.0,10088000.0,,22243000.0,161019000.0,700000.0,-244669000.0,59446000.0,5400000.0,96480000.0
2010-09-30,9835455000.0,291118000.0,62142000.0,488989000.0,2963947000.0,-1.27,108887000.0,3113960000.0,11135903000.0,42338000.0,-207882000,126724000.0,-207882000,221747000.0,4940317000.0,592654000.0,-106394000.0,315367000.0,121590000.0,0.0,11218000.0,163295000.0,28460000.0,5786239000.0,1549578000.0,23326000.0,-207882000,22277000.0,3645000.0,-10590000.0,295279000.0,146125000.0,176521000.0,-15064000.0,315367000.0,17966000.0,5349664000.0,1752000.0,6470596000.0,-1.27,2000000.0,176566000.0,0.0,0.0,598245000.0,592654000.0,4042000.0,46947000.0,175993000.0,68284000.0,208267000,-2037000.0,-94326000.0,-10590000.0,,-147882000.0,0.0,,15260000.0,845922000.0,1300448000.0,110924000.0,,416088000.0,-30396000,0.0,14298000.0,5591000.0,38154000.0,,100334000.0,163295000.0,59500000.0,-467744000.0,55032000.0,60000000.0,280161000.0
